date_obj,Strength%20amulet%20(t) price
2017-01-15,30034
2017-01-16,30133
2017-01-17,30607
2017-01-18,30774
2017-01-19,30886
2017-01-20,31183
2017-01-21,31746
2017-01-22,32068
2017-01-27,32440
2017-01-28,32484
2017-01-29,32734
2017-01-30,32697
2017-01-31,32956
2017-02-01,33288
2017-02-02,33372
2017-02-03,33475
2017-02-04,33592
2017-02-05,33959
2017-02-06,33931
2017-02-07,34079
2017-02-08,34514
2017-02-09,34514
2017-02-10,34720
2017-02-11,34781
2017-02-12,34619
2017-02-13,34378
2017-02-14,34135
2017-02-15,34100
2017-02-16,33563
2017-02-18,33324
2017-02-19,33060
2017-02-20,32682
2017-02-21,32813
2017-02-22,32473
2017-02-23,32049
2017-02-24,32175
2017-02-25,32002
2017-02-26,31832
2017-02-27,31270
2017-02-28,30956
2017-03-01,30977
2017-03-02,31217
2017-03-03,31399
2017-03-04,31546
2017-03-05,31425
2017-03-06,31552
2017-03-07,31158
2017-03-08,31381
2017-03-09,31804
2017-03-10,31601
2017-03-11,31527
2017-03-12,31402
2017-03-13,31495
2017-03-14,31637
2017-03-15,31919
2017-03-16,31869
2017-03-17,31560
2017-03-18,31317
2017-03-19,31365
2017-03-20,31296
2017-03-21,30910
2017-03-22,30210
2017-03-23,29631
2017-03-24,29334
2017-03-25,28953
2017-03-26,28495
2017-03-27,28341
2017-03-28,28182
2017-03-29,27743
2017-03-30,27852
2017-03-31,27865
2017-04-01,28003
2017-04-02,28049
2017-04-03,28110
2017-04-04,27907
2017-04-12,25491
2017-04-13,24897
2017-04-14,24698
2017-04-15,24375
2017-04-16,23812
2017-04-17,23587
2017-04-18,23497
2017-04-19,23669
2017-04-20,24274
2017-04-21,24702
2017-04-22,25158
2017-04-23,25041
2017-04-24,24982
2017-04-25,25048
2017-04-26,24512
2017-04-27,24507
2017-04-28,24570
2017-04-29,24618
2017-04-30,24486
2017-05-01,24889
2017-05-02,25085
2017-05-03,24909
2017-05-04,24686
2017-05-05,24943
2017-05-06,25243
2017-05-07,25376
2017-05-08,25550
2017-05-09,26131
2017-05-10,26644
2017-05-11,27386
2017-05-12,27519
2017-05-13,27145
2017-05-14,27608
2017-05-15,27784
2017-05-16,27840
2017-05-17,28339
2017-05-18,28596
2017-05-19,28875
2017-05-20,28833
2017-05-21,29064
2017-05-22,29159
2017-05-23,29012
2017-05-24,28416
2017-05-25,28155
2017-05-26,28118
2017-05-27,27997
2017-05-28,27628
2017-05-29,27652
2017-05-30,27740
2017-05-31,27668
2017-06-01,27337
2017-06-02,26869
2017-06-03,27168
2017-06-06,27078
2017-06-07,27027
2017-06-08,26847
2017-06-09,26551
2017-06-10,26516
2017-06-11,26386
2017-06-12,25824
2017-06-13,26010
2017-06-14,25955
2017-06-15,26259
2017-06-16,26213
2017-06-17,26575
2017-06-18,26411
2017-06-19,26411
2017-06-20,26475
2017-06-21,26699
2017-06-22,26846
2017-06-23,27080
2017-06-24,27149
2017-06-25,27002
2017-06-26,27228
2017-06-27,27339
2017-06-28,27294
2017-06-29,27197
2017-06-30,27320
2017-07-01,27315
2017-07-02,27452
2017-07-03,27325
2017-07-04,27316
2017-07-05,27316
2017-07-06,27532
2017-07-07,27482
2017-07-08,27623
2017-07-13,28154
2017-07-14,28281
2017-07-15,28385
2017-07-16,28460
2017-07-17,28399
2017-07-18,28482
2017-07-19,28809
2017-07-20,29244
2017-07-21,29705
2017-07-22,30158
2017-07-23,30032
2017-07-24,30426
2017-07-25,30635
2017-07-26,30883
2017-07-27,30864
2017-07-28,30903
2017-07-29,30805
2017-07-30,29968
2017-07-31,29824
2017-08-01,29834
2017-08-02,30389
2017-08-03,30436
2017-08-04,30464
2017-08-05,30520
2017-08-06,30668
2017-08-09,30448
2017-08-10,30512
2017-08-11,30202
2017-08-12,30223
2017-08-13,30231
2017-08-14,29572
2017-08-15,29592
2017-08-17,30074
2017-08-18,30074
2017-08-19,30523
2017-08-20,30994
2017-08-21,30948
2017-08-22,30424
2017-08-23,30202
2017-08-24,30194
2017-08-25,29795
2017-08-26,29809
2017-08-27,29931
2017-08-28,30036
2017-08-29,29870
2017-08-30,30241
2017-08-31,30444
2017-09-01,30367
2017-09-02,30401
2017-09-03,30106
2017-09-04,29986
2017-09-05,29743
2017-09-06,29455
2017-09-07,29768
2017-09-08,30208
2017-09-09,30468
2017-09-10,31005
2017-09-11,31389
2017-09-12,31872
2017-09-13,32038
2017-09-14,31667
2017-09-15,31667
2017-09-16,31538
2017-09-17,31598
2017-09-19,31699
2017-09-20,31712
2017-09-21,31535
2017-09-22,31592
2017-09-23,31643
2017-09-24,31317
2017-09-25,30994
2017-09-26,31035
2017-09-27,31242
2017-09-28,31591
2017-09-29,31740
2017-09-30,31806
2017-10-01,31573
2017-10-02,31555
2017-10-03,31420
2017-10-04,31586
2017-10-05,31780
2017-10-06,31868
2017-10-07,31861
2017-10-08,31921
2017-10-09,31992
2017-10-10,32237
2017-10-11,32385
2017-10-12,32453
2017-10-13,32698
2017-10-14,32483
2017-10-15,32412
2017-10-16,32494
2017-10-17,32295
2017-10-18,32612
2017-10-19,32029
2017-10-20,31890
2017-10-21,31616
2017-10-22,31394
2017-10-23,31419
2017-10-24,31271
2017-10-25,31225
2017-10-26,31253
2017-10-27,31168
2017-10-28,31168
2017-10-29,31141
2017-10-30,31109
2017-10-31,30981
2017-11-01,31254
2017-11-02,31168
2017-11-03,31095
2017-11-04,31173
2017-11-05,30918
2017-11-06,30200
2017-11-07,30012
2017-11-08,29621
2017-11-09,29491
2017-11-10,29277
2017-11-11,28344
2017-11-12,27215
2017-11-13,26291
2017-11-14,25942
2017-11-15,25793
2017-11-16,25880
2017-11-17,25648
2017-11-18,25505
2017-11-19,25562
2017-11-20,24770
2017-11-21,24614
2017-11-22,24801
2017-11-23,25086
2017-11-24,24774
2017-11-25,24864
2017-11-26,25002
2017-11-27,25002
2017-11-28,24910
2017-11-29,25080
2017-11-30,25460
2017-12-01,25711
2017-12-02,25832
2017-12-03,25856
2017-12-04,25824
2017-12-05,25850
2017-12-06,25671
2017-12-07,25571
2017-12-08,25448
2017-12-09,25349
2017-12-10,25286
2017-12-11,25221
2017-12-12,25012
2017-12-13,25028
2017-12-14,24903
2017-12-15,24552
2017-12-16,24357
2017-12-17,24166
2017-12-18,24056
2017-12-19,23982
2017-12-20,24078
2017-12-21,23763
2017-12-22,23729
2017-12-23,23599
2017-12-24,23463
2017-12-25,23298
2017-12-26,23507
2017-12-27,23998
2017-12-28,24220
2017-12-29,24464
2017-12-30,24761
2017-12-31,24818
2018-01-01,24673
2018-01-02,24825
2018-01-03,24703
2018-01-04,24790
2018-01-05,24873
2018-01-06,24626
2018-01-07,24247
2018-01-08,24107
2018-01-09,23873
2018-01-10,23842
2018-01-11,23770
2018-01-12,23571
2018-01-13,23414
2018-01-14,23018
2018-01-15,22290
2018-01-16,22338
2018-01-17,22252
2018-01-18,22019
2018-01-19,22019
2018-01-20,21728
2018-01-21,21519
2018-01-22,21503
2018-01-23,21147
2018-01-24,20367
2018-01-25,20002
2018-01-26,19321
2018-01-27,18801
2018-01-28,18475
2018-01-29,18281
2018-01-30,18074
2018-02-01,17578
2018-02-02,17387
2018-02-03,17222
2018-02-04,17212
2018-02-05,16855
2018-02-06,16649
2018-02-07,16725
2018-02-08,16724
2018-02-09,16753
2018-02-10,16834
2018-02-11,16706
2018-02-12,16793
2018-02-13,17073
2018-02-14,17170
2018-02-15,17315
2018-02-16,17490
2018-02-17,17741
2018-02-18,17871
2018-02-19,18279
2018-02-20,18552
2018-02-21,18742
2018-02-22,19037
2018-02-23,19218
2018-02-24,19439
2018-02-25,19693
2018-02-26,20007
2018-02-27,20232
2018-02-28,20427
2018-03-01,20807
2018-03-02,21130
2018-03-03,21599
2018-03-04,21866
2018-03-05,22294
2018-03-06,23085
2018-03-07,23740
2018-03-08,24583
2018-03-09,25156
2018-03-10,25537
2018-03-11,24900
2018-03-12,24934
2018-03-13,24295
2018-03-14,23867
2018-03-15,23778
2018-03-16,23893
2018-03-17,23662
2018-03-18,23659
2018-03-19,23755
2018-03-20,24094
2018-03-21,24255
2018-03-23,24626
2018-03-24,24541
2018-03-26,24911
2018-03-27,25042
2018-03-28,25044
2018-03-29,25376
2018-03-30,25489
2018-03-31,25536
2018-04-01,25300
2018-04-02,24936
2018-04-03,24860
2018-04-04,24678
2018-04-05,24672
2018-04-06,24738
2018-04-08,24608
2018-04-09,24488
2018-04-10,24624
2018-04-11,24588
2018-04-12,24263
2018-04-13,24486
2018-04-14,24283
2018-04-16,23588
2018-04-17,23614
2018-04-18,23351
2018-04-19,23091
2018-04-20,22958
2018-04-21,22700
2018-04-22,22527
2018-04-23,22529
2018-04-24,22588
2018-04-25,22473
2018-04-26,22211
2018-04-27,22477
2018-04-28,22735
2018-04-29,22757
2018-04-30,22484
2018-05-01,22438
2018-05-02,22325
2018-05-03,22380
2018-05-04,21944
2018-05-05,21694
2018-05-06,21218
2018-05-07,21301
2018-05-08,21254
2018-05-09,21551
2018-05-10,21490
2018-05-11,21498
2018-05-12,21529
2018-05-13,21584
2018-05-14,21672
2018-05-15,21956
2018-05-16,21949
2018-05-17,22128
2018-05-18,22366
2018-05-19,22087
2018-05-20,21996
2018-05-21,21580
2018-05-22,21802
2018-05-23,21891
2018-05-24,21908
2018-05-25,21816
2018-05-26,21732
2018-05-27,21573
2018-05-28,21538
2018-05-29,21638
2018-05-30,21226
2018-05-31,20867
2018-06-01,20557
2018-06-02,20093
2018-06-03,19664
2018-06-04,19068
2018-06-05,18648
2018-06-06,18395
2018-06-07,17927
2018-06-08,17324
2018-06-09,17019
2018-06-10,16845
2018-06-11,16790
2018-06-12,16888
2018-06-13,16792
2018-06-14,16926
2018-06-15,17056
2018-06-16,17301
2018-06-17,17282
2018-06-18,17494
2018-06-19,17683
2018-06-20,17737
2018-06-21,17764
2018-06-22,17608
2018-06-23,17372
2018-06-24,17567
2018-06-25,17920
2018-06-26,18131
2018-06-27,18167
2018-06-28,18222
2018-06-29,18183
2018-06-30,18174
2018-07-01,18183
2018-07-02,18284
2018-07-03,18399
2018-07-04,18509
2018-07-05,18411
2018-07-06,18359
2018-07-07,18335
2018-07-08,17930
2018-07-09,17872
2018-07-10,17820
2018-07-11,17807
2018-07-12,17835
2018-07-13,17720
2018-07-14,17267
2018-07-15,17270
2018-07-16,17286
2018-07-17,17244
2018-07-18,17152
2018-07-19,17322
2018-07-20,17502
2018-07-21,17705
2018-07-22,17797
2018-07-23,17635
2018-07-24,17408
2018-07-25,17170
2018-07-26,16628
2018-07-27,16067
2018-07-28,15983
2018-07-29,15778
2018-07-30,15751
2018-07-31,15774
2018-08-01,15788
2018-08-02,15894
2018-08-03,16321
2018-08-04,16529
2018-08-05,16606
2018-08-06,16707
2018-08-07,16594
2018-08-08,16578
2018-08-09,16428
2018-08-10,16225
2018-08-11,16001
2018-08-12,16030
2018-08-14,16530
2018-08-16,16615
2018-08-17,16665
2018-08-18,16688
2018-08-19,16821
2018-08-20,16953
2018-08-21,17109
2018-08-22,17398
2018-08-23,17322
2018-08-24,17388
2018-08-25,17403
2018-08-26,17489
2018-08-27,17577
2018-08-28,17941
2018-08-29,18253
2018-08-30,18510
2018-08-31,18720
2018-09-01,19002
2018-09-02,18885
2018-09-03,18676
2018-09-04,18801
2018-09-05,18819
2018-09-06,18763
2018-09-07,18757
2018-09-08,18678
2018-09-09,18610
2018-09-10,18185
2018-09-11,17918
2018-09-12,18058
2018-09-13,18138
2018-09-14,18263
2018-09-15,18412
2018-09-16,18413
2018-09-17,18338
2018-09-18,18431
2018-09-19,18344
2018-09-20,18480
2018-09-21,17559
2018-09-22,17262
2018-09-23,17052
2018-09-24,16951
2018-09-25,16990
2018-09-26,17282
2018-09-27,17547
2018-09-28,17585
2018-09-29,17680
2018-09-30,17707
2018-10-02,17730
2018-10-03,17957
2018-10-04,18222
2018-10-05,18157
2018-10-06,18362
2018-10-07,18472
2018-10-08,18448
2018-10-09,18467
2018-10-10,18451
2018-10-11,18574
2018-10-12,18657
2018-10-13,18614
2018-10-14,18876
2018-10-15,19222
2018-10-16,19500
2018-10-17,19753
2018-10-18,19883
2018-10-19,19816
2018-10-20,20078
2018-10-21,19713
2018-10-22,19607
2018-10-23,19888
2018-10-24,19748
2018-10-25,19609
2018-10-26,19613
2018-10-27,19887
2018-10-28,19826
2018-10-29,19813
2018-10-30,19886
2018-10-31,20460
2018-11-01,21191
2018-11-03,23364
2018-11-04,24505
2018-11-05,25729
2018-11-06,27015
2018-11-07,28366
2018-11-08,29785
2018-11-09,31275
2018-11-10,32822
2018-11-11,34097
2018-11-12,35754
2018-11-13,37542
2018-11-14,39413
2018-11-15,41384
2018-11-16,42474
2018-11-17,44331
2018-11-18,45723
2018-11-19,47162
2018-11-20,48300
2018-11-21,49949
2018-11-22,50929
2018-11-23,51909
2018-11-24,52960
2018-11-25,52469
2018-11-26,50433
2018-11-27,49018
2018-11-28,47900
2018-11-29,46468
2018-12-01,42545
2018-12-02,41205
2018-12-03,39707
2018-12-04,38234
2018-12-05,36666
2018-12-07,34670
2018-12-09,32478
2018-12-10,31541
2018-12-11,31182
2018-12-12,30978
2018-12-13,30766
2018-12-14,30353
2018-12-15,30354
2018-12-16,30126
2018-12-17,29813
2018-12-18,29742
2018-12-19,29921
2018-12-20,30243
2018-12-21,30480
2018-12-22,30125
2018-12-23,29524
2018-12-24,30198
2018-12-25,30458
2018-12-26,29673
2018-12-27,29484
2018-12-28,29669
2018-12-29,29157
2018-12-30,29145
2018-12-31,28894
2019-01-01,29126
2019-01-02,29071
2019-01-03,29121
2019-01-04,28702
2019-01-05,28736
2019-01-06,28851
2019-01-08,29071
2019-01-10,28867
2019-01-11,29025
2019-01-12,28848
2019-01-13,28692
2019-01-14,28285
2019-01-15,28081
2019-01-16,27782
2019-01-17,27553
2019-01-18,27253
2019-01-19,26758
2019-01-20,26423
2019-01-21,26359
2019-01-22,26054
2019-01-23,25868
2019-01-24,25500
2019-01-25,25307
2019-01-26,25220
2019-01-27,24782
2019-01-28,24521
2019-01-29,24634
2019-01-30,24529
2019-01-31,24346
2019-02-01,24361
2019-02-02,23969
2019-02-03,23758
2019-02-04,23698
2019-02-05,23508
2019-02-06,23215
2019-02-07,22962
2019-02-08,22681
2019-02-09,22036
2019-02-10,21621
2019-02-11,21233
2019-02-12,21027
2019-02-13,20760
2019-02-14,20404
2019-02-15,20216
2019-02-16,20170
2019-02-17,20156
2019-02-18,19818
2019-02-19,19576
2019-02-20,19172
2019-02-21,19102
2019-02-22,19016
2019-02-23,18942
2019-02-24,18747
2019-02-25,18848
2019-02-26,19050
2019-02-27,18994
2019-02-28,18933
2019-03-01,18868
2019-03-02,18990
2019-03-03,18886
2019-03-04,18744
2019-03-05,18730
2019-03-06,18594
2019-03-07,18807
2019-03-08,19120
2019-03-09,19536
2019-03-10,19576
2019-03-11,19663
2019-03-12,19616
2019-03-13,19768
2019-03-14,20237
2019-03-15,20299
2019-03-16,20253
2019-03-17,20110
2019-03-18,20043
2019-03-19,19985
2019-03-20,19707
2019-03-21,19656
2019-03-22,19387
2019-03-23,19347
2019-03-24,19215
2019-03-25,19318
2019-03-26,19352
2019-03-27,19212
2019-03-28,19384
2019-03-29,19376
2019-03-30,19106
2019-03-31,19337
2019-04-01,19312
2019-04-02,19218
2019-04-03,19029
2019-04-04,18827
2019-04-05,18768
2019-04-06,18858
