date_obj,Mystic%20lava%20staff price
2015-11-11,27246
2015-11-12,27758
2015-11-13,27758
2015-11-14,27758
2015-11-15,27623
2015-11-16,27623
2015-11-17,27623
2015-11-18,27623
2015-11-19,27671
2015-11-20,27671
2015-11-21,27671
2015-11-22,27380
2015-11-23,27380
2015-11-24,27380
2015-11-25,27459
2015-11-26,27459
2015-11-27,27459
2015-11-28,27335
2015-11-29,27335
2015-11-30,27268
2015-12-01,27268
2015-12-02,27268
2015-12-03,27231
2015-12-04,27231
2015-12-05,27231
2015-12-06,26774
2015-12-07,26774
2015-12-08,26774
2015-12-09,26870
2015-12-10,26870
2015-12-11,26870
2015-12-12,27237
2015-12-13,27237
2015-12-14,27237
2015-12-15,27307
2015-12-16,27307
2015-12-17,27307
2015-12-18,27331
2015-12-19,27331
2015-12-20,27331
2015-12-21,27160
2015-12-22,27160
2015-12-23,27475
2015-12-24,27475
2015-12-25,27475
2015-12-26,27108
2015-12-27,27108
2015-12-28,27304
2015-12-29,27304
2015-12-30,27413
2015-12-31,27413
2016-01-01,27413
2016-01-02,27203
2016-01-03,27203
2016-01-04,27457
2016-01-05,27457
2016-01-06,27457
2016-01-07,27043
2016-01-08,27043
2016-01-09,27043
2016-01-10,26933
2016-01-11,26933
2016-01-12,26789
2016-01-13,26789
2016-01-14,27093
2016-01-15,27093
2016-01-16,27093
2016-01-17,27022
2016-01-18,27022
2016-01-19,27022
2016-01-20,27119
2016-01-21,27119
2016-01-22,27119
2016-01-23,26548
2016-01-24,26548
2016-01-25,26745
2016-01-26,26745
2016-01-27,27106
2016-01-28,27106
2016-01-29,27106
2016-01-30,27084
2016-01-31,27084
2016-02-01,27071
2016-02-02,27071
2016-02-03,27071
2016-02-04,26824
2016-02-05,26824
2016-02-06,26824
2016-02-07,26582
2016-02-08,26582
2016-02-09,26582
2016-02-10,26494
2016-02-11,26494
2016-02-12,26494
2016-02-13,26755
2016-02-14,26755
2016-02-15,26755
2016-02-16,26687
2016-02-17,26687
2016-02-18,26687
2016-02-19,26784
2016-02-20,26784
2016-02-21,26852
2016-02-22,26852
2016-02-23,26852
2016-02-24,26702
2016-02-25,26702
2016-02-26,26702
2016-02-27,26610
2016-02-28,26610
2016-02-29,26610
2016-03-01,26662
2016-03-02,26662
2016-03-03,26662
2016-03-04,26412
2016-03-05,26412
2016-03-06,26458
2016-03-07,26458
2016-03-08,26458
2016-03-09,26722
2016-03-10,26722
2016-03-11,26722
2016-03-12,26250
2016-03-13,26250
2016-03-14,26250
2016-03-15,26115
2016-03-16,26115
2016-03-17,26284
2016-03-18,26284
2016-03-19,26513
2016-03-20,26513
2016-03-21,26694
2016-03-22,26694
2016-03-23,26372
2016-03-24,26372
2016-03-25,26631
2016-03-26,26631
2016-03-27,26631
2016-03-28,26518
2016-03-29,26518
2016-03-30,26518
2016-03-31,26708
2016-04-01,26708
2016-04-02,26708
2016-04-03,26744
2016-04-04,26744
2016-04-05,26744
2016-04-06,26377
2016-04-07,26377
2016-04-08,26423
2016-04-09,26423
2016-04-10,26383
2016-04-11,26383
2016-04-12,26473
2016-04-13,26473
2016-04-14,26479
2016-04-15,26317
2016-04-16,26317
2016-04-17,26149
2016-04-18,26464
2016-04-19,26464
2016-04-20,26386
2016-04-21,26386
2016-04-22,26224
2016-04-23,26224
2016-04-24,26143
2016-04-25,26183
2016-04-26,26183
2016-04-27,26440
2016-04-28,26440
2016-04-29,26512
2016-04-30,26512
2016-05-01,26314
2016-05-02,26053
2016-05-03,26079
2016-05-04,26079
2016-05-05,26201
2016-05-06,26201
2016-05-07,26136
2016-05-08,26136
2016-05-09,26272
2016-05-10,26121
2016-05-11,26121
2016-05-12,26285
2016-05-13,26627
2016-05-14,26617
2016-05-15,26555
2016-05-16,26555
2016-05-17,26642
2016-05-18,26752
2016-05-19,26752
2016-05-22,26570
2016-05-23,26866
2016-05-24,26762
2016-05-25,26762
2016-05-26,26572
2016-05-27,26606
2016-05-28,26606
2016-05-29,26591
2016-05-30,26591
2016-05-31,26669
2016-06-01,26846
2016-06-02,26846
2016-06-03,26337
2016-06-04,26471
2016-06-05,26471
2016-06-06,26805
2016-06-07,26805
2016-06-08,26725
2016-06-09,26640
2016-06-10,26529
2016-06-11,26529
2016-06-12,26669
2016-06-13,26669
2016-06-14,26604
2016-06-15,26604
2016-06-16,26769
2016-06-17,26663
2016-06-18,26663
2016-06-19,26622
2016-06-20,26486
2016-06-21,26478
2016-06-22,26440
2016-06-23,26500
2016-06-24,26500
2016-06-25,26528
2016-06-26,26528
2016-06-27,26797
2016-06-28,26621
2016-06-29,26681
2016-06-30,26587
2016-07-01,26727
2016-07-02,26727
2016-07-03,26743
2016-07-04,26530
2016-07-05,26530
2016-07-06,26737
2016-07-07,26737
2016-07-08,26859
2016-07-09,26978
2016-07-10,26978
2016-07-11,26931
2016-07-12,26931
2016-07-13,26751
2016-07-14,26750
2016-07-15,26750
2016-07-16,26916
2016-07-17,26916
2016-07-18,26876
2016-07-23,26971
2016-07-24,26944
2016-07-25,26944
2016-07-26,27006
2016-07-27,27006
2016-07-28,26888
2016-07-29,26888
2016-07-30,26921
2016-07-31,26921
2016-08-01,26676
2016-08-02,26676
2016-08-03,27139
2016-08-04,27139
2016-08-05,27243
2016-08-06,27243
2016-08-07,27230
2016-08-08,27230
2016-08-09,26909
2016-08-10,26909
2016-08-11,26990
2016-08-12,26990
2016-08-13,26722
2016-08-14,26722
2016-08-15,26784
2016-08-16,26784
2016-08-17,26743
2016-08-18,26743
2016-08-19,26447
2016-08-20,26633
2016-08-21,26633
2016-08-22,26749
2016-08-23,26749
2016-08-24,26891
2016-08-25,26891
2016-08-26,26872
2016-08-28,26682
2016-08-31,27123
2016-09-01,27123
2016-09-02,27314
2016-09-03,27314
2016-09-04,27130
2016-09-05,27130
2016-09-06,27214
2016-09-07,27214
2016-09-08,27214
2016-09-09,26959
2016-09-10,26959
2016-09-11,26947
2016-09-12,26947
2016-09-13,26891
2016-09-14,26891
2016-09-15,26949
2016-09-16,26949
2016-09-17,27036
2016-09-18,27036
2016-09-19,27204
2016-09-20,27204
2016-09-21,27204
2016-09-22,27164
2016-09-23,27164
2016-09-24,27164
2016-09-25,26852
2016-09-26,26852
2016-09-27,26966
2016-09-28,26966
2016-09-29,26966
2016-09-30,27212
2016-10-01,27212
2016-10-02,26779
2016-10-03,26779
2016-10-04,26560
2016-10-05,26560
2016-10-06,26841
2016-10-07,26841
2016-10-08,26981
2016-10-09,26981
2016-10-10,26981
2016-10-11,27059
2016-10-12,27059
2016-10-13,27366
2016-10-14,27366
2016-10-15,26968
2016-10-16,26968
2016-10-17,27036
2016-10-18,27036
2016-10-19,26811
2016-10-20,26811
2016-10-21,26735
2016-10-22,26735
2016-10-23,26551
2016-10-24,26551
2016-10-25,26902
2016-10-26,26829
2016-10-27,26829
2016-10-28,26632
2016-10-29,26799
2016-10-30,26799
2016-10-31,26895
2016-11-01,26895
2016-11-02,26661
2016-11-03,26661
2016-11-04,26801
2016-11-05,26801
2016-11-06,26839
2016-11-07,26839
2016-11-08,26844
2016-11-09,26844
2016-11-10,26830
2016-11-11,26830
2016-11-12,26699
2016-11-13,26699
2016-11-14,26722
2016-12-07,26932
2016-12-08,26775
2016-12-09,26775
2016-12-10,26768
2016-12-11,26768
2016-12-12,26723
2016-12-13,26723
2016-12-14,26673
2016-12-15,26673
2016-12-16,26598
2016-12-17,26849
2016-12-18,26849
2016-12-19,26775
2016-12-20,26775
2016-12-21,26829
2016-12-22,26829
2016-12-23,26803
2016-12-24,26803
2016-12-25,26874
2016-12-26,26874
2016-12-27,26873
2016-12-28,26873
2016-12-29,27008
2016-12-30,27008
2016-12-31,27254
2017-01-01,27254
2017-01-02,26906
2017-01-03,26906
2017-01-04,26824
2017-01-05,26824
2017-01-06,26889
2017-01-07,26816
2017-01-08,26816
2017-01-09,26936
2017-01-10,26936
2017-01-11,26850
2017-01-12,27173
2017-01-13,27173
2017-01-14,26885
2017-01-15,27115
2017-01-16,27115
2017-01-17,27285
2017-01-18,27285
2017-01-19,27072
2017-01-20,27072
2017-01-21,26895
2017-01-22,26895
2017-01-27,26964
2017-01-28,26845
2017-01-29,26971
2017-01-30,26971
2017-01-31,27187
2017-02-01,26798
2017-02-02,26798
2017-02-03,26949
2017-02-04,26980
2017-02-05,26980
2017-02-06,26940
2017-02-07,26940
2017-02-08,26927
2017-02-09,26927
2017-02-10,26987
2017-02-11,26846
2017-02-12,26846
2017-02-13,26660
2017-02-14,26829
2017-02-15,26829
2017-02-16,26794
2017-02-18,26649
2017-02-19,26777
2017-02-20,26777
2017-02-21,26789
2017-02-22,26789
2017-02-23,26695
2017-02-24,26695
2017-02-25,26723
2017-02-26,26723
2017-02-27,26900
2017-02-28,26923
2017-03-01,26841
2017-03-02,26841
2017-03-03,26994
2017-03-04,26896
2017-03-05,26896
2017-03-06,26881
2017-03-07,26881
2017-03-08,27162
2017-03-09,27162
2017-03-10,27000
2017-03-11,26839
2017-03-12,26839
2017-03-13,26753
2017-03-14,27036
2017-03-15,27041
2017-03-16,27041
2017-03-17,27015
2017-03-18,27015
2017-03-19,26885
2017-03-20,27010
2017-03-21,27049
2017-03-22,27049
2017-03-23,26916
2017-03-24,26993
2017-03-25,26993
2017-03-26,27100
2017-03-27,27394
2017-03-28,27394
2017-03-29,27352
2017-03-30,27352
2017-03-31,27066
2017-04-01,27066
2017-04-02,27183
2017-04-03,27372
2017-04-04,27372
2017-04-12,27263
2017-04-13,27454
2017-04-14,27454
2017-04-15,27483
2017-04-16,27474
2017-04-17,27306
2017-04-18,27306
2017-04-19,27695
2017-04-20,27695
2017-04-21,27380
2017-04-22,27380
2017-04-23,26665
2017-04-24,26754
2017-04-25,26622
2017-04-26,26622
2017-04-27,26644
2017-04-28,26893
2017-04-29,26735
2017-04-30,26688
2017-05-01,26861
2017-05-02,27321
2017-05-03,27321
2017-05-04,27191
2017-05-05,27365
2017-05-06,27365
2017-05-07,26980
2017-05-08,26980
2017-05-09,27110
2017-05-10,27110
2017-05-11,27197
2017-05-12,27436
2017-05-13,27486
2017-05-14,27486
2017-05-15,27500
2017-05-16,27853
2017-05-17,27853
2017-05-18,27564
2017-05-19,27564
2017-05-20,27201
2017-05-21,27201
2017-05-22,27181
2017-05-23,27181
2017-05-24,27208
2017-05-25,27208
2017-05-26,26058
2017-05-27,25770
2017-05-28,25458
2017-05-29,25998
2017-05-30,26085
2017-05-31,26134
2017-06-01,26192
2017-06-02,26037
2017-06-03,26037
2017-06-06,25981
2017-06-07,26107
2017-06-08,26107
2017-06-09,26226
2017-06-10,26217
2017-06-11,26143
2017-06-12,26143
2017-06-13,26218
2017-06-14,26223
2017-06-15,26223
2017-06-16,26272
2017-06-17,26383
2017-06-18,26315
2017-06-19,26315
2017-06-20,26349
2017-06-21,26401
2017-06-22,26401
2017-06-23,26436
2017-06-24,26317
2017-06-25,26250
2017-06-26,26239
2017-06-27,26187
2017-06-28,26249
2017-06-29,26240
2017-06-30,26306
2017-07-01,26306
2017-07-02,26333
2017-07-03,26286
2017-07-04,26246
2017-07-05,26246
2017-07-06,26374
2017-07-07,26374
2017-07-08,26366
2017-07-13,26231
2017-07-14,26307
2017-07-15,26307
2017-07-16,26308
2017-07-17,26320
2017-07-18,26389
2017-07-19,26412
2017-07-20,26336
2017-07-21,26395
2017-07-22,26286
2017-07-23,26418
2017-07-24,26418
2017-07-25,26402
2017-07-26,26313
2017-07-27,26282
2017-07-28,26410
2017-07-29,26410
2017-07-30,26394
2017-07-31,26394
2017-08-01,26370
2017-08-02,26409
2017-08-03,26473
2017-08-04,26404
2017-08-05,26385
2017-08-06,26385
2017-08-09,26459
2017-08-10,26355
2017-08-11,26249
2017-08-12,26226
2017-08-13,26143
2017-08-14,26279
2017-08-15,26227
2017-08-16,26332
2017-08-17,26362
2017-08-18,26362
2017-08-19,26333
2017-08-20,26280
2017-08-22,26316
2017-08-23,26455
2017-08-24,26381
2017-08-25,26088
2017-08-26,26305
2017-08-27,26184
2017-08-28,26278
2017-08-29,26225
2017-08-30,26374
2017-08-31,26374
2017-09-01,26363
2017-09-02,26336
2017-09-03,26336
2017-09-04,26321
2017-09-05,26343
2017-09-06,26212
2017-09-07,26210
2017-09-08,26210
2017-09-09,26093
2017-09-10,26085
2017-09-11,26233
2017-09-12,26233
2017-09-13,26374
2017-09-14,26356
2017-09-15,26356
2017-09-16,26294
2017-09-17,26297
2017-09-19,26437
2017-09-20,26415
2017-09-21,26503
2017-09-22,26197
2017-09-23,26197
2017-09-24,26307
2017-09-25,26322
2017-09-26,26387
2017-09-27,26387
2017-09-28,26402
2017-09-29,26279
2017-09-30,26258
2017-10-01,26367
2017-10-02,26318
2017-10-03,26318
2017-10-04,26333
2017-10-05,26416
2017-10-06,26328
2017-10-07,26249
2017-10-08,26321
2017-10-09,26341
2017-10-10,26370
2017-10-11,26370
2017-10-12,26417
2017-10-13,26200
2017-10-14,26194
2017-10-15,26194
2017-10-16,26157
2017-10-17,26157
2017-10-18,26332
2017-10-19,26376
2017-10-20,26252
2017-10-21,26167
2017-10-22,26263
2017-10-23,26336
2017-10-24,26361
2017-10-25,26190
2017-10-26,26250
2017-10-27,26026
2017-10-28,26026
2017-10-29,26090
2017-10-30,26234
2017-10-31,26293
2017-11-01,26293
2017-11-02,26262
2017-11-03,26222
2017-11-04,25987
2017-11-05,26276
2017-11-06,26235
2017-11-07,26229
2017-11-08,26101
2017-11-09,26308
2017-11-10,26380
2017-11-11,26323
2017-11-12,26365
2017-11-13,26274
2017-11-14,26274
2017-11-15,26312
2017-11-16,26330
2017-11-17,26177
2017-11-18,26177
2017-11-19,26116
2017-11-20,26235
2017-11-21,26221
2017-11-22,26353
2017-11-23,26216
2017-11-24,26161
2017-11-25,25955
2017-11-26,26173
2017-11-27,26173
2017-11-28,26219
2017-11-29,26316
2017-11-30,26164
2017-12-01,26308
2017-12-02,26308
2017-12-03,26236
2017-12-04,26236
2017-12-05,26251
2017-12-06,26331
2017-12-07,26370
2017-12-08,26370
2017-12-09,26381
2017-12-10,26324
2017-12-11,26356
2017-12-12,26356
2017-12-14,26351
2017-12-15,26412
2017-12-17,26209
2017-12-18,26218
2017-12-19,26264
2017-12-20,26331
2017-12-21,26309
2017-12-22,26361
2017-12-23,26193
2017-12-24,26302
2017-12-25,26280
2017-12-26,26428
2017-12-27,26437
2017-12-28,26437
2017-12-29,26412
2017-12-30,26342
2017-12-31,26307
2018-01-01,26264
2018-01-02,26275
2018-01-03,26216
2018-01-04,25953
2018-01-05,26169
2018-01-06,26069
2018-01-07,26211
2018-01-08,26312
2018-01-09,26225
2018-01-10,26225
2018-01-11,26294
2018-01-12,26336
2018-01-13,26236
2018-01-14,26373
2018-01-15,26236
2018-01-16,26271
2018-01-17,26348
2018-01-18,26220
2018-01-19,26220
2018-01-20,26233
2018-01-21,26295
2018-01-22,26398
2018-01-23,26351
2018-01-25,26385
2018-01-26,26342
2018-01-27,26444
2018-01-28,26400
2018-01-29,26392
2018-01-31,26319
2018-02-01,26301
2018-02-02,26442
2018-02-03,26423
2018-02-04,26303
2018-02-05,26469
2018-02-06,26461
2018-02-07,26284
2018-02-08,26376
2018-02-09,26354
2018-02-10,26234
2018-02-11,26184
2018-02-12,26237
2018-02-13,26175
2018-02-14,26270
2018-02-15,26139
2018-02-16,26256
2018-02-17,26289
2018-02-18,26337
2018-02-19,26251
2018-02-20,26341
2018-02-21,26126
2018-02-22,26265
2018-02-23,26252
2018-02-24,26283
2018-02-25,26315
2018-02-26,26433
2018-02-27,26493
2018-03-01,26318
2018-03-02,26407
2018-03-03,26241
2018-03-04,26217
2018-03-05,26475
2018-03-06,26486
2018-03-07,26480
2018-03-08,26292
2018-03-09,26448
2018-03-10,26330
2018-03-11,26352
2018-03-12,26436
2018-03-13,26464
2018-03-14,26519
2018-03-15,26269
2018-03-16,26409
2018-03-17,26477
2018-03-18,26479
2018-03-19,26364
2018-03-20,26487
2018-03-21,26552
2018-03-23,26544
2018-03-24,26423
2018-03-26,26512
2018-03-27,26511
2018-03-28,26372
2018-03-29,26412
2018-03-30,26468
2018-03-31,26388
2018-04-01,26372
2018-04-02,26344
2018-04-03,26379
2018-04-04,26273
2018-04-05,26308
2018-04-06,26364
2018-04-07,26385
2018-04-08,26497
2018-04-09,26475
2018-04-10,26336
2018-04-11,26443
2018-04-12,26215
2018-04-13,26259
2018-04-14,26325
2018-04-15,26151
2018-04-16,26283
2018-04-17,26145
2018-04-18,26423
2018-04-19,26306
2018-04-20,26285
2018-04-21,26245
2018-04-22,26197
2018-04-23,26369
2018-04-24,26350
2018-04-25,26385
2018-04-26,26316
2018-04-27,26111
2018-04-28,26188
2018-04-29,26289
2018-04-30,26261
2018-05-01,26308
2018-05-04,26269
2018-05-05,26405
2018-05-06,26405
2018-05-07,26368
2018-05-08,26377
2018-05-09,26271
2018-05-10,25995
2018-05-11,26003
2018-05-12,26115
2018-05-13,26133
2018-05-14,26240
2018-05-15,26235
2018-05-16,26331
2018-05-17,26275
2018-05-18,26380
2018-05-19,26260
2018-05-20,26160
2018-05-21,26429
2018-05-22,26449
2018-05-23,26281
2018-05-24,26215
2018-05-25,26256
2018-05-26,26305
2018-05-27,26333
2018-05-28,26370
2018-05-29,26511
2018-05-30,26327
2018-05-31,26332
2018-06-01,26192
2018-06-02,26178
2018-06-03,26292
2018-06-04,26404
2018-06-05,26377
2018-06-06,26209
2018-06-07,26359
2018-06-08,25977
2018-06-09,26232
2018-06-10,25899
2018-06-11,26296
2018-06-12,26100
2018-06-13,26260
2018-06-14,26364
2018-06-15,26309
2018-06-16,26278
2018-06-17,26153
2018-06-18,26373
2018-06-19,26289
2018-06-20,26289
2018-06-21,26176
2018-06-22,26402
2018-06-23,26347
2018-06-24,26327
2018-06-25,26417
2018-06-26,26259
2018-06-27,26219
2018-06-28,26390
2018-06-29,26361
2018-06-30,26241
2018-07-01,26249
2018-07-02,26405
2018-07-03,26422
2018-07-04,26301
2018-07-05,26296
2018-07-06,26302
2018-07-07,26200
2018-07-08,26344
2018-07-09,26282
2018-07-10,26237
2018-07-11,26395
2018-07-12,26276
2018-07-13,26321
2018-07-14,26400
2018-07-15,26383
2018-07-16,26443
2018-07-17,26387
2018-07-18,26387
2018-07-19,26272
2018-07-20,26294
2018-07-21,26238
2018-07-22,26202
2018-07-23,26357
2018-07-24,26381
2018-07-25,26447
2018-07-26,26402
2018-07-27,26430
2018-07-28,26476
2018-07-29,26349
2018-07-30,26252
2018-07-31,26490
2018-08-01,26490
2018-08-02,26502
2018-08-03,26495
2018-08-04,26371
2018-08-05,26231
2018-08-06,26352
2018-08-07,26205
2018-08-08,26255
2018-08-09,26377
2018-08-10,26474
2018-08-11,26316
2018-08-12,26346
2018-08-14,26521
2018-08-16,26253
2018-08-17,26356
2018-08-18,26383
2018-08-19,26454
2018-08-20,26427
2018-08-21,26679
2018-08-22,26369
2018-08-23,26527
2018-08-24,26402
2018-08-25,26401
2018-08-26,26373
2018-08-27,26192
2018-08-28,26556
2018-08-29,26258
2018-08-30,26404
2018-08-31,26535
2018-09-01,26574
2018-09-02,26399
2018-09-03,26370
2018-09-04,26402
2018-09-05,26564
2018-09-06,26564
2018-09-07,26406
2018-09-08,26458
2018-09-09,26412
2018-09-10,26272
2018-09-11,26445
2018-09-12,26148
2018-09-13,26372
2018-09-14,26594
2018-09-15,26539
2018-09-16,26540
2018-09-17,26347
2018-09-18,26419
2018-09-19,26613
2018-09-20,26546
2018-09-21,26423
2018-09-22,26586
2018-09-23,26523
2018-09-24,26465
2018-09-25,26258
2018-09-26,26505
2018-09-27,26430
2018-09-28,26325
2018-09-29,26320
2018-09-30,26176
2018-10-02,26424
2018-10-03,26200
2018-10-04,26379
2018-10-05,26362
2018-10-06,26221
2018-10-07,26361
2018-10-08,26508
2018-10-09,26331
2018-10-10,26479
2018-10-11,26516
2018-10-12,26665
2018-10-13,26757
2018-10-14,26393
2018-10-15,26373
2018-10-16,26363
2018-10-17,26324
2018-10-18,26384
2018-10-19,26278
2018-10-20,26172
2018-10-21,26359
2018-10-22,26178
2018-10-23,26406
2018-10-24,26393
2018-10-25,26457
2018-10-26,26497
2018-10-27,26346
2018-10-28,26272
2018-10-29,26042
2018-10-30,26424
2018-10-31,26360
2018-11-01,26471
2018-11-03,26390
2018-11-04,26455
2018-11-05,26560
2018-11-06,26554
2018-11-07,26697
2018-11-08,26630
2018-11-09,26750
2018-11-10,26566
2018-11-11,26392
2018-11-12,26472
2018-11-13,26659
2018-11-15,26582
2018-11-16,26690
2018-11-17,26550
2018-11-18,26609
2018-11-19,26553
2018-11-20,26550
2018-11-21,26759
2018-11-22,26633
2018-11-23,26566
2018-11-24,26570
2018-11-25,26700
2018-11-26,26538
2018-11-27,26610
2018-11-28,26693
2018-11-29,26622
2018-12-01,26629
2018-12-02,26536
2018-12-03,26619
2018-12-04,26561
2018-12-05,26700
2018-12-07,26519
2018-12-09,26594
2018-12-10,26668
2018-12-11,26702
2018-12-12,26625
2018-12-13,26656
2018-12-14,26518
2018-12-15,26637
2018-12-16,26609
2018-12-17,26501
2018-12-18,26667
2018-12-19,26626
2018-12-20,26579
2018-12-21,26514
2018-12-22,26529
2018-12-23,26465
2018-12-24,26781
2018-12-25,26531
2018-12-26,26499
2018-12-27,26439
2018-12-28,26264
2018-12-29,26526
2018-12-30,26271
2018-12-31,26521
2019-01-01,26274
2019-01-02,26458
2019-01-03,26463
2019-01-04,26442
2019-01-05,26398
2019-01-06,26514
2019-01-08,26584
2019-01-10,26210
2019-01-11,26346
2019-01-12,26672
2019-01-13,26545
2019-01-14,26708
2019-01-15,26563
2019-01-16,26592
2019-01-17,26521
2019-01-18,26632
2019-01-19,26431
2019-01-20,26445
2019-01-21,26450
2019-01-22,26620
2019-01-23,26650
2019-01-24,26477
2019-01-25,26449
2019-01-26,26504
2019-01-27,26592
2019-01-28,26610
2019-01-29,26688
2019-01-30,26581
2019-01-31,26307
2019-02-01,26449
2019-02-02,26517
2019-02-03,26537
2019-02-04,26422
2019-02-05,26547
2019-02-06,26387
2019-02-07,26614
2019-02-08,26530
2019-02-09,26582
2019-02-10,26590
2019-02-11,26409
2019-02-12,26471
2019-02-13,26577
2019-02-14,26569
2019-02-15,26564
2019-02-16,26420
2019-02-17,26385
2019-02-18,26464
2019-02-19,26511
2019-02-20,26457
2019-02-21,26495
2019-02-22,26527
2019-02-23,26365
2019-02-24,26430
2019-02-25,26439
2019-02-26,26453
2019-02-27,26598
2019-02-28,26275
2019-03-01,26487
2019-03-02,26384
2019-03-03,26484
2019-03-04,26562
2019-03-05,26567
2019-03-06,26463
2019-03-07,26543
2019-03-08,26387
2019-03-09,26399
2019-03-10,26312
2019-03-11,26442
2019-03-12,26537
2019-03-13,26571
2019-03-14,26387
2019-03-15,26322
2019-03-16,26334
2019-03-17,26187
2019-03-18,26252
2019-03-19,26420
2019-03-20,26553
2019-03-21,26386
2019-03-22,26529
2019-03-23,26565
2019-03-24,26425
2019-03-25,26473
2019-03-26,26471
2019-03-27,26471
2019-03-28,26419
2019-03-29,26340
2019-03-30,26330
2019-03-31,26446
2019-04-01,26421
2019-04-02,26498
2019-04-03,26463
2019-04-04,26519
2019-04-05,26346
2019-04-06,26305
2019-04-07,26393
2019-04-08,26525
