date_obj,Ring%20of%20forging price
2016-06-18,1109
2016-06-19,1111
2016-06-20,1111
2016-06-21,1141
2016-06-22,1152
2016-06-23,1152
2016-06-24,1106
2016-06-25,1067
2016-06-26,1067
2016-06-27,1050
2016-06-28,1060
2016-06-29,1060
2016-06-30,1081
2016-07-01,1108
2016-07-02,1108
2016-07-03,1083
2016-07-04,1071
2016-07-05,1071
2016-07-06,1085
2016-07-07,1064
2016-07-08,1093
2016-07-09,1094
2016-07-10,1092
2016-07-11,1100
2016-07-12,1120
2016-07-13,1135
2016-07-14,1109
2016-07-15,1080
2016-07-16,1068
2016-07-17,1068
2016-07-18,1057
2016-07-23,1097
2016-07-24,1137
2016-07-25,1137
2016-07-26,1110
2016-07-27,1110
2016-07-28,1069
2016-07-29,1071
2016-07-30,1077
2016-07-31,1077
2016-08-01,1105
2016-08-02,1111
2016-08-03,1111
2016-08-04,1109
2016-08-05,1109
2016-08-06,1092
2016-08-07,1080
2016-08-08,1080
2016-08-09,1064
2016-08-10,1064
2016-08-11,1070
2016-08-12,1070
2016-08-13,1055
2016-08-14,1055
2016-08-15,1047
2016-08-16,1047
2016-08-17,1066
2016-08-18,1066
2016-08-19,1062
2016-08-20,1062
2016-08-21,1094
2016-08-22,1094
2016-08-23,1126
2016-08-24,1126
2016-08-25,1112
2016-08-26,1112
2016-08-28,1079
2016-08-31,1024
2016-09-01,1024
2016-09-02,1061
2016-09-03,1061
2016-09-04,1064
2016-09-05,1064
2016-09-06,1065
2016-09-07,1065
2016-09-08,1065
2016-09-09,1103
2016-09-10,1103
2016-09-11,1067
2016-09-12,1067
2016-09-13,1041
2016-09-14,1041
2016-09-15,1086
2016-09-16,1086
2016-09-17,1109
2016-09-18,1109
2016-09-19,1073
2016-09-20,1073
2016-09-21,1073
2016-09-22,1039
2016-09-23,1039
2016-09-24,1039
2016-09-25,1027
2016-09-26,1027
2016-09-27,1048
2016-09-28,1048
2016-09-29,1048
2016-09-30,1034
2016-10-01,1034
2016-10-02,999
2016-10-03,999
2016-10-04,1004
2016-10-05,1004
2016-10-06,1014
2016-10-07,1014
2016-10-08,1053
2016-10-09,1053
2016-10-10,1053
2016-10-11,1073
2016-10-12,1073
2016-10-13,1075
2016-10-14,1075
2016-10-15,1081
2016-10-16,1081
2016-10-17,1049
2016-10-18,1049
2016-10-19,1048
2016-10-20,1048
2016-10-21,1085
2016-10-22,1085
2016-10-23,1093
2016-10-24,1093
2016-10-25,1100
2016-10-26,1100
2016-10-27,1112
2016-10-28,1112
2016-10-29,1103
2016-10-30,1103
2016-10-31,1083
2016-11-01,1083
2016-11-02,1085
2016-11-03,1085
2016-11-04,1082
2016-11-05,1082
2016-11-06,1087
2016-11-07,1087
2016-11-08,1062
2016-11-09,1062
2016-11-10,1075
2016-11-11,1075
2016-11-12,1081
2016-11-13,1081
2016-11-14,1055
2016-12-08,1072
2016-12-09,1072
2016-12-10,1078
2016-12-11,1127
2016-12-12,1127
2016-12-13,1093
2016-12-14,1120
2016-12-15,1120
2016-12-16,1134
2016-12-17,1103
2016-12-18,1103
2016-12-19,1097
2016-12-20,1143
2016-12-21,1166
2016-12-22,1166
2016-12-23,1131
2016-12-24,1131
2016-12-25,1092
2016-12-26,1092
2016-12-27,1080
2016-12-28,1080
2016-12-29,1077
2016-12-30,1077
2016-12-31,1055
2017-01-01,1085
2017-01-02,1072
2017-01-03,1072
2017-01-04,1071
2017-01-05,1071
2017-01-06,1055
2017-01-07,1057
2017-01-08,1083
2017-01-09,1089
2017-01-10,1089
2017-01-11,1082
2017-01-12,1097
2017-01-13,1097
2017-01-14,1080
2017-01-15,1092
2017-01-16,1099
2017-01-17,1086
2017-01-18,1064
2017-01-19,1064
2017-01-20,1070
2017-01-21,1058
2017-01-22,1058
2017-01-27,1038
2017-01-28,1033
2017-01-29,1031
2017-01-30,1031
2017-01-31,1019
2017-02-01,1038
2017-02-02,1038
2017-02-03,1043
2017-02-04,1057
2017-02-05,1057
2017-02-06,1101
2017-02-07,1099
2017-02-08,1088
2017-02-09,1088
2017-02-10,1065
2017-02-11,1072
2017-02-12,1072
2017-02-13,1062
2017-02-14,1045
2017-02-15,1045
2017-02-16,1049
2017-02-18,1057
2017-02-19,1036
2017-02-20,1036
2017-02-21,1056
2017-02-22,1056
2017-02-23,1043
2017-02-24,1043
2017-02-25,1031
2017-02-26,1031
2017-02-27,1037
2017-02-28,1069
2017-03-01,1069
2017-03-02,1067
2017-03-03,1067
2017-03-04,1062
2017-03-05,1062
2017-03-06,1050
2017-03-07,1050
2017-03-08,1049
2017-03-09,1049
2017-03-10,1059
2017-03-11,1039
2017-03-12,1039
2017-03-13,1041
2017-03-14,1053
2017-03-15,1057
2017-03-16,1057
2017-03-17,1082
2017-03-18,1082
2017-03-19,1070
2017-03-20,1100
2017-03-21,1086
2017-03-22,1086
2017-03-23,1095
2017-03-24,1093
2017-03-25,1093
2017-03-26,1133
2017-03-27,1111
2017-03-28,1111
2017-03-29,1146
2017-03-30,1146
2017-03-31,1149
2017-04-01,1149
2017-04-02,1108
2017-04-03,1074
2017-04-04,1074
2017-04-12,1090
2017-04-13,1100
2017-04-14,1100
2017-04-15,1088
2017-04-16,1104
2017-04-17,1119
2017-04-18,1119
2017-04-19,1092
2017-04-20,1092
2017-04-21,1082
2017-04-22,1082
2017-04-23,1090
2017-04-24,1090
2017-04-25,1075
2017-04-26,1075
2017-04-27,1081
2017-04-28,1081
2017-04-29,1077
2017-04-30,1077
2017-05-01,1078
2017-05-02,1104
2017-05-03,1104
2017-05-04,1096
2017-05-05,1066
2017-05-06,1066
2017-05-07,1062
2017-05-08,1062
2017-05-09,1087
2017-05-10,1087
2017-05-11,1083
2017-05-12,1109
2017-05-13,1143
2017-05-14,1143
2017-05-15,1161
2017-05-16,1167
2017-05-17,1167
2017-05-18,1130
2017-05-19,1130
2017-05-20,1089
2017-05-21,1089
2017-05-22,1071
2017-05-23,1071
2017-05-24,1081
2017-05-25,1081
2017-05-26,1091
2017-05-27,1089
2017-05-28,1089
2017-05-29,1058
2017-05-30,1058
2017-05-31,1064
2017-06-01,1073
2017-06-02,1073
2017-06-03,1070
2017-06-06,1060
2017-06-07,1055
2017-06-08,1055
2017-06-09,1062
2017-06-10,1085
2017-06-11,1084
2017-06-12,1084
2017-06-13,1068
2017-06-14,1068
2017-06-15,1053
2017-06-16,1053
2017-06-17,1046
2017-06-18,1042
2017-06-19,1042
2017-06-20,1053
2017-06-21,1053
2017-06-22,1060
2017-06-23,1060
2017-06-24,1078
2017-06-25,1078
2017-06-26,1058
2017-06-27,1039
2017-06-28,1039
2017-06-29,1056
2017-06-30,1056
2017-07-01,1037
2017-07-02,1037
2017-07-03,1063
2017-07-04,1024
2017-07-05,1024
2017-07-06,1004
2017-07-07,1004
2017-07-08,1017
2017-07-13,1030
2017-07-14,1018
2017-07-15,1018
2017-07-16,1023
2017-07-17,1023
2017-07-18,1023
2017-07-19,1028
2017-07-20,1028
2017-07-21,1052
2017-07-22,1052
2017-07-23,1063
2017-07-24,1063
2017-07-25,1059
2017-07-26,1059
2017-07-27,1064
2017-07-28,1064
2017-07-29,1070
2017-07-30,1046
2017-07-31,1046
2017-08-01,1024
2017-08-02,1029
2017-08-03,1029
2017-08-04,1042
2017-08-05,1054
2017-08-06,1054
2017-08-09,1081
2017-08-10,1108
2017-08-11,1108
2017-08-12,1119
2017-08-13,1119
2017-08-14,1132
2017-08-15,1132
2017-08-17,1108
2017-08-18,1108
2017-08-19,1107
2017-08-20,1104
2017-08-22,1100
2017-08-23,1100
2017-08-24,1086
2017-08-25,1086
2017-08-26,1081
2017-08-27,1081
2017-08-28,1087
2017-08-29,1087
2017-08-30,1079
2017-08-31,1079
2017-09-01,1091
2017-09-02,1090
2017-09-03,1090
2017-09-04,1086
2017-09-05,1085
2017-09-06,1085
2017-09-07,1067
2017-09-08,1067
2017-09-09,1083
2017-09-10,1102
2017-09-11,1102
2017-09-12,1061
2017-09-13,1061
2017-09-14,1042
2017-09-15,1042
2017-09-16,1045
2017-09-17,1043
2017-09-19,1051
2017-09-20,1051
2017-09-21,1051
2017-09-22,1051
2017-09-23,1066
2017-09-24,1066
2017-09-25,1051
2017-09-26,1051
2017-09-27,1024
2017-09-28,1024
2017-09-29,1041
2017-09-30,1041
2017-10-01,1057
2017-10-02,1057
2017-10-03,1061
2017-10-04,1061
2017-10-05,1069
2017-10-06,1069
2017-10-07,1064
2017-10-08,1064
2017-10-09,1112
2017-10-10,1126
2017-10-11,1126
2017-10-12,1121
2017-10-13,1121
2017-10-14,1090
2017-10-15,1090
2017-10-16,1066
2017-10-17,1066
2017-10-18,1065
2017-10-19,1065
2017-10-20,1085
2017-10-21,1085
2017-10-22,1085
2017-10-23,1085
2017-10-24,1063
2017-10-25,1046
2017-10-26,1046
2017-10-27,1032
2017-10-28,1032
2017-10-29,1030
2017-10-30,1030
2017-10-31,1045
2017-11-01,1045
2017-11-02,1068
2017-11-03,1068
2017-11-04,1070
2017-11-05,1070
2017-11-06,1035
2017-11-07,1035
2017-11-08,1059
2017-11-09,1059
2017-11-10,1049
2017-11-11,1049
2017-11-12,1031
2017-11-13,1031
2017-11-14,1032
2017-11-15,1032
2017-11-16,1038
2017-11-17,1038
2017-11-18,1043
2017-11-19,1043
2017-11-20,1036
2017-11-21,1024
2017-11-22,1024
2017-11-23,1014
2017-11-24,1014
2017-11-25,1028
2017-11-26,1028
2017-11-27,1036
2017-11-28,1047
2017-11-29,1047
2017-11-30,1043
2017-12-01,1030
2017-12-02,1030
2017-12-03,999
2017-12-04,999
2017-12-05,1011
2017-12-06,1011
2017-12-07,1041
2017-12-08,1041
2017-12-09,1050
2017-12-10,1045
2017-12-11,1045
2017-12-12,1051
2017-12-14,1047
2017-12-15,1046
2017-12-16,1046
2017-12-17,1063
2017-12-18,1077
2017-12-19,1077
2017-12-20,1049
2017-12-21,1049
2017-12-22,1059
2017-12-23,1059
2017-12-24,1040
2017-12-25,1040
2017-12-26,1038
2017-12-27,1013
2017-12-28,1013
2017-12-29,1011
2017-12-30,993
2017-12-31,993
2018-01-01,1022
2018-01-02,1022
2018-01-03,1027
2018-01-04,1027
2018-01-05,1018
2018-01-06,1036
2018-01-07,1036
2018-01-08,1065
2018-01-09,1079
2018-01-10,1079
2018-01-11,1050
2018-01-12,1050
2018-01-13,1060
2018-01-14,1046
2018-01-15,1022
2018-01-16,1010
2018-01-17,1049
2018-01-18,1073
2018-01-19,1073
2018-01-20,1045
2018-01-21,1045
2018-01-22,1039
2018-01-23,1034
2018-01-24,1039
2018-01-25,1051
2018-01-26,1046
2018-01-27,1038
2018-01-28,1047
2018-01-29,1047
2018-01-31,1047
2018-02-01,1028
2018-02-02,1066
2018-02-03,1075
2018-02-04,1062
2018-02-05,1068
2018-02-06,1032
2018-02-07,1035
2018-02-08,1035
2018-02-09,1032
2018-02-10,1032
2018-02-11,1041
2018-02-12,1048
2018-02-13,1068
2018-02-14,1058
2018-02-15,1067
2018-02-16,1082
2018-02-17,1051
2018-02-18,1096
2018-02-19,1081
2018-02-20,1069
2018-02-21,1061
2018-02-22,1060
2018-02-23,1022
2018-02-24,1046
2018-02-25,1041
2018-02-26,1053
2018-02-27,1048
2018-02-28,1026
2018-03-01,1016
2018-03-02,1021
2018-03-03,1036
2018-03-04,1036
2018-03-05,1068
2018-03-06,1085
2018-03-07,1059
2018-03-08,1021
2018-03-09,1017
2018-03-10,1018
2018-03-11,1035
2018-03-12,1020
2018-03-13,1028
2018-03-14,1029
2018-03-15,1024
2018-03-16,1031
2018-03-17,1065
2018-03-18,1060
2018-03-19,1060
2018-03-20,1072
2018-03-21,1038
2018-03-23,1013
2018-03-24,1023
2018-03-26,1051
2018-03-27,1034
2018-03-29,1006
2018-03-30,1018
2018-03-31,1023
2018-04-01,1028
2018-04-02,1036
2018-04-03,1036
2018-04-04,1039
2018-04-05,1039
2018-04-06,1045
2018-04-08,1052
2018-04-09,1030
2018-04-10,1031
2018-04-11,1038
2018-04-12,1036
2018-04-13,1052
2018-04-14,1017
2018-04-15,1020
2018-04-16,1020
2018-04-17,1040
2018-04-18,1040
2018-04-19,1025
2018-04-20,1028
2018-04-21,1030
2018-04-22,1030
2018-04-23,1027
2018-04-24,1021
2018-04-25,1024
2018-04-26,1024
2018-04-27,1027
2018-04-28,1032
2018-04-29,1042
2018-04-30,1031
2018-05-01,1025
2018-05-02,1043
2018-05-03,1040
2018-05-04,1027
2018-05-05,1025
2018-05-06,1025
2018-05-07,1036
2018-05-08,1032
2018-05-09,1000
2018-05-10,1016
2018-05-11,1002
2018-05-12,1022
2018-05-13,1022
2018-05-14,1018
2018-05-15,1052
2018-05-16,1040
2018-05-17,1064
2018-05-18,1055
2018-05-19,1042
2018-05-20,1046
2018-05-21,1010
2018-05-22,1010
2018-05-23,1022
2018-05-24,1023
2018-05-25,1054
2018-05-26,1045
2018-05-27,1045
2018-05-28,1039
2018-05-29,1037
2018-05-30,1036
2018-05-31,1043
2018-06-01,1037
2018-06-02,1025
2018-06-03,1025
2018-06-04,1036
2018-06-05,1037
2018-06-06,1039
2018-06-07,1039
2018-06-08,1038
2018-06-09,1048
2018-06-10,1057
2018-06-11,1030
2018-06-12,1023
2018-06-13,1024
2018-06-14,1032
2018-06-15,1038
2018-06-16,1035
2018-06-17,1028
2018-06-18,1049
2018-06-19,1033
2018-06-20,1033
2018-06-21,1036
2018-06-22,1040
2018-06-23,1040
2018-06-24,1027
2018-06-25,1024
2018-06-26,1014
2018-06-27,1026
2018-06-28,1028
2018-06-29,1033
2018-06-30,1035
2018-07-01,1020
2018-07-02,1020
2018-07-03,1027
2018-07-04,1032
2018-07-05,1032
2018-07-06,1049
2018-07-07,1037
2018-07-08,1030
2018-07-09,1033
2018-07-10,1043
2018-07-11,1027
2018-07-12,1026
2018-07-13,1043
2018-07-14,1032
2018-07-15,1029
2018-07-16,1042
2018-07-17,1040
2018-07-18,1049
2018-07-19,1043
2018-07-20,1014
2018-07-21,1043
2018-07-22,1041
2018-07-23,1040
2018-07-24,1042
2018-07-25,1028
2018-07-26,1033
2018-07-27,1034
2018-07-28,1025
2018-07-29,1044
2018-07-30,1085
2018-07-31,1093
2018-08-01,1093
2018-08-02,1097
2018-08-03,1083
2018-08-04,1057
2018-08-05,1057
2018-08-06,1041
2018-08-07,1060
2018-08-08,1031
2018-08-09,1015
2018-08-10,1014
2018-08-11,1026
2018-08-12,1034
2018-08-14,1006
2018-08-16,1052
2018-08-17,1020
2018-08-18,1014
2018-08-19,1011
2018-08-20,1005
2018-08-21,1018
2018-08-22,1023
2018-08-23,1015
2018-08-24,1000
2018-08-25,1044
2018-08-26,1071
2018-08-27,1071
2018-08-28,1026
2018-08-29,1034
2018-08-30,1017
2018-08-31,1063
2018-09-01,1058
2018-09-02,1044
2018-09-03,1036
2018-09-04,1028
2018-09-05,1018
2018-09-06,1018
2018-09-07,1028
2018-09-08,1048
2018-09-09,1019
2018-09-10,1024
2018-09-11,1029
2018-09-12,1024
2018-09-13,1022
2018-09-14,1000
2018-09-15,1018
2018-09-16,1043
2018-09-17,1037
2018-09-18,1016
2018-09-19,1004
2018-09-20,1003
2018-09-21,1001
2018-09-22,1016
2018-09-23,1061
2018-09-24,1110
2018-09-25,1163
2018-09-26,1140
2018-09-27,1099
2018-09-28,1050
2018-09-29,1017
2018-09-30,1016
2018-10-02,1049
2018-10-03,1058
2018-10-04,1067
2018-10-05,1069
2018-10-06,1080
2018-10-07,1084
2018-10-08,1081
2018-10-09,1086
2018-10-10,1052
2018-10-11,1014
2018-10-12,1010
2018-10-13,1014
2018-10-14,1022
2018-10-15,1035
2018-10-16,1036
2018-10-17,1038
2018-10-18,1007
2018-10-19,1006
2018-10-20,1045
2018-10-21,1062
2018-10-22,1069
2018-10-23,1105
2018-10-24,1061
2018-10-25,1074
2018-10-26,1051
2018-10-27,1026
2018-10-28,1023
2018-10-29,1022
2018-10-30,1045
2018-10-31,1035
2018-11-01,1019
2018-11-03,1042
2018-11-04,1051
2018-11-05,1057
2018-11-06,1074
2018-11-07,1124
2018-11-08,1181
2018-11-09,1241
2018-11-10,1202
2018-11-11,1201
2018-11-12,1177
2018-11-13,1127
2018-11-14,1083
2018-11-15,1102
2018-11-16,1120
2018-11-17,1176
2018-11-18,1207
2018-11-19,1207
2018-11-20,1162
2018-11-21,1172
2018-11-22,1201
2018-11-23,1186
2018-11-24,1126
2018-11-25,1072
2018-11-26,1031
2018-11-27,1042
2018-11-28,1067
2018-11-29,1061
2018-12-01,1071
2018-12-02,1061
2018-12-03,1056
2018-12-04,1066
2018-12-05,1060
2018-12-07,1001
2018-12-09,1006
2018-12-10,1022
2018-12-11,1029
2018-12-12,1009
2018-12-13,1033
2018-12-14,1041
2018-12-15,1001
2018-12-16,1013
2018-12-17,1006
2018-12-18,1012
2018-12-19,1055
2018-12-20,1006
2018-12-21,995
2018-12-22,1000
2018-12-23,1028
2018-12-24,1067
2018-12-25,1067
2018-12-26,1032
2018-12-27,1029
2018-12-28,1016
2018-12-29,1001
2018-12-30,987
2018-12-31,990
2019-01-01,985
2019-01-02,1009
2019-01-03,986
2019-01-04,974
2019-01-05,991
2019-01-06,989
2019-01-08,994
2019-01-10,1013
2019-01-11,983
2019-01-12,987
2019-01-13,1009
2019-01-14,1021
2019-01-15,1011
2019-01-16,987
2019-01-17,1003
2019-01-18,1004
2019-01-19,1008
2019-01-20,992
2019-01-21,993
2019-01-22,1022
2019-01-23,1030
2019-01-24,1017
2019-01-25,1003
2019-01-26,996
2019-01-27,975
2019-01-28,987
2019-01-29,1018
2019-01-30,1019
2019-01-31,1004
2019-02-01,1038
2019-02-02,1038
2019-02-03,1031
2019-02-04,1029
2019-02-05,1019
2019-02-06,1046
2019-02-07,1085
2019-02-08,1140
2019-02-09,1193
2019-02-10,1253
2019-02-11,1307
2019-02-12,1290
2019-02-13,1270
2019-02-14,1273
2019-02-15,1259
2019-02-16,1196
2019-02-17,1136
2019-02-18,1079
2019-02-19,1033
2019-02-20,1064
2019-02-21,1102
2019-02-22,1065
2019-02-23,1021
2019-02-24,1032
2019-02-25,1031
2019-02-26,1049
2019-02-27,1054
2019-02-28,1035
2019-03-01,1035
2019-03-02,1036
2019-03-03,1042
2019-03-04,1040
2019-03-05,1041
2019-03-06,1037
2019-03-07,1029
2019-03-08,1044
2019-03-09,1047
2019-03-10,1040
2019-03-11,1046
2019-03-12,1039
2019-03-13,1055
2019-03-14,1078
2019-03-15,1098
2019-03-16,1066
2019-03-17,1045
2019-03-18,1080
2019-03-19,1100
2019-03-20,1064
2019-03-21,1068
2019-03-22,1043
2019-03-23,1035
2019-03-24,1050
2019-03-25,1079
2019-03-26,1117
2019-03-27,1113
2019-03-28,1094
2019-03-29,1068
2019-03-30,1059
2019-03-31,1044
2019-04-01,1018
2019-04-02,1012
2019-04-03,1005
2019-04-04,1019
2019-04-05,1031
2019-04-06,1010
2019-04-07,1028
2019-04-08,1045
