date_obj,Chef's%20delight(m) price
2016-04-26,80521
2016-04-27,80521
2016-04-28,80521
2016-04-29,80521
2016-04-30,80521
2016-05-01,80521
2016-05-02,80521
2016-05-03,80521
2016-05-04,80521
2016-05-05,82846
2016-05-06,82846
2016-05-07,82846
2016-05-08,82846
2016-05-09,82846
2016-05-10,82846
2016-05-11,82846
2016-05-12,82846
2016-05-13,82846
2016-05-14,82846
2016-05-15,83636
2016-05-16,83636
2016-05-17,83636
2016-05-18,83636
2016-05-19,83636
2016-05-22,83636
2016-05-23,83636
2016-05-24,83636
2016-05-25,83636
2016-05-26,86047
2016-05-27,86047
2016-05-28,86047
2016-05-29,86047
2016-05-30,86047
2016-05-31,86047
2016-06-01,86047
2016-06-02,86047
2016-06-03,86047
2016-06-04,89422
2016-06-05,89422
2016-06-06,89422
2016-06-07,89422
2016-06-08,89422
2016-06-09,89422
2016-06-10,89422
2016-06-11,89422
2016-06-12,89529
2016-06-13,89529
2016-06-14,89529
2016-06-15,89529
2016-06-16,89529
2016-06-17,89529
2016-06-18,89529
2016-06-19,89529
2016-06-20,89529
2016-06-21,86596
2016-06-22,86596
2016-06-23,86596
2016-06-24,86596
2016-06-25,86596
2016-06-26,86596
2016-06-27,86596
2016-06-28,86596
2016-06-29,86596
2016-06-30,85318
2016-07-01,85318
2016-07-02,85318
2016-07-03,85318
2016-07-04,85318
2016-07-05,85318
2016-07-06,85318
2016-07-07,85318
2016-07-08,85387
2016-07-09,85387
2016-07-10,85387
2016-07-11,85387
2016-07-12,85387
2016-07-13,85387
2016-07-14,85387
2016-07-15,85387
2016-07-16,84504
2016-07-17,84504
2016-07-18,84504
2016-07-23,84504
2016-07-24,84504
2016-07-25,84504
2016-07-26,84504
2016-07-27,83503
2016-07-28,83503
2016-07-29,83503
2016-07-30,83503
2016-07-31,83503
2016-08-01,83503
2016-08-02,83503
2016-08-03,83503
2016-08-04,83503
2016-08-05,83503
2016-08-06,85858
2016-08-07,85858
2016-08-08,85858
2016-08-09,85858
2016-08-10,85858
2016-08-11,85858
2016-08-12,85858
2016-08-13,85858
2016-08-14,85858
2016-08-15,85858
2016-08-16,85858
2016-08-17,88844
2016-08-18,88844
2016-08-19,88844
2016-08-20,88844
2016-08-21,88844
2016-08-22,88844
2016-08-23,88844
2016-08-24,88844
2016-08-25,88844
2016-08-26,88844
2016-08-28,87036
2016-08-31,87036
2016-09-01,87036
2016-09-02,87036
2016-09-03,87036
2016-09-04,87036
2016-09-05,87036
2016-09-06,87036
2016-09-07,87036
2016-09-08,87200
2016-09-09,87200
2016-09-10,87200
2016-09-11,87200
2016-09-12,87200
2016-09-13,87200
2016-09-14,87200
2016-09-15,87200
2016-09-16,87200
2016-09-17,87200
2016-09-18,87200
2016-09-19,87200
2016-09-20,87200
2016-09-21,87200
2016-09-22,83768
2016-09-23,83768
2016-09-24,83768
2016-09-25,83768
2016-09-26,83768
2016-09-27,83768
2016-09-28,83768
2016-09-29,83768
2016-09-30,83768
2016-10-01,83768
2016-10-02,83768
2016-10-03,83768
2016-10-04,83768
2016-10-05,80081
2016-10-06,80081
2016-10-07,80081
2016-10-08,80081
2016-10-09,80081
2016-10-10,80081
2016-10-11,80081
2016-10-12,80081
2016-10-13,80081
2016-10-14,80081
2016-10-15,80081
2016-10-16,80081
2016-10-17,77159
2016-10-18,77159
2016-10-19,77159
2016-10-20,77159
2016-10-21,77159
2016-10-22,77159
2016-10-23,77159
2016-10-24,77159
2016-10-25,77159
2016-10-26,77159
2016-10-27,77159
2016-10-28,77159
2016-10-29,76191
2016-10-30,76191
2016-10-31,76191
2016-11-01,76191
2016-11-02,76191
2016-11-03,76191
2016-11-04,76191
2016-11-05,76191
2016-11-06,76191
2016-11-07,76191
2016-11-08,76191
2016-11-09,76632
2016-11-10,76632
2016-11-11,76632
2016-11-12,76632
2016-11-13,76632
2016-11-14,76632
2016-11-15,76632
2016-12-07,82382
2016-12-08,82382
2016-12-09,82382
2016-12-10,82382
2016-12-11,82382
2016-12-12,82382
2016-12-13,82382
2016-12-14,82382
2016-12-15,82382
2016-12-16,82382
2016-12-17,85687
2016-12-18,85687
2016-12-19,85687
2016-12-20,85687
2016-12-21,85687
2016-12-22,85687
2016-12-23,85687
2016-12-24,85687
2016-12-25,85687
2016-12-26,85687
2016-12-27,84164
2016-12-28,84164
2016-12-29,84164
2016-12-30,84164
2016-12-31,84164
2017-01-01,84164
2017-01-02,84164
2017-01-03,84164
2017-01-04,84164
2017-01-05,84164
2017-01-06,83381
2017-01-07,83381
2017-01-08,83381
2017-01-09,83381
2017-01-10,83381
2017-01-11,83381
2017-01-12,83381
2017-01-13,83381
2017-01-14,81136
2017-01-15,81136
2017-01-16,81136
2017-01-17,81136
2017-01-18,81136
2017-01-19,81136
2017-01-20,81136
2017-01-21,77685
2017-01-22,77685
2017-01-23,77685
2017-01-27,77685
2017-01-28,73800
2017-01-29,73800
2017-01-30,73800
2017-01-31,73800
2017-02-01,73800
2017-02-02,73800
2017-02-03,73800
2017-02-04,70110
2017-02-05,70110
2017-02-06,70110
2017-02-07,70110
2017-02-08,70110
2017-02-09,70110
2017-02-10,70110
2017-02-11,67370
2017-02-12,67370
2017-02-13,67370
2017-02-14,67370
2017-02-15,67370
2017-02-16,67370
2017-02-18,67370
2017-02-19,66077
2017-02-20,66077
2017-02-21,66077
2017-02-22,66077
2017-02-23,66077
2017-02-24,66077
2017-02-25,66077
2017-02-26,66077
2017-02-27,66099
2017-02-28,66099
2017-03-01,66099
2017-03-02,66099
2017-03-03,66099
2017-03-04,66099
2017-03-05,66099
2017-03-06,66564
2017-03-07,66564
2017-03-08,66564
2017-03-09,66564
2017-03-10,66564
2017-03-11,66564
2017-03-12,66564
2017-03-13,66564
2017-03-14,69809
2017-03-15,69809
2017-03-16,69809
2017-03-17,69809
2017-03-18,69809
2017-03-19,69809
2017-03-20,69809
2017-03-21,69809
2017-03-22,73238
2017-03-23,73238
2017-03-24,73238
2017-03-25,73238
2017-03-26,73238
2017-03-27,73238
2017-03-28,73238
2017-03-29,73238
2017-03-30,76783
2017-03-31,76783
2017-04-01,76783
2017-04-02,76783
2017-04-03,76783
2017-04-04,76783
2017-04-12,79464
2017-04-13,79464
2017-04-14,79464
2017-04-15,79464
2017-04-16,75529
2017-04-17,75529
2017-04-18,75529
2017-04-19,75529
2017-04-20,75529
2017-04-21,75529
2017-04-22,75529
2017-04-23,75529
2017-04-24,74054
2017-04-25,74054
2017-04-26,74054
2017-04-27,74054
2017-04-28,74054
2017-04-29,74054
2017-04-30,74054
2017-05-01,74054
2017-05-02,74054
2017-05-03,72938
2017-05-04,72938
2017-05-05,72938
2017-05-06,72938
2017-05-07,72938
2017-05-08,72938
2017-05-09,72938
2017-05-10,72938
2017-05-11,72938
2017-05-12,71663
2017-05-13,71663
2017-05-14,71663
2017-05-15,71663
2017-05-16,71663
2017-05-17,71663
2017-05-18,71663
2017-05-19,71663
2017-05-20,71816
2017-05-21,71816
2017-05-22,71816
2017-05-23,71816
2017-05-24,71816
2017-05-25,71816
2017-05-26,71816
2017-05-27,71816
2017-05-28,71816
2017-05-29,72713
2017-05-30,72713
2017-05-31,72713
2017-06-01,72713
2017-06-02,72713
2017-06-03,72713
2017-06-04,72713
2017-06-05,72713
2017-06-06,72314
2017-06-07,72314
2017-06-08,72314
2017-06-09,72314
2017-06-10,72314
2017-06-11,72314
2017-06-12,72314
2017-06-13,72314
2017-06-14,71529
2017-06-15,71529
2017-06-16,71529
2017-06-17,71529
2017-06-18,71529
2017-06-19,71529
2017-06-20,71529
2017-06-21,71529
2017-06-22,71529
2017-06-23,70624
2017-06-24,70624
2017-06-25,70624
2017-06-26,70624
2017-06-27,70624
2017-06-28,70624
2017-06-29,70624
2017-06-30,70624
2017-07-01,71008
2017-07-02,71008
2017-07-03,71008
2017-07-04,71008
2017-07-05,71008
2017-07-06,71008
2017-07-07,71008
2017-07-08,71008
2017-07-13,69764
2017-07-14,69764
2017-07-15,69764
2017-07-16,69764
2017-07-17,66603
2017-07-18,66603
2017-07-19,66603
2017-07-20,66603
2017-07-21,66603
2017-07-22,66603
2017-07-23,66603
2017-07-24,66603
2017-07-25,63953
2017-07-26,63953
2017-07-27,63953
2017-07-28,63953
2017-07-29,63953
2017-07-30,63953
2017-07-31,63953
2017-08-01,61417
2017-08-02,61417
2017-08-03,61417
2017-08-04,61417
2017-08-05,61417
2017-08-06,61417
2017-08-09,59532
2017-08-10,59532
2017-08-11,59532
2017-08-12,59532
2017-08-13,59532
2017-08-14,59532
2017-08-15,59532
2017-08-16,57452
2017-08-17,57452
2017-08-18,57452
2017-08-19,57452
2017-08-20,57452
2017-08-21,57452
2017-08-22,54593
2017-08-23,54593
2017-08-24,54593
2017-08-25,54593
2017-08-26,54593
2017-08-27,54593
2017-08-28,54593
2017-08-29,54593
2017-08-30,51863
2017-08-31,51863
2017-09-01,51863
2017-09-02,51863
2017-09-03,51863
2017-09-04,51863
2017-09-05,51863
2017-09-06,51863
2017-09-07,50118
2017-09-08,50118
2017-09-09,50118
2017-09-10,50118
2017-09-11,50118
2017-09-12,50118
2017-09-13,50118
2017-09-14,50237
2017-09-15,50237
2017-09-16,50237
2017-09-17,50237
2017-09-18,50237
2017-09-19,50237
2017-09-20,50237
2017-09-21,50237
2017-09-22,48530
2017-09-23,48530
2017-09-24,48530
2017-09-25,48530
2017-09-26,48530
2017-09-27,48530
2017-09-28,48530
2017-09-29,48530
2017-09-30,48193
2017-10-01,48193
2017-10-02,48193
2017-10-03,48193
2017-10-04,48193
2017-10-05,48193
2017-10-06,48193
2017-10-07,47739
2017-10-08,47739
2017-10-09,47739
2017-10-10,47739
2017-10-11,47739
2017-10-12,47739
2017-10-13,47739
2017-10-14,47520
2017-10-15,47520
2017-10-16,47520
2017-10-17,47520
2017-10-18,47520
2017-10-19,47520
2017-10-20,47520
2017-10-21,47520
2017-10-22,48737
2017-10-23,48737
2017-10-24,48737
2017-10-25,48737
2017-10-26,48737
2017-10-27,48737
2017-10-28,48737
2017-10-29,48737
2017-10-30,46664
2017-10-31,46664
2017-11-01,46664
2017-11-02,46664
2017-11-03,46664
2017-11-04,46664
2017-11-05,46664
2017-11-06,44330
2017-11-07,44330
2017-11-08,44330
2017-11-09,44330
2017-11-10,44330
2017-11-11,44330
2017-11-12,42226
2017-11-13,42226
2017-11-14,42226
2017-11-15,42226
2017-11-16,42226
2017-11-17,42226
2017-11-18,42226
2017-11-19,40156
2017-11-20,40156
2017-11-21,40156
2017-11-22,40156
2017-11-23,40156
2017-11-24,40156
2017-11-25,40156
2017-11-26,39385
2017-11-27,39385
2017-11-28,39385
2017-11-29,39385
2017-11-30,39385
2017-12-01,39385
2017-12-02,39385
2017-12-03,39385
2017-12-04,39744
2017-12-05,39744
2017-12-06,39744
2017-12-07,39744
2017-12-08,39744
2017-12-09,39744
2017-12-10,39744
2017-12-11,41062
2017-12-12,41062
2017-12-13,41062
2017-12-14,41062
2017-12-15,41062
2017-12-16,41062
2017-12-17,41062
2017-12-18,42621
2017-12-19,42621
2017-12-20,42621
2017-12-21,42621
2017-12-22,42621
2017-12-23,42621
2017-12-24,42621
2017-12-25,44229
2017-12-26,44229
2017-12-27,44229
2017-12-28,44229
2017-12-29,44229
2017-12-30,44229
2017-12-31,46231
2018-01-01,46231
2018-01-02,46231
2018-01-03,46231
2018-01-04,46231
2018-01-05,46231
2018-01-06,48414
2018-01-07,48414
2018-01-08,48414
2018-01-09,48414
2018-01-10,48414
2018-01-11,48414
2018-01-12,48414
2018-01-13,50806
2018-01-14,50806
2018-01-15,50806
2018-01-16,50806
2018-01-17,50806
2018-01-18,50806
2018-01-19,50806
2018-01-20,52578
2018-01-21,52578
2018-01-22,52578
2018-01-23,52578
2018-01-24,52679
2018-01-25,52679
2018-01-26,52679
2018-01-27,52679
2018-01-28,50733
2018-01-29,50733
2018-01-30,50733
2018-01-31,49331
2018-02-01,49331
2018-02-02,49331
2018-02-03,48692
2018-02-04,48692
2018-02-05,48692
2018-02-06,48692
2018-02-07,47608
2018-02-08,47608
2018-02-09,47608
2018-02-10,47608
2018-02-11,48295
2018-02-12,48295
2018-02-13,48295
2018-02-14,48295
2018-02-15,48233
2018-02-16,48233
2018-02-17,48233
2018-02-18,47986
2018-02-19,47986
2018-02-20,47986
2018-02-21,48434
2018-02-22,48434
2018-02-23,48434
2018-02-24,48434
2018-02-25,47466
2018-02-26,47466
2018-02-27,47466
2018-02-28,47466
2018-03-01,47068
2018-03-02,47068
2018-03-03,47068
2018-03-04,46980
2018-03-05,46980
2018-03-06,46980
2018-03-07,46066
2018-03-08,46066
2018-03-09,46066
2018-03-10,44612
2018-03-11,44612
2018-03-12,44612
2018-03-13,44599
2018-03-14,44599
2018-03-15,44599
2018-03-16,44599
2018-03-17,43794
2018-03-18,43794
2018-03-20,42788
2018-03-21,42788
2018-03-23,42788
2018-03-24,42897
2018-03-25,42897
2018-03-26,42897
2018-03-27,44175
2018-03-28,44175
2018-03-29,44175
2018-03-30,45128
2018-03-31,45128
2018-04-01,45128
2018-04-02,46036
2018-04-03,46036
2018-04-04,46036
2018-04-05,46329
2018-04-06,46329
2018-04-07,46329
2018-04-08,47606
2018-04-09,47606
2018-04-10,47606
2018-04-11,47192
2018-04-12,47000
2018-04-13,47000
2018-04-14,47000
2018-04-15,47000
2018-04-16,46009
2018-04-17,46009
2018-04-18,46009
2018-04-19,46009
2018-04-20,45717
2018-04-21,45717
2018-04-22,45717
2018-04-23,45717
2018-04-24,46840
2018-04-25,46840
2018-04-26,46840
2018-04-27,46840
2018-04-28,48474
2018-04-29,48474
2018-04-30,48474
2018-05-01,49619
2018-05-03,49619
2018-05-04,49619
2018-05-05,49006
2018-05-07,49006
2018-05-08,49006
2018-05-09,50263
2018-05-10,50263
2018-05-11,50263
2018-05-12,50263
2018-05-13,51609
2018-05-14,51609
2018-05-15,51609
2018-05-16,51609
2018-05-17,52028
2018-05-18,52028
2018-05-19,52028
2018-05-20,52501
2018-05-21,52501
2018-05-22,52501
2018-05-23,55042
2018-05-24,55042
2018-05-25,55042
2018-05-26,55042
2018-05-27,56140
2018-05-28,56140
2018-05-29,56140
2018-05-30,53743
2018-05-31,53743
2018-06-01,53743
2018-06-02,52777
2018-06-03,52777
2018-06-04,52777
2018-06-05,54151
2018-06-06,54151
2018-06-07,54151
2018-06-08,54151
2018-06-09,53277
2018-06-10,53277
2018-06-11,53277
2018-06-12,51664
2018-06-13,51664
2018-06-14,51664
2018-06-15,49474
2018-06-16,49474
2018-06-17,49474
2018-06-18,47116
2018-06-19,47116
2018-06-20,47116
2018-06-21,47116
2018-06-22,45604
2018-06-23,45604
2018-06-24,45604
2018-06-25,46080
2018-06-26,46080
2018-06-27,46080
2018-06-28,46080
2018-06-29,46194
2018-06-30,46194
2018-07-01,46194
2018-07-02,46194
2018-07-03,45434
2018-07-04,45434
2018-07-05,45434
2018-07-06,46890
2018-07-07,46890
2018-07-08,46890
2018-07-09,46890
2018-07-10,47312
2018-07-11,47312
2018-07-12,47312
2018-07-13,47312
2018-07-14,46937
2018-07-15,46937
2018-07-16,46937
2018-07-17,46252
2018-07-18,46252
2018-07-19,46252
2018-07-20,46252
2018-07-21,45072
2018-07-22,45072
2018-07-23,45846
2018-07-24,45846
2018-07-25,45846
2018-07-26,46196
2018-07-27,46196
2018-07-28,46196
2018-07-29,46021
2018-07-30,46021
2018-07-31,46021
2018-08-01,45096
2018-08-02,45096
2018-08-03,45096
2018-08-04,45125
2018-08-05,45125
2018-08-06,45125
2018-08-07,45467
2018-08-08,45467
2018-08-09,45467
2018-08-10,45305
2018-08-11,45305
2018-08-12,46209
2018-08-14,46209
2018-08-16,47150
2018-08-17,47150
2018-08-18,47150
2018-08-19,47395
2018-08-20,47395
2018-08-21,47395
2018-08-22,49723
2018-08-23,49723
2018-08-24,49723
2018-08-25,52159
2018-08-26,52159
2018-08-27,52159
2018-08-28,53994
2018-08-29,53994
2018-08-30,53994
2018-08-31,53994
2018-09-01,55036
2018-09-02,55036
2018-09-03,55036
2018-09-04,57522
2018-09-05,57522
2018-09-06,57522
2018-09-07,57522
2018-09-08,58618
2018-09-09,58618
2018-09-10,58618
2018-09-11,58618
2018-09-12,56591
2018-09-13,56591
2018-09-14,56591
2018-09-15,55776
2018-09-16,55776
2018-09-17,55776
2018-09-18,55776
2018-09-19,54230
2018-09-20,54230
2018-09-21,54230
2018-09-22,52718
2018-09-23,52718
2018-09-24,52718
2018-09-25,51643
2018-09-26,51643
2018-09-27,51643
2018-09-28,50115
2018-09-29,50115
2018-09-30,50115
2018-10-01,48854
2018-10-02,48854
2018-10-03,46649
2018-10-04,46649
2018-10-05,46649
2018-10-06,44533
2018-10-07,44533
2018-10-08,44533
2018-10-09,42327
2018-10-10,42327
2018-10-11,42327
2018-10-12,40210
2018-10-13,40210
2018-10-14,40210
2018-10-15,39182
2018-10-16,39182
2018-10-17,39182
2018-10-18,37965
2018-10-19,37965
2018-10-20,37965
2018-10-21,36418
2018-10-22,36418
2018-10-23,36418
2018-10-24,35553
2018-10-25,35553
2018-10-26,35553
2018-10-27,35120
2018-10-28,35120
2018-10-29,35827
2018-10-30,35827
2018-10-31,35827
2018-11-01,36572
2018-11-03,36572
2018-11-04,37103
2018-11-05,37103
2018-11-06,38402
2018-11-07,38402
2018-11-08,38402
2018-11-09,39620
2018-11-10,39620
2018-11-11,40633
2018-11-12,40633
2018-11-13,42526
2018-11-14,42526
2018-11-15,42526
2018-11-16,44190
2018-11-17,44190
2018-11-18,44190
2018-11-19,44861
2018-11-20,44861
2018-11-21,44861
2018-11-22,44982
2018-11-23,44982
2018-11-24,45793
2018-11-25,45793
2018-11-26,47390
2018-11-27,47390
2018-11-28,48083
2018-11-29,48083
2018-12-01,49735
2018-12-02,52222
2018-12-03,52222
2018-12-04,52222
2018-12-05,54783
2018-12-07,54783
2018-12-09,57169
2018-12-10,57169
2018-12-11,55937
2018-12-12,55937
2018-12-13,54023
2018-12-14,54023
2018-12-15,54023
2018-12-16,52611
2018-12-17,52611
2018-12-18,52611
2018-12-19,50154
2018-12-20,50154
2018-12-21,47989
2018-12-22,47989
2018-12-23,46986
2018-12-24,46986
2018-12-25,47650
2018-12-26,47650
2018-12-27,47788
2018-12-28,47788
2018-12-29,47392
2018-12-30,47392
2018-12-31,46993
2019-01-01,46993
2019-01-02,46146
2019-01-03,46146
2019-01-04,46146
2019-01-05,45222
2019-01-06,45222
2019-01-08,43688
2019-01-10,43027
2019-01-11,42833
2019-01-12,42833
2019-01-13,42222
2019-01-14,42222
2019-01-15,42347
2019-01-16,42347
2019-01-17,41121
2019-01-18,41121
2019-01-19,41541
2019-01-20,42529
2019-01-21,42529
2019-01-22,43952
2019-01-23,43952
2019-01-24,43149
2019-01-25,43149
2019-01-26,44088
2019-01-27,44088
2019-01-28,45270
2019-01-29,46805
2019-01-30,46805
2019-01-31,47800
2019-02-01,49444
2019-02-02,49444
2019-02-03,51077
2019-02-04,51077
2019-02-05,52440
2019-02-06,52440
2019-02-07,54216
2019-02-08,54216
2019-02-09,53665
2019-02-10,53665
2019-02-11,52071
2019-02-12,52071
2019-02-13,49544
2019-02-14,49544
2019-02-15,47115
2019-02-16,47115
2019-02-17,45259
2019-02-18,45259
2019-02-19,45201
2019-02-20,45201
2019-02-21,45350
2019-02-22,45350
2019-02-23,44921
2019-02-24,44921
2019-02-25,46322
2019-02-26,46322
2019-02-27,47092
2019-02-28,47092
2019-03-01,45935
2019-03-02,45935
2019-03-03,45209
2019-03-04,43805
2019-03-05,43805
2019-03-06,43385
2019-03-07,43385
2019-03-08,44044
2019-03-09,44044
2019-03-10,43230
2019-03-11,43230
2019-03-12,43239
2019-03-13,43239
2019-03-14,43283
2019-03-15,43283
2019-03-16,43172
2019-03-17,42569
2019-03-18,42569
2019-03-19,42569
2019-03-20,41429
