date_obj,Soul%20rune price
2019-09-09,146
2019-09-10,145
2019-09-11,146
2019-09-12,146
2019-09-13,147
2019-09-14,147
2019-09-15,147
2019-09-16,147
2019-09-17,147
2019-09-18,147
2019-09-19,147
2019-09-20,146
2019-09-21,146
2019-09-22,146
2019-09-23,146
2019-09-24,146
2019-09-25,146
2019-09-26,146
2019-09-27,146
2019-09-28,146
2019-09-29,142
2019-09-30,146
2019-10-01,146
2019-10-02,145
2019-10-03,147
2019-10-04,146
2019-10-05,143
2019-10-06,144
2019-10-07,144
2019-10-08,144
2019-10-09,144
2019-10-10,145
2019-10-11,145
2019-10-12,146
2019-10-13,146
2019-10-14,146
2019-10-15,146
2019-10-16,144
2019-10-17,143
2019-10-18,145
2019-10-19,145
2019-10-20,144
2019-10-21,142
2019-10-22,144
2019-10-23,145
2019-10-24,144
2019-10-25,145
2019-10-26,144
2019-10-27,144
2019-10-28,144
2019-10-29,144
2019-10-30,144
2019-10-31,145
2019-11-01,146
2019-11-02,146
2019-11-03,146
2019-11-04,146
2019-11-05,146
2019-11-06,146
2019-11-07,146
2019-11-08,145
2019-11-09,145
2019-11-10,145
2019-11-11,145
2019-11-12,145
2019-11-13,145
2019-11-14,145
2019-11-15,146
2019-11-16,145
2019-11-17,141
2019-11-18,145
2019-11-19,145
2019-11-20,145
2019-11-21,145
2019-11-22,146
2019-11-23,144
2019-11-24,145
2019-11-25,146
2019-11-26,145
2019-11-27,145
2019-11-28,146
2019-11-29,145
2019-11-30,146
2019-12-01,146
2019-12-02,146
2019-12-03,146
2019-12-04,146
2019-12-05,146
2019-12-06,146
2019-12-07,146
2019-12-08,146
2019-12-09,146
2019-12-10,146
2019-12-11,146
2019-12-12,145
2019-12-13,145
2019-12-14,145
2019-12-15,144
2019-12-16,144
2019-12-17,144
2019-12-18,144
2019-12-19,140
2019-12-20,143
2019-12-21,145
2019-12-22,145
2019-12-23,145
2019-12-24,146
2019-12-25,146
2019-12-26,146
2019-12-27,147
2019-12-28,147
2019-12-29,147
2019-12-30,147
2019-12-31,147
2020-01-01,147
2020-01-02,146
2020-01-03,145
2020-01-04,144
2020-01-05,143
2020-01-06,145
2020-01-07,145
2020-01-08,146
2020-01-09,146
2020-01-10,145
2020-01-11,144
2020-01-12,144
2020-01-13,144
2020-01-14,145
2020-01-15,147
2020-01-16,148
2020-01-17,148
2020-01-18,147
2020-01-19,143
2020-01-20,142
2020-01-21,145
2020-01-22,146
2020-01-23,146
2020-01-24,146
2020-01-25,146
2020-01-26,146
2020-01-27,146
2020-01-28,146
2020-01-29,146
2020-01-30,146
2020-01-31,146
2020-02-01,146
2020-02-02,145
2020-02-03,146
2020-02-04,146
2020-02-05,146
2020-02-06,144
2020-02-07,145
2020-02-08,144
2020-02-09,143
2020-02-10,144
2020-02-11,145
2020-02-12,146
2020-02-13,145
2020-02-14,146
2020-02-15,145
2020-02-16,145
2020-02-17,146
2020-02-18,147
2020-02-19,147
2020-02-20,146
2020-02-21,146
2020-02-22,145
2020-02-23,146
2020-02-24,147
2020-02-25,146
2020-02-26,146
2020-02-27,146
2020-02-28,146
2020-02-29,146
2020-03-01,146
2020-03-02,146
2020-03-03,147
2020-03-04,146
2020-03-05,146
2020-03-06,147
2020-03-07,146
2020-03-08,146
2020-03-09,146
2020-03-10,146
2020-03-11,146
2020-03-12,146
2020-03-13,146
2020-03-14,146
2020-03-15,146
2020-03-16,146
2020-03-17,146
2020-03-18,146
2020-03-19,146
2020-03-20,147
2020-03-21,145
2020-03-22,147
2020-03-23,147
2020-03-24,147
2020-03-25,145
2020-03-26,146
2020-03-27,146
2020-03-28,146
2020-03-29,145
2020-03-30,145
2020-03-31,144
2020-04-01,145
2020-04-02,146
2020-04-03,143
2020-04-04,145
2020-04-05,143
2020-04-06,145
2020-04-07,146
2020-04-08,146
2020-04-09,146
2020-04-10,146
2020-04-11,146
2020-04-12,147
2020-04-13,146
2020-04-14,147
2020-04-15,146
2020-04-16,146
2020-04-17,146
2020-04-18,146
2020-04-19,146
2020-04-20,146
2020-04-21,147
2020-04-22,147
2020-04-23,146
2020-04-24,146
2020-04-25,146
2020-04-26,147
2020-04-27,147
2020-04-28,147
2020-04-29,147
2020-04-30,147
2020-05-01,146
2020-05-02,146
2020-05-03,146
2020-05-04,147
2020-05-05,147
2020-05-06,147
2020-05-07,146
2020-05-08,147
2020-05-09,147
2020-05-10,147
2020-05-11,146
2020-05-12,146
2020-05-13,146
