date_obj,Adamant%20platebody price
2015-09-19,9746
2015-09-20,9758
2015-09-21,9707
2015-09-22,9761
2015-09-23,9768
2015-09-24,9768
2015-09-25,9817
2015-09-27,9662
2015-09-28,9659
2015-09-29,9746
2015-09-30,9781
2015-10-05,9745
2015-10-06,9778
2015-10-07,9771
2015-10-08,9755
2015-10-09,9718
2015-10-10,9648
2015-10-11,9719
2015-10-12,9811
2015-10-13,9802
2015-10-14,9764
2015-10-15,9752
2015-10-16,9679
2015-10-17,9571
2015-10-18,9779
2015-10-19,9755
2015-10-20,9760
2015-10-22,9857
2015-10-23,9757
2015-10-24,9724
2015-10-25,9690
2015-10-26,9704
2015-10-27,9859
2015-10-28,9813
2015-10-29,9749
2015-10-30,9710
2015-10-31,9744
2015-11-01,9803
2015-11-02,9767
2015-11-03,9783
2015-11-04,9724
2015-11-05,9705
2015-11-06,9711
2015-11-07,9717
2015-11-08,9736
2015-11-09,9706
2015-11-10,9776
2015-11-11,9772
2015-11-12,9769
2015-11-13,9764
2015-11-14,9763
2015-11-15,9765
2015-11-16,9753
2015-11-17,9776
2015-11-18,9728
2015-11-19,9795
2015-11-20,9792
2015-11-21,9662
2015-11-22,9671
2015-11-23,9783
2015-11-24,9781
2015-11-25,9806
2015-11-26,9825
2015-11-27,9782
2015-11-28,9729
2015-11-29,9757
2015-11-30,9777
2015-12-01,9688
2015-12-02,9742
2015-12-03,9823
2015-12-04,9803
2015-12-05,9781
2015-12-06,9847
2015-12-07,9858
2015-12-08,9814
2015-12-09,9809
2015-12-10,9763
2015-12-11,9808
2015-12-12,9850
2015-12-13,9838
2015-12-14,9868
2015-12-15,9779
2015-12-16,9865
2015-12-17,9785
2015-12-18,9737
2015-12-19,9839
2015-12-20,9798
2015-12-21,9760
2015-12-22,9796
2015-12-23,9768
2015-12-24,9808
2015-12-25,9867
2015-12-26,9850
2015-12-27,9813
2015-12-28,9766
2015-12-29,9775
2015-12-30,9768
2015-12-31,9765
2016-01-01,9723
2016-01-02,9752
2016-01-03,9784
2016-01-04,9784
2016-01-05,9797
2016-01-06,9791
2016-01-07,9817
2016-01-08,9820
2016-01-09,9760
2016-01-10,9740
2016-01-11,9800
2016-01-12,9821
2016-01-13,9771
2016-01-14,9750
2016-01-15,9739
2016-01-16,9767
2016-01-17,9719
2016-01-18,9777
2016-01-19,9774
2016-01-20,9763
2016-01-21,9783
2016-01-22,9851
2016-01-23,9870
2016-01-24,9810
2016-01-25,9810
2016-01-26,9714
2016-01-27,9760
2016-01-28,9765
2016-01-29,9711
2016-01-30,9743
2016-01-31,9738
2016-02-01,9758
2016-02-02,9778
2016-02-03,9817
2016-02-04,9790
2016-02-05,9790
2016-02-06,9819
2016-02-07,9777
2016-02-08,9796
2016-02-09,9803
2016-02-10,9838
2016-02-11,9828
2016-02-12,9859
2016-02-13,9770
2016-02-14,9804
2016-02-15,9843
2016-02-16,9837
2016-02-17,9895
2016-02-18,9857
2016-02-19,9759
2016-02-20,9739
2016-02-21,9863
2016-02-22,9995
2016-02-23,10016
2016-02-24,9973
2016-02-25,10087
2016-02-26,10063
2016-02-27,9908
2016-02-28,9849
2016-02-29,9906
2016-03-01,9890
2016-03-02,9840
2016-03-03,9890
2016-03-04,9888
2016-03-05,9913
2016-03-06,9928
2016-03-07,10012
2016-03-08,10062
2016-03-09,10043
2016-03-10,9946
2016-03-11,9843
2016-03-12,9828
2016-03-13,9891
2016-03-14,9784
2016-03-15,9839
2016-03-16,9843
2016-03-17,9773
2016-03-18,9787
2016-03-19,9755
2016-03-20,9738
2016-03-21,9776
2016-03-22,9858
2016-03-23,9875
2016-03-24,9832
2016-03-25,9808
2016-03-26,9753
2016-03-27,9754
2016-03-28,9782
2016-03-29,9794
2016-03-30,9806
2016-03-31,9647
2016-04-01,9674
2016-04-02,9523
2016-04-03,9791
2016-04-04,9737
2016-04-05,9784
2016-04-06,9855
2016-04-07,9630
2016-04-08,9775
2016-04-09,9738
2016-04-10,9722
2016-04-11,9840
2016-04-12,9807
2016-04-13,9786
2016-04-14,9810
2016-04-15,9854
2016-04-16,9808
2016-04-17,9755
2016-04-18,9875
2016-04-19,9840
2016-04-20,9848
2016-04-21,9941
2016-04-22,10013
2016-04-23,9971
2016-04-24,9959
2016-04-25,10016
2016-04-26,9921
2016-04-27,9845
2016-04-28,9788
2016-04-29,9774
2016-04-30,9725
2016-05-01,9725
2016-05-02,9709
2016-05-03,9725
2016-05-04,9784
2016-05-05,9803
2016-05-06,9764
2016-05-07,9805
2016-05-08,9754
2016-05-09,9842
2016-05-10,9722
2016-05-11,9852
2016-05-12,9820
2016-05-13,9873
2016-05-14,9831
2016-05-15,9799
2016-05-16,9895
2016-05-17,9818
2016-05-18,9793
2016-05-19,9758
2016-05-21,9714
2016-05-22,9701
2016-05-23,9656
2016-05-24,9741
2016-05-25,9786
2016-05-26,9776
2016-05-27,9770
2016-05-28,9802
2016-05-29,9728
2016-05-30,9776
2016-05-31,9741
2016-06-01,9800
2016-06-02,9804
2016-06-03,9796
2016-06-04,9768
2016-06-05,9742
2016-06-06,9731
2016-06-07,9671
2016-06-08,9695
2016-06-09,9813
2016-06-10,9847
2016-06-11,9785
2016-06-12,9788
2016-06-13,9758
2016-06-14,9834
2016-06-15,9840
2016-06-16,9810
2016-06-17,9790
2016-06-18,9639
2016-06-19,9776
2016-06-20,9837
2016-06-21,9827
2016-06-22,9826
2016-06-23,9744
2016-06-24,9926
2016-06-25,9885
2016-06-26,9885
2016-06-27,10043
2016-06-28,9981
2016-06-29,9963
2016-06-30,9949
2016-07-01,10085
2016-07-02,10021
2016-07-03,10006
2016-07-04,10042
2016-07-05,9934
2016-07-06,9831
2016-07-07,9894
2016-07-08,9836
2016-07-09,9851
2016-07-10,9815
2016-07-11,9692
2016-07-12,9658
2016-07-13,9823
2016-07-14,9860
2016-07-15,9914
2016-07-16,10001
2016-07-17,10126
2016-07-18,9903
2016-07-23,9725
2016-07-24,9714
2016-07-25,9712
2016-07-26,9734
2016-07-27,9819
2016-07-28,9963
2016-07-29,9960
2016-07-30,9872
2016-07-31,9970
2016-08-01,9980
2016-08-02,9853
2016-08-03,10095
2016-08-04,9894
2016-08-05,9946
2016-08-06,9868
2016-08-07,9776
2016-08-08,9776
2016-08-09,9722
2016-08-10,9669
2016-08-11,9824
2016-08-12,9777
2016-08-13,9825
2016-08-14,9783
2016-08-15,9700
2016-08-16,9739
2016-08-17,9750
2016-08-18,9793
2016-08-19,9928
2016-08-20,9873
2016-08-21,10015
2016-08-22,9944
2016-08-23,9874
2016-08-24,9728
2016-08-25,9773
2016-08-26,9709
2016-08-28,9690
2016-08-31,9820
2016-09-01,9827
2016-09-02,9900
2016-09-03,9829
2016-09-04,9724
2016-09-05,9775
2016-09-06,9806
2016-09-07,9847
2016-09-08,9893
2016-09-09,9836
2016-09-10,9743
2016-09-11,9680
2016-09-12,9649
2016-09-13,9681
2016-09-14,9715
2016-09-15,9744
2016-09-16,9680
2016-09-17,9680
2016-09-18,9702
2016-09-19,9761
2016-09-20,9784
2016-09-21,9799
2016-09-22,9802
2016-09-23,9746
2016-09-24,9698
2016-09-25,9709
2016-09-26,9718
2016-09-27,9711
2016-09-28,9680
2016-09-29,9728
2016-09-30,9752
2016-10-01,9739
2016-10-02,9723
2016-10-03,9707
2016-10-04,9782
2016-10-05,9769
2016-10-06,9785
2016-10-07,9709
2016-10-08,9718
2016-10-09,9716
2016-10-10,9737
2016-10-11,9753
2016-10-12,9762
2016-10-13,9629
2016-10-14,9808
2016-10-15,9736
2016-10-16,9760
2016-10-17,9766
2016-10-18,9859
2016-10-19,9811
2016-10-20,9768
2016-10-21,9745
2016-10-22,9741
2016-10-23,9734
2016-10-24,9747
2016-10-25,9757
2016-10-26,9757
2016-10-27,9812
2016-10-28,9802
2016-10-29,9775
2016-10-30,9713
2016-10-31,9819
2016-11-01,9878
2016-11-02,9881
2016-11-03,9889
2016-11-04,9904
2016-11-05,9876
2016-11-06,9865
2016-11-07,9747
2016-11-08,9847
2016-11-09,9822
2016-11-10,9806
2016-11-11,9772
2016-11-12,9795
2016-11-13,9695
2016-11-14,9814
2016-11-15,9826
2016-12-07,9967
2016-12-08,9870
2016-12-09,9822
2016-12-10,9789
2016-12-11,9783
2016-12-12,9788
2016-12-13,9876
2016-12-14,9983
2016-12-15,9924
2016-12-16,10037
2016-12-17,9955
2016-12-18,10022
2016-12-19,9769
2016-12-20,9809
2016-12-21,9783
2016-12-22,9836
2016-12-23,9786
2016-12-24,9838
2016-12-25,9737
2016-12-26,9764
2016-12-27,9786
2016-12-28,9780
2016-12-29,9732
2016-12-30,9725
2016-12-31,9756
2017-01-01,9761
2017-01-02,9699
2017-01-03,9772
2017-01-04,9723
2017-01-05,9804
2017-01-06,9728
2017-01-07,9669
2017-01-08,9714
2017-01-09,9764
2017-01-10,9772
2017-01-11,9795
2017-01-12,9809
2017-01-13,9761
2017-01-14,9740
2017-01-15,9735
2017-01-16,9773
2017-01-17,9796
2017-01-18,9806
2017-01-19,9858
2017-01-20,9928
2017-01-21,9943
2017-01-22,9807
2017-01-23,9781
2017-01-27,9851
2017-01-28,9825
2017-01-29,9813
2017-01-30,9858
2017-01-31,9779
2017-02-01,9790
2017-02-02,9901
2017-02-03,9957
2017-02-04,9972
2017-02-05,9952
2017-02-06,9961
2017-02-07,9899
2017-02-08,9831
2017-02-09,9881
2017-02-10,9700
2017-02-11,9814
2017-02-12,9863
2017-02-13,9899
2017-02-14,9862
2017-02-15,9792
2017-02-16,9766
2017-02-17,9808
2017-02-18,9923
2017-02-19,9917
2017-02-20,9690
2017-02-21,9817
2017-02-22,9804
2017-02-23,9752
2017-02-24,9782
2017-02-25,9718
2017-02-26,9777
2017-02-27,9773
2017-02-28,9780
2017-03-01,9694
2017-03-02,9871
2017-03-03,9801
2017-03-04,9771
2017-03-05,9837
2017-03-06,9829
2017-03-07,9754
2017-03-08,9745
2017-03-09,9732
2017-03-10,9771
2017-03-11,9777
2017-03-12,9780
2017-03-13,9754
2017-03-14,9823
2017-03-15,9825
2017-03-16,9860
2017-03-17,9833
2017-03-18,9784
2017-03-19,9857
2017-03-20,9847
2017-03-21,9775
2017-03-22,9683
2017-03-23,9714
2017-03-24,9767
2017-03-25,9682
2017-03-26,9764
2017-03-27,9855
2017-03-28,9830
2017-03-29,9797
2017-03-30,9786
2017-03-31,9734
2017-04-01,9760
2017-04-02,9754
2017-04-03,9741
2017-04-04,9778
2017-04-05,9794
2017-04-12,9692
2017-04-13,9739
2017-04-14,9759
2017-04-15,9777
2017-04-16,9747
2017-04-17,9771
2017-04-18,9726
2017-04-19,9730
2017-04-20,9712
2017-04-21,9688
2017-04-22,9584
2017-04-23,9684
2017-04-24,9700
2017-04-25,9702
2017-04-26,9676
2017-04-27,9701
2017-04-28,9742
2017-04-29,9742
2017-04-30,9751
2017-05-01,9755
2017-05-02,9749
2017-05-03,9747
2017-05-04,9710
2017-05-05,9712
2017-05-06,9617
2017-05-07,9646
2017-05-08,9707
2017-05-09,9740
2017-05-10,9739
2017-05-11,9715
2017-05-12,9708
2017-05-13,9716
2017-05-14,9689
2017-05-15,9705
2017-05-16,9702
2017-05-17,9717
2017-05-18,9719
2017-05-19,9649
2017-05-20,9645
2017-05-21,9665
2017-05-22,9747
2017-05-23,9663
2017-05-24,9735
2017-05-25,9590
2017-05-26,9528
2017-05-27,9682
2017-05-28,9699
2017-05-29,9630
2017-05-30,9656
2017-05-31,9623
2017-06-01,9605
2017-06-02,9665
2017-06-03,9671
2017-06-04,9658
2017-06-05,9524
2017-06-06,9675
2017-06-07,9719
2017-06-08,9671
2017-06-09,9672
2017-06-10,9615
2017-06-11,9635
2017-06-12,9709
2017-06-13,9688
2017-06-14,9680
2017-06-15,9694
2017-06-16,9679
2017-06-17,9687
2017-06-18,9664
2017-06-19,9646
2017-06-20,9660
2017-06-21,9687
2017-06-22,9685
2017-06-23,9688
2017-06-24,9691
2017-06-25,9664
2017-06-26,9688
2017-06-27,9673
2017-06-28,9709
2017-06-29,9674
2017-06-30,9651
2017-07-01,9668
2017-07-02,9659
2017-07-03,9620
2017-07-04,9626
2017-07-05,9661
2017-07-06,9685
2017-07-07,9681
2017-07-08,9615
2017-07-09,9603
2017-07-13,9657
2017-07-14,9613
2017-07-15,9616
2017-07-16,9634
2017-07-17,9598
2017-07-18,9635
2017-07-19,9632
2017-07-20,9655
2017-07-21,9631
2017-07-22,9605
2017-07-23,9632
2017-07-24,9675
2017-07-25,9677
2017-07-26,9666
2017-07-27,9692
2017-07-28,9715
2017-07-29,9664
2017-07-30,9682
2017-07-31,9667
2017-08-01,9693
2017-08-02,9699
2017-08-03,9699
2017-08-04,9648
2017-08-05,9643
2017-08-06,9694
2017-08-07,9693
2017-08-08,9654
2017-08-09,9691
2017-08-10,9700
2017-08-11,9720
2017-08-12,9708
2017-08-13,9712
2017-08-14,9670
2017-08-15,9613
2017-08-16,9625
2017-08-17,9667
2017-08-18,9678
2017-08-19,9658
2017-08-20,9646
2017-08-21,9681
2017-08-22,9655
2017-08-23,9645
2017-08-24,9682
2017-08-25,9664
2017-08-26,9638
2017-08-27,9642
2017-08-28,9655
2017-08-29,9643
2017-08-30,9629
2017-08-31,9601
2017-09-01,9617
2017-09-02,9653
2017-09-03,9665
2017-09-04,9591
2017-09-05,9653
2017-09-06,9653
2017-09-07,9649
2017-09-08,9682
2017-09-09,9666
2017-09-10,9657
2017-09-11,9580
2017-09-12,9663
2017-09-13,9611
2017-09-14,9684
2017-09-15,9684
2017-09-16,9511
2017-09-17,9644
2017-09-18,9658
2017-09-19,9675
2017-09-20,9667
2017-09-21,9644
2017-09-22,9663
2017-09-23,9637
2017-09-24,9603
2017-09-25,9679
2017-09-26,9705
2017-09-27,9705
2017-09-28,9704
2017-09-29,9702
2017-09-30,9555
2017-10-01,9632
2017-10-02,9687
2017-10-03,9670
2017-10-04,9618
2017-10-05,9693
2017-10-06,9675
2017-10-07,9643
2017-10-08,9587
2017-10-09,9647
2017-10-10,9651
2017-10-11,9663
2017-10-12,9688
2017-10-13,9676
2017-10-14,9643
2017-10-15,9649
2017-10-16,9668
2017-10-17,9638
2017-10-18,9659
2017-10-19,9599
2017-10-20,9654
2017-10-21,9686
2017-10-22,9643
2017-10-23,9660
2017-10-24,9642
2017-10-25,9654
2017-10-26,9647
2017-10-27,9603
2017-10-28,9590
2017-10-29,9594
2017-10-30,9581
2017-10-31,9628
2017-11-01,9636
2017-11-02,9650
2017-11-03,9664
2017-11-04,9601
2017-11-05,9558
2017-11-06,9637
2017-11-07,9657
2017-11-08,9635
2017-11-09,9652
2017-11-10,9658
2017-11-11,9605
2017-11-12,9621
2017-11-13,9623
2017-11-14,9613
2017-11-15,9621
2017-11-16,9636
2017-11-17,9637
2017-11-18,9495
2017-11-19,9550
2017-11-20,9606
2017-11-21,9642
2017-11-22,9627
2017-11-23,9646
2017-11-24,9647
2017-11-25,9573
2017-11-26,9485
2017-11-27,9556
2017-11-28,9596
2017-11-29,9617
2017-11-30,9621
2017-12-01,9605
2017-12-02,9585
2017-12-03,9609
2017-12-04,9614
2017-12-05,9651
2017-12-06,9643
2017-12-07,9675
2017-12-08,9634
2017-12-09,9672
2017-12-10,9670
2017-12-11,9679
2017-12-12,9678
2017-12-13,9687
2017-12-14,9673
2017-12-15,9672
2017-12-16,9668
2017-12-17,9600
2017-12-18,9595
2017-12-19,9640
2017-12-20,9637
2017-12-21,9638
2017-12-22,9592
2017-12-23,9606
2017-12-24,9646
2017-12-25,9656
2017-12-26,9661
2017-12-27,9605
2017-12-28,9597
2017-12-29,9633
2017-12-30,9598
2017-12-31,9561
2018-01-01,9542
2018-01-02,9470
2018-01-03,9557
2018-01-04,9578
2018-01-05,9601
2018-01-06,9570
2018-01-07,9590
2018-01-08,9599
2018-01-09,9609
2018-01-10,9591
2018-01-11,9531
2018-01-12,9591
2018-01-13,9569
2018-01-14,9542
2018-01-15,9601
2018-01-16,9584
2018-01-17,9599
2018-01-18,9563
2018-01-19,9583
2018-01-20,9559
2018-01-21,9591
2018-01-22,9599
2018-01-23,9628
2018-01-24,9640
2018-01-25,9632
2018-01-26,9639
2018-01-27,9582
2018-01-28,9597
2018-01-29,9632
2018-01-30,9624
2018-01-31,9596
2018-02-01,9623
2018-02-02,9628
2018-02-03,9596
2018-02-04,9611
2018-02-05,9629
2018-02-06,9629
2018-02-07,9661
2018-02-08,9662
2018-02-09,9653
2018-02-10,9456
2018-02-11,9479
2018-02-12,9581
2018-02-13,9571
2018-02-14,9564
2018-02-15,9582
2018-02-16,9581
2018-02-17,9584
2018-02-18,9574
2018-02-19,9522
2018-02-20,9544
2018-02-21,9580
2018-02-22,9583
2018-02-23,9598
2018-02-24,9566
2018-02-25,9576
2018-02-26,9568
2018-02-27,9614
2018-02-28,9629
2018-03-01,9636
2018-03-02,9638
2018-03-03,9633
2018-03-04,9606
2018-03-05,9641
2018-03-06,9669
2018-03-07,9651
2018-03-08,9654
2018-03-09,9609
2018-03-10,9630
2018-03-11,9579
2018-03-12,9631
2018-03-13,9629
2018-03-14,9608
2018-03-15,9544
2018-03-16,9594
2018-03-17,9616
2018-03-18,9635
2018-03-19,9641
2018-03-20,9667
2018-03-21,9664
2018-03-22,9562
2018-03-23,9607
2018-03-24,9645
2018-03-25,9624
2018-03-26,9631
2018-03-27,9644
2018-03-28,9654
2018-03-29,9652
2018-03-30,9643
2018-03-31,9625
2018-04-01,9608
2018-04-02,9632
2018-04-03,9645
2018-04-04,9674
2018-04-05,9649
2018-04-06,9644
2018-04-07,9657
2018-04-08,9650
2018-04-09,9641
2018-04-10,9642
2018-04-11,9649
2018-04-12,9668
2018-04-13,9667
2018-04-14,9635
2018-04-15,9655
2018-04-16,9642
2018-04-17,9652
2018-04-18,9588
2018-04-19,9648
2018-04-20,9629
2018-04-21,9617
2018-04-22,9607
2018-04-23,9610
2018-04-24,9626
2018-04-25,9639
2018-04-26,9639
2018-04-27,9642
2018-04-28,9638
2018-04-29,9593
2018-04-30,9612
2018-05-01,9613
2018-05-02,9661
2018-05-03,9664
2018-05-04,9662
2018-05-05,9653
2018-05-06,9621
2018-05-07,9658
2018-05-08,9585
2018-05-09,9632
2018-05-10,9587
2018-05-11,9494
2018-05-12,9558
2018-05-13,9556
2018-05-14,9587
2018-05-15,9565
2018-05-16,9611
2018-05-17,9576
2018-05-18,9606
2018-05-19,9634
2018-05-20,9642
2018-05-21,9647
2018-05-22,9562
2018-05-23,9633
2018-05-24,9631
2018-05-25,9631
2018-05-26,9596
2018-05-27,9633
2018-05-28,9645
2018-05-29,9645
2018-05-30,9567
2018-05-31,9594
2018-06-01,9628
2018-06-02,9634
2018-06-03,9547
2018-06-04,9537
2018-06-05,9618
2018-06-06,9643
2018-06-07,9628
2018-06-08,9611
2018-06-09,9602
2018-06-10,9597
2018-06-11,9582
2018-06-12,9579
2018-06-13,9576
2018-06-14,9563
2018-06-15,9582
2018-06-16,9491
2018-06-17,9528
2018-06-18,9565
2018-06-19,9590
2018-06-20,9590
2018-06-21,9612
2018-06-22,9584
2018-06-23,9476
2018-06-24,9582
2018-06-25,9610
2018-06-26,9609
2018-06-27,9630
2018-06-28,9632
2018-06-29,9632
2018-06-30,9641
2018-07-01,9620
2018-07-02,9636
2018-07-03,9632
2018-07-04,9637
2018-07-05,9639
2018-07-06,9641
2018-07-07,9645
2018-07-08,9598
2018-07-09,9561
2018-07-10,9558
2018-07-11,9587
2018-07-12,9597
2018-07-13,9593
2018-07-14,9624
2018-07-15,9609
2018-07-16,9551
2018-07-17,9607
2018-07-18,9616
2018-07-19,9616
2018-07-20,9614
2018-07-21,9617
2018-07-22,9635
2018-07-23,9617
2018-07-24,9611
2018-07-25,9553
2018-07-26,9583
2018-07-27,9595
2018-07-28,9552
2018-07-29,9508
2018-07-30,9438
2018-07-31,9548
2018-08-01,9513
2018-08-02,9530
2018-08-03,9550
2018-08-04,9529
2018-08-05,9522
2018-08-06,9536
2018-08-07,9567
2018-08-08,9554
2018-08-09,9553
2018-08-10,9566
2018-08-11,9509
2018-08-12,9503
2018-08-14,9547
2018-08-16,9559
2018-08-17,9555
2018-08-18,9535
2018-08-19,9535
2018-08-20,9552
2018-08-21,9566
2018-08-22,9571
2018-08-23,9482
2018-08-24,9557
2018-08-25,9563
2018-08-26,9582
2018-08-27,9588
2018-08-28,9574
2018-08-29,9525
2018-08-30,9542
2018-08-31,9489
2018-09-01,9526
2018-09-02,9542
2018-09-03,9536
2018-09-04,9579
2018-09-05,9549
2018-09-06,9572
2018-09-07,9583
2018-09-08,9560
2018-09-09,9523
2018-09-10,9521
2018-09-11,9551
2018-09-12,9560
2018-09-13,9596
2018-09-14,9592
2018-09-15,9609
2018-09-16,9615
2018-09-17,9622
2018-09-18,9625
2018-09-19,9616
2018-09-20,9618
2018-09-21,9628
2018-09-22,9626
2018-09-23,9587
2018-09-24,9615
2018-09-25,9636
2018-09-26,9619
2018-09-27,9617
2018-09-28,9587
2018-09-29,9457
2018-09-30,9412
2018-10-01,9477
2018-10-02,9497
2018-10-03,9544
2018-10-04,9569
2018-10-05,9587
2018-10-06,9582
2018-10-07,9585
2018-10-08,9568
2018-10-09,9565
2018-10-10,9566
2018-10-11,9594
2018-10-12,9555
2018-10-13,9559
2018-10-14,9588
2018-10-15,9605
2018-10-16,9624
2018-10-17,9619
2018-10-18,9593
2018-10-19,9604
2018-10-20,9600
2018-10-21,9554
2018-10-22,9570
2018-10-23,9596
2018-10-24,9596
2018-10-25,9582
2018-10-26,9570
2018-10-27,9592
2018-10-28,9594
2018-10-29,9604
2018-10-30,9611
2018-10-31,9603
2018-11-01,9578
2018-11-03,9588
2018-11-04,9603
2018-11-05,9587
2018-11-06,9610
2018-11-07,9621
2018-11-08,9617
2018-11-09,9641
2018-11-10,9644
2018-11-11,9543
2018-11-12,9587
2018-11-13,9594
2018-11-14,9574
2018-11-15,9576
2018-11-16,9524
2018-11-17,9567
2018-11-18,9552
2018-11-19,9539
2018-11-20,9562
2018-11-21,9572
2018-11-22,9588
2018-11-23,9605
2018-11-24,9602
2018-11-25,9580
2018-11-26,9647
2018-11-27,9618
2018-11-28,9629
2018-11-29,9643
2018-12-01,9599
2018-12-02,9616
2018-12-03,9624
2018-12-04,9636
2018-12-05,9641
2018-12-07,9614
2018-12-09,9572
2018-12-10,9614
2018-12-11,9611
2018-12-12,9633
2018-12-13,9625
2018-12-14,9615
2018-12-15,9592
2018-12-16,9618
2018-12-17,9623
2018-12-18,9631
2018-12-19,9619
2018-12-20,9612
2018-12-21,9636
2018-12-22,9604
2018-12-23,9602
2018-12-24,9611
2018-12-25,9582
2018-12-26,9584
2018-12-27,9596
2018-12-28,9577
2018-12-29,9598
2018-12-30,9603
2018-12-31,9610
2019-01-01,9598
2019-01-02,9601
2019-01-03,9551
2019-01-04,9573
2019-01-05,9602
2019-01-06,9613
2019-01-08,9603
2019-01-10,9589
2019-01-11,9596
2019-01-12,9543
2019-01-13,9578
2019-01-14,9591
2019-01-15,9588
2019-01-16,9583
2019-01-17,9568
2019-01-18,9599
2019-01-19,9604
2019-01-20,9555
2019-01-21,9606
2019-01-22,9594
2019-01-23,9590
2019-01-24,9589
2019-01-25,9590
2019-01-26,9605
2019-01-27,9616
2019-01-28,9592
2019-01-29,9590
2019-01-30,9616
2019-01-31,9623
2019-02-01,9606
2019-02-02,9558
2019-02-03,9597
2019-02-04,9611
2019-02-05,9615
2019-02-06,9620
2019-02-07,9565
2019-02-08,9590
2019-02-09,9565
2019-02-10,9567
2019-02-11,9575
2019-02-12,9594
2019-02-13,9602
2019-02-14,9609
2019-02-15,9619
2019-02-16,9611
2019-02-17,9593
2019-02-18,9580
2019-02-19,9606
2019-02-20,9608
2019-02-21,9625
2019-02-22,9625
2019-02-23,9622
2019-02-24,9625
2019-02-25,9632
2019-02-26,9644
2019-02-27,9651
2019-02-28,9636
2019-03-01,9618
2019-03-02,9649
2019-03-03,9629
2019-03-04,9637
2019-03-05,9635
2019-03-06,9643
2019-03-07,9646
2019-03-08,9622
2019-03-09,9639
2019-03-10,9594
2019-03-11,9631
2019-03-12,9642
2019-03-13,9636
2019-03-14,9638
2019-03-15,9638
