date_obj,Smoke%20battlestaff price
2016-03-11,2714776
2016-03-12,2718381
2016-03-13,2796523
2016-03-14,2820561
2016-03-15,2810100
2016-03-16,2814884
2016-03-17,2884569
2016-03-18,2870487
2016-03-19,2873142
2016-03-20,2881279
2016-03-21,2931584
2016-03-22,2921600
2016-03-23,2945747
2016-03-24,3037534
2016-03-25,3069686
2016-03-26,3082688
2016-03-27,3106194
2016-03-28,3083812
2016-03-29,3011320
2016-03-30,3011320
2016-03-31,2968100
2016-04-01,2966966
2016-04-02,2946214
2016-04-03,2929122
2016-04-04,2922157
2016-04-05,2920902
2016-04-06,2952986
2016-04-07,3009543
2016-04-08,3048533
2016-04-09,3118777
2016-04-10,3125435
2016-04-11,3125435
2016-04-12,3166943
2016-04-13,3125553
2016-04-14,3120322
2016-04-15,3201857
2016-04-16,3199189
2016-04-17,3143042
2016-04-18,3183971
2016-04-19,3229713
2016-04-20,3223201
2016-04-21,3245921
2016-04-22,3321836
2016-04-23,3301398
2016-04-24,3301764
2016-04-25,3273317
2016-04-26,3275894
2016-04-27,3269140
2016-04-28,3232021
2016-04-29,3240445
2016-04-30,3226977
2016-05-01,3198358
2016-05-02,3149460
2016-05-03,3006024
2016-05-04,2900996
2016-05-05,2793270
2016-05-06,2665059
2016-05-07,2539350
2016-05-08,2478766
2016-05-09,2450195
2016-05-10,2451840
2016-05-11,2417888
2016-05-12,2465863
2016-05-13,2506601
2016-05-14,2574370
2016-05-15,2604546
2016-05-16,2610194
2016-05-17,2679167
2016-05-18,2688847
2016-05-19,2805105
2016-05-22,2939674
2016-05-23,2954511
2016-05-24,2880915
2016-05-25,2896075
2016-05-26,2785207
2016-05-27,2794590
2016-05-28,2730886
2016-05-29,2699116
2016-05-30,2681479
2016-05-31,2574460
2016-06-01,2600707
2016-06-02,2647721
2016-06-03,2628894
2016-06-04,2669160
2016-06-05,2674514
2016-06-06,2723072
2016-06-07,2784089
2016-06-08,2799267
2016-06-09,2814268
2016-06-10,2798478
2016-06-11,2780759
2016-06-12,2823185
2016-06-13,2838995
2016-06-14,2856180
2016-06-15,2852640
2016-06-16,2831388
2016-06-17,2863803
2016-06-18,2884919
2016-06-19,2911803
2016-06-20,2981740
2016-06-21,3090057
2016-06-22,3076073
2016-06-23,3069253
2016-06-24,3084834
2016-06-25,3039089
2016-06-26,3029170
2016-06-27,2999499
2016-06-28,2970742
2016-06-29,3096539
2016-06-30,3107187
2016-07-01,3141357
2016-07-02,3298425
2016-07-03,3377194
2016-07-04,3467942
2016-07-05,3452697
2016-07-06,3365326
2016-07-07,3348604
2016-07-08,3321017
2016-07-09,3328731
2016-07-10,3290880
2016-07-11,3194745
2016-07-12,3183751
2016-07-13,3174019
2016-07-14,3142249
2016-07-15,3107181
2016-07-16,3076939
2016-07-17,2925548
2016-07-18,2932980
2016-07-24,2879032
2016-07-25,2862678
2016-07-26,2858741
2016-07-27,2899208
2016-07-28,2907896
2016-07-29,2915040
2016-07-30,2978374
2016-07-31,2994448
2016-08-01,2969816
2016-08-02,2954216
2016-08-03,2899389
2016-08-04,2827794
2016-08-05,2826649
2016-08-06,2828988
2016-08-07,2836987
2016-08-08,2815633
2016-08-09,2811535
2016-08-10,2811532
2016-08-11,2795469
2016-08-12,2779923
2016-08-13,2735015
2016-08-14,2708907
2016-08-15,2711434
2016-08-16,2666164
2016-08-17,2665333
2016-08-18,2559452
2016-08-19,2611605
2016-08-20,2557747
2016-08-21,2455176
2016-08-22,2465051
2016-08-23,2423807
2016-08-24,2444986
2016-08-25,2412484
2016-08-26,2412484
2016-08-28,2250995
2016-08-31,2191289
2016-09-01,2190099
2016-09-02,2190099
2016-09-03,2182163
2016-09-04,2192897
2016-09-05,2252926
2016-09-06,2315928
2016-09-07,2431725
2016-09-08,2484114
2016-09-09,2488579
2016-09-10,2563965
2016-09-11,2691813
2016-09-12,2692463
2016-09-13,2764202
2016-09-14,2743176
2016-09-15,2694171
2016-09-16,2694787
2016-09-17,2715518
2016-09-18,2830647
2016-09-19,2956571
2016-09-20,2952510
2016-09-21,2937422
2016-09-22,2864425
2016-09-23,2858067
2016-09-24,2858067
2016-09-25,2878504
2016-09-26,2947225
2016-09-27,3074759
2016-09-28,3108618
2016-09-29,3114666
2016-09-30,3050646
2016-10-01,3110757
2016-10-02,3119252
2016-10-03,3113356
2016-10-04,3059121
2016-10-05,3062469
2016-10-06,3160282
2016-10-07,3151044
2016-10-08,3257339
2016-10-09,3331284
2016-10-11,3301642
2016-10-12,3240305
2016-10-13,3212268
2016-10-14,3158781
2016-10-15,3113107
2016-10-16,3153864
2016-10-17,3140028
2016-10-18,3154428
2016-10-19,3164409
2016-10-20,3188911
2016-10-21,3206998
2016-10-22,3204036
2016-10-23,3180054
2016-10-24,3164305
2016-10-25,3144455
2016-10-26,3121831
2016-10-27,2995637
2016-10-28,2916168
2016-10-29,2821181
2016-10-30,2789206
2016-10-31,2662833
2016-11-01,2662833
2016-11-02,2667394
2016-11-03,2747720
2016-11-04,2819599
2016-11-05,2775002
2016-11-06,2864585
2016-11-07,2823142
2016-11-08,2818720
2016-11-09,2803759
2016-11-10,2714545
2016-11-11,2639537
2016-11-12,2565087
2016-11-13,2508111
2016-11-14,2546930
2016-12-08,2979884
2016-12-09,2967040
2016-12-10,2942520
2016-12-11,2944670
2016-12-12,2952529
2016-12-13,2953267
2016-12-14,2969418
2016-12-15,3002014
2016-12-16,3027340
2016-12-17,2990632
2016-12-18,2988400
2016-12-19,2985228
2016-12-20,3010618
2016-12-21,3078330
2016-12-22,3077645
2016-12-23,3147089
2016-12-24,3165414
2016-12-25,3212477
2016-12-26,3193020
2016-12-27,3158663
2016-12-28,3174504
2016-12-29,3226589
2016-12-30,3332209
2016-12-31,3279490
2017-01-01,3291507
2017-01-02,3351586
2017-01-03,3400130
2017-01-04,3373242
2017-01-05,3204579
2017-01-06,3047285
2017-01-07,2929521
2017-01-08,2863727
2017-01-09,2788796
2017-01-10,2781166
2017-01-11,2855684
2017-01-12,2887867
2017-01-13,2963325
2017-01-14,2917080
2017-01-15,2925633
2017-01-16,2871961
2017-01-17,2899770
2017-01-18,2943393
2017-01-19,2996888
2017-01-20,3059074
2017-01-21,3044675
2017-01-22,3068149
2017-01-27,3075976
2017-01-28,3062151
2017-01-29,3044676
2017-01-30,2988129
2017-01-31,2947516
2017-02-01,2964206
2017-02-02,2960665
2017-02-03,2938763
2017-02-04,2935539
2017-02-05,2963020
2017-02-06,3015041
2017-02-07,3042973
2017-02-08,3070745
2017-02-09,3072322
2017-02-10,3078170
2017-02-11,3012067
2017-02-12,3018094
2017-02-13,3011815
2017-02-14,3021920
2017-02-15,3039021
2017-02-16,2991698
2017-02-18,2945064
2017-02-19,2890192
2017-02-20,2876961
2017-02-21,2858377
2017-02-22,2866430
2017-02-23,2785470
2017-02-24,2768832
2017-02-25,2683329
2017-02-26,2674006
2017-02-27,2659134
2017-02-28,2676928
2017-03-01,2675086
2017-03-02,2679869
2017-03-03,2685195
2017-03-04,2686637
2017-03-05,2689249
2017-03-06,2733794
2017-03-07,2760860
2017-03-08,2793685
2017-03-09,2784678
2017-03-10,2784711
2017-03-11,2752409
2017-03-12,2772819
2017-03-13,2750948
2017-03-14,2748954
2017-03-15,2754984
2017-03-16,2744316
2017-03-17,2739030
2017-03-18,2720579
2017-03-19,2709112
2017-03-20,2710186
2017-03-21,2722966
2017-03-22,2730888
2017-03-23,2775000
2017-03-24,2819573
2017-03-25,2915869
2017-03-26,2935726
2017-03-27,2950112
2017-03-28,2953661
2017-03-29,2998442
2017-03-30,2979559
2017-03-31,3010182
2017-04-01,3068971
2017-04-02,3084692
2017-04-03,3093453
2017-04-04,3123341
2017-04-12,3144396
2017-04-13,3113680
2017-04-14,2959417
2017-04-15,2874510
2017-04-16,2882382
2017-04-17,2930188
2017-04-18,2970362
2017-04-19,2982004
2017-04-20,2973994
2017-04-21,2987581
2017-04-22,2996817
2017-04-23,2987221
2017-04-24,3017193
2017-04-25,3042023
2017-04-26,3036459
2017-04-27,3092748
2017-04-28,2990380
2017-04-29,2976098
2017-04-30,2949668
2017-05-01,2976386
2017-05-02,2972222
2017-05-03,2964545
2017-05-04,2949356
2017-05-05,2907196
2017-05-06,2906044
2017-05-07,2909968
2017-05-08,2891734
2017-05-09,2850803
2017-05-10,2794112
2017-05-11,2800460
2017-05-12,2732832
2017-05-13,2670588
2017-05-14,2657461
2017-05-15,2625815
2017-05-16,2614817
2017-05-17,2591991
2017-05-18,2510058
2017-05-19,2542909
2017-05-20,2497148
2017-05-21,2491214
2017-05-22,2479186
2017-05-23,2437777
2017-05-24,2365790
2017-05-25,2264593
2017-05-26,2155302
2017-05-27,2087764
2017-05-28,2066196
2017-05-29,2057665
2017-05-30,2116132
2017-05-31,2121183
2017-06-01,2036668
2017-06-02,1955188
2017-06-03,1941420
2017-06-06,1888385
2017-06-07,1892883
2017-06-08,1868647
2017-06-09,1904293
2017-06-10,1898883
2017-06-11,1845974
2017-06-12,1848224
2017-06-13,1872484
2017-06-14,1924440
2017-06-15,1895703
2017-06-16,1910183
2017-06-17,2001814
2017-06-18,2061250
2017-06-19,2061250
2017-06-20,2077629
2017-06-21,2083186
2017-06-22,2102933
2017-06-23,2087652
2017-06-24,2111282
2017-06-25,2096588
2017-06-26,2123631
2017-06-27,2190424
2017-06-28,2211710
2017-06-29,2296548
2017-06-30,2296781
2017-07-01,2348454
2017-07-02,2338536
2017-07-03,2373405
2017-07-04,2368869
2017-07-05,2346448
2017-07-06,2323627
2017-07-07,2414616
2017-07-08,2347963
2017-07-13,2394337
2017-07-14,2415604
2017-07-15,2467122
2017-07-16,2464303
2017-07-17,2383651
2017-07-18,2393089
2017-07-19,2334181
2017-07-20,2262959
2017-07-21,2214870
2017-07-22,2134419
2017-07-23,2162327
2017-07-24,2212401
2017-07-25,2251515
2017-07-26,2357080
2017-07-27,2423595
2017-07-28,2415721
2017-07-29,2391138
2017-07-30,2293882
2017-07-31,2189314
2017-08-01,2152775
2017-08-02,2184297
2017-08-03,2213408
2017-08-04,2273460
2017-08-05,2274182
2017-08-06,2243803
2017-08-09,2206468
2017-08-10,2182417
2017-08-11,2164995
2017-08-12,2143576
2017-08-13,2118841
2017-08-14,2093615
2017-08-15,2129076
2017-08-17,2126560
2017-08-18,2142014
2017-08-19,2123567
2017-08-20,2111299
2017-08-21,2081968
2017-08-22,2056696
2017-08-23,2029828
2017-08-24,1977391
2017-08-25,1950261
2017-08-26,1887728
2017-08-27,1879589
2017-08-28,1927940
2017-08-29,1972386
2017-08-30,2009932
2017-08-31,1957778
2017-09-01,1907549
2017-09-02,1898861
2017-09-03,1902821
2017-09-04,1936123
2017-09-05,1893906
2017-09-06,1874645
2017-09-07,1858339
2017-09-08,1852801
2017-09-09,1928800
2017-09-10,1966093
2017-09-11,2026252
2017-09-12,2076920
2017-09-13,2089850
2017-09-14,2079313
2017-09-15,2083154
2017-09-16,2079869
2017-09-17,2064638
2017-09-19,2045897
2017-09-20,2073810
2017-09-21,2108778
2017-09-22,2096625
2017-09-23,2102778
2017-09-24,2103300
2017-09-25,2191980
2017-09-26,2220894
2017-09-27,2229227
2017-09-28,2326111
2017-09-29,2398732
2017-09-30,2409590
2017-10-01,2479160
2017-10-02,2444653
2017-10-03,2401036
2017-10-04,2363766
2017-10-05,2337053
2017-10-06,2329642
2017-10-07,2340287
2017-10-08,2372830
2017-10-09,2351755
2017-10-10,2322981
2017-10-11,2259882
2017-10-12,2282613
2017-10-13,2271919
2017-10-14,2235134
2017-10-15,2200525
2017-10-16,2144273
2017-10-17,2135237
2017-10-18,2082216
2017-10-19,2098254
2017-10-20,2089768
2017-10-21,2067339
2017-10-22,2044965
2017-10-23,2024572
2017-10-24,2028677
2017-10-25,2105774
2017-10-26,2104696
2017-10-27,2081603
2017-10-28,2081603
2017-10-29,2055452
2017-10-30,2060252
2017-10-31,2046286
2017-11-01,2041063
2017-11-02,2053499
2017-11-03,2045557
2017-11-04,2050475
2017-11-05,2073711
2017-11-06,2100408
2017-11-07,2097086
2017-11-08,2066075
2017-11-09,2062505
2017-11-10,2062334
2017-11-11,2049640
2017-11-12,2044258
2017-11-13,2069738
2017-11-14,2076257
2017-11-15,2077568
2017-11-16,2083231
2017-11-17,2087448
2017-11-18,2047026
2017-11-19,2026778
2017-11-20,2018735
2017-11-21,2005550
2017-11-22,2009864
2017-11-23,1986441
2017-11-24,1969398
2017-11-25,1984680
2017-11-26,1988277
2017-11-27,1988277
2017-11-28,1968102
2017-11-29,1978387
2017-11-30,1948316
2017-12-01,1950604
2017-12-02,1979578
2017-12-03,1980058
2017-12-04,2004894
2017-12-05,2046565
2017-12-06,2018346
2017-12-07,2045594
2017-12-08,2026699
2017-12-09,2034017
2017-12-10,2076748
2017-12-11,2103305
2017-12-12,2123381
2017-12-13,2096956
2017-12-14,2138934
2017-12-15,2160247
2017-12-16,2136323
2017-12-17,2162801
2017-12-18,2243364
2017-12-19,2284096
2017-12-20,2303030
2017-12-21,2302494
2017-12-22,2286145
2017-12-23,2271690
2017-12-24,2254245
2017-12-25,2245200
2017-12-26,2232255
2017-12-27,2230374
2017-12-28,2280285
2017-12-29,2277780
2017-12-30,2359321
2017-12-31,2443589
2018-01-01,2456090
2018-01-02,2369119
2018-01-03,2387259
2018-01-04,2298936
2018-01-05,2248930
2018-01-06,2191923
2018-01-07,2156910
2018-01-08,2111277
2018-01-09,2029844
2018-01-10,2038993
2018-01-11,2034422
2018-01-12,2115311
2018-01-13,2141097
2018-01-14,2216876
2018-01-15,2283298
2018-01-16,2338516
2018-01-17,2422939
2018-01-18,2410820
2018-01-19,2454051
2018-01-20,2566918
2018-01-21,2522770
2018-01-22,2543462
2018-01-23,2471916
2018-01-24,2399652
2018-01-25,2378052
2018-01-26,2382680
2018-01-27,2372634
2018-01-28,2396126
2018-01-29,2417511
2018-01-30,2451702
2018-01-31,2453468
2018-02-01,2406747
2018-02-02,2375892
2018-02-04,2364452
2018-02-05,2345710
2018-02-06,2333282
2018-02-07,2328727
2018-02-08,2349987
2018-02-09,2329520
2018-02-10,2348482
2018-02-11,2351073
2018-02-12,2340641
2018-02-13,2354469
2018-02-14,2390947
2018-02-15,2492049
2018-02-16,2454715
2018-02-17,2440909
2018-02-18,2490473
2018-02-19,2598264
2018-02-20,2692384
2018-02-21,2792878
2018-02-22,2919733
2018-02-23,2962727
2018-02-24,2970120
2018-02-25,3010136
2018-02-26,2969516
2018-02-27,2956561
2018-02-28,2988205
2018-03-01,2876325
2018-03-02,2879102
2018-03-03,2871955
2018-03-04,2840325
2018-03-05,2796975
2018-03-06,2726302
2018-03-07,2658706
2018-03-08,2585614
2018-03-09,2563186
2018-03-10,2554066
2018-03-11,2541520
2018-03-12,2536414
2018-03-13,2525295
2018-03-14,2551955
2018-03-15,2564366
2018-03-16,2564327
2018-03-17,2597231
2018-03-18,2660422
2018-03-19,2665487
2018-03-20,2664885
2018-03-21,2707086
2018-03-23,2682135
2018-03-24,2690749
2018-03-26,2677366
2018-03-27,2679638
2018-03-28,2685888
2018-03-29,2708346
2018-03-30,2784785
2018-03-31,2783489
2018-04-01,2800264
2018-04-02,2881334
2018-04-03,2890169
2018-04-04,2875334
2018-04-05,2885803
2018-04-06,2955845
2018-04-08,2890817
2018-04-09,2883055
2018-04-10,2874171
2018-04-11,2865971
2018-04-12,2832244
2018-04-13,2798416
2018-04-14,2807497
2018-04-16,2791437
2018-04-17,2827353
2018-04-18,2799709
2018-04-19,2809606
2018-04-20,2826961
2018-04-21,2823115
2018-04-22,2828999
2018-04-23,2833739
2018-04-24,2847830
2018-04-25,2830815
2018-04-26,2825545
2018-04-27,2821807
2018-04-28,2812836
2018-04-29,2840846
2018-04-30,2921079
2018-05-01,2993817
2018-05-02,2994677
2018-05-03,2971821
2018-05-04,2937166
2018-05-05,2922133
2018-05-06,2953975
2018-05-07,2940105
2018-05-08,2898258
2018-05-09,2862749
2018-05-10,2790389
2018-05-11,2762085
2018-05-12,2698314
2018-05-13,2685499
2018-05-14,2688182
2018-05-15,2689336
2018-05-16,2676529
2018-05-17,2640044
2018-05-18,2631174
2018-05-19,2682751
2018-05-20,2709316
2018-05-21,2704235
2018-05-22,2718765
2018-05-23,2794457
2018-05-24,2832090
2018-05-25,2829099
2018-05-26,2953217
2018-05-27,2982604
2018-05-28,3017442
2018-05-29,3023627
2018-05-30,3038731
2018-05-31,3118376
2018-06-01,3103499
2018-06-02,3107872
2018-06-03,3082025
2018-06-04,3070572
2018-06-05,3064918
2018-06-06,2995488
2018-06-07,2853460
2018-06-08,2710793
2018-06-09,2621009
2018-06-10,2547151
2018-06-11,2492117
2018-06-12,2410199
2018-06-13,2312359
2018-06-14,2294059
2018-06-15,2288063
2018-06-16,2352938
2018-06-17,2336772
2018-06-18,2377719
2018-06-19,2405319
2018-06-20,2409384
2018-06-21,2407145
2018-06-22,2379230
2018-06-23,2373077
2018-06-24,2371103
2018-06-25,2392536
2018-06-26,2448658
2018-06-27,2459211
2018-06-28,2504420
2018-06-29,2594467
2018-06-30,2672847
2018-07-01,2750746
2018-07-02,2815510
2018-07-03,2800709
2018-07-04,2800754
2018-07-05,2797474
2018-07-06,2759724
2018-07-07,2797801
2018-07-08,2801263
2018-07-09,2821141
2018-07-10,2858952
2018-07-11,2945848
2018-07-12,2896456
2018-07-13,2890428
2018-07-14,2875651
2018-07-15,2864953
2018-07-16,2853090
2018-07-17,2793493
2018-07-18,2764776
2018-07-19,2739584
2018-07-20,2723473
2018-07-21,2693856
2018-07-22,2696812
2018-07-23,2718893
2018-07-24,2728520
2018-07-25,2719414
2018-07-26,2676764
2018-07-27,2639097
2018-07-28,2630695
2018-07-29,2623026
2018-07-30,2631267
2018-07-31,2690145
2018-08-01,2684445
2018-08-02,2683911
2018-08-03,2723143
2018-08-04,2755302
2018-08-05,2823404
2018-08-06,2864005
2018-08-07,2897553
2018-08-08,2960123
2018-08-09,3024116
2018-08-10,3058589
2018-08-11,3029380
2018-08-12,3010454
2018-08-14,2944345
2018-08-16,2791659
2018-08-17,2755892
2018-08-18,2857509
2018-08-19,2849132
2018-08-20,2805928
2018-08-21,2795731
2018-08-22,2844729
2018-08-23,2923272
2018-08-24,2972669
2018-08-25,2942563
2018-08-26,2928216
2018-08-27,2923245
2018-08-28,2937492
2018-08-29,2959113
2018-08-30,2974945
2018-08-31,3042881
2018-09-01,3130806
2018-09-02,3154944
2018-09-03,3215781
2018-09-04,3299374
2018-09-05,3296412
2018-09-06,3314149
2018-09-07,3321953
2018-09-08,3309774
2018-09-09,3320686
2018-09-10,3308926
2018-09-11,3294594
2018-09-12,3250765
2018-09-13,3220524
2018-09-14,3139410
2018-09-15,3053853
2018-09-16,3086131
2018-09-17,3112269
2018-09-18,3167288
2018-09-19,3108458
2018-09-20,3112407
2018-09-21,3114056
2018-09-22,3081617
2018-09-23,3129063
2018-09-24,3121101
2018-09-25,3107624
2018-09-26,3079070
2018-09-27,3064452
2018-09-28,3052048
2018-09-29,3073161
2018-09-30,3073983
2018-10-02,3076534
2018-10-03,3034521
2018-10-04,2988762
2018-10-05,2982662
2018-10-06,2956970
2018-10-07,2962210
2018-10-08,2982209
2018-10-09,2965855
2018-10-10,2940501
2018-10-11,2917616
2018-10-12,2906807
2018-10-13,2889443
2018-10-14,2883237
2018-10-15,2880072
2018-10-16,2868713
2018-10-17,2876386
2018-10-18,2884747
2018-10-19,2873725
2018-10-20,2887665
2018-10-21,2858477
2018-10-22,2828682
2018-10-23,2804747
2018-10-24,2784704
2018-10-25,2781251
2018-10-26,2777747
2018-10-27,2770945
2018-10-28,2754987
2018-10-29,2740185
2018-10-30,2719854
2018-10-31,2750542
2018-11-01,2764781
2018-11-03,2892326
2018-11-04,2950356
2018-11-05,3023803
2018-11-06,3155887
2018-11-07,3267712
2018-11-08,3368032
2018-11-09,3496730
2018-11-10,3650056
2018-11-11,3776360
2018-11-12,3937343
2018-11-13,3945222
2018-11-14,3945162
2018-11-15,3909474
2018-11-16,3868612
2018-11-17,3838155
2018-11-18,3798235
2018-11-19,3790686
2018-11-20,3836744
2018-11-21,3799549
2018-11-22,3713958
2018-11-23,3699452
2018-11-24,3682327
2018-11-25,3813475
