date_obj,Wooden%20shield price
2015-07-27,176
2015-07-28,169
2015-07-29,160
2015-07-30,155
2015-07-31,155
2015-08-01,151
2015-08-02,150
2015-08-03,150
2015-08-04,150
2015-08-05,148
2015-08-06,142
2015-08-07,142
2015-08-08,137
2015-08-09,137
2015-08-10,141
2015-08-11,141
2015-08-12,141
2015-08-13,149
2015-08-14,156
2015-08-15,156
2015-08-16,164
2015-08-17,173
2015-08-18,173
2015-08-19,181
2015-08-20,181
2015-08-21,188
2015-08-22,198
2015-08-23,198
2015-08-24,208
2015-08-25,208
2015-08-26,219
2015-08-27,230
2015-08-28,230
2015-08-29,237
2015-08-30,237
2015-08-31,244
2015-09-01,252
2015-09-02,252
2015-09-03,265
2015-09-04,271
2015-09-05,271
2015-09-06,283
2015-09-07,298
2015-09-08,298
2015-09-09,305
2015-09-10,305
2015-09-11,309
2015-09-12,309
2015-09-13,317
2015-09-14,317
2015-09-15,326
2015-09-16,326
2015-09-17,339
2015-09-18,339
2015-09-19,346
2015-09-20,346
2015-09-21,350
2015-09-22,367
2015-09-23,361
2015-09-24,361
2015-09-25,361
2015-09-27,353
2015-09-28,342
2015-09-29,342
2015-09-30,328
2015-10-05,307
2015-10-06,303
2015-10-07,303
2015-10-08,290
2015-10-09,280
2015-10-10,280
2015-10-11,281
2015-10-12,281
2015-10-13,273
2015-10-14,273
2015-10-15,267
2015-10-16,264
2015-10-17,264
2015-10-18,267
2015-10-19,281
2015-10-20,281
2015-10-22,290
2015-10-23,284
2015-10-24,284
2015-10-25,274
2015-10-26,261
2015-10-27,261
2015-10-29,270
2015-10-30,275
2015-10-31,283
2015-11-01,283
2015-11-02,286
2015-11-03,286
2015-11-05,312
2015-11-06,312
2015-11-07,305
2015-11-08,305
2015-11-09,311
2015-11-10,311
2015-11-11,310
2015-11-12,310
2015-11-13,314
2015-11-14,314
2015-11-15,315
2015-11-16,315
2015-11-17,313
2015-11-18,313
2015-11-19,307
2015-11-20,302
2015-11-21,302
2015-11-22,291
2015-11-23,291
2015-11-24,285
2015-11-25,286
2015-11-26,286
2015-11-27,286
2015-11-28,278
2015-11-29,272
2015-11-30,259
2015-12-01,259
2015-12-02,258
2015-12-03,258
2015-12-04,258
2015-12-05,264
2015-12-06,261
2015-12-07,261
2015-12-08,267
2015-12-09,267
2015-12-10,267
2015-12-11,270
2015-12-13,283
2015-12-14,283
2015-12-15,289
2015-12-16,291
2015-12-17,291
2015-12-18,291
2015-12-19,291
2015-12-20,300
2015-12-21,300
2015-12-22,297
2015-12-23,291
2015-12-24,291
2015-12-25,291
2015-12-26,281
2015-12-27,275
2015-12-28,275
2015-12-29,274
2015-12-30,282
2015-12-31,282
2016-01-01,287
2016-01-02,287
2016-01-03,288
2016-01-04,294
2016-01-05,304
2016-01-06,303
2016-01-07,303
2016-01-08,287
2016-01-09,273
2016-01-10,259
2016-01-11,258
2016-01-12,245
2016-01-13,233
2016-01-14,221
2016-01-15,210
2016-01-16,199
2016-01-17,189
2016-01-18,179
2016-01-19,179
2016-01-20,170
2016-01-21,170
2016-01-22,167
2016-01-23,165
2016-01-24,162
2016-01-25,161
2016-01-26,161
2016-01-27,161
2016-01-28,161
2016-01-29,165
2016-01-30,165
2016-01-31,166
2016-02-01,167
2016-02-02,167
2016-02-03,167
2016-02-04,167
2016-02-05,164
2016-02-06,166
2016-02-07,166
2016-02-08,166
2016-02-09,166
2016-02-10,163
2016-02-11,163
2016-02-12,164
2016-02-13,162
2016-02-14,162
2016-02-15,157
2016-02-16,153
2016-02-17,148
2016-02-18,148
2016-02-19,141
2016-02-20,147
2016-02-21,152
2016-02-22,152
2016-02-23,153
2016-02-24,155
2016-02-25,152
2016-02-26,152
2016-02-27,149
2016-02-28,149
2016-02-29,144
2016-03-01,150
2016-03-02,150
2016-03-03,152
2016-03-04,154
2016-03-05,153
2016-03-06,157
2016-03-07,157
2016-03-08,164
2016-03-09,171
2016-03-10,178
2016-03-11,178
2016-03-12,180
2016-03-13,180
2016-03-14,186
2016-03-15,193
2016-03-16,202
2016-03-17,213
2016-03-18,224
2016-03-19,230
2016-03-20,225
2016-03-21,225
2016-03-22,217
2016-03-23,208
2016-03-24,204
2016-03-25,205
2016-03-26,209
2016-03-27,213
2016-03-28,216
2016-03-29,222
2016-03-30,222
2016-03-31,221
2016-04-01,226
2016-04-02,232
2016-04-03,238
2016-04-04,241
2016-04-05,252
2016-04-06,248
2016-04-07,245
2016-04-08,246
2016-04-09,247
2016-04-10,242
2016-04-11,242
2016-04-12,239
2016-04-13,235
2016-04-14,243
2016-04-15,253
2016-04-16,266
2016-04-17,280
2016-04-18,294
2016-04-19,301
2016-04-20,306
2016-04-21,305
2016-04-22,305
2016-04-23,308
2016-04-24,305
2016-04-25,301
2016-04-26,289
2016-04-27,301
2016-04-28,306
2016-04-29,304
2016-04-30,302
2016-05-01,306
2016-05-02,314
2016-05-03,306
2016-05-04,304
2016-05-05,303
2016-05-06,303
2016-05-07,301
2016-05-08,301
2016-05-09,289
2016-05-10,296
2016-05-11,296
2016-05-12,302
2016-05-13,315
2016-05-14,317
2016-05-15,314
2016-05-16,320
2016-05-17,315
2016-05-18,306
2016-05-19,305
2016-05-22,310
2016-05-23,306
2016-05-24,307
2016-05-25,307
2016-05-26,303
2016-05-27,307
2016-05-28,307
2016-05-29,312
2016-05-30,312
2016-05-31,314
2016-06-01,307
2016-06-02,301
2016-06-03,290
2016-06-04,289
2016-06-05,292
2016-06-06,297
2016-06-07,297
2016-06-08,297
2016-06-09,304
2016-06-10,310
2016-06-11,307
2016-06-12,309
2016-06-13,302
2016-06-14,296
2016-06-15,296
2016-06-16,289
2016-06-17,294
2016-06-18,281
2016-06-19,276
2016-06-20,278
2016-06-21,278
2016-06-22,276
2016-06-23,273
2016-06-24,277
2016-06-25,276
2016-06-26,272
2016-06-27,276
2016-06-28,285
2016-06-29,277
2016-06-30,271
2016-07-01,264
2016-07-02,252
2016-07-03,244
2016-07-04,243
2016-07-05,249
2016-07-06,258
2016-07-07,265
2016-07-08,274
2016-07-09,280
2016-07-10,282
2016-07-11,279
2016-07-12,283
2016-07-13,286
2016-07-14,294
2016-07-15,286
2016-07-16,293
2016-07-17,305
2016-07-18,305
2016-07-24,325
2016-07-25,331
2016-07-26,331
2016-07-27,318
2016-07-28,318
2016-07-29,302
2016-07-30,286
2016-07-31,286
2016-08-01,284
2016-08-02,282
2016-08-03,269
2016-08-04,269
2016-08-05,258
2016-08-06,246
2016-08-07,233
2016-08-08,233
2016-08-09,229
2016-08-10,237
2016-08-11,237
2016-08-12,245
2016-08-13,245
2016-08-14,248
2016-08-15,241
2016-08-16,251
2016-08-17,251
2016-08-18,254
2016-08-19,260
2016-08-20,261
2016-08-21,261
2016-08-22,255
2016-08-23,246
2016-08-24,246
2016-08-25,245
2016-08-26,245
2016-08-28,246
2016-08-31,247
2016-09-01,250
2016-09-02,250
2016-09-03,245
2016-09-04,242
2016-09-05,240
2016-09-06,233
2016-09-07,233
2016-09-08,226
2016-09-09,226
2016-09-10,233
2016-09-11,233
2016-09-12,232
2016-09-13,229
2016-09-14,229
2016-09-15,225
2016-09-16,225
2016-09-17,225
2016-09-18,225
2016-09-19,226
2016-09-20,226
2016-09-21,226
2016-09-22,228
2016-09-23,228
2016-09-24,227
2016-09-25,226
2016-09-26,226
2016-09-27,225
2016-09-28,229
2016-09-29,229
2016-09-30,229
2016-10-01,235
2016-10-02,235
2016-10-03,233
2016-10-04,221
2016-10-05,209
2016-10-06,198
2016-10-07,198
2016-10-08,190
2016-10-09,190
2016-10-10,183
2016-10-11,182
2016-10-12,182
2016-10-13,172
2016-10-14,163
2016-10-15,154
2016-10-16,154
2016-10-17,146
2016-10-18,138
2016-10-19,132
2016-10-20,132
2016-10-21,126
2016-10-22,126
2016-10-23,123
2016-10-24,123
2016-10-25,123
2016-10-26,120
2016-10-27,120
2016-10-28,114
2016-10-29,109
2016-10-30,109
2016-10-31,103
2016-11-01,103
2016-11-02,102
2016-11-03,102
2016-11-04,100
2016-11-05,100
2016-11-06,105
2016-11-07,105
2016-11-08,109
2016-11-09,114
2016-11-10,120
2016-11-11,120
2016-11-12,126
2016-11-13,126
2016-11-14,133
2016-12-08,221
2016-12-09,216
2016-12-10,216
2016-12-11,208
2016-12-12,203
2016-12-13,196
2016-12-14,186
2016-12-15,186
2016-12-16,179
2016-12-17,174
2016-12-18,174
2016-12-19,171
2016-12-20,173
2016-12-21,178
2016-12-22,178
2016-12-23,180
2016-12-24,180
2016-12-25,181
2016-12-26,176
2016-12-27,169
2016-12-28,160
2016-12-29,153
2016-12-30,153
2016-12-31,156
2017-01-01,160
2017-01-02,161
2017-01-03,161
2017-01-04,163
2017-01-05,163
2017-01-06,171
2017-01-07,178
2017-01-08,174
2017-01-09,169
2017-01-10,172
2017-01-11,179
2017-01-12,172
2017-01-13,172
2017-01-14,168
2017-01-15,172
2017-01-16,180
2017-01-17,185
2017-01-18,194
2017-01-19,194
2017-01-20,199
2017-01-21,204
2017-01-22,211
2017-01-27,214
2017-01-28,208
2017-01-29,201
2017-01-30,201
2017-01-31,197
2017-02-01,194
2017-02-02,189
2017-02-03,193
2017-02-04,190
2017-02-05,187
2017-02-06,192
2017-02-07,202
2017-02-08,207
2017-02-09,207
2017-02-10,204
2017-02-11,204
2017-02-12,204
2017-02-13,206
2017-02-14,208
2017-02-15,208
2017-02-16,216
2017-02-18,214
2017-02-19,221
2017-02-20,217
2017-02-21,208
2017-02-22,208
2017-02-23,208
2017-02-24,208
2017-02-25,211
2017-02-26,212
2017-02-27,215
2017-02-28,215
2017-03-01,209
2017-03-02,213
2017-03-03,213
2017-03-04,212
2017-03-05,209
2017-03-06,210
2017-03-07,211
2017-03-08,211
2017-03-09,203
2017-03-10,200
2017-03-11,195
2017-03-12,197
2017-03-13,199
2017-03-14,202
2017-03-15,203
2017-03-16,200
2017-03-17,204
2017-03-18,209
2017-03-19,205
2017-03-20,201
2017-03-21,198
2017-03-22,201
2017-03-23,191
2017-03-24,183
2017-03-25,183
2017-03-26,173
2017-03-27,164
2017-03-28,164
2017-03-29,159
2017-03-30,160
2017-03-31,159
2017-04-01,157
2017-04-02,153
2017-04-03,157
2017-04-04,162
2017-04-12,142
2017-04-13,143
2017-04-14,135
2017-04-15,139
2017-04-16,146
2017-04-17,153
2017-04-18,152
2017-04-19,152
2017-04-20,160
2017-04-21,168
2017-04-22,168
2017-04-23,177
2017-04-24,180
2017-04-25,187
2017-04-26,187
2017-04-27,185
2017-04-28,194
2017-04-29,203
2017-04-30,207
2017-05-01,204
2017-05-02,202
2017-05-03,201
2017-05-04,201
2017-05-05,201
2017-05-06,201
2017-05-07,198
2017-05-08,191
2017-05-09,189
2017-05-10,182
2017-05-11,182
2017-05-12,190
2017-05-13,193
2017-05-14,193
2017-05-15,196
2017-05-16,196
2017-05-17,196
2017-05-18,194
2017-05-19,194
2017-05-20,186
2017-05-21,186
2017-05-22,189
2017-05-23,186
2017-05-24,190
2017-05-25,190
2017-05-26,184
2017-05-27,175
2017-05-28,175
2017-05-29,169
2017-05-30,164
2017-05-31,164
2017-06-01,162
2017-06-02,155
2017-06-03,155
2017-06-06,151
2017-06-07,148
2017-06-08,148
2017-06-09,153
2017-06-10,156
2017-06-11,161
2017-06-12,158
2017-06-13,161
2017-06-14,166
2017-06-15,166
2017-06-16,164
2017-06-17,164
2017-06-18,159
2017-06-19,159
2017-06-20,164
2017-06-21,173
2017-06-22,173
2017-06-23,179
2017-06-24,179
2017-06-25,180
2017-06-26,180
2017-06-27,179
2017-06-28,183
2017-06-29,191
2017-06-30,193
2017-07-01,193
2017-07-02,194
2017-07-03,197
2017-07-04,198
2017-07-05,198
2017-07-06,201
2017-07-07,201
2017-07-08,208
2017-07-13,214
2017-07-14,215
2017-07-15,215
2017-07-16,205
2017-07-17,202
2017-07-18,204
2017-07-19,206
2017-07-20,207
2017-07-21,207
2017-07-22,211
2017-07-23,205
2017-07-24,206
2017-07-25,202
2017-07-26,203
2017-07-27,206
2017-07-28,205
2017-07-29,200
2017-07-30,200
2017-07-31,200
2017-08-01,208
2017-08-02,209
2017-08-03,202
2017-08-04,196
2017-08-05,206
2017-08-06,207
2017-08-09,207
2017-08-10,206
2017-08-11,202
2017-08-12,205
2017-08-13,206
2017-08-14,209
2017-08-15,208
2017-08-16,208
2017-08-17,207
2017-08-18,207
2017-08-19,207
2017-08-20,210
2017-08-21,208
2017-08-22,211
2017-08-23,211
2017-08-24,210
2017-08-25,211
2017-08-26,210
2017-08-27,211
2017-08-28,207
2017-08-29,207
2017-08-30,211
2017-08-31,211
2017-09-01,211
2017-09-02,208
2017-09-03,208
2017-09-04,209
2017-09-05,211
2017-09-06,212
2017-09-07,209
2017-09-08,201
2017-09-09,200
2017-09-10,208
2017-09-11,202
2017-09-12,206
2017-09-13,204
2017-09-14,206
2017-09-15,206
2017-09-16,205
2017-09-17,207
2017-09-18,213
2017-09-19,211
2017-09-20,215
2017-09-21,209
2017-09-22,211
2017-09-23,208
2017-09-24,208
2017-09-25,212
2017-09-26,207
2017-09-27,205
2017-09-28,197
2017-09-29,189
2017-09-30,193
2017-10-01,198
2017-10-02,206
2017-10-03,207
2017-10-04,202
2017-10-05,203
2017-10-06,209
2017-10-07,207
2017-10-08,205
2017-10-09,202
2017-10-10,201
2017-10-11,201
2017-10-12,198
2017-10-13,195
2017-10-14,194
2017-10-15,194
2017-10-16,189
2017-10-17,189
2017-10-18,184
2017-10-19,186
2017-10-20,186
2017-10-21,184
2017-10-22,188
2017-10-23,192
2017-10-24,194
2017-10-25,195
2017-10-26,197
2017-10-27,203
2017-10-28,203
2017-10-29,197
2017-10-30,196
2017-10-31,195
2017-11-01,195
2017-11-02,191
2017-11-03,187
2017-11-04,180
2017-11-05,174
2017-11-06,166
2017-11-07,158
2017-11-08,153
2017-11-09,149
2017-11-10,143
2017-11-11,137
2017-11-12,140
2017-11-13,142
2017-11-14,144
2017-11-15,141
2017-11-16,141
2017-11-17,140
2017-11-18,140
2017-11-19,142
2017-11-20,142
2017-11-21,143
2017-11-22,146
2017-11-23,147
2017-11-24,149
2017-11-25,146
2017-11-26,138
2017-11-27,138
2017-11-28,133
2017-11-29,129
2017-11-30,131
2017-12-01,131
2017-12-02,132
2017-12-03,134
2017-12-04,130
2017-12-05,130
2017-12-06,130
2017-12-07,131
2017-12-08,131
2017-12-09,131
2017-12-10,127
2017-12-11,124
2017-12-12,122
2017-12-13,121
2017-12-14,119
2017-12-15,122
2017-12-16,123
2017-12-17,125
2017-12-18,125
2017-12-19,124
2017-12-20,124
2017-12-21,125
2017-12-22,127
2017-12-23,122
2017-12-24,116
2017-12-25,111
2017-12-26,105
2017-12-27,101
2017-12-28,98
2017-12-29,98
2017-12-30,96
2017-12-31,97
2018-01-01,98
2018-01-02,98
2018-01-03,97
2018-01-04,95
2018-01-05,97
2018-01-06,98
2018-01-07,93
2018-01-08,90
2018-01-09,90
2018-01-10,91
2018-01-11,93
2018-01-12,96
2018-01-13,96
2018-01-14,96
2018-01-15,95
2018-01-16,96
2018-01-17,95
2018-01-18,98
2018-01-19,98
2018-01-20,97
2018-01-21,96
2018-01-22,96
2018-01-23,98
2018-01-24,99
2018-01-25,103
2018-01-26,98
2018-01-27,100
2018-01-28,98
2018-01-29,96
2018-01-30,96
2018-02-01,94
2018-02-02,89
2018-02-03,84
2018-02-04,84
2018-02-05,88
2018-02-06,91
2018-02-07,89
2018-02-08,91
2018-02-09,92
2018-02-10,93
2018-02-11,98
2018-02-12,101
2018-02-13,105
2018-02-14,107
2018-02-15,108
2018-02-16,105
2018-02-17,108
2018-02-18,111
2018-02-19,116
2018-02-20,116
2018-02-21,119
2018-02-22,121
2018-02-23,119
2018-02-24,114
2018-02-25,110
2018-02-26,106
2018-02-27,107
2018-02-28,113
2018-03-01,119
2018-03-02,121
2018-03-03,126
2018-03-04,120
2018-03-05,122
2018-03-06,128
2018-03-07,128
2018-03-08,130
2018-03-09,131
2018-03-10,131
2018-03-11,130
2018-03-12,132
2018-03-13,134
2018-03-14,135
2018-03-15,135
2018-03-16,134
2018-03-17,134
2018-03-18,133
2018-03-20,134
2018-03-21,133
2018-03-23,140
2018-03-24,140
2018-03-26,142
2018-03-27,141
2018-03-28,141
2018-03-29,138
2018-03-30,139
2018-03-31,142
2018-04-01,144
2018-04-02,142
2018-04-03,144
2018-04-04,143
2018-04-05,142
2018-04-06,140
2018-04-08,137
2018-04-09,140
2018-04-10,141
2018-04-11,142
2018-04-12,142
2018-04-13,144
2018-04-14,146
2018-04-16,141
2018-04-17,141
2018-04-18,145
2018-04-19,140
2018-04-20,141
2018-04-21,141
2018-04-22,141
2018-04-23,137
2018-04-24,141
2018-04-25,142
2018-04-26,141
2018-04-27,142
2018-04-28,140
2018-04-29,139
2018-04-30,140
2018-05-02,142
2018-05-03,140
2018-05-04,140
2018-05-05,139
2018-05-06,141
2018-05-07,141
2018-05-08,138
2018-05-09,137
2018-05-10,141
2018-05-11,143
2018-05-12,141
2018-05-13,143
2018-05-14,142
2018-05-15,140
2018-05-16,135
2018-05-17,132
2018-05-18,132
2018-05-19,134
2018-05-20,138
2018-05-21,141
2018-05-22,142
2018-05-23,142
2018-05-24,142
2018-05-25,137
2018-05-26,136
2018-05-27,140
2018-05-28,138
2018-05-29,140
2018-05-30,140
2018-05-31,142
2018-06-01,139
2018-06-02,141
2018-06-03,142
2018-06-04,141
2018-06-05,139
2018-06-06,136
2018-06-07,138
2018-06-08,135
2018-06-09,137
2018-06-10,136
2018-06-11,140
2018-06-12,139
2018-06-13,137
2018-06-14,141
2018-06-15,141
2018-06-16,140
2018-06-17,141
2018-06-18,140
2018-06-19,138
2018-06-20,138
2018-06-21,131
2018-06-22,124
2018-06-23,117
2018-06-24,120
2018-06-25,117
2018-06-26,116
2018-06-27,116
2018-06-28,122
2018-06-29,129
2018-06-30,135
2018-07-01,141
2018-07-02,144
2018-07-03,144
2018-07-04,137
2018-07-05,134
2018-07-06,134
2018-07-07,132
2018-07-08,137
2018-07-09,139
2018-07-10,138
2018-07-11,137
2018-07-12,139
2018-07-13,137
2018-07-14,135
2018-07-15,134
2018-07-16,134
2018-07-17,134
2018-07-18,136
2018-07-19,132
2018-07-20,134
2018-07-21,133
2018-07-22,134
2018-07-23,135
2018-07-24,135
2018-07-25,141
2018-07-26,142
2018-07-27,141
2018-07-28,144
2018-07-29,144
2018-07-30,144
2018-07-31,142
2018-08-01,138
2018-08-02,138
2018-08-03,140
2018-08-04,142
2018-08-05,145
2018-08-06,144
2018-08-07,143
2018-08-08,145
2018-08-09,146
2018-08-10,145
2018-08-11,145
2018-08-12,145
2018-08-14,144
2018-08-16,141
2018-08-17,140
2018-08-18,143
2018-08-19,146
2018-08-20,143
2018-08-21,146
2018-08-22,147
2018-08-23,152
2018-08-24,151
2018-08-25,148
2018-08-26,144
2018-08-27,142
2018-08-28,141
2018-08-29,138
2018-08-30,135
2018-08-31,136
2018-09-01,134
2018-09-02,132
2018-09-03,134
2018-09-04,133
2018-09-05,131
2018-09-06,129
2018-09-07,126
2018-09-08,126
2018-09-09,121
2018-09-10,121
2018-09-11,121
2018-09-12,121
2018-09-13,118
2018-09-14,117
2018-09-15,116
2018-09-16,116
2018-09-17,117
2018-09-18,117
2018-09-19,116
2018-09-20,113
2018-09-21,111
2018-09-22,111
2018-09-23,106
2018-09-24,104
2018-09-25,105
2018-09-26,105
2018-09-27,105
2018-09-28,100
2018-09-29,101
2018-09-30,102
2018-10-02,103
2018-10-03,103
2018-10-04,103
2018-10-05,100
2018-10-06,98
2018-10-07,94
2018-10-08,94
2018-10-09,93
2018-10-10,91
2018-10-11,90
2018-10-12,91
2018-10-13,89
2018-10-14,90
2018-10-15,94
2018-10-16,99
2018-10-17,100
2018-10-18,99
2018-10-19,102
2018-10-20,102
2018-10-21,100
2018-10-22,102
2018-10-23,105
2018-10-24,108
2018-10-25,112
2018-10-26,111
2018-10-27,107
2018-10-28,104
2018-10-29,102
2018-10-30,99
2018-10-31,95
2018-11-01,92
2018-11-03,86
2018-11-04,83
2018-11-05,79
2018-11-06,78
2018-11-07,79
2018-11-08,78
2018-11-09,77
2018-11-10,74
2018-11-11,70
2018-11-12,69
2018-11-13,72
2018-11-14,73
2018-11-15,76
2018-11-16,78
2018-11-17,78
2018-11-18,77
2018-11-19,77
2018-11-20,80
2018-11-21,78
2018-11-22,79
2018-11-23,79
2018-11-24,80
2018-11-25,78
2018-11-26,74
2018-11-27,72
2018-11-28,69
2018-11-29,65
2018-12-01,59
2018-12-02,59
2018-12-03,59
2018-12-04,57
2018-12-05,56
2018-12-07,55
2018-12-09,54
2018-12-10,54
2018-12-11,52
2018-12-13,54
2018-12-14,53
2018-12-15,51
2018-12-16,53
2018-12-17,56
2018-12-18,59
2018-12-19,62
2018-12-20,66
2018-12-21,70
2018-12-22,73
2018-12-23,69
2018-12-24,65
2018-12-25,63
2018-12-26,61
2018-12-27,60
2018-12-28,57
2018-12-29,54
2018-12-30,51
2018-12-31,50
2019-01-01,49
2019-01-02,49
2019-01-03,50
2019-01-04,50
2019-01-05,51
2019-01-06,51
2019-01-08,50
2019-01-10,51
2019-01-11,53
2019-01-12,53
2019-01-13,54
2019-01-14,54
2019-01-15,53
2019-01-16,54
2019-01-17,54
2019-01-18,55
2019-01-19,57
2019-01-20,57
2019-01-21,59
2019-01-22,57
2019-01-23,56
2019-01-24,56
2019-01-25,57
2019-01-26,59
2019-01-27,60
2019-01-28,61
2019-01-29,63
2019-01-30,64
2019-01-31,66
2019-02-01,68
2019-02-02,69
2019-02-03,69
2019-02-04,69
2019-02-05,71
2019-02-06,72
2019-02-07,75
2019-02-08,77
2019-02-09,77
2019-02-10,78
2019-02-11,79
2019-02-12,82
2019-02-13,84
2019-02-14,84
2019-02-15,88
2019-02-16,92
2019-02-17,92
2019-02-18,91
2019-02-19,90
2019-02-20,87
2019-02-21,85
2019-02-22,84
2019-02-23,81
2019-02-24,77
2019-02-25,74
2019-02-26,71
2019-02-27,67
2019-02-28,65
2019-03-01,61
2019-03-02,57
2019-03-03,54
2019-03-04,51
2019-03-05,50
2019-03-06,49
2019-03-07,49
2019-03-08,49
2019-03-09,49
2019-03-10,49
2019-03-11,49
2019-03-12,49
2019-03-13,49
2019-03-14,49
2019-03-15,49
2019-03-16,49
2019-03-17,51
2019-03-18,54
2019-03-19,56
2019-03-20,58
2019-03-21,60
2019-03-22,58
2019-03-23,60
2019-03-24,62
2019-03-25,66
2019-03-26,68
2019-03-27,68
2019-03-28,70
2019-03-29,68
2019-03-30,66
2019-03-31,66
2019-04-01,70
2019-04-02,74
2019-04-03,78
2019-04-04,79
2019-04-05,79
2019-04-06,77
2019-04-07,77
2019-04-08,78
2019-04-09,79
2019-04-10,82
2019-04-11,81
2019-04-12,82
2019-04-13,85
2019-04-14,89
2019-04-15,93
2019-04-16,94
2019-04-17,93
2019-04-18,91
2019-04-19,90
2019-04-20,92
2019-04-21,90
2019-04-22,90
2019-04-23,92
2019-04-24,92
2019-04-25,93
2019-04-26,91
2019-04-27,91
2019-04-28,91
2019-04-29,91
2019-04-30,88
2019-05-01,92
2019-05-02,94
2019-05-03,91
2019-05-04,89
2019-05-05,87
2019-05-06,85
2019-05-07,89
2019-05-08,87
2019-05-09,83
2019-05-10,84
2019-05-11,85
2019-05-12,89
2019-05-13,91
2019-05-14,91
2019-05-15,91
2019-05-16,93
2019-05-17,94
2019-05-18,96
2019-05-19,96
2019-05-20,93
2019-05-21,94
2019-05-22,96
2019-05-23,96
2019-05-24,93
2019-05-25,95
2019-05-26,96
2019-05-27,96
2019-05-28,99
2019-05-29,98
2019-05-30,95
2019-05-31,90
2019-06-01,85
2019-06-02,80
2019-06-03,76
2019-06-04,72
2019-06-05,68
2019-06-06,64
2019-06-07,65
2019-06-08,66
2019-06-09,62
2019-06-10,61
2019-06-11,64
2019-06-12,67
2019-06-13,71
2019-06-14,72
2019-06-15,74
2019-06-16,73
2019-06-17,73
2019-06-18,74
2019-06-19,75
2019-06-20,74
2019-06-21,78
2019-06-22,78
2019-06-23,78
2019-06-24,81
2019-06-25,83
2019-06-26,85
2019-06-27,84
2019-06-28,84
2019-06-29,87
2019-06-30,90
2019-07-01,93
2019-07-02,95
2019-07-03,95
2019-07-04,93
2019-07-05,94
2019-07-06,97
2019-07-07,101
2019-07-08,105
2019-07-09,107
2019-07-10,106
2019-07-11,106
2019-07-12,109
2019-07-13,111
2019-07-14,109
2019-07-15,105
2019-07-16,102
2019-07-17,100
2019-07-18,100
2019-07-19,103
2019-07-20,104
2019-07-21,102
2019-07-22,102
2019-07-23,107
2019-07-24,111
2019-07-25,111
2019-07-26,116
2019-07-27,112
2019-07-28,111
2019-07-29,112
2019-07-30,115
2019-07-31,117
2019-08-01,116
2019-08-02,116
2019-08-03,115
2019-08-04,117
2019-08-05,113
2019-08-06,107
2019-08-07,108
2019-08-08,110
2019-08-09,105
2019-08-10,103
2019-08-11,102
2019-08-12,104
2019-08-13,100
2019-08-14,96
2019-08-15,99
2019-08-16,96
2019-08-17,91
2019-08-18,86
2019-08-19,81
2019-08-20,76
2019-08-21,72
2019-08-22,68
2019-08-23,64
2019-08-24,60
2019-08-24,60
2019-08-25,57
2019-08-25,57
2019-08-26,54
2019-08-26,54
2019-08-27,51
2019-08-27,51
2019-08-28,52
2019-08-29,54
2019-08-30,57
2019-08-31,60
2019-09-01,63
