date_obj,Purple%20elegant%20shirt price
2019-04-06,2706
2019-04-07,2776
2019-04-08,2776
2019-04-09,2826
2019-04-10,2826
2019-04-11,2926
2019-04-12,2926
2019-04-13,2955
2019-04-14,2955
2019-04-15,2980
2019-04-16,2980
2019-04-17,2898
2019-04-18,2898
2019-04-19,2839
2019-04-20,2839
2019-04-21,2839
2019-04-22,2962
2019-04-23,2962
2019-04-24,3037
2019-04-25,3037
2019-04-26,3051
2019-04-27,3051
2019-04-28,2980
2019-04-29,2980
2019-04-30,2871
2019-05-01,2871
2019-05-02,2871
2019-05-03,2757
2019-05-04,2632
2019-05-05,2632
2019-05-06,2533
2019-05-07,2533
2019-05-08,2419
2019-05-09,2419
2019-05-10,2348
2019-05-11,2348
2019-05-12,2416
2019-05-13,2416
2019-05-14,2330
2019-05-15,2330
2019-05-16,2238
2019-05-17,2238
2019-05-18,2212
2019-05-19,2212
2019-05-20,2242
2019-05-21,2242
2019-05-22,2311
2019-05-23,2311
2019-05-24,2351
2019-05-25,2351
2019-05-26,2371
2019-05-27,2371
2019-05-28,2330
2019-05-29,2330
2019-05-30,2373
2019-05-31,2373
2019-06-01,2373
2019-06-02,2434
2019-06-03,2434
2019-06-04,2493
2019-06-05,2493
2019-06-06,2466
2019-06-07,2466
2019-06-08,2517
2019-06-09,2517
2019-06-10,2601
2019-06-11,2601
2019-06-12,2713
2019-06-13,2713
2019-06-14,2805
2019-06-15,2805
2019-06-16,2942
2019-06-17,2942
2019-06-18,3038
2019-06-19,3038
2019-06-20,3187
2019-06-21,3187
2019-06-22,3347
2019-06-23,3347
2019-06-24,3512
2019-06-25,3512
2019-06-26,3665
2019-06-27,3665
2019-06-28,3849
2019-06-29,3849
2019-06-30,4042
2019-07-01,4042
2019-07-02,4042
2019-07-03,4245
2019-07-04,4245
2019-07-05,4454
2019-07-06,4454
2019-07-07,4454
2019-07-08,4548
2019-07-09,4548
2019-07-10,4569
2019-07-11,4569
2019-07-12,4629
2019-07-13,4629
2019-07-14,4629
2019-07-15,4628
2019-07-16,4628
2019-07-17,4646
2019-07-18,4646
2019-07-19,4822
2019-07-20,4822
2019-07-21,4912
2019-07-22,4912
2019-07-23,5157
2019-07-24,5157
2019-07-25,5157
2019-07-26,5329
2019-07-27,5329
2019-07-28,5366
2019-07-29,5366
2019-07-30,5298
2019-07-31,5298
2019-08-01,5351
2019-08-02,5351
2019-08-03,5443
2019-08-04,5443
2019-08-05,5391
2019-08-06,5391
2019-08-07,5526
2019-08-08,5526
2019-08-09,5526
2019-08-10,5611
2019-08-11,5611
2019-08-12,5611
2019-08-13,5777
2019-08-14,5777
2019-08-15,5923
2019-08-16,5923
2019-08-17,5923
2019-08-18,6103
2019-08-19,6103
2019-08-20,6103
2019-08-21,6091
2019-08-22,6091
2019-08-23,5993
2019-08-24,5993
2019-08-24,5993
2019-08-25,5993
2019-08-25,5993
2019-08-26,5804
2019-08-26,5804
2019-08-27,5804
2019-08-27,5804
2019-08-28,5813
2019-08-29,5813
2019-08-30,5639
2019-08-31,5639
2019-09-01,5379
2019-09-02,5379
2019-09-03,5329
2019-09-04,5329
2019-09-05,5260
2019-09-06,5260
2019-09-07,5095
2019-09-08,5095
2019-09-09,4934
2019-09-10,4934
2019-09-11,4934
2019-09-12,4783
2019-09-13,4783
2019-09-14,4819
2019-09-15,4819
2019-09-16,4664
2019-09-17,4664
2019-09-18,4648
2019-09-19,4648
2019-09-20,4648
2019-09-21,4703
2019-09-22,4703
2019-09-23,4809
2019-09-24,4809
2019-09-25,4809
2019-09-26,4696
2019-09-27,4696
2019-09-28,4696
2019-09-29,4738
2019-09-30,4738
2019-10-01,4712
2019-10-02,4712
2019-10-03,4712
2019-10-04,4750
2019-10-05,4750
2019-10-06,4747
2019-10-07,4747
2019-10-08,4747
2019-10-09,4671
2019-10-10,4671
2019-10-11,4671
2019-10-12,4647
2019-10-13,4647
2019-10-14,4568
2019-10-15,4568
2019-10-16,4588
2019-10-17,4588
2019-10-18,4595
2019-10-19,4595
2019-10-20,4595
2019-10-21,4595
2019-10-22,4595
2019-10-23,4529
2019-10-24,4529
2019-10-25,4529
2019-10-26,4590
2019-10-27,4590
2019-10-28,4516
2019-10-29,4516
2019-10-30,4516
2019-10-31,4492
2019-11-01,4492
2019-11-02,4506
2019-11-03,4506
2019-11-04,4582
2019-11-05,4582
2019-11-06,4582
2019-11-07,4702
2019-11-08,4702
2019-11-09,4779
2019-11-10,4779
2019-11-11,4793
2019-11-12,4793
2019-11-13,4793
2019-11-14,4843
2019-11-15,4843
2019-11-16,4745
2019-11-17,4745
2019-11-18,4767
2019-11-19,4767
2019-11-20,4767
2019-11-21,4767
2019-11-22,4694
2019-11-23,4694
2019-11-24,4750
2019-11-25,4750
2019-11-26,4984
2019-11-27,4984
2019-11-28,4984
2019-11-29,5154
2019-11-30,5154
2019-12-01,5180
2019-12-02,5180
2019-12-03,5180
2019-12-04,5336
2019-12-05,5336
2019-12-06,5336
2019-12-07,5311
2019-12-08,5311
2019-12-09,5144
2019-12-10,5144
2019-12-11,5041
2019-12-12,5041
2019-12-13,5041
2019-12-14,4817
2019-12-15,4817
2019-12-16,4712
2019-12-17,4712
2019-12-18,4712
2019-12-19,4726
2019-12-20,4726
2019-12-21,4577
2019-12-22,4577
2019-12-23,4364
2019-12-24,4364
2019-12-25,4364
2019-12-26,4207
2019-12-27,4207
2019-12-28,3998
2019-12-29,3998
2019-12-30,3884
2019-12-31,3884
2020-01-01,3867
2020-01-02,3867
2020-01-03,3688
2020-01-04,3688
2020-01-05,3638
2020-01-06,3638
2020-01-07,3570
2020-01-08,3570
2020-01-09,3570
2020-01-10,3430
2020-01-11,3430
2020-01-12,3396
2020-01-13,3396
2020-01-14,3396
2020-01-15,3433
2020-01-16,3433
2020-01-17,3433
2020-01-18,3506
2020-01-19,3506
2020-01-20,3586
2020-01-21,3586
2020-01-22,3586
2020-01-23,3536
2020-01-24,3536
2020-01-25,3658
2020-01-26,3658
2020-01-27,3789
2020-01-28,3789
2020-01-29,3789
2020-01-30,3862
2020-01-31,3862
2020-02-01,3862
2020-02-02,3919
2020-02-03,3919
2020-02-04,3919
2020-02-05,3832
2020-02-06,3832
2020-02-07,3785
2020-02-08,3785
2020-02-09,3715
2020-02-10,3715
2020-02-11,3661
2020-02-12,3661
2020-02-13,3516
2020-02-14,3516
2020-02-15,3372
2020-02-16,3372
2020-02-17,3265
2020-02-18,3265
2020-02-19,3265
2020-02-20,3113
2020-02-21,3113
2020-02-22,3113
2020-02-23,3111
2020-02-24,3111
2020-02-25,3175
2020-02-26,3175
2020-02-27,3175
2020-02-28,3293
2020-02-29,3293
2020-03-01,3140
2020-03-02,3140
2020-03-03,3011
2020-03-04,3011
2020-03-05,3011
2020-03-06,2864
2020-03-07,2864
2020-03-08,2800
2020-03-09,2800
2020-03-10,2858
2020-03-11,2858
2020-03-12,2969
2020-03-13,2969
2020-03-14,3007
2020-03-15,3007
2020-03-16,2952
2020-03-17,2952
2020-03-18,2967
2020-03-19,2967
2020-03-20,3034
2020-03-21,3034
2020-03-22,3068
2020-03-23,3068
2020-03-24,3008
2020-03-25,3008
2020-03-26,2893
2020-03-27,2768
2020-03-28,2768
2020-03-29,2750
2020-03-30,2650
2020-03-31,2650
2020-04-01,2527
2020-04-02,2498
2020-04-03,2498
2020-04-04,2396
2020-04-05,2396
2020-04-06,2325
2020-04-07,2325
2020-04-08,2229
2020-04-09,2182
2020-04-10,2182
2020-04-11,2129
2020-04-12,2129
2020-04-13,2058
2020-04-14,1971
2020-04-15,1900
2020-04-16,1900
2020-04-17,1856
2020-04-18,1837
2020-04-19,1814
2020-04-20,1814
2020-04-21,1784
2020-04-22,1724
2020-04-23,1724
2020-04-24,1697
2020-04-25,1697
2020-04-26,1684
2020-04-27,1682
2020-04-28,1700
2020-04-29,1700
2020-04-30,1695
2020-05-01,1695
2020-05-02,1674
2020-05-03,1682
2020-05-04,1682
2020-05-05,1693
2020-05-06,1743
2020-05-07,1743
2020-05-08,1731
2020-05-09,1666
2020-05-10,1654
2020-05-11,1654
2020-05-12,1623
2020-05-13,1625
