date_obj,Dharok's%20helm price
2017-05-26,454617
2017-05-27,447646
2017-05-28,446641
2017-05-29,447058
2017-05-30,446986
2017-05-31,447242
2017-06-01,450186
2017-06-02,449772
2017-06-03,449420
2017-06-04,449521
2017-06-05,449065
2017-06-06,449509
2017-06-07,449736
2017-06-08,448832
2017-06-09,445516
2017-06-10,444612
2017-06-11,442805
2017-06-12,437262
2017-06-13,434416
2017-06-14,432773
2017-06-15,433665
2017-06-16,433239
2017-06-17,432414
2017-06-18,432817
2017-06-19,432817
2017-06-20,432138
2017-06-21,432030
2017-06-22,432326
2017-06-23,432189
2017-06-24,432423
2017-06-25,432280
2017-06-26,432460
2017-06-27,432163
2017-06-28,433668
2017-06-29,438492
2017-06-30,442331
2017-07-01,442331
2017-07-02,436486
2017-07-03,432305
2017-07-04,431856
2017-07-05,431856
2017-07-06,431841
2017-07-07,432058
2017-07-08,432261
2017-07-13,431837
2017-07-14,431843
2017-07-15,432278
2017-07-16,432599
2017-07-17,432010
2017-07-18,432511
2017-07-19,433436
2017-07-20,436384
2017-07-21,434882
2017-07-22,434443
2017-07-23,434356
2017-07-24,435265
2017-07-25,436530
2017-07-26,436023
2017-07-27,435870
2017-07-28,435046
2017-07-29,433799
2017-07-30,436282
2017-07-31,436282
2017-08-01,437951
2017-08-02,439352
2017-08-03,439264
2017-08-04,439030
2017-08-05,444299
2017-08-06,439951
2017-08-09,438750
2017-08-10,438385
2017-08-11,436939
2017-08-12,437142
2017-08-13,437462
2017-08-14,437510
2017-08-15,437506
2017-08-16,437216
2017-08-17,437428
2017-08-18,437428
2017-08-19,437252
2017-08-20,424449
2017-08-21,404040
2017-08-22,399025
2017-08-23,397547
2017-08-24,397904
2017-08-25,397586
2017-08-26,397777
2017-08-27,389077
2017-08-28,369623
2017-08-29,351141
2017-08-30,344933
2017-08-31,349345
2017-09-01,348133
2017-09-03,349087
2017-09-04,347190
2017-09-05,347030
2017-09-06,347289
2017-09-07,346821
2017-09-08,346726
2017-09-09,346940
2017-09-10,347351
2017-09-11,347266
2017-09-12,347395
2017-09-13,347909
2017-09-14,347956
2017-09-15,347956
2017-09-16,347763
2017-09-17,352059
2017-09-18,357298
2017-09-19,348390
2017-09-20,340950
2017-09-21,339994
2017-09-22,349663
2017-09-23,352316
2017-09-24,352022
2017-09-25,351922
2017-09-26,352560
2017-09-27,352416
2017-09-28,356431
2017-09-29,368704
2017-09-30,367131
2017-10-01,369697
2017-10-02,377209
2017-10-03,383706
2017-10-04,382023
2017-10-05,382233
2017-10-06,381976
2017-10-07,395325
2017-10-08,385289
2017-10-09,382172
2017-10-10,380549
2017-10-11,380549
2017-10-12,371021
2017-10-13,362401
2017-10-14,361987
2017-10-15,361987
2017-10-16,361979
2017-10-17,361979
2017-10-18,361911
2017-10-19,362125
2017-10-20,362265
2017-10-21,362050
2017-10-22,361104
2017-10-23,362965
2017-10-24,364336
2017-10-25,356956
2017-10-26,353137
2017-10-27,355021
2017-10-28,355021
2017-10-29,355753
2017-10-30,355132
2017-10-31,355517
2017-11-01,355517
2017-11-02,357624
2017-11-03,360302
2017-11-04,360695
2017-11-05,359932
2017-11-06,360417
2017-11-07,359941
2017-11-08,359037
2017-11-09,359690
2017-11-10,359726
2017-11-11,359109
2017-11-12,359634
2017-11-13,359495
2017-11-14,359823
2017-11-15,359923
2017-11-16,359519
2017-11-17,359742
2017-11-18,361285
2017-11-19,362162
2017-11-20,359732
2017-11-21,359292
2017-11-22,359625
2017-11-23,363104
2017-11-24,360333
2017-11-25,360552
2017-11-26,357494
2017-11-27,357494
2017-11-28,358152
2017-11-29,357163
2017-11-30,358588
2017-12-01,360169
2017-12-02,360760
2017-12-03,358084
2017-12-04,357430
2017-12-05,357378
2017-12-06,357497
2017-12-07,357328
2017-12-08,361654
2017-12-09,360442
2017-12-10,358923
2017-12-11,359024
2017-12-12,358761
2017-12-13,360778
2017-12-14,361306
2017-12-15,367440
2017-12-16,373089
2017-12-17,376907
2017-12-18,381874
2017-12-19,381513
2017-12-20,382585
2017-12-21,374063
2017-12-22,362291
2017-12-23,365885
2017-12-24,368539
2017-12-25,369447
2017-12-26,369387
2017-12-27,370744
2017-12-28,372240
2017-12-29,373681
2017-12-30,369758
2017-12-31,367475
2018-01-01,367762
2018-01-02,368012
2018-01-03,364645
2018-01-04,364568
2018-01-05,359985
2018-01-06,362516
2018-01-07,370515
2018-01-08,387451
2018-01-09,398133
2018-01-10,398049
2018-01-11,398871
2018-01-12,396024
2018-01-13,393770
2018-01-14,401539
2018-01-15,408610
2018-01-16,407959
2018-01-17,409501
2018-01-18,406088
2018-01-19,406088
2018-01-20,404348
2018-01-21,403058
2018-01-22,405551
2018-01-23,407670
2018-01-25,404450
2018-01-26,404497
2018-01-27,404714
2018-01-28,403575
2018-01-29,404722
2018-01-30,406394
2018-01-31,406118
2018-02-01,406928
2018-02-02,403854
2018-02-03,406850
2018-02-04,407631
2018-02-05,406251
2018-02-06,405434
2018-02-07,405328
2018-02-08,404787
2018-02-09,403854
2018-02-10,403118
2018-02-11,404949
2018-02-12,404058
2018-02-13,403245
2018-02-14,403634
2018-02-15,406216
2018-02-16,405282
2018-02-17,404406
2018-02-18,403125
2018-02-19,404759
2018-02-20,404512
2018-02-21,404784
2018-02-22,399404
2018-02-23,400836
2018-02-24,403221
2018-02-25,403570
2018-02-26,403607
2018-02-27,402500
2018-02-28,403085
2018-03-01,402240
2018-03-02,405943
2018-03-03,404497
2018-03-04,394732
2018-03-05,392024
2018-03-06,391813
2018-03-07,393166
2018-03-08,393941
2018-03-09,394095
2018-03-10,393488
2018-03-11,393728
2018-03-12,393120
2018-03-13,394199
2018-03-14,393145
2018-03-15,393964
2018-03-16,393538
2018-03-17,394164
2018-03-18,394618
2018-03-19,393967
2018-03-20,393917
2018-03-21,394055
2018-03-23,393398
2018-03-24,394003
2018-03-25,392481
2018-03-26,393702
2018-03-27,393970
2018-03-28,393350
2018-03-29,393146
2018-03-30,393763
2018-03-31,391368
2018-04-01,392342
2018-04-02,393341
2018-04-03,393236
2018-04-04,393160
2018-04-05,393524
2018-04-06,392255
2018-04-07,393392
2018-04-08,394701
2018-04-09,395966
2018-04-10,397267
2018-04-11,393969
2018-04-12,393198
2018-04-13,394046
2018-04-14,394093
2018-04-15,394883
2018-04-16,391605
2018-04-17,391688
2018-04-18,395004
2018-04-19,393792
2018-04-20,394769
2018-04-21,395444
2018-04-22,394841
2018-04-23,393555
2018-04-24,394405
2018-04-25,394748
2018-04-26,395397
2018-04-27,394802
2018-04-28,395149
2018-04-29,394749
2018-04-30,395528
2018-05-01,393614
2018-05-03,373820
2018-05-04,375252
2018-05-05,374727
2018-05-07,373744
2018-05-08,372954
2018-05-09,373454
2018-05-10,373917
2018-05-11,374296
2018-05-12,373890
2018-05-13,374230
2018-05-14,375102
2018-05-15,372925
2018-05-16,374193
2018-05-17,376938
2018-05-18,375942
2018-05-19,376130
2018-05-20,375431
2018-05-21,375167
2018-05-22,376243
2018-05-23,376074
2018-05-24,375563
2018-05-25,376614
2018-05-26,369940
2018-05-27,352774
2018-05-28,347461
2018-05-29,351819
2018-05-30,348854
2018-05-31,347012
2018-06-01,345101
2018-06-02,349355
2018-06-03,353793
2018-06-04,353141
2018-06-05,352737
2018-06-06,341793
2018-06-07,333959
2018-06-08,320554
2018-06-09,314241
2018-06-10,312047
2018-06-11,311566
2018-06-12,313179
2018-06-13,313963
2018-06-14,309547
2018-06-15,311714
2018-06-16,312916
2018-06-17,312415
2018-06-18,312748
2018-06-19,313165
2018-06-20,312260
2018-06-21,311845
2018-06-22,309551
2018-06-23,312144
2018-06-24,312024
2018-06-25,311730
2018-06-26,310640
2018-06-27,306818
2018-06-28,305321
2018-06-29,310893
2018-06-30,313406
2018-07-01,312830
2018-07-02,311792
2018-07-03,311272
2018-07-04,311041
2018-07-05,311091
2018-07-06,312257
2018-07-07,313073
2018-07-08,313986
2018-07-09,313480
2018-07-10,324258
2018-07-11,327999
2018-07-12,325575
2018-07-13,325532
2018-07-14,326843
2018-07-15,326853
2018-07-16,327971
2018-07-17,327181
2018-07-18,330026
2018-07-19,332992
2018-07-20,333046
2018-07-21,332343
2018-07-22,331383
2018-07-23,332040
2018-07-24,333114
2018-07-25,332843
2018-07-26,321602
2018-07-27,306988
2018-07-28,303343
2018-07-29,301244
2018-07-30,294823
2018-07-31,294039
2018-08-01,295164
2018-08-02,293971
2018-08-03,295408
2018-08-04,294751
2018-08-05,299050
2018-08-06,309221
2018-08-07,323458
2018-08-08,335601
2018-08-09,338651
2018-08-10,351665
2018-08-11,367512
2018-08-12,366689
2018-08-14,351024
2018-08-16,321477
2018-08-17,311693
2018-08-18,302535
2018-08-19,307118
2018-08-20,319115
2018-08-21,323266
2018-08-22,330460
2018-08-23,329903
2018-08-24,328436
2018-08-25,330510
2018-08-26,328098
2018-08-27,329022
2018-08-28,339314
2018-08-29,347189
2018-08-30,347625
2018-08-31,347779
2018-09-01,348999
2018-09-02,352057
2018-09-03,351219
2018-09-04,350551
2018-09-05,334839
2018-09-06,327275
2018-09-07,332976
2018-09-08,348082
2018-09-09,347302
2018-09-10,347603
2018-09-11,347766
2018-09-12,348134
2018-09-13,340033
2018-09-14,327776
2018-09-15,329542
2018-09-16,328273
2018-09-17,329621
2018-09-18,317233
2018-09-19,308642
2018-09-20,308364
2018-09-21,298624
2018-09-22,285435
2018-09-23,285606
2018-09-24,295356
2018-09-25,304044
2018-09-26,305575
2018-09-27,314168
2018-09-28,317496
2018-09-29,307828
2018-09-30,303811
2018-10-01,300693
2018-10-02,296995
2018-10-03,296707
2018-10-04,297401
2018-10-05,298796
2018-10-06,301830
2018-10-07,303446
2018-10-08,306860
2018-10-09,309689
2018-10-10,307950
2018-10-11,308450
2018-10-12,310835
2018-10-13,307855
2018-10-14,303221
2018-10-15,302260
2018-10-16,302360
2018-10-17,302297
2018-10-18,302265
2018-10-19,301936
2018-10-20,302657
2018-10-21,301527
2018-10-22,303463
2018-10-23,302789
2018-10-24,303082
2018-10-25,303089
2018-10-26,306265
2018-10-27,316768
2018-10-28,314272
2018-10-29,327165
2018-10-30,332243
2018-10-31,332612
2018-11-01,340309
2018-11-03,342064
2018-11-04,342825
2018-11-05,344473
2018-11-06,361049
2018-11-07,371229
2018-11-08,371104
2018-11-09,369408
2018-11-10,369143
2018-11-11,373570
2018-11-12,382661
2018-11-13,391896
2018-11-14,391655
2018-11-15,393267
2018-11-16,398504
2018-11-17,412854
2018-11-18,429340
2018-11-19,442477
2018-11-20,461136
2018-11-21,483441
2018-11-22,488092
2018-11-23,483185
2018-11-24,481745
2018-11-25,481921
2018-11-26,481649
2018-11-27,469634
2018-11-28,464944
2018-11-29,459712
2018-12-01,425748
2018-12-02,406325
2018-12-03,404509
2018-12-04,418507
2018-12-05,430643
2018-12-07,409759
2018-12-09,400878
2018-12-10,401106
2018-12-11,418348
2018-12-12,425047
2018-12-13,406761
2018-12-14,386422
2018-12-15,378297
2018-12-16,379014
2018-12-17,382382
2018-12-18,381332
2018-12-19,381902
2018-12-20,381931
2018-12-21,382110
2018-12-22,381860
2018-12-23,381834
2018-12-24,382023
2018-12-25,381576
2018-12-26,381758
2018-12-27,381715
2018-12-28,380639
2018-12-29,396958
2018-12-30,404616
2018-12-31,385397
2019-01-01,381889
2019-01-02,381573
2019-01-03,381285
2019-01-04,380764
2019-01-05,381484
2019-01-06,381631
2019-01-08,381625
2019-01-10,381303
2019-01-11,381251
2019-01-12,381206
2019-01-13,381419
2019-01-14,381349
2019-01-15,381379
2019-01-16,380993
2019-01-17,369441
2019-01-18,360763
2019-01-19,348928
2019-01-20,333087
2019-01-21,320438
2019-01-22,320659
2019-01-23,320838
2019-01-24,320915
2019-01-25,321084
2019-01-26,321294
2019-01-27,335735
2019-01-28,340970
2019-01-29,352764
2019-01-30,360905
2019-01-31,360056
2019-02-01,360846
2019-02-02,361027
2019-02-03,360963
2019-02-04,360882
2019-02-05,360903
2019-02-06,361026
2019-02-07,360179
2019-02-08,360826
2019-02-09,360955
2019-02-10,361087
2019-02-11,360924
2019-02-12,360801
2019-02-13,360953
2019-02-14,360960
2019-02-15,360915
2019-02-16,361294
2019-02-17,362735
2019-02-18,361439
2019-02-19,361132
2019-02-20,361176
2019-02-21,361127
2019-02-22,366534
2019-02-23,364773
2019-02-24,361738
2019-02-25,375670
2019-02-26,381479
2019-02-27,381138
2019-02-28,380847
2019-03-01,380870
2019-03-02,378362
2019-03-03,374301
2019-03-04,370241
2019-03-05,364736
2019-03-06,366969
2019-03-07,367004
2019-03-08,366558
2019-03-09,351139
2019-03-10,338439
2019-03-11,346767
2019-03-12,346655
2019-03-13,346639
2019-03-14,346729
2019-03-15,347091
2019-03-16,346926
2019-03-17,333026
2019-03-18,321979
2019-03-19,321664
2019-03-20,322117
2019-03-21,321862
2019-03-22,321647
2019-03-23,322308
2019-03-24,322947
2019-03-25,322670
2019-03-26,321573
2019-03-27,321624
2019-03-28,319632
