date_obj,Pantaloons price
2019-04-08,3579
2019-04-09,3579
2019-04-10,3579
2019-04-11,3665
2019-04-12,3665
2019-04-13,3568
2019-04-14,3568
2019-04-15,3435
2019-04-16,3435
2019-04-17,3265
2019-04-18,3118
2019-04-19,3118
2019-04-20,2988
2019-04-21,2988
2019-04-22,2855
2019-04-23,2855
2019-04-24,2737
2019-04-25,2737
2019-04-26,2611
2019-04-27,2611
2019-04-28,2611
2019-04-29,2497
2019-04-30,2497
2019-05-01,2441
2019-05-02,2441
2019-05-03,2441
2019-05-04,2346
2019-05-05,2346
2019-05-06,2346
2019-05-07,2274
2019-05-08,2274
2019-05-09,2274
2019-05-10,2230
2019-05-11,2230
2019-05-12,2230
2019-05-13,2180
2019-05-14,2180
2019-05-15,2180
2019-05-16,2180
2019-05-17,2157
2019-05-18,2157
2019-05-19,2157
2019-05-20,2076
2019-05-21,2076
2019-05-22,2076
2019-05-23,2076
2019-05-24,2011
2019-05-25,2011
2019-05-26,2011
2019-05-27,2011
2019-05-28,1910
2019-05-29,1910
2019-05-30,1910
2019-05-31,1910
2019-06-01,1967
2019-06-02,1967
2019-06-03,1967
2019-06-04,1967
2019-06-05,2042
2019-06-06,2042
2019-06-07,2042
2019-06-08,2042
2019-06-09,2126
2019-06-10,2126
2019-06-11,2126
2019-06-12,2126
2019-06-13,2126
2019-06-14,2177
2019-06-15,2177
2019-06-16,2177
2019-06-17,2248
2019-06-18,2248
2019-06-19,2248
2019-06-20,2248
2019-06-21,2348
2019-06-22,2348
2019-06-23,2348
2019-06-24,2348
2019-06-25,2418
2019-06-26,2418
2019-06-27,2418
2019-06-28,2418
2019-06-29,2479
2019-06-30,2479
2019-07-01,2479
2019-07-02,2479
2019-07-03,2524
2019-07-04,2524
2019-07-05,2524
2019-07-06,2524
2019-07-07,2524
2019-07-08,2603
2019-07-09,2603
2019-07-10,2603
2019-07-11,2603
2019-07-12,2693
2019-07-13,2693
2019-07-14,2693
2019-07-15,2693
2019-07-16,2693
2019-07-17,2730
2019-07-18,2730
2019-07-19,2730
2019-07-20,2730
2019-07-21,2789
2019-07-22,2789
2019-07-23,2789
2019-07-24,2789
2019-07-25,2853
2019-07-26,2853
2019-07-27,2853
2019-07-28,2853
2019-07-29,2986
2019-07-30,2986
2019-07-31,2986
2019-08-01,2986
2019-08-02,3091
2019-08-03,3091
2019-08-04,3091
2019-08-05,3091
2019-08-06,3000
2019-08-07,3000
2019-08-08,3000
2019-08-09,3000
2019-08-10,3113
2019-08-11,3113
2019-08-12,3113
2019-08-13,3113
2019-08-14,3113
2019-08-15,3121
2019-08-16,3121
2019-08-17,3121
2019-08-18,3078
2019-08-19,3078
2019-08-20,3078
2019-08-21,3078
2019-08-22,3104
2019-08-23,3104
2019-08-24,3104
2019-08-24,3104
2019-08-25,3104
2019-08-25,3104
2019-08-26,3038
2019-08-26,3038
2019-08-27,3038
2019-08-27,3038
2019-08-28,3038
2019-08-29,3038
2019-08-30,3038
2019-08-31,3097
2019-09-01,3097
2019-09-02,3097
2019-09-03,3097
2019-09-04,3190
2019-09-05,3190
2019-09-06,3190
2019-09-07,3190
2019-09-08,3190
2019-09-09,3151
2019-09-10,3151
2019-09-11,3151
2019-09-12,3151
2019-09-13,3151
2019-09-14,3136
2019-09-15,3136
2019-09-16,3136
2019-09-17,3136
2019-09-18,3204
2019-09-19,3204
2019-09-20,3204
2019-09-21,3204
2019-09-22,3204
2019-09-23,3209
2019-09-24,3209
2019-09-25,3209
2019-09-26,3209
2019-09-27,3209
2019-09-28,3135
2019-09-29,3135
2019-09-30,3135
2019-10-01,3135
2019-10-02,3029
2019-10-03,3029
2019-10-04,3029
2019-10-05,3029
2019-10-06,3012
2019-10-07,3012
2019-10-08,3012
2019-10-09,3012
2019-10-10,3012
2019-10-11,2879
2019-10-12,2879
2019-10-13,2879
2019-10-14,2926
2019-10-15,2926
2019-10-16,2926
2019-10-17,2926
2019-10-18,3015
2019-10-19,3015
2019-10-20,3015
2019-10-21,3015
2019-10-22,3033
2019-10-23,3033
2019-10-24,3033
2019-10-25,3083
2019-10-26,3083
2019-10-27,3083
2019-10-28,3083
2019-10-29,3028
2019-10-30,3028
2019-10-31,3028
2019-11-01,3028
2019-11-02,3029
2019-11-03,3029
2019-11-04,3029
2019-11-05,3029
2019-11-06,3029
2019-11-07,3061
2019-11-08,3061
2019-11-09,3061
2019-11-10,2981
2019-11-11,2981
2019-11-12,2981
2019-11-13,2981
2019-11-14,2981
2019-11-15,2899
2019-11-16,2899
2019-11-17,2899
2019-11-18,2899
2019-11-19,2969
2019-11-20,2969
2019-11-21,2969
2019-11-22,2969
2019-11-23,2969
2019-11-24,3066
2019-11-25,3066
2019-11-26,3066
2019-11-27,3066
2019-11-28,3066
2019-11-29,3109
2019-11-30,3109
2019-12-01,3109
2019-12-02,3109
2019-12-03,3167
2019-12-04,3167
2019-12-05,3167
2019-12-06,3167
2019-12-07,3167
2019-12-08,3167
2019-12-09,3207
2019-12-10,3207
2019-12-11,3207
2019-12-12,3207
2019-12-13,3207
2019-12-14,3186
2019-12-15,3186
2019-12-16,3186
2019-12-17,3186
2019-12-18,3186
2019-12-19,3194
2019-12-20,3194
2019-12-21,3194
2019-12-22,3194
2019-12-23,3194
2019-12-24,3123
2019-12-25,3123
2019-12-26,3123
2019-12-27,3123
2019-12-28,3123
2019-12-29,3087
2019-12-30,3087
2019-12-31,3087
2020-01-01,3087
2020-01-02,3087
2020-01-03,3104
2020-01-04,3104
2020-01-05,3104
2020-01-06,3104
2020-01-07,3112
2020-01-08,3112
2020-01-09,3112
2020-01-10,3112
2020-01-11,3109
2020-01-12,3109
2020-01-13,3109
2020-01-14,3109
2020-01-15,3105
2020-01-16,3105
2020-01-17,3105
2020-01-18,3105
2020-01-19,3118
2020-01-20,3118
2020-01-21,3118
2020-01-22,3118
2020-01-23,3077
2020-01-24,3077
2020-01-25,3077
2020-01-26,3077
2020-01-27,2986
2020-01-28,2986
2020-01-29,2986
2020-01-30,2986
2020-01-31,2948
2020-02-01,2948
2020-02-02,2948
2020-02-03,2948
2020-02-04,2852
2020-02-05,2852
2020-02-06,2852
2020-02-07,2723
2020-02-08,2723
2020-02-09,2723
2020-02-10,2723
2020-02-11,2620
2020-02-12,2620
2020-02-13,2620
2020-02-14,2620
2020-02-15,2537
2020-02-16,2537
2020-02-17,2537
2020-02-18,2537
2020-02-19,2483
2020-02-20,2483
2020-02-21,2483
2020-02-22,2382
2020-02-23,2382
2020-02-24,2382
2020-02-25,2382
2020-02-26,2332
2020-02-27,2332
2020-02-28,2332
2020-02-29,2332
2020-03-01,2293
2020-03-02,2293
2020-03-03,2293
2020-03-04,2293
2020-03-05,2336
2020-03-06,2336
2020-03-07,2336
2020-03-08,2336
2020-03-09,2242
2020-03-10,2242
2020-03-11,2242
2020-03-12,2242
2020-03-13,2177
2020-03-14,2177
2020-03-15,2177
2020-03-16,2177
2020-03-17,2177
2020-03-18,2111
2020-03-19,2111
2020-03-20,2111
2020-03-21,2111
2020-03-22,2016
2020-03-23,2016
2020-03-24,2016
2020-03-25,2016
2020-03-26,1952
2020-03-27,1952
2020-03-28,1952
2020-03-29,1899
2020-03-30,1899
2020-03-31,1899
2020-04-01,1899
2020-04-02,1936
2020-04-03,1936
2020-04-04,1936
2020-04-05,1880
2020-04-06,1880
2020-04-07,1880
2020-04-08,1790
2020-04-09,1790
2020-04-10,1790
2020-04-11,1724
2020-04-12,1724
2020-04-13,1724
2020-04-14,1670
2020-04-15,1670
2020-04-16,1670
2020-04-17,1601
2020-04-18,1601
2020-04-19,1569
2020-04-20,1569
2020-04-21,1569
2020-04-22,1610
2020-04-23,1610
2020-04-24,1610
2020-04-25,1591
2020-04-26,1591
2020-04-27,1578
2020-04-28,1578
2020-04-29,1578
2020-04-30,1604
2020-05-01,1604
2020-05-02,1643
2020-05-03,1643
2020-05-04,1647
2020-05-05,1647
2020-05-06,1611
2020-05-07,1611
2020-05-08,1611
2020-05-09,1567
2020-05-10,1567
2020-05-11,1567
2020-05-12,1602
2020-05-13,1602
