date_obj,Fine%20cloth price
2019-03-27,3513
2019-03-28,3513
2019-03-29,3513
2019-03-30,3513
2019-03-31,3513
2019-04-01,3513
2019-04-02,3558
2019-04-03,3558
2019-04-04,3558
2019-04-05,3558
2019-04-06,3558
2019-04-07,3558
2019-04-08,3558
2019-04-09,3558
2019-04-10,3558
2019-04-11,3498
2019-04-12,3498
2019-04-13,3498
2019-04-14,3498
2019-04-15,3498
2019-04-16,3611
2019-04-17,3611
2019-04-18,3611
2019-04-19,3611
2019-04-20,3611
2019-04-21,3739
2019-04-22,3739
2019-04-23,3739
2019-04-24,3739
2019-04-25,3739
2019-04-26,3868
2019-04-27,3868
2019-04-28,3868
2019-04-29,3868
2019-04-30,3868
2019-05-01,3868
2019-05-02,3868
2019-05-03,3968
2019-05-04,3968
2019-05-05,3968
2019-05-06,3968
2019-05-07,3968
2019-05-08,3968
2019-05-09,3968
2019-05-10,3968
2019-05-11,3968
2019-05-12,3968
2019-05-13,3968
2019-05-14,4014
2019-05-15,4014
2019-05-16,4014
2019-05-17,4014
2019-05-18,4014
2019-05-19,4014
2019-05-20,4014
2019-05-21,4014
2019-05-22,4014
2019-05-23,4014
2019-05-24,3878
2019-05-25,3878
2019-05-26,3878
2019-05-27,3878
2019-05-28,3878
2019-05-29,3878
2019-05-30,3878
2019-05-31,3878
2019-06-01,3704
2019-06-02,3704
2019-06-03,3704
2019-06-04,3704
2019-06-05,3704
2019-06-06,3704
2019-06-07,3704
2019-06-08,3704
2019-06-09,3640
2019-06-10,3640
2019-06-11,3640
2019-06-12,3640
2019-06-13,3640
2019-06-14,3640
2019-06-15,3640
2019-06-16,3640
2019-06-17,3640
2019-06-18,3495
2019-06-19,3495
2019-06-20,3495
2019-06-21,3495
2019-06-22,3495
2019-06-23,3495
2019-06-24,3495
2019-06-25,3495
2019-06-26,3495
2019-06-27,3404
2019-06-28,3404
2019-06-29,3404
2019-06-30,3404
2019-07-01,3404
2019-07-02,3404
2019-07-03,3404
2019-07-04,3404
2019-07-05,3404
2019-07-06,3404
2019-07-07,3404
2019-07-08,3484
2019-07-09,3484
2019-07-10,3484
2019-07-11,3484
2019-07-12,3484
2019-07-13,3484
2019-07-14,3484
2019-07-15,3484
2019-07-16,3484
2019-07-17,3592
2019-07-18,3592
2019-07-19,3592
2019-07-20,3592
2019-07-21,3592
2019-07-22,3592
2019-07-23,3592
2019-07-24,3697
2019-07-25,3697
2019-07-26,3697
2019-07-27,3697
2019-07-28,3697
2019-07-29,3697
2019-07-30,3697
2019-07-31,3697
2019-08-01,3697
2019-08-02,3697
2019-08-03,3697
2019-08-04,3522
2019-08-05,3522
2019-08-06,3522
2019-08-07,3522
2019-08-08,3522
2019-08-09,3522
2019-08-10,3522
2019-08-11,3522
2019-08-12,3354
2019-08-13,3354
2019-08-14,3354
2019-08-15,3354
2019-08-16,3354
2019-08-17,3354
2019-08-18,3354
2019-08-19,3200
2019-08-20,3200
2019-08-21,3200
2019-08-22,3200
2019-08-23,3200
2019-08-24,3200
2019-08-24,3200
2019-08-25,3200
2019-08-25,3200
2019-08-26,3200
2019-08-26,3200
2019-08-27,3056
2019-08-27,3056
2019-08-28,3056
2019-08-29,3056
2019-08-30,3056
2019-08-31,3056
2019-09-01,3056
2019-09-02,3056
2019-09-03,2912
2019-09-04,2912
2019-09-05,2912
2019-09-06,2912
2019-09-07,2912
2019-09-08,2912
2019-09-09,2912
2019-09-10,2912
2019-09-11,2912
2019-09-12,2912
2019-09-13,2809
2019-09-14,2809
2019-09-15,2809
2019-09-16,2809
2019-09-17,2809
2019-09-18,2809
2019-09-19,2809
2019-09-20,2809
2019-09-21,2809
2019-09-22,2809
2019-09-23,2696
2019-09-24,2696
2019-09-25,2696
2019-09-26,2696
2019-09-27,2696
2019-09-28,2696
2019-09-29,2696
2019-09-30,2696
2019-10-01,2570
2019-10-02,2570
2019-10-03,2570
2019-10-04,2570
2019-10-05,2570
2019-10-06,2570
2019-10-07,2570
2019-10-08,2570
2019-10-09,2462
2019-10-10,2462
2019-10-11,2462
2019-10-12,2462
2019-10-13,2462
2019-10-14,2462
2019-10-15,2462
2019-10-16,2462
2019-10-17,2354
2019-10-18,2354
2019-10-19,2354
2019-10-20,2354
2019-10-21,2354
2019-10-22,2354
2019-10-23,2266
2019-10-24,2266
2019-10-25,2266
2019-10-26,2266
2019-10-27,2266
2019-10-28,2266
2019-10-29,2266
2019-10-30,2155
2019-10-31,2155
2019-11-01,2155
2019-11-02,2155
2019-11-03,2155
2019-11-04,2155
2019-11-05,2155
2019-11-06,2053
2019-11-07,2053
2019-11-08,2053
2019-11-09,2053
2019-11-10,2053
2019-11-11,2053
2019-11-12,2053
2019-11-13,1967
2019-11-14,1967
2019-11-15,1967
2019-11-16,1967
2019-11-17,1967
2019-11-18,1967
2019-11-19,1967
2019-11-20,1967
2019-11-21,1967
2019-11-22,1886
2019-11-23,1886
2019-11-24,1886
2019-11-25,1886
2019-11-26,1886
2019-11-27,1886
2019-11-28,1886
2019-11-29,1886
2019-11-30,1886
2019-12-01,1886
2019-12-02,1804
2019-12-03,1804
2019-12-04,1804
2019-12-05,1804
2019-12-06,1804
2019-12-07,1804
2019-12-08,1804
2019-12-09,1804
2019-12-10,1804
2019-12-11,1804
2019-12-12,1804
2019-12-13,1804
2019-12-14,1716
2019-12-15,1716
2019-12-16,1716
2019-12-17,1716
2019-12-18,1716
2019-12-19,1716
2019-12-20,1716
2019-12-21,1716
2019-12-22,1716
2019-12-23,1716
2019-12-24,1716
2019-12-25,1716
2019-12-26,1637
2019-12-27,1637
2019-12-28,1637
2019-12-29,1637
2019-12-30,1637
2019-12-31,1637
2020-01-01,1637
2020-01-02,1637
2020-01-03,1637
2020-01-04,1637
2020-01-05,1569
2020-01-06,1569
2020-01-07,1569
2020-01-08,1569
2020-01-09,1569
2020-01-10,1569
2020-01-11,1569
2020-01-12,1569
2020-01-13,1569
2020-01-14,1569
2020-01-15,1517
2020-01-16,1517
2020-01-17,1517
2020-01-18,1517
2020-01-19,1517
2020-01-20,1517
2020-01-21,1517
2020-01-22,1517
2020-01-23,1517
2020-01-24,1517
2020-01-25,1517
2020-01-26,1517
2020-01-27,1454
2020-01-28,1454
2020-01-29,1454
2020-01-30,1454
2020-01-31,1454
2020-02-01,1454
2020-02-02,1454
2020-02-03,1454
2020-02-04,1454
2020-02-05,1452
2020-02-06,1452
2020-02-07,1452
2020-02-08,1452
2020-02-09,1452
2020-02-10,1452
2020-02-11,1452
2020-02-12,1452
2020-02-13,1452
2020-02-14,1436
2020-02-15,1436
2020-02-16,1436
2020-02-17,1436
2020-02-18,1436
2020-02-19,1436
2020-02-20,1436
2020-02-21,1436
2020-02-22,1436
2020-02-23,1436
2020-02-24,1404
2020-02-25,1404
2020-02-26,1404
2020-02-27,1404
2020-02-28,1404
2020-02-29,1404
2020-03-01,1404
2020-03-02,1404
2020-03-03,1404
2020-03-04,1399
2020-03-05,1399
2020-03-06,1399
2020-03-07,1399
2020-03-08,1399
2020-03-09,1399
2020-03-10,1399
2020-03-11,1399
2020-03-12,1399
2020-03-13,1398
2020-03-14,1398
2020-03-15,1398
2020-03-16,1398
2020-03-17,1398
2020-03-18,1398
2020-03-19,1398
2020-03-20,1398
2020-03-21,1398
2020-03-22,1376
2020-03-23,1376
2020-03-24,1376
2020-03-25,1376
2020-03-26,1376
2020-03-27,1376
2020-03-28,1376
2020-03-29,1360
2020-03-30,1360
2020-03-31,1360
2020-04-01,1360
2020-04-02,1360
2020-04-03,1360
2020-04-04,1360
2020-04-05,1360
2020-04-06,1302
2020-04-07,1302
2020-04-08,1302
2020-04-09,1302
2020-04-10,1302
2020-04-11,1293
2020-04-12,1293
2020-04-13,1293
2020-04-14,1293
2020-04-15,1293
2020-04-16,1293
2020-04-17,1293
2020-04-18,1293
2020-04-19,1301
2020-04-20,1301
2020-04-21,1301
2020-04-22,1301
2020-04-23,1301
2020-04-24,1301
2020-04-25,1301
2020-04-26,1345
2020-04-27,1345
2020-04-28,1345
2020-04-29,1345
2020-04-30,1345
2020-05-01,1345
2020-05-02,1345
2020-05-03,1409
2020-05-04,1409
2020-05-05,1409
2020-05-06,1409
2020-05-07,1409
2020-05-08,1409
2020-05-09,1426
2020-05-10,1426
2020-05-11,1426
2020-05-12,1426
2020-05-13,1426
