date_obj,Saradomin's%20light price
2019-04-06,93613
2019-04-07,94670
2019-04-08,94670
2019-04-09,99195
2019-04-10,99195
2019-04-11,102217
2019-04-12,102217
2019-04-13,102033
2019-04-14,102033
2019-04-15,105115
2019-04-16,105115
2019-04-17,110058
2019-04-18,110058
2019-04-19,112690
2019-04-20,112690
2019-04-21,118193
2019-04-22,118193
2019-04-23,121733
2019-04-24,121733
2019-04-25,121401
2019-04-26,121401
2019-04-27,119362
2019-04-28,119362
2019-04-29,119362
2019-04-30,114310
2019-05-01,114310
2019-05-02,114310
2019-05-03,112471
2019-05-04,112471
2019-05-05,109226
2019-05-06,109226
2019-05-07,106348
2019-05-08,106348
2019-05-09,106348
2019-05-10,101214
2019-05-11,101214
2019-05-12,97790
2019-05-13,97790
2019-05-14,94364
2019-05-15,94364
2019-05-16,94364
2019-05-17,90751
2019-05-18,90751
2019-05-19,87443
2019-05-20,87443
2019-05-21,85188
2019-05-22,85188
2019-05-23,84481
2019-05-24,84481
2019-05-25,86685
2019-05-26,86685
2019-05-27,88755
2019-05-28,88755
2019-05-29,88385
2019-05-30,88385
2019-05-31,88385
2019-06-01,90419
2019-06-02,90419
2019-06-03,92034
2019-06-04,92034
2019-06-05,92228
2019-06-06,92228
2019-06-07,93423
2019-06-08,93423
2019-06-09,93584
2019-06-10,93584
2019-06-11,93584
2019-06-12,95162
2019-06-13,95162
2019-06-14,96061
2019-06-15,96061
2019-06-16,96013
2019-06-17,96013
2019-06-18,96856
2019-06-19,96856
2019-06-20,97682
2019-06-21,97682
2019-06-22,97682
2019-06-23,97044
2019-06-24,97044
2019-06-25,96823
2019-06-26,96823
2019-06-27,96759
2019-06-28,96759
2019-06-29,96210
2019-06-30,96210
2019-07-01,94696
2019-07-02,94696
2019-07-03,94020
2019-07-04,94020
2019-07-05,89886
2019-07-06,89886
2019-07-07,89886
2019-07-08,85391
2019-07-09,85391
2019-07-10,82938
2019-07-11,82938
2019-07-12,82511
2019-07-13,82511
2019-07-14,80957
2019-07-15,80957
2019-07-16,80957
2019-07-17,81827
2019-07-18,81827
2019-07-19,81827
2019-07-20,84517
2019-07-21,84517
2019-07-22,88743
2019-07-23,88743
2019-07-24,92945
2019-07-25,92945
2019-07-26,92945
2019-07-27,97169
2019-07-28,97169
2019-07-29,99913
2019-07-30,99913
2019-07-31,99923
2019-08-01,99923
2019-08-02,99923
2019-08-03,103000
2019-08-04,103000
2019-08-05,106439
2019-08-06,106439
2019-08-07,110515
2019-08-08,110515
2019-08-09,110515
2019-08-10,112862
2019-08-11,112862
2019-08-12,116369
2019-08-13,116369
2019-08-14,117705
2019-08-15,117705
2019-08-16,116953
2019-08-17,116953
2019-08-18,116510
2019-08-19,116510
2019-08-20,115948
2019-08-21,115948
2019-08-22,115971
2019-08-23,115971
2019-08-24,113920
2019-08-24,113920
2019-08-25,113920
2019-08-25,113920
2019-08-26,110395
2019-08-26,110395
2019-08-27,110395
2019-08-27,110395
2019-08-28,107069
2019-08-29,107069
2019-08-30,107069
2019-08-31,102976
2019-09-01,102976
2019-09-02,100496
2019-09-03,100496
2019-09-04,97140
2019-09-05,97140
2019-09-06,97140
2019-09-07,94363
2019-09-08,94363
2019-09-09,92401
2019-09-10,92401
2019-09-11,90399
2019-09-12,90399
2019-09-13,90399
2019-09-14,89263
2019-09-15,89263
2019-09-16,86857
2019-09-17,86857
2019-09-18,83426
2019-09-19,83426
2019-09-20,83426
2019-09-21,82466
2019-09-22,82466
2019-09-23,83962
2019-09-24,83962
2019-09-25,83962
2019-09-26,84659
2019-09-27,84659
2019-09-28,86446
2019-09-29,86446
2019-09-30,86446
2019-10-01,89081
2019-10-02,89081
2019-10-03,89081
2019-10-04,90975
2019-10-05,90975
2019-10-06,92875
2019-10-07,92875
2019-10-08,93481
2019-10-09,93481
2019-10-10,93481
2019-10-11,95147
2019-10-12,95147
2019-10-13,94982
2019-10-14,94982
2019-10-15,98668
2019-10-16,98668
2019-10-17,98668
2019-10-18,102679
2019-10-19,102679
2019-10-20,107365
2019-10-21,107365
2019-10-22,107365
2019-10-23,110338
2019-10-24,110338
2019-10-25,115054
2019-10-26,115054
2019-10-27,117218
2019-10-28,117218
2019-10-29,117218
2019-10-30,119987
2019-10-31,119987
2019-11-01,123311
2019-11-02,123311
2019-11-03,125546
2019-11-04,125546
2019-11-05,129359
2019-11-06,129359
2019-11-07,135438
2019-11-08,135438
2019-11-09,141623
2019-11-10,141623
2019-11-11,148384
2019-11-12,148384
2019-11-13,155291
2019-11-14,155291
2019-11-15,157621
2019-11-16,157621
2019-11-17,160838
2019-11-18,160838
2019-11-19,166805
2019-11-20,166805
2019-11-21,166805
2019-11-22,167205
2019-11-23,167205
2019-11-24,159345
2019-11-25,159345
2019-11-26,159345
2019-11-27,155841
2019-11-28,155841
2019-11-29,155841
2019-11-30,157795
2019-12-01,157795
2019-12-02,158982
2019-12-03,158982
2019-12-04,158982
2019-12-05,161682
2019-12-06,161682
2019-12-07,166813
2019-12-08,166813
2019-12-09,166813
2019-12-10,172224
2019-12-11,172224
2019-12-12,172224
2019-12-13,179861
2019-12-14,179861
2019-12-15,187825
2019-12-16,187825
2019-12-17,188983
2019-12-18,188983
2019-12-19,188983
2019-12-20,194881
2019-12-21,194881
2019-12-22,197834
2019-12-23,197834
2019-12-24,189094
2019-12-25,189094
2019-12-26,180453
2019-12-27,180453
2019-12-28,174439
2019-12-29,174439
2019-12-30,170282
2019-12-31,170282
2020-01-01,167785
2020-01-02,167785
2020-01-03,164116
2020-01-04,164116
2020-01-05,156592
2020-01-06,156592
2020-01-07,149897
2020-01-08,149897
2020-01-09,149897
2020-01-10,148835
2020-01-11,150874
2020-01-12,150874
2020-01-13,154684
2020-01-14,154684
2020-01-15,160703
2020-01-16,160703
2020-01-17,164024
2020-01-18,164024
2020-01-19,170515
2020-01-20,170515
2020-01-21,178216
2020-01-22,178216
2020-01-23,187037
2020-01-24,187037
2020-01-25,196182
2020-01-26,205992
2020-01-27,205992
2020-01-28,216292
2020-01-29,216292
2020-01-30,227107
2020-01-31,227107
2020-02-01,238463
2020-02-02,250385
2020-02-03,250385
2020-02-04,262557
2020-02-05,262557
2020-02-06,272133
2020-02-07,272133
2020-02-08,259951
2020-02-09,259951
2020-02-10,247788
2020-02-11,247788
2020-02-12,236429
2020-02-13,236429
2020-02-14,230289
2020-02-15,230289
2020-02-16,224045
2020-02-17,215466
2020-02-18,215466
2020-02-19,204967
2020-02-20,195288
2020-02-21,195288
2020-02-22,190026
2020-02-23,190026
2020-02-24,186312
2020-02-25,186312
2020-02-26,178642
2020-02-27,178642
2020-02-28,171678
2020-02-29,171678
2020-03-01,167826
2020-03-02,167826
2020-03-03,163117
2020-03-04,163117
2020-03-05,158872
2020-03-06,154004
2020-03-07,154004
2020-03-08,151794
2020-03-09,151794
2020-03-10,157327
2020-03-11,157327
2020-03-12,165194
2020-03-13,165194
2020-03-14,173115
2020-03-15,173115
2020-03-16,181744
2020-03-17,181744
2020-03-18,190832
2020-03-19,200000
2020-03-20,210000
2020-03-21,219946
2020-03-22,225343
2020-03-23,227504
2020-03-24,221505
2020-03-25,217504
2020-03-26,207564
2020-03-27,200501
2020-03-28,192662
2020-03-29,185142
2020-03-30,179852
2020-03-31,176916
2020-04-01,174025
2020-04-02,176565
2020-04-03,176565
2020-04-04,181369
2020-04-05,179026
2020-04-06,173329
2020-04-07,171750
2020-04-08,171382
2020-04-09,173526
2020-04-10,173526
2020-04-11,174848
2020-04-12,182852
2020-04-13,191995
2020-04-14,201360
2020-04-15,209775
2020-04-16,209775
2020-04-17,218086
2020-04-18,228913
2020-04-19,240260
2020-04-20,252273
2020-04-21,264887
2020-04-22,275433
2020-04-23,287699
2020-04-24,300744
2020-04-25,309390
2020-04-26,316069
2020-04-27,321056
2020-04-28,316664
2020-04-29,311900
2020-04-30,299013
2020-05-01,292086
2020-05-02,282730
2020-05-03,278011
2020-05-04,270903
2020-05-05,261444
2020-05-06,262750
2020-05-07,270387
2020-05-08,283553
2020-05-09,283355
2020-05-10,277679
2020-05-11,277679
2020-05-12,269564
2020-05-13,267285
