date_obj,Rune%20platelegs price
2016-12-27,40715
2016-12-28,40496
2016-12-29,40616
2016-12-30,40758
2016-12-31,40869
2017-01-01,40715
2017-01-02,40816
2017-01-03,40634
2017-01-04,39882
2017-01-05,39062
2017-01-06,38621
2017-01-07,39000
2017-01-08,39714
2017-01-09,39963
2017-01-10,40051
2017-01-11,40555
2017-01-12,41024
2017-01-13,40763
2017-01-14,40807
2017-01-15,41031
2017-01-16,41005
2017-01-17,41008
2017-01-18,41132
2017-01-19,41181
2017-01-20,41316
2017-01-21,41471
2017-01-22,40958
2017-01-27,40983
2017-01-28,40558
2017-01-29,40607
2017-01-30,40467
2017-01-31,40533
2017-02-01,40697
2017-02-02,40950
2017-02-03,40967
2017-02-04,40762
2017-02-05,40529
2017-02-06,40416
2017-02-07,40466
2017-02-08,40600
2017-02-09,40651
2017-02-10,40723
2017-02-11,40546
2017-02-12,40454
2017-02-13,40441
2017-02-14,39981
2017-02-15,39373
2017-02-16,39531
2017-02-18,40192
2017-02-19,40061
2017-02-20,40166
2017-02-21,40346
2017-02-22,40689
2017-02-23,40759
2017-02-24,40603
2017-02-25,40395
2017-02-26,40786
2017-02-27,40991
2017-02-28,40942
2017-03-01,41003
2017-03-02,40944
2017-03-03,40773
2017-03-04,40959
2017-03-05,41267
2017-03-06,41193
2017-03-07,41034
2017-03-08,40858
2017-03-09,40828
2017-03-10,40898
2017-03-11,41109
2017-03-12,40757
2017-03-13,40778
2017-03-14,40637
2017-03-15,40801
2017-03-16,40931
2017-03-17,40887
2017-03-18,40910
2017-03-19,40921
2017-03-20,40816
2017-03-21,40540
2017-03-22,40411
2017-03-23,40513
2017-03-24,40407
2017-03-25,40435
2017-03-26,40466
2017-03-27,40435
2017-03-28,40411
2017-03-29,40473
2017-03-30,40503
2017-03-31,40538
2017-04-01,40758
2017-04-02,40686
2017-04-03,40834
2017-04-04,40890
2017-04-12,41371
2017-04-13,41602
2017-04-14,41215
2017-04-15,41128
2017-04-16,41352
2017-04-17,41532
2017-04-18,41475
2017-04-19,41199
2017-04-20,40482
2017-04-21,39196
2017-04-22,38726
2017-04-23,38459
2017-04-24,38255
2017-04-25,38017
2017-04-26,37978
2017-04-27,38464
2017-04-28,39610
2017-04-29,39513
2017-04-30,39884
2017-05-01,39490
2017-05-02,39546
2017-05-03,39173
2017-05-04,38695
2017-05-05,38732
2017-05-06,38514
2017-05-07,38329
2017-05-08,38334
2017-05-09,38695
2017-05-10,38956
2017-05-11,38528
2017-05-12,38551
2017-05-13,38650
2017-05-14,38453
2017-05-15,38547
2017-05-16,38650
2017-05-17,38715
2017-05-18,38753
2017-05-19,38597
2017-05-20,38367
2017-05-21,38355
2017-05-22,38470
2017-05-23,38446
2017-05-24,38188
2017-05-25,37193
2017-05-26,37617
2017-05-27,37716
2017-05-28,37868
2017-05-29,37883
2017-05-30,37896
2017-05-31,37847
2017-06-01,37864
2017-06-02,37865
2017-06-03,37827
2017-06-06,37893
2017-06-07,37900
2017-06-08,37816
2017-06-09,37849
2017-06-10,37792
2017-06-11,37779
2017-06-12,37915
2017-06-13,37890
2017-06-14,37859
2017-06-15,37815
2017-06-16,37898
2017-06-17,37931
2017-06-18,37986
2017-06-19,37981
2017-06-20,37980
2017-06-21,37924
2017-06-22,37948
2017-06-23,37796
2017-06-24,37904
2017-06-25,37925
2017-06-26,37959
2017-06-27,37929
2017-06-28,37906
2017-06-29,37923
2017-06-30,37898
2017-07-01,37824
2017-07-02,37882
2017-07-03,37842
2017-07-04,37686
2017-07-05,37729
2017-07-06,37715
2017-07-07,37790
2017-07-08,37827
2017-07-13,37942
2017-07-14,37971
2017-07-15,38005
2017-07-16,37983
2017-07-17,37955
2017-07-18,37987
2017-07-19,38006
2017-07-20,38031
2017-07-21,37985
2017-07-22,37993
2017-07-23,37995
2017-07-24,38019
2017-07-25,38009
2017-07-26,37954
2017-07-27,38004
2017-07-28,37991
2017-07-29,37933
2017-07-30,37932
2017-07-31,37912
2017-08-01,37986
2017-08-02,38040
2017-08-03,37945
2017-08-04,37947
2017-08-05,37919
2017-08-06,37995
2017-08-09,37985
2017-08-10,38016
2017-08-11,37986
2017-08-12,37848
2017-08-13,37808
2017-08-14,37956
2017-08-15,37935
2017-08-17,38001
2017-08-18,38009
2017-08-19,38002
2017-08-20,37881
2017-08-21,37978
2017-08-22,38055
2017-08-23,38033
2017-08-24,37982
2017-08-25,38007
2017-08-26,37993
2017-08-27,37964
2017-08-28,37976
2017-08-29,38034
2017-08-30,37931
2017-08-31,37994
2017-09-01,38014
2017-09-02,37904
2017-09-03,37948
2017-09-04,37999
2017-09-05,38028
2017-09-06,38012
2017-09-07,37968
2017-09-08,37984
2017-09-09,37894
2017-09-10,37951
2017-09-11,38016
2017-09-12,37997
2017-09-13,38016
2017-09-14,37990
2017-09-15,37987
2017-09-16,37952
2017-09-17,37964
2017-09-19,38015
2017-09-20,37939
2017-09-21,37986
2017-09-22,37935
2017-09-23,37952
2017-09-24,37965
2017-09-25,37848
2017-09-26,37854
2017-09-27,37953
2017-09-28,37962
2017-09-29,37814
2017-09-30,37870
2017-10-01,37872
2017-10-02,37866
2017-10-03,37966
2017-10-04,37911
2017-10-05,37687
2017-10-06,37919
2017-10-07,37950
2017-10-08,37983
2017-10-09,37950
2017-10-10,37939
2017-10-11,37974
2017-10-12,37976
2017-10-13,37974
2017-10-14,37956
2017-10-15,37975
2017-10-16,37959
2017-10-17,37961
2017-10-18,37922
2017-10-19,37950
2017-10-20,37980
2017-10-21,37933
2017-10-22,37960
2017-10-23,38008
2017-10-24,37956
2017-10-25,37946
2017-10-26,37972
2017-10-27,37832
2017-10-28,37802
2017-10-29,37853
2017-10-30,37907
2017-10-31,37933
2017-11-01,37865
2017-11-02,37947
2017-11-03,37950
2017-11-04,37942
2017-11-05,37942
2017-11-06,37964
2017-11-07,37921
2017-11-08,37980
2017-11-09,37985
2017-11-10,37955
2017-11-11,37939
2017-11-12,37892
2017-11-13,37969
2017-11-14,37986
2017-11-15,37986
2017-11-16,37992
2017-11-17,37991
2017-11-18,37913
2017-11-19,37825
2017-11-20,37925
2017-11-21,37981
2017-11-22,37859
2017-11-23,37814
2017-11-24,37899
2017-11-25,37846
2017-11-26,37958
2017-11-27,37961
2017-11-28,37933
2017-11-29,37946
2017-11-30,37981
2017-12-01,37930
2017-12-02,37990
2017-12-03,37948
2017-12-04,37958
2017-12-05,37977
2017-12-06,37930
2017-12-07,37900
2017-12-08,38036
2017-12-09,37972
2017-12-10,37888
2017-12-11,37851
2017-12-12,37870
2017-12-13,37815
2017-12-14,37874
2017-12-15,37894
2017-12-16,37897
2017-12-17,37930
2017-12-18,37945
2017-12-19,37866
2017-12-20,37901
2017-12-21,37921
2017-12-22,37952
2017-12-23,37967
2017-12-24,37921
2017-12-25,37918
2017-12-26,37940
2017-12-27,37936
2017-12-28,37946
2017-12-29,38012
2017-12-30,37846
2017-12-31,37837
2018-01-01,37920
2018-01-02,37832
2018-01-03,37902
2018-01-04,37784
2018-01-05,37902
2018-01-06,37863
2018-01-07,37882
2018-01-08,37918
2018-01-09,37957
2018-01-10,38001
2018-01-11,37968
2018-01-12,37859
2018-01-13,37908
2018-01-14,37924
2018-01-15,37922
2018-01-16,37954
2018-01-17,37971
2018-01-18,37975
2018-01-19,37931
2018-01-20,37890
2018-01-21,37885
2018-01-22,37969
2018-01-23,37957
2018-01-24,37950
2018-01-25,37938
2018-01-26,37960
2018-01-27,37917
2018-01-28,37928
2018-01-29,37992
2018-01-30,37978
2018-02-01,37964
2018-02-02,37936
2018-02-03,37958
2018-02-04,37938
2018-02-05,38033
2018-02-06,37947
2018-02-07,37995
2018-02-08,37935
2018-02-09,37831
2018-02-10,37675
2018-02-11,37710
2018-02-12,37825
2018-02-13,37866
2018-02-14,37868
2018-02-15,37848
2018-02-16,37732
2018-02-17,37755
2018-02-18,37806
2018-02-19,37859
2018-02-20,37842
2018-02-21,37875
2018-02-22,37894
2018-02-23,37908
2018-02-24,37846
2018-02-25,37911
2018-02-26,37949
2018-02-27,37957
2018-02-28,37952
2018-03-01,37944
2018-03-02,37942
2018-03-03,37922
2018-03-04,37890
2018-03-05,37910
2018-03-06,37938
2018-03-07,37969
2018-03-08,37960
2018-03-09,37977
2018-03-10,37951
2018-03-11,37967
2018-03-12,38002
2018-03-13,38012
2018-03-14,37801
2018-03-15,37963
2018-03-16,37970
2018-03-17,37989
2018-03-18,37917
2018-03-19,37901
2018-03-20,37911
2018-03-21,37850
2018-03-23,37847
2018-03-24,37814
2018-03-26,37930
2018-03-27,37946
2018-03-28,37876
2018-03-29,37979
2018-03-30,37940
2018-03-31,37949
2018-04-01,37945
2018-04-02,37965
2018-04-03,37883
2018-04-04,37962
2018-04-05,38029
2018-04-06,38024
2018-04-08,37958
2018-04-09,37932
2018-04-10,38017
2018-04-11,38037
2018-04-12,37946
2018-04-13,38017
2018-04-14,37934
2018-04-15,37978
2018-04-16,37943
2018-04-17,37931
2018-04-18,37977
2018-04-19,37915
2018-04-20,37901
2018-04-21,37944
2018-04-22,37983
2018-04-23,37981
2018-04-24,37994
2018-04-25,37977
2018-04-26,37974
2018-04-27,37966
2018-04-28,38002
2018-04-29,37948
2018-04-30,37924
2018-05-01,37918
2018-05-02,37868
2018-05-03,37973
2018-05-04,37981
2018-05-05,37996
2018-05-06,37984
2018-05-07,38008
2018-05-08,38004
2018-05-09,37943
2018-05-10,37823
2018-05-11,37937
2018-05-12,37935
2018-05-13,37967
2018-05-14,37947
2018-05-15,38021
2018-05-16,37976
2018-05-17,37982
2018-05-18,37989
2018-05-19,38022
2018-05-20,37852
2018-05-21,37938
2018-05-22,37968
2018-05-23,37990
2018-05-24,37883
2018-05-25,38046
2018-05-26,37881
2018-05-27,38000
2018-05-28,38014
2018-05-29,38057
2018-05-30,37937
2018-05-31,37997
2018-06-01,38048
2018-06-02,37872
2018-06-03,37901
2018-06-04,37999
2018-06-05,38014
2018-06-06,37912
2018-06-07,37734
2018-06-08,37874
2018-06-09,37893
2018-06-10,37886
2018-06-11,37979
2018-06-12,37902
2018-06-13,37923
2018-06-14,37892
2018-06-15,37899
2018-06-16,37889
2018-06-17,37875
2018-06-18,37916
2018-06-19,37896
2018-06-20,37947
2018-06-21,37930
2018-06-22,37940
2018-06-23,37909
2018-06-24,37952
2018-06-25,37976
2018-06-26,37925
2018-06-27,37943
2018-06-28,37925
2018-06-29,37907
2018-06-30,37945
2018-07-01,37945
2018-07-02,37949
2018-07-03,37910
2018-07-04,37929
2018-07-05,37952
2018-07-06,37954
2018-07-07,37989
2018-07-08,38043
2018-07-09,37977
2018-07-10,37974
2018-07-11,37904
2018-07-12,37958
2018-07-13,37945
2018-07-14,37944
2018-07-15,37940
2018-07-16,37946
2018-07-17,37949
2018-07-18,37923
2018-07-19,37942
2018-07-20,37961
2018-07-21,37962
2018-07-22,37950
2018-07-23,37938
2018-07-24,37987
2018-07-25,37981
2018-07-26,37915
2018-07-27,37793
2018-07-28,37814
2018-07-29,37857
2018-07-30,37930
2018-07-31,37919
2018-08-01,37896
2018-08-02,37930
2018-08-03,37917
2018-08-04,37856
2018-08-05,37892
2018-08-06,37951
2018-08-07,37864
2018-08-08,37858
2018-08-09,37890
2018-08-10,37865
2018-08-11,37820
2018-08-12,37822
2018-08-14,37859
2018-08-16,37930
2018-08-17,37620
2018-08-18,37735
2018-08-19,37833
2018-08-20,37914
2018-08-21,37926
2018-08-22,37876
2018-08-23,37901
2018-08-24,37897
2018-08-25,37882
2018-08-26,37910
2018-08-27,37965
2018-08-28,37939
2018-08-29,37973
2018-08-30,37948
2018-08-31,37912
2018-09-01,37917
2018-09-02,37938
2018-09-03,37952
2018-09-04,37953
2018-09-05,37911
2018-09-06,37982
2018-09-07,37895
2018-09-08,37920
2018-09-09,37918
2018-09-10,37906
2018-09-11,37911
2018-09-12,37945
2018-09-13,37944
2018-09-14,37952
2018-09-15,37963
2018-09-16,37986
2018-09-17,37959
2018-09-18,37927
2018-09-19,37950
2018-09-20,37934
2018-09-21,37896
2018-09-22,37910
2018-09-23,37936
2018-09-24,37948
2018-09-25,37961
2018-09-26,37983
2018-09-27,37995
2018-09-28,37971
2018-09-29,37916
2018-09-30,37852
2018-10-02,37862
2018-10-03,37951
2018-10-04,37984
2018-10-05,37977
2018-10-06,37922
2018-10-07,37942
2018-10-08,37943
2018-10-09,38001
2018-10-10,37962
2018-10-11,37953
2018-10-12,37991
2018-10-13,37895
2018-10-14,37932
2018-10-15,37948
2018-10-16,38007
2018-10-17,37990
2018-10-18,37988
2018-10-19,38002
2018-10-20,37953
2018-10-21,37986
2018-10-22,37993
2018-10-23,37932
2018-10-24,37970
2018-10-25,37981
2018-10-26,37951
2018-10-27,37958
2018-10-28,37922
2018-10-29,37955
2018-10-30,37882
2018-10-31,37923
2018-11-01,37955
2018-11-03,37985
2018-11-04,37937
2018-11-05,37978
2018-11-06,38024
2018-11-07,37969
2018-11-08,38032
2018-11-09,38012
2018-11-10,37990
2018-11-11,37975
2018-11-12,37956
2018-11-13,37932
2018-11-14,37976
2018-11-15,37998
2018-11-16,37981
2018-11-17,37925
2018-11-18,37924
2018-11-19,37908
2018-11-20,37935
2018-11-21,37994
2018-11-22,37962
2018-11-23,37962
2018-11-24,37976
2018-11-25,37981
2018-11-26,37992
2018-11-27,37993
2018-11-28,37988
2018-12-01,37989
2018-12-02,37964
2018-12-03,37954
2018-12-04,37965
2018-12-05,37978
2018-12-07,37934
2018-12-09,38025
2018-12-10,37986
2018-12-11,37948
2018-12-12,37998
2018-12-13,38003
2018-12-14,38006
2018-12-15,37991
2018-12-16,37984
2018-12-17,37999
2018-12-18,38011
2018-12-19,37983
2018-12-20,37962
2018-12-21,37997
2018-12-22,38010
2018-12-23,38000
2018-12-24,37962
2018-12-25,37975
2018-12-26,37950
2018-12-27,37923
2018-12-28,37922
2018-12-29,37948
2018-12-30,37948
2018-12-31,37948
2019-01-01,37932
2019-01-02,37925
2019-01-03,37949
2019-01-04,37931
2019-01-05,37966
2019-01-06,38000
2019-01-08,38010
2019-01-10,37804
2019-01-11,37880
2019-01-12,37919
2019-01-13,37937
2019-01-14,37951
2019-01-15,37953
2019-01-16,37949
2019-01-17,37966
2019-01-18,37967
2019-01-19,37929
2019-01-20,37928
2019-01-21,37931
2019-01-22,37937
2019-01-23,37940
2019-01-24,37947
2019-01-25,37939
2019-01-26,37905
2019-01-27,37909
2019-01-28,37936
2019-01-29,37940
2019-01-30,37949
2019-01-31,37955
2019-02-01,37935
2019-02-02,37962
2019-02-03,37942
2019-02-04,37926
2019-02-05,37938
2019-02-06,38017
2019-02-07,37962
2019-02-08,37973
2019-02-09,37923
2019-02-10,37911
2019-02-11,37928
2019-02-12,37953
2019-02-13,37943
2019-02-14,37954
2019-02-15,37920
2019-02-16,37926
2019-02-17,37953
2019-02-18,37802
2019-02-19,37960
2019-02-20,37985
2019-02-21,37950
2019-02-22,38018
2019-02-23,38006
2019-02-24,37959
2019-02-25,37950
2019-02-26,37969
2019-02-27,37974
2019-02-28,37968
2019-03-01,37975
2019-03-02,37967
2019-03-03,38017
2019-03-04,38024
2019-03-05,38005
2019-03-06,37998
2019-03-07,37971
2019-03-08,37982
2019-03-09,37969
2019-03-10,37968
2019-03-11,37966
2019-03-12,37967
2019-03-13,37951
2019-03-14,37967
2019-03-15,37955
2019-03-16,37946
2019-03-17,37928
2019-03-18,37971
2019-03-19,37977
2019-03-20,37987
2019-03-21,37975
2019-03-22,37955
2019-03-23,37947
2019-03-24,37949
2019-03-25,37967
2019-03-26,37982
2019-03-27,37974
2019-03-28,37906
2019-03-29,37936
2019-03-30,37949
2019-03-31,37960
2019-04-01,37949
2019-04-02,37973
2019-04-03,37938
2019-04-04,37934
