date_obj,Emerald%20dragon%20bolts%20(e) price
2018-11-01,1516
2018-11-03,1556
2018-11-04,1556
2018-11-05,1556
2018-11-06,1556
2018-11-07,1601
2018-11-08,1601
2018-11-09,1601
2018-11-10,1622
2018-11-11,1622
2018-11-12,1622
2018-11-13,1622
2018-11-14,1632
2018-11-15,1632
2018-11-16,1632
2018-11-17,1615
2018-11-18,1615
2018-11-19,1615
2018-11-20,1615
2018-11-21,1623
2018-11-22,1623
2018-11-23,1623
2018-11-24,1568
2018-11-25,1568
2018-11-26,1568
2018-11-27,1548
2018-11-28,1548
2018-11-29,1548
2018-12-01,1495
2018-12-03,1495
2018-12-04,1495
2018-12-05,1446
2018-12-07,1446
2018-12-09,1429
2018-12-10,1429
2018-12-11,1429
2018-12-12,1433
2018-12-13,1433
2018-12-14,1433
2018-12-15,1433
2018-12-16,1425
2018-12-17,1425
2018-12-18,1425
2018-12-19,1425
2018-12-20,1396
2018-12-21,1396
2018-12-22,1396
2018-12-23,1395
2018-12-24,1395
2018-12-25,1395
2018-12-26,1395
2018-12-27,1386
2018-12-28,1386
2018-12-29,1386
2018-12-30,1386
2018-12-31,1389
2019-01-01,1389
2019-01-02,1389
2019-01-03,1389
2019-01-04,1405
2019-01-05,1405
2019-01-06,1405
2019-01-08,1415
2019-01-10,1386
2019-01-11,1386
2019-01-12,1386
2019-01-13,1386
2019-01-14,1364
2019-01-15,1364
2019-01-16,1364
2019-01-17,1364
2019-01-18,1347
2019-01-19,1347
2019-01-20,1347
2019-01-21,1338
2019-01-22,1338
2019-01-23,1298
2019-01-24,1298
2019-01-25,1298
2019-01-26,1298
2019-01-27,1284
2019-01-29,1284
2019-01-30,1284
2019-01-31,1306
2019-02-01,1306
2019-02-02,1306
2019-02-03,1289
2019-02-04,1289
2019-02-05,1289
2019-02-06,1289
2019-02-07,1294
2019-02-08,1294
2019-02-09,1294
2019-02-10,1294
2019-02-11,1271
2019-02-12,1271
2019-02-13,1271
2019-02-14,1271
2019-02-15,1286
2019-02-16,1286
2019-02-17,1286
2019-02-18,1280
2019-02-19,1280
2019-02-20,1280
2019-02-21,1314
2019-02-22,1314
2019-02-23,1314
2019-02-24,1314
2019-02-25,1338
2019-02-26,1338
2019-02-27,1338
2019-02-28,1338
2019-03-01,1338
2019-03-02,1338
2019-03-03,1389
2019-03-04,1389
2019-03-05,1389
2019-03-06,1430
2019-03-07,1430
2019-03-08,1430
2019-03-09,1430
2019-03-10,1430
2019-03-11,1479
2019-03-12,1479
2019-03-13,1479
2019-03-14,1479
2019-03-15,1522
2019-03-16,1522
2019-03-17,1522
2019-03-18,1522
2019-03-19,1565
2019-03-20,1565
2019-03-21,1565
2019-03-22,1612
2019-03-23,1612
2019-03-24,1612
2019-03-25,1620
2019-03-26,1620
2019-03-27,1620
2019-03-28,1620
2019-03-29,1653
2019-03-30,1653
2019-03-31,1653
2019-04-01,1653
2019-04-02,1653
2019-04-03,1702
2019-04-04,1702
2019-04-05,1702
2019-04-06,1702
2019-04-07,1702
2019-04-08,1721
2019-04-09,1721
2019-04-10,1721
2019-04-11,1721
2019-04-12,1721
2019-04-13,1680
2019-04-14,1680
2019-04-15,1680
2019-04-16,1680
2019-04-17,1680
2019-04-18,1656
2019-04-19,1656
2019-04-20,1656
2019-04-21,1687
2019-04-22,1687
2019-04-23,1687
2019-04-24,1687
2019-04-25,1640
2019-04-26,1640
2019-04-27,1640
2019-04-28,1640
2019-04-29,1577
2019-04-30,1577
2019-05-01,1577
2019-05-02,1577
2019-05-03,1520
2019-05-04,1520
2019-05-05,1520
2019-05-06,1517
2019-05-07,1517
2019-05-08,1517
2019-05-09,1483
2019-05-10,1483
2019-05-11,1483
2019-05-12,1474
2019-05-13,1474
2019-05-14,1474
2019-05-15,1474
2019-05-16,1451
2019-05-17,1451
2019-05-18,1451
2019-05-19,1451
2019-05-20,1460
2019-05-21,1460
2019-05-22,1460
2019-05-23,1460
2019-05-24,1513
2019-05-25,1513
2019-05-26,1513
2019-05-27,1513
2019-05-28,1491
2019-05-29,1491
2019-05-30,1491
2019-05-31,1491
2019-06-01,1494
2019-06-02,1494
2019-06-03,1494
2019-06-04,1494
2019-06-05,1494
2019-06-06,1474
2019-06-07,1474
2019-06-08,1474
2019-06-09,1474
2019-06-10,1474
2019-06-11,1521
2019-06-12,1521
2019-06-13,1521
2019-06-14,1521
2019-06-15,1521
2019-06-16,1519
2019-06-17,1519
2019-06-18,1519
2019-06-19,1519
2019-06-20,1489
2019-06-21,1489
2019-06-22,1489
2019-06-23,1489
2019-06-24,1493
2019-06-25,1493
2019-06-26,1493
2019-06-27,1460
2019-06-28,1460
2019-06-29,1460
2019-06-30,1402
2019-07-01,1402
2019-07-02,1402
2019-07-03,1338
2019-07-04,1338
2019-07-05,1338
2019-07-06,1290
2019-07-07,1290
2019-07-08,1290
2019-07-09,1279
2019-07-10,1279
2019-07-11,1279
2019-07-12,1241
2019-07-13,1241
2019-07-14,1241
2019-07-15,1242
2019-07-16,1242
2019-07-17,1242
2019-07-18,1244
2019-07-19,1244
2019-07-20,1244
2019-07-21,1205
2019-07-22,1205
2019-07-23,1205
2019-07-24,1205
2019-07-25,1151
2019-07-26,1151
2019-07-27,1151
2019-07-28,1142
2019-07-29,1142
2019-07-30,1142
2019-07-31,1120
2019-08-01,1120
2019-08-02,1120
2019-08-03,1101
2019-08-04,1101
2019-08-05,1101
2019-08-06,1101
2019-08-07,1063
2019-08-08,1063
2019-08-09,1063
2019-08-10,1063
2019-08-11,1072
2019-08-12,1072
2019-08-13,1072
2019-08-14,1072
2019-08-15,1100
2019-08-16,1100
2019-08-17,1100
2019-08-18,1100
2019-08-19,1138
2019-08-20,1138
2019-08-21,1138
2019-08-22,1138
2019-08-23,1138
2019-08-24,1145
2019-08-24,1145
2019-08-25,1145
2019-08-25,1145
2019-08-26,1145
2019-08-27,1145
2019-08-27,1145
2019-08-28,1169
2019-08-29,1169
2019-08-30,1169
2019-08-31,1169
2019-09-01,1183
2019-09-02,1183
2019-09-03,1183
2019-09-04,1183
2019-09-05,1173
2019-09-06,1173
2019-09-07,1173
2019-09-08,1140
2019-09-09,1140
2019-09-10,1140
2019-09-11,1140
2019-09-12,1169
2019-09-13,1169
2019-09-14,1169
2019-09-15,1169
2019-09-16,1183
2019-09-17,1183
2019-09-18,1183
2019-09-19,1183
2019-09-20,1183
2019-09-21,1225
2019-09-22,1225
2019-09-23,1225
2019-09-24,1225
2019-09-25,1221
2019-09-26,1221
2019-09-27,1221
2019-09-28,1221
2019-09-29,1162
2019-09-30,1162
2019-10-01,1162
2019-10-02,1104
2019-10-03,1104
2019-10-04,1104
2019-10-05,1104
2019-10-06,1048
2019-10-07,1048
2019-10-08,1048
2019-10-09,1048
2019-10-10,1005
2019-10-11,1005
2019-10-12,1005
2019-10-13,989
2019-10-14,989
2019-10-15,989
2019-10-16,990
2019-10-17,990
2019-10-18,990
2019-10-19,1008
2019-10-20,1008
2019-10-21,1008
2019-10-22,1008
2019-10-23,1008
2019-10-24,1036
2019-10-25,1036
2019-10-26,1036
2019-10-27,1036
2019-10-28,1045
2019-10-29,1045
2019-10-30,1045
2019-10-31,1045
2019-11-01,1048
2019-11-02,1048
2019-11-03,1048
2019-11-04,1048
2019-11-05,1059
2019-11-06,1059
2019-11-07,1059
2019-11-08,1059
2019-11-09,1090
2019-11-10,1090
2019-11-11,1090
2019-11-12,1119
2019-11-13,1119
2019-11-14,1119
2019-11-15,1119
2019-11-16,1169
2019-11-17,1169
2019-11-18,1169
2019-11-19,1169
2019-11-20,1163
2019-11-21,1163
2019-11-22,1163
2019-11-23,1105
2019-11-24,1105
2019-11-25,1105
2019-11-26,1068
2019-11-27,1068
2019-11-28,1068
2019-11-29,1068
2019-11-30,1040
2019-12-01,1040
2019-12-02,1040
2019-12-03,1033
2019-12-04,1033
2019-12-05,1033
2019-12-06,1033
2019-12-07,1035
2019-12-08,1035
2019-12-09,1035
2019-12-10,1015
2019-12-11,1015
2019-12-12,1015
2019-12-13,1015
2019-12-14,1056
2019-12-15,1056
2019-12-16,1056
2019-12-17,1087
2019-12-18,1087
2019-12-19,1087
2019-12-20,1087
2019-12-21,1115
2019-12-22,1115
2019-12-23,1115
2019-12-24,1115
2019-12-25,1130
2019-12-26,1130
2019-12-27,1130
2019-12-28,1130
2019-12-29,1152
2019-12-30,1152
2019-12-31,1152
2020-01-01,1152
2020-01-02,1169
2020-01-03,1169
2020-01-04,1169
2020-01-05,1161
2020-01-06,1161
2020-01-07,1161
2020-01-08,1155
2020-01-09,1155
2020-01-10,1155
2020-01-11,1171
2020-01-12,1171
2020-01-13,1171
2020-01-14,1171
2020-01-15,1220
2020-01-16,1220
2020-01-17,1220
2020-01-18,1220
2020-01-19,1265
2020-01-20,1265
2020-01-21,1265
2020-01-22,1265
2020-01-23,1328
2020-01-24,1328
2020-01-25,1328
2020-01-26,1394
2020-01-27,1394
2020-01-28,1394
2020-01-29,1394
2020-01-30,1447
2020-01-31,1447
2020-02-01,1447
2020-02-02,1450
2020-02-03,1450
2020-02-04,1450
2020-02-05,1379
2020-02-06,1379
2020-02-07,1379
2020-02-08,1332
2020-02-09,1332
2020-02-10,1332
2020-02-11,1294
2020-02-12,1294
2020-02-13,1294
2020-02-14,1239
2020-02-15,1239
2020-02-16,1239
2020-02-17,1206
2020-02-18,1206
2020-02-19,1206
2020-02-20,1145
2020-02-21,1145
2020-02-22,1145
2020-02-23,1092
2020-02-24,1092
2020-02-25,1085
2020-02-26,1085
2020-02-27,1085
2020-02-28,1032
2020-02-29,1032
2020-03-01,1032
2020-03-02,981
2020-03-03,981
2020-03-04,981
2020-03-05,931
2020-03-06,931
2020-03-07,931
2020-03-08,886
2020-03-09,886
2020-03-10,881
2020-03-11,881
2020-03-12,897
2020-03-13,897
2020-03-14,897
2020-03-15,918
2020-03-16,918
2020-03-17,918
2020-03-18,946
2020-03-19,946
2020-03-20,946
2020-03-21,913
2020-03-22,913
2020-03-23,934
2020-03-24,934
2020-03-25,934
2020-03-26,950
2020-03-27,950
2020-03-28,950
2020-03-29,968
2020-03-30,968
2020-03-31,987
2020-04-01,987
2020-04-02,991
2020-04-03,991
2020-04-04,991
2020-04-05,1028
2020-04-06,1028
2020-04-07,1047
2020-04-08,1047
2020-04-09,1047
2020-04-10,1073
2020-04-11,1073
2020-04-12,1114
2020-04-13,1114
2020-04-14,1114
2020-04-15,1140
2020-04-16,1140
2020-04-17,1140
2020-04-18,1165
2020-04-19,1165
2020-04-20,1208
2020-04-21,1208
2020-04-22,1205
2020-04-23,1205
2020-04-24,1182
2020-04-25,1182
2020-04-26,1131
2020-04-27,1131
2020-04-28,1078
2020-04-29,1078
2020-04-30,1034
2020-05-01,1034
2020-05-02,1034
2020-05-03,1003
2020-05-04,1003
2020-05-05,1003
2020-05-06,989
2020-05-07,989
2020-05-08,989
2020-05-09,999
2020-05-10,999
2020-05-11,999
2020-05-12,973
2020-05-13,973
