date_obj,Red%20beret price
2019-04-07,48421
2019-04-08,48421
2019-04-09,48421
2019-04-10,46246
2019-04-11,46246
2019-04-12,44213
2019-04-13,44213
2019-04-14,42002
2019-04-15,42002
2019-04-16,39981
2019-04-17,38371
2019-04-18,37660
2019-04-19,37660
2019-04-20,36301
2019-04-21,36301
2019-04-22,34720
2019-04-23,34720
2019-04-24,33190
2019-04-25,33190
2019-04-26,31610
2019-04-27,31610
2019-04-28,30235
2019-04-29,30235
2019-04-30,28954
2019-05-01,28954
2019-05-02,27694
2019-05-03,27694
2019-05-04,26309
2019-05-05,26309
2019-05-06,26309
2019-05-07,25237
2019-05-08,25237
2019-05-09,25237
2019-05-10,24696
2019-05-11,24696
2019-05-12,24563
2019-05-13,24563
2019-05-14,24842
2019-05-15,24842
2019-05-16,24842
2019-05-17,24932
2019-05-18,24932
2019-05-19,25051
2019-05-20,25051
2019-05-21,25051
2019-05-22,25699
2019-05-23,25699
2019-05-24,25699
2019-05-25,26963
2019-05-26,26963
2019-05-27,26963
2019-05-28,28312
2019-05-29,28312
2019-05-30,29686
2019-05-31,29686
2019-06-01,29686
2019-06-02,29686
2019-06-03,30860
2019-06-04,30860
2019-06-05,32341
2019-06-06,32341
2019-06-07,32341
2019-06-08,33947
2019-06-09,33947
2019-06-10,33947
2019-06-11,35619
2019-06-12,35619
2019-06-13,35619
2019-06-14,37300
2019-06-15,37300
2019-06-16,39097
2019-06-17,39097
2019-06-18,39097
2019-06-19,40697
2019-06-20,40697
2019-06-21,40697
2019-06-22,41857
2019-06-23,41857
2019-06-24,43423
2019-06-25,43423
2019-06-26,43423
2019-06-27,45037
2019-06-28,45037
2019-06-29,45037
2019-06-30,46131
2019-07-01,46131
2019-07-02,46131
2019-07-03,47323
2019-07-04,47323
2019-07-05,47323
2019-07-06,47323
2019-07-07,46508
2019-07-08,46508
2019-07-09,47546
2019-07-10,47546
2019-07-11,47546
2019-07-12,47296
2019-07-13,47296
2019-07-14,47296
2019-07-15,47296
2019-07-16,47501
2019-07-17,47501
2019-07-18,47501
2019-07-19,47501
2019-07-20,47465
2019-07-21,47465
2019-07-22,47465
2019-07-23,46813
2019-07-24,46813
2019-07-25,46813
2019-07-26,46813
2019-07-27,46558
2019-07-28,46558
2019-07-29,46558
2019-07-30,44349
2019-07-31,44349
2019-08-01,44349
2019-08-02,42417
2019-08-03,42417
2019-08-04,42417
2019-08-05,40510
2019-08-06,40510
2019-08-07,38939
2019-08-08,38939
2019-08-09,38939
2019-08-10,37227
2019-08-11,37227
2019-08-12,37227
2019-08-13,35649
2019-08-14,35649
2019-08-15,35649
2019-08-16,34318
2019-08-17,34318
2019-08-18,34318
2019-08-19,32835
2019-08-20,32835
2019-08-21,32835
2019-08-22,31307
2019-08-23,31307
2019-08-24,31307
2019-08-24,31307
2019-08-25,31307
2019-08-25,31307
2019-08-26,29894
2019-08-26,29894
2019-08-27,29894
2019-08-27,29894
2019-08-28,29894
2019-08-29,28569
2019-08-30,28569
2019-08-31,28569
2019-09-01,27281
2019-09-02,27281
2019-09-03,27281
2019-09-04,26165
2019-09-05,26165
2019-09-06,26165
2019-09-07,25018
2019-09-08,25018
2019-09-09,25018
2019-09-10,23986
2019-09-11,23986
2019-09-12,23986
2019-09-13,22890
2019-09-14,22890
2019-09-15,21821
2019-09-16,21821
2019-09-17,21821
2019-09-18,21408
2019-09-19,21408
2019-09-20,21408
2019-09-21,21408
2019-09-22,20511
2019-09-23,20511
2019-09-24,20511
2019-09-25,20129
2019-09-26,20129
2019-09-27,20129
2019-09-28,20129
2019-09-29,19675
2019-09-30,19675
2019-10-01,19675
2019-10-02,18719
2019-10-03,18719
2019-10-04,18719
2019-10-05,18810
2019-10-06,18810
2019-10-07,18810
2019-10-08,18810
2019-10-09,18206
2019-10-10,18206
2019-10-11,18206
2019-10-12,18206
2019-10-13,17717
2019-10-14,17717
2019-10-15,17717
2019-10-16,17717
2019-10-17,17656
2019-10-18,17656
2019-10-19,17656
2019-10-20,17656
2019-10-21,17656
2019-10-22,17594
2019-10-23,17594
2019-10-24,17594
2019-10-25,16853
2019-10-26,16853
2019-10-27,16853
2019-10-28,16339
2019-10-29,16339
2019-10-30,16339
2019-10-31,16339
2019-11-01,15570
2019-11-02,15570
2019-11-03,15570
2019-11-04,15085
2019-11-05,15085
2019-11-06,15085
2019-11-07,14719
2019-11-08,14719
2019-11-09,14719
2019-11-10,14578
2019-11-11,14578
2019-11-12,14578
2019-11-13,14578
2019-11-14,14375
2019-11-15,14375
2019-11-16,14375
2019-11-17,14375
2019-11-18,14189
2019-11-19,14189
2019-11-20,14189
2019-11-21,14189
2019-11-22,14189
2019-11-23,14212
2019-11-24,14212
2019-11-25,14212
2019-11-26,14212
2019-11-27,14124
2019-11-28,14124
2019-11-29,14124
2019-11-30,14124
2019-12-01,14520
2019-12-02,14520
2019-12-03,14520
2019-12-04,14520
2019-12-05,14520
2019-12-06,14460
2019-12-07,14460
2019-12-08,14460
2019-12-09,14460
2019-12-10,14911
2019-12-11,14911
2019-12-12,14911
2019-12-13,14911
2019-12-14,15614
2019-12-15,15614
2019-12-16,15614
2019-12-17,15614
2019-12-18,16030
2019-12-19,16030
2019-12-20,16030
2019-12-21,16030
2019-12-22,16692
2019-12-23,16692
2019-12-24,16692
2019-12-25,16692
2019-12-26,16692
2019-12-27,17513
2019-12-28,17513
2019-12-29,17513
2019-12-30,17513
2019-12-31,18248
2020-01-01,18248
2020-01-02,18248
2020-01-03,18248
2020-01-04,18991
2020-01-05,18991
2020-01-06,18991
2020-01-07,19897
2020-01-08,19897
2020-01-09,19897
2020-01-10,19897
2020-01-11,20892
2020-01-12,20892
2020-01-13,20892
2020-01-14,20892
2020-01-15,21868
2020-01-16,21868
2020-01-17,21868
2020-01-18,21868
2020-01-19,22597
2020-01-20,22597
2020-01-21,22597
2020-01-22,22597
2020-01-23,23500
2020-01-24,23500
2020-01-25,23500
2020-01-26,23500
2020-01-27,24582
2020-01-28,24582
2020-01-29,24582
2020-01-30,24582
2020-01-31,24582
2020-02-01,25265
2020-02-02,25265
2020-02-03,25265
2020-02-04,25265
2020-02-05,25180
2020-02-06,25180
2020-02-07,25180
2020-02-08,25221
2020-02-09,25221
2020-02-10,25221
2020-02-11,25010
2020-02-12,25010
2020-02-13,25010
2020-02-14,25010
2020-02-15,25930
2020-02-16,25930
2020-02-17,25930
2020-02-18,26891
2020-02-19,26891
2020-02-20,26891
2020-02-21,26891
2020-02-22,27411
2020-02-23,27411
2020-02-24,27411
2020-02-25,27411
2020-02-26,26152
2020-02-27,26152
2020-02-28,26152
2020-02-29,26354
2020-03-01,26354
2020-03-02,26354
2020-03-03,25968
2020-03-04,25968
2020-03-05,25968
2020-03-06,25968
2020-03-07,25242
2020-03-08,25242
2020-03-09,25242
2020-03-10,24254
2020-03-11,24254
2020-03-12,24254
2020-03-13,23194
2020-03-14,23194
2020-03-15,23194
2020-03-16,22071
2020-03-17,22071
2020-03-18,22071
2020-03-19,21518
2020-03-20,21518
2020-03-21,21518
2020-03-22,21676
2020-03-23,21676
2020-03-24,21560
2020-03-25,21560
2020-03-26,20565
2020-03-27,20565
2020-03-28,20565
2020-03-29,20686
2020-03-30,20686
2020-03-31,19936
2020-04-01,19936
2020-04-02,19567
2020-04-03,19567
2020-04-04,19087
2020-04-05,19087
2020-04-06,18308
2020-04-07,18308
2020-04-08,17455
2020-04-09,17455
2020-04-10,17455
2020-04-11,17012
2020-04-12,17012
2020-04-13,17012
2020-04-14,16544
2020-04-15,16544
2020-04-16,16444
2020-04-17,16444
2020-04-18,16292
2020-04-19,16292
2020-04-20,16126
2020-04-21,16126
2020-04-22,15521
2020-04-23,15521
2020-04-24,15521
2020-04-25,14769
2020-04-26,14117
2020-04-27,13477
2020-04-28,13477
2020-04-29,12842
2020-04-30,12264
2020-05-01,12264
2020-05-02,11764
2020-05-03,11764
2020-05-04,11237
2020-05-05,11237
2020-05-06,10746
2020-05-07,10746
2020-05-08,10746
2020-05-09,10596
2020-05-10,10596
2020-05-11,10099
2020-05-12,10099
2020-05-13,9645
