date_obj,Ancient%20chaps price
2017-05-30,49901
2017-05-31,51359
2017-06-01,52331
2017-06-02,53959
2017-06-03,56395
2017-06-04,57850
2017-06-05,59663
2017-06-06,62044
2017-06-07,64577
2017-06-08,65982
2017-06-09,67343
2017-06-10,68430
2017-06-11,68628
2017-06-12,66496
2017-06-13,66356
2017-06-14,65130
2017-06-15,64579
2017-06-16,64195
2017-06-17,63584
2017-06-18,63722
2017-06-19,63245
2017-06-20,63458
2017-06-21,65576
2017-06-22,66239
2017-06-23,67227
2017-06-24,68879
2017-06-25,67644
2017-06-26,67155
2017-06-27,64132
2017-06-28,62135
2017-06-29,60535
2017-06-30,58495
2017-07-01,58359
2017-07-02,58066
2017-07-03,56014
2017-07-04,54415
2017-07-05,53229
2017-07-06,54153
2017-07-07,55964
2017-07-08,57460
2017-07-09,59321
2017-07-13,61896
2017-07-14,63950
2017-07-15,61873
2017-07-16,61216
2017-07-17,63276
2017-07-18,65453
2017-07-19,65529
2017-07-20,64134
2017-07-21,61648
2017-07-22,59965
2017-07-23,58859
2017-07-24,57158
2017-07-25,56083
2017-07-26,55888
2017-07-27,56251
2017-07-28,57429
2017-07-29,58111
2017-07-30,59305
2017-07-31,60605
2017-08-01,63372
2017-08-02,66040
2017-08-03,67946
2017-08-04,69961
2017-08-05,70778
2017-08-06,71378
2017-08-07,71151
2017-08-08,71614
2017-08-09,72233
2017-08-10,71628
2017-08-11,71602
2017-08-12,71899
2017-08-13,71541
2017-08-14,72373
2017-08-15,73310
2017-08-16,75043
2017-08-17,76424
2017-08-18,77323
2017-08-19,78425
2017-08-20,78918
2017-08-21,80134
2017-08-22,80089
2017-08-23,80785
2017-08-24,81069
2017-08-25,80441
2017-08-26,80038
2017-08-27,80298
2017-08-28,80040
2017-08-29,79042
2017-08-30,78303
2017-08-31,78402
2017-09-01,77619
2017-09-02,76125
2017-09-03,75349
2017-09-04,76174
2017-09-05,75355
2017-09-06,73753
2017-09-07,72322
2017-09-08,71308
2017-09-09,70095
2017-09-10,68807
2017-09-11,68179
2017-09-12,70462
2017-09-13,70852
2017-09-14,68340
2017-09-15,67569
2017-09-16,66952
2017-09-17,65749
2017-09-18,64463
2017-09-19,63529
2017-09-20,64146
2017-09-22,65039
2017-09-23,64659
2017-09-24,65437
2017-09-25,66002
2017-09-26,66971
2017-09-27,66372
2017-09-28,65376
2017-09-29,62966
2017-09-30,60499
2017-10-01,58875
2017-10-02,58117
2017-10-03,57343
2017-10-04,57558
2017-10-05,57329
2017-10-06,55911
2017-10-07,54856
2017-10-08,55187
2017-10-09,55171
2017-10-10,55370
2017-10-11,54562
2017-10-12,54400
2017-10-13,54157
2017-10-14,53549
2017-10-15,53179
2017-10-16,52514
2017-10-17,52491
2017-10-18,52667
2017-10-19,52384
2017-10-20,51660
2017-10-21,51446
2017-10-22,51092
2017-10-23,51707
2017-10-24,52387
2017-10-25,53994
2017-10-26,55279
2017-10-27,56410
2017-10-28,57446
2017-10-29,57456
2017-10-30,56909
2017-10-31,57611
2017-11-01,57683
2017-11-02,57454
2017-11-03,57365
2017-11-04,57268
2017-11-05,56621
2017-11-06,56213
2017-11-07,53625
2017-11-08,52141
2017-11-09,51819
2017-11-10,51947
2017-11-11,52583
2017-11-12,51761
2017-11-13,51512
2017-11-14,51329
2017-11-15,50472
2017-11-16,50390
2017-11-17,50097
2017-11-18,49263
2017-11-19,48405
2017-11-20,48583
2017-11-21,48654
2017-11-22,48650
2017-11-23,47790
2017-11-24,46326
2017-11-25,45810
2017-11-26,44602
2017-11-27,43591
2017-11-28,43322
2017-11-29,42541
2017-11-30,42499
2017-12-01,42046
2017-12-02,41934
2017-12-03,41676
2017-12-04,41075
2017-12-05,41007
2017-12-06,40889
2017-12-07,40892
2017-12-08,40671
2017-12-09,40348
2017-12-10,40163
2017-12-11,39928
2017-12-12,39805
2017-12-13,39633
2017-12-14,39548
2017-12-15,39603
2017-12-16,39492
2017-12-17,39733
2017-12-18,39607
2017-12-19,39344
2017-12-20,39399
2017-12-21,40007
2017-12-22,39567
2017-12-23,39641
2017-12-24,40349
2017-12-25,41160
2017-12-26,42506
2017-12-27,44339
2017-12-28,46241
2017-12-29,48453
2017-12-30,50733
2017-12-31,53126
2018-01-01,55769
2018-01-02,58418
2018-01-03,60689
2018-01-04,60066
2018-01-05,58341
2018-01-06,57096
2018-01-07,57431
2018-01-08,57284
2018-01-09,57192
2018-01-10,56201
2018-01-11,56555
2018-01-12,58328
2018-01-13,61078
2018-01-14,63596
2018-01-15,65858
2018-01-16,67447
2018-01-17,69409
2018-01-18,69683
2018-01-19,70980
2018-01-20,71774
2018-01-21,70641
2018-01-22,68774
2018-01-23,67235
2018-01-24,66465
2018-01-25,65955
2018-01-26,65711
2018-01-27,65157
2018-01-28,64995
2018-01-29,65021
2018-01-30,65250
2018-01-31,64889
2018-02-01,65564
2018-02-02,65751
2018-02-03,63554
2018-02-04,62708
2018-02-05,62434
2018-02-06,63682
2018-02-07,65413
2018-02-08,67515
2018-02-09,69411
2018-02-10,71554
2018-02-11,73401
2018-02-12,76262
2018-02-13,77051
2018-02-14,78565
2018-02-15,77420
2018-02-16,77259
2018-02-17,75862
2018-02-18,74549
2018-02-19,72561
2018-02-20,69845
2018-02-21,69523
2018-02-22,68926
2018-02-23,69001
2018-02-24,67987
2018-02-25,69708
2018-02-26,69920
2018-02-27,72815
2018-02-28,71471
2018-03-01,70786
2018-03-02,68257
2018-03-03,66885
2018-03-04,66464
2018-03-05,66376
2018-03-06,65955
2018-03-07,65132
2018-03-08,65131
2018-03-09,64667
2018-03-10,65214
2018-03-11,66635
2018-03-12,69196
2018-03-13,70247
2018-03-14,71493
2018-03-15,72490
2018-03-16,70726
2018-03-17,69064
2018-03-18,68909
2018-03-19,69020
2018-03-20,68944
2018-03-21,68637
2018-03-22,67139
2018-03-23,65899
2018-03-24,66094
2018-03-25,65219
2018-03-26,65711
2018-03-27,65607
2018-03-28,66006
2018-03-29,67663
2018-03-30,68351
2018-03-31,69171
2018-04-01,70495
2018-04-02,71976
2018-04-03,74151
2018-04-04,75426
2018-04-05,77834
2018-04-06,78362
2018-04-07,76770
2018-04-08,75055
2018-04-09,75021
2018-04-10,73745
2018-04-11,73080
2018-04-12,73682
2018-04-13,73185
2018-04-14,74105
2018-04-15,74756
2018-04-16,76686
2018-04-17,78049
2018-04-18,80106
2018-04-19,82935
2018-04-20,86358
2018-04-21,88539
2018-04-22,91268
2018-04-23,94345
2018-04-24,97200
2018-04-25,99646
2018-04-26,101457
2018-04-27,101706
2018-04-28,101171
2018-04-29,101112
2018-04-30,98731
2018-05-01,98253
2018-05-02,97024
2018-05-03,96196
2018-05-04,98442
2018-05-05,101052
2018-05-06,102873
2018-05-07,104256
2018-05-08,105128
2018-05-09,103989
2018-05-10,102767
2018-05-11,100393
2018-05-12,100207
2018-05-13,97819
2018-05-14,96808
2018-05-15,94761
2018-05-16,92178
2018-05-17,89910
2018-05-18,88542
2018-05-19,85358
2018-05-20,83467
2018-05-21,83249
2018-05-22,80805
2018-05-23,80310
2018-05-24,81385
2018-05-25,82366
2018-05-26,83370
2018-05-27,85872
2018-05-28,88958
2018-05-29,89221
2018-05-30,91483
2018-05-31,92469
2018-06-01,94821
2018-06-02,96215
2018-06-03,97286
2018-06-04,98047
2018-06-05,100809
2018-06-06,100049
2018-06-07,96858
2018-06-08,94430
2018-06-09,93412
2018-06-10,93647
2018-06-11,93877
2018-06-12,92827
2018-06-13,92435
2018-06-14,94004
2018-06-15,94903
2018-06-16,94853
2018-06-17,91783
2018-06-18,89985
2018-06-19,89173
2018-06-20,87209
2018-06-21,86649
2018-06-22,86755
2018-06-23,86258
2018-06-24,84100
2018-06-25,83316
2018-06-26,83689
2018-06-27,84439
2018-06-28,84653
2018-06-29,84999
2018-06-30,85190
2018-07-01,86252
2018-07-02,86755
2018-07-03,86503
2018-07-04,87352
2018-07-05,84773
2018-07-06,84339
2018-07-07,85658
2018-07-08,86145
2018-07-09,87552
2018-07-10,88114
2018-07-11,88658
2018-07-12,87234
2018-07-13,86988
2018-07-14,86397
2018-07-15,86569
2018-07-16,86955
2018-07-17,88186
2018-07-18,89475
2018-07-19,89646
2018-07-20,89045
2018-07-21,89797
2018-07-22,90376
2018-07-23,90640
2018-07-24,91343
2018-07-25,92823
2018-07-26,93846
2018-07-27,95461
2018-07-28,94308
2018-07-29,95135
2018-07-30,95105
2018-07-31,95311
2018-08-01,92735
2018-08-02,91930
2018-08-03,92402
2018-08-04,95241
2018-08-05,96240
2018-08-06,98995
2018-08-07,102448
2018-08-08,104149
2018-08-09,101529
2018-08-10,99131
2018-08-11,97247
2018-08-12,96264
2018-08-14,92738
2018-08-16,91450
2018-08-17,92444
2018-08-18,93606
2018-08-19,93109
2018-08-20,92513
2018-08-21,92052
2018-08-22,91978
2018-08-23,91494
2018-08-24,91641
2018-08-25,89642
2018-08-26,87468
2018-08-27,86375
2018-08-28,84848
2018-08-29,84445
2018-08-30,83862
2018-08-31,85226
2018-09-01,86404
2018-09-02,87318
2018-09-03,88641
2018-09-04,89650
2018-09-05,90447
2018-09-06,92129
2018-09-07,93030
2018-09-08,92962
2018-09-09,93758
2018-09-10,93488
2018-09-11,92171
2018-09-12,92514
2018-09-13,90913
2018-09-14,91661
2018-09-15,90796
2018-09-16,89476
2018-09-17,88478
2018-09-18,88663
2018-09-19,89061
2018-09-20,91242
2018-09-21,89830
2018-09-22,89305
2018-09-23,88793
2018-09-24,88476
2018-09-25,89145
2018-09-26,90555
2018-09-27,90793
2018-09-28,92774
2018-09-29,90204
2018-09-30,89639
2018-10-01,90229
2018-10-02,90744
2018-10-03,91717
2018-10-04,93157
2018-10-05,93553
2018-10-06,93671
2018-10-07,93560
2018-10-08,92483
2018-10-09,90698
2018-10-10,89798
2018-10-11,89696
2018-10-12,89799
2018-10-13,91051
2018-10-14,92321
2018-10-15,93179
2018-10-16,91092
2018-10-17,91592
2018-10-18,92708
2018-10-19,92107
2018-10-20,90780
2018-10-21,90419
2018-10-22,90225
2018-10-23,91162
2018-10-24,91677
2018-10-25,91970
2018-10-26,92738
2018-10-27,94741
2018-10-28,95227
2018-10-29,94963
2018-10-30,95663
2018-10-31,97049
2018-11-01,97954
2018-11-03,101099
2018-11-04,101394
2018-11-05,103205
2018-11-06,102881
2018-11-07,104254
2018-11-08,106254
2018-11-09,107623
2018-11-10,109450
2018-11-11,111580
2018-11-12,113282
2018-11-13,110706
2018-11-14,108077
2018-11-15,107743
2018-11-16,108774
2018-11-17,109977
2018-11-18,110142
2018-11-19,114552
2018-11-20,117987
2018-11-21,120002
2018-11-22,121264
2018-11-23,121730
2018-11-24,122615
2018-11-25,125490
2018-11-26,128237
2018-11-27,131372
2018-11-28,130503
2018-11-29,130295
2018-12-01,134116
2018-12-02,140183
2018-12-03,144815
2018-12-04,145919
2018-12-05,147442
2018-12-07,136959
2018-12-09,130792
2018-12-10,129202
2018-12-11,130162
2018-12-12,126789
2018-12-13,122777
2018-12-14,121110
2018-12-15,119459
2018-12-16,123609
2018-12-17,126598
2018-12-18,129440
2018-12-19,134077
2018-12-20,138268
2018-12-21,142327
2018-12-22,144465
2018-12-23,148246
2018-12-24,149881
2018-12-25,153023
2018-12-26,157813
2018-12-27,162841
2018-12-28,165418
2018-12-29,168676
2018-12-30,173247
2018-12-31,175986
2019-01-01,181042
2019-01-02,185840
2019-01-03,189353
2019-01-04,189344
2019-01-05,189538
2019-01-06,183396
2019-01-08,177793
2019-01-10,169677
2019-01-11,176405
2019-01-12,179306
2019-01-13,186952
2019-01-14,196088
2019-01-15,205702
2019-01-16,215885
2019-01-17,224082
2019-01-18,234119
2019-01-19,238832
2019-01-20,243939
2019-01-21,250562
2019-01-22,259332
2019-01-23,262586
2019-01-24,264764
2019-01-25,261841
2019-01-26,268246
2019-01-27,268508
2019-01-28,262621
2019-01-29,264035
2019-01-30,266527
2019-01-31,276165
2019-02-01,278840
2019-02-02,279684
2019-02-03,284275
2019-02-04,282995
2019-02-05,291268
2019-02-06,288688
2019-02-07,290543
2019-02-08,286638
2019-02-09,283749
2019-02-10,280462
2019-02-11,280537
2019-02-12,279499
2019-02-13,268952
2019-02-14,256385
2019-02-15,250695
2019-02-16,241123
2019-02-17,229392
2019-02-18,221067
2019-02-19,215091
2019-02-20,207697
2019-02-21,202598
2019-02-22,196315
2019-02-23,189436
2019-02-24,185972
2019-02-25,182275
2019-02-26,182382
2019-02-27,183838
2019-02-28,188896
2019-03-01,191223
2019-03-02,194381
2019-03-03,201753
2019-03-04,207736
2019-03-05,208594
2019-03-06,212386
2019-03-07,213513
2019-03-08,216272
2019-03-09,217389
2019-03-10,222629
2019-03-11,229850
2019-03-12,235648
2019-03-13,236365
2019-03-14,235216
2019-03-15,230072
2019-03-16,223024
2019-03-17,224593
2019-03-18,233940
