date_obj,Red%20halloween%20mask price
2015-06-13,23727
2015-06-14,23727
2015-06-15,24914
2015-06-16,24914
2015-06-17,26064
2015-06-18,27005
2015-06-19,27005
2015-06-20,28177
2015-06-21,28177
2015-06-22,28401
2015-06-23,28401
2015-06-24,29056
2015-06-25,29056
2015-06-26,29755
2015-06-27,29755
2015-06-28,30148
2015-06-29,30148
2015-06-30,31162
2015-07-01,31162
2015-07-02,31545
2015-07-03,32132
2015-07-04,32132
2015-07-05,33056
2015-07-06,33056
2015-07-07,34332
2015-07-08,34332
2015-07-09,35570
2015-07-10,35570
2015-07-11,35788
2015-07-12,35788
2015-07-13,36279
2015-07-14,36279
2015-07-15,35881
2015-07-16,35881
2015-07-17,36956
2015-07-18,36956
2015-07-19,36891
2015-07-20,36891
2015-07-21,36283
2015-07-22,35947
2015-07-23,35947
2015-07-24,35806
2015-07-25,35806
2015-07-26,36783
2015-07-27,36783
2015-07-28,37994
2015-07-29,37994
2015-07-30,38930
2015-07-31,38930
2015-08-01,40046
2015-08-02,40046
2015-08-03,41609
2015-08-04,41609
2015-08-05,43160
2015-08-06,43160
2015-08-07,42483
2015-08-08,42483
2015-08-09,43702
2015-08-10,43702
2015-08-11,45888
2015-08-12,45888
2015-08-13,45888
2015-08-14,46661
2015-08-15,46661
2015-08-16,46661
2015-08-17,46874
2015-08-18,46874
2015-08-19,46874
2015-08-20,46041
2015-08-21,46041
2015-08-22,45695
2015-08-23,45695
2015-08-24,45695
2015-08-25,46546
2015-08-26,46546
2015-08-27,47255
2015-08-28,47255
2015-08-29,47255
2015-08-30,48651
2015-08-31,48651
2015-09-01,155942516
2015-09-02,49850
2015-09-07,54562
2015-09-08,54562
2015-09-10,56946
2015-09-14,62286
2015-09-16,64719
2015-09-22,63852
2015-09-23,63852
2015-09-24,61006
2015-09-25,61006
2015-09-27,58225
2015-09-28,58225
2015-09-29,58225
2015-09-30,55319
2015-10-05,52870
2015-10-06,50322
2015-10-07,50322
2015-10-08,50322
2015-10-09,47805
2015-10-10,47805
2015-10-11,47805
2015-10-12,45894
2015-10-13,45894
2015-10-14,45894
2015-10-15,44727
2015-10-16,44727
2015-10-17,44727
2015-10-18,43365
2015-10-19,43365
2015-10-20,43365
2015-10-22,42222
2015-10-23,42222
2015-10-24,41277
2015-10-25,41277
2015-10-26,41324
2015-10-27,41324
2015-10-29,40079
2015-10-30,38075
2015-10-31,36171
2015-11-01,34555
2015-11-02,32827
2015-11-03,31333
2015-11-04,30007
2015-11-05,28506
2015-11-06,28506
2015-11-07,27080
2015-11-08,27080
2015-11-09,25727
2015-11-10,25727
2015-11-11,24440
2015-11-12,24440
2015-11-13,23401
2015-11-14,23401
2015-11-15,22505
2015-11-16,22505
2015-11-17,21818
2015-11-18,21818
2015-11-19,21514
2015-11-20,21514
2015-11-21,21514
2015-11-22,21049
2015-11-23,21049
2015-11-24,21049
2015-11-25,20627
2015-11-26,20627
2015-11-27,20627
2015-11-28,20345
2015-11-29,20345
2015-11-30,19675
2015-12-01,19675
2015-12-02,19675
2015-12-03,19638
2015-12-04,19638
2015-12-05,19638
2015-12-06,19416
2015-12-07,19416
2015-12-08,19416
2015-12-09,19404
2015-12-10,19404
2015-12-11,19404
2015-12-12,19312
2015-12-13,19312
2015-12-14,19312
2015-12-15,19035
2015-12-16,19035
2015-12-17,19035
2015-12-18,19099
2015-12-19,19099
2015-12-20,19099
2015-12-21,19072
2015-12-22,19072
2015-12-23,19072
2015-12-24,19242
2015-12-25,19242
2015-12-26,19242
2015-12-27,19322
2015-12-28,19322
2015-12-29,19322
2015-12-30,19306
2015-12-31,19306
2016-01-01,19306
2016-01-02,19306
2016-01-03,19131
2016-01-04,19131
2016-01-05,19131
2016-01-06,19211
2016-01-07,19211
2016-01-08,19211
2016-01-09,19211
2016-01-10,18820
2016-01-11,18820
2016-01-12,18820
2016-01-13,18823
2016-01-14,18823
2016-01-15,18823
2016-01-16,18413
2016-01-17,18413
2016-01-18,18413
2016-01-19,18238
2016-01-20,18238
2016-01-21,18238
2016-01-22,17850
2016-01-23,17850
2016-01-24,17850
2016-01-25,17397
2016-01-26,17397
2016-01-27,17397
2016-01-28,17397
2016-01-29,16847
2016-01-30,16847
2016-01-31,16847
2016-02-01,16340
2016-02-02,16340
2016-02-03,16340
2016-02-04,16175
2016-02-05,16175
2016-02-06,16175
2016-02-07,15767
2016-02-08,15767
2016-02-09,15767
2016-02-10,15350
2016-02-11,15350
2016-02-12,15350
2016-02-13,15069
2016-02-14,15069
2016-02-15,15069
2016-02-16,14893
2016-02-17,14893
2016-02-18,14893
2016-02-19,14893
2016-02-20,14438
2016-02-21,14438
2016-02-22,14438
2016-02-23,13981
2016-02-24,13981
2016-02-25,13981
2016-02-26,13611
2016-02-27,13611
2016-02-28,13611
2016-02-29,13523
2016-03-01,13523
2016-03-02,13523
2016-03-03,13535
2016-03-04,13535
2016-03-05,13535
2016-03-06,13550
2016-03-07,13550
2016-03-08,13550
2016-03-09,13550
2016-03-10,13715
2016-03-11,13715
2016-03-12,13715
2016-03-13,13995
2016-03-14,13995
2016-03-15,13995
2016-03-16,13872
2016-03-17,13872
2016-03-18,13872
2016-03-19,13693
2016-03-20,13693
2016-03-21,13693
2016-03-22,13826
2016-03-23,13826
2016-03-24,13826
2016-03-25,13911
2016-03-26,13911
2016-03-27,13911
2016-03-28,14099
2016-03-29,14099
2016-03-30,14099
2016-03-31,14099
2016-04-01,14275
2016-04-02,14275
2016-04-03,14275
2016-04-04,14059
2016-04-05,14059
2016-04-06,14059
2016-04-07,14059
2016-04-08,14252
2016-04-09,14252
2016-04-10,14252
2016-04-11,14252
2016-04-12,14028
2016-04-13,14028
2016-04-14,14028
2016-04-15,14028
2016-04-16,13944
2016-04-17,13944
2016-04-18,13944
2016-04-19,13874
2016-04-20,13874
2016-04-21,13874
2016-04-22,13874
2016-04-23,14068
2016-04-24,14068
2016-04-25,14068
2016-04-26,14280
2016-04-27,14280
2016-04-28,14280
2016-04-29,14280
2016-04-30,14508
2016-05-01,14508
2016-05-02,14508
2016-05-03,14968
2016-05-04,14968
2016-05-05,14968
2016-05-06,14968
2016-05-07,15579
2016-05-08,15579
2016-05-09,15579
2016-05-10,15579
2016-05-11,15411
2016-05-12,15411
2016-05-13,15411
2016-05-14,15669
2016-05-15,15669
2016-05-16,15669
2016-05-17,16048
2016-05-18,16048
2016-05-19,16048
2016-05-22,16373
2016-05-23,16373
2016-05-24,16538
2016-05-25,16538
2016-05-26,16538
2016-05-27,16797
2016-05-28,16797
2016-05-29,16797
2016-05-30,16797
2016-05-31,16731
2016-06-01,16731
2016-06-02,16731
2016-06-03,16731
2016-06-04,17044
2016-06-05,17044
2016-06-06,17044
2016-06-07,17044
2016-06-08,17588
2016-06-09,17588
2016-06-10,17588
2016-06-11,18217
2016-06-12,18217
2016-06-13,18217
2016-06-14,18810
2016-06-15,18810
2016-06-16,18810
2016-06-17,19114
2016-06-18,19114
2016-06-19,19114
2016-06-20,19114
2016-06-21,18567
2016-06-22,18567
2016-06-23,18567
2016-06-24,18567
2016-06-25,18490
2016-06-26,18490
2016-06-27,18490
2016-06-28,18490
2016-06-29,18197
2016-06-30,18197
2016-07-01,18197
2016-07-02,18197
2016-07-03,17992
2016-07-04,17992
2016-07-05,17992
2016-07-06,17992
2016-07-07,17540
2016-07-08,17540
2016-07-09,17540
2016-07-10,16992
2016-07-11,16992
2016-07-12,16992
2016-07-13,16992
2016-07-14,16658
2016-07-15,16658
2016-07-16,16658
2016-07-17,16658
2016-07-18,16401
2016-07-23,16146
2016-07-24,16146
2016-07-25,16146
2016-07-26,16146
2016-07-27,16147
2016-07-28,16147
2016-07-29,16147
2016-07-30,16147
2016-07-31,16202
2016-08-01,16202
2016-08-02,16202
2016-08-03,16202
2016-08-04,15676
2016-08-05,15676
2016-08-06,15676
2016-08-07,15676
2016-08-08,15676
2016-08-09,15514
2016-08-10,15514
2016-08-11,15514
2016-08-12,15514
2016-08-13,15514
2016-08-14,15897
2016-08-15,15897
2016-08-16,15897
2016-08-17,15897
2016-08-18,15897
2016-08-19,16148
2016-08-20,16148
2016-08-21,16148
2016-08-22,16148
2016-08-23,16506
2016-08-24,16506
2016-08-25,16506
2016-08-26,16506
2016-08-28,16604
2016-08-31,16604
2016-09-01,16080
2016-09-02,16080
2016-09-03,16080
2016-09-04,16080
2016-09-05,16080
2016-09-06,15785
2016-09-07,15785
2016-09-08,15785
2016-09-09,15785
2016-09-10,15785
2016-09-11,16087
2016-09-12,16087
2016-09-13,16087
2016-09-14,16087
2016-09-15,16279
2016-09-16,16279
2016-09-17,16279
2016-09-18,16279
2016-09-19,16279
2016-09-20,16279
2016-09-21,16662
2016-09-22,16662
2016-09-23,16662
2016-09-24,16662
2016-09-25,16662
2016-09-26,17020
2016-09-27,17020
2016-09-28,17020
2016-09-29,17020
2016-09-30,17266
2016-10-01,17266
2016-10-02,17266
2016-10-03,17266
2016-10-04,17266
2016-10-05,17761
2016-10-06,17761
2016-10-07,17761
2016-10-08,17761
2016-10-09,17761
2016-10-10,18268
2016-10-11,18268
2016-10-12,18268
2016-10-13,18268
2016-10-14,18882
2016-10-15,18882
2016-10-16,18882
2016-10-17,18882
2016-10-18,18882
2016-10-19,19011
2016-10-20,18060
2016-10-21,17157
2016-10-22,17157
2016-10-23,16299
2016-10-24,15532
2016-10-25,15532
2016-10-26,14755
2016-10-27,14755
2016-10-28,14057
2016-10-29,13354
2016-10-30,13354
2016-10-31,12686
2016-11-01,12686
2016-11-02,12075
2016-11-03,12075
2016-11-04,11516
2016-11-05,11516
2016-11-06,10981
2016-11-07,10981
2016-11-08,10471
2016-11-09,10471
2016-11-10,9982
2016-11-11,9982
2016-11-12,9982
2016-11-13,9520
2016-11-14,9520
2016-12-08,7384
2016-12-09,7384
2016-12-10,7384
2016-12-11,7384
2016-12-12,7193
2016-12-13,7193
2016-12-14,7193
2016-12-15,7193
2016-12-16,7046
2016-12-17,7046
2016-12-18,7046
2016-12-19,7046
2016-12-20,6797
2016-12-21,6797
2016-12-22,6797
2016-12-23,6797
2016-12-24,6603
2016-12-25,6603
2016-12-26,6603
2016-12-27,6603
2016-12-28,6429
2016-12-29,6429
2016-12-30,6429
2016-12-31,6429
2017-01-01,6191
2017-01-02,6191
2017-01-03,6191
2017-01-04,5918
2017-01-05,5918
2017-01-06,5918
2017-01-07,5918
2017-01-08,5891
2017-01-09,5891
2017-01-10,5891
2017-01-11,5958
2017-01-12,5958
2017-01-13,5958
2017-01-14,6039
2017-01-15,6039
2017-01-16,6039
2017-01-17,6102
2017-01-18,6102
2017-01-19,6102
2017-01-20,6102
2017-01-21,6070
2017-01-22,6070
2017-01-27,6102
2017-01-28,6102
2017-01-29,6102
2017-01-30,6106
2017-01-31,6106
2017-02-01,6106
2017-02-02,6225
2017-02-03,6225
2017-02-04,6225
2017-02-05,6229
2017-02-06,6229
2017-02-07,6229
2017-02-08,6350
2017-02-09,6350
2017-02-10,6350
2017-02-11,6418
2017-02-12,6418
2017-02-13,6418
2017-02-14,6555
2017-02-15,6555
2017-02-16,6555
2017-02-18,6543
2017-02-19,6543
2017-02-20,6543
2017-02-21,6524
2017-02-22,6524
2017-02-23,6524
2017-02-24,6524
2017-02-25,6524
2017-02-26,6533
2017-02-27,6533
2017-02-28,6533
2017-03-01,6533
2017-03-02,6561
2017-03-03,6561
2017-03-04,6561
2017-03-05,6561
2017-03-06,6609
2017-03-07,6609
2017-03-08,6609
2017-03-09,6609
2017-03-10,6433
2017-03-11,6433
2017-03-12,6433
2017-03-13,6384
2017-03-14,6384
2017-03-15,6384
2017-03-16,6384
2017-03-17,6333
2017-03-18,6333
2017-03-19,6333
2017-03-20,6282
2017-03-21,6282
2017-03-22,6282
2017-03-23,6282
2017-03-24,6235
2017-03-25,6235
2017-03-26,6235
2017-03-27,6235
2017-03-28,6213
2017-03-29,6213
2017-03-30,6213
2017-03-31,6158
2017-04-01,6158
2017-04-02,6158
2017-04-03,6158
2017-04-04,6217
2017-04-12,6079
2017-04-13,6079
2017-04-14,6079
2017-04-15,6058
2017-04-16,6058
2017-04-17,6058
2017-04-18,6078
2017-04-19,6078
2017-04-20,6078
2017-04-21,6078
2017-04-22,6064
2017-04-23,6064
2017-04-24,6064
2017-04-25,6094
2017-04-26,6094
2017-04-27,6094
2017-04-28,6094
2017-04-29,6110
2017-04-30,6110
2017-05-01,6110
2017-05-02,6110
2017-05-03,6106
2017-05-04,6106
2017-05-05,6106
2017-05-06,6106
2017-05-07,6170
2017-05-08,6170
2017-05-09,6170
2017-05-10,6170
2017-05-11,6267
2017-05-12,6267
2017-05-13,6267
2017-05-14,6267
2017-05-15,6238
2017-05-16,6238
2017-05-17,6238
2017-05-18,6238
2017-05-19,6238
2017-05-20,6147
2017-05-21,6147
2017-05-22,6147
2017-05-23,6147
2017-05-24,6147
2017-05-25,6116
2017-05-26,6116
2017-05-27,6116
2017-05-28,6116
2017-05-29,6116
2017-05-30,6068
2017-05-31,6068
2017-06-01,6068
2017-06-02,6068
2017-06-03,5982
2017-06-06,5982
2017-06-07,5975
2017-06-08,5975
2017-06-09,5975
2017-06-10,5975
2017-06-11,5909
2017-06-12,5909
2017-06-13,5909
2017-06-14,5909
2017-06-15,5909
2017-06-16,5945
2017-06-17,5945
2017-06-18,5945
2017-06-19,5945
2017-06-20,5945
2017-06-21,5925
2017-06-22,5925
2017-06-23,5925
2017-06-24,5925
2017-06-25,5925
2017-06-26,5785
2017-06-27,5785
2017-06-28,5785
2017-06-29,5785
2017-06-30,5812
2017-07-01,5812
2017-07-02,5812
2017-07-03,5812
2017-07-04,5812
2017-07-05,5795
2017-07-06,5795
2017-07-07,5795
2017-07-08,5795
2017-07-13,5933
2017-07-14,6111
2017-07-15,6111
2017-07-16,6111
2017-07-17,6111
2017-07-18,6334
2017-07-19,6334
2017-07-20,6334
2017-07-21,6334
2017-07-22,6622
2017-07-23,6622
2017-07-24,6622
2017-07-25,6622
2017-07-26,6801
2017-07-27,6801
2017-07-28,6801
2017-07-29,6801
2017-07-30,6901
2017-07-31,6901
2017-08-01,6901
2017-08-02,6901
2017-08-03,7144
2017-08-04,7144
2017-08-05,7144
2017-08-06,7144
2017-08-09,7156
2017-08-10,7156
2017-08-11,7414
2017-08-12,7414
2017-08-13,7414
2017-08-14,7414
2017-08-15,7675
2017-08-16,7675
2017-08-17,7675
2017-08-18,7675
2017-08-19,7998
2017-08-20,7998
2017-08-22,8313
2017-08-23,8313
2017-08-24,8313
2017-08-25,8313
2017-08-26,8665
2017-08-27,8665
2017-08-28,8665
2017-08-29,8665
2017-08-30,9038
2017-08-31,9038
2017-09-01,9038
2017-09-02,9038
2017-09-03,9452
2017-09-04,9452
2017-09-05,9452
2017-09-06,9452
2017-09-07,9811
2017-09-08,9811
2017-09-09,9811
2017-09-10,9811
2017-09-11,10196
2017-09-12,10196
2017-09-13,10196
2017-09-14,10196
2017-09-15,10196
2017-09-16,10655
2017-09-17,10655
2017-09-19,10655
2017-09-20,11099
2017-09-21,11099
2017-09-22,11099
2017-09-23,11099
2017-09-24,11208
2017-09-25,11208
2017-09-26,11208
2017-09-27,11208
2017-09-28,11208
2017-09-29,11445
2017-09-30,11445
2017-10-01,11445
2017-10-02,11445
2017-10-03,11938
2017-10-04,11938
2017-10-05,11938
2017-10-06,11938
2017-10-07,11938
2017-10-08,12443
2017-10-09,12443
2017-10-10,12443
2017-10-11,12443
2017-10-12,12443
2017-10-13,12828
2017-10-14,12828
2017-10-15,12828
2017-10-16,12828
2017-10-17,13254
2017-10-18,13254
2017-10-19,12856
2017-10-20,12856
2017-10-21,12218
2017-10-22,11688
2017-10-23,11688
2017-10-24,11149
2017-10-25,11149
2017-10-26,10651
2017-10-27,10651
2017-10-28,10651
2017-10-29,10220
2017-10-30,10220
2017-10-31,9772
2017-11-01,9772
2017-11-02,9772
2017-11-03,9362
2017-11-04,9362
2017-11-05,8938
2017-11-06,8938
2017-11-07,8938
2017-11-08,8623
2017-11-09,8623
2017-11-10,8623
2017-11-11,8305
2017-11-12,8305
2017-11-13,8305
2017-11-14,8305
2017-11-15,8156
2017-11-16,8156
2017-11-17,8156
2017-11-18,8156
2017-11-19,7873
2017-11-20,7873
2017-11-21,7873
2017-11-22,7873
2017-11-23,7610
2017-11-24,7610
2017-11-25,7610
2017-11-26,7610
2017-11-27,7431
2017-11-28,7431
2017-11-29,7431
2017-11-30,7431
2017-12-01,7276
2017-12-02,7276
2017-12-03,7276
2017-12-04,7276
2017-12-05,7020
2017-12-06,7020
2017-12-07,7020
2017-12-08,7020
2017-12-09,6906
2017-12-10,6906
2017-12-11,6906
2017-12-12,6866
2017-12-14,6866
2017-12-15,6866
2017-12-16,6866
2017-12-17,6819
2017-12-18,6819
2017-12-19,6819
2017-12-20,6819
2017-12-21,6664
2017-12-22,6664
2017-12-23,6664
2017-12-24,6664
2017-12-25,6664
2017-12-26,6661
2017-12-27,6661
2017-12-28,6661
2017-12-29,6661
2017-12-30,6752
2017-12-31,6752
2018-01-01,6752
2018-01-02,6752
2018-01-03,6824
2018-01-04,6824
2018-01-05,6824
2018-01-06,6824
2018-01-07,6941
2018-01-08,6941
2018-01-09,6941
2018-01-10,6941
2018-01-11,6876
2018-01-12,6876
2018-01-13,6876
2018-01-14,6876
2018-01-15,6922
2018-01-16,6922
2018-01-17,6922
2018-01-18,6908
2018-01-19,6908
2018-01-20,6908
2018-01-21,6908
2018-01-22,6841
2018-01-23,6841
2018-01-24,6841
2018-01-25,6780
2018-01-26,6780
2018-01-27,6780
2018-01-28,6810
2018-01-29,6810
2018-01-31,6942
2018-02-01,6942
2018-02-02,6942
2018-02-03,6942
2018-02-04,7148
2018-02-05,7148
2018-02-06,7148
2018-02-07,7148
2018-02-08,7109
2018-02-09,7109
2018-02-10,7109
2018-02-11,7170
2018-02-12,7170
2018-02-13,7170
2018-02-14,7170
2018-02-15,7056
2018-02-16,7056
2018-02-17,7056
2018-02-18,7056
2018-02-19,7166
2018-02-20,7166
2018-02-21,7166
2018-02-22,7208
2018-02-23,7208
2018-02-24,7208
2018-02-25,6860
2018-02-26,6860
2018-02-27,6534
2018-02-28,6534
2018-03-01,6234
2018-03-02,6234
2018-03-03,5923
2018-03-04,5923
2018-03-05,5650
2018-03-06,5650
2018-03-07,5383
2018-03-08,5383
2018-03-09,5134
2018-03-10,5134
2018-03-11,4900
2018-03-12,4900
2018-03-13,4670
2018-03-14,4670
2018-03-15,4670
2018-03-16,4503
2018-03-17,4503
2018-03-18,4519
2018-03-19,4519
2018-03-20,4519
2018-03-21,4486
2018-03-23,4486
2018-03-24,4486
2018-03-26,4600
2018-03-27,4600
2018-03-28,4600
2018-03-29,4747
2018-03-30,4747
2018-03-31,4747
2018-04-01,4747
2018-04-02,4893
2018-04-03,4893
2018-04-04,4893
2018-04-05,4893
2018-04-06,5064
2018-04-08,5064
2018-04-09,5064
2018-04-10,5064
2018-04-11,5223
2018-04-12,5223
2018-04-13,5223
2018-04-14,5223
2018-04-15,5434
2018-04-16,5434
2018-04-17,5434
2018-04-18,5434
2018-04-19,5434
2018-04-20,5640
2018-04-21,5640
2018-04-22,5640
2018-04-23,5640
2018-04-24,5640
2018-04-25,5867
2018-04-26,5867
2018-04-27,5867
2018-04-28,5867
2018-04-29,6125
2018-04-30,6125
2018-05-01,6125
2018-05-02,6125
2018-05-03,6125
2018-05-04,6394
2018-05-05,6394
2018-05-06,6394
2018-05-07,6394
2018-05-08,6623
2018-05-09,6623
2018-05-10,6623
2018-05-11,6623
2018-05-12,6877
2018-05-13,6877
2018-05-14,6877
2018-05-15,6877
2018-05-16,6877
2018-05-17,7109
2018-05-18,7109
2018-05-19,7109
2018-05-20,7109
2018-05-21,7234
2018-05-22,7234
2018-05-23,7234
2018-05-24,7234
2018-05-25,7234
2018-05-26,7394
2018-05-27,7394
2018-05-28,7394
2018-05-29,7394
2018-05-30,7438
2018-05-31,7438
2018-06-01,7438
2018-06-02,7438
2018-06-03,7546
2018-06-04,7546
2018-06-05,7546
2018-06-06,7546
2018-06-07,7357
2018-06-08,7357
2018-06-09,7357
2018-06-10,7357
2018-06-11,7287
2018-06-12,7287
2018-06-13,7287
2018-06-14,7287
2018-06-15,7216
2018-06-16,7216
2018-06-17,7216
2018-06-18,7216
2018-06-19,6952
2018-06-20,6952
2018-06-21,6952
2018-06-22,6952
2018-06-23,6952
2018-06-24,6899
2018-06-25,6899
2018-06-26,6899
2018-06-27,6899
2018-06-28,6899
2018-06-29,7024
2018-06-30,7024
2018-07-01,7024
2018-07-02,7024
2018-07-03,7024
2018-07-04,7067
2018-07-05,7067
2018-07-06,7067
2018-07-07,7067
2018-07-08,7202
2018-07-09,7202
2018-07-10,7202
2018-07-11,7202
2018-07-12,7202
2018-07-13,7202
2018-07-14,7202
2018-07-15,7200
2018-07-16,7200
2018-07-17,7200
2018-07-18,7200
2018-07-19,7254
2018-07-20,7254
2018-07-21,7254
2018-07-22,7344
2018-07-23,7344
2018-07-24,7344
2018-07-25,7344
2018-07-26,7422
2018-07-27,7422
2018-07-28,7422
2018-07-29,7422
2018-07-30,7524
2018-07-31,7524
2018-08-01,7524
2018-08-02,7481
2018-08-03,7481
2018-08-04,7481
2018-08-05,7481
2018-08-06,7430
2018-08-07,7430
2018-08-08,7430
2018-08-09,7430
2018-08-10,7554
2018-08-11,7554
2018-08-12,7554
2018-08-14,7542
2018-08-16,7542
2018-08-17,7800
2018-08-18,7800
2018-08-19,7800
2018-08-20,7991
2018-08-21,7991
2018-08-22,7991
2018-08-23,7991
2018-08-24,8194
2018-08-25,8194
2018-08-26,8194
2018-08-27,8264
2018-08-28,8264
2018-08-29,8264
2018-08-30,8539
2018-08-31,8539
2018-09-01,8894
2018-09-02,8894
2018-09-03,9324
2018-09-04,9773
2018-09-05,9773
2018-09-06,10247
2018-09-07,10247
2018-09-08,10737
2018-09-09,10737
2018-09-10,11239
2018-09-11,11239
2018-09-12,11239
2018-09-13,11704
2018-09-14,11704
2018-09-15,12031
2018-09-16,12031
2018-09-17,12031
2018-09-18,12527
2018-09-19,12527
2018-09-20,12527
2018-09-21,12910
2018-09-22,12910
2018-09-23,13525
2018-09-24,13525
2018-09-25,14161
2018-09-26,14830
2018-09-27,14830
2018-09-28,15523
2018-09-29,15523
2018-09-30,16254
2018-10-02,17030
2018-10-03,17845
2018-10-04,17845
2018-10-05,17845
2018-10-06,18735
2018-10-07,18735
2018-10-08,19588
2018-10-09,19588
2018-10-10,20502
2018-10-11,20502
2018-10-12,21457
2018-10-13,21457
2018-10-14,22135
2018-10-15,22135
2018-10-16,22135
2018-10-17,22758
2018-10-18,22758
2018-10-19,22758
2018-10-20,22012
2018-10-21,22012
2018-10-22,21198
2018-10-23,21198
2018-10-24,21198
2018-10-25,20278
2018-10-26,19264
2018-10-27,18300
2018-10-28,17385
2018-10-29,16515
2018-10-30,15689
2018-10-31,14905
2018-11-01,14161
2018-11-03,12820
2018-11-04,12295
2018-11-05,12072
2018-11-06,11855
2018-11-07,11768
2018-11-08,11844
2018-11-09,12182
2018-11-10,12451
2018-11-11,12837
2018-11-12,13441
2018-11-13,14097
2018-11-15,15402
2018-11-16,16085
2018-11-17,16752
2018-11-18,17525
2018-11-19,18264
2018-11-20,19132
2018-11-21,20012
2018-11-22,20863
2018-11-23,21688
2018-11-24,21682
2018-11-25,20780
2018-11-26,20291
2018-11-27,20020
2018-11-28,19755
2018-11-29,19083
2018-12-01,18389
2018-12-02,17615
2018-12-03,17615
2018-12-04,16985
2018-12-05,16172
2018-12-07,15596
2018-12-09,15240
2018-12-10,14818
2018-12-11,14818
2018-12-12,14590
2018-12-13,14425
2018-12-14,14425
2018-12-15,14313
2018-12-16,14051
2018-12-17,14051
2018-12-18,13812
2018-12-19,13812
2018-12-20,13492
2018-12-21,13492
2018-12-22,13244
2018-12-23,12805
2018-12-24,12805
2018-12-25,12553
2018-12-26,12553
2018-12-27,12369
2018-12-28,12369
2018-12-29,12285
2018-12-30,12285
2018-12-31,12372
2019-01-01,12372
2019-01-02,12364
2019-01-03,12364
2019-01-04,12426
2019-01-05,12426
2019-01-06,12278
2019-01-08,12226
2019-01-10,11920
2019-01-11,11920
2019-01-12,11587
2019-01-13,11587
2019-01-14,11485
2019-01-15,11485
2019-01-16,11405
2019-01-17,11405
2019-01-18,11311
2019-01-19,11311
2019-01-20,11095
2019-01-21,11095
2019-01-22,11132
2019-01-23,11132
2019-01-24,11133
2019-01-25,11133
2019-01-26,11150
2019-01-27,11150
2019-01-28,11127
2019-01-29,11127
2019-01-30,11268
2019-01-31,11268
2019-02-01,11247
2019-02-02,11247
2019-02-03,11312
2019-02-04,11312
2019-02-05,11507
2019-02-06,11507
2019-02-07,11688
2019-02-08,11688
2019-02-09,11688
2019-02-10,11901
2019-02-11,11901
2019-02-12,11901
2019-02-13,12004
2019-02-14,12004
2019-02-15,12004
2019-02-16,11842
2019-02-17,11842
2019-02-18,11842
2019-02-19,11831
2019-02-20,11831
2019-02-21,11885
2019-02-22,11885
2019-02-23,11885
2019-02-24,11847
2019-02-25,11847
2019-02-26,11847
2019-02-27,12088
2019-02-28,12088
2019-03-01,12088
2019-03-02,12037
2019-03-03,12037
2019-03-04,12041
2019-03-05,12041
2019-03-06,12041
2019-03-07,11854
2019-03-08,11854
2019-03-09,11854
2019-03-10,11661
2019-03-11,11661
2019-03-12,11831
2019-03-13,11831
2019-03-14,11831
2019-03-15,11871
2019-03-16,11871
2019-03-17,11854
2019-03-18,11854
2019-03-19,11854
2019-03-20,11619
2019-03-21,11619
2019-03-22,11619
2019-03-23,11673
2019-03-24,11673
2019-03-25,11673
2019-03-26,11827
2019-03-27,11827
2019-03-28,11827
