date_obj,Guthix%20chaps price
2016-04-05,20692
2016-04-06,21511
2016-04-07,22153
2016-04-08,22619
2016-04-09,22834
2016-04-10,23247
2016-04-11,23675
2016-04-12,24135
2016-04-13,24609
2016-04-14,24786
2016-04-15,24792
2016-04-16,24987
2016-04-17,25576
2016-04-18,26317
2016-04-19,27294
2016-04-20,28468
2016-04-21,28426
2016-04-22,28996
2016-04-23,28798
2016-04-24,28357
2016-04-25,27415
2016-04-26,26645
2016-04-27,25579
2016-04-28,25087
2016-04-29,24189
2016-04-30,23735
2016-05-01,23606
2016-05-02,23445
2016-05-03,22921
2016-05-04,22232
2016-05-05,21728
2016-05-06,22755
2016-05-07,23090
2016-05-08,23650
2016-05-09,24578
2016-05-10,25366
2016-05-11,25602
2016-05-12,25937
2016-05-13,25464
2016-05-14,25987
2016-05-15,26097
2016-05-16,26348
2016-05-17,27044
2016-05-18,27493
2016-05-19,28024
2016-05-22,29415
2016-05-23,29518
2016-05-24,29496
2016-05-25,29042
2016-05-26,29175
2016-05-27,29222
2016-05-28,29036
2016-05-29,28672
2016-05-30,27470
2016-05-31,27308
2016-06-01,27194
2016-06-02,26811
2016-06-03,26572
2016-06-04,25278
2016-06-05,24094
2016-06-06,23296
2016-06-07,22556
2016-06-08,21627
2016-06-09,21229
2016-06-10,20558
2016-06-11,21125
2016-06-12,21100
2016-06-13,21667
2016-06-14,22518
2016-06-15,23473
2016-06-16,24068
2016-06-17,24939
2016-06-18,25804
2016-06-19,26448
2016-06-20,27447
2016-06-21,28802
2016-06-22,30046
2016-06-23,31166
2016-06-24,32410
2016-06-25,33131
2016-06-26,34285
2016-06-27,34878
2016-06-28,35377
2016-06-29,34362
2016-06-30,34463
2016-07-01,34024
2016-07-02,33570
2016-07-03,32346
2016-07-04,32576
2016-07-05,33344
2016-07-06,33533
2016-07-07,33683
2016-07-08,34034
2016-07-09,34099
2016-07-10,33934
2016-07-11,33586
2016-07-12,33911
2016-07-13,33842
2016-07-14,34055
2016-07-15,34157
2016-07-16,34462
2016-07-17,34626
2016-07-18,35216
2016-07-23,36617
2016-07-24,36983
2016-07-25,36982
2016-07-26,37725
2016-07-27,37457
2016-07-28,38137
2016-07-29,38395
2016-07-30,38576
2016-07-31,38624
2016-08-01,38491
2016-08-02,38922
2016-08-03,38814
2016-08-04,39861
2016-08-05,40988
2016-08-06,41884
2016-08-07,43358
2016-08-08,43593
2016-08-09,44758
2016-08-10,45816
2016-08-11,45540
2016-08-12,45187
2016-08-13,44551
2016-08-14,44904
2016-08-15,43366
2016-08-16,42856
2016-08-17,42206
2016-08-18,41430
2016-08-19,40981
2016-08-20,39847
2016-08-21,38398
2016-08-22,36605
2016-08-23,35561
2016-08-24,34767
2016-08-25,33942
2016-08-26,33128
2016-08-28,32315
2016-08-31,32427
2016-09-01,33254
2016-09-02,33254
2016-09-03,33956
2016-09-04,33732
2016-09-05,33240
2016-09-06,32811
2016-09-07,32274
2016-09-08,31847
2016-09-09,31751
2016-09-10,31677
2016-09-11,31725
2016-09-12,31434
2016-09-13,30953
2016-09-14,30940
2016-09-15,30709
2016-09-16,30193
2016-09-17,29106
2016-09-18,28796
2016-09-19,28403
2016-09-20,28579
2016-09-21,29212
2016-09-22,29939
2016-09-23,31098
2016-09-24,31098
2016-09-25,31173
2016-09-26,31019
2016-09-27,31184
2016-09-28,30980
2016-09-29,30972
2016-09-30,30858
2016-10-01,29381
2016-10-02,28005
2016-10-03,26710
2016-10-04,25435
2016-10-05,24919
2016-10-06,24691
2016-10-07,24397
2016-10-08,23963
2016-10-09,23765
2016-10-10,23588
2016-10-11,23992
2016-10-12,24313
2016-10-13,24816
2016-10-14,25458
2016-10-15,26189
2016-10-16,26444
2016-10-17,26478
2016-10-18,26577
2016-10-19,26779
2016-10-20,27168
2016-10-21,28153
2016-10-22,28728
2016-10-23,29199
2016-10-24,29413
2016-10-25,29752
2016-10-26,30196
2016-10-27,30729
2016-10-28,30520
2016-10-29,30424
2016-10-30,29889
2016-10-31,29704
2016-11-01,29548
2016-11-02,29721
2016-11-03,30153
2016-11-04,29681
2016-11-05,30123
2016-11-06,31228
2016-11-07,32654
2016-11-08,33569
2016-11-09,33881
2016-11-10,34257
2016-11-11,34642
2016-11-12,35763
2016-11-13,36830
2016-11-14,37421
2016-11-15,38466
2016-12-07,34094
2016-12-08,34627
2016-12-09,34583
2016-12-10,34604
2016-12-11,35363
2016-12-12,35435
2016-12-13,34856
2016-12-14,34836
2016-12-15,35102
2016-12-16,35422
2016-12-17,35734
2016-12-18,35772
2016-12-19,35938
2016-12-20,36842
2016-12-21,38448
2016-12-22,38770
2016-12-23,38826
2016-12-24,38854
2016-12-25,39988
2016-12-26,41416
2016-12-27,42982
2016-12-28,44009
2016-12-29,44732
2016-12-30,44947
2016-12-31,44041
2017-01-01,43593
2017-01-02,43512
2017-01-03,43190
2017-01-04,43150
2017-01-05,42029
2017-01-06,41767
2017-01-07,40085
2017-01-08,38237
2017-01-09,36339
2017-01-10,35006
2017-01-11,33703
2017-01-12,33454
2017-01-13,32980
2017-01-14,32610
2017-01-15,32467
2017-01-16,32175
2017-01-17,31553
2017-01-18,31363
2017-01-19,30990
2017-01-20,30638
2017-01-21,30081
2017-01-22,29179
2017-01-23,29922
2017-01-27,34177
2017-01-28,35052
2017-01-29,36221
2017-01-30,35703
2017-01-31,36221
2017-02-01,36595
2017-02-02,36976
2017-02-03,37364
2017-02-04,37594
2017-02-05,37341
2017-02-06,36564
2017-02-07,35619
2017-02-08,35369
2017-02-09,35132
2017-02-10,35487
2017-02-11,35741
2017-02-12,35636
2017-02-13,36003
2017-02-14,35815
2017-02-15,36250
2017-02-16,35143
2017-02-18,35401
2017-02-19,35429
2017-02-20,35318
2017-02-21,34095
2017-02-22,33754
2017-02-23,33294
2017-02-24,32951
2017-02-25,32754
2017-02-26,32292
2017-02-27,32178
2017-02-28,32401
2017-03-01,32726
2017-03-02,32922
2017-03-03,32759
2017-03-04,32778
2017-03-05,33065
2017-03-06,32975
2017-03-07,33214
2017-03-08,32947
2017-03-09,33506
2017-03-10,33485
2017-03-11,33566
2017-03-12,33892
2017-03-13,33689
2017-03-14,33705
2017-03-15,34112
2017-03-16,34589
2017-03-17,34652
2017-03-18,34654
2017-03-19,35098
2017-03-20,35019
2017-03-21,35166
2017-03-22,35183
2017-03-23,34676
2017-03-24,34025
2017-03-25,33640
2017-03-26,33759
2017-03-27,33323
2017-03-28,33263
2017-03-29,33736
2017-03-30,33843
2017-03-31,34850
2017-04-01,35320
2017-04-02,35718
2017-04-03,36271
2017-04-04,36311
2017-04-12,41065
2017-04-13,42867
2017-04-14,43921
2017-04-15,43043
2017-04-16,42255
2017-04-17,40717
2017-04-18,39854
2017-04-19,39225
2017-04-20,38459
2017-04-21,38810
2017-04-22,40011
2017-04-23,40563
2017-04-24,41628
2017-04-25,42274
2017-04-26,41943
2017-04-27,42960
2017-04-28,43765
2017-04-29,44146
2017-04-30,44838
2017-05-01,45187
2017-05-02,46450
2017-05-03,48212
2017-05-04,48154
2017-05-05,47642
2017-05-06,46113
2017-05-07,44248
2017-05-08,43292
2017-05-09,43265
2017-05-10,44121
2017-05-11,45653
2017-05-12,45835
2017-05-13,44540
2017-05-14,42744
2017-05-15,41396
2017-05-16,40283
2017-05-17,40072
2017-05-18,40879
2017-05-19,40906
2017-05-20,40815
2017-05-21,41316
2017-05-22,42008
2017-05-23,42845
2017-05-24,42631
2017-05-25,43077
2017-05-26,42948
2017-05-27,43465
2017-05-28,44347
2017-05-29,44817
2017-05-30,46688
2017-05-31,48286
2017-06-01,49989
2017-06-02,51158
2017-06-03,52731
2017-06-04,54178
2017-06-05,56173
2017-06-06,58933
2017-06-07,61853
2017-06-08,64807
2017-06-09,68037
2017-06-10,70583
2017-06-11,69715
2017-06-12,68434
2017-06-13,66809
2017-06-14,66366
2017-06-15,65419
2017-06-16,66495
2017-06-17,66750
2017-06-18,66856
2017-06-19,64985
2017-06-20,65310
2017-06-21,68132
2017-06-22,69483
2017-06-23,69702
2017-06-24,69802
2017-06-25,70734
2017-06-26,71374
2017-06-27,69106
2017-06-28,66475
2017-06-29,64679
2017-06-30,62402
2017-07-01,60975
2017-07-02,59568
2017-07-03,57884
2017-07-04,55504
2017-07-05,54914
2017-07-06,55526
2017-07-07,56193
2017-07-08,57964
2017-07-13,65472
2017-07-14,65189
2017-07-15,64856
2017-07-16,64590
2017-07-17,64042
2017-07-18,63618
2017-07-19,63483
2017-07-20,63627
2017-07-21,62118
2017-07-22,59966
2017-07-23,58532
2017-07-24,58243
2017-07-25,58302
2017-07-26,58091
2017-07-27,57661
2017-07-28,58128
2017-07-29,58737
2017-07-30,60461
2017-07-31,62754
2017-08-01,64579
2017-08-02,66823
2017-08-03,67417
2017-08-04,67920
2017-08-05,66819
2017-08-06,65444
2017-08-09,64670
2017-08-10,64104
2017-08-11,64518
2017-08-12,64787
2017-08-13,64827
2017-08-14,65190
2017-08-15,63918
2017-08-16,63384
2017-08-17,64000
2017-08-18,64281
2017-08-19,64906
2017-08-20,64523
2017-08-21,64563
2017-08-22,65020
2017-08-23,65644
2017-08-24,65414
2017-08-25,64547
2017-08-26,63556
2017-08-27,62907
2017-08-28,62935
2017-08-29,63079
2017-08-30,62839
2017-08-31,63828
2017-09-01,64738
2017-09-02,65768
2017-09-03,66646
2017-09-04,67106
2017-09-05,67356
2017-09-06,68072
2017-09-07,69258
2017-09-08,69609
2017-09-09,70101
2017-09-10,69976
2017-09-11,70513
2017-09-12,70574
2017-09-13,70179
2017-09-14,68990
2017-09-15,69184
2017-09-16,70667
2017-09-17,70778
2017-09-18,70166
2017-09-19,70765
2017-09-20,69956
2017-09-21,69196
2017-09-22,67074
2017-09-23,65153
2017-09-24,64230
2017-09-25,64090
2017-09-26,63862
2017-09-27,64789
2017-09-28,63934
2017-09-29,63307
2017-09-30,62978
2017-10-01,62903
2017-10-02,63070
2017-10-03,64643
2017-10-04,64671
2017-10-05,65485
2017-10-06,65393
2017-10-07,64503
2017-10-08,64311
2017-10-09,66096
2017-10-10,67349
2017-10-11,68858
2017-10-12,68262
2017-10-13,66601
2017-10-14,66121
2017-10-15,67049
2017-10-16,66694
2017-10-17,66427
2017-10-18,65539
2017-10-19,66698
2017-10-20,67133
2017-10-21,67412
2017-10-22,68051
2017-10-23,67915
2017-10-24,66939
2017-10-25,67428
2017-10-26,66694
2017-10-27,67390
2017-10-28,68917
2017-10-29,69279
2017-10-30,70773
2017-10-31,71240
2017-11-01,71600
2017-11-02,71399
2017-11-03,71060
2017-11-04,70790
2017-11-05,70993
2017-11-06,70657
2017-11-07,70386
2017-11-08,70630
2017-11-09,70898
2017-11-10,70387
2017-11-11,69021
2017-11-12,67983
2017-11-13,68347
2017-11-14,70191
2017-11-15,70315
2017-11-16,68710
2017-11-17,67512
2017-11-18,66251
2017-11-19,65704
2017-11-20,66632
2017-11-21,66552
2017-11-22,67304
2017-11-23,66213
2017-11-24,64735
2017-11-25,64272
2017-11-26,63860
2017-11-27,62242
2017-11-28,61346
2017-11-29,60864
2017-11-30,60135
2017-12-01,59321
2017-12-02,59430
2017-12-03,58963
2017-12-04,57617
2017-12-05,57147
2017-12-06,57511
2017-12-07,57024
2017-12-08,56774
2017-12-09,57381
2017-12-10,57110
2017-12-11,56383
2017-12-12,56510
2017-12-13,57179
2017-12-14,57531
2017-12-15,57624
2017-12-16,58241
2017-12-17,58781
2017-12-18,59689
2017-12-19,58964
2017-12-20,58679
2017-12-21,58736
2017-12-22,58438
2017-12-23,58997
2017-12-24,58609
2017-12-25,59101
2017-12-26,58895
2017-12-27,60038
2017-12-28,62522
2017-12-29,63732
2017-12-30,64693
2017-12-31,65545
2018-01-01,65489
2018-01-02,64909
2018-01-03,64820
2018-01-04,65079
2018-01-05,64650
2018-01-06,64952
2018-01-07,67452
2018-01-08,69048
2018-01-09,69983
2018-01-10,71110
2018-01-11,70394
2018-01-12,68992
2018-01-13,68069
2018-01-14,68688
2018-01-15,69756
2018-01-16,68106
2018-01-17,65963
2018-01-18,63040
2018-01-19,62160
2018-01-20,62376
2018-01-21,61562
2018-01-22,61608
2018-01-23,60747
2018-01-25,60510
2018-01-26,60837
2018-01-27,60788
2018-01-28,61074
2018-01-29,59959
2018-01-30,59625
2018-01-31,59274
2018-02-01,60048
2018-02-02,60630
2018-02-03,61845
2018-02-04,63280
2018-02-05,62981
2018-02-06,64760
2018-02-07,67634
2018-02-08,68431
2018-02-09,70122
2018-02-10,70088
2018-02-11,70030
2018-02-12,70107
2018-02-13,69496
2018-02-14,69604
2018-02-15,67494
2018-02-16,67212
2018-02-17,66426
2018-02-18,65645
2018-02-19,65959
2018-02-20,65882
2018-02-21,66487
2018-02-22,68045
2018-02-23,68987
2018-02-24,68920
2018-02-25,69140
2018-02-26,69611
2018-02-27,71464
2018-02-28,72855
2018-03-01,72200
2018-03-02,69649
2018-03-03,69203
2018-03-04,69227
2018-03-05,70406
2018-03-06,71214
2018-03-07,72615
2018-03-08,72595
2018-03-09,72274
2018-03-10,70577
2018-03-11,69284
2018-03-12,68662
2018-03-13,68236
2018-03-14,68663
2018-03-15,68848
2018-03-16,68856
2018-03-17,68407
2018-03-18,69107
2018-03-19,68933
2018-03-20,69580
2018-03-21,70508
2018-03-23,72092
2018-03-24,72934
2018-03-25,74055
2018-03-26,74920
2018-03-27,74186
2018-03-28,73718
2018-03-29,74647
2018-03-30,75141
2018-03-31,75075
2018-04-01,75998
2018-04-02,76832
2018-04-03,80088
2018-04-04,81660
2018-04-05,83105
2018-04-06,81568
2018-04-07,81236
2018-04-08,81615
2018-04-09,81828
2018-04-10,81726
2018-04-11,81940
2018-04-12,82161
2018-04-13,82681
2018-04-14,82067
2018-04-15,82284
2018-04-16,84916
2018-04-17,87806
2018-04-18,90473
2018-04-19,92862
2018-04-20,95964
2018-04-21,96472
2018-04-22,100215
2018-04-23,105099
2018-04-24,110066
2018-04-25,110095
2018-04-26,105703
2018-04-27,104998
2018-04-28,103623
2018-04-29,103357
2018-04-30,102350
2018-05-01,99400
2018-05-03,98160
2018-05-04,100088
2018-05-05,101772
2018-05-06,103787
2018-05-07,101389
2018-05-08,99721
2018-05-09,98137
2018-05-10,97294
2018-05-11,93303
2018-05-12,89931
2018-05-13,87619
2018-05-14,86866
2018-05-15,85081
2018-05-16,82826
2018-05-17,82404
2018-05-18,82351
2018-05-19,83978
2018-05-20,86247
2018-05-21,87815
2018-05-22,89435
2018-05-23,89707
2018-05-24,90042
2018-05-25,88695
2018-05-26,90437
2018-05-27,91991
2018-05-28,93636
2018-05-29,94457
2018-05-30,94903
2018-05-31,94450
2018-06-01,96876
2018-06-02,97708
2018-06-03,102201
2018-06-04,104969
2018-06-05,108025
2018-06-06,105927
2018-06-07,101283
2018-06-08,97739
2018-06-09,95526
2018-06-10,94449
2018-06-11,93835
2018-06-12,94493
2018-06-13,95257
2018-06-14,94373
2018-06-15,94337
2018-06-16,92955
2018-06-17,90369
2018-06-18,89787
2018-06-19,89563
2018-06-20,86856
2018-06-21,86112
2018-06-22,86189
2018-06-23,86077
2018-06-24,85459
2018-06-25,85798
2018-06-26,86038
2018-06-27,86740
2018-06-28,88300
2018-06-29,88025
2018-06-30,87447
2018-07-01,86590
2018-07-02,86963
2018-07-03,85477
2018-07-04,84464
2018-07-05,83770
2018-07-06,84074
2018-07-07,83311
2018-07-08,83465
2018-07-09,83623
2018-07-10,83708
2018-07-11,83276
2018-07-12,82873
2018-07-13,82498
2018-07-14,82889
2018-07-15,83224
2018-07-16,82965
2018-07-17,84356
2018-07-18,85115
2018-07-19,86128
2018-07-20,86420
2018-07-21,87058
2018-07-22,87009
2018-07-23,88006
2018-07-24,88203
2018-07-25,86154
2018-07-26,88339
2018-07-27,91832
2018-07-28,94693
2018-07-29,94813
2018-07-30,94668
2018-07-31,94815
2018-08-01,93885
2018-08-02,93621
2018-08-03,93429
2018-08-04,92207
2018-08-05,91959
2018-08-06,91972
2018-08-07,92433
2018-08-08,92677
2018-08-09,94064
2018-08-10,95004
2018-08-11,95766
2018-08-12,94035
2018-08-14,91390
2018-08-16,89262
2018-08-17,89659
2018-08-18,89923
2018-08-19,88867
2018-08-20,88571
2018-08-21,88315
2018-08-22,89147
2018-08-23,88925
2018-08-24,88355
2018-08-25,86370
2018-08-26,84349
2018-08-27,83247
2018-08-28,83442
2018-08-29,84756
2018-08-30,85808
2018-08-31,86394
2018-09-01,86602
2018-09-02,87468
2018-09-03,88908
2018-09-04,87630
2018-09-05,88470
2018-09-06,89825
2018-09-07,89970
2018-09-08,90021
2018-09-09,89983
2018-09-10,89379
2018-09-11,88278
2018-09-12,87571
2018-09-13,85999
2018-09-14,85870
2018-09-15,85846
2018-09-16,84684
2018-09-17,85757
2018-09-18,86519
2018-09-19,86500
2018-09-20,85870
2018-09-21,83298
2018-09-22,84223
2018-09-23,85449
2018-09-24,85244
2018-09-25,85833
2018-09-26,86075
2018-09-27,87252
2018-09-28,88375
2018-09-29,90140
2018-09-30,90694
2018-10-01,90724
2018-10-02,89884
2018-10-03,91282
2018-10-04,92311
2018-10-05,92664
2018-10-06,91352
2018-10-07,90768
2018-10-08,91987
2018-10-09,92833
2018-10-10,91521
2018-10-11,91809
2018-10-12,92149
2018-10-13,91720
2018-10-14,92613
2018-10-15,93642
2018-10-16,93900
2018-10-17,92754
2018-10-18,90677
2018-10-19,89657
2018-10-20,89396
2018-10-21,87530
2018-10-22,88575
2018-10-23,87885
2018-10-24,88902
2018-10-25,90097
2018-10-26,91491
2018-10-27,93668
2018-10-28,95125
2018-10-29,97410
2018-10-30,98659
2018-10-31,98304
2018-11-01,99035
2018-11-03,99932
2018-11-04,101306
2018-11-05,103019
2018-11-06,105323
2018-11-07,107858
2018-11-08,109500
2018-11-09,110579
2018-11-10,111078
2018-11-11,112326
2018-11-12,114954
2018-11-13,113693
2018-11-14,111364
2018-11-15,110489
2018-11-16,111195
2018-11-17,110444
2018-11-18,109747
2018-11-19,109282
2018-11-20,110496
2018-11-21,108867
2018-11-22,111478
2018-11-23,111551
2018-11-24,111023
2018-11-25,113270
2018-11-26,116294
2018-11-27,119792
2018-11-28,122516
2018-11-29,124767
2018-12-01,124767
2018-12-02,127384
2018-12-03,131602
2018-12-04,134257
2018-12-05,133554
2018-12-07,127258
2018-12-09,124118
2018-12-10,122902
2018-12-11,121064
2018-12-12,119533
2018-12-13,115059
2018-12-14,111285
2018-12-15,108721
2018-12-16,107176
2018-12-17,107796
2018-12-18,108398
2018-12-19,110432
2018-12-20,113064
2018-12-21,115157
2018-12-22,118538
2018-12-23,121414
2018-12-24,123759
2018-12-25,128534
2018-12-26,133848
2018-12-27,140042
2018-12-28,143356
2018-12-29,147250
2018-12-30,152409
2018-12-31,156049
2019-01-01,158413
2019-01-02,162032
2019-01-03,166119
2019-01-04,170963
2019-01-05,172324
2019-01-06,168401
2019-01-08,162576
2019-01-10,154166
2019-01-11,151868
2019-01-12,153951
2019-01-13,161267
2019-01-14,169331
2019-01-15,177798
2019-01-16,186606
2019-01-17,194927
2019-01-18,203260
2019-01-19,210726
2019-01-20,218181
2019-01-21,224309
2019-01-22,233748
2019-01-23,240613
2019-01-24,239863
2019-01-25,242222
2019-01-26,236566
2019-01-27,228814
2019-01-28,223225
2019-01-29,220278
2019-01-30,223215
2019-01-31,233828
2019-02-01,240672
2019-02-02,242995
2019-02-03,243644
2019-02-04,237711
2019-02-05,236279
2019-02-06,236079
2019-02-07,236119
2019-02-08,231882
2019-02-09,233220
2019-02-10,233769
2019-02-11,234839
2019-02-12,234184
2019-02-13,231016
2019-02-14,225706
2019-02-15,220998
2019-02-16,216741
2019-02-17,208470
2019-02-18,202907
2019-02-19,195761
2019-02-20,189946
2019-02-21,185926
2019-02-22,187399
2019-02-23,181531
2019-02-24,179225
2019-02-25,179574
2019-02-26,181370
2019-02-27,180342
2019-02-28,182970
2019-03-01,189554
2019-03-02,192030
2019-03-03,193608
2019-03-04,196593
2019-03-05,202449
2019-03-06,209196
2019-03-07,215858
2019-03-08,220719
2019-03-09,220465
2019-03-10,226561
2019-03-11,235882
2019-03-12,241648
2019-03-13,240348
2019-03-14,242554
2019-03-15,247474
2019-03-16,247649
2019-03-17,239004
2019-03-18,228119
2019-03-19,219533
2019-03-20,211064
2019-03-21,209851
2019-03-22,211425
2019-03-23,212451
2019-03-24,206910
2019-03-25,199601
