date_obj,Summer%20pie price
2015-07-04,2090
2015-07-05,2118
2015-07-06,2143
2015-07-07,2201
2015-07-08,2293
2015-07-09,2353
2015-07-10,2337
2015-07-11,2288
2015-07-12,2182
2015-07-13,2136
2015-07-14,2066
2015-07-15,1978
2015-07-16,1980
2015-07-17,1975
2015-07-18,2034
2015-07-19,1999
2015-07-20,1929
2015-07-21,1911
2015-07-22,1871
2015-07-23,1871
2015-07-24,1856
2015-07-25,1844
2015-07-26,1835
2015-07-27,1892
2015-07-28,1943
2015-07-29,1927
2015-07-30,1914
2015-07-31,1880
2015-08-01,1881
2015-08-02,1836
2015-08-03,1789
2015-08-04,1776
2015-08-05,1790
2015-08-06,1806
2015-08-07,1835
2015-08-08,1810
2015-08-09,1720
2015-08-10,1703
2015-08-11,1760
2015-08-12,1806
2015-08-13,1834
2015-08-14,1793
2015-08-15,1843
2015-08-16,1897
2015-08-17,1828
2015-08-18,1762
2015-08-19,1751
2015-08-20,1764
2015-08-21,1812
2015-08-22,1888
2015-08-23,1954
2015-08-24,1884
2015-08-25,1884
2015-08-26,1794
2015-08-27,1712
2015-08-28,1628
2015-08-29,1546
2015-08-30,1468
2015-08-31,1394
2015-09-01,1335
2015-09-02,1348
2015-09-03,1387
2015-09-04,1428
2015-09-05,1442
2015-09-06,1477
2015-09-07,1437
2015-09-08,1404
2015-09-09,1397
2015-09-10,1387
2015-09-11,1377
2015-09-12,1376
2015-09-13,1347
2015-09-14,1328
2015-09-15,1287
2015-09-16,1282
2015-09-17,1279
2015-09-18,1290
2015-09-19,1278
2015-09-20,1255
2015-09-21,1225
2015-09-22,1210
2015-09-23,1197
2015-09-24,1214
2015-09-25,1265
2015-09-27,1255
2015-09-28,1208
2015-09-29,1154
2015-09-30,1126
2015-10-05,1035
2015-10-06,1059
2015-10-07,1089
2015-10-08,1112
2015-10-09,1131
2015-10-10,1131
2015-10-11,1149
2015-10-12,1127
2015-10-13,1126
2015-10-14,1119
2015-10-15,1155
2015-10-16,1213
2015-10-17,1273
2015-10-18,1333
2015-10-19,1349
2015-10-20,1380
2015-10-22,1404
2015-10-23,1429
2015-10-24,1463
2015-10-25,1500
2015-10-26,1482
2015-10-27,1494
2015-10-29,1469
2015-10-30,1457
2015-10-31,1429
2015-11-01,1434
2015-11-02,1439
2015-11-03,1413
2015-11-04,1390
2015-11-05,1415
2015-11-06,1382
2015-11-07,1360
2015-11-08,1300
2015-11-09,1263
2015-11-10,1261
2015-11-11,1228
2015-11-12,1188
2015-11-13,1206
2015-11-14,1241
2015-11-15,1249
2015-11-16,1312
2015-11-17,1348
2015-11-18,1324
2015-11-19,1328
2015-11-20,1340
2015-11-21,1340
2015-11-22,1390
2015-11-23,1390
2015-11-24,1448
2015-11-25,1450
2015-11-26,1404
2015-11-27,1374
2015-11-28,1339
2015-11-29,1292
2015-11-30,1333
2015-12-01,1389
2015-12-02,1429
2015-12-03,1492
2015-12-04,1567
2015-12-05,1645
2015-12-06,1679
2015-12-07,1738
2015-12-08,1791
2015-12-09,1739
2015-12-10,1671
2015-12-11,1685
2015-12-13,1712
2015-12-14,1781
2015-12-15,1810
2015-12-16,1877
2015-12-17,1971
2015-12-18,2070
2015-12-19,2172
2015-12-20,2258
2015-12-21,2255
2015-12-22,2226
2015-12-23,2120
2015-12-24,2046
2015-12-25,1973
2015-12-26,2033
2015-12-27,2134
2015-12-28,2217
2015-12-29,2170
2015-12-30,2066
2015-12-31,2002
2016-01-01,1982
2016-01-02,1930
2016-01-03,1883
2016-01-04,1790
2016-01-05,1733
2016-01-06,1675
2016-01-07,1619
2016-01-08,1580
2016-01-09,1535
2016-01-10,1517
2016-01-11,1515
2016-01-12,1512
2016-01-13,1499
2016-01-14,1460
2016-01-15,1483
2016-01-16,1482
2016-01-17,1512
2016-01-18,1481
2016-01-19,1497
2016-01-20,1531
2016-01-21,1460
2016-01-22,1408
2016-01-23,1368
2016-01-24,1359
2016-01-25,1320
2016-01-26,1288
2016-01-27,1235
2016-01-28,1202
2016-01-29,1165
2016-01-30,1146
2016-01-31,1161
2016-02-01,1209
2016-02-02,1270
2016-02-03,1311
2016-02-04,1333
2016-02-05,1327
2016-02-06,1301
2016-02-07,1254
2016-02-08,1223
2016-02-09,1177
2016-02-10,1163
2016-02-11,1191
2016-02-12,1194
2016-02-13,1184
2016-02-14,1175
2016-02-15,1170
2016-02-16,1168
2016-02-17,1134
2016-02-18,1128
2016-02-19,1115
2016-02-20,1106
2016-02-21,1074
2016-02-22,1030
2016-02-23,1034
2016-02-24,1026
2016-02-25,1051
2016-02-26,1074
2016-02-27,1042
2016-02-28,1068
2016-02-29,1091
2016-03-01,1128
2016-03-02,1185
2016-03-03,1245
2016-03-04,1306
2016-03-05,1372
2016-03-06,1441
2016-03-07,1514
2016-03-08,1533
2016-03-09,1457
2016-03-10,1399
2016-03-11,1329
2016-03-12,1273
2016-03-13,1282
2016-03-14,1247
2016-03-15,1204
2016-03-16,1258
2016-03-17,1309
2016-03-18,1343
2016-03-19,1389
2016-03-20,1326
2016-03-21,1259
2016-03-22,1198
2016-03-23,1168
2016-03-24,1208
2016-03-25,1180
2016-03-26,1170
2016-03-27,1144
2016-03-28,1123
2016-03-29,1133
2016-03-30,1162
2016-03-31,1174
2016-04-01,1175
2016-04-02,1228
2016-04-03,1290
2016-04-04,1335
2016-04-05,1274
2016-04-06,1226
2016-04-07,1214
2016-04-08,1185
2016-04-09,1160
2016-04-10,1148
2016-04-11,1143
2016-04-12,1168
2016-04-13,1119
2016-04-14,1101
2016-04-15,1109
2016-04-16,1113
2016-04-17,1126
2016-04-18,1080
2016-04-19,1082
2016-04-20,1060
2016-04-21,1028
2016-04-22,997
2016-04-23,996
2016-04-24,998
2016-04-25,1043
2016-04-26,1072
2016-04-27,1084
2016-04-28,1083
2016-04-29,1085
2016-04-30,1078
2016-05-01,1078
2016-05-02,1074
2016-05-03,1065
2016-05-04,1109
2016-05-05,1139
2016-05-06,1082
2016-05-07,1028
2016-05-08,1009
2016-05-09,1030
2016-05-10,1038
2016-05-11,1059
2016-05-12,1067
2016-05-13,1081
2016-05-14,1070
2016-05-15,1070
2016-05-16,1064
2016-05-17,1092
2016-05-18,1133
2016-05-19,1179
2016-05-22,1096
2016-05-23,1041
2016-05-24,1023
2016-05-25,986
2016-05-26,983
2016-05-27,988
2016-05-28,995
2016-05-29,994
2016-05-30,993
2016-05-31,965
2016-06-01,947
2016-06-02,949
2016-06-03,943
2016-06-04,953
2016-06-05,951
2016-06-06,970
2016-06-07,949
2016-06-08,946
2016-06-09,921
2016-06-10,908
2016-06-11,913
2016-06-12,914
2016-06-13,913
2016-06-14,907
2016-06-15,942
2016-06-16,975
2016-06-17,1005
2016-06-18,973
2016-06-19,990
2016-06-20,988
2016-06-21,979
2016-06-22,937
2016-06-23,892
2016-06-24,909
2016-06-25,942
2016-06-26,958
2016-06-27,924
2016-06-28,943
2016-06-29,970
2016-06-30,958
2016-07-01,964
2016-07-02,997
2016-07-03,1040
2016-07-04,1033
2016-07-05,1029
2016-07-06,1057
2016-07-07,1056
2016-07-08,1074
2016-07-09,1120
2016-07-10,1124
2016-07-11,1111
2016-07-12,1139
2016-07-13,1164
2016-07-14,1147
2016-07-15,1095
2016-07-16,1073
2016-07-17,1108
2016-07-18,1099
2016-07-24,1043
2016-07-25,1054
2016-07-26,1082
2016-07-27,1074
2016-07-28,1096
2016-07-29,1134
2016-07-30,1153
2016-07-31,1138
2016-08-01,1126
2016-08-02,1107
2016-08-03,1093
2016-08-04,1071
2016-08-05,1075
2016-08-06,1071
2016-08-07,1085
2016-08-08,1038
2016-08-09,1029
2016-08-10,1055
2016-08-11,1061
2016-08-12,1049
2016-08-13,1046
2016-08-14,1046
2016-08-15,1059
2016-08-16,1105
2016-08-17,1146
2016-08-18,1203
2016-08-19,1261
2016-08-20,1272
2016-08-21,1208
2016-08-22,1173
2016-08-23,1172
2016-08-24,1201
2016-08-25,1241
2016-08-26,1289
2016-08-28,1399
2016-08-31,1391
2016-09-01,1337
2016-09-02,1336
2016-09-03,1371
2016-09-04,1344
2016-09-05,1316
2016-09-06,1359
2016-09-07,1364
2016-09-08,1375
2016-09-09,1361
2016-09-10,1344
2016-09-11,1318
2016-09-12,1326
2016-09-13,1304
2016-09-14,1312
2016-09-15,1312
2016-09-16,1258
2016-09-17,1232
2016-09-18,1208
2016-09-19,1178
2016-09-20,1173
2016-09-21,1165
2016-09-22,1178
2016-09-23,1122
2016-09-24,1092
2016-09-25,1098
2016-09-26,1150
2016-09-27,1153
2016-09-28,1166
2016-09-29,1145
2016-09-30,1167
2016-10-01,1202
2016-10-02,1217
2016-10-03,1239
2016-10-04,1261
2016-10-05,1311
2016-10-06,1282
2016-10-07,1288
2016-10-08,1297
2016-10-09,1267
2016-10-10,1257
2016-10-11,1275
2016-10-12,1301
2016-10-13,1290
2016-10-14,1313
2016-10-15,1323
2016-10-16,1289
2016-10-17,1259
2016-10-18,1292
2016-10-19,1282
2016-10-20,1305
2016-10-21,1316
2016-10-22,1364
2016-10-23,1431
2016-10-24,1496
2016-10-25,1503
2016-10-26,1461
2016-10-27,1423
2016-10-28,1417
2016-10-29,1417
2016-10-30,1420
2016-10-31,1408
2016-11-01,1410
2016-11-02,1422
2016-11-03,1447
2016-11-04,1512
2016-11-05,1588
2016-11-06,1634
2016-11-07,1640
2016-11-08,1582
2016-11-09,1611
2016-11-10,1630
2016-11-11,1643
2016-11-12,1648
2016-11-13,1642
2016-11-14,1633
2016-12-08,1490
2016-12-09,1471
2016-12-10,1400
2016-12-11,1410
2016-12-12,1443
2016-12-13,1413
2016-12-14,1367
2016-12-15,1298
2016-12-16,1269
2016-12-17,1267
2016-12-18,1235
2016-12-19,1180
2016-12-20,1163
2016-12-21,1159
2016-12-22,1108
2016-12-23,1092
2016-12-24,1120
2016-12-25,1150
2016-12-26,1163
2016-12-27,1150
2016-12-28,1139
2016-12-29,1129
2016-12-30,1101
2016-12-31,1127
2017-01-01,1104
2017-01-02,1129
2017-01-03,1092
2017-01-04,1047
2017-01-05,1073
2017-01-06,1086
2017-01-07,1073
2017-01-08,1061
2017-01-09,1038
2017-01-10,1034
2017-01-11,1023
2017-01-12,1033
2017-01-13,1083
2017-01-14,1138
2017-01-15,1181
2017-01-16,1241
2017-01-17,1272
2017-01-18,1276
2017-01-19,1328
2017-01-20,1392
2017-01-21,1436
2017-01-22,1508
2017-01-27,1496
2017-01-28,1481
2017-01-29,1452
2017-01-30,1418
2017-01-31,1407
2017-02-01,1397
2017-02-02,1339
2017-02-03,1274
2017-02-04,1246
2017-02-05,1286
2017-02-06,1301
2017-02-07,1330
2017-02-08,1349
2017-02-09,1379
2017-02-10,1346
2017-02-11,1292
2017-02-12,1255
2017-02-13,1268
2017-02-14,1300
2017-02-15,1303
2017-02-16,1357
2017-02-18,1419
2017-02-19,1398
2017-02-20,1356
2017-02-21,1357
2017-02-22,1356
2017-02-23,1300
2017-02-24,1240
2017-02-25,1187
2017-02-26,1152
2017-02-27,1135
2017-02-28,1121
2017-03-01,1122
2017-03-02,1085
2017-03-03,1035
2017-03-04,994
2017-03-05,983
2017-03-06,986
2017-03-07,1018
2017-03-08,1024
2017-03-09,1044
2017-03-10,1061
2017-03-11,1106
2017-03-12,1141
2017-03-13,1191
2017-03-14,1169
2017-03-15,1154
2017-03-16,1182
2017-03-17,1151
2017-03-18,1124
2017-03-19,1099
2017-03-20,1131
2017-03-21,1188
2017-03-22,1248
2017-03-23,1311
2017-03-24,1370
2017-03-25,1424
2017-03-26,1431
2017-03-27,1407
2017-03-28,1386
2017-03-29,1368
2017-03-30,1376
2017-03-31,1414
2017-04-01,1452
2017-04-02,1504
2017-04-03,1570
2017-04-04,1649
2017-04-12,1566
2017-04-13,1487
2017-04-14,1414
2017-04-15,1407
2017-04-16,1391
2017-04-17,1404
2017-04-18,1399
2017-04-19,1388
2017-04-20,1411
2017-04-21,1420
2017-04-22,1459
2017-04-23,1529
2017-04-24,1498
2017-04-25,1487
2017-04-26,1516
2017-04-27,1576
2017-04-28,1561
2017-04-29,1503
2017-04-30,1446
2017-05-01,1407
2017-05-02,1389
2017-05-03,1374
2017-05-04,1407
2017-05-05,1381
2017-05-06,1370
2017-05-07,1316
2017-05-08,1322
2017-05-09,1331
2017-05-10,1299
2017-05-11,1282
2017-05-12,1290
2017-05-13,1285
2017-05-14,1287
2017-05-15,1309
2017-05-16,1289
2017-05-17,1314
2017-05-18,1315
2017-05-19,1348
2017-05-20,1348
2017-05-21,1342
2017-05-22,1348
2017-05-23,1344
2017-05-24,1350
2017-05-25,1283
2017-05-26,1234
2017-05-27,1197
2017-05-28,1182
2017-05-29,1180
2017-05-30,1172
2017-05-31,1143
2017-06-01,1110
2017-06-02,1062
2017-06-03,1029
2017-06-06,1048
2017-06-07,1042
2017-06-08,1011
2017-06-09,993
2017-06-10,991
2017-06-11,990
2017-06-12,975
2017-06-13,979
2017-06-14,962
2017-06-15,925
2017-06-16,893
2017-06-17,888
2017-06-18,876
2017-06-19,838
2017-06-20,796
2017-06-21,775
2017-06-22,796
2017-06-23,780
2017-06-24,790
2017-06-25,765
2017-06-26,760
2017-06-27,781
2017-06-28,797
2017-06-29,810
2017-06-30,804
2017-07-01,797
2017-07-02,781
2017-07-03,775
2017-07-04,768
2017-07-05,780
2017-07-06,777
2017-07-07,797
2017-07-08,806
2017-07-13,824
2017-07-14,839
2017-07-15,839
2017-07-16,831
2017-07-17,856
2017-07-18,858
2017-07-19,875
2017-07-20,891
2017-07-21,928
2017-07-22,941
2017-07-23,955
2017-07-24,960
2017-07-25,931
2017-07-26,911
2017-07-27,902
2017-07-28,899
2017-07-29,911
2017-07-30,914
2017-07-31,906
2017-08-01,876
2017-08-02,879
2017-08-03,923
2017-08-04,959
2017-08-05,945
2017-08-06,929
2017-08-09,948
2017-08-10,929
2017-08-11,889
2017-08-12,844
2017-08-13,817
2017-08-14,813
2017-08-15,830
2017-08-16,835
2017-08-17,844
2017-08-18,851
2017-08-19,860
2017-08-20,866
2017-08-21,861
2017-08-22,841
2017-08-23,850
2017-08-24,844
2017-08-25,850
2017-08-26,860
2017-08-27,882
2017-08-28,912
2017-08-29,926
2017-08-30,941
2017-08-31,930
2017-09-01,929
2017-09-02,950
2017-09-03,955
2017-09-04,954
2017-09-05,945
2017-09-06,928
2017-09-07,897
2017-09-08,873
2017-09-09,847
2017-09-10,811
2017-09-11,794
2017-09-12,802
2017-09-13,790
2017-09-14,797
2017-09-15,808
2017-09-16,818
2017-09-17,792
2017-09-19,772
2017-09-20,755
2017-09-21,722
2017-09-22,722
2017-09-23,732
2017-09-24,734
2017-09-25,710
2017-09-26,685
2017-09-27,685
2017-09-28,684
2017-09-29,692
2017-09-30,704
2017-10-01,725
2017-10-02,721
2017-10-03,701
2017-10-04,694
2017-10-05,688
2017-10-06,704
2017-10-07,700
2017-10-08,688
2017-10-09,689
2017-10-10,654
2017-10-11,651
2017-10-12,646
2017-10-13,635
2017-10-14,616
2017-10-15,633
2017-10-16,646
2017-10-17,667
2017-10-18,681
2017-10-19,692
2017-10-20,670
2017-10-21,680
2017-10-22,651
2017-10-23,651
2017-10-24,655
2017-10-25,656
2017-10-26,664
2017-10-27,667
2017-10-28,656
2017-10-29,632
2017-10-30,621
2017-10-31,618
2017-11-01,634
2017-11-02,643
2017-11-03,631
2017-11-04,640
2017-11-05,662
2017-11-06,689
2017-11-07,720
2017-11-08,728
2017-11-09,728
2017-11-10,723
2017-11-11,687
2017-11-12,664
2017-11-13,658
2017-11-14,647
2017-11-15,660
2017-11-16,686
2017-11-17,682
2017-11-18,697
2017-11-19,722
2017-11-20,742
2017-11-21,755
2017-11-22,754
2017-11-23,751
2017-11-24,747
2017-11-25,720
2017-11-26,690
2017-11-27,677
2017-11-28,676
2017-11-29,667
2017-11-30,690
2017-12-01,661
2017-12-02,637
2017-12-03,648
2017-12-04,643
2017-12-05,670
2017-12-06,680
2017-12-07,677
2017-12-08,696
2017-12-09,682
2017-12-10,672
2017-12-11,659
2017-12-12,654
2017-12-13,633
2017-12-14,616
2017-12-15,590
2017-12-16,586
2017-12-17,575
2017-12-18,579
2017-12-19,596
2017-12-20,619
2017-12-21,627
2017-12-22,646
2017-12-23,678
2017-12-24,655
2017-12-25,642
2017-12-26,653
2017-12-27,670
2017-12-28,694
2017-12-29,708
2017-12-30,699
2017-12-31,679
2018-01-01,669
2018-01-02,689
2018-01-03,677
2018-01-04,643
2018-01-05,638
2018-01-06,652
2018-01-07,666
2018-01-08,672
2018-01-09,662
2018-01-10,646
2018-01-11,657
2018-01-12,659
2018-01-13,642
2018-01-14,635
2018-01-15,633
2018-01-16,648
2018-01-17,649
2018-01-18,649
2018-01-19,665
2018-01-20,661
2018-01-21,659
2018-01-22,657
2018-01-23,664
2018-01-24,663
2018-01-25,658
2018-01-26,644
2018-01-27,624
2018-01-28,614
2018-01-29,595
2018-01-30,582
2018-02-01,579
2018-02-02,576
2018-02-03,581
2018-02-04,579
2018-02-05,559
2018-02-06,539
2018-02-07,543
2018-02-08,558
2018-02-09,568
2018-02-10,571
2018-02-11,565
2018-02-12,543
2018-02-13,559
2018-02-14,574
2018-02-15,593
2018-02-16,617
2018-02-17,641
2018-02-18,620
2018-02-19,640
2018-02-20,671
2018-02-21,698
2018-02-22,707
2018-02-23,703
2018-02-24,696
2018-02-25,711
2018-02-26,697
2018-02-27,679
2018-02-28,696
2018-03-01,685
2018-03-02,669
2018-03-03,666
2018-03-04,659
2018-03-05,655
2018-03-06,663
2018-03-07,637
2018-03-08,653
2018-03-09,681
2018-03-10,692
2018-03-11,686
2018-03-12,685
2018-03-13,682
2018-03-14,677
2018-03-15,676
2018-03-16,679
2018-03-17,688
2018-03-18,722
2018-03-19,744
2018-03-20,735
2018-03-21,750
2018-03-23,735
2018-03-24,728
2018-03-26,761
2018-03-27,800
2018-03-28,835
2018-03-29,857
2018-03-30,881
2018-03-31,919
2018-04-01,953
2018-04-02,946
2018-04-03,925
2018-04-04,890
2018-04-05,850
2018-04-06,824
2018-04-08,821
2018-04-09,787
2018-04-10,772
2018-04-11,742
2018-04-12,706
2018-04-13,687
2018-04-14,694
2018-04-16,714
2018-04-17,744
2018-04-18,741
2018-04-19,722
2018-04-20,685
2018-04-21,662
2018-04-22,664
2018-04-23,638
2018-04-24,643
2018-04-25,655
2018-04-26,658
2018-04-27,662
2018-04-28,665
2018-04-29,657
2018-04-30,655
2018-05-02,686
2018-05-03,694
2018-05-04,724
2018-05-05,705
2018-05-06,687
2018-05-07,698
2018-05-08,721
2018-05-09,717
2018-05-10,706
2018-05-11,703
2018-05-12,692
2018-05-13,685
2018-05-14,671
2018-05-15,683
2018-05-16,677
2018-05-17,664
2018-05-18,641
2018-05-19,656
2018-05-20,648
2018-05-21,658
2018-05-22,658
2018-05-23,647
2018-05-24,656
2018-05-25,664
2018-05-26,656
2018-05-27,628
2018-05-28,631
2018-05-29,631
2018-05-30,645
2018-05-31,643
2018-06-01,650
2018-06-02,654
2018-06-03,652
2018-06-04,645
2018-06-05,643
2018-06-06,647
2018-06-07,634
2018-06-08,655
2018-06-09,687
2018-06-10,698
2018-06-11,707
2018-06-12,704
2018-06-13,708
2018-06-14,687
2018-06-15,674
2018-06-16,661
2018-06-17,686
2018-06-18,680
2018-06-19,694
2018-06-20,714
2018-06-21,719
2018-06-22,696
2018-06-23,673
2018-06-24,647
2018-06-25,654
2018-06-26,686
2018-06-27,712
2018-06-28,720
2018-06-29,737
2018-06-30,757
2018-07-01,760
2018-07-02,783
2018-07-03,795
2018-07-04,794
2018-07-05,793
2018-07-06,830
2018-07-07,865
2018-07-08,856
2018-07-09,892
2018-07-10,919
2018-07-11,951
2018-07-12,938
2018-07-13,961
2018-07-14,1007
2018-07-15,1058
2018-07-16,1111
2018-07-17,1167
2018-07-18,1217
2018-07-19,1225
2018-07-20,1249
2018-07-21,1306
2018-07-22,1372
2018-07-23,1428
2018-07-24,1496
2018-07-25,1527
2018-07-26,1454
2018-07-27,1383
2018-07-28,1313
2018-07-29,1280
2018-07-30,1234
2018-07-31,1226
2018-08-01,1217
2018-08-02,1217
2018-08-03,1170
2018-08-04,1139
2018-08-05,1119
2018-08-06,1138
2018-08-07,1113
2018-08-08,1084
2018-08-09,1082
2018-08-10,1066
2018-08-11,1058
2018-08-12,1096
2018-08-14,1119
2018-08-16,1085
2018-08-17,1085
2018-08-18,1054
2018-08-19,1085
2018-08-20,1096
2018-08-21,1083
2018-08-22,1093
2018-08-23,1088
2018-08-24,1083
2018-08-25,1082
2018-08-26,1116
2018-08-27,1138
2018-08-28,1175
2018-08-29,1233
2018-08-30,1274
2018-08-31,1337
2018-09-01,1356
2018-09-02,1312
2018-09-03,1261
2018-09-04,1247
2018-09-05,1238
2018-09-06,1228
2018-09-07,1247
2018-09-08,1299
2018-09-09,1359
2018-09-10,1325
2018-09-11,1286
2018-09-12,1237
2018-09-13,1179
2018-09-14,1120
2018-09-15,1065
2018-09-16,1015
2018-09-17,981
2018-09-18,984
2018-09-19,998
2018-09-20,1002
2018-09-21,980
2018-09-22,940
2018-09-23,977
2018-09-24,1025
2018-09-25,1077
2018-09-26,1131
2018-09-27,1188
2018-09-28,1228
2018-09-29,1279
2018-09-30,1270
2018-10-02,1237
2018-10-03,1244
2018-10-04,1300
2018-10-05,1333
2018-10-06,1394
2018-10-07,1446
2018-10-08,1449
2018-10-09,1508
2018-10-10,1555
2018-10-11,1608
2018-10-12,1648
2018-10-13,1595
2018-10-14,1530
2018-10-15,1605
2018-10-16,1595
2018-10-17,1567
2018-10-18,1509
2018-10-19,1451
2018-10-20,1401
2018-10-21,1332
2018-10-22,1265
2018-10-23,1249
2018-10-24,1276
2018-10-25,1311
2018-10-26,1361
2018-10-27,1326
2018-10-28,1311
2018-10-29,1307
2018-10-30,1264
2018-10-31,1247
2018-11-01,1233
2018-11-03,1238
2018-11-04,1235
2018-11-05,1220
2018-11-06,1174
2018-11-07,1128
2018-11-08,1137
2018-11-09,1152
2018-11-10,1164
2018-11-11,1170
2018-11-12,1147
2018-11-13,1144
2018-11-14,1148
2018-11-15,1143
2018-11-16,1148
2018-11-17,1154
2018-11-18,1152
2018-11-19,1158
2018-11-20,1141
2018-11-21,1109
2018-11-22,1076
2018-11-23,1084
2018-11-24,1076
2018-11-25,1038
2018-11-26,1030
2018-11-27,1045
2018-11-28,1033
2018-11-29,1004
2018-12-01,963
2018-12-02,976
2018-12-03,986
2018-12-04,981
2018-12-05,1024
2018-12-07,993
2018-12-09,1035
2018-12-10,1039
2018-12-11,1033
2018-12-12,1045
2018-12-13,1021
2018-12-14,1000
2018-12-15,986
2018-12-16,973
2018-12-17,1008
2018-12-18,1011
2018-12-19,982
2018-12-20,995
2018-12-21,984
2018-12-22,966
2018-12-23,974
2018-12-24,1009
2018-12-25,1034
2018-12-26,1062
2018-12-27,1041
2018-12-28,1077
2018-12-29,1113
2018-12-30,1080
2018-12-31,1047
2019-01-01,1031
2019-01-02,1066
2019-01-03,1115
2019-01-04,1171
2019-01-05,1203
2019-01-06,1261
2019-01-08,1254
2019-01-10,1189
2019-01-11,1129
2019-01-12,1072
2019-01-13,1038
2019-01-14,1054
2019-01-15,1066
2019-01-16,1035
2019-01-17,1008
2019-01-18,1027
2019-01-19,1057
2019-01-20,1057
2019-01-22,1049
2019-01-23,1090
2019-01-25,1097
2019-01-26,1128
2019-01-27,1144
2019-01-28,1113
2019-01-29,1097
2019-01-30,1093
2019-01-31,1069
2019-02-01,1067
2019-02-02,1061
2019-02-03,1028
2019-02-04,1063
2019-02-05,1098
2019-02-06,1121
2019-02-07,1091
2019-02-08,1075
2019-02-09,1092
2019-02-10,1104
2019-02-11,1095
2019-02-12,1098
2019-02-13,1091
2019-02-14,1101
2019-02-15,1085
2019-02-16,1079
2019-02-17,1041
2019-02-18,1058
2019-02-19,1051
2019-02-20,1046
2019-02-21,1044
2019-02-22,1040
2019-02-23,1038
2019-02-24,1014
2019-02-25,1010
2019-02-26,1029
2019-02-27,1032
2019-02-28,1034
2019-03-01,1037
2019-03-02,1054
2019-03-03,1030
2019-03-04,1032
2019-03-05,1039
2019-03-06,1007
2019-03-07,1006
2019-03-08,1009
2019-03-09,1019
2019-03-10,996
2019-03-11,999
2019-03-12,1007
2019-03-13,1024
2019-03-14,1026
2019-03-15,1025
2019-03-16,995
2019-03-17,979
2019-03-18,1004
2019-03-19,1004
2019-03-20,995
2019-03-21,991
2019-03-22,996
2019-03-23,978
2019-03-24,1007
2019-03-25,1050
2019-03-26,1032
2019-03-27,993
2019-03-28,969
2019-03-29,950
2019-03-30,934
2019-03-31,924
2019-04-01,941
2019-04-02,964
2019-04-03,1003
2019-04-04,980
2019-04-05,1022
2019-04-06,1061
2019-04-07,1064
2019-04-08,1027
2019-04-09,1008
2019-04-10,1024
2019-04-11,1013
2019-04-12,999
2019-04-13,994
2019-04-14,1002
2019-04-15,1008
2019-04-16,985
2019-04-17,990
2019-04-18,988
2019-04-19,983
2019-04-20,986
2019-04-21,974
2019-04-22,959
2019-04-23,972
2019-04-24,978
2019-04-25,980
2019-04-26,979
2019-04-27,976
2019-04-28,941
2019-04-29,896
2019-04-30,874
2019-05-01,874
2019-05-02,867
2019-05-03,876
2019-05-04,863
2019-05-05,843
2019-05-06,858
2019-05-07,870
2019-05-08,882
2019-05-09,870
2019-05-10,847
2019-05-11,804
2019-05-12,765
2019-05-13,733
2019-05-14,737
2019-05-15,760
2019-05-16,798
2019-05-17,833
2019-05-18,805
2019-05-19,771
2019-05-20,754
2019-05-21,782
2019-05-22,798
2019-05-23,816
2019-05-24,849
2019-05-25,860
2019-05-26,850
2019-05-27,823
2019-05-28,817
2019-05-29,788
2019-05-30,766
