date_obj,Lava%20battlestaff price
2019-04-07,9649
2019-04-08,9664
2019-04-09,9703
2019-04-10,9697
2019-04-11,9696
2019-04-12,9732
2019-04-13,9640
2019-04-14,9583
2019-04-15,9659
2019-04-16,9698
2019-04-17,9710
2019-04-18,9716
2019-04-19,9605
2019-04-20,9635
2019-04-21,9639
2019-04-22,9648
2019-04-23,9666
2019-04-24,9663
2019-04-25,9645
2019-04-26,9632
2019-04-27,9650
2019-04-28,9655
2019-04-29,9692
2019-04-30,9648
2019-05-01,9631
2019-05-02,9647
2019-05-03,9621
2019-05-04,9625
2019-05-05,9655
2019-05-06,9703
2019-05-07,9664
2019-05-08,9699
2019-05-09,9676
2019-05-10,9594
2019-05-11,9631
2019-05-12,9624
2019-05-13,9669
2019-05-14,9682
2019-05-15,9676
2019-05-16,9714
2019-05-17,9626
2019-05-18,9635
2019-05-19,9643
2019-05-20,9576
2019-05-21,9577
2019-05-22,9650
2019-05-23,9684
2019-05-24,9702
2019-05-25,9574
2019-05-26,9602
2019-05-27,9616
2019-05-28,9653
2019-05-29,9663
2019-05-30,9670
2019-05-31,9673
2019-06-01,9677
2019-06-02,9609
2019-06-03,9681
2019-06-04,9684
2019-06-05,9697
2019-06-06,9659
2019-06-07,9669
2019-06-08,9638
2019-06-09,9632
2019-06-10,9622
2019-06-11,9664
2019-06-12,9658
2019-06-13,9696
2019-06-14,9724
2019-06-15,9693
2019-06-16,9680
2019-06-17,9662
2019-06-18,9674
2019-06-19,9657
2019-06-20,9700
2019-06-21,9678
2019-06-22,9649
2019-06-23,9581
2019-06-24,9624
2019-06-25,9634
2019-06-26,9673
2019-06-27,9709
2019-06-28,9692
2019-06-29,9675
2019-06-30,9666
2019-07-01,9663
2019-07-02,9676
2019-07-03,9691
2019-07-04,9645
2019-07-05,9656
2019-07-06,9605
2019-07-07,9643
2019-07-08,9653
2019-07-09,9691
2019-07-10,9678
2019-07-11,9689
2019-07-12,9706
2019-07-13,9728
2019-07-14,9691
2019-07-15,9588
2019-07-16,9619
2019-07-17,9685
2019-07-18,9682
2019-07-19,9692
2019-07-20,9662
2019-07-21,9621
2019-07-22,9662
2019-07-23,9693
2019-07-24,9664
2019-07-25,9663
2019-07-26,9688
2019-07-27,9645
2019-07-28,9567
2019-07-29,9577
2019-07-30,9649
2019-07-31,9642
2019-08-01,9614
2019-08-02,9624
2019-08-03,9592
2019-08-04,9603
2019-08-05,9642
2019-08-06,9632
2019-08-07,9646
2019-08-08,9617
2019-08-09,9647
2019-08-10,9651
2019-08-11,9505
2019-08-12,9521
2019-08-13,9559
2019-08-14,9617
2019-08-15,9615
2019-08-16,9606
2019-08-17,9538
2019-08-18,9520
2019-08-19,9551
2019-08-20,9574
2019-08-21,9638
2019-08-22,9664
2019-08-23,9634
2019-08-24,9582
2019-08-24,9582
2019-08-25,9516
2019-08-25,9516
2019-08-26,9499
2019-08-26,9499
2019-08-27,9575
2019-08-27,9575
2019-08-28,9618
2019-08-29,9659
2019-08-30,9669
2019-08-31,9651
2019-09-01,9601
2019-09-02,9588
2019-09-03,9633
2019-09-04,9625
2019-09-05,9629
2019-09-06,9600
2019-09-07,9592
2019-09-08,9562
2019-09-09,9572
2019-09-10,9598
2019-09-11,9609
2019-09-12,9629
2019-09-13,9524
2019-09-14,9638
2019-09-15,9546
2019-09-16,9565
2019-09-17,9559
2019-09-18,9553
2019-09-19,9608
2019-09-20,9608
2019-09-21,9419
2019-09-22,9426
2019-09-23,9575
2019-09-24,9423
2019-09-25,9576
2019-09-26,9607
2019-09-27,9628
2019-09-28,9537
2019-09-29,9462
2019-09-30,9587
2019-10-01,9601
2019-10-02,9604
2019-10-03,9548
2019-10-04,9543
2019-10-05,9434
2019-10-06,9407
2019-10-07,9480
2019-10-08,9456
2019-10-09,9500
2019-10-10,9546
2019-10-11,9405
2019-10-12,9430
2019-10-13,9423
2019-10-14,9409
2019-10-15,9509
2019-10-16,9537
2019-10-17,9509
2019-10-18,9542
2019-10-19,9423
2019-10-20,9382
2019-10-21,9509
2019-10-22,9538
2019-10-23,9565
2019-10-24,9496
2019-10-25,9267
2019-10-26,9401
2019-10-27,9432
2019-10-28,9472
2019-10-29,9444
2019-10-30,9511
2019-10-31,9561
2019-11-01,9551
2019-11-02,9455
2019-11-03,9443
2019-11-04,9499
2019-11-05,9530
2019-11-06,9547
2019-11-07,9578
2019-11-08,9616
2019-11-09,9561
2019-11-10,9515
2019-11-11,9505
2019-11-12,9516
2019-11-13,9512
2019-11-14,9553
2019-11-15,9582
2019-11-16,9527
2019-11-17,9426
2019-11-18,9511
2019-11-19,9498
2019-11-20,9588
2019-11-21,9453
2019-11-22,9494
2019-11-23,9486
2019-11-24,9472
2019-11-25,9502
2019-11-26,9533
2019-11-27,9469
2019-11-28,9515
2019-11-29,9511
2019-11-30,9481
2019-12-01,9426
2019-12-02,9442
2019-12-03,9472
2019-12-04,9492
2019-12-05,9463
2019-12-06,9494
2019-12-07,9430
2019-12-08,9419
2019-12-09,9423
2019-12-10,9442
2019-12-11,9478
2019-12-12,9502
2019-12-13,9552
2019-12-14,9527
2019-12-15,9480
2019-12-16,9433
2019-12-17,9441
2019-12-18,9406
2019-12-19,9422
2019-12-20,9510
2019-12-21,9508
2019-12-22,9463
2019-12-23,9385
2019-12-24,9513
2019-12-25,9545
2019-12-26,9484
2019-12-27,9462
2019-12-28,9402
2019-12-29,9405
2019-12-30,9509
2019-12-31,9525
2020-01-01,9485
2020-01-02,9463
2020-01-03,9445
2020-01-04,9438
2020-01-05,9412
2020-01-06,9439
2020-01-07,9474
2020-01-08,9401
2020-01-09,9367
2020-01-10,9502
2020-01-11,9461
2020-01-12,9474
2020-01-13,9462
2020-01-14,9481
2020-01-15,9437
2020-01-16,9505
2020-01-17,9490
2020-01-18,9484
2020-01-19,9521
2020-01-20,9451
2020-01-21,9455
2020-01-22,9454
2020-01-23,9477
2020-01-24,9507
2020-01-25,9464
2020-01-26,9476
2020-01-27,9518
2020-01-28,9515
2020-01-29,9540
2020-01-30,9444
2020-01-31,9439
2020-02-01,9459
2020-02-02,9432
2020-02-03,9498
2020-02-04,9491
2020-02-05,9457
2020-02-06,9438
2020-02-07,9366
2020-02-08,9321
2020-02-09,9324
2020-02-10,9405
2020-02-11,9454
2020-02-12,9480
2020-02-13,9503
2020-02-14,9492
2020-02-15,9466
2020-02-16,9358
2020-02-17,9457
2020-02-18,9487
2020-02-19,9465
2020-02-20,9500
2020-02-21,9485
2020-02-22,9438
2020-02-23,9253
2020-02-24,9412
2020-02-25,9457
2020-02-26,9485
2020-02-27,9356
2020-02-28,9460
2020-02-29,9434
2020-03-01,9461
2020-03-02,9472
2020-03-03,9521
2020-03-04,9472
2020-03-05,9457
2020-03-06,9483
2020-03-07,9379
2020-03-08,9420
2020-03-09,9484
2020-03-10,9494
2020-03-11,9493
2020-03-12,9473
2020-03-13,9420
2020-03-14,9439
2020-03-15,9400
2020-03-16,9466
2020-03-17,9491
2020-03-18,9459
2020-03-19,9422
2020-03-20,9443
2020-03-21,9386
2020-03-22,9420
2020-03-23,9375
2020-03-24,9427
2020-03-25,9460
2020-03-26,9463
2020-03-27,9450
2020-03-28,9424
2020-03-29,9481
2020-03-30,9509
2020-03-31,9492
2020-04-01,9509
2020-04-02,9512
2020-04-03,9437
2020-04-04,9465
2020-04-05,9436
2020-04-06,9491
2020-04-07,9508
2020-04-08,9535
2020-04-09,9528
2020-04-10,9473
2020-04-11,9476
2020-04-12,9423
2020-04-13,9411
2020-04-14,9478
2020-04-15,9535
2020-04-16,9476
2020-04-17,9521
2020-04-18,9498
2020-04-19,9515
2020-04-20,9503
2020-04-21,9484
2020-04-22,9556
2020-04-23,9557
2020-04-24,9540
2020-04-25,9502
2020-04-26,9515
2020-04-27,9546
2020-04-28,9499
2020-04-29,9473
2020-04-30,9535
2020-05-01,9523
2020-05-02,9527
2020-05-03,9514
2020-05-04,9499
2020-05-05,9511
2020-05-06,9552
2020-05-07,9567
2020-05-08,9507
2020-05-09,9472
2020-05-10,9422
2020-05-11,9533
2020-05-12,9556
2020-05-13,9537
