date_obj,Bandos%20cloak price
2015-07-17,163017
2015-07-18,165993
2015-07-19,165614
2015-07-20,164685
2015-07-21,164839
2015-07-22,167061
2015-07-23,168430
2015-07-24,174380
2015-07-25,175947
2015-07-26,178621
2015-07-27,180189
2015-07-28,180558
2015-07-29,180592
2015-07-30,180132
2015-07-31,181211
2015-08-01,178010
2015-08-02,178336
2015-08-03,178082
2015-08-04,173343
2015-08-05,169589
2015-08-06,168515
2015-08-07,167824
2015-08-08,169699
2015-08-09,170277
2015-08-10,168536
2015-08-11,168962
2015-08-12,169301
2015-08-13,166080
2015-08-14,165613
2015-08-15,160581
2015-08-16,156687
2015-08-17,153922
2015-08-18,154570
2015-08-19,152273
2015-08-20,150163
2015-08-21,147810
2015-08-22,147613
2015-08-23,147661
2015-08-24,148600
2015-08-25,151416
2015-08-26,150284
2015-08-27,149674
2015-08-28,152338
2015-08-29,156122
2015-08-30,156477
2015-08-31,158568
2015-09-01,157522
2015-09-02,157522
2015-09-03,151330
2015-09-04,152311
2015-09-05,151626
2015-09-06,150944
2015-09-07,149853
2015-09-08,149603
2015-09-09,148375
2015-09-10,147610
2015-09-11,145476
2015-09-12,144061
2015-09-13,139408
2015-09-14,136545
2015-09-15,132911
2015-09-16,129826
2015-09-17,125124
2015-09-18,119603
2015-09-19,118416
2015-09-20,116336
2015-09-21,115084
2015-09-22,114772
2015-09-23,115123
2015-09-24,117447
2015-09-25,119512
2015-09-27,122072
2015-09-28,123141
2015-09-29,124189
2015-09-30,126035
2015-10-05,120743
2015-10-06,117506
2015-10-07,115655
2015-10-08,114070
2015-10-09,113172
2015-10-10,112847
2015-10-11,111687
2015-10-12,109705
2015-10-13,107164
2015-10-14,107041
2015-10-15,103265
2015-10-16,101461
2015-10-17,101461
2015-10-18,99795
2015-10-19,100441
2015-10-20,102033
2015-10-22,104879
2015-10-23,106932
2015-10-24,108029
2015-10-25,108667
2015-10-26,108358
2015-10-27,107025
2015-10-28,105993
2015-10-29,107440
2015-10-30,109058
2015-10-31,108568
2015-11-01,111138
2015-11-02,113206
2015-11-03,115277
2015-11-04,115331
2015-11-05,116903
2015-11-06,118342
2015-11-07,118391
2015-11-08,120867
2015-11-09,120851
2015-11-10,121838
2015-11-11,123693
2015-11-12,124270
2015-11-13,125757
2015-11-14,127621
2015-11-15,131092
2015-11-16,136620
2015-11-17,140355
2015-11-18,145346
2015-11-19,148388
2015-11-20,146537
2015-11-21,146537
2015-11-22,144682
2015-11-23,144682
2015-11-24,144712
2015-11-25,142416
2015-11-26,141793
2015-11-27,142131
2015-11-28,142119
2015-11-29,146037
2015-11-30,145510
2015-12-01,145891
2015-12-02,144983
2015-12-03,141991
2015-12-04,139185
2015-12-05,136530
2015-12-06,131544
2015-12-07,130324
2015-12-08,129909
2015-12-09,131304
2015-12-10,136039
2015-12-11,141612
2015-12-12,146920
2015-12-13,151473
2015-12-14,154722
2015-12-15,152756
2015-12-16,149663
2015-12-17,149370
2015-12-18,152573
2015-12-19,156578
2015-12-20,157943
2015-12-21,159982
2015-12-22,162012
2015-12-23,165256
2015-12-24,169476
2015-12-25,171485
2015-12-26,168323
2015-12-27,168112
2015-12-28,165948
2015-12-29,164582
2015-12-30,161892
2015-12-31,159397
2016-01-01,155816
2016-01-02,159301
2016-01-03,159401
2016-01-04,161530
2016-01-05,163343
2016-01-06,165643
2016-01-07,167279
2016-01-08,164670
2016-01-09,162434
2016-01-10,160280
2016-01-11,158535
2016-01-12,160941
2016-01-13,156442
2016-01-14,154491
2016-01-15,151308
2016-01-16,148660
2016-01-17,148109
2016-01-18,145246
2016-01-19,141820
2016-01-20,137410
2016-01-21,134970
2016-01-22,131953
2016-01-23,125882
2016-01-24,120254
2016-01-25,117322
2016-01-26,114665
2016-01-27,111991
2016-01-28,111650
2016-01-29,112874
2016-01-30,112927
2016-01-31,113915
2016-02-01,115643
2016-02-02,116962
2016-02-03,118062
2016-02-04,119913
2016-02-05,121018
2016-02-06,120702
2016-02-07,121399
2016-02-08,119322
2016-02-09,114614
2016-02-10,115015
2016-02-11,115020
2016-02-12,112854
2016-02-13,110119
2016-02-14,109119
2016-02-15,107720
2016-02-16,106825
2016-02-17,106936
2016-02-18,104062
2016-02-19,103836
2016-02-20,102075
2016-02-21,100415
2016-02-22,101576
2016-02-23,101437
2016-02-24,101456
2016-02-25,99321
2016-02-26,96552
2016-02-27,94356
2016-02-28,92676
2016-02-29,90633
2016-03-01,89847
2016-03-02,87824
2016-03-03,88570
2016-03-04,87670
2016-03-05,86696
2016-03-06,85036
2016-03-07,83348
2016-03-08,82530
2016-03-09,81422
2016-03-10,79537
2016-03-11,77729
2016-03-12,77258
2016-03-13,76430
2016-03-14,75671
2016-03-15,74202
2016-03-16,74382
2016-03-17,74885
2016-03-18,77094
2016-03-19,77296
2016-03-20,76859
2016-03-21,75485
2016-03-22,74553
2016-03-23,73899
2016-03-24,73900
2016-03-25,73994
2016-03-26,74193
2016-03-27,75080
2016-03-28,75625
2016-03-29,73859
2016-03-30,71671
2016-03-31,70304
2016-04-01,69083
2016-04-02,68955
2016-04-03,68521
2016-04-04,68953
2016-04-05,70444
2016-04-06,71397
2016-04-07,72484
2016-04-08,75172
2016-04-09,78168
2016-04-10,80914
2016-04-11,80914
2016-04-12,82929
2016-04-13,85765
2016-04-14,88685
2016-04-15,89233
2016-04-16,90284
2016-04-17,90013
2016-04-18,89290
2016-04-19,87398
2016-04-20,85281
2016-04-21,83106
2016-04-22,82684
2016-04-23,82833
2016-04-24,81505
2016-04-25,78602
2016-04-26,77402
2016-04-27,77363
2016-04-28,77002
2016-04-29,77119
2016-04-30,77479
2016-05-01,76827
2016-05-02,76389
2016-05-03,76080
2016-05-04,73494
2016-05-05,73267
2016-05-06,73043
2016-05-07,72859
2016-05-08,72442
2016-05-09,71086
2016-05-10,69352
2016-05-11,68804
2016-05-12,68359
2016-05-13,68327
2016-05-14,68532
2016-05-15,69611
2016-05-16,70513
2016-05-17,71273
2016-05-18,71205
2016-05-19,72506
2016-05-22,74834
2016-05-23,75932
2016-05-24,76757
2016-05-25,76798
2016-05-26,77302
2016-05-27,78506
2016-05-28,77651
2016-05-29,77419
2016-05-30,76881
2016-05-31,77807
2016-06-01,78095
2016-06-02,79085
2016-06-03,79505
2016-06-04,79764
2016-06-05,81001
2016-06-06,81712
2016-06-07,81632
2016-06-08,82190
2016-06-09,81919
2016-06-10,82288
2016-06-11,83989
2016-06-12,87658
2016-06-13,89220
2016-06-14,91664
2016-06-15,93612
2016-06-16,95218
2016-06-17,94450
2016-06-18,95001
2016-06-19,92701
2016-06-20,90026
2016-06-21,88015
2016-06-22,84701
2016-06-23,83563
2016-06-24,81711
2016-06-25,81163
2016-06-26,81460
2016-06-27,81170
2016-06-28,81359
2016-06-29,81768
2016-06-30,81514
2016-07-01,81775
2016-07-02,81357
2016-07-03,81107
2016-07-04,82042
2016-07-05,83051
2016-07-06,86677
2016-07-07,90594
2016-07-08,94873
2016-07-09,98711
2016-07-10,102836
2016-07-11,107244
2016-07-12,111627
2016-07-13,116962
2016-07-14,122230
2016-07-15,127885
2016-07-16,131090
2016-07-17,131394
2016-07-18,130332
2016-07-23,126824
2016-07-24,125113
2016-07-25,123914
2016-07-26,122602
2016-07-27,119985
2016-07-28,116144
2016-07-29,112222
2016-07-30,107591
2016-07-31,106705
2016-08-01,102650
2016-08-02,100036
2016-08-03,96988
2016-08-04,96401
2016-08-05,95293
2016-08-06,95551
2016-08-07,95538
2016-08-08,94965
2016-08-09,93127
2016-08-10,90152
2016-08-11,88423
2016-08-12,86959
2016-08-13,83297
2016-08-14,82676
2016-08-15,86113
2016-08-16,90419
2016-08-17,93143
2016-08-18,92256
2016-08-19,88897
2016-08-20,87665
2016-08-21,85997
2016-08-22,85660
2016-08-23,85558
2016-08-24,85898
2016-08-25,86058
2016-08-26,86058
2016-08-28,86822
2016-08-31,95008
2016-09-01,98757
2016-09-02,98757
2016-09-03,103246
2016-09-04,107687
2016-09-05,110066
2016-09-06,112298
2016-09-07,114891
2016-09-08,114439
2016-09-09,112527
2016-09-10,110371
2016-09-11,110371
2016-09-12,105961
2016-09-13,104140
2016-09-14,101267
2016-09-15,100112
2016-09-16,98760
2016-09-17,98095
2016-09-18,99496
2016-09-19,103663
2016-09-20,108234
2016-09-21,113611
2016-09-22,119207
2016-09-23,123849
2016-09-24,123849
2016-09-25,124654
2016-09-26,124654
2016-09-27,121917
2016-09-28,119770
2016-09-29,119770
2016-09-30,117810
2016-10-01,120658
2016-10-02,120658
2016-10-03,124830
2016-10-04,127353
2016-10-05,125115
2016-10-06,122273
2016-10-07,119248
2016-10-08,118616
2016-10-09,118362
2016-10-10,118411
2016-10-11,119055
2016-10-12,119632
2016-10-13,119329
2016-10-14,118667
2016-10-15,114516
2016-10-16,112049
2016-10-17,108221
2016-10-18,104087
2016-10-19,100538
2016-10-20,99504
2016-10-21,97422
2016-10-22,97255
2016-10-23,95806
2016-10-24,93493
2016-10-25,93400
2016-10-26,91805
2016-10-27,88828
2016-10-28,86385
2016-10-29,86317
2016-10-30,87107
2016-10-31,89916
2016-11-01,89916
2016-11-02,93715
2016-11-03,98254
2016-11-04,101641
2016-11-05,101641
2016-11-06,103276
2016-11-07,105678
2016-11-08,109063
2016-11-09,107288
2016-11-10,103788
2016-11-11,100325
2016-11-12,98507
2016-11-13,97953
2016-11-14,98056
2016-11-15,98724
2016-12-07,98101
2016-12-08,97185
2016-12-09,96327
2016-12-10,97011
2016-12-11,96456
2016-12-12,96911
2016-12-13,97684
2016-12-14,98322
2016-12-15,99836
2016-12-16,99232
2016-12-17,98868
2016-12-18,98973
2016-12-19,97955
2016-12-20,95620
2016-12-21,94206
2016-12-22,95967
2016-12-23,96869
2016-12-24,94376
2016-12-25,96811
2016-12-26,97567
2016-12-27,99841
2016-12-28,102087
2016-12-29,103881
2016-12-30,104759
2016-12-31,104862
2017-01-01,101252
2017-01-02,100006
2017-01-03,98794
2017-01-04,99192
2017-01-05,98678
2017-01-06,98794
2017-01-07,98470
2017-01-08,100100
2017-01-09,99466
2017-01-10,97356
2017-01-11,93194
2017-01-12,89179
2017-01-13,88552
2017-01-14,87756
2017-01-15,87526
2017-01-16,86153
2017-01-17,85946
2017-01-18,85365
2017-01-19,82777
2017-01-20,81352
2017-01-21,80475
2017-01-22,79530
2017-01-23,79872
2017-01-27,76048
2017-01-28,76682
2017-01-29,76031
2017-01-30,76377
2017-01-31,76267
2017-02-01,76400
2017-02-02,77337
2017-02-03,77120
2017-02-04,77310
2017-02-05,77208
2017-02-06,77562
2017-02-07,76558
2017-02-08,76065
2017-02-09,76450
2017-02-10,77133
2017-02-11,77710
2017-02-12,78204
2017-02-13,79159
2017-02-14,78475
2017-02-15,78172
2017-02-16,75483
2017-02-18,72243
2017-02-19,71852
2017-02-20,71043
2017-02-21,69129
2017-02-22,67762
2017-02-23,66368
2017-02-24,65501
2017-02-25,64484
2017-02-26,63129
2017-02-27,61991
2017-02-28,60507
2017-03-01,59112
2017-03-02,58694
2017-03-03,58918
2017-03-04,57752
2017-03-05,55613
2017-03-06,55405
2017-03-07,55677
2017-03-08,55663
2017-03-09,55981
2017-03-10,55244
2017-03-11,54567
2017-03-12,53914
2017-03-13,53540
2017-03-14,52933
2017-03-15,52984
2017-03-16,52857
2017-03-17,52165
2017-03-18,52823
2017-03-19,52904
2017-03-20,52226
2017-03-21,50972
2017-03-22,49420
2017-03-23,49195
2017-03-24,47595
2017-03-25,46990
2017-03-26,46042
2017-03-27,44399
2017-03-28,43247
2017-03-29,41454
2017-03-30,40386
2017-03-31,39969
2017-04-01,39417
2017-04-02,39364
2017-04-03,39207
2017-04-04,38278
2017-04-05,38033
2017-04-12,41208
2017-04-13,42353
2017-04-14,43400
2017-04-15,45468
2017-04-16,47587
2017-04-17,49932
2017-04-18,52284
2017-04-19,54804
2017-04-20,57435
2017-04-21,60307
2017-04-22,63323
2017-04-23,66490
2017-04-24,69352
2017-04-25,70130
2017-04-26,66978
2017-04-27,64599
2017-04-28,62422
2017-04-29,59846
2017-04-30,58206
2017-05-01,56632
2017-05-02,54948
2017-05-03,54425
2017-05-04,54697
2017-05-05,54031
2017-05-06,55284
2017-05-07,56043
2017-05-08,56580
2017-05-09,55969
2017-05-10,55954
2017-05-11,55943
2017-05-12,55790
2017-05-13,55772
2017-05-14,55195
2017-05-15,56640
2017-05-16,57090
2017-05-17,56687
2017-05-18,54435
2017-05-19,52098
2017-05-20,50736
2017-05-21,49045
2017-05-22,48030
2017-05-23,47375
2017-05-24,46248
2017-05-25,44603
2017-05-26,43424
2017-05-27,42692
2017-05-28,41747
2017-05-29,40503
2017-05-30,40570
2017-05-31,40035
2017-06-01,40135
2017-06-02,39277
2017-06-03,38877
2017-06-04,38554
2017-06-05,38291
2017-06-06,37696
2017-06-07,37941
2017-06-08,38010
2017-06-09,38118
2017-06-10,37837
2017-06-11,37651
2017-06-12,38187
2017-06-13,37339
2017-06-14,36413
2017-06-15,35102
2017-06-16,34764
2017-06-17,34003
2017-06-18,33461
2017-06-19,33461
2017-06-20,33588
2017-06-21,34504
2017-06-22,34433
2017-06-23,34694
2017-06-24,35080
2017-06-25,35206
2017-06-26,35370
2017-06-27,35625
2017-06-28,35680
2017-06-29,35848
2017-06-30,36566
2017-07-01,38296
2017-07-02,39386
2017-07-03,40546
2017-07-04,40552
2017-07-05,41778
2017-07-06,42494
2017-07-07,44120
2017-07-08,45954
2017-07-09,48026
2017-07-13,54237
2017-07-14,56848
2017-07-15,57712
2017-07-16,59097
2017-07-17,58431
2017-07-18,56915
2017-07-19,54325
2017-07-20,53646
2017-07-21,52679
2017-07-22,52016
2017-07-23,52342
2017-07-24,52049
2017-07-25,51273
2017-07-26,51161
2017-07-27,51653
2017-07-28,51559
2017-07-29,51676
2017-07-30,52190
2017-07-31,54800
2017-08-01,57390
2017-08-02,60157
2017-08-03,63011
2017-08-04,65647
2017-08-05,66805
2017-08-06,67236
2017-08-07,67822
2017-08-08,68815
2017-08-09,71571
2017-08-10,72090
2017-08-11,70273
2017-08-12,68864
2017-08-13,68216
2017-08-14,70349
2017-08-15,71232
2017-08-16,73400
2017-08-17,75479
2017-08-18,75479
2017-08-19,75557
2017-08-20,75280
2017-08-21,72335
2017-08-22,69979
2017-08-23,68276
2017-08-24,66236
2017-08-25,64313
2017-08-26,62890
2017-08-27,62837
2017-08-28,61179
2017-08-29,61128
2017-08-30,60747
2017-08-31,61359
2017-09-01,61703
2017-09-02,60788
2017-09-03,60423
2017-09-04,59412
2017-09-05,57263
2017-09-06,57512
2017-09-07,57016
2017-09-08,57239
2017-09-09,57296
2017-09-10,56815
2017-09-11,57528
2017-09-12,57364
2017-09-13,57768
2017-09-14,58136
2017-09-15,57949
2017-09-16,57626
2017-09-17,55820
2017-09-18,54157
2017-09-19,52032
2017-09-20,50697
2017-09-22,48083
2017-09-23,48150
2017-09-24,46841
2017-09-25,47334
2017-09-26,46925
2017-09-27,46255
2017-09-28,45013
2017-09-29,44094
2017-09-30,43944
2017-10-01,43751
2017-10-02,43001
2017-10-03,43078
2017-10-04,43540
2017-10-05,44855
2017-10-06,44915
2017-10-07,45247
2017-10-08,45343
2017-10-09,45273
2017-10-10,45209
2017-10-11,43736
2017-10-12,45293
2017-10-13,45631
2017-10-14,45861
2017-10-15,47414
2017-10-16,48845
2017-10-17,48303
2017-10-18,46976
2017-10-19,45845
2017-10-20,44857
2017-10-21,43963
2017-10-22,45113
2017-10-23,46572
2017-10-24,46642
2017-10-25,46827
2017-10-26,47528
2017-10-27,48803
2017-10-28,48803
2017-10-29,49096
2017-10-30,48837
2017-10-31,48099
2017-11-01,47284
2017-11-02,46826
2017-11-03,46749
2017-11-04,48675
2017-11-05,50030
2017-11-06,51191
2017-11-07,53731
2017-11-08,55990
2017-11-09,54837
2017-11-10,53537
2017-11-11,52680
2017-11-12,52028
2017-11-13,50775
2017-11-14,50814
2017-11-15,50241
2017-11-16,49018
2017-11-17,46652
2017-11-18,44625
2017-11-19,43391
2017-11-20,41506
2017-11-21,39700
2017-11-22,38773
2017-11-23,37377
2017-11-24,37696
2017-11-25,39532
2017-11-26,40765
2017-11-27,40330
2017-11-28,40000
2017-11-29,39477
2017-11-30,39432
2017-12-01,39504
2017-12-02,40346
2017-12-03,39703
2017-12-04,39256
2017-12-05,39306
2017-12-06,38711
2017-12-07,39647
2017-12-08,40630
2017-12-09,41412
2017-12-10,41010
2017-12-11,41354
2017-12-12,41576
2017-12-13,41591
2017-12-14,42792
2017-12-15,42991
2017-12-16,42452
2017-12-17,41429
2017-12-18,39602
2017-12-19,38049
2017-12-20,36503
2017-12-21,35017
2017-12-22,34239
2017-12-23,34077
2017-12-24,33832
2017-12-25,33470
2017-12-26,32677
2017-12-27,32460
2017-12-28,32049
2017-12-29,31705
2017-12-30,30776
2017-12-31,29834
2018-01-01,30092
2018-01-02,29871
2018-01-03,29653
2018-01-04,29356
2018-01-05,28582
2018-01-06,27759
2018-01-07,27417
2018-01-08,27416
2018-01-09,27507
2018-01-10,27785
2018-01-11,27602
2018-01-12,27828
2018-01-13,28190
2018-01-14,28270
2018-01-15,28579
2018-01-16,28392
2018-01-17,28228
2018-01-18,28395
2018-01-19,28319
2018-01-20,28651
2018-01-21,29610
2018-01-22,30782
2018-01-23,30470
2018-01-24,30211
2018-01-25,29793
2018-01-26,30426
2018-01-27,30798
2018-01-28,31373
2018-01-29,32765
2018-01-30,32769
2018-01-31,33179
2018-02-01,34517
2018-02-02,35371
2018-02-03,35698
2018-02-04,35192
2018-02-05,34388
2018-02-06,32911
2018-02-07,31265
2018-02-08,29801
2018-02-09,28470
2018-02-10,28471
2018-02-11,27833
2018-02-12,27157
2018-02-13,26488
2018-02-14,25826
2018-02-15,25501
2018-02-16,24672
2018-02-17,23924
2018-02-18,24452
2018-02-19,24931
2018-02-20,25963
2018-02-21,25693
2018-02-22,24836
2018-02-23,25230
2018-02-24,24151
2018-02-25,23502
2018-02-26,23272
2018-02-27,22771
2018-02-28,21745
2018-03-01,20897
2018-03-02,21649
2018-03-03,22555
2018-03-04,22361
2018-03-05,22252
2018-03-06,21930
2018-03-07,20919
2018-03-08,20881
2018-03-09,20790
2018-03-10,20074
2018-03-11,19594
2018-03-12,19092
2018-03-13,18788
2018-03-14,19058
2018-03-15,19555
2018-03-16,20141
2018-03-17,19701
2018-03-18,19439
2018-03-20,19737
2018-03-21,19957
2018-03-22,20316
2018-03-23,21139
2018-03-24,21585
2018-03-25,22436
2018-03-26,23076
2018-03-27,23484
2018-03-28,24244
2018-03-29,24809
2018-03-30,25556
2018-03-31,26436
2018-04-01,27488
2018-04-02,28007
2018-04-03,28443
2018-04-04,29672
2018-04-05,30546
2018-04-06,31512
2018-04-07,32465
2018-04-08,33065
2018-04-09,33009
2018-04-10,33435
2018-04-11,34623
2018-04-12,36355
2018-04-13,38173
2018-04-14,39642
2018-04-15,40205
2018-04-16,41455
2018-04-17,43277
2018-04-18,43087
2018-04-19,44935
2018-04-20,45833
2018-04-21,46654
2018-04-22,46353
2018-04-23,45968
2018-04-24,44702
2018-04-25,43046
2018-04-26,41703
2018-04-27,39699
2018-04-28,38371
2018-04-29,36452
2018-04-30,34715
2018-05-01,33423
2018-05-02,32491
2018-05-03,31364
2018-05-04,30359
2018-05-05,29377
2018-05-06,28443
2018-05-07,27501
2018-05-08,26842
2018-05-09,25712
2018-05-10,25009
2018-05-11,24336
2018-05-12,23439
2018-05-13,22267
2018-05-14,21444
2018-05-15,21089
2018-05-16,21009
2018-05-17,21129
2018-05-18,21406
2018-05-19,21507
2018-05-20,21606
2018-05-21,21707
2018-05-22,22096
2018-05-23,22544
2018-05-24,22718
2018-05-25,23048
2018-05-26,22351
2018-05-27,22097
2018-05-28,21716
2018-05-29,20809
2018-05-30,20505
2018-05-31,20101
2018-06-01,20014
2018-06-02,19615
2018-06-03,19743
2018-06-04,19853
2018-06-05,19841
2018-06-06,19738
2018-06-07,19058
2018-06-08,18598
2018-06-09,17983
2018-06-10,17850
2018-06-11,17329
2018-06-12,16723
2018-06-13,16415
2018-06-14,16179
2018-06-15,15757
2018-06-16,15665
2018-06-17,15543
2018-06-18,15941
2018-06-19,15492
2018-06-20,15297
2018-06-21,15290
2018-06-22,15349
2018-06-23,15570
2018-06-24,15824
2018-06-25,15994
2018-06-26,16132
2018-06-27,16535
2018-06-28,16868
2018-06-29,17526
2018-06-30,18006
2018-07-01,18651
2018-07-02,19168
2018-07-03,19992
2018-07-04,20841
2018-07-05,21210
2018-07-06,22017
2018-07-07,22334
2018-07-08,22287
2018-07-09,22496
2018-07-10,22644
2018-07-11,22442
2018-07-12,22394
2018-07-13,22826
2018-07-14,23526
2018-07-15,23829
2018-07-16,23978
2018-07-17,23819
2018-07-18,23715
2018-07-19,24027
2018-07-20,24200
2018-07-21,24152
2018-07-22,24684
2018-07-23,24717
2018-07-24,24685
2018-07-25,25566
2018-07-26,26389
2018-07-27,26658
2018-07-28,27258
2018-07-29,28044
2018-07-30,28386
2018-07-31,28984
2018-08-01,29450
2018-08-02,29460
2018-08-03,29366
2018-08-04,29619
2018-08-05,29423
2018-08-06,29647
2018-08-07,29286
2018-08-08,29302
2018-08-09,29413
2018-08-10,29892
2018-08-11,29447
2018-08-12,29968
2018-08-14,28497
2018-08-16,27461
2018-08-17,27268
2018-08-18,27052
2018-08-19,27179
2018-08-20,27226
2018-08-21,27322
2018-08-22,26746
2018-08-23,26136
2018-08-24,26159
2018-08-25,25957
2018-08-26,25782
2018-08-27,25448
2018-08-28,25414
2018-08-29,25208
2018-08-30,25103
2018-08-31,25906
2018-09-01,26051
2018-09-02,25854
2018-09-03,25777
2018-09-04,25493
2018-09-05,25439
2018-09-06,25450
2018-09-07,25756
2018-09-08,26345
2018-09-09,26887
2018-09-10,27265
2018-09-11,26985
2018-09-12,26906
2018-09-13,27397
2018-09-14,27623
2018-09-15,27920
2018-09-16,28016
2018-09-17,27731
2018-09-18,27959
2018-09-19,28218
2018-09-20,28341
2018-09-21,28238
2018-09-22,27525
2018-09-23,27122
2018-09-24,26650
2018-09-25,26011
2018-09-26,26161
2018-09-27,26181
2018-09-28,26531
2018-09-29,26564
2018-09-30,26867
2018-10-01,27318
2018-10-02,27706
2018-10-03,27815
2018-10-04,28003
2018-10-05,28170
2018-10-06,28134
2018-10-07,27918
2018-10-08,27854
2018-10-09,28017
2018-10-10,27917
2018-10-11,27979
2018-10-12,27779
2018-10-13,27726
2018-10-14,27969
2018-10-15,27707
2018-10-16,27702
2018-10-17,28203
2018-10-18,29305
2018-10-19,30702
2018-10-20,31853
2018-10-21,31960
2018-10-22,32429
2018-10-23,32676
2018-10-24,32689
2018-10-25,32070
2018-10-26,31160
2018-10-27,30737
2018-10-28,30332
2018-10-29,29899
2018-10-30,29451
2018-10-31,28452
2018-11-01,27073
2018-11-03,26536
2018-11-04,27126
2018-11-05,28163
2018-11-06,28889
2018-11-07,29534
2018-11-08,30383
2018-11-09,31564
2018-11-10,33053
2018-11-11,34258
2018-11-12,35691
2018-11-13,36731
2018-11-14,38225
2018-11-15,39322
2018-11-16,41048
2018-11-17,41912
2018-11-18,41824
2018-11-19,42807
2018-11-20,43805
2018-11-21,44662
2018-11-22,45758
2018-11-23,46643
2018-11-24,47223
2018-11-25,47790
2018-11-26,48798
2018-11-27,49996
2018-11-28,50923
2018-11-29,52229
2018-12-01,53726
2018-12-02,53792
2018-12-03,54061
2018-12-04,54742
2018-12-05,55801
2018-12-07,55197
2018-12-09,54406
2018-12-10,53975
2018-12-11,54104
2018-12-12,54098
2018-12-13,54414
2018-12-14,53498
2018-12-15,52990
2018-12-16,52093
2018-12-17,50726
2018-12-18,49915
2018-12-19,49434
2018-12-20,51069
2018-12-21,52452
2018-12-22,53379
2018-12-23,52199
2018-12-24,50512
2018-12-25,49739
2018-12-26,49477
2018-12-27,47956
2018-12-28,46470
2018-12-29,45178
2018-12-30,44784
2018-12-31,43517
2019-01-01,42302
2019-01-02,41284
2019-01-03,40249
2019-01-04,39445
2019-01-05,39010
2019-01-06,38704
2019-01-08,39621
2019-01-10,38531
2019-01-11,38367
2019-01-12,39070
2019-01-13,39375
2019-01-14,38948
2019-01-15,39491
2019-01-16,40634
2019-01-17,40473
2019-01-18,39584
2019-01-19,39241
2019-01-20,39384
2019-01-21,39967
2019-01-22,40673
2019-01-23,40750
2019-01-24,40103
2019-01-25,39536
2019-01-26,39192
2019-01-27,40707
2019-01-28,42096
2019-01-29,42435
2019-01-30,44117
2019-01-31,44888
2019-02-01,44815
2019-02-02,44473
2019-02-03,42782
2019-02-04,41855
2019-02-05,40951
2019-02-06,40347
2019-02-07,40348
2019-02-08,39121
2019-02-09,37968
2019-02-10,37530
2019-02-11,37210
2019-02-12,35861
2019-02-13,34842
2019-02-14,33460
2019-02-15,32444
2019-02-16,31493
2019-02-17,30584
2019-02-18,30211
2019-02-19,29402
2019-02-20,28930
2019-02-21,28841
2019-02-22,29315
2019-02-23,30019
2019-02-24,30265
2019-02-25,29861
2019-02-26,30394
2019-02-27,31296
2019-02-28,31471
2019-03-01,31964
2019-03-02,31852
2019-03-03,32492
2019-03-04,32521
2019-03-05,33162
2019-03-06,32929
2019-03-07,33229
2019-03-08,33474
2019-03-09,33330
2019-03-10,33155
2019-03-11,32549
2019-03-12,32405
2019-03-13,31889
2019-03-14,31795
2019-03-15,31614
2019-03-16,31181
2019-03-17,31241
2019-03-18,31185
2019-03-19,31447
