date_obj,Bandos%20platelegs price
2019-03-21,40127
2019-03-22,40112
2019-03-23,40053
2019-03-24,40037
2019-03-25,40442
2019-03-26,40063
2019-03-27,40063
2019-03-28,40002
2019-03-29,39794
2019-03-30,39379
2019-03-31,39776
2019-04-01,39426
2019-04-02,39092
2019-04-03,39053
2019-04-04,38898
2019-04-05,39022
2019-04-06,39019
2019-04-07,39481
2019-04-08,39769
2019-04-09,40292
2019-04-10,39501
2019-04-11,38990
2019-04-12,38442
2019-04-13,38577
2019-04-14,38225
2019-04-15,38337
2019-04-16,38631
2019-04-17,38753
2019-04-18,38709
2019-04-19,39512
2019-04-20,40089
2019-04-21,40365
2019-04-22,39689
2019-04-23,39869
2019-04-24,40203
2019-04-25,40096
2019-04-26,39138
2019-04-27,38829
2019-04-28,38335
2019-04-29,38188
2019-04-30,38229
2019-05-01,37925
2019-05-02,38251
2019-05-03,38192
2019-05-04,38686
2019-05-05,38515
2019-05-06,38615
2019-05-07,38276
2019-05-08,38875
2019-05-09,39589
2019-05-10,39294
2019-05-11,38724
2019-05-12,38152
2019-05-13,38743
2019-05-14,38979
2019-05-15,39209
2019-05-16,39573
2019-05-17,39766
2019-05-18,39071
2019-05-19,38556
2019-05-20,38686
2019-05-21,38790
2019-05-22,38434
2019-05-23,38838
2019-05-24,38934
2019-05-25,39114
2019-05-26,38894
2019-05-27,38838
2019-05-28,38617
2019-05-29,38513
2019-05-30,38199
2019-05-31,38327
2019-06-01,38769
2019-06-02,39258
2019-06-03,39354
2019-06-04,39769
2019-06-05,40390
2019-06-06,40603
2019-06-07,39970
2019-06-08,39802
2019-06-09,39733
2019-06-10,39733
2019-06-11,39697
2019-06-12,39117
2019-06-13,39548
2019-06-14,39480
2019-06-15,39822
2019-06-16,39693
2019-06-17,39874
2019-06-18,40189
2019-06-19,40117
2019-06-20,39971
2019-06-21,39414
2019-06-22,38811
2019-06-23,38903
2019-06-24,38424
2019-06-25,38047
2019-06-26,38109
2019-06-27,38312
2019-06-28,38312
2019-06-29,38656
2019-06-30,38957
2019-07-01,38765
2019-07-02,39188
2019-07-03,39153
2019-07-04,39112
2019-07-05,38635
2019-07-06,38304
2019-07-07,38555
2019-07-08,38410
2019-07-09,38568
2019-07-10,38738
2019-07-11,38624
2019-07-12,38657
2019-07-13,38308
2019-07-14,38533
2019-07-15,38533
2019-07-16,38709
2019-07-17,38549
2019-07-18,38566
2019-07-19,38772
2019-07-20,38929
2019-07-21,38606
2019-07-22,38821
2019-07-23,39263
2019-07-24,39873
2019-07-25,39164
2019-07-26,38873
2019-07-27,39803
2019-07-28,40021
2019-07-29,39340
2019-07-30,39376
2019-07-31,39880
2019-08-01,39489
2019-08-02,39170
2019-08-03,38983
2019-08-04,39006
2019-08-05,38952
2019-08-06,38635
2019-08-07,38755
2019-08-08,38545
2019-08-09,38636
2019-08-10,38451
2019-08-11,38209
2019-08-12,38310
2019-08-13,38720
2019-08-14,38619
2019-08-15,39020
2019-08-16,39255
2019-08-17,39255
2019-08-18,39446
2019-08-19,40084
2019-08-20,40370
2019-08-21,39909
2019-08-22,39931
2019-08-23,39600
2019-08-24,40307
2019-08-24,40307
2019-08-25,40382
2019-08-25,40382
2019-08-26,41109
2019-08-27,41262
2019-08-27,41262
2019-08-28,41899
2019-08-29,42182
2019-08-30,41251
2019-08-31,41251
2019-09-01,40888
2019-09-02,40888
2019-09-03,40407
2019-09-04,41224
2019-09-05,40951
2019-09-06,41285
2019-09-07,41519
2019-09-08,41069
2019-09-09,40987
2019-09-10,40075
2019-09-11,40021
2019-09-12,40443
2019-09-13,39990
2019-09-14,39939
2019-09-15,39567
2019-09-16,39598
2019-09-17,40082
2019-09-18,39667
2019-09-19,39853
2019-09-20,39925
2019-09-21,40384
2019-09-22,40226
2019-09-23,40277
2019-09-24,40277
2019-09-25,40598
2019-09-26,40688
2019-09-27,40571
2019-09-28,41377
2019-09-29,41377
2019-09-30,41068
2019-10-01,41552
2019-10-02,41552
2019-10-03,41520
2019-10-04,42068
2019-10-05,41867
2019-10-06,41170
2019-10-07,40623
2019-10-08,40236
2019-10-09,40236
2019-10-10,40355
2019-10-11,39901
2019-10-12,40054
2019-10-13,38856
2019-10-14,38423
2019-10-15,38551
2019-10-16,38842
2019-10-17,38842
2019-10-18,38747
2019-10-19,38306
2019-10-20,38353
2019-10-21,38042
2019-10-22,38072
2019-10-23,38529
2019-10-24,38485
2019-10-25,39319
2019-10-26,39202
2019-10-27,39173
2019-10-28,39631
2019-10-29,39631
2019-10-30,40074
2019-10-31,38443
2019-11-01,39074
2019-11-02,39603
2019-11-03,38576
2019-11-04,38366
2019-11-05,38366
2019-11-06,38118
2019-11-07,38465
2019-11-08,38772
2019-11-09,38978
2019-11-10,38448
2019-11-11,39566
2019-11-12,40123
2019-11-13,39506
2019-11-14,39302
2019-11-15,39137
2019-11-16,39418
2019-11-17,39418
2019-11-18,39124
2019-11-19,38897
2019-11-20,38647
2019-11-21,38647
2019-11-22,38578
2019-11-23,38717
2019-11-24,38264
2019-11-25,38120
2019-11-26,38033
2019-11-27,38033
2019-11-28,38044
2019-11-29,38044
2019-11-30,38151
2019-12-01,37714
2019-12-02,37926
2019-12-03,38257
2019-12-04,38669
2019-12-05,38669
2019-12-06,39087
2019-12-07,38573
2019-12-08,38573
2019-12-09,39271
2019-12-10,40126
2019-12-11,39322
2019-12-12,39322
2019-12-13,39944
2019-12-14,40214
2019-12-15,40011
2019-12-16,40176
2019-12-17,39726
2019-12-18,39726
2019-12-19,39654
2019-12-20,39472
2019-12-21,39555
2019-12-22,39551
2019-12-23,39259
2019-12-24,39429
2019-12-25,39544
2019-12-26,39267
2019-12-27,39715
2019-12-28,39642
2019-12-29,39817
2019-12-30,39571
2019-12-31,39044
2020-01-01,39442
2020-01-02,38613
2020-01-03,38089
2020-01-04,37979
2020-01-05,38425
2020-01-06,38695
2020-01-07,38850
2020-01-08,39098
2020-01-09,38598
2020-01-10,38584
2020-01-11,38485
2020-01-12,38688
2020-01-13,38688
2020-01-14,38900
2020-01-15,38512
2020-01-16,38521
2020-01-17,38511
2020-01-18,38511
2020-01-19,38709
2020-01-20,38609
2020-01-21,38609
2020-01-22,38898
2020-01-23,38549
2020-01-24,38657
2020-01-25,39036
2020-01-26,38938
2020-01-27,39037
2020-01-28,39192
2020-01-29,39008
2020-01-30,39086
2020-01-31,38729
2020-02-01,38885
2020-02-02,38651
2020-02-03,38782
2020-02-04,38367
2020-02-05,38052
2020-02-06,37893
2020-02-07,38012
2020-02-08,38012
2020-02-09,37973
2020-02-10,38218
2020-02-11,38340
2020-02-12,38536
2020-02-13,38389
2020-02-14,38323
2020-02-15,38996
2020-02-16,38909
2020-02-17,38751
2020-02-18,38566
2020-02-19,38382
2020-02-20,38028
2020-02-21,38028
2020-02-22,38563
2020-02-23,37723
2020-02-24,38384
2020-02-25,38498
2020-02-26,38617
2020-02-27,38696
2020-02-28,38272
2020-02-29,38038
2020-03-01,38049
2020-03-02,38430
2020-03-03,38357
2020-03-04,38596
2020-03-05,38504
2020-03-06,38052
2020-03-07,37522
2020-03-08,38197
2020-03-09,38275
2020-03-10,38191
2020-03-11,38739
2020-03-12,38265
2020-03-13,37919
2020-03-14,38151
2020-03-15,38271
2020-03-16,38305
2020-03-17,38111
2020-03-18,38000
2020-03-19,38344
2020-03-20,38195
2020-03-21,38239
2020-03-22,38395
2020-03-23,38220
2020-03-24,37898
2020-03-25,38271
2020-03-26,37985
2020-03-27,37885
2020-03-28,37994
2020-03-29,38050
2020-03-30,37945
2020-03-31,38146
2020-04-01,37950
2020-04-02,38156
2020-04-03,37626
2020-04-04,38195
2020-04-05,38694
2020-04-06,38280
2020-04-07,37918
2020-04-08,38032
2020-04-09,38232
2020-04-10,37900
2020-04-11,37710
2020-04-12,37509
2020-04-13,37855
2020-04-14,37896
2020-04-15,37970
2020-04-16,38021
2020-04-17,38189
2020-04-18,38120
2020-04-19,38273
2020-04-20,37947
2020-04-21,38043
2020-04-22,38280
2020-04-23,38709
2020-04-24,38490
2020-04-25,39104
2020-04-26,38947
2020-04-27,39155
2020-04-28,39810
2020-04-29,39475
2020-04-30,39180
2020-05-01,38852
2020-05-02,38594
2020-05-03,38506
2020-05-04,38644
2020-05-05,38654
2020-05-06,38540
2020-05-07,38584
2020-05-08,38658
2020-05-09,38692
2020-05-10,38494
2020-05-11,38470
2020-05-12,38408
2020-05-13,38267
