date_obj,Dragon%20dagger price
2015-08-31,19052
2015-09-01,18587
2015-09-02,18587
2015-09-03,18723
2015-09-04,18956
2015-09-05,19323
2015-09-06,19258
2015-09-07,19376
2015-09-08,20012
2015-09-09,20173
2015-09-10,20470
2015-09-11,20668
2015-09-12,20500
2015-09-13,21136
2015-09-14,21007
2015-09-15,20709
2015-09-16,20709
2015-09-17,20879
2015-09-18,21115
2015-09-19,21294
2015-09-20,20719
2015-09-21,21119
2015-09-22,20541
2015-09-23,20087
2015-09-24,20087
2015-09-25,20281
2015-09-27,21200
2015-09-28,21412
2015-09-29,21800
2015-09-30,22227
2015-10-05,19808
2015-10-06,20020
2015-10-07,20405
2015-10-08,20115
2015-10-09,19483
2015-10-10,19483
2015-10-11,19177
2015-10-12,19664
2015-10-13,19664
2015-10-14,19908
2015-10-15,19900
2015-10-16,19722
2015-10-17,19722
2015-10-18,19345
2015-10-19,19245
2015-10-20,19124
2015-10-22,18991
2015-10-23,19402
2015-10-24,19302
2015-10-25,19642
2015-10-26,20589
2015-10-27,21192
2015-10-29,22647
2015-10-30,23396
2015-10-31,24537
2015-11-01,24537
2015-11-02,24457
2015-11-03,23887
2015-11-04,23503
2015-11-05,22670
2015-11-06,23278
2015-11-07,24043
2015-11-08,24043
2015-11-09,23902
2015-11-10,23661
2015-11-11,23701
2015-11-12,23120
2015-11-13,22538
2015-11-14,22346
2015-11-15,22212
2015-11-16,22271
2015-11-17,22141
2015-11-18,22604
2015-11-19,23700
2015-11-20,24714
2015-11-21,24714
2015-11-22,25790
2015-11-23,25790
2015-11-24,26399
2015-11-25,26740
2015-11-26,26740
2015-11-27,25812
2015-11-28,24772
2015-11-29,24022
2015-11-30,25070
2015-12-01,24150
2015-12-02,23163
2015-12-03,22218
2015-12-04,21943
2015-12-05,22247
2015-12-06,22933
2015-12-07,22838
2015-12-08,23231
2015-12-09,23735
2015-12-10,24133
2015-12-11,24278
2015-12-12,24601
2015-12-13,24153
2015-12-14,24153
2015-12-15,24468
2015-12-16,24534
2015-12-17,24385
2015-12-18,24216
2015-12-19,24274
2015-12-20,24038
2015-12-21,24039
2015-12-22,24414
2015-12-23,23894
2015-12-24,23836
2015-12-25,24079
2015-12-26,24309
2015-12-27,23756
2015-12-28,23867
2015-12-29,23570
2015-12-30,23029
2015-12-31,22189
2016-01-01,21827
2016-01-02,21593
2016-01-03,21648
2016-01-04,21393
2016-01-05,21966
2016-01-06,22191
2016-01-07,22244
2016-01-08,22050
2016-01-09,22016
2016-01-10,21822
2016-01-11,22200
2016-01-12,22861
2016-01-13,23448
2016-01-14,23136
2016-01-15,22337
2016-01-16,22698
2016-01-17,22953
2016-01-18,23097
2016-01-19,24082
2016-01-20,24168
2016-01-21,24077
2016-01-22,24001
2016-01-23,23845
2016-01-24,23385
2016-01-25,22527
2016-01-26,21613
2016-01-27,21205
2016-01-28,21205
2016-01-29,21377
2016-01-30,21377
2016-01-31,20929
2016-02-01,21143
2016-02-02,20878
2016-02-03,21370
2016-02-04,21807
2016-02-05,21498
2016-02-06,21935
2016-02-07,22026
2016-02-08,22004
2016-02-09,21577
2016-02-10,21702
2016-02-11,21504
2016-02-12,21731
2016-02-13,21651
2016-02-14,21607
2016-02-15,21398
2016-02-16,20505
2016-02-17,19871
2016-02-18,20048
2016-02-19,20401
2016-02-20,20511
2016-02-21,20924
2016-02-22,20924
2016-02-23,20598
2016-02-24,19931
2016-02-25,20291
2016-02-26,20291
2016-02-27,20297
2016-02-28,20077
2016-02-29,20106
2016-03-01,20312
2016-03-02,19772
2016-03-03,19569
2016-03-04,19174
2016-03-05,18803
2016-03-06,19142
2016-03-07,19205
2016-03-08,19564
2016-03-09,19595
2016-03-10,19395
2016-03-11,19664
2016-03-12,19464
2016-03-13,19165
2016-03-14,19137
2016-03-15,19337
2016-03-16,19227
2016-03-17,19095
2016-03-18,19036
2016-03-19,19110
2016-03-20,19471
2016-03-21,19839
2016-03-22,20118
2016-03-23,19920
2016-03-24,19989
2016-03-25,20028
2016-03-26,19951
2016-03-27,19686
2016-03-28,20048
2016-03-29,20751
2016-03-30,20751
2016-03-31,20680
2016-04-01,20754
2016-04-02,21145
2016-04-03,20833
2016-04-04,21783
2016-04-05,22438
2016-04-06,23358
2016-04-07,23597
2016-04-08,24367
2016-04-09,25001
2016-04-10,24966
2016-04-11,24966
2016-04-12,25226
2016-04-13,24887
2016-04-14,24554
2016-04-15,24024
2016-04-16,23666
2016-04-17,23618
2016-04-18,23352
2016-04-19,23216
2016-04-20,23100
2016-04-21,23016
2016-04-22,23016
2016-04-23,22683
2016-04-24,23268
2016-04-25,22913
2016-04-26,22951
2016-04-27,23127
2016-04-28,22939
2016-04-29,22571
2016-04-30,22208
2016-05-01,22266
2016-05-02,22647
2016-05-03,22467
2016-05-04,21878
2016-05-05,21677
2016-05-06,21677
2016-05-07,21387
2016-05-08,21013
2016-05-09,21351
2016-05-10,21583
2016-05-11,21157
2016-05-12,21201
2016-05-13,21656
2016-05-14,21893
2016-05-15,21827
2016-05-16,21094
2016-05-17,20530
2016-05-18,20232
2016-05-19,20684
2016-05-22,20835
2016-05-23,20868
2016-05-24,20833
2016-05-25,20534
2016-05-26,19995
2016-05-27,20192
2016-05-28,20192
2016-05-29,20805
2016-05-30,20805
2016-05-31,20474
2016-06-01,20288
2016-06-02,19828
2016-06-03,19254
2016-06-04,19392
2016-06-05,19469
2016-06-06,19639
2016-06-07,19639
2016-06-08,19479
2016-06-09,19257
2016-06-10,19248
2016-06-11,19010
2016-06-12,18938
2016-06-13,18935
2016-06-14,19309
2016-06-15,19348
2016-06-16,19664
2016-06-17,19506
2016-06-18,19382
2016-06-19,19155
2016-06-20,19261
2016-06-21,19264
2016-06-22,19314
2016-06-23,19053
2016-06-24,19167
2016-06-25,19111
2016-06-26,19180
2016-06-27,19242
2016-06-28,19676
2016-06-29,19390
2016-06-30,19190
2016-07-01,19473
2016-07-02,19897
2016-07-03,20306
2016-07-04,20799
2016-07-05,20994
2016-07-06,21351
2016-07-07,21734
2016-07-08,21413
2016-07-09,20807
2016-07-10,19943
2016-07-11,19237
2016-07-12,19052
2016-07-13,18984
2016-07-14,19155
2016-07-15,19044
2016-07-16,19030
2016-07-17,19049
2016-07-18,19110
2016-07-23,18920
2016-07-24,19217
2016-07-25,19348
2016-07-26,19381
2016-07-27,19348
2016-07-28,19101
2016-07-29,19326
2016-07-30,19271
2016-07-31,19389
2016-08-01,19441
2016-08-02,19574
2016-08-03,19687
2016-08-04,19804
2016-08-05,19490
2016-08-06,19568
2016-08-07,19764
2016-08-08,19426
2016-08-09,19174
2016-08-10,19301
2016-08-11,19224
2016-08-12,19134
2016-08-13,19187
2016-08-14,18998
2016-08-15,19387
2016-08-16,19436
2016-08-17,19151
2016-08-18,19359
2016-08-19,19089
2016-08-20,19023
2016-08-21,19229
2016-08-22,19374
2016-08-23,19305
2016-08-24,19202
2016-08-25,19132
2016-08-26,19132
2016-08-28,19379
2016-08-31,19419
2016-09-01,19654
2016-09-02,19654
2016-09-03,19998
2016-09-04,19666
2016-09-05,19379
2016-09-06,19336
2016-09-07,18982
2016-09-08,19165
2016-09-09,19113
2016-09-10,19316
2016-09-11,19389
2016-09-12,19413
2016-09-13,19352
2016-09-14,19038
2016-09-15,18468
2016-09-16,18485
2016-09-17,18690
2016-09-18,18846
2016-09-19,18934
2016-09-20,19004
2016-09-21,19056
2016-09-22,18978
2016-09-23,18870
2016-09-24,18566
2016-09-25,18413
2016-09-26,18674
2016-09-27,18524
2016-09-28,18786
2016-09-29,18488
2016-09-30,18214
2016-10-01,18246
2016-10-02,18253
2016-10-03,17626
2016-10-04,17918
2016-10-05,18261
2016-10-06,18452
2016-10-07,18865
2016-10-08,18670
2016-10-09,18223
2016-10-10,18284
2016-10-11,18603
2016-10-12,18986
2016-10-13,19156
2016-10-14,19184
2016-10-15,19143
2016-10-16,18810
2016-10-17,18965
2016-10-18,18984
2016-10-19,18847
2016-10-20,19066
2016-10-21,18896
2016-10-22,19057
2016-10-23,19098
2016-10-24,19227
2016-10-25,18959
2016-10-26,19109
2016-10-27,18883
2016-10-28,19033
2016-10-29,19112
2016-10-30,18943
2016-10-31,18897
2016-11-01,18954
2016-11-02,19245
2016-11-03,19468
2016-11-04,19562
2016-11-05,19568
2016-11-06,19839
2016-11-07,19465
2016-11-08,19059
2016-11-09,18516
2016-11-10,18825
2016-11-11,19048
2016-11-12,18987
2016-11-13,18749
2016-11-14,18656
2016-11-15,18985
2016-12-07,19084
2016-12-08,19437
2016-12-09,19339
2016-12-10,19306
2016-12-11,19194
2016-12-12,18793
2016-12-13,18842
2016-12-14,19067
2016-12-15,19276
2016-12-16,19408
2016-12-17,19225
2016-12-18,18872
2016-12-19,18874
2016-12-20,19328
2016-12-21,19495
2016-12-22,19515
2016-12-23,19522
2016-12-24,19618
2016-12-25,19652
2016-12-26,19453
2016-12-27,19613
2016-12-28,19588
2016-12-29,19291
2016-12-30,19309
2016-12-31,19524
2017-01-01,19110
2017-01-02,18814
2017-01-03,18658
2017-01-04,18681
2017-01-05,18616
2017-01-06,18654
2017-01-07,18446
2017-01-08,18745
2017-01-09,19029
2017-01-10,19005
2017-01-11,19046
2017-01-12,19092
2017-01-13,18723
2017-01-14,19254
2017-01-15,19401
2017-01-16,19531
2017-01-17,19016
2017-01-18,19024
2017-01-19,19244
2017-01-20,19101
2017-01-21,19197
2017-01-22,19143
2017-01-23,19230
2017-01-27,19220
2017-01-28,19208
2017-01-29,19067
2017-01-30,18526
2017-01-31,18734
2017-02-01,18806
2017-02-02,18969
2017-02-03,19027
2017-02-04,19039
2017-02-05,18874
2017-02-06,19198
2017-02-07,19058
2017-02-08,18973
2017-02-09,19162
2017-02-10,19301
2017-02-11,19265
2017-02-12,19140
2017-02-13,18917
2017-02-14,18900
2017-02-15,19169
2017-02-16,19166
2017-02-18,19058
2017-02-19,19133
2017-02-20,19288
2017-02-21,19268
2017-02-22,19271
2017-02-23,19286
2017-02-24,19452
2017-02-25,19296
2017-02-26,19136
2017-02-27,19258
2017-02-28,19205
2017-03-01,19240
2017-03-02,19336
2017-03-03,19329
2017-03-04,19204
2017-03-05,19002
2017-03-06,19085
2017-03-07,19289
2017-03-08,19270
2017-03-09,19301
2017-03-10,19329
2017-03-11,19288
2017-03-12,19308
2017-03-13,19225
2017-03-14,19117
2017-03-15,19189
2017-03-16,19284
2017-03-17,19318
2017-03-18,19249
2017-03-19,19343
2017-03-20,19274
2017-03-21,19336
2017-03-22,19139
2017-03-23,19166
2017-03-24,19220
2017-03-25,19255
2017-03-26,19415
2017-03-27,19500
2017-03-28,19497
2017-03-29,19461
2017-03-30,19359
2017-03-31,19454
2017-04-01,19445
2017-04-02,19628
2017-04-03,19553
2017-04-04,19580
2017-04-12,19454
2017-04-13,19303
2017-04-14,19180
2017-04-15,19220
2017-04-16,19322
2017-04-17,19176
2017-04-18,19514
2017-04-19,19135
2017-04-20,18524
2017-04-21,18349
2017-04-22,18079
2017-04-23,17990
2017-04-24,17750
2017-04-25,17892
2017-04-26,17828
2017-04-27,18033
2017-04-28,18354
2017-04-29,18998
2017-04-30,18933
2017-05-01,18601
2017-05-02,18928
2017-05-03,18662
2017-05-04,18528
2017-05-05,18694
2017-05-06,18416
2017-05-07,17977
2017-05-08,18544
2017-05-09,18872
2017-05-10,18792
2017-05-11,18864
2017-05-12,18986
2017-05-13,19087
2017-05-14,19086
2017-05-15,18859
2017-05-16,18806
2017-05-17,18870
2017-05-18,19008
2017-05-19,19074
2017-05-20,19333
2017-05-21,19303
2017-05-22,19187
2017-05-23,19226
2017-05-24,19197
2017-05-25,18237
2017-05-26,17580
2017-05-27,17395
2017-05-28,17553
2017-05-29,17515
2017-05-30,17663
2017-05-31,17664
2017-06-01,17608
2017-06-02,17604
2017-06-03,17597
2017-06-04,17537
2017-06-05,17624
2017-06-06,17553
2017-06-07,17648
2017-06-08,17719
2017-06-09,17603
2017-06-10,17545
2017-06-11,17687
2017-06-12,17687
2017-06-13,17706
2017-06-14,17629
2017-06-15,17653
2017-06-16,17690
2017-06-17,17766
2017-06-18,17659
2017-06-19,17642
2017-06-20,17678
2017-06-21,17703
2017-06-22,17646
2017-06-23,17596
2017-06-24,17709
2017-06-25,17617
2017-06-26,17550
2017-06-27,17507
2017-06-28,17617
2017-06-29,17653
2017-06-30,17558
2017-07-01,17584
2017-07-02,17599
2017-07-03,17539
2017-07-04,17287
2017-07-05,17421
2017-07-06,17380
2017-07-07,17397
2017-07-08,17458
2017-07-13,17564
2017-07-14,17599
2017-07-15,17572
2017-07-16,17560
2017-07-17,17682
2017-07-18,17622
2017-07-19,17664
2017-07-20,17633
2017-07-21,17665
2017-07-22,17683
2017-07-23,17672
2017-07-24,17574
2017-07-25,17648
2017-07-26,17637
2017-07-27,17696
2017-07-28,17717
2017-07-29,17634
2017-07-30,17689
2017-07-31,17716
2017-08-01,17734
2017-08-02,17742
2017-08-03,17735
2017-08-04,17726
2017-08-05,17640
2017-08-06,17695
2017-08-09,17649
2017-08-10,17699
2017-08-11,17637
2017-08-12,17724
2017-08-13,17721
2017-08-14,17658
2017-08-15,17588
2017-08-16,17647
2017-08-17,17641
2017-08-18,17617
2017-08-19,17660
2017-08-20,17608
2017-08-21,17612
2017-08-22,17707
2017-08-23,17785
2017-08-24,17691
2017-08-25,17734
2017-08-26,17722
2017-08-27,17644
2017-08-28,17673
2017-08-29,17594
2017-08-30,17724
2017-08-31,17787
2017-09-01,17802
2017-09-03,17642
2017-09-04,17657
2017-09-05,17670
2017-09-06,17480
2017-09-07,17647
2017-09-08,17766
2017-09-09,17704
2017-09-10,17648
2017-09-11,17602
2017-09-12,17631
2017-09-13,17631
2017-09-14,17685
2017-09-15,17746
2017-09-16,17665
2017-09-17,17626
2017-09-18,17616
2017-09-19,17674
2017-09-20,17662
2017-09-21,17638
2017-09-22,17712
2017-09-23,17657
2017-09-24,17671
2017-09-25,17646
2017-09-26,17624
2017-09-27,17744
2017-09-28,17650
2017-09-29,17489
2017-09-30,17389
2017-10-01,17477
2017-10-02,17479
2017-10-03,17549
2017-10-04,17553
2017-10-05,17622
2017-10-06,17673
2017-10-07,17384
2017-10-08,17429
2017-10-09,17598
2017-10-10,17580
2017-10-11,17613
2017-10-12,17730
2017-10-13,17600
2017-10-14,17619
2017-10-15,17582
2017-10-16,17652
2017-10-17,17674
2017-10-18,17655
2017-10-19,17638
2017-10-20,17651
2017-10-21,17584
2017-10-22,17568
2017-10-23,17628
2017-10-24,17665
2017-10-25,17660
2017-10-26,17675
2017-10-27,17627
2017-10-28,17403
2017-10-29,17489
2017-10-30,17658
2017-10-31,17658
2017-11-01,17685
2017-11-02,17652
2017-11-03,17635
2017-11-04,17655
2017-11-05,17627
2017-11-06,17630
2017-11-07,17680
2017-11-08,17678
2017-11-09,17679
2017-11-10,17677
2017-11-11,17681
2017-11-12,17541
2017-11-13,17582
2017-11-14,17651
2017-11-15,17660
2017-11-16,17664
2017-11-17,17657
2017-11-18,17586
2017-11-19,17630
2017-11-20,17656
2017-11-21,17649
2017-11-22,17618
2017-11-23,17641
2017-11-24,17670
2017-11-25,17575
2017-11-26,17602
2017-11-27,17508
2017-11-28,17597
2017-11-29,17630
2017-11-30,17603
2017-12-01,17616
2017-12-02,17616
2017-12-03,17615
2017-12-04,17627
2017-12-05,17626
2017-12-06,17577
2017-12-07,17584
2017-12-08,17550
2017-12-09,17584
2017-12-10,17597
2017-12-11,17603
2017-12-12,17418
2017-12-13,17299
2017-12-14,17455
2017-12-15,17481
2017-12-16,17423
2017-12-17,17447
2017-12-18,17504
2017-12-19,17368
2017-12-20,17505
2017-12-21,17525
2017-12-22,17565
2017-12-23,17549
2017-12-24,17520
2017-12-25,17552
2017-12-26,17565
2017-12-27,17476
2017-12-28,17559
2017-12-29,17517
2017-12-30,17580
2017-12-31,17546
2018-01-01,17577
2018-01-02,17558
2018-01-03,17575
2018-01-04,17583
2018-01-05,17561
2018-01-06,17566
2018-01-07,17605
2018-01-08,17651
2018-01-09,17652
2018-01-10,17625
2018-01-11,17588
2018-01-12,17582
2018-01-13,17617
2018-01-14,17581
2018-01-15,17585
2018-01-16,17581
2018-01-17,17615
2018-01-18,17636
2018-01-19,17763
2018-01-20,17647
2018-01-21,17675
2018-01-22,17677
2018-01-23,17628
2018-01-25,17618
2018-01-26,17655
2018-01-27,17613
2018-01-28,17597
2018-01-29,17621
2018-01-30,17668
2018-01-31,17672
2018-02-01,17661
2018-02-02,17616
2018-02-03,17656
2018-02-04,17632
2018-02-05,17657
2018-02-06,17637
2018-02-07,17577
2018-02-08,17409
2018-02-09,17411
2018-02-10,17417
2018-02-11,17447
2018-02-12,17487
2018-02-13,17515
2018-02-14,17526
2018-02-15,17544
2018-02-16,17537
2018-02-17,17501
2018-02-18,17525
2018-02-19,17529
2018-02-20,17530
2018-02-21,17545
2018-02-22,17648
2018-02-23,17666
2018-02-24,17683
2018-02-25,17669
2018-02-26,17666
2018-02-27,17631
2018-02-28,17622
2018-03-01,17599
2018-03-02,17636
2018-03-03,17644
2018-03-04,17663
2018-03-05,17616
2018-03-06,17637
2018-03-07,17631
2018-03-08,17623
2018-03-09,17584
2018-03-10,17584
2018-03-11,17635
2018-03-12,17597
2018-03-13,17630
2018-03-14,17629
2018-03-15,17630
2018-03-16,17647
2018-03-17,17644
2018-03-18,17679
2018-03-20,17537
2018-03-21,17580
2018-03-23,17620
2018-03-24,17603
2018-03-25,17568
2018-03-26,17450
2018-03-27,17512
2018-03-28,17557
2018-03-29,17576
2018-03-30,17635
2018-03-31,17595
2018-04-01,17585
2018-04-02,17601
2018-04-03,17599
2018-04-04,17619
2018-04-05,17649
2018-04-06,17651
2018-04-07,17647
2018-04-08,17615
2018-04-09,17629
2018-04-10,17603
2018-04-11,17643
2018-04-12,17643
2018-04-13,17685
2018-04-14,17680
2018-04-15,17618
2018-04-16,17592
2018-04-17,17593
2018-04-18,17599
2018-04-19,17474
2018-04-20,17552
2018-04-21,17595
2018-04-22,17615
2018-04-23,17639
2018-04-24,17641
2018-04-25,17626
2018-04-26,17612
2018-04-27,17628
2018-04-28,17639
2018-04-29,17672
2018-04-30,17554
2018-05-01,17595
2018-05-03,17597
2018-05-04,17644
2018-05-05,17618
2018-05-07,17628
2018-05-08,17626
2018-05-09,17643
2018-05-10,17561
2018-05-11,17543
2018-05-12,17576
2018-05-13,17598
2018-05-14,17588
2018-05-15,17568
2018-05-16,17636
2018-05-17,17628
2018-05-18,17602
2018-05-19,17605
2018-05-20,17611
2018-05-21,17612
2018-05-22,17521
2018-05-23,17557
2018-05-24,17602
2018-05-25,17664
2018-05-26,17666
2018-05-27,17658
2018-05-28,17643
2018-05-29,17618
2018-05-30,17628
2018-05-31,17641
2018-06-01,17589
2018-06-02,17609
2018-06-03,17627
2018-06-04,17636
2018-06-05,17699
2018-06-06,17597
2018-06-07,17593
2018-06-08,17435
2018-06-09,17502
2018-06-10,17568
2018-06-11,17513
2018-06-12,17547
2018-06-13,17563
2018-06-14,17543
2018-06-15,17528
2018-06-16,17503
2018-06-17,17561
2018-06-18,17573
2018-06-19,17599
2018-06-20,17606
2018-06-21,17618
2018-06-22,17578
2018-06-23,17544
2018-06-24,17592
2018-06-25,17604
2018-06-26,17600
2018-06-27,17503
2018-06-28,17583
2018-06-29,17537
2018-06-30,17512
2018-07-01,17550
2018-07-02,17607
2018-07-03,17616
2018-07-04,17619
2018-07-05,17614
2018-07-06,17634
2018-07-07,17618
2018-07-08,17655
2018-07-09,17594
2018-07-10,17638
2018-07-11,17621
2018-07-12,17539
2018-07-13,17560
2018-07-14,17561
2018-07-15,17543
2018-07-16,17621
2018-07-17,17588
2018-07-18,17625
2018-07-19,17621
2018-07-20,17622
2018-07-21,17572
2018-07-22,17549
2018-07-23,17583
2018-07-24,17625
2018-07-25,17552
2018-07-26,17556
2018-07-27,17566
2018-07-28,17556
2018-07-29,17603
2018-07-30,17628
2018-07-31,17659
2018-08-01,17607
2018-08-02,17588
2018-08-03,17614
2018-08-04,17574
2018-08-05,17521
2018-08-06,17557
2018-08-07,17536
2018-08-08,17573
2018-08-09,17538
2018-08-10,17560
2018-08-11,17567
2018-08-12,17552
2018-08-14,17579
2018-08-16,17561
2018-08-17,17602
2018-08-18,17636
2018-08-19,17664
2018-08-20,17608
2018-08-21,17594
2018-08-22,17596
2018-08-23,17559
2018-08-24,17534
2018-08-25,17543
2018-08-26,17613
2018-08-27,17597
2018-08-28,17587
2018-08-29,17587
2018-08-30,17555
2018-08-31,17581
2018-09-01,17547
2018-09-02,17533
2018-09-03,17553
2018-09-04,17564
2018-09-05,17590
2018-09-06,17652
2018-09-07,17633
2018-09-08,17595
2018-09-09,17621
2018-09-10,17661
2018-09-11,17670
2018-09-12,17678
2018-09-13,17657
2018-09-14,17663
2018-09-15,17664
2018-09-16,17724
2018-09-17,17690
2018-09-18,17697
2018-09-19,17681
2018-09-20,17654
2018-09-21,17616
2018-09-22,17616
2018-09-23,17645
2018-09-24,17621
2018-09-25,17594
2018-09-26,17579
2018-09-27,17538
2018-09-28,17542
2018-09-29,17592
2018-09-30,17606
2018-10-01,17627
2018-10-02,17612
2018-10-03,17632
2018-10-04,17648
2018-10-05,17615
2018-10-06,17602
2018-10-08,17630
2018-10-09,17573
2018-10-10,17561
2018-10-11,17582
2018-10-12,17614
2018-10-13,17579
2018-10-14,17534
2018-10-15,17529
2018-10-16,17539
2018-10-17,17573
2018-10-18,17569
2018-10-19,17589
2018-10-20,17561
2018-10-21,17599
2018-10-22,17594
2018-10-23,17629
2018-10-24,17669
2018-10-25,17644
2018-10-26,17614
2018-10-27,17654
2018-10-28,17671
2018-10-29,17666
2018-10-30,17612
2018-10-31,17611
2018-11-01,17599
2018-11-03,17613
2018-11-04,17592
2018-11-05,17607
2018-11-06,17640
2018-11-07,17660
2018-11-08,17665
2018-11-09,17621
2018-11-10,17650
2018-11-11,17637
2018-11-12,17611
2018-11-13,17610
2018-11-14,17641
2018-11-15,17640
2018-11-16,17618
2018-11-17,17606
2018-11-18,17607
2018-11-19,17594
2018-11-20,17591
2018-11-21,17585
2018-11-22,17588
2018-11-23,17608
2018-11-24,17621
2018-11-25,17596
2018-11-26,17657
2018-11-27,17680
2018-11-28,17682
2018-11-29,17649
2018-12-01,17658
2018-12-02,17680
2018-12-03,17675
2018-12-04,17627
2018-12-05,17621
2018-12-07,17625
2018-12-09,17630
2018-12-10,17635
2018-12-11,17635
2018-12-12,17659
2018-12-13,17663
2018-12-14,17640
2018-12-15,17619
2018-12-16,17635
2018-12-17,17648
2018-12-18,17623
2018-12-19,17625
2018-12-20,17637
2018-12-21,17620
2018-12-22,17641
2018-12-23,17643
2018-12-24,17651
2018-12-25,17655
2018-12-26,17640
2018-12-27,17644
2018-12-28,17643
2018-12-29,17609
2018-12-30,17632
2018-12-31,17634
2019-01-01,17654
2019-01-02,17663
2019-01-03,17608
2019-01-04,17589
2019-01-05,17615
2019-01-06,17637
2019-01-08,17634
2019-01-10,17499
2019-01-11,17481
2019-01-12,17515
2019-01-13,17562
2019-01-14,17570
2019-01-15,17587
2019-01-16,17596
2019-01-17,17596
2019-01-18,17559
2019-01-19,17568
2019-01-20,17591
2019-01-21,17604
2019-01-22,17618
2019-01-23,17606
2019-01-24,17607
2019-01-25,17582
2019-01-26,17583
2019-01-27,17577
2019-01-28,17592
2019-01-29,17587
2019-01-30,17593
2019-01-31,17613
2019-02-01,17582
2019-02-02,17566
2019-02-03,17585
2019-02-04,17618
2019-02-05,17632
2019-02-06,17628
2019-02-07,17620
2019-02-08,17603
2019-02-09,17617
2019-02-10,17630
2019-02-11,17608
2019-02-12,17618
2019-02-13,17603
2019-02-14,17624
2019-02-15,17606
2019-02-16,17614
2019-02-17,17647
2019-02-18,17639
2019-02-19,17639
2019-02-20,17604
2019-02-21,17627
2019-02-22,17611
2019-02-23,17634
2019-02-24,17649
2019-02-25,17647
2019-02-26,17657
2019-02-27,17633
2019-02-28,17648
2019-03-01,17638
2019-03-02,17613
2019-03-03,17620
2019-03-04,17632
2019-03-05,17659
2019-03-06,17686
2019-03-07,17692
2019-03-08,17660
2019-03-09,17659
2019-03-10,17642
2019-03-11,17609
2019-03-12,17589
2019-03-13,17573
2019-03-14,17577
2019-03-15,17600
2019-03-16,17577
2019-03-17,17588
2019-03-18,17596
2019-03-19,17611
2019-03-20,17614
2019-03-21,17599
2019-03-22,17608
2019-03-23,17586
2019-03-24,17624
2019-03-25,17671
2019-03-26,17729
2019-03-27,17606
2019-03-28,17595
2019-03-29,17591
