date_obj,Granite%20maul price
2016-01-23,34596
2016-01-24,33817
2016-01-25,34153
2016-01-26,35534
2016-01-27,36684
2016-01-28,37140
2016-01-29,37244
2016-01-30,37737
2016-01-31,38760
2016-02-01,40662
2016-02-02,42696
2016-02-03,44596
2016-02-04,43528
2016-02-05,43381
2016-02-06,42772
2016-02-07,41993
2016-02-08,40958
2016-02-09,40159
2016-02-10,39883
2016-02-11,39131
2016-02-12,38945
2016-02-13,39031
2016-02-14,38799
2016-02-15,37919
2016-02-16,37383
2016-02-17,37226
2016-02-18,36256
2016-02-19,35798
2016-02-20,35912
2016-02-21,35671
2016-02-22,35426
2016-02-23,35435
2016-02-24,35426
2016-02-25,35629
2016-02-26,35837
2016-02-27,35500
2016-02-28,35444
2016-02-29,35292
2016-03-01,35347
2016-03-02,36171
2016-03-03,36826
2016-03-04,36870
2016-03-05,36748
2016-03-06,37353
2016-03-07,39120
2016-03-08,41060
2016-03-09,42415
2016-03-10,42119
2016-03-11,42091
2016-03-12,43630
2016-03-13,45309
2016-03-14,47238
2016-03-15,46067
2016-03-16,45624
2016-03-17,44452
2016-03-18,43578
2016-03-19,42950
2016-03-20,42169
2016-03-21,41007
2016-03-22,41448
2016-03-23,41170
2016-03-24,40887
2016-03-25,40319
2016-03-26,40127
2016-03-27,39663
2016-03-28,39109
2016-03-29,38628
2016-03-30,38038
2016-03-31,37547
2016-04-01,37827
2016-04-02,38083
2016-04-03,38070
2016-04-04,38624
2016-04-05,38078
2016-04-06,38361
2016-04-07,38674
2016-04-08,38381
2016-04-09,38671
2016-04-10,38682
2016-04-11,38278
2016-04-12,38618
2016-04-13,39261
2016-04-14,39145
2016-04-15,39052
2016-04-16,38798
2016-04-17,39211
2016-04-18,39093
2016-04-19,39464
2016-04-20,39108
2016-04-21,39126
2016-04-22,39240
2016-04-23,39259
2016-04-24,39173
2016-04-25,38760
2016-04-26,38394
2016-04-27,37637
2016-04-28,37460
2016-04-29,36701
2016-04-30,36139
2016-05-01,36107
2016-05-02,35846
2016-05-03,35861
2016-05-04,36459
2016-05-05,36488
2016-05-06,36467
2016-05-07,36311
2016-05-08,35552
2016-05-09,35478
2016-05-10,34902
2016-05-11,34751
2016-05-12,34711
2016-05-13,34198
2016-05-14,33907
2016-05-15,34502
2016-05-16,34741
2016-05-17,36231
2016-05-18,37996
2016-05-19,39230
2016-05-22,40404
2016-05-23,42351
2016-05-24,44454
2016-05-25,45698
2016-05-26,45245
2016-05-27,45230
2016-05-28,44701
2016-05-29,45328
2016-05-30,46622
2016-05-31,47016
2016-06-01,46339
2016-06-02,46030
2016-06-03,45905
2016-06-04,45769
2016-06-05,45375
2016-06-06,45205
2016-06-07,44523
2016-06-08,43579
2016-06-09,43089
2016-06-10,43354
2016-06-11,42845
2016-06-12,42329
2016-06-13,41503
2016-06-14,41549
2016-06-15,42594
2016-06-16,43745
2016-06-17,43877
2016-06-18,44029
2016-06-19,43826
2016-06-20,43997
2016-06-21,43512
2016-06-22,42762
2016-06-23,41406
2016-06-24,41389
2016-06-25,41544
2016-06-26,41591
2016-06-27,41055
2016-06-28,40178
2016-06-29,39986
2016-06-30,39269
2016-07-01,38541
2016-07-02,38246
2016-07-03,37571
2016-07-04,38139
2016-07-05,38614
2016-07-06,39312
2016-07-07,39685
2016-07-08,39640
2016-07-09,40181
2016-07-10,40229
2016-07-11,38985
2016-07-12,38476
2016-07-13,38014
2016-07-14,37577
2016-07-15,37819
2016-07-16,38643
2016-07-17,38967
2016-07-18,39038
2016-07-23,38863
2016-07-24,39272
2016-07-25,39720
2016-07-26,39255
2016-07-27,39922
2016-07-28,40518
2016-07-29,42480
2016-07-30,44453
2016-07-31,44668
2016-08-01,44200
2016-08-02,44883
2016-08-03,44349
2016-08-04,43447
2016-08-05,43575
2016-08-06,43416
2016-08-07,42618
2016-08-08,41760
2016-08-09,40985
2016-08-10,39949
2016-08-11,39342
2016-08-12,39123
2016-08-13,38650
2016-08-14,38267
2016-08-15,39592
2016-08-16,41261
2016-08-17,41695
2016-08-18,40886
2016-08-19,41691
2016-08-20,42682
2016-08-21,42400
2016-08-22,42191
2016-08-23,41615
2016-08-24,41306
2016-08-25,40885
2016-08-26,41023
2016-08-28,40034
2016-08-31,38955
2016-09-01,38640
2016-09-02,38256
2016-09-03,39015
2016-09-04,39455
2016-09-05,40389
2016-09-06,42207
2016-09-07,42323
2016-09-08,42253
2016-09-09,41279
2016-09-10,41596
2016-09-11,42363
2016-09-12,43181
2016-09-13,42658
2016-09-14,43968
2016-09-15,44492
2016-09-16,44336
2016-09-17,43678
2016-09-18,43541
2016-09-19,42483
2016-09-20,42056
2016-09-21,41004
2016-09-22,40857
2016-09-23,40266
2016-09-24,39533
2016-09-25,38552
2016-09-26,38224
2016-09-27,38646
2016-09-28,38637
2016-09-29,38359
2016-09-30,37183
2016-10-01,36531
2016-10-02,35545
2016-10-03,34590
2016-10-04,34409
2016-10-05,34674
2016-10-06,34485
2016-10-07,34323
2016-10-08,33799
2016-10-09,33473
2016-10-10,33176
2016-10-11,33481
2016-10-12,33989
2016-10-13,34313
2016-10-14,34199
2016-10-15,34845
2016-10-16,34839
2016-10-17,34599
2016-10-18,34616
2016-10-19,34258
2016-10-20,34195
2016-10-21,34130
2016-10-22,33739
2016-10-23,33696
2016-10-24,33557
2016-10-25,33401
2016-10-26,33472
2016-10-27,33213
2016-10-28,33601
2016-10-29,33594
2016-10-30,33485
2016-10-31,33567
2016-11-01,33656
2016-11-02,33874
2016-11-03,33735
2016-11-04,33717
2016-11-05,33886
2016-11-06,34039
2016-11-07,33881
2016-11-08,33754
2016-11-09,33315
2016-11-10,33658
2016-11-11,32963
2016-11-12,33099
2016-11-13,33309
2016-11-14,33650
2016-11-15,34090
2016-12-07,34957
2016-12-08,34984
2016-12-09,34981
2016-12-10,35073
2016-12-11,35168
2016-12-12,35702
2016-12-13,36832
2016-12-14,37483
2016-12-15,36515
2016-12-16,36023
2016-12-17,35279
2016-12-18,35485
2016-12-19,34745
2016-12-20,34508
2016-12-21,34504
2016-12-22,34366
2016-12-23,34301
2016-12-24,34159
2016-12-25,34551
2016-12-26,34450
2016-12-27,34468
2016-12-28,34517
2016-12-29,34588
2016-12-30,34192
2016-12-31,33659
2017-01-01,33456
2017-01-02,32505
2017-01-03,31574
2017-01-04,31447
2017-01-05,30740
2017-01-06,30896
2017-01-07,31281
2017-01-08,32080
2017-01-09,32546
2017-01-10,33073
2017-01-11,33169
2017-01-12,34272
2017-01-13,34937
2017-01-14,34742
2017-01-15,34404
2017-01-16,33662
2017-01-17,33445
2017-01-18,33509
2017-01-19,33510
2017-01-20,33511
2017-01-21,34021
2017-01-22,33892
2017-01-23,33809
2017-01-27,33684
2017-01-28,33455
2017-01-29,33532
2017-01-30,33366
2017-01-31,32835
2017-02-01,33145
2017-02-02,33213
2017-02-03,32935
2017-02-04,32960
2017-02-05,32858
2017-02-06,32878
2017-02-07,33564
2017-02-08,33569
2017-02-09,33829
2017-02-10,33837
2017-02-11,33517
2017-02-12,33615
2017-02-13,33512
2017-02-14,33219
2017-02-15,32704
2017-02-16,32747
2017-02-18,32927
2017-02-19,32489
2017-02-20,32562
2017-02-21,33017
2017-02-22,33421
2017-02-23,33980
2017-02-24,34623
2017-02-25,34106
2017-02-26,34199
2017-02-27,34733
2017-02-28,34190
2017-03-01,33754
2017-03-02,33711
2017-03-03,33810
2017-03-04,34269
2017-03-05,34653
2017-03-06,34253
2017-03-07,34190
2017-03-08,34117
2017-03-09,34144
2017-03-10,33815
2017-03-11,33594
2017-03-12,33676
2017-03-13,33557
2017-03-14,33625
2017-03-15,33495
2017-03-16,33699
2017-03-17,33882
2017-03-18,33952
2017-03-19,33834
2017-03-20,33611
2017-03-21,33512
2017-03-22,33437
2017-03-23,33199
2017-03-24,33153
2017-03-25,33332
2017-03-26,33355
2017-03-27,33478
2017-03-28,33420
2017-03-29,33947
2017-03-30,34781
2017-03-31,34363
2017-04-01,34187
2017-04-02,34023
2017-04-03,34021
2017-04-04,34127
2017-04-12,33356
2017-04-13,33534
2017-04-14,33638
2017-04-15,33603
2017-04-16,33734
2017-04-17,33767
2017-04-18,34502
2017-04-19,34114
2017-04-20,34056
2017-04-21,34070
2017-04-22,33778
2017-04-23,33759
2017-04-24,33594
2017-04-25,33153
2017-04-26,32927
2017-04-27,32418
2017-04-28,32386
2017-04-29,32619
2017-04-30,32760
2017-05-01,32998
2017-05-02,32919
2017-05-03,33056
2017-05-04,33055
2017-05-05,33361
2017-05-06,33823
2017-05-07,33902
2017-05-08,33419
2017-05-09,33202
2017-05-10,32988
2017-05-11,32946
2017-05-12,32866
2017-05-13,32905
2017-05-14,32653
2017-05-15,32624
2017-05-16,33175
2017-05-17,33318
2017-05-18,33702
2017-05-19,34378
2017-05-20,34145
2017-05-21,34006
2017-05-22,33737
2017-05-23,33482
2017-05-24,33264
2017-05-25,32331
2017-05-26,32011
2017-05-27,31230
2017-05-28,30423
2017-05-29,30226
2017-05-30,30107
2017-05-31,30135
2017-06-01,30292
2017-06-02,30113
2017-06-03,29877
2017-06-04,29936
2017-06-05,29829
2017-06-06,29918
2017-06-07,29847
2017-06-08,29797
2017-06-09,29846
2017-06-10,29720
2017-06-11,29889
2017-06-12,29836
2017-06-13,30040
2017-06-14,30003
2017-06-15,30263
2017-06-16,30097
2017-06-17,30375
2017-06-18,30499
2017-06-19,30537
2017-06-20,30958
2017-06-21,31382
2017-06-22,31780
2017-06-23,32148
2017-06-24,32837
2017-06-25,33122
2017-06-26,33659
2017-06-27,33597
2017-06-28,33527
2017-06-29,33649
2017-06-30,33711
2017-07-01,33695
2017-07-02,33675
2017-07-03,33667
2017-07-04,33437
2017-07-05,33491
2017-07-06,33257
2017-07-07,33423
2017-07-08,33477
2017-07-13,31645
2017-07-14,31308
2017-07-15,30952
2017-07-16,30990
2017-07-17,30665
2017-07-18,30343
2017-07-19,30659
2017-07-20,30592
2017-07-21,30529
2017-07-22,30389
2017-07-23,30385
2017-07-24,30498
2017-07-25,30475
2017-07-26,30538
2017-07-27,30492
2017-07-28,30522
2017-07-29,30454
2017-07-30,30549
2017-07-31,30599
2017-08-01,30681
2017-08-02,30492
2017-08-03,30430
2017-08-04,30484
2017-08-05,30466
2017-08-06,30571
2017-08-09,30364
2017-08-10,30391
2017-08-11,30332
2017-08-12,30387
2017-08-13,30616
2017-08-14,30571
2017-08-15,30581
2017-08-16,30563
2017-08-17,30665
2017-08-18,30641
2017-08-19,30684
2017-08-20,30669
2017-08-21,30592
2017-08-22,30561
2017-08-23,30579
2017-08-24,30611
2017-08-25,30555
2017-08-26,30423
2017-08-27,30444
2017-08-28,30743
2017-08-29,30604
2017-08-30,30542
2017-08-31,30621
2017-09-01,30649
2017-09-02,31441
2017-09-03,32284
2017-09-04,33331
2017-09-05,34285
2017-09-06,35094
2017-09-07,33913
2017-09-08,32256
2017-09-09,31386
2017-09-10,31370
2017-09-11,31186
2017-09-12,31614
2017-09-13,31431
2017-09-14,31269
2017-09-15,31266
2017-09-16,31254
2017-09-17,31166
2017-09-18,31039
2017-09-19,30623
2017-09-20,30631
2017-09-21,30425
2017-09-22,30382
2017-09-23,30309
2017-09-24,30236
2017-09-25,30150
2017-09-26,30153
2017-09-27,30233
2017-09-28,30221
2017-09-29,30391
2017-09-30,30438
2017-10-01,30445
2017-10-02,30352
2017-10-03,30404
2017-10-04,30323
2017-10-05,30313
2017-10-06,30337
2017-10-07,30211
2017-10-08,30327
2017-10-09,30345
2017-10-10,30383
2017-10-11,29984
2017-10-12,30166
2017-10-13,30189
2017-10-14,30235
2017-10-15,30156
2017-10-16,30163
2017-10-17,30186
2017-10-18,30254
2017-10-19,30310
2017-10-20,30379
2017-10-21,30261
2017-10-22,30236
2017-10-23,30257
2017-10-24,30323
2017-10-25,30229
2017-10-26,30149
2017-10-27,30058
2017-10-28,29912
2017-10-29,30124
2017-10-30,30055
2017-10-31,30222
2017-11-01,30170
2017-11-02,30241
2017-11-03,30293
2017-11-04,30325
2017-11-05,30245
2017-11-06,30310
2017-11-07,30306
2017-11-08,30306
2017-11-09,30291
2017-11-10,30346
2017-11-11,30303
2017-11-12,30306
2017-11-13,30320
2017-11-14,30336
2017-11-15,30254
2017-11-16,30205
2017-11-17,30165
2017-11-18,30091
2017-11-19,29898
2017-11-20,29817
2017-11-21,29788
2017-11-22,29890
2017-11-23,29812
2017-11-24,29709
2017-11-25,29742
2017-11-26,29897
2017-11-27,29971
2017-11-28,30168
2017-11-29,30213
2017-11-30,30434
2017-12-01,30520
2017-12-02,30437
2017-12-03,30257
2017-12-04,30075
2017-12-05,30124
2017-12-06,30167
2017-12-07,30277
2017-12-08,30198
2017-12-09,30143
2017-12-10,29987
2017-12-11,29950
2017-12-12,30319
2017-12-13,30117
2017-12-14,30122
2017-12-15,30246
2017-12-16,30232
2017-12-17,30095
2017-12-18,29802
2017-12-19,30054
2017-12-20,29954
2017-12-21,30034
2017-12-22,30050
2017-12-23,30186
2017-12-24,30005
2017-12-25,30051
2017-12-26,30097
2017-12-27,29956
2017-12-28,29981
2017-12-29,29976
2017-12-30,30127
2017-12-31,30321
2018-01-01,30196
2018-01-02,30165
2018-01-03,29972
2018-01-04,30107
2018-01-05,30265
2018-01-06,30569
2018-01-07,30802
2018-01-08,31178
2018-01-09,30833
2018-01-10,30483
2018-01-11,30328
2018-01-12,30359
2018-01-13,30235
2018-01-14,30278
2018-01-15,30188
2018-01-16,30153
2018-01-17,30176
2018-01-18,30144
2018-01-19,30096
2018-01-20,30200
2018-01-21,30370
2018-01-22,31046
2018-01-23,30880
2018-01-25,30700
2018-01-26,30974
2018-01-27,30667
2018-01-28,30633
2018-01-29,30587
2018-01-30,30617
2018-01-31,31458
2018-02-01,31482
2018-02-02,31493
2018-02-03,31567
2018-02-04,31573
2018-02-05,31623
2018-02-06,32018
2018-02-07,32077
2018-02-08,32438
2018-02-09,33444
2018-02-10,34417
2018-02-11,35664
2018-02-12,35257
2018-02-13,33673
2018-02-14,32621
2018-02-15,32009
2018-02-16,32740
2018-02-17,33526
2018-02-18,34701
2018-02-19,34969
2018-02-20,35253
2018-02-21,35344
2018-02-22,35376
2018-02-23,34690
2018-02-24,34280
2018-02-25,34030
2018-02-26,33832
2018-02-27,33528
2018-02-28,33399
2018-03-01,33362
2018-03-02,32919
2018-03-03,32665
2018-03-04,32238
2018-03-05,31940
2018-03-06,31874
2018-03-07,31764
2018-03-08,31374
2018-03-09,31064
2018-03-10,30608
2018-03-11,30398
2018-03-12,30429
2018-03-13,30458
2018-03-14,30455
2018-03-15,30420
2018-03-16,30632
2018-03-17,30500
2018-03-18,30526
2018-03-19,30419
2018-03-20,30478
2018-03-21,30494
2018-03-23,30483
2018-03-24,30513
2018-03-25,30455
2018-03-26,30424
2018-03-27,30594
2018-03-28,30553
2018-03-29,30804
2018-03-30,30507
2018-03-31,30487
2018-04-01,30505
2018-04-02,30503
2018-04-03,30445
2018-04-04,30537
2018-04-05,30610
2018-04-06,30608
2018-04-07,30556
2018-04-08,30581
2018-04-09,30421
2018-04-10,30501
2018-04-11,30435
2018-04-12,30456
2018-04-13,30585
2018-04-14,30604
2018-04-15,30599
2018-04-16,30707
2018-04-17,30854
2018-04-18,31147
2018-04-19,31431
2018-04-20,31928
2018-04-21,31951
2018-04-22,31870
2018-04-23,31435
2018-04-24,31051
2018-04-25,30851
2018-04-26,30740
2018-04-27,30892
2018-04-28,30873
2018-04-29,30834
2018-04-30,30827
2018-05-01,30865
2018-05-03,30799
2018-05-04,30417
2018-05-05,30415
2018-05-06,30607
2018-05-07,30646
2018-05-08,30595
2018-05-09,30649
2018-05-10,30637
2018-05-11,30374
2018-05-12,30274
2018-05-13,30111
2018-05-14,29798
2018-05-15,29964
2018-05-16,30126
2018-05-17,30293
2018-05-18,30382
2018-05-19,30399
2018-05-20,30468
2018-05-21,30385
2018-05-22,30166
2018-05-23,30239
2018-05-24,30293
2018-05-25,30041
2018-05-26,30088
2018-05-27,29809
2018-05-28,29874
2018-05-29,29904
2018-05-30,30023
2018-05-31,30210
2018-06-01,30107
2018-06-02,30155
2018-06-03,30263
2018-06-04,30188
2018-06-05,30112
2018-06-06,30085
2018-06-07,30010
2018-06-08,30176
2018-06-09,30137
2018-06-10,30063
2018-06-11,30044
2018-06-12,29994
2018-06-13,30230
2018-06-14,30197
2018-06-15,30276
2018-06-16,29941
2018-06-17,30133
2018-06-18,30008
2018-06-19,30014
2018-06-20,30112
2018-06-21,30118
2018-06-22,30099
2018-06-23,30247
2018-06-24,30152
2018-06-25,30207
2018-06-26,30146
2018-06-27,30316
2018-06-28,30346
2018-06-29,30273
2018-06-30,30351
2018-07-01,30391
2018-07-02,30375
2018-07-03,30554
2018-07-04,30795
2018-07-05,30837
2018-07-06,30462
2018-07-07,30323
2018-07-08,30556
2018-07-09,31008
2018-07-10,31213
2018-07-11,31437
2018-07-12,31863
2018-07-13,32062
2018-07-14,31434
2018-07-15,31179
2018-07-16,30838
2018-07-17,30836
2018-07-18,31455
2018-07-19,32648
2018-07-20,33031
2018-07-21,32574
2018-07-22,32028
2018-07-23,32066
2018-07-24,31915
2018-07-25,31875
2018-07-26,32009
2018-07-27,31926
2018-07-28,32193
2018-07-29,32125
2018-07-30,32399
2018-07-31,32301
2018-08-01,32238
2018-08-02,32575
2018-08-03,33072
2018-08-04,33568
2018-08-05,33366
2018-08-06,33114
2018-08-07,33006
2018-08-08,33514
2018-08-09,33350
2018-08-10,33042
2018-08-11,32716
2018-08-12,33045
2018-08-14,33338
2018-08-16,33072
2018-08-17,32772
2018-08-18,32145
2018-08-19,31872
2018-08-20,31364
2018-08-21,31127
2018-08-22,30587
2018-08-23,30295
2018-08-24,30421
2018-08-25,30428
2018-08-26,30243
2018-08-27,30301
2018-08-28,30307
2018-08-29,30240
2018-08-30,30284
2018-08-31,30369
2018-09-01,30359
2018-09-02,30462
2018-09-03,30290
2018-09-04,30221
2018-09-05,30335
2018-09-06,30310
2018-09-07,30242
2018-09-08,30227
2018-09-09,30409
2018-09-10,30396
2018-09-11,30250
2018-09-12,30253
2018-09-13,30306
2018-09-14,30144
2018-09-15,30223
2018-09-16,30281
2018-09-17,30351
2018-09-18,30382
2018-09-19,30331
2018-09-20,30443
2018-09-21,30808
2018-09-22,31197
2018-09-23,31543
2018-09-24,31208
2018-09-25,31300
2018-09-26,31463
2018-09-27,31728
2018-09-28,32181
2018-09-29,32818
2018-09-30,34116
2018-10-01,33716
2018-10-02,33004
2018-10-03,32812
2018-10-04,32185
2018-10-05,32128
2018-10-06,31863
2018-10-07,31547
2018-10-08,31415
2018-10-09,31231
2018-10-10,31322
2018-10-11,31422
2018-10-12,31328
2018-10-13,31549
2018-10-14,31713
2018-10-15,31837
2018-10-16,31695
2018-10-17,31642
2018-10-18,31731
2018-10-19,31749
2018-10-20,31889
2018-10-21,31901
2018-10-22,31890
2018-10-23,32214
2018-10-24,32878
2018-10-25,32776
2018-10-26,32509
2018-10-27,32719
2018-10-28,32992
2018-10-29,32746
2018-10-30,32337
2018-10-31,31813
2018-11-01,31062
2018-11-03,30069
2018-11-04,30067
2018-11-05,30502
2018-11-06,30545
2018-11-07,30498
2018-11-08,30518
2018-11-09,30604
2018-11-10,30868
2018-11-11,30872
2018-11-12,30959
2018-11-13,31075
2018-11-14,31080
2018-11-15,31109
2018-11-16,31093
2018-11-17,30732
2018-11-18,30488
2018-11-19,30487
2018-11-20,30807
2018-11-21,30964
2018-11-22,31106
2018-11-23,31150
2018-11-24,31058
2018-11-25,31077
2018-11-26,31208
2018-11-27,32160
2018-11-28,32280
2018-11-29,32481
2018-12-01,31746
2018-12-02,31673
2018-12-03,31455
2018-12-04,31463
2018-12-05,31188
2018-12-07,31365
2018-12-09,31060
2018-12-11,31149
2018-12-12,31185
2018-12-13,31511
2018-12-14,32042
2018-12-15,31865
2018-12-16,31637
2018-12-17,31536
2018-12-18,31567
2018-12-19,31389
2018-12-20,31266
2018-12-21,31442
2018-12-22,31146
2018-12-23,31227
2018-12-24,31229
2018-12-25,31240
2018-12-26,31013
2018-12-27,31168
2018-12-28,30797
2018-12-29,30662
2018-12-30,30451
2018-12-31,30401
2019-01-01,30449
2019-01-02,30287
2019-01-03,30211
2019-01-04,30172
2019-01-05,30213
2019-01-06,30158
2019-01-08,30457
2019-01-10,30121
2019-01-11,29697
2019-01-12,29665
2019-01-13,29902
2019-01-14,29824
2019-01-15,29804
2019-01-16,29954
2019-01-17,29845
2019-01-18,29921
2019-01-19,29989
2019-01-20,30074
2019-01-21,30111
2019-01-22,30147
2019-01-23,30132
2019-01-24,30304
2019-01-25,30366
2019-01-26,30443
2019-01-27,30267
2019-01-28,30233
2019-01-29,30226
2019-01-30,30229
2019-01-31,30219
2019-02-01,30159
2019-02-02,30079
2019-02-03,30036
2019-02-04,30115
2019-02-05,30090
2019-02-06,30145
2019-02-07,30175
2019-02-08,30151
2019-02-09,30078
2019-02-10,30001
2019-02-11,30030
2019-02-12,30053
2019-02-13,30090
2019-02-14,30051
2019-02-15,30115
2019-02-16,29924
2019-02-17,30094
2019-02-18,30072
2019-02-19,30167
2019-02-20,30162
2019-02-21,30115
2019-02-22,30154
2019-02-23,30716
2019-02-24,30129
2019-02-25,30252
2019-02-26,30396
2019-02-27,30386
2019-02-28,30330
2019-03-01,30314
2019-03-02,30693
2019-03-03,31204
2019-03-04,31602
2019-03-05,31840
2019-03-06,32587
2019-03-07,32620
2019-03-08,33184
2019-03-09,33906
2019-03-10,33878
2019-03-11,33616
2019-03-12,32816
2019-03-13,32105
2019-03-14,31334
2019-03-15,31035
2019-03-16,30881
2019-03-17,30667
2019-03-18,30750
2019-03-19,30713
2019-03-20,30626
2019-03-21,30440
2019-03-22,31055
2019-03-23,30919
2019-03-24,31373
2019-03-25,31103
2019-03-26,31030
2019-03-27,30871
