date_obj,Ensouled%20demon%20head price
2020-01-01,6015
2020-01-02,6182
2020-01-03,6334
2020-01-04,6510
2020-01-05,6435
2020-01-06,6454
2020-01-07,6308
2020-01-08,6241
2020-01-09,6162
2020-01-10,6123
2020-01-11,6074
2020-01-12,6083
2020-01-13,6051
2020-01-14,6045
2020-01-15,5988
2020-01-16,5910
2020-01-17,6009
2020-01-18,6034
2020-01-19,6020
2020-01-20,5905
2020-01-21,5963
2020-01-22,6010
2020-01-23,6019
2020-01-24,6005
2020-01-25,5961
2020-01-26,5944
2020-01-27,5976
2020-01-28,5994
2020-01-29,5997
2020-01-30,5974
2020-01-31,5927
2020-02-01,5975
2020-02-02,5902
2020-02-03,5970
2020-02-04,6267
2020-02-05,6039
2020-02-06,5906
2020-02-07,5981
2020-02-08,6021
2020-02-09,5964
2020-02-10,5958
2020-02-11,6024
2020-02-12,6014
2020-02-13,5890
2020-02-14,5946
2020-02-15,5900
2020-02-16,5923
2020-02-17,5828
2020-02-18,5783
2020-02-19,5841
2020-02-20,5845
2020-02-21,5856
2020-02-22,5859
2020-02-23,5892
2020-02-24,5815
2020-02-25,5900
2020-02-26,5894
2020-02-27,5876
2020-02-28,5826
2020-02-29,5830
2020-03-01,5772
2020-03-02,5746
2020-03-03,5795
2020-03-04,5823
2020-03-05,5798
2020-03-06,5808
2020-03-07,5859
2020-03-08,5838
2020-03-09,5847
2020-03-10,5857
2020-03-11,5918
2020-03-12,6048
2020-03-13,6062
2020-03-14,5986
2020-03-15,5934
2020-03-16,5768
2020-03-17,5745
2020-03-18,5730
2020-03-19,5624
2020-03-20,5656
2020-03-21,5706
2020-03-22,5745
2020-03-23,5752
2020-03-24,5847
2020-03-25,5857
2020-03-26,6028
2020-03-27,6311
2020-03-28,6610
2020-03-29,6462
2020-03-30,6383
2020-03-31,6309
2020-04-01,6171
2020-04-02,6264
2020-04-03,6187
2020-04-04,6075
2020-04-05,6093
2020-04-06,6131
2020-04-07,6022
2020-04-08,5903
2020-04-09,5865
2020-04-10,5858
2020-04-11,5947
2020-04-12,6105
2020-04-13,6185
2020-04-14,6350
2020-04-15,6544
2020-04-16,6756
2020-04-17,6813
2020-04-18,6620
2020-04-19,6291
2020-04-20,6119
2020-04-21,6086
2020-04-22,6053
2020-04-23,6122
2020-04-24,6097
2020-04-25,6078
2020-04-26,6024
2020-04-27,6261
2020-04-28,6447
2020-04-29,6562
2020-04-30,6410
2020-05-01,6323
2020-05-02,6469
2020-05-03,6563
2020-05-04,6642
2020-05-05,6541
2020-05-06,6313
2020-05-07,6290
2020-05-08,6244
2020-05-09,6143
2020-05-10,6423
2020-05-11,6736
2020-05-12,6670
2020-05-13,6605
