date_obj,Rune%20boots price
2015-09-13,7932
2015-09-14,7787
2015-09-15,7615
2015-09-16,7642
2015-09-17,7759
2015-09-18,7926
2015-09-19,8012
2015-09-20,7832
2015-09-21,7768
2015-09-22,7777
2015-09-23,7873
2015-09-24,7955
2015-09-25,8161
2015-09-27,8091
2015-09-28,7969
2015-09-29,7953
2015-09-30,7979
2015-10-05,8401
2015-10-06,8323
2015-10-07,8280
2015-10-08,8264
2015-10-09,8148
2015-10-10,7982
2015-10-11,8095
2015-10-12,8099
2015-10-13,7946
2015-10-14,8141
2015-10-15,8272
2015-10-16,8391
2015-10-17,8534
2015-10-18,8811
2015-10-19,9223
2015-10-20,9607
2015-10-22,9456
2015-10-23,9335
2015-10-24,9583
2015-10-25,9757
2015-10-26,9863
2015-10-27,9993
2015-10-29,10006
2015-10-30,9942
2015-10-31,9985
2015-11-01,9877
2015-11-02,10023
2015-11-03,10110
2015-11-04,10273
2015-11-05,10401
2015-11-06,10228
2015-11-07,10173
2015-11-08,10095
2015-11-09,10011
2015-11-10,10009
2015-11-11,10160
2015-11-12,10344
2015-11-13,10597
2015-11-14,10967
2015-11-15,10872
2015-11-16,10789
2015-11-17,10726
2015-11-18,10819
2015-11-19,10837
2015-11-20,11224
2015-11-21,11774
2015-11-22,11714
2015-11-23,11540
2015-11-24,11390
2015-11-25,11287
2015-11-26,11027
2015-11-27,10768
2015-11-28,10457
2015-11-29,10294
2015-11-30,10151
2015-12-01,10197
2015-12-02,10191
2015-12-03,10366
2015-12-04,10514
2015-12-05,10727
2015-12-06,10930
2015-12-07,11084
2015-12-08,11252
2015-12-09,11137
2015-12-10,10822
2015-12-11,11029
2015-12-12,11238
2015-12-13,11326
2015-12-14,11633
2015-12-15,11578
2015-12-16,11256
2015-12-17,11183
2015-12-18,11020
2015-12-19,11307
2015-12-20,11529
2015-12-21,11506
2015-12-22,11929
2015-12-23,12099
2015-12-24,12550
2015-12-25,12911
2015-12-26,12673
2015-12-27,12667
2015-12-28,12671
2015-12-29,12624
2015-12-30,12951
2015-12-31,12935
2016-01-01,13193
2016-01-02,13374
2016-01-03,13668
2016-01-04,14149
2016-01-05,14531
2016-01-06,14345
2016-01-07,14065
2016-01-08,14007
2016-01-09,14192
2016-01-10,14205
2016-01-11,14319
2016-01-12,14108
2016-01-13,14091
2016-01-14,14052
2016-01-15,14156
2016-01-16,14400
2016-01-17,15091
2016-01-18,15659
2016-01-19,16292
2016-01-20,16850
2016-01-21,17517
2016-01-22,17728
2016-01-23,17410
2016-01-24,16815
2016-01-25,15988
2016-01-26,15283
2016-01-27,14586
2016-01-28,14020
2016-01-29,13563
2016-01-30,13531
2016-01-31,13522
2016-02-01,14124
2016-02-02,14785
2016-02-03,15048
2016-02-04,14988
2016-02-05,14967
2016-02-06,14643
2016-02-07,14548
2016-02-08,14457
2016-02-09,14579
2016-02-10,14434
2016-02-11,14622
2016-02-12,14786
2016-02-13,14838
2016-02-14,15119
2016-02-15,14501
2016-02-16,14511
2016-02-17,14562
2016-02-18,14465
2016-02-19,14454
2016-02-20,14167
2016-02-21,13952
2016-02-22,13992
2016-02-23,13730
2016-02-24,13746
2016-02-25,13680
2016-02-26,13792
2016-02-27,13855
2016-02-28,13649
2016-02-29,13632
2016-03-01,13649
2016-03-02,13634
2016-03-03,13683
2016-03-04,13651
2016-03-05,13777
2016-03-06,13981
2016-03-07,14012
2016-03-08,14190
2016-03-09,14300
2016-03-10,14155
2016-03-11,14130
2016-03-12,13986
2016-03-13,13877
2016-03-14,13699
2016-03-15,13585
2016-03-16,13289
2016-03-17,13102
2016-03-18,13058
2016-03-19,13025
2016-03-20,13128
2016-03-21,13776
2016-03-22,14277
2016-03-23,14935
2016-03-24,15664
2016-03-25,16160
2016-03-26,16496
2016-03-27,16878
2016-03-28,17058
2016-03-29,17466
2016-03-30,17514
2016-03-31,17463
2016-04-01,18314
2016-04-02,19116
2016-04-03,19997
2016-04-04,20997
2016-04-05,21993
2016-04-06,22903
2016-04-07,22689
2016-04-08,22243
2016-04-09,21275
2016-04-10,20328
2016-04-11,19387
2016-04-12,18493
2016-04-13,17662
2016-04-14,16855
2016-04-15,16167
2016-04-16,15686
2016-04-17,16009
2016-04-18,16218
2016-04-19,15716
2016-04-20,15842
2016-04-21,16038
2016-04-22,16264
2016-04-23,15999
2016-04-24,15438
2016-04-25,15627
2016-04-26,15709
2016-04-27,15387
2016-04-28,14762
2016-04-29,14145
2016-04-30,13803
2016-05-01,13435
2016-05-02,13213
2016-05-03,13419
2016-05-04,13430
2016-05-05,13498
2016-05-06,13664
2016-05-07,13852
2016-05-08,13501
2016-05-09,13079
2016-05-10,12622
2016-05-11,12501
2016-05-12,12528
2016-05-13,12374
2016-05-14,12379
2016-05-15,12376
2016-05-16,12196
2016-05-17,12423
2016-05-18,12799
2016-05-19,13423
2016-05-22,14879
2016-05-23,14847
2016-05-24,15019
2016-05-25,15570
2016-05-26,16168
2016-05-27,16953
2016-05-28,17783
2016-05-29,18280
2016-05-30,18036
2016-05-31,17737
2016-06-01,17716
2016-06-02,17798
2016-06-03,17650
2016-06-04,17898
2016-06-05,18497
2016-06-06,18777
2016-06-07,19447
2016-06-08,19731
2016-06-09,19616
2016-06-10,18982
2016-06-11,18712
2016-06-12,17985
2016-06-13,17138
2016-06-14,16382
2016-06-15,15697
2016-06-16,15439
2016-06-17,15780
2016-06-18,15432
2016-06-19,15563
2016-06-20,16072
2016-06-21,15943
2016-06-22,15802
2016-06-23,15480
2016-06-24,15232
2016-06-25,15219
2016-06-26,15306
2016-06-27,15327
2016-06-28,15026
2016-06-29,14833
2016-06-30,14887
2016-07-01,15194
2016-07-02,15462
2016-07-03,15343
2016-07-04,15215
2016-07-05,15513
2016-07-06,15559
2016-07-07,15557
2016-07-08,15360
2016-07-09,15348
2016-07-10,15681
2016-07-11,15957
2016-07-12,16392
2016-07-13,16624
2016-07-14,16668
2016-07-15,16232
2016-07-16,15921
2016-07-17,15709
2016-07-18,15715
2016-07-23,15091
2016-07-24,14689
2016-07-25,14416
2016-07-26,14289
2016-07-27,14654
2016-07-28,14416
2016-07-29,14468
2016-07-30,14595
2016-07-31,14930
2016-08-01,15246
2016-08-02,15282
2016-08-03,14854
2016-08-04,14305
2016-08-05,13915
2016-08-06,13572
2016-08-07,13051
2016-08-08,12622
2016-08-09,12274
2016-08-10,12400
2016-08-11,12932
2016-08-12,13325
2016-08-13,13345
2016-08-14,13240
2016-08-15,13554
2016-08-16,13919
2016-08-17,13821
2016-08-18,13992
2016-08-19,13997
2016-08-20,13505
2016-08-21,13153
2016-08-22,12955
2016-08-23,12774
2016-08-24,12345
2016-08-25,11781
2016-08-26,11357
2016-08-28,10297
2016-08-31,9862
2016-09-01,10182
2016-09-02,10478
2016-09-03,10813
2016-09-04,10905
2016-09-05,11284
2016-09-06,11577
2016-09-07,11696
2016-09-08,11742
2016-09-09,11716
2016-09-10,11949
2016-09-11,12125
2016-09-12,12679
2016-09-13,12805
2016-09-14,13210
2016-09-15,12886
2016-09-16,12316
2016-09-17,11772
2016-09-18,11218
2016-09-19,10657
2016-09-20,10124
2016-09-21,9645
2016-09-22,9399
2016-09-23,9539
2016-09-24,9517
2016-09-25,9438
2016-09-26,9277
2016-09-27,9106
2016-09-28,8921
2016-09-29,8691
2016-09-30,8358
2016-10-01,8147
2016-10-02,7921
2016-10-03,7902
2016-10-04,7684
2016-10-05,7718
2016-10-06,7697
2016-10-07,7757
2016-10-08,7811
2016-10-09,7802
2016-10-10,7721
2016-10-11,7832
2016-10-12,7874
2016-10-13,7923
2016-10-14,7879
2016-10-15,7885
2016-10-16,7826
2016-10-17,7886
2016-10-18,7962
2016-10-19,7830
2016-10-20,7871
2016-10-21,7914
2016-10-22,7925
2016-10-23,8014
2016-10-24,8139
2016-10-25,8162
2016-10-26,8093
2016-10-27,8120
2016-10-28,8226
2016-10-29,8195
2016-10-30,8087
2016-10-31,8090
2016-11-01,8041
2016-11-02,8075
2016-11-03,8009
2016-11-04,7935
2016-11-05,7944
2016-11-06,7917
2016-11-07,7881
2016-11-08,7824
2016-11-09,7898
2016-11-10,7704
2016-11-11,7646
2016-11-12,7602
2016-11-13,7426
2016-11-14,7456
2016-12-08,7901
2016-12-09,7813
2016-12-10,7897
2016-12-11,7727
2016-12-12,7516
2016-12-13,7531
2016-12-14,7454
2016-12-15,7365
2016-12-16,7455
2016-12-17,7595
2016-12-18,7611
2016-12-19,7681
2016-12-20,7686
2016-12-21,7626
2016-12-22,7585
2016-12-23,7533
2016-12-24,7516
2016-12-25,7480
2016-12-26,7445
2016-12-27,7530
2016-12-28,7453
2016-12-29,7417
2016-12-30,7458
2016-12-31,7507
2017-01-01,7527
2017-01-02,7582
2017-01-03,7533
2017-01-04,7504
2017-01-05,7396
2017-01-06,7420
2017-01-07,7505
2017-01-08,7365
2017-01-09,7511
2017-01-10,7535
2017-01-11,7662
2017-01-12,7732
2017-01-13,7626
2017-01-14,7655
2017-01-15,7593
2017-01-16,7520
2017-01-17,7557
2017-01-18,7651
2017-01-19,7578
2017-01-20,7600
2017-01-21,7627
2017-01-22,7558
2017-01-27,7571
2017-01-28,7660
2017-01-29,7692
2017-01-30,7751
2017-01-31,7563
2017-02-01,7364
2017-02-02,7324
2017-02-03,7441
2017-02-04,7574
2017-02-05,7688
2017-02-06,7589
2017-02-07,7641
2017-02-08,7559
2017-02-09,7387
2017-02-10,7422
2017-02-11,7470
2017-02-12,7497
2017-02-13,7559
2017-02-14,7639
2017-02-15,7605
2017-02-16,7621
2017-02-18,7565
2017-02-19,7636
2017-02-20,7554
2017-02-21,7440
2017-02-22,7487
2017-02-23,7533
2017-02-24,7500
2017-02-25,7565
2017-02-26,7532
2017-02-27,7486
2017-02-28,7553
2017-03-01,7545
2017-03-02,7536
2017-03-03,7542
2017-03-04,7511
2017-03-05,7516
2017-03-06,7556
2017-03-07,7490
2017-03-08,7576
2017-03-09,7582
2017-03-10,7582
2017-03-11,7672
2017-03-12,7839
2017-03-13,7866
2017-03-14,7762
2017-03-15,7798
2017-03-16,7924
2017-03-17,8014
2017-03-18,8058
2017-03-19,7978
2017-03-20,7809
2017-03-21,7614
2017-03-22,7562
2017-03-23,7586
2017-03-24,7638
2017-03-25,7580
2017-03-26,7449
2017-03-27,7541
2017-03-28,7575
2017-03-29,7563
2017-03-30,7479
2017-03-31,7530
2017-04-01,7604
2017-04-02,7734
2017-04-03,7722
2017-04-04,7643
2017-04-12,7541
2017-04-13,7563
2017-04-14,7542
2017-04-15,7599
2017-04-16,7706
2017-04-17,7581
2017-04-18,7612
2017-04-19,7576
2017-04-20,7611
2017-04-21,7568
2017-04-22,7529
2017-04-23,7602
2017-04-24,7594
2017-04-25,7478
2017-04-26,7488
2017-04-27,7485
2017-04-28,7532
2017-04-29,7599
2017-04-30,7549
2017-05-01,7618
2017-05-02,7588
2017-05-03,7515
2017-05-04,7472
2017-05-05,7506
2017-05-06,7469
2017-05-07,7449
2017-05-08,7510
2017-05-09,7532
2017-05-10,7517
2017-05-11,7459
2017-05-12,7469
2017-05-13,7456
2017-05-14,7476
2017-05-15,7429
2017-05-16,7376
2017-05-17,7409
2017-05-18,7403
2017-05-19,7481
2017-05-20,7506
2017-05-21,7478
2017-05-22,7544
2017-05-23,7502
2017-05-24,7476
2017-05-25,7400
2017-05-26,7552
2017-05-27,7490
2017-05-28,7477
2017-05-29,7511
2017-05-30,7419
2017-05-31,7437
2017-06-01,7408
2017-06-02,7354
2017-06-03,7345
2017-06-06,7333
2017-06-07,7368
2017-06-08,7270
2017-06-09,7284
2017-06-10,7362
2017-06-11,7352
2017-06-12,7308
2017-06-13,7362
2017-06-14,7608
2017-06-15,7720
2017-06-16,7734
2017-06-17,7769
2017-06-18,7823
2017-06-19,7584
2017-06-20,7478
2017-06-21,7415
2017-06-22,7388
2017-06-23,7353
2017-06-24,7358
2017-06-25,7301
2017-06-26,7291
2017-06-27,7328
2017-06-28,7304
2017-06-29,7323
2017-06-30,7327
2017-07-01,7305
2017-07-02,7313
2017-07-03,7365
2017-07-04,7456
2017-07-05,7569
2017-07-06,7586
2017-07-07,7486
2017-07-08,7440
2017-07-13,7333
2017-07-14,7315
2017-07-15,7294
2017-07-16,7303
2017-07-17,7309
2017-07-18,7311
2017-07-19,7360
2017-07-20,7479
2017-07-21,7399
2017-07-22,7408
2017-07-23,7381
2017-07-24,7394
2017-07-25,7364
2017-07-26,7418
2017-07-27,7399
2017-07-28,7405
2017-07-29,7410
2017-07-30,7358
2017-07-31,7375
2017-08-01,7353
2017-08-02,7296
2017-08-03,7301
2017-08-04,7286
2017-08-05,7334
2017-08-06,7329
2017-08-09,7261
2017-08-10,7443
2017-08-11,7592
2017-08-12,7727
2017-08-13,7857
2017-08-14,8023
2017-08-15,7726
2017-08-17,7457
2017-08-18,7481
2017-08-19,7520
2017-08-20,7467
2017-08-21,7370
2017-08-22,7338
2017-08-23,7397
2017-08-24,7312
2017-08-25,7401
2017-08-26,7419
2017-08-27,7443
2017-08-28,7398
2017-08-29,7349
2017-08-30,7447
2017-08-31,7472
2017-09-01,7451
2017-09-02,7551
2017-09-03,7518
2017-09-04,7567
2017-09-05,7537
2017-09-06,7496
2017-09-07,7418
2017-09-08,7430
2017-09-09,7374
2017-09-10,7398
2017-09-11,7402
2017-09-12,7497
2017-09-13,7602
2017-09-14,7570
2017-09-15,7516
2017-09-16,7525
2017-09-17,7520
2017-09-19,7487
2017-09-20,7443
2017-09-21,7329
2017-09-22,7357
2017-09-23,7335
2017-09-24,7289
2017-09-25,7182
2017-09-26,7223
2017-09-27,7249
2017-09-28,7319
2017-09-29,7336
2017-09-30,7420
2017-10-01,7375
2017-10-02,7377
2017-10-03,7370
2017-10-04,7361
2017-10-05,7462
2017-10-06,7667
2017-10-07,7459
2017-10-08,7384
2017-10-09,7430
2017-10-10,7434
2017-10-11,7467
2017-10-12,7536
2017-10-13,7593
2017-10-14,7477
2017-10-15,7487
2017-10-16,7347
2017-10-17,7258
2017-10-18,7318
2017-10-19,7315
2017-10-20,7270
2017-10-21,7331
2017-10-22,7327
2017-10-23,7335
2017-10-24,7359
2017-10-25,7458
2017-10-26,7344
2017-10-27,7274
2017-10-28,7313
2017-10-29,7297
2017-10-30,7374
2017-10-31,7465
2017-11-01,7495
2017-11-02,7419
2017-11-03,7420
2017-11-04,7412
2017-11-05,7464
2017-11-06,7351
2017-11-07,7348
2017-11-08,7341
2017-11-09,7387
2017-11-10,7333
2017-11-11,7436
2017-11-12,7331
2017-11-13,7383
2017-11-14,7358
2017-11-15,7394
2017-11-16,7417
2017-11-17,7373
2017-11-18,7342
2017-11-19,7399
2017-11-20,7447
2017-11-21,7420
2017-11-22,7379
2017-11-23,7555
2017-11-24,7729
2017-11-25,7789
2017-11-26,7569
2017-11-27,7443
2017-11-28,7466
2017-11-29,7491
2017-11-30,7456
2017-12-01,7467
2017-12-02,7384
2017-12-03,7429
2017-12-04,7324
2017-12-05,7373
2017-12-06,7374
2017-12-07,7478
2017-12-08,7324
2017-12-09,7291
2017-12-10,7401
2017-12-11,7368
2017-12-12,7391
2017-12-13,7381
2017-12-14,7474
2017-12-15,7454
2017-12-16,7438
2017-12-17,7422
2017-12-18,7467
2017-12-19,7372
2017-12-20,7402
2017-12-21,7339
2017-12-22,7423
2017-12-23,7451
2017-12-24,7374
2017-12-25,7473
2017-12-26,7498
2017-12-27,7472
2017-12-28,7429
2017-12-29,7397
2017-12-30,7437
2017-12-31,7393
2018-01-01,7368
2018-01-02,7341
2018-01-03,7354
2018-01-04,7269
2018-01-05,7318
2018-01-06,7386
2018-01-07,7353
2018-01-08,7403
2018-01-09,7404
2018-01-10,7425
2018-01-11,7341
2018-01-12,7314
2018-01-13,7326
2018-01-14,7322
2018-01-15,7332
2018-01-16,7471
2018-01-17,7541
2018-01-18,7589
2018-01-19,7790
2018-01-20,7505
2018-01-21,7299
2018-01-22,7424
2018-01-23,7516
2018-01-24,7556
2018-01-25,7564
2018-01-26,7476
2018-01-27,7395
2018-01-28,7385
2018-01-29,7398
2018-01-30,7335
2018-01-31,7363
2018-02-01,7391
2018-02-02,7376
2018-02-03,7344
2018-02-04,7278
2018-02-05,7373
2018-02-06,7408
2018-02-07,7349
2018-02-08,7312
2018-02-09,7286
2018-02-10,7285
2018-02-11,7344
2018-02-12,7380
2018-02-13,7296
2018-02-14,7355
2018-02-15,7414
2018-02-16,7550
2018-02-17,7548
2018-02-18,7480
2018-02-19,7354
2018-02-20,7376
2018-02-21,7269
2018-02-22,7369
2018-02-23,7373
2018-02-24,7457
2018-02-25,7446
2018-02-26,7447
2018-02-27,7430
2018-02-28,7479
2018-03-01,7377
2018-03-02,7313
2018-03-03,7254
2018-03-04,7307
2018-03-05,7325
2018-03-06,7373
2018-03-07,7358
2018-03-08,7381
2018-03-09,7403
2018-03-10,7470
2018-03-11,7425
2018-03-12,7405
2018-03-13,7406
2018-03-14,7430
2018-03-15,7468
2018-03-16,7475
2018-03-17,7460
2018-03-18,7492
2018-03-19,7430
2018-03-20,7439
2018-03-21,7448
2018-03-23,7444
2018-03-24,7433
2018-03-26,7423
2018-03-27,7459
2018-03-29,7454
2018-03-30,7467
2018-03-31,7416
2018-04-01,7390
2018-04-02,7367
2018-04-03,7385
2018-04-04,7373
2018-04-05,7395
2018-04-06,7455
2018-04-08,7447
2018-04-09,7489
2018-04-10,7427
2018-04-11,7457
2018-04-12,7427
2018-04-13,7412
2018-04-14,7459
2018-04-15,7420
2018-04-16,7476
2018-04-17,7455
2018-04-18,7511
2018-04-19,7369
2018-04-20,7425
2018-04-21,7406
2018-04-22,7453
2018-04-23,7445
2018-04-24,7437
2018-04-25,7436
2018-04-26,7461
2018-04-27,7501
2018-04-28,7499
2018-04-29,7495
2018-04-30,7466
2018-05-01,7479
2018-05-02,7552
2018-05-03,7547
2018-05-04,7545
2018-05-05,7532
2018-05-06,7564
2018-05-07,7527
2018-05-08,7479
2018-05-09,7525
2018-05-10,7484
2018-05-11,7566
2018-05-12,7695
2018-05-13,7585
2018-05-14,7516
2018-05-15,7544
2018-05-16,7574
2018-05-17,7536
2018-05-18,7508
2018-05-19,7486
2018-05-20,7457
2018-05-21,7367
2018-05-22,7203
2018-05-23,7313
2018-05-24,7331
2018-05-25,7283
2018-05-26,7379
2018-05-27,7467
2018-05-28,7368
2018-05-29,7449
2018-05-30,7483
2018-05-31,7410
2018-06-01,7403
2018-06-02,7386
2018-06-03,7366
2018-06-04,7403
2018-06-05,7408
2018-06-06,7350
2018-06-07,7421
2018-06-08,7390
2018-06-09,7327
2018-06-10,7314
2018-06-11,7317
2018-06-12,7359
2018-06-13,7259
2018-06-14,7215
2018-06-15,7295
2018-06-16,7345
2018-06-17,7269
2018-06-18,7290
2018-06-19,7286
2018-06-20,7156
2018-06-21,7274
2018-06-22,7394
2018-06-23,7373
2018-06-24,7404
2018-06-25,7362
2018-06-26,7355
2018-06-27,7387
2018-06-28,7302
2018-06-29,7344
2018-06-30,7383
2018-07-01,7422
2018-07-02,7304
2018-07-03,7374
2018-07-04,7330
2018-07-05,7346
2018-07-06,7409
2018-07-07,7395
2018-07-08,7339
2018-07-09,7447
2018-07-10,7401
2018-07-11,7379
2018-07-12,7522
2018-07-13,7608
2018-07-14,7475
2018-07-15,7456
2018-07-16,7405
2018-07-17,7362
2018-07-18,7346
2018-07-19,7328
2018-07-20,7395
2018-07-21,7421
2018-07-22,7345
2018-07-23,7370
2018-07-24,7317
2018-07-25,7297
2018-07-26,7362
2018-07-27,7336
2018-07-28,7315
2018-07-29,7292
2018-07-30,7313
2018-07-31,7305
2018-08-01,7250
2018-08-02,7235
2018-08-03,7319
2018-08-04,7293
2018-08-05,7304
2018-08-06,7377
2018-08-07,7327
2018-08-08,7372
2018-08-09,7374
2018-08-10,7349
2018-08-11,7336
2018-08-12,7323
2018-08-14,7291
2018-08-16,7280
2018-08-17,7266
2018-08-18,7289
2018-08-19,7309
2018-08-20,7331
2018-08-21,7279
2018-08-22,7402
2018-08-23,7376
2018-08-24,7343
2018-08-25,7418
2018-08-26,7579
2018-08-27,7667
2018-08-28,7581
2018-08-29,7669
2018-08-30,7744
2018-08-31,7705
2018-09-01,7608
2018-09-02,7653
2018-09-03,7608
2018-09-04,7556
2018-09-05,7587
2018-09-06,7535
2018-09-07,7547
2018-09-08,7612
2018-09-09,7596
2018-09-10,7607
2018-09-11,7567
2018-09-12,7594
2018-09-13,7505
2018-09-14,7556
2018-09-15,7566
2018-09-16,7557
2018-09-17,7597
2018-09-18,7553
2018-09-19,7507
2018-09-20,7354
2018-09-21,7259
2018-09-22,7291
2018-09-23,7378
2018-09-24,7426
2018-09-25,7463
2018-09-26,7437
2018-09-27,7397
2018-09-28,7413
2018-09-29,7393
2018-09-30,7368
2018-10-02,7380
2018-10-03,7463
2018-10-04,7509
2018-10-05,7469
2018-10-06,7496
2018-10-07,7486
2018-10-08,7535
2018-10-09,7628
2018-10-10,7733
2018-10-11,7583
2018-10-12,7432
2018-10-13,7492
2018-10-14,7633
2018-10-15,7652
2018-10-16,7548
2018-10-17,7466
2018-10-18,7434
2018-10-19,7417
2018-10-20,7418
2018-10-21,7436
2018-10-22,7430
2018-10-23,7520
2018-10-24,7502
2018-10-25,7605
2018-10-26,7691
2018-10-27,7781
2018-10-28,7567
2018-10-29,7604
2018-10-30,7729
2018-10-31,7798
2018-11-01,7677
2018-11-03,7761
2018-11-04,7740
2018-11-05,7844
2018-11-06,7941
2018-11-07,7896
2018-11-08,7830
2018-11-09,7874
2018-11-10,7987
2018-11-11,8010
2018-11-12,8197
2018-11-13,8366
2018-11-14,8548
2018-11-15,8575
2018-11-16,8632
2018-11-17,8753
2018-11-18,8611
2018-11-19,8645
2018-11-20,8551
2018-11-21,8448
2018-11-22,8367
2018-11-23,8299
2018-11-24,8260
2018-11-25,8199
2018-11-26,8193
2018-11-27,8055
2018-11-28,8099
2018-11-29,8040
2018-12-01,8015
2018-12-02,7993
2018-12-03,7996
2018-12-04,7995
2018-12-05,7988
2018-12-07,7972
2018-12-09,8009
2018-12-10,8016
2018-12-11,8014
2018-12-12,8014
2018-12-13,8002
2018-12-14,8073
2018-12-15,8021
2018-12-16,7986
2018-12-17,7921
2018-12-18,7909
2018-12-19,7809
2018-12-20,7714
2018-12-21,7605
2018-12-22,7625
2018-12-23,7689
2018-12-24,7689
2018-12-25,7635
2018-12-26,7515
2018-12-27,7449
2018-12-28,7388
2018-12-29,7391
2018-12-30,7493
2018-12-31,7566
2019-01-01,7668
2019-01-02,7596
2019-01-03,7471
2019-01-04,7406
2019-01-05,7433
2019-01-06,7365
2019-01-08,7320
2019-01-10,7223
2019-01-11,7311
2019-01-12,7379
2019-01-13,7372
2019-01-14,7420
2019-01-15,7453
2019-01-16,7456
2019-01-17,7471
2019-01-18,7474
2019-01-19,7499
2019-01-20,7552
2019-01-21,7428
2019-01-22,7419
2019-01-23,7390
2019-01-24,7390
2019-01-25,7368
2019-01-26,7394
2019-01-27,7304
2019-01-28,7276
2019-01-29,7308
2019-01-30,7313
2019-01-31,7306
2019-02-01,7334
2019-02-02,7381
2019-02-03,7367
2019-02-04,7366
2019-02-05,7368
2019-02-06,7370
2019-02-07,7397
2019-02-08,7437
2019-02-09,7351
2019-02-10,7367
2019-02-11,7417
2019-02-12,7400
2019-02-13,7415
2019-02-14,7457
2019-02-15,7461
2019-02-16,7374
2019-02-17,7348
2019-02-18,7386
2019-02-19,7412
2019-02-20,7377
2019-02-21,7457
2019-02-22,7664
2019-02-23,7648
2019-02-24,7708
2019-02-25,7568
2019-02-26,7520
2019-02-27,7483
2019-02-28,7429
2019-03-01,7577
2019-03-02,7607
2019-03-03,7576
2019-03-04,7510
2019-03-05,7523
2019-03-06,7490
2019-03-07,7460
2019-03-08,7509
2019-03-09,7434
2019-03-10,7406
2019-03-11,7384
2019-03-12,7390
2019-03-13,7376
2019-03-14,7295
2019-03-15,7356
2019-03-16,7330
2019-03-17,7325
2019-03-18,7415
2019-03-19,7300
2019-03-20,7300
2019-03-21,7345
2019-03-22,7479
2019-03-23,7400
2019-03-24,7371
2019-03-25,7389
2019-03-26,7308
2019-03-27,7333
2019-03-28,7310
2019-03-29,7286
2019-03-30,7286
2019-03-31,7339
2019-04-01,7284
2019-04-02,7268
2019-04-03,7266
2019-04-04,7322
