date_obj,Magic%20shortbow price
2019-08-31,831
2019-09-01,851
2019-09-02,834
2019-09-03,847
2019-09-04,814
2019-09-05,823
2019-09-06,829
2019-09-07,810
2019-09-08,802
2019-09-09,818
2019-09-10,837
2019-09-11,839
2019-09-12,849
2019-09-13,882
2019-09-14,886
2019-09-15,882
2019-09-16,853
2019-09-17,854
2019-09-18,853
2019-09-19,857
2019-09-20,854
2019-09-21,850
2019-09-22,848
2019-09-23,850
2019-09-24,843
2019-09-25,846
2019-09-26,846
2019-09-27,849
2019-09-28,839
2019-09-29,836
2019-09-30,825
2019-10-01,818
2019-10-02,817
2019-10-03,816
2019-10-04,823
2019-10-05,821
2019-10-06,830
2019-10-07,844
2019-10-08,839
2019-10-09,832
2019-10-10,842
2019-10-11,847
2019-10-12,870
2019-10-13,851
2019-10-14,837
2019-10-15,854
2019-10-16,843
2019-10-17,832
2019-10-18,820
2019-10-19,808
2019-10-20,807
2019-10-21,799
2019-10-22,799
2019-10-23,817
2019-10-24,814
2019-10-25,810
2019-10-26,819
2019-10-27,813
2019-10-28,788
2019-10-29,786
2019-10-30,805
2019-10-31,826
2019-11-01,811
2019-11-02,809
2019-11-03,800
2019-11-04,774
2019-11-05,779
2019-11-06,788
2019-11-07,804
2019-11-08,808
2019-11-09,797
2019-11-10,797
2019-11-11,806
2019-11-12,809
2019-11-13,802
2019-11-14,814
2019-11-15,818
2019-11-16,821
2019-11-17,819
2019-11-18,808
2019-11-19,826
2019-11-20,814
2019-11-21,822
2019-11-22,818
2019-11-23,819
2019-11-24,815
2019-11-25,813
2019-11-26,809
2019-11-27,816
2019-11-28,814
2019-11-29,805
2019-11-30,809
2019-12-01,815
2019-12-02,837
2019-12-03,863
2019-12-04,891
2019-12-05,892
2019-12-06,873
2019-12-07,860
2019-12-08,855
2019-12-09,835
2019-12-10,803
2019-12-11,780
2019-12-12,783
2019-12-13,794
2019-12-14,799
2019-12-15,811
2019-12-16,818
2019-12-17,828
2019-12-18,846
2019-12-19,859
2019-12-20,836
2019-12-21,852
2019-12-22,828
2019-12-23,825
2019-12-24,855
2019-12-25,849
2019-12-26,892
2019-12-27,865
2019-12-28,844
2019-12-29,828
2019-12-30,809
2019-12-31,799
2020-01-01,781
2020-01-02,783
2020-01-03,766
2020-01-04,765
2020-01-05,784
2020-01-06,818
2020-01-07,848
2020-01-08,816
2020-01-09,797
2020-01-10,806
2020-01-11,772
2020-01-12,781
2020-01-13,800
2020-01-14,798
2020-01-15,816
2020-01-16,827
2020-01-17,847
2020-01-18,834
2020-01-19,830
2020-01-20,824
2020-01-21,833
2020-01-22,830
2020-01-23,826
2020-01-24,823
2020-01-25,813
2020-01-26,808
2020-01-27,821
2020-01-28,854
2020-01-29,888
2020-01-30,853
2020-01-31,833
2020-02-01,829
2020-02-02,824
2020-02-03,817
2020-02-04,820
2020-02-05,816
2020-02-06,798
2020-02-07,798
2020-02-08,790
2020-02-09,789
2020-02-10,792
2020-02-11,776
2020-02-12,774
2020-02-13,797
2020-02-14,788
2020-02-15,802
2020-02-16,785
2020-02-17,766
2020-02-18,762
2020-02-19,778
2020-02-20,792
2020-02-21,790
2020-02-22,783
2020-02-23,791
2020-02-24,778
2020-02-25,778
2020-02-26,795
2020-02-27,815
2020-02-28,820
2020-02-29,814
2020-03-01,818
2020-03-02,828
2020-03-03,856
2020-03-04,884
2020-03-05,864
2020-03-06,838
2020-03-07,828
2020-03-08,819
2020-03-09,819
2020-03-10,794
2020-03-11,801
2020-03-12,798
2020-03-13,806
2020-03-14,815
2020-03-15,823
2020-03-16,819
2020-03-17,812
2020-03-18,808
2020-03-19,796
2020-03-20,793
2020-03-21,805
2020-03-22,802
2020-03-23,784
2020-03-24,797
2020-03-25,781
2020-03-26,772
2020-03-27,776
2020-03-28,797
2020-03-29,793
2020-03-30,783
2020-03-31,781
2020-04-01,781
2020-04-02,776
2020-04-03,793
2020-04-04,811
2020-04-05,801
2020-04-06,808
2020-04-07,795
2020-04-08,802
2020-04-09,819
2020-04-10,817
2020-04-11,815
2020-04-12,815
2020-04-13,810
2020-04-14,817
2020-04-15,810
2020-04-16,809
2020-04-17,798
2020-04-18,788
2020-04-19,780
2020-04-20,798
2020-04-21,819
2020-04-22,818
2020-04-23,794
2020-04-24,796
2020-04-25,804
2020-04-26,809
2020-04-27,813
2020-04-28,819
2020-04-29,793
2020-04-30,799
2020-05-01,802
2020-05-02,808
2020-05-03,817
2020-05-04,833
2020-05-05,824
2020-05-06,831
2020-05-07,821
2020-05-08,827
2020-05-09,837
2020-05-10,850
2020-05-11,869
2020-05-12,839
2020-05-13,860
