date_obj,Pineapple%20pizza price
2019-08-11,838
2019-08-12,815
2019-08-13,814
2019-08-14,807
2019-08-15,811
2019-08-16,815
2019-08-17,820
2019-08-18,827
2019-08-19,833
2019-08-20,837
2019-08-21,862
2019-08-22,868
2019-08-23,892
2019-08-24,884
2019-08-24,884
2019-08-25,870
2019-08-25,870
2019-08-26,859
2019-08-26,859
2019-08-27,853
2019-08-27,853
2019-08-28,882
2019-08-29,882
2019-08-30,909
2019-08-31,916
2019-09-01,888
2019-09-02,860
2019-09-03,864
2019-09-04,861
2019-09-05,851
2019-09-06,823
2019-09-07,791
2019-09-08,753
2019-09-09,730
2019-09-10,706
2019-09-11,691
2019-09-12,686
2019-09-13,673
2019-09-14,674
2019-09-15,666
2019-09-16,667
2019-09-17,671
2019-09-18,678
2019-09-19,688
2019-09-20,709
2019-09-21,739
2019-09-22,746
2019-09-23,724
2019-09-24,726
2019-09-25,723
2019-09-26,716
2019-09-27,716
2019-09-28,713
2019-09-29,711
2019-09-30,693
2019-10-01,693
2019-10-02,684
2019-10-03,681
2019-10-04,672
2019-10-05,672
2019-10-06,670
2019-10-07,696
2019-10-08,731
2019-10-09,755
2019-10-10,761
2019-10-11,776
2019-10-12,800
2019-10-13,811
2019-10-14,806
2019-10-15,814
2019-10-16,791
2019-10-17,788
2019-10-18,771
2019-10-19,770
2019-10-20,761
2019-10-21,741
2019-10-22,721
2019-10-23,692
2019-10-24,689
2019-10-25,682
2019-10-26,675
2019-10-27,679
2019-10-28,684
2019-10-29,694
2019-10-30,725
2019-10-31,755
2019-11-01,742
2019-11-02,741
2019-11-03,760
2019-11-04,743
2019-11-05,725
2019-11-06,728
2019-11-07,724
2019-11-08,737
2019-11-09,760
2019-11-10,782
2019-11-11,819
2019-11-12,857
2019-11-13,898
2019-11-14,904
2019-11-15,888
2019-11-16,930
2019-11-17,971
2019-11-18,959
2019-11-19,931
2019-11-20,951
2019-11-21,904
2019-11-22,927
2019-11-23,952
2019-11-24,982
2019-11-25,976
2019-11-26,935
2019-11-27,921
2019-11-28,913
2019-11-29,922
2019-11-30,887
2019-12-01,867
2019-12-02,840
2019-12-03,803
2019-12-04,813
2019-12-05,796
2019-12-06,805
2019-12-07,788
2019-12-08,785
2019-12-09,808
2019-12-10,849
2019-12-11,873
2019-12-12,892
2019-12-13,868
2019-12-14,876
2019-12-15,865
2019-12-16,884
2019-12-17,866
2019-12-18,866
2019-12-19,857
2019-12-20,856
2019-12-21,876
2019-12-22,894
2019-12-23,897
2019-12-24,915
2019-12-25,941
2019-12-26,944
2019-12-27,972
2019-12-28,1009
2019-12-29,1019
2019-12-30,991
2019-12-31,963
2020-01-01,955
2020-01-02,933
2020-01-03,912
2020-01-04,872
2020-01-05,853
2020-01-06,828
2020-01-07,816
2020-01-08,830
2020-01-09,840
2020-01-10,861
2020-01-11,888
2020-01-12,896
2020-01-13,909
2020-01-14,906
2020-01-15,889
2020-01-16,887
2020-01-17,915
2020-01-18,933
2020-01-19,936
2020-01-20,924
2020-01-21,916
2020-01-22,921
2020-01-23,915
2020-01-24,910
2020-01-25,894
2020-01-26,862
2020-01-27,857
2020-01-28,838
2020-01-29,835
2020-01-30,817
2020-01-31,803
2020-02-01,777
2020-02-02,793
2020-02-03,810
2020-02-04,817
2020-02-05,817
2020-02-06,814
2020-02-07,831
2020-02-08,828
2020-02-09,834
2020-02-10,839
2020-02-11,875
2020-02-12,868
2020-02-13,864
2020-02-14,869
2020-02-15,870
2020-02-16,865
2020-02-17,856
2020-02-18,841
2020-02-19,825
2020-02-20,817
2020-02-21,810
2020-02-22,807
2020-02-23,801
2020-02-24,788
2020-02-25,821
2020-02-26,845
2020-02-27,839
2020-02-28,858
2020-02-29,862
2020-03-01,870
2020-03-02,846
2020-03-03,826
2020-03-04,817
2020-03-05,826
2020-03-06,831
2020-03-07,847
2020-03-08,843
2020-03-09,832
2020-03-10,851
2020-03-11,845
2020-03-12,861
2020-03-13,877
2020-03-14,868
2020-03-15,857
2020-03-16,848
2020-03-17,853
2020-03-18,855
2020-03-19,877
2020-03-20,884
2020-03-21,899
2020-03-22,894
2020-03-23,885
2020-03-24,920
2020-03-25,954
2020-03-26,975
2020-03-27,1001
2020-03-28,1001
2020-03-29,1003
2020-03-30,1001
2020-03-31,1043
2020-04-01,1089
2020-04-02,1144
2020-04-03,1202
2020-04-04,1262
2020-04-05,1326
2020-04-06,1306
2020-04-07,1241
2020-04-08,1204
2020-04-09,1196
2020-04-10,1185
2020-04-11,1217
2020-04-12,1214
2020-04-13,1156
2020-04-14,1117
2020-04-15,1126
2020-04-16,1155
2020-04-17,1126
2020-04-18,1106
2020-04-19,1093
2020-04-20,1068
2020-04-21,1054
2020-04-22,1023
2020-04-23,981
2020-04-24,988
2020-04-25,985
2020-04-26,981
2020-04-27,990
2020-04-28,982
2020-04-29,966
2020-04-30,945
2020-05-01,942
2020-05-02,962
2020-05-03,978
2020-05-04,974
2020-05-05,962
2020-05-06,939
2020-05-07,898
2020-05-08,889
2020-05-09,876
2020-05-10,867
2020-05-11,865
2020-05-12,865
2020-05-13,875
