date_obj,Black%20platebody price
2019-03-25,4161
2019-03-26,4232
2019-03-27,4385
2019-03-28,4437
2019-03-29,4383
2019-03-30,4324
2019-03-31,4279
2019-04-01,4204
2019-04-02,4168
2019-04-03,4176
2019-04-04,4250
2019-04-05,4336
2019-04-06,4419
2019-04-07,4405
2019-04-08,4578
2019-04-09,4605
2019-04-10,4496
2019-04-11,4319
2019-04-12,4279
2019-04-13,4214
2019-04-14,4114
2019-04-15,4048
2019-04-16,3997
2019-04-17,3868
2019-04-18,3715
2019-04-19,3652
2019-04-20,3553
2019-04-21,3385
2019-04-22,3278
2019-04-23,3228
2019-04-24,3231
2019-04-25,3199
2019-04-26,3162
2019-04-27,3081
2019-04-28,3045
2019-04-29,2975
2019-04-30,2892
2019-05-01,2797
2019-05-02,2763
2019-05-03,2729
2019-05-04,2734
2019-05-05,2713
2019-05-06,2715
2019-05-07,2653
2019-05-08,2618
2019-05-09,2640
2019-05-10,2628
2019-05-11,2625
2019-05-12,2625
2019-05-13,2697
2019-05-14,2750
2019-05-15,2735
2019-05-16,2771
2019-05-17,2835
2019-05-18,2876
2019-05-19,2892
2019-05-20,2852
2019-05-21,2753
2019-05-22,2784
2019-05-23,2818
2019-05-24,2829
2019-05-25,2827
2019-05-26,2808
2019-05-27,2785
2019-05-28,2745
2019-05-29,2685
2019-05-30,2629
2019-05-31,2593
2019-06-01,2542
2019-06-02,2498
2019-06-03,2425
2019-06-04,2415
2019-06-05,2454
2019-06-06,2490
2019-06-07,2464
2019-06-08,2505
2019-06-09,2487
2019-06-10,2458
2019-06-11,2400
2019-06-12,2391
2019-06-13,2432
2019-06-14,2414
2019-06-15,2396
2019-06-16,2356
2019-06-17,2365
2019-06-18,2409
2019-06-19,2479
2019-06-20,2503
2019-06-21,2522
2019-06-22,2470
2019-06-23,2447
2019-06-24,2415
2019-06-25,2346
2019-06-26,2308
2019-06-27,2267
2019-06-28,2254
2019-06-29,2198
2019-06-30,2183
2019-07-01,2209
2019-07-02,2257
2019-07-03,2233
2019-07-04,2175
2019-07-05,2258
2019-07-06,2335
2019-07-07,2386
2019-07-08,2461
2019-07-09,2489
2019-07-10,2448
2019-07-11,2488
2019-07-12,2527
2019-07-13,2577
2019-07-14,2610
2019-07-15,2618
2019-07-16,2624
2019-07-17,2651
2019-07-18,2644
2019-07-19,2624
2019-07-20,2647
2019-07-21,2709
2019-07-22,2786
2019-07-23,2833
2019-07-24,2815
2019-07-25,2787
2019-07-26,2856
2019-07-27,2841
2019-07-28,2822
2019-07-29,2772
2019-07-30,2648
2019-07-31,2573
2019-08-01,2651
2019-08-02,2628
2019-08-03,2651
2019-08-04,2629
2019-08-05,2700
2019-08-06,2707
2019-08-07,2711
2019-08-08,2612
2019-08-09,2606
2019-08-10,2675
2019-08-11,2695
2019-08-12,2696
2019-08-13,2726
2019-08-14,2686
2019-08-15,2658
2019-08-16,2692
2019-08-17,2736
2019-08-18,2780
2019-08-19,2820
2019-08-20,2836
2019-08-21,2840
2019-08-22,2881
2019-08-23,2921
2019-08-24,2934
2019-08-24,2934
2019-08-25,2924
2019-08-25,2924
2019-08-26,2934
2019-08-27,2943
2019-08-27,2943
2019-08-28,2929
2019-08-29,2939
2019-08-30,2920
2019-08-31,2949
2019-09-01,2943
2019-09-02,2938
2019-09-03,2953
2019-09-04,2991
2019-09-05,3057
2019-09-06,3097
2019-09-07,3247
2019-09-08,3286
2019-09-09,3318
2019-09-10,3359
2019-09-11,3328
2019-09-12,3328
2019-09-13,3239
2019-09-14,3158
2019-09-15,3034
2019-09-16,2936
2019-09-17,2909
2019-09-18,2913
2019-09-19,2907
2019-09-20,2848
2019-09-21,2908
2019-09-22,2956
2019-09-23,3000
2019-09-24,3014
2019-09-25,3001
2019-09-26,3053
2019-09-27,2970
2019-09-28,2937
2019-09-29,2880
2019-09-30,2800
2019-10-01,2828
2019-10-02,2897
2019-10-03,2956
2019-10-04,3025
2019-10-05,3061
2019-10-06,3064
2019-10-07,3082
2019-10-08,3168
2019-10-09,3251
2019-10-10,3267
2019-10-11,3294
2019-10-12,3235
2019-10-13,3240
2019-10-14,3295
2019-10-15,3200
2019-10-16,3267
2019-10-17,3358
2019-10-18,3404
2019-10-19,3463
2019-10-20,3606
2019-10-21,3672
2019-10-22,3696
2019-10-23,3623
2019-10-24,3711
2019-10-25,3782
2019-10-26,3788
2019-10-27,3759
2019-10-28,3813
2019-10-29,3838
2019-10-30,3837
2019-10-31,3900
2019-11-01,4059
2019-11-02,4120
2019-11-03,4304
2019-11-04,4277
2019-11-05,4085
2019-11-06,3950
2019-11-07,3844
2019-11-08,3758
2019-11-09,3769
2019-11-10,3708
2019-11-11,3639
2019-11-12,3601
2019-11-13,3587
2019-11-14,3542
2019-11-15,3511
2019-11-16,3546
2019-11-17,3584
2019-11-18,3502
2019-11-19,3518
2019-11-20,3534
2019-11-21,3570
2019-11-22,3607
2019-11-23,3645
2019-11-24,3659
2019-11-25,3715
2019-11-26,3619
2019-11-27,3559
2019-11-28,3577
2019-11-29,3540
2019-11-30,3552
2019-12-01,3633
2019-12-02,3652
2019-12-03,3698
2019-12-04,3716
2019-12-05,3731
2019-12-06,3720
2019-12-07,3805
2019-12-08,3885
2019-12-09,3832
2019-12-10,3821
2019-12-11,3787
2019-12-12,3887
2019-12-13,3984
2019-12-14,3915
2019-12-15,3847
2019-12-16,3774
2019-12-17,3796
2019-12-18,3866
2019-12-19,3770
2019-12-20,3710
2019-12-21,3664
2019-12-22,3711
2019-12-23,3844
2019-12-24,3836
2019-12-25,3796
2019-12-26,3887
2019-12-27,3975
2019-12-28,3949
2019-12-29,3941
2019-12-30,4014
2019-12-31,4006
2020-01-01,3976
2020-01-02,3940
2020-01-03,3912
2020-01-04,3959
2020-01-05,3873
2020-01-06,3816
2020-01-07,3742
2020-01-08,3713
2020-01-09,3716
2020-01-10,3735
2020-01-11,3796
2020-01-12,3728
2020-01-13,3637
2020-01-14,3699
2020-01-15,3720
2020-01-16,3672
2020-01-17,3677
2020-01-18,3711
2020-01-19,3665
2020-01-20,3586
2020-01-21,3619
2020-01-22,3608
2020-01-23,3601
2020-01-24,3594
2020-01-25,3555
2020-01-26,3522
2020-01-27,3570
2020-01-28,3575
2020-01-29,3582
2020-01-30,3486
2020-01-31,3435
2020-02-01,3459
2020-02-02,3482
2020-02-03,3477
2020-02-04,3564
2020-02-05,3627
2020-02-06,3598
2020-02-07,3603
2020-02-08,3689
2020-02-09,3691
2020-02-10,3658
2020-02-11,3572
2020-02-12,3562
2020-02-13,3536
2020-02-14,3535
2020-02-15,3531
2020-02-16,3478
2020-02-17,3505
2020-02-18,3400
2020-02-19,3384
2020-02-20,3360
2020-02-21,3287
2020-02-22,3341
2020-02-23,3360
2020-02-24,3418
2020-02-25,3479
2020-02-26,3521
2020-02-27,3593
2020-02-28,3661
2020-02-29,3586
2020-03-01,3503
2020-03-02,3427
2020-03-03,3460
2020-03-04,3490
2020-03-05,3473
2020-03-06,3440
2020-03-07,3465
2020-03-08,3515
2020-03-09,3592
2020-03-10,3627
2020-03-11,3643
2020-03-12,3702
2020-03-13,3698
2020-03-14,3625
2020-03-15,3488
2020-03-16,3422
2020-03-17,3397
2020-03-18,3321
2020-03-19,3330
2020-03-20,3273
2020-03-21,3358
2020-03-22,3396
2020-03-23,3449
2020-03-24,3492
2020-03-25,3426
2020-03-26,3434
2020-03-27,3439
2020-03-28,3394
2020-03-29,3360
2020-03-30,3393
2020-03-31,3481
2020-04-01,3529
2020-04-02,3576
2020-04-03,3601
2020-04-04,3609
2020-04-05,3575
2020-04-06,3630
2020-04-07,3686
2020-04-08,3625
2020-04-09,3632
2020-04-10,3741
2020-04-11,3711
2020-04-12,3703
2020-04-13,3671
2020-04-14,3690
2020-04-15,3621
2020-04-16,3602
2020-04-17,3631
2020-04-18,3650
2020-04-19,3689
2020-04-20,3736
2020-04-21,3703
2020-04-22,3685
2020-04-23,3655
2020-04-24,3632
2020-04-25,3600
2020-04-26,3548
2020-04-27,3505
2020-04-28,3529
2020-04-29,3528
2020-04-30,3553
2020-05-01,3549
2020-05-02,3556
2020-05-03,3563
2020-05-04,3603
2020-05-05,3626
2020-05-06,3668
2020-05-07,3689
2020-05-08,3773
2020-05-09,3810
2020-05-10,3779
2020-05-11,3769
2020-05-12,3757
2020-05-13,3741
