date_obj,Dragon%20harpoon price
2017-05-29,9626433
2017-05-30,9769295
2017-05-31,9838863
2017-06-01,10041788
2017-06-02,9893881
2017-06-03,9528885
2017-06-04,9374836
2017-06-05,9340102
2017-06-06,9367981
2017-06-07,9470707
2017-06-08,9550940
2017-06-09,9719020
2017-06-10,9923868
2017-06-11,9813784
2017-06-12,9364728
2017-06-13,9263169
2017-06-14,9265861
2017-06-15,9508342
2017-06-16,9950283
2017-06-17,10107872
2017-06-18,10091155
2017-06-19,10100239
2017-06-20,10368926
2017-06-21,10822010
2017-06-22,11363029
2017-06-23,11912033
2017-06-24,12255356
2017-06-25,12177645
2017-06-26,11782466
2017-06-27,12000127
2017-06-28,12600134
2017-06-29,13183943
2017-06-30,13228703
2017-07-01,13833972
2017-07-02,14498498
2017-07-03,14673971
2017-07-04,14403986
2017-07-05,13683786
2017-07-06,12999603
2017-07-07,12349622
2017-07-08,11732140
2017-07-13,9472778
2017-07-14,9304156
2017-07-15,8891655
2017-07-16,8506302
2017-07-17,8158851
2017-07-18,7959444
2017-07-19,7682333
2017-07-20,7405360
2017-07-21,7225502
2017-07-22,7379299
2017-07-23,7639616
2017-07-24,7565179
2017-07-25,7665771
2017-07-26,7549249
2017-07-27,7539593
2017-07-28,7710849
2017-07-29,7794449
2017-07-30,7752449
2017-07-31,7834614
2017-08-01,7975045
2017-08-02,8110136
2017-08-03,8186790
2017-08-04,8105409
2017-08-05,8076537
2017-08-06,8196003
2017-08-09,8507291
2017-08-10,8419667
2017-08-11,8327659
2017-08-12,8181182
2017-08-13,8224778
2017-08-14,8131402
2017-08-15,7942951
2017-08-16,7598292
2017-08-17,7310257
2017-08-18,7299720
2017-08-19,7342136
2017-08-20,7510358
2017-08-21,7707304
2017-08-22,7779697
2017-08-23,7650933
2017-08-24,7602995
2017-08-25,7522101
2017-08-26,7605176
2017-08-27,7752968
2017-08-28,7875398
2017-08-29,8096638
2017-08-30,8431490
2017-08-31,8533098
2017-09-01,8194653
2017-09-03,7678880
2017-09-04,7676155
2017-09-05,7760801
2017-09-06,8064738
2017-09-07,8029617
2017-09-08,7988250
2017-09-09,7930048
2017-09-10,7847919
2017-09-11,7866022
2017-09-12,7828263
2017-09-13,7891616
2017-09-14,8016032
2017-09-15,8171989
2017-09-16,8277884
2017-09-17,8212566
2017-09-18,8159603
2017-09-19,8120261
2017-09-20,8084752
2017-09-21,8049961
2017-09-22,8040571
2017-09-23,7981647
2017-09-24,7981692
2017-09-25,8081715
2017-09-26,8196329
2017-09-27,8454981
2017-09-28,8707251
2017-09-29,8987785
2017-09-30,8927536
2017-10-01,8691536
2017-10-02,8662974
2017-10-03,8600346
2017-10-04,8332476
2017-10-05,8027494
2017-10-06,7794858
2017-10-07,7762616
2017-10-08,7798449
2017-10-09,7841319
2017-10-10,7831993
2017-10-11,7800234
2017-10-12,7775900
2017-10-13,7856073
2017-10-14,7974252
2017-10-15,7976372
2017-10-16,8098529
2017-10-17,8318541
2017-10-18,8036757
2017-10-19,7859226
2017-10-20,7834080
2017-10-21,7737153
2017-10-22,7620417
2017-10-23,7538950
2017-10-24,7593929
2017-10-25,7479828
2017-10-26,7274386
2017-10-27,6952705
2017-10-28,6661900
2017-10-29,6424513
2017-10-30,6200859
2017-10-31,6082550
2017-11-01,6220067
2017-11-02,6406877
2017-11-03,6458988
2017-11-04,6430604
2017-11-05,6310382
2017-11-06,6306319
2017-11-07,6304075
2017-11-08,6190033
2017-11-09,6040199
2017-11-10,5952869
2017-11-11,5933869
2017-11-12,5986718
2017-11-13,5857709
2017-11-14,5733508
2017-11-15,5692453
2017-11-16,5659590
2017-11-17,5571218
2017-11-18,5509711
2017-11-19,5358197
2017-11-20,5113062
2017-11-21,4969666
2017-11-22,4846701
2017-11-23,4813141
2017-11-24,4654282
2017-11-25,4429480
2017-11-26,4315990
2017-11-27,4243316
2017-11-28,4321738
2017-11-29,4527461
2017-11-30,4663938
2017-12-01,4709717
2017-12-02,4790949
2017-12-03,5028725
2017-12-04,5280108
2017-12-05,5314052
2017-12-06,5563045
2017-12-07,5593466
2017-12-08,5582848
2017-12-09,5363414
2017-12-10,5372008
2017-12-11,5499814
2017-12-12,5646791
2017-12-13,5858454
2017-12-14,5908775
2017-12-15,5869086
2017-12-16,5822895
2017-12-17,5828930
2017-12-18,6027071
2017-12-19,5993201
2017-12-20,5919711
2017-12-21,5887009
2017-12-22,5788275
2017-12-23,5749892
2017-12-24,5743562
2017-12-25,5869056
2017-12-26,5883712
2017-12-27,5817908
2017-12-28,5662590
2017-12-29,5515400
2017-12-30,5455635
2017-12-31,5429194
2018-01-01,5524866
2018-01-02,5375072
2018-01-03,5157984
2018-01-04,4901307
2018-01-05,4683935
2018-01-06,4498981
2018-01-07,4284167
2018-01-08,4089136
2018-01-09,3899136
2018-01-10,4013824
2018-01-11,4110755
2018-01-12,4248061
2018-01-13,4405247
2018-01-14,4487297
2018-01-15,4697765
2018-01-16,4848231
2018-01-17,5071842
2018-01-18,4932831
2018-01-19,4824604
2018-01-20,4665196
2018-01-21,4706529
2018-01-22,4752484
2018-01-23,4865985
2018-01-25,5023280
2018-01-26,5212870
2018-01-27,5095992
2018-01-28,5047824
2018-01-29,4968080
2018-01-30,4907559
2018-01-31,4894256
2018-02-01,4789200
2018-02-02,4793857
2018-02-03,4684126
2018-02-04,4649013
2018-02-05,4498550
2018-02-06,4439611
2018-02-07,4465558
2018-02-08,4504028
2018-02-09,4633027
2018-02-10,4737675
2018-02-11,4888681
2018-02-12,4900558
2018-02-13,4817021
2018-02-14,4702887
2018-02-15,4726820
2018-02-16,4695704
2018-02-17,4649109
2018-02-18,4497260
2018-02-19,4562847
2018-02-20,4563737
2018-02-21,4608286
2018-02-22,4731664
2018-02-23,4867924
2018-02-24,4880044
2018-02-25,5037874
2018-02-26,5097070
2018-02-27,5044539
2018-02-28,4974974
2018-03-01,4846744
2018-03-02,4793969
2018-03-03,4728763
2018-03-04,4727125
2018-03-05,4771043
2018-03-06,5005053
2018-03-07,5135490
2018-03-08,5105144
2018-03-09,5064114
2018-03-10,5120182
2018-03-11,5187775
2018-03-12,5135573
2018-03-13,5254552
2018-03-14,5371046
2018-03-15,5356500
2018-03-16,5313893
2018-03-17,5170925
2018-03-18,5063143
2018-03-20,5018149
2018-03-21,4963617
2018-03-23,4882945
2018-03-24,4910352
2018-03-25,5056860
2018-03-26,4948245
2018-03-27,4834132
2018-03-28,4789685
2018-03-29,4853243
2018-03-30,4983787
2018-03-31,5029706
2018-04-01,5098564
2018-04-02,5013461
2018-04-03,4905501
2018-04-04,4912803
2018-04-05,4880597
2018-04-06,4816556
2018-04-07,4621314
2018-04-08,4531163
2018-04-09,4515707
2018-04-10,4516788
2018-04-11,4477759
2018-04-12,4601237
2018-04-13,4695347
2018-04-14,4692746
2018-04-15,4632741
2018-04-16,4540135
2018-04-17,4468349
2018-04-18,4454049
2018-04-19,4468106
2018-04-20,4458103
2018-04-21,4442482
2018-04-22,4392418
2018-04-23,4361217
2018-04-24,4289536
2018-04-25,4258199
2018-04-26,4262000
2018-04-27,4266637
2018-04-28,4197188
2018-04-29,4172256
2018-04-30,4221378
2018-05-01,4295930
2018-05-03,4246091
2018-05-05,4200385
2018-05-07,4179978
2018-05-08,4162970
2018-05-09,3989860
2018-05-10,3925970
2018-05-11,3945255
2018-05-12,3952719
2018-05-13,4005916
2018-05-14,4001937
2018-05-15,3976441
2018-05-16,3974831
2018-05-17,3973905
2018-05-18,3955423
2018-05-19,3896106
2018-05-20,3887421
2018-05-21,3917252
2018-05-22,3910054
2018-05-23,3969680
2018-05-24,4115870
2018-05-25,4154468
2018-05-26,4103832
2018-05-27,4083879
2018-05-28,4159154
2018-05-29,4132082
2018-05-30,4243673
2018-05-31,4272588
2018-06-01,4419683
2018-06-02,4579908
2018-06-03,4677820
2018-06-04,4655293
2018-06-05,4590171
2018-06-06,4396937
2018-06-07,4177090
2018-06-08,3968235
2018-06-09,3776848
2018-06-10,3733685
2018-06-11,3719620
2018-06-12,3670491
2018-06-13,3633991
2018-06-14,3776677
2018-06-15,3868040
2018-06-16,3892075
2018-06-17,4057782
2018-06-18,4245006
2018-06-19,4357036
2018-06-20,4407183
2018-06-21,4397615
2018-06-22,4321907
2018-06-23,4289251
2018-06-24,4343163
2018-06-25,4451323
2018-06-26,4670657
2018-06-27,4883616
2018-06-28,4919009
2018-06-29,4853277
2018-06-30,4753234
2018-07-01,4655464
2018-07-02,4586431
2018-07-03,4505385
2018-07-04,4493620
2018-07-05,4492327
2018-07-06,4581624
2018-07-07,4807627
2018-07-08,5047132
2018-07-09,5293080
2018-07-10,5557734
2018-07-11,5832515
2018-07-12,6092749
2018-07-13,6081652
2018-07-14,6196728
2018-07-15,6307418
2018-07-16,6406617
2018-07-17,6389783
2018-07-18,6358779
2018-07-19,6341978
2018-07-20,6343128
2018-07-21,6321054
2018-07-22,6206032
2018-07-23,6054202
2018-07-24,5774795
2018-07-25,5536442
2018-07-26,5453286
2018-07-27,5281360
2018-07-28,5264718
2018-07-29,5108061
2018-07-30,5115646
2018-07-31,5160840
2018-08-01,5284073
2018-08-02,5520264
2018-08-03,5736943
2018-08-04,5943004
2018-08-05,6116860
2018-08-06,6098369
2018-08-07,6270518
2018-08-08,6272675
2018-08-09,6155984
2018-08-10,6184465
2018-08-11,6153838
2018-08-12,6136422
2018-08-14,6152000
2018-08-16,6112247
2018-08-17,6073576
2018-08-18,6026315
2018-08-19,5999674
2018-08-20,5925025
2018-08-21,5858001
2018-08-22,5798328
2018-08-23,5752950
2018-08-24,5690684
2018-08-25,5656070
2018-08-26,5709188
2018-08-27,5681136
2018-08-28,5714848
2018-08-29,5838989
2018-08-30,5849148
2018-08-31,5932834
2018-09-01,6053034
2018-09-02,6090200
2018-09-03,5996329
2018-09-04,5970154
2018-09-05,5951300
2018-09-06,5918333
2018-09-07,5963219
2018-09-08,5949208
2018-09-09,5961278
2018-09-10,5975032
2018-09-11,6268484
2018-09-12,6395553
2018-09-13,6395361
2018-09-14,6360864
2018-09-15,6307127
2018-09-16,6295019
2018-09-17,6282275
2018-09-18,6208295
2018-09-19,6179316
2018-09-20,6153354
2018-09-21,6120237
2018-09-22,5945231
2018-09-23,5879593
2018-09-24,5862152
2018-09-25,5813961
2018-09-26,5935446
2018-09-27,6055469
2018-09-28,6057726
2018-09-29,6031920
2018-09-30,6120973
2018-10-01,6087727
2018-10-02,6054142
2018-10-03,5964987
2018-10-04,5933055
2018-10-05,5948240
2018-10-06,5915066
2018-10-07,5852958
2018-10-08,5913011
2018-10-09,5912487
2018-10-10,5871894
2018-10-11,5852351
2018-10-12,5765557
2018-10-13,5735731
2018-10-14,5640697
2018-10-15,5625447
2018-10-16,5537996
2018-10-17,5439374
2018-10-18,5362952
2018-10-19,5304645
2018-10-20,5281053
2018-10-21,5248742
2018-10-22,5218965
2018-10-23,5225380
2018-10-24,5217116
2018-10-25,5215489
2018-10-26,5209021
2018-10-27,5150563
2018-10-28,5141926
2018-10-29,5191271
2018-10-30,5373725
2018-10-31,5638499
2018-11-01,5920424
2018-11-03,6518638
2018-11-04,6843150
2018-11-05,7165416
2018-11-06,7207926
2018-11-07,7450833
2018-11-08,7740487
2018-11-09,8026699
2018-11-10,8313328
2018-11-11,7921608
2018-11-12,7544141
2018-11-13,7261328
2018-11-14,6938717
2018-11-15,6704491
2018-11-16,6605631
2018-11-17,6599836
2018-11-18,6530902
2018-11-19,6800304
2018-11-20,7102028
2018-11-21,7207858
2018-11-22,7222038
2018-11-23,7151597
2018-11-24,7037958
2018-11-25,6898610
2018-11-26,6937856
2018-11-27,6933772
2018-11-28,6984270
2018-11-29,7043510
2018-12-01,7156788
2018-12-02,7168692
2018-12-03,7188402
2018-12-04,7327860
2018-12-05,7385102
2018-12-07,7469664
2018-12-09,7502643
2018-12-10,7487865
2018-12-11,7430660
2018-12-12,7459460
2018-12-13,7426560
2018-12-14,7341583
2018-12-15,7100084
2018-12-16,6889505
2018-12-17,6762938
2018-12-18,6585051
2018-12-19,6337640
2018-12-20,6244234
2018-12-21,6153936
2018-12-22,6069254
2018-12-23,6052240
2018-12-24,5998496
2018-12-25,6042014
2018-12-26,6057118
2018-12-27,6152998
2018-12-28,6177728
2018-12-29,6131998
2018-12-30,6109156
2018-12-31,6083296
2019-01-01,6118026
2019-01-02,6133863
2019-01-03,6223934
2019-01-04,6277709
2019-01-05,6151564
2019-01-06,6019111
2019-01-08,5930953
2019-01-10,5566399
2019-01-11,5288079
2019-01-12,5023675
2019-01-13,1947634
2019-01-14,1850300
2019-01-15,1868154
2019-01-16,1935195
2019-01-17,1975659
2019-01-18,1932990
2019-01-19,1838899
2019-01-20,1746956
2019-01-21,1659608
2019-01-22,1576627
2019-01-23,1497795
2019-01-24,1422905
2019-01-25,1351759
2019-01-26,1284171
2019-01-27,1219962
2019-01-28,1158963
2019-01-29,1101072
2019-01-30,1055926
2019-01-31,1041017
2019-02-01,1067946
2019-02-02,1066481
2019-02-03,1051803
2019-02-04,1017397
2019-02-05,984716
2019-02-06,942275
2019-02-07,895463
2019-02-08,850689
2019-02-09,808154
2019-02-10,767746
2019-02-11,729415
2019-02-12,692944
2019-02-13,660007
2019-02-14,635975
2019-02-15,608863
2019-02-16,580366
2019-02-17,561840
2019-02-18,539247
2019-02-19,551034
2019-02-20,577097
2019-02-21,604808
2019-02-22,635049
2019-02-23,666794
2019-02-24,700134
2019-02-25,734999
2019-02-26,771749
2019-02-27,810337
2019-02-28,850767
2019-03-01,882987
2019-03-02,882139
2019-03-03,874436
2019-03-04,847518
2019-03-05,832115
2019-03-06,810503
2019-03-07,788168
2019-03-08,760734
2019-03-09,737793
2019-03-10,717141
2019-03-11,688885
2019-03-12,660067
2019-03-13,659793
2019-03-14,654901
2019-03-15,661745
2019-03-16,656196
2019-03-17,671666
2019-03-18,686486
2019-03-19,695334
2019-03-20,720442
2019-03-21,731223
2019-03-22,735489
2019-03-23,715338
2019-03-24,688935
2019-03-25,665171
2019-03-26,649319
2019-03-27,642115
2019-03-28,628699
2019-03-29,605231
2019-03-30,593549
2019-03-31,576576
2019-04-01,557757
2019-04-02,542930
2019-04-03,538107
2019-04-04,534101
2019-04-05,535218
2019-04-06,533080
2019-04-07,528825
2019-04-08,521310
2019-04-09,499278
2019-04-10,482070
2019-04-11,473160
2019-04-12,474867
2019-04-13,477438
2019-04-14,497747
2019-04-15,522557
2019-04-16,548648
2019-04-17,575366
2019-04-18,596805
2019-04-19,620130
2019-04-20,644825
2019-04-21,663576
2019-04-22,657213
2019-04-23,642884
2019-04-24,626832
2019-04-25,599107
2019-04-26,570896
2019-04-27,546823
2019-04-28,537171
2019-04-29,544876
2019-04-30,551224
2019-05-01,541548
2019-05-02,543494
2019-05-03,543645
2019-05-04,544397
2019-05-05,531347
2019-05-06,527852
2019-05-07,532704
2019-05-08,538042
2019-05-09,550468
2019-05-10,566038
2019-05-11,556572
2019-05-12,537866
2019-05-13,537938
2019-05-14,542313
2019-05-15,547754
2019-05-16,546418
2019-05-17,556512
2019-05-18,557269
2019-05-19,560053
2019-05-20,573052
2019-05-21,579279
2019-05-22,590144
2019-05-23,592159
2019-05-24,605316
2019-05-25,608924
2019-05-26,631099
2019-05-27,642756
2019-05-28,644565
2019-05-29,630455
2019-05-30,616382
2019-05-31,601727
2019-06-01,581451
2019-06-02,558317
2019-06-03,538847
2019-06-04,529829
2019-06-05,539635
2019-06-06,562179
2019-06-07,576335
2019-06-08,582687
2019-06-09,584273
2019-06-10,578934
2019-06-11,578416
2019-06-12,583846
2019-06-13,579744
2019-06-14,579685
2019-06-15,576121
2019-06-16,569245
2019-06-17,575157
2019-06-18,575402
2019-06-19,572028
2019-06-20,570394
2019-06-21,563558
2019-06-22,552137
2019-06-23,535805
2019-06-24,520210
2019-06-25,501636
2019-06-26,503662
2019-06-27,520972
2019-06-28,535405
2019-06-29,524584
2019-06-30,533057
2019-07-01,546587
2019-07-02,555672
2019-07-03,567795
2019-07-04,569855
2019-07-05,576118
2019-07-06,585283
2019-07-07,583953
2019-07-08,580472
2019-07-09,584944
2019-07-10,590670
2019-07-11,595574
2019-07-12,601470
2019-07-13,607854
2019-07-14,618144
2019-07-15,622506
2019-07-16,638899
2019-07-17,669268
2019-07-18,697214
2019-07-19,701963
2019-07-20,696112
2019-07-21,674112
2019-07-22,658492
2019-07-23,653836
2019-07-24,671791
2019-07-25,642863
2019-07-26,610719
2019-07-27,580183
2019-07-28,551173
2019-07-29,523852
2019-07-30,499892
2019-07-31,482422
2019-08-01,470718
2019-08-02,456410
2019-08-03,449535
2019-08-04,443730
2019-08-05,445961
2019-08-06,458637
2019-08-07,451459
2019-08-08,448785
2019-08-09,440713
2019-08-10,442816
2019-08-11,443361
2019-08-12,437005
2019-08-13,429058
2019-08-14,418584
2019-08-15,411712
2019-08-16,414074
2019-08-17,424778
2019-08-18,419290
2019-08-19,429662
2019-08-20,445953
2019-08-21,460527
2019-08-22,461551
2019-08-23,461901
2019-08-24,458130
2019-08-24,458130
2019-08-25,467698
2019-08-25,467698
2019-08-26,481047
2019-08-27,482591
2019-08-27,482591
2019-08-28,492099
2019-08-29,508166
2019-08-30,511991
2019-08-31,505259
2019-09-01,513317
2019-09-02,513292
2019-09-03,510441
2019-09-04,501900
2019-09-05,490803
2019-09-06,484306
2019-09-07,472267
2019-09-08,468795
2019-09-09,468520
2019-09-10,462834
2019-09-11,463529
2019-09-12,452785
2019-09-13,453813
2019-09-14,460734
2019-09-15,464200
2019-09-16,461832
2019-09-17,461885
2019-09-18,468228
2019-09-19,468897
2019-09-20,463427
2019-09-21,462912
2019-09-22,458808
2019-09-23,452912
2019-09-24,447152
2019-09-25,448424
2019-09-26,453871
2019-09-27,456685
2019-09-28,453473
2019-09-29,449679
2019-09-30,450310
2019-10-01,446211
2019-10-02,445673
2019-10-03,443910
2019-10-04,445788
2019-10-05,443985
2019-10-06,442271
2019-10-07,444802
2019-10-08,446217
2019-10-09,445671
2019-10-10,437816
2019-10-11,431355
2019-10-12,424780
2019-10-13,416330
2019-10-14,408236
2019-10-15,402535
2019-10-16,393967
2019-10-17,390172
2019-10-18,390234
2019-10-19,393154
2019-10-20,405416
2019-10-21,417814
2019-10-22,431912
2019-10-23,437047
2019-10-24,435855
2019-10-25,436289
2019-10-26,444086
2019-10-27,442452
2019-10-28,440218
2019-10-29,441994
2019-10-30,445081
2019-10-31,450609
2019-11-01,449500
2019-11-02,445923
2019-11-03,442069
2019-11-04,440654
2019-11-05,441428
2019-11-06,447295
2019-11-07,451727
2019-11-08,466618
2019-11-09,474026
2019-11-10,482979
2019-11-11,483852
2019-11-12,493642
2019-11-13,495214
2019-11-14,503515
2019-11-15,514639
2019-11-16,531103
2019-11-17,541550
2019-11-18,561820
2019-11-19,589774
2019-11-20,608586
2019-11-21,615595
2019-11-22,612389
2019-11-23,597259
2019-11-24,598200
2019-11-25,600219
2019-11-26,601390
2019-11-27,596954
2019-11-28,605326
2019-11-29,607533
2019-11-30,601772
2019-12-01,587582
2019-12-02,577461
2019-12-03,564074
2019-12-04,550121
2019-12-05,535131
2019-12-06,532424
2019-12-07,517939
2019-12-08,512714
2019-12-09,513635
2019-12-10,500709
2019-12-11,496485
2019-12-12,491672
2019-12-13,478083
2019-12-14,463074
2019-12-15,457388
2019-12-16,456050
2019-12-17,457218
2019-12-18,460809
2019-12-19,468571
2019-12-20,475999
2019-12-21,483168
2019-12-22,491074
2019-12-23,493905
2019-12-24,481517
2019-12-25,478897
2019-12-26,476815
2019-12-27,476379
2019-12-28,470334
2019-12-29,471122
2019-12-30,465667
2019-12-31,463376
2020-01-01,466386
2020-01-02,467601
2020-01-03,467308
2020-01-04,466712
2020-01-05,469331
2020-01-06,471784
2020-01-07,475377
2020-01-08,480465
2020-01-09,489448
2020-01-10,491662
2020-01-11,487022
2020-01-12,484704
2020-01-13,483719
2020-01-14,483878
2020-01-15,477281
2020-01-16,468646
2020-01-17,456556
2020-01-18,445623
2020-01-19,440049
2020-01-20,428962
2020-01-21,420277
2020-01-22,424143
2020-01-23,425560
2020-01-24,421607
2020-01-25,414749
2020-01-26,413023
2020-01-27,412124
2020-01-28,411776
2020-01-29,414457
2020-01-30,413227
2020-01-31,416739
2020-02-01,420978
2020-02-02,421754
2020-02-03,423265
2020-02-04,426108
2020-02-05,431472
2020-02-06,432932
2020-02-07,424896
2020-02-08,417746
2020-02-09,414523
2020-02-10,410379
2020-02-11,413081
2020-02-12,410495
2020-02-13,408456
2020-02-14,414557
2020-02-15,417084
2020-02-16,415300
2020-02-17,418113
2020-02-18,416228
2020-02-19,415012
2020-02-20,415483
2020-02-21,414900
2020-02-22,415740
2020-02-23,420860
2020-02-24,420271
2020-02-25,422250
2020-02-26,428680
2020-02-27,431809
2020-02-28,425900
2020-02-29,424267
2020-03-01,426268
2020-03-02,425805
2020-03-03,436834
2020-03-04,438333
2020-03-05,440883
2020-03-06,448841
2020-03-07,453568
2020-03-08,455026
2020-03-09,459760
2020-03-10,463027
2020-03-11,465373
2020-03-12,478837
2020-03-13,489081
2020-03-14,497681
2020-03-15,507443
2020-03-16,527357
2020-03-17,543016
2020-03-18,567550
2020-03-19,593307
2020-03-20,620249
2020-03-21,636537
2020-03-22,653237
2020-03-23,685280
2020-03-24,707249
2020-03-25,736955
2020-03-26,749626
2020-03-27,763095
2020-03-28,751793
2020-03-29,720276
2020-03-30,695094
2020-03-31,671469
2020-04-01,658735
2020-04-02,648819
2020-04-03,640071
2020-04-04,630676
2020-04-05,618667
2020-04-06,614662
2020-04-07,618167
2020-04-08,635095
2020-04-09,655879
2020-04-10,661589
2020-04-11,672575
2020-04-12,674855
2020-04-13,674438
2020-04-14,675173
2020-04-15,674383
2020-04-16,674179
2020-04-17,667088
2020-04-18,663788
2020-04-19,659817
2020-04-20,653829
2020-04-21,650285
2020-04-22,641823
2020-04-23,635864
2020-04-24,634281
2020-04-25,623330
2020-04-26,618794
2020-04-27,615031
2020-04-28,623999
2020-04-29,645754
2020-04-30,651725
2020-05-01,639723
2020-05-02,633709
2020-05-03,619002
2020-05-04,611833
2020-05-05,601704
2020-05-06,584025
2020-05-07,567089
2020-05-08,559055
2020-05-09,538247
2020-05-10,522272
2020-05-11,508028
2020-05-12,500121
2020-05-13,507795
