date_obj,Red%20gloves price
2019-06-21,969
2019-06-22,956
2019-06-23,959
2019-06-24,963
2019-06-25,983
2019-06-26,990
2019-06-27,982
2019-06-28,988
2019-06-29,973
2019-06-30,949
2019-07-01,946
2019-07-02,936
2019-07-03,912
2019-07-04,892
2019-07-05,908
2019-07-06,921
2019-07-07,923
2019-07-08,912
2019-07-09,909
2019-07-10,928
2019-07-11,946
2019-07-12,945
2019-07-13,936
2019-07-14,919
2019-07-15,922
2019-07-16,921
2019-07-17,928
2019-07-18,918
2019-07-19,942
2019-07-20,934
2019-07-21,921
2019-07-22,939
2019-07-23,964
2019-07-24,1000
2019-07-25,1050
2019-07-26,1085
2019-07-27,1087
2019-07-28,1074
2019-07-29,1074
2019-07-30,1115
2019-07-31,1123
2019-08-01,1091
2019-08-02,1104
2019-08-03,1090
2019-08-04,1069
2019-08-05,1055
2019-08-06,1067
2019-08-07,1076
2019-08-08,1069
2019-08-09,1085
2019-08-10,1098
2019-08-11,1113
2019-08-12,1148
2019-08-13,1159
2019-08-14,1132
2019-08-15,1112
2019-08-16,1068
2019-08-17,1051
2019-08-18,1014
2019-08-19,1004
2019-08-20,972
2019-08-21,959
2019-08-22,964
2019-08-23,991
2019-08-24,1001
2019-08-24,1001
2019-08-25,1005
2019-08-25,1005
2019-08-26,1005
2019-08-26,1005
2019-08-27,1022
2019-08-27,1022
2019-08-28,993
2019-08-29,963
2019-08-30,940
2019-08-31,932
2019-09-01,924
2019-09-02,926
2019-09-03,950
2019-09-04,925
2019-09-05,914
2019-09-06,906
2019-09-07,917
2019-09-08,919
2019-09-09,920
2019-09-10,903
2019-09-11,911
2019-09-12,905
2019-09-13,916
2019-09-14,911
2019-09-15,901
2019-09-16,908
2019-09-17,917
2019-09-18,940
2019-09-19,956
2019-09-20,944
2019-09-21,946
2019-09-22,922
2019-09-23,915
2019-09-24,915
2019-09-25,914
2019-09-26,926
2019-09-27,957
2019-09-28,984
2019-09-29,1006
2019-09-30,1025
2019-10-01,1033
2019-10-02,1043
2019-10-03,1051
2019-10-04,1099
2019-10-05,1113
2019-10-06,1108
2019-10-07,1094
2019-10-08,1095
2019-10-09,1095
2019-10-10,1073
2019-10-11,1075
2019-10-12,1047
2019-10-13,1029
2019-10-14,1019
2019-10-15,1023
2019-10-16,1016
2019-10-17,987
2019-10-18,963
2019-10-19,949
2019-10-20,963
2019-10-21,956
2019-10-22,965
2019-10-23,977
2019-10-24,984
2019-10-25,971
2019-10-26,957
2019-10-27,949
2019-10-28,930
2019-10-29,920
2019-10-30,912
2019-10-31,933
2019-11-01,893
2019-11-02,898
2019-11-03,919
2019-11-04,899
2019-11-05,899
2019-11-06,899
2019-11-07,908
2019-11-08,921
2019-11-09,931
2019-11-10,953
2019-11-11,956
2019-11-12,957
2019-11-13,971
2019-11-14,995
2019-11-15,1045
2019-11-16,1063
2019-11-17,1063
2019-11-18,1112
2019-11-19,1129
2019-11-20,1174
2019-11-21,1174
2019-11-22,1196
2019-11-23,1176
2019-11-24,1140
2019-11-25,1112
2019-11-26,1102
2019-11-27,1102
2019-11-28,1095
2019-11-29,1059
2019-11-30,1066
2019-12-01,1042
2019-12-02,1048
2019-12-03,1067
2019-12-04,1116
2019-12-05,1143
2019-12-06,1170
2019-12-07,1155
2019-12-08,1155
2019-12-09,1171
2019-12-10,1161
2019-12-11,1156
2019-12-12,1172
2019-12-13,1185
2019-12-14,1221
2019-12-15,1224
2019-12-16,1190
2019-12-17,1167
2019-12-18,1204
2019-12-19,1235
2019-12-20,1263
2019-12-21,1283
2019-12-22,1282
2019-12-23,1290
2019-12-24,1232
2019-12-25,1202
2019-12-26,1193
2019-12-27,1173
2019-12-28,1163
2019-12-29,1176
2019-12-30,1166
2019-12-31,1159
2020-01-01,1163
2020-01-02,1157
2020-01-03,1119
2020-01-04,1129
2020-01-05,1109
2020-01-06,1165
2020-01-07,1160
2020-01-08,1203
2020-01-09,1235
2020-01-10,1235
2020-01-11,1217
2020-01-12,1215
2020-01-13,1215
2020-01-14,1207
2020-01-15,1215
2020-01-16,1232
2020-01-17,1245
2020-01-18,1233
2020-01-19,1221
2020-01-20,1257
2020-01-21,1257
2020-01-22,1267
2020-01-23,1247
2020-01-24,1237
2020-01-25,1231
2020-01-26,1214
2020-01-27,1178
2020-01-28,1170
2020-01-29,1151
2020-01-30,1121
2020-01-31,1090
2020-02-01,1071
2020-02-02,1060
2020-02-03,1020
2020-02-04,1001
2020-02-05,990
2020-02-06,992
2020-02-07,993
2020-02-08,995
2020-02-09,1005
2020-02-10,1019
2020-02-11,1037
2020-02-12,1067
2020-02-13,1044
2020-02-14,1012
2020-02-15,979
2020-02-16,979
2020-02-17,970
2020-02-18,977
2020-02-19,987
2020-02-20,977
2020-02-21,977
2020-02-22,987
2020-02-23,981
2020-02-24,977
2020-02-25,980
2020-02-26,972
2020-02-27,962
2020-02-28,956
2020-02-29,956
2020-03-01,952
2020-03-02,946
2020-03-03,926
2020-03-04,918
2020-03-05,938
2020-03-06,984
2020-03-07,1033
2020-03-08,990
2020-03-09,953
2020-03-10,938
2020-03-11,952
2020-03-12,949
2020-03-13,938
2020-03-14,935
2020-03-15,952
2020-03-16,959
2020-03-17,949
2020-03-18,945
2020-03-19,945
2020-03-20,921
2020-03-21,926
2020-03-22,910
2020-03-23,898
2020-03-24,868
2020-03-25,871
2020-03-26,866
2020-03-27,870
2020-03-28,870
2020-03-29,859
2020-03-30,851
2020-03-31,859
2020-04-01,845
2020-04-02,847
2020-04-03,847
2020-04-04,839
2020-04-05,831
2020-04-06,810
2020-04-07,784
2020-04-08,782
2020-04-09,792
2020-04-10,793
2020-04-11,787
2020-04-12,763
2020-04-13,742
2020-04-14,715
2020-04-15,715
2020-04-16,713
2020-04-17,696
2020-04-18,692
2020-04-19,673
2020-04-20,671
2020-04-21,655
2020-04-22,634
2020-04-23,627
2020-04-24,631
2020-04-25,625
2020-04-26,617
2020-04-27,621
2020-04-28,621
2020-04-29,635
2020-04-30,643
2020-05-01,662
2020-05-02,676
2020-05-03,689
2020-05-04,704
2020-05-05,696
2020-05-06,706
2020-05-07,737
2020-05-08,757
2020-05-09,772
2020-05-10,780
2020-05-11,793
2020-05-12,813
2020-05-13,823
