date_obj,Yellow%20dye price
2019-09-07,294
2019-09-08,304
2019-09-09,310
2019-09-10,318
2019-09-11,313
2019-09-12,316
2019-09-13,316
2019-09-14,309
2019-09-15,306
2019-09-16,303
2019-09-17,315
2019-09-18,300
2019-09-19,290
2019-09-20,300
2019-09-21,303
2019-09-22,303
2019-09-23,291
2019-09-24,276
2019-09-25,273
2019-09-26,283
2019-09-27,279
2019-09-28,282
2019-09-29,280
2019-09-30,274
2019-10-01,260
2019-10-02,247
2019-10-03,234
2019-10-04,222
2019-10-05,210
2019-10-06,200
2019-10-07,198
2019-10-08,198
2019-10-09,197
2019-10-10,191
2019-10-11,189
2019-10-12,193
2019-10-13,194
2019-10-14,194
2019-10-15,193
2019-10-16,194
2019-10-17,195
2019-10-18,186
2019-10-19,194
2019-10-20,203
2019-10-21,211
2019-10-22,219
2019-10-23,229
2019-10-24,234
2019-10-25,243
2019-10-26,247
2019-10-27,255
2019-10-28,258
2019-10-29,259
2019-10-30,255
2019-10-31,244
2019-11-01,237
2019-11-02,233
2019-11-03,229
2019-11-04,227
2019-11-05,227
2019-11-06,236
2019-11-07,244
2019-11-08,252
2019-11-09,251
2019-11-10,250
2019-11-11,254
2019-11-12,262
2019-11-13,264
2019-11-14,270
2019-11-15,279
2019-11-16,280
2019-11-17,276
2019-11-18,283
2019-11-19,288
2019-11-20,295
2019-11-21,295
2019-11-22,306
2019-11-23,317
2019-11-24,326
2019-11-25,334
2019-11-26,331
2019-11-27,341
2019-11-28,352
2019-11-29,362
2019-11-30,375
2019-12-01,370
2019-12-02,367
2019-12-03,353
2019-12-04,350
2019-12-05,350
2019-12-06,349
2019-12-07,359
2019-12-08,370
2019-12-09,369
2019-12-10,375
2019-12-11,369
2019-12-12,383
2019-12-13,398
2019-12-14,406
2019-12-15,423
2019-12-16,437
2019-12-17,447
2019-12-18,433
2019-12-19,417
2019-12-20,416
2019-12-21,412
2019-12-22,399
2019-12-23,398
2019-12-24,391
2019-12-25,381
2019-12-26,367
2019-12-27,355
2019-12-28,337
2019-12-29,320
2019-12-30,304
2019-12-31,297
2020-01-01,308
2020-01-02,321
2020-01-03,318
2020-01-04,302
2020-01-05,296
2020-01-06,295
2020-01-07,286
2020-01-08,273
2020-01-09,279
2020-01-10,282
2020-01-11,280
2020-01-12,285
2020-01-13,270
2020-01-14,260
2020-01-15,247
2020-01-16,243
2020-01-17,245
2020-01-18,255
2020-01-19,267
2020-01-20,278
2020-01-21,287
2020-01-22,292
2020-01-23,301
2020-01-24,302
2020-01-25,297
2020-01-26,295
2020-01-27,287
2020-01-28,284
2020-01-29,283
2020-01-30,292
2020-01-31,292
2020-02-01,296
2020-02-02,289
2020-02-03,274
2020-02-04,264
2020-02-05,263
2020-02-06,259
2020-02-07,257
2020-02-08,260
2020-02-09,259
2020-02-10,265
2020-02-11,276
2020-02-12,284
2020-02-13,274
2020-02-14,268
2020-02-15,264
2020-02-16,261
2020-02-17,257
2020-02-18,253
2020-02-19,254
2020-02-20,246
2020-02-21,234
2020-02-22,243
2020-02-23,248
2020-02-24,253
2020-02-25,262
2020-02-26,259
2020-02-27,252
2020-02-28,249
2020-02-29,260
2020-03-01,254
2020-03-02,255
2020-03-03,256
2020-03-04,245
2020-03-05,236
2020-03-06,229
2020-03-07,217
2020-03-08,206
2020-03-09,195
2020-03-10,189
2020-03-11,189
2020-03-12,181
2020-03-13,178
2020-03-14,171
2020-03-15,162
2020-03-16,153
2020-03-17,145
2020-03-18,143
2020-03-19,142
2020-03-20,146
2020-03-21,153
2020-03-22,155
2020-03-23,157
2020-03-24,161
2020-03-25,160
2020-03-26,156
2020-03-27,155
2020-03-28,157
2020-03-29,158
2020-03-30,151
2020-03-31,147
2020-04-01,143
2020-04-02,150
2020-04-03,158
2020-04-04,162
2020-04-05,170
2020-04-06,177
2020-04-07,184
2020-04-08,189
2020-04-09,189
2020-04-10,184
2020-04-11,191
2020-04-12,198
2020-04-13,204
2020-04-14,208
2020-04-15,215
2020-04-16,217
2020-04-17,217
2020-04-18,221
2020-04-19,227
2020-04-20,238
2020-04-21,249
2020-04-22,251
2020-04-23,259
2020-04-24,258
2020-04-25,258
2020-04-26,259
2020-04-27,257
2020-04-28,256
2020-04-29,256
2020-04-30,259
2020-05-01,252
2020-05-02,256
2020-05-03,259
2020-05-04,258
2020-05-05,246
2020-05-06,237
2020-05-07,238
2020-05-08,240
2020-05-09,241
2020-05-10,245
2020-05-11,246
2020-05-12,238
2020-05-13,236
