date_obj,Ensouled%20ogre%20head price
2020-01-02,1654
2020-01-03,1616
2020-01-04,1581
2020-01-05,1602
2020-01-06,1607
2020-01-07,1625
2020-01-08,1591
2020-01-09,1556
2020-01-10,1573
2020-01-11,1581
2020-01-12,1590
2020-01-13,1656
2020-01-14,1650
2020-01-15,1663
2020-01-16,1660
2020-01-17,1710
2020-01-18,1687
2020-01-19,1697
2020-01-20,1653
2020-01-21,1730
2020-01-22,1691
2020-01-23,1701
2020-01-24,1676
2020-01-25,1602
2020-01-26,1544
2020-01-27,1499
2020-01-28,1529
2020-01-29,1552
2020-01-30,1576
2020-01-31,1581
2020-02-01,1582
2020-02-02,1604
2020-02-03,1613
2020-02-04,1585
2020-02-05,1559
2020-02-06,1551
2020-02-07,1570
2020-02-08,1583
2020-02-09,1562
2020-02-10,1525
2020-02-11,1480
2020-02-12,1473
2020-02-13,1483
2020-02-14,1503
2020-02-15,1533
2020-02-16,1589
2020-02-17,1593
2020-02-18,1564
2020-02-19,1524
2020-02-20,1518
2020-02-21,1511
2020-02-22,1486
2020-02-23,1449
2020-02-24,1487
2020-02-25,1496
2020-02-26,1455
2020-02-27,1486
2020-02-28,1506
2020-02-29,1555
2020-03-01,1582
2020-03-02,1587
2020-03-03,1578
2020-03-04,1599
2020-03-05,1530
2020-03-06,1532
2020-03-07,1566
2020-03-08,1551
2020-03-09,1580
2020-03-10,1563
2020-03-11,1557
2020-03-12,1535
2020-03-13,1542
2020-03-14,1521
2020-03-15,1518
2020-03-16,1547
2020-03-17,1578
2020-03-18,1625
2020-03-19,1621
2020-03-20,1648
2020-03-21,1682
2020-03-22,1717
2020-03-23,1722
2020-03-24,1695
2020-03-25,1680
2020-03-26,1677
2020-03-27,1645
2020-03-28,1649
2020-03-29,1600
2020-03-30,1596
2020-03-31,1608
2020-04-01,1628
2020-04-02,1669
2020-04-03,1630
2020-04-04,1680
2020-04-05,1723
2020-04-06,1709
2020-04-07,1711
2020-04-08,1737
2020-04-09,1779
2020-04-10,1728
2020-04-11,1768
2020-04-12,1755
2020-04-13,1835
2020-04-14,1884
2020-04-15,1862
2020-04-16,1791
2020-04-17,1723
2020-04-18,1753
2020-04-19,1791
2020-04-20,1788
2020-04-21,1796
2020-04-22,1766
2020-04-23,1737
2020-04-24,1760
2020-04-25,1690
2020-04-26,1677
2020-04-27,1753
2020-04-28,1819
2020-04-29,1851
2020-04-30,1833
2020-05-01,1829
2020-05-02,1761
2020-05-03,1801
2020-05-04,1836
2020-05-05,1857
2020-05-06,1874
2020-05-07,1892
2020-05-08,1987
2020-05-09,2029
2020-05-10,2006
2020-05-11,1975
2020-05-12,1977
2020-05-13,1968
