date_obj,Ranarr%20seed price
2015-07-25,18094
2015-07-26,18614
2015-07-27,19251
2015-07-28,19757
2015-07-29,20210
2015-07-30,20534
2015-07-31,20283
2015-08-01,20224
2015-08-02,20532
2015-08-03,20825
2015-08-04,21527
2015-08-05,22441
2015-08-06,23416
2015-08-07,24344
2015-08-08,24271
2015-08-09,23764
2015-08-10,23138
2015-08-11,22848
2015-08-12,22393
2015-08-13,21887
2015-08-14,21772
2015-08-15,21898
2015-08-16,21783
2015-08-17,21719
2015-08-18,21842
2015-08-19,22519
2015-08-20,23259
2015-08-21,23801
2015-08-22,23744
2015-08-23,23761
2015-08-24,24093
2015-08-25,25042
2015-08-26,25587
2015-08-27,25998
2015-08-28,25505
2015-08-29,25122
2015-08-30,24867
2015-08-31,24867
2015-09-02,25553
2015-09-07,26722
2015-09-08,27348
2015-09-10,28265
2015-09-14,26124
2015-09-16,26024
2015-09-22,23993
2015-09-23,24337
2015-09-24,24583
2015-09-25,24450
2015-09-27,25689
2015-09-28,26389
2015-09-29,27094
2015-09-30,27338
2015-10-05,26864
2015-10-06,26933
2015-10-07,27014
2015-10-08,27037
2015-10-09,26559
2015-10-10,26236
2015-10-11,26432
2015-10-12,26764
2015-10-13,26857
2015-10-14,26701
2015-10-15,26447
2015-10-16,26207
2015-10-17,25785
2015-10-18,25352
2015-10-19,24949
2015-10-20,25052
2015-10-22,24823
2015-10-23,25249
2015-10-24,25578
2015-10-25,25739
2015-10-26,25334
2015-10-27,25445
2015-10-29,26226
2015-10-30,26273
2015-10-31,26160
2015-11-01,25631
2015-11-02,25418
2015-11-03,25098
2015-11-04,25444
2015-11-05,25847
2015-11-06,25271
2015-11-07,25375
2015-11-08,25563
2015-11-09,26278
2015-11-10,26613
2015-11-11,26811
2015-11-12,26629
2015-11-13,26654
2015-11-14,25886
2015-11-15,25515
2015-11-16,25539
2015-11-17,25415
2015-11-18,25476
2015-11-19,25469
2015-11-20,25476
2015-11-21,25247
2015-11-22,25421
2015-11-23,25695
2015-11-24,25973
2015-11-25,26165
2015-11-26,26862
2015-11-27,27148
2015-11-28,27406
2015-11-29,27493
2015-11-30,27936
2015-12-01,28543
2015-12-02,29500
2015-12-03,30467
2015-12-04,30499
2015-12-05,30878
2015-12-06,31368
2015-12-07,31744
2015-12-08,32167
2015-12-09,33524
2015-12-10,34843
2015-12-11,35589
2015-12-12,36033
2015-12-13,35425
2015-12-14,34868
2015-12-15,33887
2015-12-16,33418
2015-12-17,33229
2015-12-18,32742
2015-12-19,32798
2015-12-20,33317
2015-12-21,33946
2015-12-22,34237
2015-12-23,34384
2015-12-24,34863
2015-12-25,35079
2015-12-26,34424
2015-12-27,33949
2015-12-28,33060
2015-12-29,31626
2015-12-30,30117
2015-12-31,29627
2016-01-01,28491
2016-01-02,28071
2016-01-03,28182
2016-01-04,28905
2016-01-05,30347
2016-01-06,31842
2016-01-07,33219
2016-01-08,34415
2016-01-09,34872
2016-01-10,35390
2016-01-11,36298
2016-01-12,37618
2016-01-13,38062
2016-01-14,38341
2016-01-15,38411
2016-01-16,37329
2016-01-17,37049
2016-01-18,37446
2016-01-19,38301
2016-01-20,39171
2016-01-21,38385
2016-01-22,37198
2016-01-23,35708
2016-01-24,34600
2016-01-25,34864
2016-01-26,36046
2016-01-27,37038
2016-01-28,38166
2016-01-29,39703
2016-01-30,40474
2016-01-31,41292
2016-02-01,41614
2016-02-02,41980
2016-02-03,41591
2016-02-04,41795
2016-02-05,42414
2016-02-06,41968
2016-02-07,41040
2016-02-08,41041
2016-02-09,41309
2016-02-10,41446
2016-02-11,41763
2016-02-12,42071
2016-02-13,41921
2016-02-14,41388
2016-02-15,41381
2016-02-16,41399
2016-02-17,41733
2016-02-18,42384
2016-02-19,41990
2016-02-20,40235
2016-02-21,38984
2016-02-22,39048
2016-02-23,38793
2016-02-24,39313
2016-02-25,39245
2016-02-26,39410
2016-02-27,38364
2016-02-28,37839
2016-02-29,37721
2016-03-01,37857
2016-03-02,38367
2016-03-03,38843
2016-03-04,39204
2016-03-05,39224
2016-03-06,38676
2016-03-07,38395
2016-03-08,38063
2016-03-09,37669
2016-03-10,37123
2016-03-11,36843
2016-03-12,36436
2016-03-13,36595
2016-03-14,36393
2016-03-15,36864
2016-03-16,37329
2016-03-17,37907
2016-03-18,37710
2016-03-19,37713
2016-03-20,37229
2016-03-21,37015
2016-03-22,37169
2016-03-23,37348
2016-03-24,37743
2016-03-25,37527
2016-03-26,37074
2016-03-27,36240
2016-03-28,36100
2016-03-29,36873
2016-03-30,37562
2016-03-31,37713
2016-04-01,37523
2016-04-02,37788
2016-04-03,37660
2016-04-04,37184
2016-04-05,37201
2016-04-06,36915
2016-04-07,36420
2016-04-08,35945
2016-04-09,35450
2016-04-10,35288
2016-04-11,35464
2016-04-12,35845
2016-04-13,36134
2016-04-14,36353
2016-04-15,35922
2016-04-16,35269
2016-04-17,35219
2016-04-18,35567
2016-04-19,35455
2016-04-20,35264
2016-04-21,34449
2016-04-22,33617
2016-04-23,32848
2016-04-24,32346
2016-04-25,32674
2016-04-26,33053
2016-04-27,33165
2016-04-28,33645
2016-04-29,33469
2016-04-30,33742
2016-05-01,33896
2016-05-02,34557
2016-05-03,35446
2016-05-04,35996
2016-05-05,37077
2016-05-06,36923
2016-05-07,36244
2016-05-08,35102
2016-05-09,34487
2016-05-10,34148
2016-05-11,33625
2016-05-12,33500
2016-05-13,33802
2016-05-14,33335
2016-05-15,33405
2016-05-16,33434
2016-05-17,33846
2016-05-18,34529
2016-05-19,35120
2016-05-22,37097
2016-05-23,37231
2016-05-24,37794
2016-05-25,38192
2016-05-26,38760
2016-05-27,38629
2016-05-28,39314
2016-05-29,39197
2016-05-30,39569
2016-05-31,39351
2016-06-01,39015
2016-06-02,39301
2016-06-03,39118
2016-06-04,39223
2016-06-05,39201
2016-06-06,41050
2016-06-07,42258
2016-06-08,43052
2016-06-09,42890
2016-06-10,42487
2016-06-11,42119
2016-06-12,41680
2016-06-13,41551
2016-06-14,41557
2016-06-15,42115
2016-06-16,42162
2016-06-17,42002
2016-06-18,41759
2016-06-19,41570
2016-06-20,41676
2016-06-21,41658
2016-06-22,42148
2016-06-23,42051
2016-06-24,42093
2016-06-25,41953
2016-06-26,41510
2016-06-27,41024
2016-06-28,41292
2016-06-29,41375
2016-06-30,41494
2016-07-01,41502
2016-07-02,41354
2016-07-03,41047
2016-07-04,40673
2016-07-05,40307
2016-07-06,39592
2016-07-07,38951
2016-07-08,38954
2016-07-09,38881
2016-07-10,39095
2016-07-11,39294
2016-07-12,39417
2016-07-13,39222
2016-07-14,39379
2016-07-15,39063
2016-07-16,38764
2016-07-17,39062
2016-07-18,39518
2016-07-23,39640
2016-07-24,39512
2016-07-25,40249
2016-07-26,40946
2016-07-27,41519
2016-07-28,41968
2016-07-29,41368
2016-07-30,40783
2016-07-31,40032
2016-08-01,39689
2016-08-02,39445
2016-08-03,39397
2016-08-04,39607
2016-08-05,38907
2016-08-06,38137
2016-08-07,37765
2016-08-08,37030
2016-08-09,37392
2016-08-10,36276
2016-08-11,35277
2016-08-12,34716
2016-08-13,34663
2016-08-14,34303
2016-08-15,33697
2016-08-16,33600
2016-08-17,33664
2016-08-18,34460
2016-08-19,34680
2016-08-20,34663
2016-08-21,34317
2016-08-22,33787
2016-08-23,33432
2016-08-24,32781
2016-08-25,31837
2016-08-26,30754
2016-08-28,30032
2016-08-31,31051
2016-09-01,32272
2016-09-02,32582
2016-09-03,33655
2016-09-04,33642
2016-09-05,33665
2016-09-06,32976
2016-09-07,32192
2016-09-08,30582
2016-09-09,29052
2016-09-10,27599
2016-09-11,26219
2016-09-12,24914
2016-09-13,23683
2016-09-14,22698
2016-09-15,21686
2016-09-16,20601
2016-09-17,19632
2016-09-18,18842
2016-09-19,19447
2016-09-20,19903
2016-09-21,20513
2016-09-22,19828
2016-09-23,18846
2016-09-24,17903
2016-09-25,17007
2016-09-26,16302
2016-09-27,15659
2016-09-28,15055
2016-09-29,14462
2016-09-30,14234
2016-10-01,14346
2016-10-02,14368
2016-10-03,13993
2016-10-04,14620
2016-10-05,15351
2016-10-06,16119
2016-10-07,16925
2016-10-08,17768
2016-10-09,18550
2016-10-10,19335
2016-10-11,20109
2016-10-12,20756
2016-10-13,21226
2016-10-14,20606
2016-10-15,19664
2016-10-16,18924
2016-10-17,19191
2016-10-18,19471
2016-10-19,19947
2016-10-20,20384
2016-10-21,20376
2016-10-22,20193
2016-10-23,20158
2016-10-24,19974
2016-10-25,19829
2016-10-26,19827
2016-10-27,20237
2016-10-28,20548
2016-10-29,20391
2016-10-30,20213
2016-10-31,20097
2016-11-01,20406
2016-11-02,20301
2016-11-03,20421
2016-11-04,20355
2016-11-05,20499
2016-11-06,21135
2016-11-07,21889
2016-11-08,22703
2016-11-09,23678
2016-11-10,23664
2016-11-11,23186
2016-11-12,22498
2016-11-13,22127
2016-11-14,21718
2016-12-08,24256
2016-12-09,23244
2016-12-10,22729
2016-12-11,22586
2016-12-12,23281
2016-12-13,23400
2016-12-14,23901
2016-12-15,24275
2016-12-16,24528
2016-12-17,24533
2016-12-18,24518
2016-12-19,24382
2016-12-20,24364
2016-12-21,24376
2016-12-22,24576
2016-12-23,24590
2016-12-24,24755
2016-12-25,24483
2016-12-26,24289
2016-12-27,24641
2016-12-28,24599
2016-12-29,23955
2016-12-30,23655
2016-12-31,23386
2017-01-01,23214
2017-01-02,23401
2017-01-03,24112
2017-01-04,23610
2017-01-05,22487
2017-01-06,22024
2017-01-07,21505
2017-01-08,21075
2017-01-09,21182
2017-01-10,21432
2017-01-11,22362
2017-01-12,23029
2017-01-13,23138
2017-01-14,23419
2017-01-15,23375
2017-01-16,23380
2017-01-17,23715
2017-01-18,24082
2017-01-19,24402
2017-01-20,24849
2017-01-21,25124
2017-01-22,24639
2017-01-27,25139
2017-01-28,24626
2017-01-29,23940
2017-01-30,23450
2017-01-31,23662
2017-02-01,23952
2017-02-02,24226
2017-02-03,24751
2017-02-04,25456
2017-02-05,25764
2017-02-06,26203
2017-02-07,26506
2017-02-08,27403
2017-02-09,28334
2017-02-10,28003
2017-02-11,27787
2017-02-12,27793
2017-02-13,28063
2017-02-14,28706
2017-02-15,29158
2017-02-16,28765
2017-02-18,27379
2017-02-19,27092
2017-02-20,27248
2017-02-21,27621
2017-02-22,27837
2017-02-23,27652
2017-02-24,27858
2017-02-25,26943
2017-02-26,26398
2017-02-27,26150
2017-02-28,26566
2017-03-01,27285
2017-03-02,28382
2017-03-03,29354
2017-03-04,29221
2017-03-05,30082
2017-03-06,30976
2017-03-07,31303
2017-03-08,31490
2017-03-09,30671
2017-03-10,29651
2017-03-11,29595
2017-03-12,30402
2017-03-13,30814
2017-03-14,30137
2017-03-15,30536
2017-03-16,31186
2017-03-17,30946
2017-03-18,30706
2017-03-19,30980
2017-03-20,31766
2017-03-21,31691
2017-03-22,31569
2017-03-23,32086
2017-03-24,31529
2017-03-25,30822
2017-03-26,30098
2017-03-27,28974
2017-03-28,28994
2017-03-29,28527
2017-03-30,28358
2017-03-31,29016
2017-04-01,28680
2017-04-02,28682
2017-04-03,28865
2017-04-04,28994
2017-04-12,28919
2017-04-13,29142
2017-04-14,28723
2017-04-15,28671
2017-04-16,28563
2017-04-17,28563
2017-04-18,28744
2017-04-19,29052
2017-04-20,29428
2017-04-21,29402
2017-04-22,29521
2017-04-23,29326
2017-04-24,29161
2017-04-25,29143
2017-04-26,29072
2017-04-27,29847
2017-04-28,30143
2017-04-29,30264
2017-04-30,31128
2017-05-01,31802
2017-05-02,32659
2017-05-03,33307
2017-05-04,33103
2017-05-05,33041
2017-05-06,33458
2017-05-07,33426
2017-05-08,33988
2017-05-09,35453
2017-05-10,37073
2017-05-11,37959
2017-05-12,37463
2017-05-13,36113
2017-05-14,35611
2017-05-15,35529
2017-05-16,35802
2017-05-17,36326
2017-05-18,36383
2017-05-19,36279
2017-05-20,35899
2017-05-21,35543
2017-05-22,35943
2017-05-23,37015
2017-05-24,37951
2017-05-25,38475
2017-05-26,38378
2017-05-27,37897
2017-05-28,36949
2017-05-29,36696
2017-05-30,37025
2017-05-31,36995
2017-06-01,36792
2017-06-02,36567
2017-06-03,35957
2017-06-06,32559
2017-06-07,31462
2017-06-08,31364
2017-06-09,31130
2017-06-10,30824
2017-06-11,30630
2017-06-12,29610
2017-06-13,28584
2017-06-14,28484
2017-06-15,28385
2017-06-16,28368
2017-06-17,28773
2017-06-18,29379
2017-06-19,30225
2017-06-20,31012
2017-06-21,31050
2017-06-22,30750
2017-06-23,30831
2017-06-24,30443
2017-06-25,30160
2017-06-26,29819
2017-06-27,29741
2017-06-28,30002
2017-06-29,30055
2017-06-30,30197
2017-07-01,30109
2017-07-02,29604
2017-07-03,29478
2017-07-04,29805
2017-07-05,29993
2017-07-06,30372
2017-07-07,30528
2017-07-08,30811
2017-07-13,32011
2017-07-14,31911
2017-07-15,31775
2017-07-16,32290
2017-07-17,32371
2017-07-18,33315
2017-07-19,34176
2017-07-20,34417
2017-07-21,34371
2017-07-22,33874
2017-07-23,33540
2017-07-24,33969
2017-07-25,35275
2017-07-26,35595
2017-07-27,36030
2017-07-28,36634
2017-07-29,36282
2017-07-30,36089
2017-07-31,36411
2017-08-01,36277
2017-08-02,36409
2017-08-03,36452
2017-08-04,36251
2017-08-05,36821
2017-08-06,37194
2017-08-09,38719
2017-08-10,38695
2017-08-11,38176
2017-08-12,37248
2017-08-13,36940
2017-08-14,36466
2017-08-15,36466
2017-08-16,36497
2017-08-17,36535
2017-08-18,36760
2017-08-19,37004
2017-08-20,37295
2017-08-22,37247
2017-08-23,37136
2017-08-24,36866
2017-08-25,37183
2017-08-26,36968
2017-08-27,36698
2017-08-28,36459
2017-08-29,36456
2017-08-30,36695
2017-08-31,37226
2017-09-01,37766
2017-09-02,37496
2017-09-03,36984
2017-09-04,36465
2017-09-05,36604
2017-09-06,37420
2017-09-07,37673
2017-09-08,38132
2017-09-09,39428
2017-09-10,40831
2017-09-11,42095
2017-09-12,42439
2017-09-13,42812
2017-09-14,42960
2017-09-15,41017
2017-09-16,39753
2017-09-17,37898
2017-09-19,37599
2017-09-20,36987
2017-09-21,36824
2017-09-22,35946
2017-09-23,35472
2017-09-24,35278
2017-09-25,35409
2017-09-26,35921
2017-09-27,37026
2017-09-28,37528
2017-09-29,38028
2017-09-30,38334
2017-10-01,37581
2017-10-02,37434
2017-10-03,37446
2017-10-04,37275
2017-10-05,37220
2017-10-06,36772
2017-10-07,36365
2017-10-08,36350
2017-10-09,35813
2017-10-10,35139
2017-10-11,34284
2017-10-12,33250
2017-10-13,32001
2017-10-14,31172
2017-10-15,30193
2017-10-16,30280
2017-10-17,30431
2017-10-18,30966
2017-10-19,31388
2017-10-20,30699
2017-10-21,30453
2017-10-22,30334
2017-10-23,30228
2017-10-24,30266
2017-10-25,30195
2017-10-26,29535
2017-10-27,29449
2017-10-28,29339
2017-10-29,29252
2017-10-30,29122
2017-10-31,29503
2017-11-01,29989
2017-11-02,30708
2017-11-03,30799
2017-11-04,30914
2017-11-05,30506
2017-11-06,30568
2017-11-07,31037
2017-11-08,32119
2017-11-09,33121
2017-11-10,33324
2017-11-11,32884
2017-11-12,32196
2017-11-13,31604
2017-11-14,31388
2017-11-15,31407
2017-11-16,31526
2017-11-17,31400
2017-11-18,31272
2017-11-19,31181
2017-11-20,31034
2017-11-21,31343
2017-11-22,31513
2017-11-23,31145
2017-11-24,30492
2017-11-25,29656
2017-11-26,29540
2017-11-27,29338
2017-11-28,29471
2017-11-29,28979
2017-11-30,28844
2017-12-01,28448
2017-12-02,28462
2017-12-03,29595
2017-12-04,30781
2017-12-05,31964
2017-12-06,32818
2017-12-07,33466
2017-12-08,34023
2017-12-09,33696
2017-12-10,33294
2017-12-11,33210
2017-12-12,33666
2017-12-14,33300
2017-12-15,32934
2017-12-16,32622
2017-12-17,32548
2017-12-18,32440
2017-12-19,32400
2017-12-20,32449
2017-12-21,32242
2017-12-22,31974
2017-12-23,32523
2017-12-24,33139
2017-12-25,33111
2017-12-26,32488
2017-12-27,32315
2017-12-28,32023
2017-12-29,31432
2017-12-30,31595
2017-12-31,31642
2018-01-01,31373
2018-01-02,31368
2018-01-03,31083
2018-01-04,30563
2018-01-05,30291
2018-01-06,29904
2018-01-07,30564
2018-01-08,30526
2018-01-09,30946
2018-01-10,31280
2018-01-11,31554
2018-01-12,31326
2018-01-13,31378
2018-01-14,32013
2018-01-15,32728
2018-01-16,33070
2018-01-17,34090
2018-01-18,34248
2018-01-19,34446
2018-01-20,34237
2018-01-21,34192
2018-01-22,35124
2018-01-23,36509
2018-01-24,37028
2018-01-25,38187
2018-01-26,38314
2018-01-27,37713
2018-01-28,36749
2018-01-29,36491
2018-01-31,36719
2018-02-01,37164
2018-02-02,37593
2018-02-03,37904
2018-02-04,37913
2018-02-05,38389
2018-02-06,38718
2018-02-07,39443
2018-02-08,39645
2018-02-09,39649
2018-02-10,39084
2018-02-11,38985
2018-02-12,38925
2018-02-13,39715
2018-02-14,40048
2018-02-15,40562
2018-02-16,40679
2018-02-17,41346
2018-02-18,41331
2018-02-19,42244
2018-02-20,42577
2018-02-21,42074
2018-02-22,42269
2018-02-23,43536
2018-02-24,43307
2018-02-25,42822
2018-02-26,42704
2018-02-27,42290
2018-02-28,42020
2018-03-01,42355
2018-03-02,43031
2018-03-03,42661
2018-03-04,42422
2018-03-05,42115
2018-03-06,41847
2018-03-07,42652
2018-03-08,43033
2018-03-09,42474
2018-03-10,42145
2018-03-11,41745
2018-03-12,41244
2018-03-13,41137
2018-03-14,41191
2018-03-15,41087
2018-03-16,40691
2018-03-17,39654
2018-03-18,39525
2018-03-19,39100
2018-03-20,39091
2018-03-21,38979
2018-03-23,38298
2018-03-24,37715
2018-03-26,35612
2018-03-27,34873
2018-03-28,35509
2018-03-29,34694
2018-03-30,35594
2018-03-31,36334
2018-04-01,36637
2018-04-02,36298
2018-04-03,36869
2018-04-04,37969
2018-04-05,37724
2018-04-06,37956
2018-04-08,37448
2018-04-09,37299
2018-04-10,37630
2018-04-11,37610
2018-04-12,37862
2018-04-13,37675
2018-04-14,37422
2018-04-15,37079
2018-04-16,37015
2018-04-17,37119
2018-04-18,37494
2018-04-19,38102
2018-04-20,37616
2018-04-21,37457
2018-04-22,37226
2018-04-23,37031
2018-04-24,36655
2018-04-25,36618
2018-04-26,36201
2018-04-27,36306
2018-04-28,35874
2018-04-29,35756
2018-04-30,35546
2018-05-01,35548
2018-05-02,35567
2018-05-03,35572
2018-05-04,35599
2018-05-05,35541
2018-05-06,35634
2018-05-07,35896
2018-05-08,35664
2018-05-09,35925
2018-05-10,36106
2018-05-11,36185
2018-05-12,36048
2018-05-13,36096
2018-05-14,36180
2018-05-15,36334
2018-05-16,36435
2018-05-17,36313
2018-05-18,36975
2018-05-19,37425
2018-05-20,37837
2018-05-21,39057
2018-05-22,39269
2018-05-23,39108
2018-05-24,38866
2018-05-25,38944
2018-05-26,39047
2018-05-27,39268
2018-05-28,38942
2018-05-29,39129
2018-05-30,39660
2018-05-31,40081
2018-06-01,40515
2018-06-02,40197
2018-06-03,39730
2018-06-04,39975
2018-06-05,40078
2018-06-06,39964
2018-06-07,39267
2018-06-08,37945
2018-06-09,37258
2018-06-10,36683
2018-06-11,37051
2018-06-12,37448
2018-06-13,36632
2018-06-14,35940
2018-06-15,35710
2018-06-16,35063
2018-06-17,35712
2018-06-18,36607
2018-06-19,36722
2018-06-20,37117
2018-06-21,37810
2018-06-22,37646
2018-06-23,37126
2018-06-24,36663
2018-06-25,36394
2018-06-26,36335
2018-06-27,36423
2018-06-28,35597
2018-06-29,35056
2018-06-30,34760
2018-07-01,34077
2018-07-02,33915
2018-07-03,34459
2018-07-04,34774
2018-07-05,35752
2018-07-06,36518
2018-07-07,36761
2018-07-08,36792
2018-07-09,36849
2018-07-10,36727
2018-07-11,37089
2018-07-12,37332
2018-07-13,36736
2018-07-14,36376
2018-07-15,35825
2018-07-16,35472
2018-07-17,35869
2018-07-18,36448
2018-07-19,36954
2018-07-20,37029
2018-07-21,36698
2018-07-22,36033
2018-07-23,36902
2018-07-24,37224
2018-07-25,37911
2018-07-26,38338
2018-07-27,38385
2018-07-28,38082
2018-07-29,37825
2018-07-30,36841
2018-07-31,36848
2018-08-01,36810
2018-08-02,37608
2018-08-03,38337
2018-08-04,39213
2018-08-05,39747
2018-08-06,40214
2018-08-07,41063
2018-08-08,41660
2018-08-09,41509
2018-08-10,41432
2018-08-11,42027
2018-08-12,41541
2018-08-14,39705
2018-08-16,39764
2018-08-17,39693
2018-08-18,39667
2018-08-19,38246
2018-08-20,37983
2018-08-21,39288
2018-08-22,40248
2018-08-23,42050
2018-08-24,43612
2018-08-25,42967
2018-08-26,42615
2018-08-27,43144
2018-08-28,44792
2018-08-29,46198
2018-08-30,47075
2018-08-31,47568
2018-09-01,46875
2018-09-02,45655
2018-09-03,45175
2018-09-04,45170
2018-09-05,46071
2018-09-06,47148
2018-09-07,48634
2018-09-08,48473
2018-09-09,48309
2018-09-10,48941
2018-09-11,48804
2018-09-12,48461
2018-09-13,47626
2018-09-14,46418
2018-09-15,44775
2018-09-16,43211
2018-09-17,41531
2018-09-18,40515
2018-09-19,40465
2018-09-20,40488
2018-09-21,41890
2018-09-22,42814
2018-09-23,42083
2018-09-24,42649
2018-09-25,43285
2018-09-26,44754
2018-09-27,45147
2018-09-28,45922
2018-09-29,45580
2018-09-30,45017
2018-10-02,43978
2018-10-03,44204
2018-10-04,44943
2018-10-05,45374
2018-10-06,44863
2018-10-07,45180
2018-10-08,46194
2018-10-09,46434
2018-10-10,46586
2018-10-11,46804
2018-10-12,47342
2018-10-13,47739
2018-10-14,48104
2018-10-15,48706
2018-10-16,49190
2018-10-17,49583
2018-10-18,50030
2018-10-19,49463
2018-10-20,48963
2018-10-21,48592
2018-10-22,48343
2018-10-23,47586
2018-10-24,47071
2018-10-25,46819
2018-10-26,47094
2018-10-27,46687
2018-10-28,46849
2018-10-29,47529
2018-10-30,48500
2018-10-31,50240
2018-11-01,52285
2018-11-03,52841
2018-11-04,52152
2018-11-05,51885
2018-11-06,51382
2018-11-07,50495
2018-11-08,50036
2018-11-09,49576
2018-11-10,48173
2018-11-11,47244
2018-11-12,46592
2018-11-13,45490
2018-11-14,44459
2018-11-15,44055
2018-11-16,43943
2018-11-17,42917
2018-11-18,43061
2018-11-19,44207
2018-11-20,45421
2018-11-21,46315
2018-11-22,46936
2018-11-23,46739
2018-11-24,45528
2018-11-25,44466
2018-11-26,44115
2018-11-27,43845
2018-11-28,44335
2018-11-29,44950
2018-12-01,45086
2018-12-02,44956
2018-12-03,44609
2018-12-04,44276
2018-12-05,43984
2018-12-07,43098
2018-12-09,41784
2018-12-10,41719
2018-12-11,42023
2018-12-12,43048
2018-12-13,43913
2018-12-14,43768
2018-12-15,43547
2018-12-16,42870
2018-12-17,43023
2018-12-18,42821
2018-12-19,43397
2018-12-20,44194
2018-12-21,44599
2018-12-22,44465
2018-12-23,43189
2018-12-24,42805
2018-12-25,43440
2018-12-26,43847
2018-12-27,43433
2018-12-28,43215
2018-12-29,42888
2018-12-30,42574
2018-12-31,42385
2019-01-01,42721
2019-01-02,44048
2019-01-03,45592
2019-01-04,47353
2019-01-05,46802
2019-01-06,46082
2019-01-08,47118
2019-01-10,45852
2019-01-11,43868
2019-01-12,44643
2019-01-13,46236
2019-01-14,48510
2019-01-15,50928
2019-01-16,52356
2019-01-17,53985
2019-01-18,53900
2019-01-19,52031
2019-01-20,50294
2019-01-21,49189
2019-01-22,48232
2019-01-23,47082
2019-01-24,47544
2019-01-25,48040
2019-01-26,48450
2019-01-27,47900
2019-01-28,47666
2019-01-29,48192
2019-01-30,48453
2019-01-31,48776
2019-02-01,48804
2019-02-02,47569
2019-02-03,47025
2019-02-04,46251
2019-02-05,45688
2019-02-06,45306
2019-02-07,44149
2019-02-08,42815
2019-02-09,41127
2019-02-10,40258
2019-02-11,39775
2019-02-12,40002
2019-02-13,39578
2019-02-14,39911
2019-02-15,38777
2019-02-16,37459
2019-02-17,36280
2019-02-18,37480
2019-02-19,39338
2019-02-20,41254
2019-02-21,42424
2019-02-22,42258
2019-02-23,40950
2019-02-24,39631
2019-02-25,39540
2019-02-26,39654
2019-02-27,39313
2019-02-28,39732
2019-03-01,39655
2019-03-02,39221
2019-03-03,38830
2019-03-04,38482
2019-03-05,39047
2019-03-06,40164
2019-03-07,41756
2019-03-08,42016
2019-03-09,41568
2019-03-10,40533
2019-03-11,40723
2019-03-12,41050
2019-03-13,40479
2019-03-14,40377
2019-03-15,40573
2019-03-16,40252
2019-03-17,39227
2019-03-18,38683
2019-03-19,38187
2019-03-20,38700
2019-03-21,38516
2019-03-22,39080
2019-03-23,38943
2019-03-24,38822
2019-03-25,39067
2019-03-26,40389
2019-03-27,41758
2019-03-28,42415
2019-03-29,41894
