date_obj,Elder%20chaos%20top price
2016-12-12,558606
2016-12-13,539524
2016-12-14,539423
2016-12-15,539423
2016-12-16,550424
2016-12-17,574936
2016-12-18,574936
2016-12-19,603683
2016-12-20,619019
2016-12-21,593059
2016-12-22,593059
2016-12-23,614808
2016-12-24,614808
2016-12-25,628406
2016-12-26,628406
2016-12-27,610148
2016-12-28,593064
2016-12-29,582317
2016-12-30,582317
2016-12-31,559531
2017-01-01,539790
2017-01-02,534457
2017-01-03,534457
2017-01-04,537919
2017-01-05,537919
2017-01-06,525179
2017-01-07,530065
2017-01-08,555428
2017-01-09,571682
2017-01-10,572628
2017-01-11,556956
2017-01-12,567329
2017-01-13,591185
2017-01-14,620609
2017-01-15,634127
2017-01-16,632310
2017-01-17,648576
2017-01-18,651120
2017-01-19,651120
2017-01-20,669146
2017-01-21,659621
2017-01-22,666629
2017-01-23,685581
2017-01-27,656665
2017-01-28,651291
2017-01-29,652806
2017-01-30,652806
2017-01-31,642749
2017-02-01,637512
2017-02-02,636606
2017-02-03,656345
2017-02-04,653679
2017-02-05,640213
2017-02-06,631564
2017-02-07,607563
2017-02-08,580355
2017-02-09,580355
2017-02-10,586550
2017-02-11,608826
2017-02-12,608826
2017-02-13,609024
2017-02-14,586107
2017-02-15,575877
2017-02-16,552654
2017-02-18,538526
2017-02-19,533020
2017-02-20,526980
2017-02-21,535309
2017-02-22,528870
2017-02-23,532849
2017-02-24,524767
2017-02-25,506042
2017-02-26,492494
2017-02-27,472451
2017-02-28,459018
2017-03-01,450334
2017-03-02,462872
2017-03-03,483160
2017-03-04,494260
2017-03-05,484810
2017-03-06,500674
2017-03-07,499769
2017-03-08,499769
2017-03-09,496001
2017-03-10,492986
2017-03-11,491486
2017-03-12,478992
2017-03-13,458823
2017-03-14,435881
2017-03-15,422750
2017-03-16,425048
2017-03-17,431170
2017-03-18,438126
2017-03-19,427162
2017-03-20,427251
2017-03-21,444670
2017-03-22,456787
2017-03-23,450931
2017-03-24,453209
2017-03-25,453209
2017-03-26,440100
2017-03-27,438485
2017-03-28,437759
2017-03-29,430858
2017-03-30,429682
2017-03-31,435617
2017-04-01,451452
2017-04-02,472597
2017-04-03,496095
2017-04-04,520900
2017-04-12,507006
2017-04-13,503508
2017-04-14,497611
2017-04-15,499603
2017-04-16,506832
2017-04-17,491652
2017-04-18,478240
2017-04-19,471493
2017-04-20,493286
2017-04-21,516283
2017-04-22,536035
2017-04-23,554342
2017-04-24,581771
2017-04-25,602968
2017-04-26,602968
2017-04-27,624546
2017-04-28,652568
2017-04-29,647694
2017-04-30,645934
2017-05-01,650300
2017-05-02,647011
2017-05-03,642910
2017-05-04,659254
2017-05-05,650100
2017-05-06,643813
2017-05-07,642242
2017-05-08,633158
2017-05-09,630314
2017-05-10,639637
2017-05-11,635719
2017-05-12,654746
2017-05-13,684581
2017-05-14,669486
2017-05-15,659202
2017-05-16,657803
2017-05-17,666397
2017-05-18,664366
2017-05-19,664366
2017-05-20,651446
2017-05-21,651446
2017-05-22,639417
2017-05-23,623705
2017-05-24,607891
2017-05-25,585627
2017-05-26,563145
2017-05-27,539181
2017-05-28,516087
2017-05-29,496792
2017-05-30,484442
2017-05-31,473628
2017-06-01,459069
2017-06-02,439078
2017-06-03,421185
2017-06-04,404769
2017-06-05,391259
2017-06-06,404775
2017-06-07,416212
2017-06-08,416212
2017-06-09,434992
2017-06-10,434738
2017-06-11,428045
2017-06-12,411754
2017-06-13,415130
2017-06-14,412234
2017-06-15,424077
2017-06-16,423133
2017-06-17,408107
2017-06-18,415434
2017-06-19,415434
2017-06-20,431824
2017-06-21,445285
2017-06-22,445285
2017-06-23,448600
2017-06-24,452278
2017-06-25,453198
2017-06-26,469135
2017-06-27,470182
2017-06-28,465881
2017-06-29,457426
2017-06-30,467151
2017-07-01,467151
2017-07-02,490509
2017-07-03,515035
2017-07-04,540787
2017-07-05,540787
2017-07-06,557088
2017-07-07,557088
2017-07-08,579284
2017-07-13,642310
2017-07-14,666139
2017-07-15,666139
2017-07-16,696075
2017-07-17,710974
2017-07-18,705902
2017-07-19,685601
2017-07-20,669177
2017-07-21,654152
2017-07-22,649425
2017-07-23,634365
2017-07-24,634245
2017-07-25,632199
2017-07-26,639974
2017-07-27,645889
2017-07-28,641778
2017-07-29,641016
2017-07-30,638067
2017-07-31,638067
2017-08-01,618442
2017-08-02,615645
2017-08-03,592166
2017-08-04,590829
2017-08-05,579944
2017-08-06,582738
2017-08-09,591576
2017-08-10,616917
2017-08-11,647327
2017-08-12,679694
2017-08-13,713576
2017-08-14,749255
2017-08-15,786687
2017-08-16,826022
2017-08-17,867324
2017-08-18,867324
2017-08-19,910691
2017-08-20,956226
2017-08-21,998906
2017-08-22,1042318
2017-08-23,1064838
2017-08-24,1097132
2017-08-25,1075945
2017-08-26,1048307
2017-08-27,1038730
2017-08-28,1011754
2017-08-29,972061
2017-08-30,926836
2017-08-31,881353
2017-09-01,852347
2017-09-03,777313
2017-09-04,742441
2017-09-05,712321
2017-09-06,686942
2017-09-07,684412
2017-09-08,684412
2017-09-09,670714
2017-09-10,667551
2017-09-11,669566
2017-09-12,675561
2017-09-13,663559
2017-09-14,645927
2017-09-15,645927
2017-09-16,637676
2017-09-17,647958
2017-09-18,639471
2017-09-19,642710
2017-09-20,643632
2017-09-21,649417
2017-09-22,676448
2017-09-23,676448
2017-09-24,688446
2017-09-25,710218
2017-09-26,699051
2017-09-27,686601
2017-09-28,660580
2017-09-29,645746
2017-09-30,659876
2017-10-01,668004
2017-10-02,671140
2017-10-03,652010
2017-10-04,649832
2017-10-05,668907
2017-10-06,655880
2017-10-07,630921
2017-10-08,630824
2017-10-09,620881
2017-10-10,633081
2017-10-11,633081
2017-10-12,652497
2017-10-13,650732
2017-10-14,660527
2017-10-15,660527
2017-10-16,643988
2017-10-17,643988
2017-10-18,631653
2017-10-19,625343
2017-10-20,632269
2017-10-21,638721
2017-10-22,637780
2017-10-23,632663
2017-10-24,634275
2017-10-25,646818
2017-10-26,676024
2017-10-27,708653
2017-10-28,708653
2017-10-29,743862
2017-10-30,755452
2017-10-31,767741
2017-11-01,767741
2017-11-02,763497
2017-11-03,762225
2017-11-04,730578
2017-11-05,727454
2017-11-06,721395
2017-11-07,702865
2017-11-08,677316
2017-11-09,672136
2017-11-10,659129
2017-11-11,648057
2017-11-12,637761
2017-11-13,637729
2017-11-14,637729
2017-11-15,619635
2017-11-16,602993
2017-11-17,590097
2017-11-18,576117
2017-11-19,584919
2017-11-20,588871
2017-11-21,559665
2017-11-22,535000
2017-11-23,523015
2017-11-24,498649
2017-11-25,477757
2017-11-26,480683
2017-11-27,480683
2017-11-28,501191
2017-11-29,526251
2017-11-30,552564
2017-12-01,579848
2017-12-02,589878
2017-12-03,600154
2017-12-04,606154
2017-12-05,582978
2017-12-06,560257
2017-12-07,545592
2017-12-08,545592
2017-12-09,524279
2017-12-10,517685
2017-12-11,529691
2017-12-12,546261
2017-12-13,559299
2017-12-14,564634
2017-12-15,540192
2017-12-16,522603
2017-12-17,521902
2017-12-18,512667
2017-12-19,502093
2017-12-20,497626
2017-12-21,479641
2017-12-22,477804
2017-12-23,473749
2017-12-24,480764
2017-12-25,504803
2017-12-26,516345
2017-12-27,538017
2017-12-28,547629
2017-12-29,563292
2017-12-30,582346
2017-12-31,588291
2018-01-01,614240
2018-01-02,643209
2018-01-03,640167
2018-01-04,628132
2018-01-05,602802
2018-01-06,618408
2018-01-07,618220
2018-01-08,601507
2018-01-09,582725
2018-01-10,580858
2018-01-11,568530
2018-01-12,573103
2018-01-13,586287
2018-01-14,600876
2018-01-15,619769
2018-01-16,634884
2018-01-17,632759
2018-01-18,622119
2018-01-19,622119
2018-01-20,631419
2018-01-21,653845
2018-01-22,663518
2018-01-23,684013
2018-01-25,675110
2018-01-26,675259
2018-01-27,677424
2018-01-28,667643
2018-01-29,642725
2018-01-30,643853
2018-01-31,643811
2018-02-01,645065
2018-02-02,647537
2018-02-03,637649
2018-02-04,631335
2018-02-05,628335
2018-02-06,622685
2018-02-07,615555
2018-02-08,612066
2018-02-09,614743
2018-02-10,634207
2018-02-11,605511
2018-02-12,587767
2018-02-13,572584
2018-02-14,569352
2018-02-15,552419
2018-02-16,542326
2018-02-17,520670
2018-02-18,524958
2018-02-19,542212
2018-02-20,538505
2018-02-21,548690
2018-02-22,551683
2018-02-23,550775
2018-02-24,573535
2018-02-25,602207
2018-02-26,632246
2018-02-27,652357
2018-02-28,650312
2018-03-01,643831
2018-03-02,663188
2018-03-03,663043
2018-03-04,668751
2018-03-05,670086
2018-03-06,686337
2018-03-07,676040
2018-03-09,662372
2018-03-10,661382
2018-03-11,640374
2018-03-12,628224
2018-03-13,610962
2018-03-14,597324
2018-03-15,593359
2018-03-16,613152
2018-03-17,628341
2018-03-18,627225
2018-03-20,662698
2018-03-21,655693
2018-03-23,649414
2018-03-24,651114
2018-03-25,636080
2018-03-26,615018
2018-03-27,603554
2018-03-28,589890
2018-03-29,579173
2018-03-30,555425
2018-03-31,554030
2018-04-01,568639
2018-04-02,585116
2018-04-03,573635
2018-04-04,582206
2018-04-05,605284
2018-04-06,615648
2018-04-07,631827
2018-04-08,634422
2018-04-09,638039
2018-04-10,640578
2018-04-11,630610
2018-04-12,617809
2018-04-13,598317
2018-04-14,583501
2018-04-15,570695
2018-04-16,555557
2018-04-17,545113
2018-04-18,539238
2018-04-19,545640
2018-04-20,559439
2018-04-21,559721
2018-04-22,576486
2018-04-23,584810
2018-04-24,593033
2018-04-25,592904
2018-04-26,592450
2018-04-27,606664
2018-04-28,618568
2018-04-29,641227
2018-04-30,673150
2018-05-01,680331
2018-05-03,722092
2018-05-04,757788
2018-05-05,795368
2018-05-07,816180
2018-05-08,810313
2018-05-09,803404
2018-05-10,799312
2018-05-11,790232
2018-05-12,788389
2018-05-13,780724
2018-05-14,748362
2018-05-15,722469
2018-05-16,711414
2018-05-17,703917
2018-05-18,683462
2018-05-19,669528
2018-05-20,663171
2018-05-21,670357
2018-05-22,669344
2018-05-23,651063
2018-05-24,640265
2018-05-25,640663
2018-05-26,635438
2018-05-27,631162
2018-05-28,621900
2018-05-29,620414
2018-05-30,614420
2018-05-31,626850
2018-06-01,631588
2018-06-02,645486
2018-06-03,659011
2018-06-04,659897
2018-06-05,664527
2018-06-06,650118
2018-06-07,633447
2018-06-08,630001
2018-06-09,633211
2018-06-10,624075
2018-06-11,603575
2018-06-12,577826
2018-06-13,549217
2018-06-14,535184
2018-06-15,508424
2018-06-16,484517
2018-06-17,477282
2018-06-18,454404
2018-06-19,443780
2018-06-20,447386
2018-06-21,465388
2018-06-22,488328
2018-06-23,508472
2018-06-24,511205
2018-06-25,505657
2018-06-26,503267
2018-06-27,499228
2018-06-28,496420
2018-06-29,507101
2018-06-30,520174
2018-07-01,511707
2018-07-02,507428
2018-07-03,501815
2018-07-04,499694
2018-07-05,511942
2018-07-06,522139
2018-07-07,520967
2018-07-08,536800
2018-07-09,554082
2018-07-10,560829
2018-07-11,559455
2018-07-12,578007
2018-07-13,588563
2018-07-14,588832
2018-07-15,594480
2018-07-16,595170
2018-07-17,622423
2018-07-18,637589
2018-07-19,632103
2018-07-20,607446
2018-07-21,585766
2018-07-22,592817
2018-07-23,622458
2018-07-24,653581
2018-07-25,686261
2018-07-26,720575
2018-07-27,740191
2018-07-28,725178
2018-07-29,705769
2018-07-30,706692
2018-07-31,737755
2018-08-01,768460
2018-08-02,763916
2018-08-03,749270
2018-08-04,758457
2018-08-05,767521
2018-08-06,749630
2018-08-07,736701
2018-08-08,735686
2018-08-09,731447
2018-08-10,726938
2018-08-11,707686
2018-08-12,705600
2018-08-14,710064
2018-08-16,695987
2018-08-17,690517
2018-08-18,682821
2018-08-19,687487
2018-08-20,689736
2018-08-21,685490
2018-08-22,673410
2018-08-23,707081
2018-08-24,742135
2018-08-25,766419
2018-08-26,774432
2018-08-27,809871
2018-08-28,831719
2018-08-29,827181
2018-08-30,826641
2018-08-31,842783
2018-09-01,840756
2018-09-02,835817
2018-09-03,824049
2018-09-04,815235
2018-09-05,814307
2018-09-06,811219
2018-09-07,800277
2018-09-08,783918
2018-09-09,767324
2018-09-10,743743
2018-09-11,729677
2018-09-12,715381
2018-09-13,704184
2018-09-14,695279
2018-09-15,688973
2018-09-16,686627
2018-09-17,674857
2018-09-18,662656
2018-09-19,642243
2018-09-20,623276
2018-09-21,626189
2018-09-22,617769
2018-09-23,615822
2018-09-24,611294
2018-09-25,609642
2018-09-26,610507
2018-09-27,612368
2018-09-28,595830
2018-09-29,581071
2018-09-30,584319
2018-10-01,578567
2018-10-02,586128
2018-10-03,595682
2018-10-04,625288
2018-10-05,656553
2018-10-06,682799
2018-10-07,680896
2018-10-08,664602
2018-10-09,641550
2018-10-10,619475
2018-10-11,613174
2018-10-12,610244
2018-10-13,599362
2018-10-14,587006
2018-10-15,586174
2018-10-16,612186
2018-10-17,614973
2018-10-18,607380
2018-10-19,597327
2018-10-20,584886
2018-10-21,578256
2018-10-22,575286
2018-10-23,573515
2018-10-24,573657
2018-10-25,570517
2018-10-26,567019
2018-10-27,573608
2018-10-28,595226
2018-10-29,581049
2018-10-30,573254
2018-10-31,566895
2018-11-01,564670
2018-11-03,556887
2018-11-04,551457
2018-11-05,578768
2018-11-06,607697
2018-11-07,622236
2018-11-08,618305
2018-11-09,613463
2018-11-10,602045
2018-11-11,620341
2018-11-12,649667
2018-11-13,677668
2018-11-14,698499
2018-11-15,724819
2018-11-16,760107
2018-11-17,798113
2018-11-18,824570
2018-11-19,802729
2018-11-20,797471
2018-11-21,793686
2018-11-22,790031
2018-11-23,782011
2018-11-24,743300
2018-11-25,717041
2018-11-26,701006
2018-11-27,711149
2018-11-28,719460
2018-11-29,755433
2018-12-01,774634
2018-12-02,765601
2018-12-03,762863
2018-12-04,761371
2018-12-05,744275
2018-12-07,729997
2018-12-09,739627
2018-12-10,734839
2018-12-11,727554
2018-12-12,698179
2018-12-13,672649
2018-12-14,672373
2018-12-15,687023
2018-12-16,672400
2018-12-17,657698
2018-12-18,660203
2018-12-19,676638
2018-12-20,667252
2018-12-21,666641
2018-12-22,663706
2018-12-23,672849
2018-12-24,671760
2018-12-25,669359
2018-12-26,668284
2018-12-27,673399
2018-12-28,669340
2018-12-29,663318
2018-12-30,655487
2018-12-31,656201
2019-01-01,665058
2019-01-02,661629
2019-01-03,657779
2019-01-04,647237
2019-01-05,646449
2019-01-06,636517
2019-01-08,639743
2019-01-10,622957
2019-01-11,596770
2019-01-12,573634
2019-01-13,546228
2019-01-14,548727
2019-01-15,541651
2019-01-16,538897
2019-01-17,552557
2019-01-18,562123
2019-01-19,565149
2019-01-20,569590
2019-01-21,576497
2019-01-22,584543
2019-01-23,573824
2019-01-24,579920
2019-01-25,573745
2019-01-26,558117
2019-01-27,553314
2019-01-28,560213
2019-01-29,564362
2019-01-30,563361
2019-01-31,564789
2019-02-01,574104
2019-02-02,602810
2019-02-03,631234
2019-02-04,626327
2019-02-05,603690
2019-02-06,586615
2019-02-07,567246
2019-02-08,563986
2019-02-09,551070
2019-02-10,526877
2019-02-11,517131
2019-02-12,507433
2019-02-13,509694
2019-02-14,504278
2019-02-15,497911
2019-02-16,484289
2019-02-17,475381
2019-02-18,473153
2019-02-19,471065
2019-02-20,465183
2019-02-21,462378
2019-02-22,457647
2019-02-23,457537
2019-02-24,461529
2019-02-25,465837
2019-02-26,472223
2019-02-27,478414
2019-02-28,479558
2019-03-01,496780
2019-03-02,521567
2019-03-03,524835
2019-03-04,509523
2019-03-05,499122
2019-03-06,503615
2019-03-07,497818
2019-03-08,495650
2019-03-09,503105
2019-03-10,498821
2019-03-11,503284
2019-03-12,507817
2019-03-13,494612
2019-03-14,477069
2019-03-15,473211
2019-03-16,468752
2019-03-17,459613
2019-03-18,452978
2019-03-19,436911
2019-03-20,424283
2019-03-21,429489
2019-03-22,450964
2019-03-23,473513
2019-03-24,496618
2019-03-25,493725
2019-03-26,483165
2019-03-27,478249
2019-03-28,469835
2019-03-29,465308
2019-03-30,465381
2019-03-31,450507
2019-04-01,428519
2019-04-02,425209
2019-04-03,421223
2019-04-04,417836
2019-04-05,413123
2019-04-06,412762
2019-04-07,408651
2019-04-08,404304
2019-04-09,401827
2019-04-10,412087
2019-04-11,429978
2019-04-12,427390
2019-04-13,434298
2019-04-14,437136
2019-04-15,433221
2019-04-16,437121
2019-04-17,441880
2019-04-18,441772
2019-04-19,452941
2019-04-20,475553
2019-04-21,499331
2019-04-22,524298
2019-04-23,522183
2019-04-24,547167
2019-04-25,574526
2019-04-26,598941
2019-04-27,628889
2019-04-28,660334
2019-04-29,693299
2019-04-30,727964
2019-05-01,755925
2019-05-02,793722
2019-05-03,799740
2019-05-04,795421
2019-05-05,775525
2019-05-06,771974
2019-05-07,765975
2019-05-08,758021
2019-05-09,750460
2019-05-10,729504
2019-05-11,701632
2019-05-12,703028
2019-05-13,677737
2019-05-14,667470
2019-05-15,656709
2019-05-16,641137
2019-05-17,637253
2019-05-18,641881
2019-05-19,659303
2019-05-20,664567
2019-05-21,642593
2019-05-22,642367
2019-05-23,630380
2019-05-24,620954
2019-05-25,612313
2019-05-26,594181
2019-05-27,580137
2019-05-28,571919
2019-05-29,561065
2019-05-30,549342
2019-05-31,554358
2019-06-01,582029
2019-06-02,591546
2019-06-03,597212
2019-06-04,598284
2019-06-05,608140
2019-06-06,597659
2019-06-07,602952
2019-06-08,613361
2019-06-09,592343
2019-06-10,590003
2019-06-11,582873
2019-06-12,565393
2019-06-13,538102
2019-06-14,531724
2019-06-15,540310
2019-06-16,541386
2019-06-17,553665
2019-06-18,568344
2019-06-19,567231
2019-06-20,551767
2019-06-21,541175
2019-06-22,534970
2019-06-23,527803
2019-06-24,525337
2019-06-25,522130
2019-06-26,514433
2019-06-27,520102
2019-06-28,527988
2019-06-29,529012
2019-06-30,543929
2019-07-01,524099
2019-07-02,533936
2019-07-03,518372
2019-07-04,520043
2019-07-05,518384
2019-07-06,517271
2019-07-07,527191
2019-07-08,532464
2019-07-09,528097
2019-07-10,522194
2019-07-11,518088
2019-07-12,499104
2019-07-13,497039
2019-07-14,490333
2019-07-15,495840
2019-07-16,497592
2019-07-17,492449
2019-07-18,491930
2019-07-19,485355
2019-07-20,478505
2019-07-21,482657
2019-07-22,477200
2019-07-23,455300
2019-07-24,462338
2019-07-25,456936
2019-07-26,452174
2019-07-27,450874
2019-07-28,448538
2019-07-29,457660
2019-07-30,456085
2019-07-31,455523
2019-08-01,463067
2019-08-02,486221
2019-08-03,479675
2019-08-04,462172
2019-08-05,467535
2019-08-06,450687
2019-08-07,441579
2019-08-08,431394
2019-08-09,425557
2019-08-10,420243
2019-08-11,410962
2019-08-12,409156
2019-08-13,424621
2019-08-14,440979
2019-08-15,455145
2019-08-16,468772
2019-08-17,492211
2019-08-18,508830
2019-08-19,534272
2019-08-20,560986
2019-08-21,589036
2019-08-22,618488
2019-08-23,633824
2019-08-24,606211
2019-08-24,606211
2019-08-25,588469
2019-08-25,588469
2019-08-26,581207
2019-08-27,578391
2019-08-27,578391
2019-08-28,589279
2019-08-29,588496
2019-08-30,596105
2019-08-31,585340
2019-09-01,565849
2019-09-02,550552
2019-09-03,561527
2019-09-04,568071
2019-09-05,582900
2019-09-06,587142
2019-09-07,598144
2019-09-08,612407
2019-09-09,643028
2019-09-10,675180
2019-09-11,685015
2019-09-12,650867
2019-09-13,618380
2019-09-14,601659
2019-09-15,590772
2019-09-16,582456
2019-09-17,578912
2019-09-18,582634
2019-09-19,593285
2019-09-20,607570
2019-09-21,617020
2019-09-22,617859
2019-09-23,593797
2019-09-24,587955
2019-09-25,587813
2019-09-26,571767
2019-09-27,570005
2019-09-28,571144
2019-09-29,571459
2019-09-30,561171
2019-10-01,558513
2019-10-02,553824
2019-10-03,554522
2019-10-04,560095
2019-10-05,557016
2019-10-06,550971
2019-10-07,543324
2019-10-08,523668
2019-10-09,513023
2019-10-10,514855
2019-10-11,517902
2019-10-12,520965
2019-10-13,520243
2019-10-14,519064
2019-10-15,520247
2019-10-16,524790
2019-10-17,535082
2019-10-18,548230
2019-10-19,555502
2019-10-20,566412
2019-10-21,593888
2019-10-22,607224
2019-10-23,594570
2019-10-24,590380
2019-10-25,582196
2019-10-26,578292
2019-10-27,574466
2019-10-28,572190
2019-10-29,560668
2019-10-30,550716
2019-10-31,549799
2019-11-01,540308
2019-11-02,529818
2019-11-03,527376
2019-11-04,523645
2019-11-05,520229
2019-11-06,514611
2019-11-07,509535
2019-11-08,502514
2019-11-09,498097
2019-11-10,504762
2019-11-11,503522
2019-11-12,499817
2019-11-13,490533
2019-11-14,486649
2019-11-15,497451
2019-11-16,517442
2019-11-17,525128
2019-11-18,537074
2019-11-19,545751
2019-11-20,543570
2019-11-21,537310
2019-11-22,532956
2019-11-23,549736
2019-11-24,551810
2019-11-25,539334
2019-11-26,548559
2019-11-27,550017
2019-11-28,558497
2019-11-29,575543
2019-11-30,566386
2019-12-01,557710
2019-12-02,532554
2019-12-03,516804
2019-12-04,494013
2019-12-05,470772
2019-12-06,461508
2019-12-07,449675
2019-12-08,441813
2019-12-09,438280
2019-12-10,456457
2019-12-11,479280
2019-12-12,503244
2019-12-13,509869
2019-12-14,497035
2019-12-15,511745
2019-12-16,524237
2019-12-17,518608
2019-12-18,517639
2019-12-19,540924
2019-12-20,559845
2019-12-21,558552
2019-12-22,551436
2019-12-23,549248
2019-12-24,523017
2019-12-25,532633
2019-12-26,550365
2019-12-27,539249
2019-12-28,533554
2019-12-29,526969
2019-12-30,525061
2019-12-31,529331
2020-01-01,512977
2020-01-02,521842
2020-01-03,518477
2020-01-04,516255
2020-01-05,518750
2020-01-06,504227
2020-01-07,493067
2020-01-08,494618
2020-01-09,500182
2020-01-10,491665
2020-01-11,484136
2020-01-12,499319
2020-01-13,493948
2020-01-14,493238
2020-01-15,488985
2020-01-16,507548
2020-01-17,510859
2020-01-18,510276
2020-01-19,503901
2020-01-20,490330
2020-01-21,492850
2020-01-22,488968
2020-01-23,486613
2020-01-24,494805
2020-01-25,494036
2020-01-26,501562
2020-01-27,504493
2020-01-28,524926
2020-01-29,545612
2020-01-30,537898
2020-01-31,555361
2020-02-01,583130
2020-02-02,611324
2020-02-03,604027
2020-02-04,574736
2020-02-05,549446
2020-02-06,522456
2020-02-07,496333
2020-02-08,471516
2020-02-09,447940
2020-02-10,433362
2020-02-11,447629
2020-02-12,460410
2020-02-13,451134
2020-02-14,444946
2020-02-15,454136
2020-02-16,457604
2020-02-17,459446
2020-02-18,460513
2020-02-19,460501
2020-02-20,459240
2020-02-21,462475
2020-02-22,461687
2020-02-23,461703
2020-02-24,460581
2020-02-25,482648
2020-02-26,475460
2020-02-27,470204
2020-02-28,473001
2020-02-29,472641
2020-03-01,471810
2020-03-02,473510
2020-03-03,476226
2020-03-04,500038
2020-03-05,518006
2020-03-06,526223
2020-03-07,552483
2020-03-08,564001
2020-03-09,538593
2020-03-10,525929
2020-03-11,515116
2020-03-12,503529
2020-03-13,498542
2020-03-14,496600
2020-03-15,488975
2020-03-16,479929
2020-03-17,478347
2020-03-18,481352
2020-03-19,488638
2020-03-20,482241
2020-03-21,479779
2020-03-22,465827
2020-03-23,457508
2020-03-24,452324
2020-03-25,464449
2020-03-26,485968
2020-03-27,504912
2020-03-28,506260
2020-03-29,500106
2020-03-30,502711
2020-03-31,493291
2020-04-01,485328
2020-04-02,475402
2020-04-03,474314
2020-04-04,476796
2020-04-05,472802
2020-04-06,465245
2020-04-07,465248
2020-04-08,460627
2020-04-09,459018
2020-04-10,459415
2020-04-11,459342
2020-04-12,454455
2020-04-13,451176
2020-04-14,458520
2020-04-15,465834
2020-04-16,474434
2020-04-17,477918
2020-04-18,495875
2020-04-19,497328
2020-04-20,491976
2020-04-21,484634
2020-04-22,480626
2020-04-23,475656
2020-04-24,468695
2020-04-25,460879
2020-04-26,449861
2020-04-27,438533
2020-04-28,437796
2020-04-29,446875
2020-04-30,448171
2020-05-01,467034
2020-05-02,476574
2020-05-03,470888
2020-05-04,472205
2020-05-05,468156
2020-05-06,477989
2020-05-07,475650
2020-05-08,477390
2020-05-09,491043
2020-05-10,515596
2020-05-11,535841
2020-05-12,529395
2020-05-13,534001
