date_obj,Ranger%20gloves price
2020-03-01,978599
2020-03-02,962920
2020-03-03,950205
2020-03-04,952021
2020-03-05,934941
2020-03-06,930893
2020-03-07,923270
2020-03-08,898121
2020-03-09,881627
2020-03-10,873155
2020-03-11,860541
2020-03-12,874654
2020-03-13,831761
2020-03-14,845212
2020-03-15,848260
2020-03-16,859911
2020-03-17,863773
2020-03-18,897252
2020-03-19,918976
2020-03-20,944438
2020-03-21,974998
2020-03-22,1008030
2020-03-23,999166
2020-03-24,981499
2020-03-25,986738
2020-03-26,975394
2020-03-27,965114
2020-03-28,939526
2020-03-29,923694
2020-03-30,898963
2020-03-31,898539
2020-04-01,892319
2020-04-02,912710
2020-04-03,926011
2020-04-04,911029
2020-04-05,901690
2020-04-06,896430
2020-04-07,885686
2020-04-08,880127
2020-04-09,877238
2020-04-10,864459
2020-04-11,855686
2020-04-12,845481
2020-04-13,870656
2020-04-14,868381
2020-04-15,879474
2020-04-16,894270
2020-04-17,879395
2020-04-18,906370
2020-04-19,889098
2020-04-20,872639
2020-04-21,868561
2020-04-22,858322
2020-04-23,855456
2020-04-24,845225
2020-04-25,834744
2020-04-26,827902
2020-04-27,817719
2020-04-28,793156
2020-04-29,759509
2020-04-30,741678
2020-05-01,743988
2020-05-02,753349
2020-05-03,730035
2020-05-04,725019
2020-05-05,719210
2020-05-06,698899
2020-05-07,698817
2020-05-08,698433
2020-05-09,686209
2020-05-10,686042
2020-05-11,682048
2020-05-12,674466
2020-05-13,676955
