date_obj,Armadyl%20plateskirt price
2019-03-23,38144
2019-03-24,37928
2019-03-25,37928
2019-03-26,38043
2019-03-27,38043
2019-03-28,38543
2019-03-29,38053
2019-03-30,38053
2019-03-31,37720
2019-04-01,38036
2019-04-02,38191
2019-04-03,38116
2019-04-04,38116
2019-04-05,38500
2019-04-06,38500
2019-04-07,38101
2019-04-08,38101
2019-04-09,38525
2019-04-10,38377
2019-04-11,38150
2019-04-12,37755
2019-04-13,37987
2019-04-14,37933
2019-04-15,37933
2019-04-16,37776
2019-04-17,37776
2019-04-18,37811
2019-04-19,38133
2019-04-20,38232
2019-04-21,38232
2019-04-22,38296
2019-04-23,37700
2019-04-24,37908
2019-04-25,37552
2019-04-26,37821
2019-04-27,37821
2019-04-28,37806
2019-04-29,37806
2019-04-30,37855
2019-05-01,37855
2019-05-02,37836
2019-05-03,37962
2019-05-04,37921
2019-05-05,37921
2019-05-06,37892
2019-05-07,38037
2019-05-08,38037
2019-05-09,38625
2019-05-10,38348
2019-05-11,38348
2019-05-12,38019
2019-05-13,38436
2019-05-14,38436
2019-05-15,38293
2019-05-16,38293
2019-05-17,37755
2019-05-18,37891
2019-05-19,37891
2019-05-20,38154
2019-05-21,38154
2019-05-22,37537
2019-05-23,37871
2019-05-24,37871
2019-05-25,38241
2019-05-26,38241
2019-05-27,37418
2019-05-28,37556
2019-05-29,37783
2019-05-30,37783
2019-05-31,37945
2019-06-01,37945
2019-06-02,38366
2019-06-03,38366
2019-06-04,37810
2019-06-05,38253
2019-06-06,38253
2019-06-07,39005
2019-06-08,39019
2019-06-09,39019
2019-06-10,39142
2019-06-11,39142
2019-06-12,39100
2019-06-13,39161
2019-06-14,39161
2019-06-15,38727
2019-06-16,38703
2019-06-17,38703
2019-06-18,38839
2019-06-19,38839
2019-06-20,38874
2019-06-21,38874
2019-06-22,39162
2019-06-23,39338
2019-06-24,39338
2019-06-25,38633
2019-06-26,38633
2019-06-27,38738
2019-06-28,38738
2019-06-29,38741
2019-06-30,38629
2019-07-01,38629
2019-07-02,38548
2019-07-03,38548
2019-07-04,38547
2019-07-05,38547
2019-07-06,38715
2019-07-07,38715
2019-07-08,38722
2019-07-09,38722
2019-07-10,38790
2019-07-11,38790
2019-07-12,38875
2019-07-13,38875
2019-07-14,38551
2019-07-15,38551
2019-07-16,38551
2019-07-17,38562
2019-07-18,38562
2019-07-19,38641
2019-07-20,38641
2019-07-21,38574
2019-07-22,38574
2019-07-23,38539
2019-07-24,38539
2019-07-25,37948
2019-07-26,37948
2019-07-27,37219
2019-07-28,37132
2019-07-29,37360
2019-07-30,37875
2019-07-31,37958
2019-08-01,37958
2019-08-02,37869
2019-08-03,38015
2019-08-04,38015
2019-08-05,38055
2019-08-06,38055
2019-08-07,37822
2019-08-08,37822
2019-08-09,37479
2019-08-10,37656
2019-08-11,37656
2019-08-12,36067
2019-08-13,36692
2019-08-14,37124
2019-08-15,37426
2019-08-16,37866
2019-08-17,37866
2019-08-18,38226
2019-08-19,38226
2019-08-20,38266
2019-08-21,38266
2019-08-22,38203
2019-08-23,38203
2019-08-24,38694
2019-08-24,38694
2019-08-25,38694
2019-08-25,38694
2019-08-26,39414
2019-08-27,39414
2019-08-27,39414
2019-08-28,40012
2019-08-29,40012
2019-08-30,39896
2019-08-31,39896
2019-09-01,38709
2019-09-02,38709
2019-09-03,37800
2019-09-04,37800
2019-09-05,38184
2019-09-06,38184
2019-09-07,38735
2019-09-08,38695
2019-09-09,38695
2019-09-10,38695
2019-09-11,38658
2019-09-12,38658
2019-09-13,38503
2019-09-14,38503
2019-09-15,37418
2019-09-16,37711
2019-09-17,37711
2019-09-18,38883
2019-09-19,38883
2019-09-20,39086
2019-09-21,39086
2019-09-22,38668
2019-09-23,37671
2019-09-24,37671
2019-09-25,38116
2019-09-26,37760
2019-09-27,37760
2019-09-28,38163
2019-09-29,38163
2019-09-30,38109
2019-10-01,38121
2019-10-02,38121
2019-10-03,38039
2019-10-04,38039
2019-10-05,37973
2019-10-06,37659
2019-10-07,37659
2019-10-08,38087
2019-10-09,38087
2019-10-10,38292
2019-10-11,38292
2019-10-12,37984
2019-10-13,38297
2019-10-14,38297
2019-10-15,37994
2019-10-16,37994
2019-10-17,37750
2019-10-18,37750
2019-10-19,37976
2019-10-20,37976
2019-10-21,37836
2019-10-22,37836
2019-10-23,37881
2019-10-24,37881
2019-10-25,38060
2019-10-26,38024
2019-10-27,38024
2019-10-28,37776
2019-10-29,37776
2019-10-30,38095
2019-10-31,37886
2019-11-01,37886
2019-11-02,38017
2019-11-03,38017
2019-11-04,37965
2019-11-05,37965
2019-11-06,38014
2019-11-07,38014
2019-11-08,38417
2019-11-09,38143
2019-11-10,38143
2019-11-11,38323
2019-11-12,38323
2019-11-13,38114
2019-11-14,38114
2019-11-15,38445
2019-11-16,38499
2019-11-17,38499
2019-11-18,37866
2019-11-19,37866
2019-11-20,38087
2019-11-21,38087
2019-11-22,37491
2019-11-23,37617
2019-11-24,37617
2019-11-25,37674
2019-11-26,37674
2019-11-27,37981
2019-11-28,37981
2019-11-29,38344
2019-11-30,38344
2019-12-01,38581
2019-12-02,38581
2019-12-03,38026
2019-12-04,38026
2019-12-05,37947
2019-12-06,37947
2019-12-07,38136
2019-12-08,38136
2019-12-09,37727
2019-12-10,37727
2019-12-11,38129
2019-12-12,38129
2019-12-13,37932
2019-12-14,37932
2019-12-15,37792
2019-12-16,37792
2019-12-17,37890
2019-12-18,37890
2019-12-19,37890
2019-12-20,37589
2019-12-21,37709
2019-12-22,37984
2019-12-23,37984
2019-12-24,38262
2019-12-25,38262
2019-12-26,38262
2019-12-27,37861
2019-12-28,37861
2019-12-29,37619
2019-12-30,37619
2019-12-31,37717
2020-01-01,37717
2020-01-02,37690
2020-01-03,37690
2020-01-04,37922
2020-01-05,37922
2020-01-06,38095
2020-01-07,37729
2020-01-08,37729
2020-01-09,38025
2020-01-10,38025
2020-01-11,37893
2020-01-12,37893
2020-01-13,37737
2020-01-14,37737
2020-01-15,37723
2020-01-16,37723
2020-01-17,37850
2020-01-18,37850
2020-01-19,37870
2020-01-20,37870
2020-01-21,37738
2020-01-22,37738
2020-01-23,37946
2020-01-24,37946
2020-01-25,37946
2020-01-26,37946
2020-01-27,37924
2020-01-28,37924
2020-01-29,37677
2020-01-30,37677
2020-01-31,37868
2020-02-01,37868
2020-02-02,38187
2020-02-03,38187
2020-02-04,38808
2020-02-05,38808
2020-02-06,38137
2020-02-07,38137
2020-02-08,38283
2020-02-09,38501
2020-02-10,39335
2020-02-11,39335
2020-02-12,39532
2020-02-13,39532
2020-02-14,39738
2020-02-15,39738
2020-02-16,39120
2020-02-17,38831
2020-02-18,37879
2020-02-19,37879
2020-02-20,37783
2020-02-21,37783
2020-02-22,38011
2020-02-23,38011
2020-02-24,38144
2020-02-25,38144
2020-02-26,37908
2020-02-27,37908
2020-02-28,38209
2020-02-29,38209
2020-03-01,38287
2020-03-02,38287
2020-03-03,39238
2020-03-04,39238
2020-03-05,40649
2020-03-06,40908
2020-03-07,40908
2020-03-08,39318
2020-03-09,38277
2020-03-10,38158
2020-03-11,38158
2020-03-12,39029
2020-03-13,39785
2020-03-14,40040
2020-03-15,40040
2020-03-16,41158
2020-03-17,40072
2020-03-18,40166
2020-03-19,38569
2020-03-20,38126
2020-03-21,37818
2020-03-22,37894
2020-03-23,37622
2020-03-24,38169
2020-03-25,38769
2020-03-26,38393
2020-03-27,38264
2020-03-28,38225
2020-03-29,37856
2020-03-30,37972
2020-03-31,38816
2020-04-01,37918
2020-04-02,38476
2020-04-03,38476
2020-04-04,37805
2020-04-05,37939
2020-04-06,38664
2020-04-07,38382
2020-04-08,37977
2020-04-09,37669
2020-04-10,37669
2020-04-11,37826
2020-04-12,37876
2020-04-13,38585
2020-04-14,38037
2020-04-15,38315
2020-04-16,38315
2020-04-17,38263
2020-04-18,38037
2020-04-19,38171
2020-04-20,37921
2020-04-21,38082
2020-04-22,38659
2020-04-23,40028
2020-04-24,40071
2020-04-25,39645
2020-04-26,39556
2020-04-27,38835
2020-04-28,37949
2020-04-29,37388
2020-04-30,37654
2020-05-01,37654
2020-05-02,37635
2020-05-03,37642
2020-05-04,37797
2020-05-05,37791
2020-05-06,37613
2020-05-07,37841
2020-05-08,37841
2020-05-09,38143
2020-05-10,38217
2020-05-11,37866
2020-05-12,37658
2020-05-13,37671
