date_obj,Adamant%20halberd price
2016-01-03,11023
2016-01-04,11023
2016-01-05,11163
2016-01-06,11163
2016-01-07,11163
2016-01-08,10930
2016-01-09,10930
2016-01-10,10930
2016-01-11,10489
2016-01-12,10489
2016-01-13,10489
2016-01-14,9964
2016-01-15,9964
2016-01-16,9964
2016-01-17,9574
2016-01-18,9574
2016-01-19,9574
2016-01-20,9897
2016-01-21,9897
2016-01-22,9897
2016-01-23,10154
2016-01-24,10154
2016-01-25,10530
2016-01-26,10530
2016-01-27,10711
2016-01-28,10711
2016-01-29,10711
2016-01-30,11021
2016-01-31,11021
2016-02-01,11329
2016-02-02,11329
2016-02-03,11329
2016-02-04,11543
2016-02-05,11543
2016-02-06,11645
2016-02-07,11645
2016-02-08,11645
2016-02-09,12143
2016-02-10,12143
2016-02-11,12490
2016-02-12,12490
2016-02-13,12255
2016-02-14,12255
2016-02-15,12255
2016-02-16,11668
2016-02-17,11668
2016-02-18,11668
2016-02-19,11248
2016-02-20,11248
2016-02-21,11358
2016-02-22,11358
2016-02-23,11358
2016-02-24,11054
2016-02-25,11054
2016-02-26,10878
2016-02-27,10878
2016-02-28,10673
2016-02-29,10673
2016-03-01,10573
2016-03-02,10573
2016-03-03,10573
2016-03-04,10735
2016-03-05,10735
2016-03-06,10947
2016-03-07,10947
2016-03-08,10947
2016-03-09,11239
2016-03-10,11239
2016-03-11,11239
2016-03-12,11506
2016-03-13,11506
2016-03-14,11506
2016-03-15,12019
2016-03-16,12019
2016-03-17,11838
2016-03-18,11838
2016-03-19,11436
2016-03-20,11436
2016-03-21,11656
2016-03-22,11656
2016-03-23,12239
2016-03-24,12239
2016-03-25,12825
2016-03-26,12825
2016-03-27,12825
2016-03-28,13132
2016-03-29,13132
2016-03-30,13132
2016-03-31,12823
2016-04-01,12823
2016-04-02,12823
2016-04-03,12824
2016-04-04,12824
2016-04-05,12824
2016-04-06,12774
2016-04-07,12774
2016-04-08,12774
2016-04-09,12898
2016-04-10,12898
2016-04-11,12898
2016-04-12,12968
2016-04-13,12968
2016-04-14,12322
2016-04-15,12322
2016-04-16,11975
2016-04-17,11975
2016-04-18,11775
2016-04-19,11775
2016-04-20,11775
2016-04-21,11568
2016-04-22,11568
2016-04-23,11568
2016-04-24,11416
2016-04-25,11416
2016-04-26,11048
2016-04-27,11048
2016-04-28,11053
2016-04-29,11053
2016-04-30,10773
2016-05-01,10773
2016-05-02,10612
2016-05-03,10612
2016-05-04,10667
2016-05-05,10667
2016-05-06,10791
2016-05-07,10791
2016-05-08,10934
2016-05-09,10934
2016-05-10,11089
2016-05-11,11089
2016-05-12,11089
2016-05-13,11181
2016-05-14,11181
2016-05-15,11294
2016-05-16,11294
2016-05-17,11294
2016-05-18,11253
2016-05-19,11253
2016-05-21,11360
2016-05-22,11360
2016-05-23,11584
2016-05-24,11584
2016-05-25,11559
2016-05-26,11559
2016-05-27,11533
2016-05-28,11533
2016-05-29,11811
2016-05-30,11811
2016-05-31,11811
2016-06-01,11988
2016-06-02,11988
2016-06-03,11988
2016-06-04,11421
2016-06-05,11421
2016-06-06,10849
2016-06-07,10849
2016-06-08,10849
2016-06-09,10657
2016-06-10,10657
2016-06-11,10698
2016-06-12,10698
2016-06-13,10771
2016-06-14,10771
2016-06-15,10868
2016-06-16,10868
2016-06-17,10987
2016-06-18,10987
2016-06-19,11047
2016-06-20,11047
2016-06-21,11209
2016-06-22,11209
2016-06-23,11441
2016-06-24,11441
2016-06-25,11921
2016-06-26,11921
2016-06-27,11921
2016-06-28,11414
2016-06-29,11414
2016-06-30,11417
2016-07-01,11417
2016-07-02,11564
2016-07-03,11564
2016-07-04,11652
2016-07-05,11652
2016-07-06,11835
2016-07-07,11835
2016-07-08,12251
2016-07-09,12251
2016-07-10,12068
2016-07-11,12068
2016-07-12,11786
2016-07-13,11786
2016-07-14,11823
2016-07-15,11823
2016-07-16,11946
2016-07-17,11946
2016-07-18,11750
2016-07-23,11620
2016-07-24,11620
2016-07-25,11557
2016-07-26,11557
2016-07-27,11557
2016-07-28,11621
2016-07-29,11621
2016-07-30,11835
2016-07-31,11835
2016-08-01,11835
2016-08-02,11549
2016-08-03,11549
2016-08-04,11549
2016-08-05,11444
2016-08-06,11444
2016-08-07,11766
2016-08-08,11766
2016-08-09,11766
2016-08-10,11999
2016-08-11,11999
2016-08-12,11999
2016-08-13,11999
2016-08-14,11937
2016-08-15,11937
2016-08-16,11937
2016-08-17,12192
2016-08-18,12192
2016-08-19,12192
2016-08-20,12194
2016-08-21,12194
2016-08-22,12194
2016-08-23,11704
2016-08-24,11704
2016-08-25,11704
2016-08-26,11704
2016-08-28,11751
2016-08-31,12074
2016-09-01,12074
2016-09-02,12074
2016-09-03,12074
2016-09-04,11677
2016-09-05,11677
2016-09-06,11677
2016-09-07,11677
2016-09-08,11413
2016-09-09,11413
2016-09-10,11413
2016-09-11,11413
2016-09-12,11097
2016-09-13,11097
2016-09-14,11097
2016-09-15,11097
2016-09-16,11117
2016-09-17,11117
2016-09-18,11117
2016-09-19,11117
2016-09-20,11092
2016-09-21,11092
2016-09-22,11092
2016-09-23,11055
2016-09-24,11055
2016-09-25,11055
2016-09-26,11055
2016-09-27,11037
2016-09-28,11037
2016-09-29,11037
2016-09-30,11037
2016-10-01,11100
2016-10-02,11100
2016-10-03,11100
2016-10-04,11100
2016-10-05,11100
2016-10-06,11560
2016-10-07,11560
2016-10-08,11560
2016-10-09,11560
2016-10-10,11853
2016-10-11,11853
2016-10-12,11853
2016-10-13,11853
2016-10-14,12250
2016-10-15,12250
2016-10-16,12250
2016-10-17,12397
2016-10-18,12397
2016-10-19,12397
2016-10-20,12397
2016-10-21,12168
2016-10-22,12168
2016-10-23,12168
2016-10-24,12168
2016-10-25,11923
2016-10-26,11923
2016-10-27,11923
2016-10-28,11923
2016-10-29,11333
2016-10-30,11333
2016-10-31,11333
2016-11-01,11333
2016-11-02,11305
2016-11-03,11305
2016-11-04,11305
2016-11-05,11305
2016-11-06,11289
2016-11-07,11289
2016-11-08,11289
2016-11-09,11289
2016-11-10,11243
2016-11-11,11243
2016-11-12,11243
2016-11-13,11243
2016-11-14,10805
2016-11-15,10805
2016-12-07,11289
2016-12-08,11289
2016-12-09,11289
2016-12-10,11318
2016-12-11,11318
2016-12-12,11318
2016-12-13,11228
2016-12-14,11228
2016-12-15,11228
2016-12-16,11289
2016-12-17,11289
2016-12-18,11289
2016-12-19,11388
2016-12-20,11388
2016-12-21,11388
2016-12-22,11363
2016-12-23,11363
2016-12-24,11363
2016-12-25,11381
2016-12-26,11381
2016-12-27,11381
2016-12-28,11445
2016-12-29,11445
2016-12-30,11445
2016-12-31,11564
2017-01-01,11564
2017-01-02,11566
2017-01-03,11566
2017-01-04,11566
2017-01-05,11572
2017-01-06,11572
2017-01-07,11563
2017-01-08,11563
2017-01-09,11531
2017-01-10,11531
2017-01-11,11531
2017-01-12,11768
2017-01-13,11768
2017-01-14,11768
2017-01-15,11293
2017-01-16,11293
2017-01-17,10930
2017-01-18,10930
2017-01-19,10930
2017-01-20,10790
2017-01-21,10790
2017-01-22,10790
2017-01-23,10549
2017-01-27,10194
2017-01-28,9911
2017-01-29,9911
2017-01-30,9911
2017-01-31,9888
2017-02-01,9888
2017-02-02,9959
2017-02-03,9959
2017-02-04,10228
2017-02-05,10228
2017-02-06,10228
2017-02-07,10542
2017-02-08,10542
2017-02-09,10542
2017-02-10,10772
2017-02-11,10772
2017-02-12,10772
2017-02-13,10961
2017-02-14,10961
2017-02-15,10961
2017-02-16,10995
2017-02-17,10995
2017-02-18,10995
2017-02-19,10997
2017-02-20,10997
2017-02-21,10997
2017-02-22,10691
2017-02-23,10691
2017-02-24,10691
2017-02-25,10851
2017-02-26,10851
2017-02-27,10851
2017-02-28,10946
2017-03-01,10946
2017-03-02,10946
2017-03-03,11150
2017-03-04,11150
2017-03-05,11516
2017-03-06,11516
2017-03-07,11927
2017-03-08,11927
2017-03-09,11927
2017-03-10,11338
2017-03-11,11338
2017-03-12,10787
2017-03-13,10787
2017-03-14,10247
2017-03-15,10247
2017-03-16,10247
2017-03-17,9787
2017-03-18,9787
2017-03-19,9562
2017-03-20,9562
2017-03-21,9582
2017-03-22,9582
2017-03-23,9582
2017-03-24,9345
2017-03-25,9345
2017-03-26,9345
2017-03-27,9352
2017-03-28,9352
2017-03-29,9221
2017-03-30,9221
2017-03-31,9264
2017-04-01,9264
2017-04-02,9264
2017-04-03,9396
2017-04-04,9396
2017-04-05,9396
2017-04-12,9909
2017-04-13,9909
2017-04-14,9909
2017-04-15,10056
2017-04-16,10056
2017-04-17,10449
2017-04-18,10449
2017-04-19,10449
2017-04-20,10733
2017-04-21,10733
2017-04-22,10733
2017-04-23,11021
2017-04-24,11021
2017-04-25,11322
2017-04-26,11322
2017-04-27,11322
2017-04-28,11574
2017-04-29,11574
2017-04-30,11595
2017-05-01,11595
2017-05-02,11595
2017-05-03,11259
2017-05-04,11259
2017-05-05,11256
2017-05-06,11256
2017-05-07,11256
2017-05-08,11157
2017-05-09,11157
2017-05-10,11110
2017-05-11,11110
2017-05-12,11120
2017-05-13,11120
2017-05-14,11120
2017-05-15,11347
2017-05-16,11347
2017-05-17,11753
2017-05-18,11753
2017-05-19,11753
2017-05-20,11976
2017-05-21,11976
2017-05-22,11976
2017-05-23,12033
2017-05-24,12033
2017-05-25,12033
2017-05-26,11846
2017-05-27,11846
2017-05-28,11846
2017-05-29,11595
2017-05-30,11595
2017-05-31,11595
2017-06-01,11328
2017-06-02,11328
2017-06-03,11328
2017-06-04,10809
2017-06-05,10809
2017-06-06,10711
2017-06-07,10711
2017-06-08,10711
2017-06-09,10561
2017-06-10,10561
2017-06-11,10712
2017-06-12,10712
2017-06-13,10712
2017-06-14,10656
2017-06-15,10656
2017-06-16,10656
2017-06-17,10462
2017-06-18,10462
2017-06-19,10462
2017-06-20,10576
2017-06-21,10576
2017-06-22,10576
2017-06-23,10576
2017-06-24,10654
2017-06-25,10654
2017-06-26,10654
2017-06-27,10806
2017-06-28,10806
2017-06-29,10806
2017-06-30,10938
2017-07-01,10938
2017-07-02,10938
2017-07-03,11014
2017-07-04,11014
2017-07-05,11014
2017-07-06,11016
2017-07-07,11016
2017-07-08,11016
2017-07-09,11102
2017-07-13,11088
2017-07-14,11088
2017-07-15,10785
2017-07-16,10785
2017-07-17,10375
2017-07-18,10375
2017-07-19,10375
2017-07-20,9947
2017-07-21,9947
2017-07-22,9947
2017-07-23,9720
2017-07-24,9720
2017-07-25,9720
2017-07-26,9336
2017-07-27,9336
2017-07-28,9336
2017-07-29,9624
2017-07-30,9624
2017-07-31,9624
2017-08-01,9834
2017-08-02,9834
2017-08-03,9834
2017-08-04,10034
2017-08-05,10034
2017-08-06,10343
2017-08-07,10343
2017-08-08,10343
2017-08-09,10436
2017-08-10,10436
2017-08-11,10436
2017-08-12,10463
2017-08-13,10463
2017-08-14,10463
2017-08-15,10673
2017-08-16,10673
2017-08-17,10673
2017-08-18,11023
2017-08-19,11023
2017-08-20,11368
2017-08-21,11368
2017-08-22,11368
2017-08-23,11507
2017-08-24,11507
2017-08-25,11507
2017-08-26,11719
2017-08-27,11719
2017-08-28,11719
2017-08-29,12106
2017-08-30,12106
2017-08-31,12106
2017-09-01,12004
2017-09-02,12004
2017-09-03,11872
2017-09-04,11872
2017-09-05,11872
2017-09-06,12051
2017-09-07,12051
2017-09-08,12051
2017-09-09,11993
2017-09-10,11993
2017-09-11,11993
2017-09-12,11764
2017-09-13,11764
2017-09-14,11178
2017-09-15,11178
2017-09-16,11178
2017-09-17,10718
2017-09-18,10718
2017-09-19,10718
2017-09-20,10772
2017-09-21,10772
2017-09-22,10772
2017-09-23,10894
2017-09-24,10894
2017-09-25,10894
2017-09-26,10875
2017-09-27,10875
2017-09-28,10875
2017-09-29,10771
2017-09-30,10771
2017-10-01,10771
2017-10-02,10311
2017-10-03,10311
2017-10-04,10311
2017-10-05,10311
2017-10-06,10059
2017-10-07,10059
2017-10-08,10059
2017-10-09,9958
2017-10-10,9958
2017-10-11,9958
2017-10-12,9791
2017-10-13,9791
2017-10-14,9791
2017-10-15,9715
2017-10-16,9715
2017-10-17,9715
2017-10-18,9640
2017-10-19,9640
2017-10-20,9640
2017-10-21,9519
2017-10-22,9519
2017-10-23,9519
2017-10-24,9506
2017-10-25,9506
2017-10-26,9506
2017-10-27,9640
2017-10-28,9640
2017-10-29,9640
2017-10-30,9621
2017-10-31,9621
2017-11-01,9621
2017-11-02,9628
2017-11-03,9628
2017-11-04,9684
2017-11-05,9684
2017-11-06,9684
2017-11-07,9684
2017-11-08,9833
2017-11-09,9833
2017-11-10,9833
2017-11-11,10188
2017-11-12,10188
2017-11-13,10188
2017-11-14,10559
2017-11-15,10559
2017-11-16,10559
2017-11-17,10262
2017-11-18,10262
2017-11-19,10262
2017-11-20,10184
2017-11-21,10184
2017-11-22,10184
2017-11-23,10116
2017-11-24,10116
2017-11-25,10116
2017-11-26,10015
2017-11-27,10015
2017-11-28,10015
2017-11-29,9789
2017-11-30,9789
2017-12-01,9789
2017-12-02,9759
2017-12-03,9759
2017-12-04,9759
2017-12-05,9820
2017-12-06,9820
2017-12-07,9820
2017-12-08,9820
2017-12-09,9611
2017-12-10,9611
2017-12-11,9611
2017-12-12,9553
2017-12-13,9553
2017-12-14,9553
2017-12-15,9442
2017-12-16,9442
2017-12-17,9442
2017-12-18,9435
2017-12-19,9435
2017-12-20,9435
2017-12-21,9376
2017-12-22,9376
2017-12-23,9376
2017-12-24,9503
2017-12-25,9503
2017-12-26,9503
2017-12-27,9623
2017-12-28,9623
2017-12-29,9623
2017-12-30,9851
2017-12-31,9851
2018-01-01,9851
2018-01-02,10041
2018-01-03,10041
2018-01-04,10041
2018-01-05,10197
2018-01-06,10197
2018-01-07,10143
2018-01-08,10143
2018-01-09,10105
2018-01-10,10105
2018-01-11,10105
2018-01-12,9992
2018-01-13,9992
2018-01-14,10242
2018-01-15,10242
2018-01-16,10325
2018-01-17,10325
2018-01-18,10572
2018-01-19,10572
2018-01-20,10572
2018-01-21,10938
2018-01-22,10938
2018-01-23,11190
2018-01-24,11190
2018-01-25,11201
2018-01-26,11201
2018-01-27,11091
2018-01-28,10983
2018-01-29,11173
2018-01-30,11202
2018-01-31,11202
2018-02-01,11319
2018-02-02,11319
2018-02-03,10989
2018-02-04,10989
2018-02-05,11010
2018-02-06,11222
2018-02-07,11199
2018-02-08,11199
2018-02-09,11724
2018-02-10,11724
2018-02-11,11868
2018-02-12,11868
2018-02-13,11960
2018-02-14,11960
2018-02-15,11856
2018-02-16,11856
2018-02-17,11883
2018-02-18,11883
2018-02-19,12099
2018-02-20,12099
2018-02-21,12229
2018-02-22,12229
2018-02-23,12355
2018-02-24,12355
2018-02-25,12480
2018-02-26,12480
2018-02-27,12500
2018-02-28,12500
2018-03-01,12581
2018-03-02,12638
2018-03-03,12614
2018-03-04,12614
2018-03-05,12104
2018-03-06,12104
2018-03-07,11869
2018-03-08,11869
2018-03-09,11709
2018-03-10,11709
2018-03-11,11644
2018-03-12,11644
2018-03-13,11648
2018-03-14,11648
2018-03-15,11422
2018-03-16,11422
2018-03-17,11492
2018-03-18,11492
2018-03-19,11845
2018-03-20,11973
2018-03-21,11973
2018-03-22,12022
2018-03-23,12022
2018-03-24,11739
2018-03-25,11739
2018-03-26,11994
2018-03-27,11952
2018-03-28,11952
2018-03-29,12122
2018-03-30,12122
2018-03-31,12335
2018-04-01,12335
2018-04-02,12273
2018-04-03,12273
2018-04-04,12251
2018-04-05,12251
2018-04-06,12477
2018-04-07,12477
2018-04-08,12686
2018-04-09,12686
2018-04-10,12916
2018-04-11,12916
2018-04-12,12997
2018-04-13,12997
2018-04-14,13415
2018-04-15,13803
2018-04-16,13803
2018-04-17,13521
2018-04-18,13521
2018-04-19,13031
2018-04-20,13031
2018-04-21,13217
2018-04-22,13217
2018-04-23,12725
2018-04-24,12725
2018-04-25,12785
2018-04-26,12785
2018-04-27,12523
2018-04-28,12523
2018-04-29,12613
2018-04-30,12613
2018-05-01,12298
2018-05-02,12298
2018-05-03,12231
2018-05-04,12231
2018-05-05,12111
2018-05-06,12111
2018-05-07,12045
2018-05-08,12045
2018-05-09,12031
2018-05-10,12031
2018-05-11,11916
2018-05-12,12085
2018-05-13,12085
2018-05-14,12140
2018-05-15,12140
2018-05-16,12304
2018-05-17,12304
2018-05-18,12105
2018-05-19,12219
2018-05-20,12219
2018-05-21,12079
2018-05-22,12079
2018-05-23,12125
2018-05-24,12125
2018-05-25,12290
2018-05-26,12290
2018-05-27,12290
2018-05-28,12117
2018-05-29,11933
2018-05-30,11933
2018-05-31,11550
2018-06-01,11550
2018-06-02,11505
2018-06-03,11505
2018-06-04,11609
2018-06-05,11985
2018-06-06,12172
2018-06-07,12172
2018-06-08,12214
2018-06-09,12214
2018-06-10,11964
2018-06-11,11964
2018-06-12,11795
2018-06-13,11765
2018-06-14,11765
2018-06-15,11699
2018-06-16,11699
2018-06-17,11528
2018-06-18,11528
2018-06-19,11393
2018-06-20,11393
2018-06-21,11334
2018-06-22,11316
2018-06-23,11316
2018-06-24,11647
2018-06-25,11647
2018-06-26,12000
2018-06-27,12000
2018-06-28,12087
2018-06-29,12087
2018-06-30,12022
2018-07-01,12022
2018-07-02,11937
2018-07-03,11937
2018-07-04,11825
2018-07-05,11825
2018-07-06,11546
2018-07-07,11546
2018-07-08,11034
2018-07-09,10965
2018-07-10,10965
2018-07-11,11170
2018-07-12,11170
2018-07-13,11295
2018-07-14,11445
2018-07-15,11445
2018-07-16,11522
2018-07-17,11654
2018-07-18,11654
2018-07-19,11745
2018-07-20,11948
2018-07-21,12065
2018-07-22,12382
2018-07-23,12469
2018-07-24,12469
2018-07-25,12603
2018-07-26,12541
2018-07-27,12905
2018-07-28,12905
2018-07-29,13103
2018-07-30,13595
2018-07-31,13741
2018-08-01,13741
2018-08-02,13722
2018-08-03,13354
2018-08-04,13010
2018-08-05,13140
2018-08-06,12887
2018-08-07,12780
2018-08-08,12403
2018-08-09,12403
2018-08-10,12057
2018-08-11,12057
2018-08-12,11694
2018-08-14,11215
2018-08-16,11343
2018-08-17,11431
2018-08-18,11431
2018-08-19,11322
2018-08-20,11597
2018-08-21,11597
2018-08-22,11588
2018-08-23,11588
2018-08-24,11685
2018-08-25,11645
2018-08-26,11645
2018-08-27,11808
2018-08-28,11936
2018-08-29,11936
2018-08-30,12022
2018-08-31,12185
2018-09-01,12427
2018-09-02,12427
2018-09-03,12685
2018-09-04,12773
2018-09-05,13208
2018-09-06,13208
2018-09-07,13217
2018-09-08,13092
2018-09-09,13092
2018-09-10,12918
2018-09-11,12918
2018-09-12,12758
2018-09-13,12627
2018-09-14,12647
2018-09-15,12831
2018-09-16,12831
2018-09-17,12837
2018-09-18,12919
2018-09-19,12919
2018-09-20,13385
2018-09-21,13385
2018-09-22,13295
2018-09-23,13541
2018-09-24,13722
2018-09-25,13722
2018-09-26,13332
2018-09-27,13332
2018-09-28,13227
2018-09-29,13315
2018-09-30,13661
2018-10-01,13528
2018-10-02,13160
2018-10-03,12872
2018-10-04,12872
2018-10-05,12573
2018-10-06,12688
2018-10-07,12688
2018-10-08,12710
2018-10-09,12737
2018-10-10,12500
2018-10-11,12301
2018-10-12,12301
2018-10-13,11939
2018-10-14,11939
2018-10-15,11855
2018-10-16,11855
2018-10-17,11630
2018-10-18,11516
2018-10-19,11435
2018-10-20,11435
2018-10-21,11402
2018-10-22,11360
2018-10-23,11360
2018-10-24,11275
2018-10-25,11354
2018-10-26,11308
2018-10-27,11559
2018-10-28,11550
2018-10-29,11550
2018-10-30,11745
2018-10-31,11970
2018-11-01,12095
2018-11-03,12471
2018-11-04,12519
2018-11-05,12459
2018-11-06,12454
2018-11-07,12600
2018-11-08,12655
2018-11-09,12768
2018-11-10,12409
2018-11-11,12576
2018-11-12,12684
2018-11-13,12486
2018-11-14,12571
2018-11-15,12280
2018-11-16,12388
2018-11-17,12505
2018-11-18,12528
2018-11-19,12501
2018-11-20,12498
2018-11-21,12312
2018-11-22,11954
2018-11-23,11736
2018-11-24,11761
2018-11-25,11565
2018-11-26,11112
2018-11-27,10983
2018-11-28,11365
2018-11-29,11780
2018-12-01,12236
2018-12-02,11925
2018-12-03,12051
2018-12-04,12449
2018-12-05,12171
2018-12-07,11196
2018-12-09,10939
2018-12-10,10814
2018-12-11,10825
2018-12-12,10776
2018-12-13,10768
2018-12-14,10845
2018-12-15,11124
2018-12-16,11264
2018-12-17,11445
2018-12-18,11672
2018-12-19,12018
2018-12-20,11527
2018-12-21,11323
2018-12-22,11227
2018-12-23,11258
2018-12-24,11024
2018-12-25,11014
2018-12-26,10967
2018-12-27,11147
2018-12-28,11274
2018-12-29,11454
2018-12-30,11771
2018-12-31,12067
2019-01-01,12282
2019-01-02,12576
2019-01-03,12956
2019-01-04,13033
2019-01-05,12782
2019-01-06,12142
2019-01-08,10957
2019-01-10,9950
2019-01-11,9634
2019-01-12,9712
2019-01-13,9748
2019-01-14,9852
2019-01-15,9959
2019-01-16,9496
2019-01-17,9021
2019-01-18,8741
2019-01-19,8646
2019-01-20,8618
2019-01-21,8578
2019-01-22,8603
2019-01-23,8666
2019-01-24,8784
2019-01-25,9024
2019-01-26,9413
2019-01-27,9884
2019-01-28,10347
2019-01-29,10624
2019-01-30,11051
2019-01-31,11544
2019-02-01,11689
2019-02-02,11560
2019-02-03,10987
2019-02-04,10987
2019-02-05,10648
2019-02-06,10648
2019-02-07,10678
2019-02-08,10693
2019-02-09,10621
2019-02-10,10597
2019-02-11,10564
2019-02-12,10735
2019-02-13,10882
2019-02-14,10882
2019-02-15,10923
2019-02-16,11262
2019-02-17,11109
2019-02-18,11456
2019-02-19,11806
2019-02-20,11704
2019-02-21,12069
2019-02-22,12413
2019-02-23,12317
2019-02-24,12215
2019-02-25,11753
2019-02-26,11283
2019-02-27,11268
2019-02-28,11181
2019-03-01,10988
2019-03-02,11168
2019-03-03,11304
2019-03-04,11704
2019-03-05,12229
2019-03-06,12486
2019-03-07,12068
2019-03-08,12068
2019-03-09,11545
2019-03-10,11775
2019-03-11,12022
2019-03-12,12097
2019-03-13,12097
2019-03-14,12288
2019-03-15,12493
