date_obj,Gold%20elegant%20skirt price
2016-06-14,1012
2016-06-15,1010
2016-06-16,1010
2016-06-17,1010
2016-06-18,1010
2016-06-19,1021
2016-06-20,1021
2016-06-21,1021
2016-06-22,1021
2016-06-23,1023
2016-06-24,1023
2016-06-25,1023
2016-06-26,1023
2016-06-27,1023
2016-06-28,1029
2016-06-29,1029
2016-06-30,1029
2016-07-01,1029
2016-07-02,1029
2016-07-03,1070
2016-07-04,1070
2016-07-05,1070
2016-07-06,1108
2016-07-07,1108
2016-07-08,1108
2016-07-09,1106
2016-07-10,1106
2016-07-11,1106
2016-07-12,1085
2016-07-13,1085
2016-07-14,1085
2016-07-15,1095
2016-07-16,1095
2016-07-17,1095
2016-07-18,1107
2016-07-23,1156
2016-07-24,1156
2016-07-25,1156
2016-07-26,1156
2016-07-27,1197
2016-07-28,1197
2016-07-29,1197
2016-07-30,1197
2016-07-31,1166
2016-08-01,1166
2016-08-02,1166
2016-08-03,1166
2016-08-04,1166
2016-08-05,1147
2016-08-06,1147
2016-08-07,1147
2016-08-08,1147
2016-08-09,1091
2016-08-10,1091
2016-08-11,1091
2016-08-12,1091
2016-08-13,1091
2016-08-14,1046
2016-08-15,1046
2016-08-16,1046
2016-08-17,1046
2016-08-18,1046
2016-08-19,1003
2016-08-20,1003
2016-08-21,1003
2016-08-22,1003
2016-08-23,980
2016-08-24,980
2016-08-25,980
2016-08-26,980
2016-08-28,971
2016-08-31,971
2016-09-01,971
2016-09-02,980
2016-09-03,980
2016-09-04,980
2016-09-05,980
2016-09-06,980
2016-09-07,1010
2016-09-08,1010
2016-09-09,1010
2016-09-10,1010
2016-09-11,1010
2016-09-12,1010
2016-09-13,992
2016-09-14,992
2016-09-15,992
2016-09-16,992
2016-09-17,992
2016-09-18,992
2016-09-19,992
2016-09-20,1019
2016-09-21,1019
2016-09-22,1019
2016-09-23,1019
2016-09-24,1019
2016-09-25,975
2016-09-26,975
2016-09-27,975
2016-09-28,975
2016-09-29,975
2016-09-30,940
2016-10-01,940
2016-10-02,940
2016-10-03,940
2016-10-04,940
2016-10-05,940
2016-10-06,940
2016-10-07,936
2016-10-08,936
2016-10-09,936
2016-10-10,936
2016-10-11,936
2016-10-12,936
2016-10-13,947
2016-10-14,947
2016-10-15,947
2016-10-16,947
2016-10-17,956
2016-10-18,956
2016-10-19,956
2016-10-20,956
2016-10-21,956
2016-10-22,956
2016-10-23,975
2016-10-24,975
2016-10-25,975
2016-10-26,975
2016-10-27,975
2016-10-28,975
2016-10-29,975
2016-10-30,975
2016-10-31,975
2016-11-01,975
2016-11-02,975
2016-11-03,975
2016-11-04,975
2016-11-05,965
2016-11-06,965
2016-11-07,965
2016-11-08,965
2016-11-09,965
2016-11-10,975
2016-11-11,975
2016-11-12,975
2016-11-13,975
2016-11-14,975
2016-11-15,975
2016-12-07,969
2016-12-08,969
2016-12-09,967
2016-12-10,967
2016-12-11,967
2016-12-12,967
2016-12-13,967
2016-12-14,967
2016-12-15,967
2016-12-16,967
2016-12-17,967
2016-12-18,967
2016-12-19,967
2016-12-20,975
2016-12-21,975
2016-12-22,975
2016-12-23,975
2016-12-24,975
2016-12-25,982
2016-12-26,982
2016-12-27,982
2016-12-28,982
2016-12-29,982
2016-12-30,997
2016-12-31,997
2017-01-01,997
2017-01-02,997
2017-01-03,997
2017-01-04,995
2017-01-05,995
2017-01-06,995
2017-01-07,995
2017-01-08,995
2017-01-09,1001
2017-01-10,1001
2017-01-11,1001
2017-01-12,1001
2017-01-13,1003
2017-01-14,1003
2017-01-15,1003
2017-01-16,1003
2017-01-17,1005
2017-01-18,1005
2017-01-19,1005
2017-01-20,1005
2017-01-21,1005
2017-01-22,1005
2017-01-23,1005
2017-01-27,1008
2017-01-28,1008
2017-01-29,1008
2017-01-30,1008
2017-01-31,1000
2017-02-01,1000
2017-02-02,1000
2017-02-03,982
2017-02-04,982
2017-02-05,982
2017-02-06,982
2017-02-07,983
2017-02-08,983
2017-02-09,983
2017-02-10,1012
2017-02-11,1012
2017-02-12,1012
2017-02-13,1012
2017-02-14,1053
2017-02-15,1053
2017-02-16,1053
2017-02-18,1047
2017-02-19,1047
2017-02-20,1047
2017-02-21,1047
2017-02-22,1067
2017-02-23,1067
2017-02-24,1067
2017-02-25,1067
2017-02-26,1074
2017-02-27,1074
2017-02-28,1074
2017-03-01,1074
2017-03-02,1057
2017-03-03,1057
2017-03-04,1016
2017-03-05,1016
2017-03-06,1016
2017-03-07,1041
2017-03-08,1041
2017-03-09,1041
2017-03-10,1041
2017-03-11,1084
2017-03-12,1084
2017-03-13,1084
2017-03-14,1137
2017-03-15,1137
2017-03-16,1137
2017-03-17,1151
2017-03-18,1151
2017-03-19,1151
2017-03-20,1142
2017-03-21,1142
2017-03-22,1142
2017-03-23,1142
2017-03-24,1142
2017-03-25,1176
2017-03-26,1176
2017-03-27,1176
2017-03-28,1176
2017-03-29,1235
2017-03-30,1235
2017-03-31,1235
2017-04-01,1296
2017-04-02,1296
2017-04-03,1296
2017-04-04,1360
2017-04-12,1428
2017-04-13,1428
2017-04-14,1493
2017-04-15,1493
2017-04-16,1493
2017-04-17,1493
2017-04-18,1563
2017-04-19,1563
2017-04-20,1563
2017-04-21,1563
2017-04-22,1591
2017-04-23,1591
2017-04-24,1591
2017-04-25,1582
2017-04-26,1582
2017-04-27,1582
2017-04-28,1582
2017-04-29,1551
2017-04-30,1551
2017-05-01,1551
2017-05-02,1551
2017-05-03,1551
2017-05-04,1549
2017-05-05,1549
2017-05-06,1549
2017-05-07,1549
2017-05-08,1625
2017-05-09,1625
2017-05-10,1625
2017-05-11,1625
2017-05-12,1700
2017-05-13,1700
2017-05-14,1700
2017-05-15,1700
2017-05-16,1782
2017-05-17,1782
2017-05-18,1782
2017-05-19,1782
2017-05-20,1862
2017-05-21,1862
2017-05-22,1862
2017-05-23,1862
2017-05-24,1781
2017-05-25,1781
2017-05-26,1781
2017-05-27,1781
2017-05-28,1781
2017-05-29,1743
2017-05-30,1743
2017-05-31,1743
2017-06-01,1743
2017-06-02,1804
2017-06-03,1804
2017-06-04,1804
2017-06-05,1804
2017-06-06,1882
2017-06-07,1882
2017-06-08,1882
2017-06-09,1882
2017-06-10,1815
2017-06-11,1815
2017-06-12,1815
2017-06-13,1815
2017-06-14,1862
2017-06-15,1862
2017-06-16,1862
2017-06-17,1862
2017-06-18,1935
2017-06-19,1935
2017-06-20,1935
2017-06-21,1935
2017-06-22,1935
2017-06-23,1935
2017-06-24,1944
2017-06-25,1944
2017-06-26,1944
2017-06-27,1944
2017-06-28,1989
2017-06-29,1989
2017-06-30,1989
2017-07-01,1989
2017-07-02,1989
2017-07-03,2061
2017-07-04,2061
2017-07-05,2061
2017-07-06,2061
2017-07-07,2061
2017-07-08,2061
2017-07-13,2084
2017-07-14,2151
2017-07-15,2151
2017-07-16,2151
2017-07-17,2151
2017-07-18,2111
2017-07-19,2111
2017-07-20,2111
2017-07-21,2111
2017-07-22,2084
2017-07-23,2084
2017-07-24,2084
2017-07-25,2084
2017-07-26,2014
2017-07-27,2014
2017-07-28,2014
2017-07-29,2014
2017-07-30,2014
2017-07-31,2103
2017-08-01,2103
2017-08-02,2103
2017-08-03,2103
2017-08-04,2103
2017-08-05,2103
2017-08-06,2103
2017-08-09,2045
2017-08-10,2045
2017-08-11,2045
2017-08-12,2045
2017-08-13,2045
2017-08-14,1959
2017-08-15,1959
2017-08-16,1959
2017-08-17,1959
2017-08-18,1959
2017-08-19,1881
2017-08-20,1881
2017-08-21,1881
2017-08-22,1881
2017-08-23,1825
2017-08-24,1825
2017-08-25,1825
2017-08-26,1825
2017-08-27,1750
2017-08-28,1750
2017-08-29,1750
2017-08-30,1673
2017-08-31,1673
2017-09-01,1673
2017-09-02,1673
2017-09-03,1638
2017-09-04,1638
2017-09-05,1638
2017-09-06,1559
2017-09-07,1559
2017-09-08,1559
2017-09-09,1513
2017-09-10,1513
2017-09-11,1513
2017-09-12,1513
2017-09-13,1496
2017-09-14,1496
2017-09-15,1496
2017-09-16,1496
2017-09-17,1447
2017-09-18,1447
2017-09-19,1447
2017-09-20,1447
2017-09-21,1447
2017-09-22,1384
2017-09-23,1384
2017-09-24,1384
2017-09-25,1384
2017-09-26,1326
2017-09-27,1326
2017-09-28,1326
2017-09-29,1326
2017-09-30,1326
2017-10-01,1291
2017-10-02,1291
2017-10-03,1291
2017-10-04,1291
2017-10-05,1240
2017-10-06,1240
2017-10-07,1240
2017-10-08,1240
2017-10-09,1192
2017-10-10,1192
2017-10-11,1192
2017-10-12,1192
2017-10-13,1156
2017-10-14,1156
2017-10-15,1156
2017-10-16,1156
2017-10-17,1106
2017-10-18,1106
2017-10-19,1106
2017-10-20,1106
2017-10-21,1127
2017-10-22,1127
2017-10-23,1127
2017-10-24,1127
2017-10-25,1127
2017-10-26,1153
2017-10-27,1153
2017-10-28,1153
2017-10-29,1153
2017-10-30,1153
2017-10-31,1113
2017-11-01,1113
2017-11-02,1113
2017-11-03,1113
2017-11-04,1089
2017-11-05,1089
2017-11-06,1089
2017-11-07,1089
2017-11-08,1090
2017-11-09,1090
2017-11-10,1090
2017-11-11,1090
2017-11-12,1090
2017-11-13,1044
2017-11-14,1044
2017-11-15,1044
2017-11-16,1044
2017-11-17,1009
2017-11-18,1009
2017-11-19,1009
2017-11-20,1009
2017-11-21,1009
2017-11-22,983
2017-11-23,983
2017-11-24,983
2017-11-25,983
2017-11-26,983
2017-11-27,973
2017-11-28,973
2017-11-29,973
2017-11-30,973
2017-12-01,973
2017-12-02,978
2017-12-03,978
2017-12-04,978
2017-12-05,978
2017-12-06,981
2017-12-07,981
2017-12-08,981
2017-12-09,981
2017-12-10,981
2017-12-11,979
2017-12-12,979
2017-12-13,979
2017-12-14,979
2017-12-15,977
2017-12-16,977
2017-12-17,977
2017-12-18,973
2017-12-19,973
2017-12-20,973
2017-12-21,973
2017-12-22,975
2017-12-23,975
2017-12-24,975
2017-12-25,975
2017-12-26,971
2017-12-27,971
2017-12-28,971
2017-12-29,971
2017-12-30,955
2017-12-31,955
2018-01-01,955
2018-01-02,949
2018-01-03,949
2018-01-04,949
2018-01-05,937
2018-01-06,937
2018-01-07,937
2018-01-08,937
2018-01-09,982
2018-01-10,982
2018-01-11,982
2018-01-12,982
2018-01-13,1020
2018-01-14,1020
2018-01-15,1020
2018-01-16,997
2018-01-17,997
2018-01-18,997
2018-01-19,997
2018-01-20,1021
2018-01-21,1021
2018-01-22,1021
2018-01-23,1045
2018-01-24,1045
2018-01-25,1045
2018-01-26,1045
2018-01-27,1072
2018-01-28,1072
2018-01-29,1072
2018-01-30,1075
2018-01-31,1075
2018-02-01,1075
2018-02-02,1090
2018-02-03,1090
2018-02-04,1090
2018-02-05,1080
2018-02-06,1080
2018-02-07,1080
2018-02-08,1026
2018-02-09,1026
2018-02-10,1026
2018-02-11,995
2018-02-12,995
2018-02-13,995
2018-02-14,1024
2018-02-15,1024
2018-02-16,1024
2018-02-17,1024
2018-02-18,1044
2018-02-19,1044
2018-02-20,1044
2018-02-21,999
2018-02-22,999
2018-02-23,999
2018-02-24,999
2018-02-25,980
2018-02-26,980
2018-02-27,980
2018-02-28,987
2018-03-01,987
2018-03-02,987
2018-03-03,980
2018-03-04,980
2018-03-05,980
2018-03-06,996
2018-03-07,996
2018-03-08,996
2018-03-09,987
2018-03-10,987
2018-03-11,987
2018-03-12,988
2018-03-13,988
2018-03-14,988
2018-03-15,970
2018-03-16,970
2018-03-17,970
2018-03-18,984
2018-03-19,984
2018-03-20,984
2018-03-21,984
2018-03-23,1005
2018-03-24,1005
2018-03-25,1005
2018-03-26,1033
2018-03-27,1033
2018-03-28,1033
2018-03-29,1033
2018-03-30,1018
2018-03-31,1018
2018-04-01,1018
2018-04-02,1018
2018-04-03,981
2018-04-04,981
2018-04-05,981
2018-04-06,981
2018-04-07,981
2018-04-08,961
2018-04-09,961
2018-04-10,961
2018-04-11,978
2018-04-12,978
2018-04-13,978
2018-04-14,978
2018-04-15,976
2018-04-16,976
2018-04-17,976
2018-04-18,976
2018-04-19,966
2018-04-20,966
2018-04-21,966
2018-04-22,966
2018-04-23,964
2018-04-24,964
2018-04-25,964
2018-04-26,964
2018-04-27,953
2018-04-28,953
2018-04-29,953
2018-04-30,942
2018-05-01,942
2018-05-03,942
2018-05-04,928
2018-05-05,928
2018-05-06,928
2018-05-07,924
2018-05-08,924
2018-05-09,924
2018-05-10,904
2018-05-11,904
2018-05-12,904
2018-05-13,904
2018-05-14,930
2018-05-15,930
2018-05-16,930
2018-05-17,935
2018-05-18,935
2018-05-19,930
2018-05-20,930
2018-05-21,930
2018-05-22,930
2018-05-23,933
2018-05-24,933
2018-05-25,933
2018-05-26,949
2018-05-27,949
2018-05-28,949
2018-05-29,945
2018-05-30,945
2018-05-31,945
2018-06-01,938
2018-06-02,938
2018-06-03,938
2018-06-04,938
2018-06-05,938
2018-06-06,947
2018-06-07,947
2018-06-08,947
2018-06-09,947
2018-06-10,942
2018-06-11,942
2018-06-12,942
2018-06-13,942
2018-06-14,947
2018-06-15,947
2018-06-16,947
2018-06-17,947
2018-06-18,953
2018-06-19,953
2018-06-20,953
2018-06-21,953
2018-06-22,951
2018-06-23,951
2018-06-24,951
2018-06-25,951
2018-06-26,964
2018-06-27,964
2018-06-28,964
2018-06-29,977
2018-06-30,977
2018-07-01,977
2018-07-02,977
2018-07-03,989
2018-07-04,989
2018-07-05,989
2018-07-06,989
2018-07-07,989
2018-07-08,1027
2018-07-09,1027
2018-07-10,1027
2018-07-11,1014
2018-07-12,1014
2018-07-13,1014
2018-07-14,991
2018-07-15,991
2018-07-16,991
2018-07-17,948
2018-07-18,948
2018-07-19,948
2018-07-20,948
2018-07-21,963
2018-07-22,963
2018-07-23,983
2018-07-24,983
2018-07-25,983
2018-07-26,983
2018-07-27,990
2018-07-28,990
2018-07-29,990
2018-07-30,978
2018-07-31,978
2018-08-01,1002
2018-08-02,1002
2018-08-03,1002
2018-08-04,974
2018-08-05,974
2018-08-06,974
2018-08-07,969
2018-08-08,969
2018-08-09,969
2018-08-10,996
2018-08-11,996
2018-08-12,996
2018-08-14,987
2018-08-16,987
2018-08-17,992
2018-08-18,992
2018-08-19,992
2018-08-20,991
2018-08-21,991
2018-08-22,991
2018-08-23,991
2018-08-24,975
2018-08-25,975
2018-08-26,975
2018-08-27,978
2018-08-28,978
2018-08-29,978
2018-08-30,992
2018-08-31,992
2018-09-01,978
2018-09-02,978
2018-09-03,978
2018-09-04,943
2018-09-05,943
2018-09-06,943
2018-09-07,920
2018-09-08,920
2018-09-09,920
2018-09-10,929
2018-09-11,929
2018-09-12,929
2018-09-13,941
2018-09-14,941
2018-09-15,941
2018-09-16,965
2018-09-17,965
2018-09-18,965
2018-09-19,949
2018-09-20,949
2018-09-21,949
2018-09-22,947
2018-09-23,947
2018-09-24,947
2018-09-25,981
2018-09-26,981
2018-09-27,981
2018-09-28,1007
2018-09-29,1007
2018-09-30,1007
2018-10-01,1043
2018-10-02,1043
2018-10-03,1043
2018-10-04,1043
2018-10-05,1040
2018-10-06,1040
2018-10-07,1022
2018-10-08,1022
2018-10-09,1022
2018-10-10,986
2018-10-11,986
2018-10-12,986
2018-10-13,978
2018-10-14,978
2018-10-15,978
2018-10-16,978
2018-10-17,950
2018-10-18,950
2018-10-19,950
2018-10-20,922
2018-10-21,922
2018-10-22,922
2018-10-23,925
2018-10-24,925
2018-10-25,925
2018-10-26,931
2018-10-27,931
2018-10-28,959
2018-10-29,959
2018-10-30,959
2018-10-31,966
2018-11-01,966
2018-11-03,971
2018-11-04,971
2018-11-05,978
2018-11-06,978
2018-11-07,978
2018-11-08,974
2018-11-09,974
2018-11-10,1007
2018-11-11,1007
2018-11-12,1016
2018-11-13,1016
2018-11-14,1016
2018-11-15,1000
2018-11-16,1000
2018-11-17,985
2018-11-18,985
2018-11-19,985
2018-11-20,978
2018-11-21,978
2018-11-22,978
2018-11-23,971
2018-11-24,971
2018-11-25,993
2018-11-26,993
2018-11-27,993
2018-11-28,1021
2018-11-29,1021
2018-12-01,1045
2018-12-02,1045
2018-12-03,1045
2018-12-04,1036
2018-12-05,1036
2018-12-07,997
2018-12-09,981
2018-12-10,994
2018-12-11,994
2018-12-12,1003
2018-12-13,1003
2018-12-14,998
2018-12-15,998
2018-12-16,1024
2018-12-17,1024
2018-12-18,1013
2018-12-19,1013
2018-12-20,1028
2018-12-21,1028
2018-12-22,1028
2018-12-23,1045
2018-12-24,1045
2018-12-25,1045
2018-12-26,1098
2018-12-27,1098
2018-12-28,1134
2018-12-29,1134
2018-12-30,1144
2018-12-31,1144
2019-01-01,1108
2019-01-02,1108
2019-01-03,1096
2019-01-04,1096
2019-01-05,1071
2019-01-06,1071
2019-01-08,1053
2019-01-10,1019
2019-01-11,1019
2019-01-12,1019
2019-01-13,1034
2019-01-14,1034
2019-01-15,1071
2019-01-16,1071
2019-01-17,1071
2019-01-18,1098
2019-01-19,1098
2019-01-20,1097
2019-01-21,1097
2019-01-22,1121
2019-01-23,1121
2019-01-24,1119
2019-01-25,1119
2019-01-26,1119
2019-01-27,1147
2019-01-28,1147
2019-01-29,1182
2019-01-30,1182
2019-01-31,1182
2019-02-01,1206
2019-02-02,1206
2019-02-03,1204
2019-02-04,1204
2019-02-05,1204
2019-02-06,1200
2019-02-07,1200
2019-02-08,1190
2019-02-09,1190
2019-02-10,1200
2019-02-11,1200
2019-02-12,1200
2019-02-13,1200
2019-02-14,1200
2019-02-15,1191
2019-02-16,1191
2019-02-17,1186
2019-02-18,1186
2019-02-19,1177
2019-02-20,1177
2019-02-21,1205
2019-02-22,1205
2019-02-23,1241
2019-02-24,1241
2019-02-25,1254
2019-02-26,1254
2019-02-27,1254
2019-02-28,1254
2019-03-01,1224
2019-03-02,1224
2019-03-03,1202
2019-03-04,1202
2019-03-05,1202
2019-03-06,1142
2019-03-07,1142
2019-03-08,1142
2019-03-09,1093
2019-03-10,1093
2019-03-11,1063
2019-03-12,1063
2019-03-13,1063
2019-03-14,1032
2019-03-15,1032
2019-03-16,1032
2019-03-17,1076
2019-03-18,1076
2019-03-19,1076
2019-03-20,1104
2019-03-21,1104
2019-03-22,1094
2019-03-23,1086
2019-03-24,1086
2019-03-25,1086
2019-03-26,1089
2019-03-27,1089
2019-03-28,1089
2019-03-29,1038
2019-03-30,1038
2019-03-31,1038
2019-04-01,1007
2019-04-02,1007
2019-04-03,1007
2019-04-04,1005
2019-04-05,1005
2019-04-06,1005
2019-04-07,992
2019-04-08,992
2019-04-09,992
2019-04-10,990
2019-04-11,990
2019-04-12,990
2019-04-13,1006
2019-04-14,1006
2019-04-15,1006
2019-04-16,1044
2019-04-17,1044
2019-04-18,1044
2019-04-19,1044
2019-04-20,1053
2019-04-21,1053
2019-04-22,1053
2019-04-23,1053
2019-04-24,1031
2019-04-25,1031
2019-04-26,991
2019-04-27,991
2019-04-28,991
2019-04-29,980
2019-04-30,980
2019-05-01,987
2019-05-02,987
2019-05-03,973
2019-05-04,973
2019-05-05,984
2019-05-06,984
2019-05-07,984
2019-05-08,968
2019-05-09,968
2019-05-10,968
2019-05-11,987
2019-05-12,987
2019-05-13,983
