date_obj,Rune%20kiteshield%20(g) price
2016-04-27,70418
2016-04-28,70418
2016-04-29,70660
2016-04-30,71184
2016-05-01,71184
2016-05-02,70978
2016-05-03,71542
2016-05-04,71542
2016-05-05,70255
2016-05-06,70255
2016-05-07,70649
2016-05-08,70649
2016-05-09,69440
2016-05-10,68841
2016-05-11,68841
2016-05-12,68519
2016-05-13,68335
2016-05-14,69023
2016-05-15,68663
2016-05-16,68663
2016-05-17,68414
2016-05-18,69944
2016-05-19,69944
2016-05-22,70481
2016-05-23,69745
2016-05-24,69403
2016-05-25,69403
2016-05-26,69744
2016-05-27,69615
2016-05-28,69615
2016-05-29,69038
2016-05-30,69038
2016-05-31,69381
2016-06-01,68880
2016-06-02,68880
2016-06-03,69186
2016-06-04,68571
2016-06-05,68571
2016-06-06,68601
2016-06-07,68601
2016-06-08,68403
2016-06-09,68294
2016-06-10,68666
2016-06-11,68666
2016-06-12,68923
2016-06-13,68923
2016-06-14,69246
2016-06-15,69542
2016-06-16,69542
2016-06-17,69254
2016-06-18,69254
2016-06-19,69297
2016-06-20,69297
2016-06-21,69493
2016-06-22,69768
2016-06-23,69264
2016-06-24,69264
2016-06-25,68434
2016-06-26,68434
2016-06-27,69239
2016-06-28,69518
2016-06-29,69518
2016-06-30,69913
2016-07-01,70213
2016-07-02,70213
2016-07-03,69833
2016-07-04,69378
2016-07-05,69378
2016-07-06,68239
2016-07-07,65209
2016-07-08,62058
2016-07-09,61049
2016-07-10,61303
2016-07-11,60625
2016-07-12,60625
2016-07-13,60965
2016-07-14,61570
2016-07-15,61570
2016-07-16,60621
2016-07-17,60621
2016-07-18,59442
2016-07-23,57358
2016-07-24,55633
2016-07-25,56058
2016-07-26,56058
2016-07-27,56230
2016-07-28,56230
2016-07-29,56232
2016-07-30,55007
2016-07-31,55007
2016-08-01,54348
2016-08-02,53436
2016-08-03,52975
2016-08-04,52975
2016-08-05,53588
2016-08-06,53252
2016-08-07,52542
2016-08-08,52542
2016-08-09,52851
2016-08-10,51938
2016-08-11,51938
2016-08-12,52447
2016-08-13,52447
2016-08-14,52429
2016-08-15,52931
2016-08-16,52931
2016-08-17,53043
2016-08-18,53043
2016-08-19,53122
2016-08-20,54115
2016-08-21,54115
2016-08-22,53736
2016-08-23,53793
2016-08-24,53793
2016-08-25,53122
2016-08-26,53122
2016-08-28,51372
2016-08-31,50409
2016-09-01,49884
2016-09-02,49884
2016-09-03,50433
2016-09-04,51942
2016-09-05,52535
2016-09-06,53904
2016-09-07,53904
2016-09-08,55232
2016-09-09,55232
2016-09-10,56248
2016-09-11,56248
2016-09-12,56748
2016-09-13,57573
2016-09-14,57573
2016-09-15,57237
2016-09-16,57237
2016-09-17,57735
2016-09-18,57735
2016-09-19,59061
2016-09-20,59061
2016-09-21,60010
2016-09-22,61684
2016-09-23,61684
2016-09-24,61402
2016-09-25,61222
2016-09-26,61222
2016-09-27,61294
2016-09-28,61294
2016-09-29,61657
2016-09-30,61759
2016-10-01,61759
2016-10-02,62121
2016-10-03,62121
2016-10-04,63236
2016-10-05,63236
2016-10-06,63740
2016-10-07,63740
2016-10-08,64501
2016-10-09,64501
2016-10-10,65535
2016-10-11,66597
2016-10-12,66597
2016-10-13,68013
2016-10-14,68013
2016-10-15,69370
2016-10-16,69370
2016-10-17,70521
2016-10-18,70521
2016-10-19,71483
2016-10-20,71483
2016-10-21,72808
2016-10-22,72808
2016-10-23,74403
2016-10-24,75431
2016-10-25,75431
2016-10-26,74162
2016-10-27,74162
2016-10-28,73009
2016-10-29,72234
2016-10-30,72234
2016-10-31,71682
2016-11-01,71682
2016-11-02,71029
2016-11-03,71029
2016-11-04,70392
2016-11-05,70392
2016-11-06,70262
2016-11-07,70262
2016-11-08,70582
2016-11-09,70582
2016-11-10,70011
2016-11-11,70011
2016-11-12,69266
2016-11-13,69266
2016-11-14,70042
2016-12-08,72159
2016-12-09,71772
2016-12-10,71772
2016-12-11,71341
2016-12-12,71341
2016-12-13,70830
2016-12-14,71572
2016-12-15,71572
2016-12-16,70307
2016-12-17,70546
2016-12-18,70546
2016-12-19,69792
2016-12-20,70207
2016-12-21,70655
2016-12-22,70655
2016-12-23,70940
2016-12-24,70940
2016-12-25,71106
2016-12-26,71106
2016-12-27,70746
2016-12-28,70270
2016-12-29,68993
2016-12-30,68993
2016-12-31,69346
2017-01-01,69455
2017-01-02,67909
2017-01-03,67909
2017-01-04,65717
2017-01-05,65717
2017-01-06,64579
2017-01-07,64560
2017-01-08,64627
2017-01-09,63624
2017-01-10,64388
2017-01-11,64885
2017-01-12,64574
2017-01-13,64574
2017-01-14,63336
2017-01-15,62541
2017-01-16,62424
2017-01-17,62227
2017-01-18,61693
2017-01-19,61693
2017-01-20,61504
2017-01-21,62106
2017-01-22,61694
2017-01-27,61263
2017-01-28,60168
2017-01-29,59131
2017-01-30,59131
2017-01-31,58940
2017-02-01,57838
2017-02-02,57843
2017-02-03,58619
2017-02-04,58427
2017-02-05,58471
2017-02-06,58862
2017-02-07,59503
2017-02-08,60145
2017-02-09,60145
2017-02-10,60168
2017-02-11,59780
2017-02-12,59780
2017-02-13,60022
2017-02-14,60844
2017-02-15,60844
2017-02-16,61243
2017-02-18,60898
2017-02-19,58770
2017-02-20,56373
2017-02-21,53860
2017-02-22,53860
2017-02-23,51167
2017-02-24,51167
2017-02-25,50503
2017-02-26,49724
2017-02-27,49623
2017-02-28,49850
2017-03-01,50218
2017-03-02,51561
2017-03-03,51561
2017-03-04,52224
2017-03-05,52224
2017-03-06,52450
2017-03-07,53678
2017-03-08,53678
2017-03-09,54217
2017-03-10,54961
2017-03-11,55122
2017-03-12,56167
2017-03-13,56641
2017-03-14,56181
2017-03-15,56537
2017-03-16,57184
2017-03-17,57923
2017-03-18,57174
2017-03-19,57826
2017-03-20,58400
2017-03-21,57798
2017-03-22,58482
2017-03-23,58456
2017-03-24,58378
2017-03-25,58378
2017-03-26,57835
2017-03-27,58141
2017-03-28,57748
2017-03-29,58894
2017-03-30,58770
2017-03-31,58586
2017-04-01,57832
2017-04-02,57832
2017-04-03,57946
2017-04-04,57406
2017-04-12,58360
2017-04-13,58481
2017-04-14,58703
2017-04-15,58731
2017-04-16,58903
2017-04-17,58956
2017-04-18,58497
2017-04-19,58124
2017-04-20,58124
2017-04-21,58272
2017-04-22,58272
2017-04-23,58240
2017-04-24,58743
2017-04-25,58691
2017-04-26,58691
2017-04-27,58520
2017-04-28,58450
2017-04-29,58537
2017-04-30,59240
2017-05-01,59240
2017-05-02,58483
2017-05-03,58483
2017-05-04,58601
2017-05-05,58698
2017-05-06,58698
2017-05-07,58876
2017-05-08,58135
2017-05-09,58703
2017-05-10,58703
2017-05-11,58826
2017-05-12,58457
2017-05-13,58473
2017-05-14,58473
2017-05-15,58793
2017-05-16,58507
2017-05-17,58507
2017-05-18,58024
2017-05-19,58024
2017-05-20,57735
2017-05-21,57735
2017-05-22,57449
2017-05-23,57449
2017-05-24,57996
2017-05-25,57996
2017-05-26,58248
2017-05-27,58372
2017-05-28,58372
2017-05-29,56167
2017-05-30,55050
2017-05-31,55309
2017-06-01,55140
2017-06-02,54754
2017-06-03,54754
2017-06-06,52788
2017-06-07,52759
2017-06-08,52759
2017-06-09,52172
2017-06-10,52823
2017-06-11,53841
2017-06-12,53841
2017-06-13,54210
2017-06-14,55193
2017-06-15,55193
2017-06-16,55689
2017-06-17,55689
2017-06-18,56109
2017-06-19,56109
2017-06-20,56484
2017-06-21,55584
2017-06-22,55584
2017-06-23,55713
2017-06-24,55617
2017-06-25,55617
2017-06-26,55141
2017-06-27,54332
2017-06-28,54332
2017-06-29,53254
2017-06-30,52867
2017-07-01,52867
2017-07-02,52747
2017-07-03,53245
2017-07-04,52716
2017-07-05,52716
2017-07-06,52648
2017-07-07,52648
2017-07-08,50889
2017-07-13,50448
2017-07-14,51070
2017-07-15,51070
2017-07-16,51365
2017-07-17,51579
2017-07-18,51579
2017-07-19,52302
2017-07-20,53328
2017-07-21,53323
2017-07-22,53526
2017-07-23,54220
2017-07-24,54220
2017-07-25,54845
2017-07-26,54950
2017-07-27,55438
2017-07-28,55861
2017-07-29,55861
2017-07-30,56709
2017-07-31,56709
2017-08-01,56102
2017-08-02,56708
2017-08-03,57210
2017-08-04,57210
2017-08-05,57052
2017-08-06,57052
2017-08-09,57636
2017-08-10,57481
2017-08-11,57481
2017-08-12,57202
2017-08-13,57527
2017-08-14,57527
2017-08-15,58366
2017-08-17,58307
2017-08-18,58307
2017-08-19,58095
2017-08-20,57178
2017-08-21,57649
2017-08-22,57420
2017-08-23,57420
2017-08-24,57227
2017-08-25,57227
2017-08-26,56733
2017-08-27,56205
2017-08-28,56205
2017-08-29,55938
2017-08-30,55390
2017-08-31,55390
2017-09-01,55298
2017-09-02,55415
2017-09-03,55415
2017-09-04,55625
2017-09-05,56281
2017-09-06,55648
2017-09-07,55454
2017-09-08,55454
2017-09-09,55420
2017-09-10,55175
2017-09-11,55656
2017-09-12,55656
2017-09-13,55548
2017-09-14,56195
2017-09-15,56195
2017-09-16,55447
2017-09-17,55017
2017-09-19,54511
2017-09-20,55762
2017-09-21,56004
2017-09-22,55547
2017-09-23,55547
2017-09-24,56343
2017-09-25,56388
2017-09-26,56298
2017-09-27,56298
2017-09-28,56821
2017-09-29,56745
2017-09-30,56745
2017-10-01,56929
2017-10-02,56788
2017-10-03,56788
2017-10-04,57202
2017-10-05,57593
2017-10-06,57014
2017-10-07,58102
2017-10-08,58594
2017-10-09,59238
2017-10-10,58886
2017-10-11,58886
2017-10-12,59298
2017-10-13,59669
2017-10-14,59380
2017-10-15,59380
2017-10-16,58605
2017-10-17,58605
2017-10-18,59138
2017-10-19,59138
2017-10-20,59899
2017-10-21,59899
2017-10-22,60545
2017-10-23,60545
2017-10-24,61018
2017-10-25,60231
2017-10-26,60231
2017-10-27,60546
2017-10-28,60546
2017-10-29,59243
2017-10-30,59709
2017-10-31,59314
2017-11-01,59314
2017-11-02,59284
2017-11-03,59284
2017-11-04,59395
2017-11-05,59395
2017-11-06,58714
2017-11-07,58714
2017-11-08,58345
2017-11-09,58268
2017-11-10,58268
2017-11-11,58947
2017-11-12,58463
2017-11-13,58463
2017-11-14,57420
2017-11-15,56977
2017-11-16,57034
2017-11-17,57419
2017-11-18,57419
2017-11-19,56439
2017-11-20,56691
2017-11-21,55778
2017-11-22,55778
2017-11-23,55376
2017-11-24,55376
2017-11-25,55002
2017-11-26,55973
2017-11-27,55973
2017-11-28,55832
2017-11-29,55832
2017-11-30,54979
2017-12-01,55833
2017-12-02,55833
2017-12-03,54696
2017-12-04,54696
2017-12-05,54331
2017-12-06,54205
2017-12-07,54506
2017-12-08,54506
2017-12-09,55126
2017-12-10,56070
2017-12-11,56250
2017-12-12,55877
2017-12-13,56830
2017-12-14,58239
2017-12-15,59932
2017-12-16,59932
2017-12-17,60509
2017-12-18,60274
2017-12-19,60274
2017-12-20,60263
2017-12-21,60501
2017-12-22,61125
2017-12-23,61312
2017-12-24,62239
2017-12-25,62792
2017-12-26,62234
2017-12-27,62329
2017-12-28,62329
2017-12-29,63110
2017-12-30,62049
2017-12-31,62049
2018-01-01,61809
2018-01-02,61318
2018-01-03,61314
2018-01-04,61314
2018-01-05,59556
2018-01-06,58712
2018-01-07,58899
2018-01-08,60293
2018-01-09,60059
2018-01-10,60059
2018-01-11,59607
2018-01-12,58603
2018-01-13,59364
2018-01-14,59732
2018-01-15,59711
2018-01-16,59965
2018-01-17,60575
2018-01-18,61218
2018-01-19,61218
2018-01-20,60970
2018-01-21,61390
2018-01-22,61762
2018-01-23,62531
2018-01-24,63003
2018-01-25,62360
2018-01-26,61974
2018-01-27,62488
2018-01-28,62763
2018-01-29,62949
2018-01-30,63081
2018-01-31,63824
2018-02-01,64162
2018-02-02,63989
2018-02-03,62937
2018-02-04,62552
2018-02-05,61825
2018-02-06,61278
2018-02-07,60621
2018-02-08,60621
2018-02-09,61692
2018-02-10,62168
2018-02-11,63105
2018-02-12,64083
2018-02-13,66145
2018-02-14,67520
2018-02-15,67985
2018-02-16,66793
2018-02-17,66263
2018-02-18,66739
2018-02-19,66329
2018-02-20,65218
2018-02-21,65833
2018-02-22,65503
2018-02-23,65766
2018-02-24,66051
2018-02-25,66924
2018-02-26,67183
2018-02-27,67277
2018-02-28,67971
2018-03-01,67870
2018-03-02,68220
2018-03-03,67379
2018-03-04,67379
2018-03-05,68045
2018-03-06,68002
2018-03-07,68169
2018-03-08,69544
2018-03-09,70561
2018-03-10,71324
2018-03-11,71322
2018-03-12,70643
2018-03-13,70237
2018-03-14,70648
2018-03-15,71471
2018-03-16,69972
2018-03-17,67848
2018-03-18,67129
2018-03-19,66603
2018-03-20,65749
2018-03-21,65662
2018-03-23,67241
2018-03-24,66804
2018-03-26,65616
2018-03-27,65423
2018-03-28,65647
2018-03-29,64944
2018-03-30,65422
2018-03-31,64982
2018-04-01,65884
2018-04-02,67101
2018-04-03,68105
2018-04-04,68768
2018-04-05,68599
2018-04-06,69204
2018-04-08,71348
2018-04-09,72371
2018-04-10,72198
2018-04-11,73193
2018-04-12,74144
2018-04-13,73647
2018-04-14,72367
2018-04-15,72764
2018-04-16,74245
2018-04-17,74825
2018-04-18,75749
2018-04-19,77105
2018-04-20,77474
2018-04-21,78709
2018-04-22,79389
2018-04-23,80457
2018-04-24,78240
2018-04-25,77884
2018-04-26,78774
2018-04-27,78818
2018-04-28,78923
2018-04-29,78390
2018-04-30,76690
2018-05-01,76169
2018-05-02,73552
2018-05-03,74680
2018-05-04,74040
2018-05-05,74299
2018-05-06,74299
2018-05-07,74374
2018-05-08,74411
2018-05-09,74679
2018-05-10,75306
2018-05-11,75991
2018-05-12,77017
2018-05-13,79092
2018-05-14,78603
2018-05-15,78230
2018-05-16,78926
2018-05-17,80988
2018-05-18,81348
2018-05-19,81983
2018-05-20,82504
2018-05-21,82554
2018-05-22,82562
2018-05-23,82888
2018-05-24,84145
2018-05-25,83433
2018-05-26,83557
2018-05-27,83625
2018-05-28,81098
2018-05-29,80298
2018-05-30,80921
2018-05-31,81687
2018-06-01,82747
2018-06-02,82501
2018-06-03,81430
2018-06-04,81643
2018-06-05,80792
2018-06-06,81057
2018-06-07,80789
2018-06-08,81931
2018-06-09,82204
2018-06-10,82470
2018-06-11,83574
2018-06-12,82501
2018-06-13,81594
2018-06-14,80976
2018-06-15,81042
2018-06-16,78935
2018-06-17,78752
2018-06-18,78560
2018-06-19,78844
2018-06-20,78844
2018-06-21,78698
2018-06-22,77952
2018-06-23,76924
2018-06-24,76768
2018-06-25,77294
2018-06-26,78012
2018-06-27,78911
2018-06-28,79673
2018-06-29,81363
2018-06-30,82854
2018-07-01,83961
2018-07-02,84799
2018-07-03,84153
2018-07-04,82973
2018-07-05,82725
2018-07-06,81354
2018-07-07,79922
2018-07-08,79893
2018-07-09,81300
2018-07-10,82431
2018-07-11,83699
2018-07-12,81552
2018-07-13,80746
2018-07-14,83120
2018-07-15,83009
2018-07-16,82882
2018-07-17,82495
2018-07-18,83556
2018-07-19,83303
2018-07-20,85027
2018-07-21,85309
2018-07-22,86105
2018-07-23,87483
2018-07-24,88901
2018-07-25,89946
2018-07-26,90246
2018-07-27,88876
2018-07-28,88826
2018-07-29,88376
2018-07-30,87532
2018-07-31,88439
2018-08-01,87445
2018-08-02,87197
2018-08-03,86614
2018-08-04,86049
2018-08-05,85064
2018-08-06,84029
2018-08-07,83684
2018-08-08,84401
2018-08-09,84388
2018-08-10,84335
2018-08-11,84117
2018-08-12,84811
2018-08-14,83715
2018-08-16,82858
2018-08-17,83033
2018-08-18,82597
2018-08-19,82736
2018-08-20,82916
2018-08-21,82540
2018-08-22,82998
2018-08-23,83625
2018-08-24,83892
2018-08-25,82979
2018-08-26,82832
2018-08-27,83974
2018-08-28,83848
2018-08-29,84175
2018-08-30,84698
2018-08-31,86766
2018-09-01,87594
2018-09-02,88578
2018-09-03,89723
2018-09-04,91184
2018-09-05,92907
2018-09-06,92907
2018-09-07,91665
2018-09-08,90500
2018-09-09,91372
2018-09-10,91610
2018-09-11,93243
2018-09-12,95682
2018-09-13,96650
2018-09-14,97218
2018-09-15,97623
2018-09-16,98125
2018-09-17,100519
2018-09-18,103082
2018-09-19,105112
2018-09-20,107287
2018-09-21,109256
2018-09-22,111077
2018-09-23,112647
2018-09-24,114575
2018-09-25,116755
2018-09-26,119330
2018-09-27,121789
2018-09-28,123503
2018-09-29,124633
2018-09-30,124610
2018-10-02,124240
2018-10-03,125534
2018-10-04,128116
2018-10-05,129737
2018-10-06,132846
2018-10-07,135185
2018-10-08,136827
2018-10-09,138043
2018-10-10,140201
2018-10-11,137391
2018-10-12,137859
2018-10-13,135365
2018-10-14,130360
2018-10-15,125993
2018-10-16,121143
2018-10-17,123307
2018-10-18,125001
2018-10-19,125253
2018-10-20,124828
2018-10-21,122661
2018-10-22,120407
2018-10-23,116345
2018-10-24,112682
2018-10-25,108071
2018-10-26,103805
2018-10-27,102915
2018-10-28,101494
2018-10-29,101329
2018-10-30,103127
2018-10-31,106104
2018-11-01,108828
2018-11-03,115522
2018-11-04,119976
2018-11-05,125943
2018-11-06,132241
2018-11-07,138854
2018-11-08,145797
2018-11-09,153087
2018-11-10,160742
2018-11-11,168780
2018-11-12,177219
2018-11-13,186080
2018-11-14,195325
2018-11-15,205092
2018-11-16,215347
2018-11-17,226115
2018-11-18,236517
2018-11-19,248343
2018-11-20,260612
2018-11-21,272891
2018-11-22,286536
2018-11-23,300793
2018-11-24,312717
2018-11-25,318911
2018-11-26,320164
2018-11-27,314573
2018-11-28,306927
2018-11-29,296239
2018-12-01,281627
2018-12-02,271324
2018-12-03,262207
2018-12-04,255970
2018-12-05,250208
2018-12-07,245101
2018-12-09,238474
2018-12-10,237531
2018-12-11,241132
2018-12-12,241824
2018-12-13,239719
2018-12-14,237326
2018-12-15,240928
2018-12-16,240993
2018-12-17,240408
2018-12-18,236569
2018-12-19,232539
2018-12-20,235817
2018-12-21,235982
2018-12-22,233050
2018-12-23,233641
2018-12-24,236523
2018-12-25,239837
2018-12-26,243750
2018-12-27,245165
2018-12-28,245670
2018-12-29,249340
2018-12-30,251055
2018-12-31,247740
2019-01-01,239118
2019-01-02,230775
2019-01-03,223664
2019-01-04,219144
2019-01-05,219224
2019-01-06,217493
2019-01-08,218709
2019-01-10,211859
2019-01-11,205866
2019-01-12,200554
2019-01-13,195362
2019-01-14,190168
2019-01-15,190415
2019-01-16,190373
2019-01-17,192128
2019-01-18,191160
2019-01-19,188582
2019-01-20,188565
2019-01-21,188111
2019-01-22,187032
2019-01-23,185834
2019-01-24,183896
2019-01-25,183564
2019-01-26,182433
2019-01-27,179159
2019-01-28,178101
2019-01-29,177857
2019-01-30,175820
2019-01-31,176592
2019-02-01,173926
2019-02-02,172246
2019-02-03,170586
2019-02-04,168510
2019-02-05,166038
2019-02-06,163724
2019-02-07,162802
2019-02-08,163416
2019-02-09,160658
2019-02-10,160987
2019-02-11,160908
2019-02-12,158575
2019-02-13,155398
2019-02-14,152201
2019-02-15,149342
2019-02-16,145028
2019-02-17,143937
2019-02-18,141831
2019-02-19,141683
2019-02-20,140828
2019-02-21,141059
2019-02-22,139307
2019-02-23,139482
2019-02-24,139144
2019-02-25,138278
2019-02-26,137277
2019-02-27,135707
2019-02-28,136168
2019-03-01,135085
2019-03-02,134559
2019-03-03,132708
2019-03-04,132416
2019-03-05,134376
2019-03-06,134095
2019-03-07,132124
2019-03-08,129770
2019-03-09,126550
2019-03-10,124352
2019-03-11,121776
2019-03-12,120155
2019-03-13,117803
2019-03-14,117483
2019-03-15,119687
2019-03-16,119784
2019-03-17,117080
2019-03-18,114341
2019-03-19,112031
2019-03-20,112029
2019-03-21,110648
2019-03-22,109461
2019-03-23,109235
2019-03-24,109380
2019-03-25,108511
2019-03-26,108175
2019-03-27,108261
2019-03-28,107407
2019-03-29,107805
2019-03-30,107725
2019-03-31,107371
2019-04-01,108576
