date_obj,Saradomin%20kiteshield price
2019-04-04,74165
2019-04-05,71832
2019-04-06,69827
2019-04-07,68319
2019-04-08,68940
2019-04-09,68328
2019-04-10,67674
2019-04-11,68446
2019-04-12,69653
2019-04-13,71150
2019-04-14,71476
2019-04-15,72823
2019-04-16,73389
2019-04-17,72684
2019-04-18,72445
2019-04-19,71310
2019-04-20,70348
2019-04-21,69275
2019-04-22,68919
2019-04-23,69919
2019-04-24,70579
2019-04-25,71510
2019-04-26,71425
2019-04-27,72333
2019-04-28,71423
2019-04-29,70827
2019-04-30,71397
2019-05-01,72413
2019-05-02,73659
2019-05-03,75053
2019-05-04,76352
2019-05-05,78073
2019-05-06,78631
2019-05-07,78404
2019-05-08,77955
2019-05-09,76315
2019-05-10,73869
2019-05-11,73008
2019-05-12,73206
2019-05-13,73633
2019-05-14,73836
2019-05-15,74570
2019-05-16,74613
2019-05-17,75639
2019-05-18,76176
2019-05-19,76069
2019-05-20,75609
2019-05-21,75685
2019-05-22,76089
2019-05-23,75994
2019-05-24,74018
2019-05-25,73448
2019-05-26,73412
2019-05-27,73918
2019-05-28,73912
2019-05-29,73801
2019-05-30,73841
2019-05-31,72613
2019-06-01,72776
2019-06-02,72692
2019-06-03,73197
2019-06-04,74304
2019-06-05,75399
2019-06-06,75945
2019-06-07,75473
2019-06-08,75143
2019-06-09,74819
2019-06-10,74819
2019-06-11,74467
2019-06-12,74991
2019-06-13,75156
2019-06-14,75094
2019-06-15,74794
2019-06-16,75657
2019-06-17,75168
2019-06-18,74963
2019-06-19,74424
2019-06-20,75204
2019-06-21,75069
2019-06-22,75124
2019-06-23,75063
2019-06-24,74845
2019-06-25,75225
2019-06-26,75983
2019-06-27,76433
2019-06-28,76916
2019-06-29,77750
2019-06-30,77854
2019-07-01,78681
2019-07-02,79917
2019-07-03,80768
2019-07-04,80556
2019-07-05,80155
2019-07-06,78770
2019-07-07,76859
2019-07-08,75915
2019-07-09,76713
2019-07-10,75872
2019-07-11,76031
2019-07-12,76231
2019-07-13,77070
2019-07-14,76447
2019-07-15,76387
2019-07-16,75612
2019-07-17,74331
2019-07-18,74186
2019-07-19,74155
2019-07-20,73687
2019-07-21,74561
2019-07-22,74032
2019-07-23,74582
2019-07-24,75623
2019-07-25,75516
2019-07-26,73948
2019-07-27,72613
2019-07-28,72941
2019-07-29,71733
2019-07-30,71368
2019-07-31,72381
2019-08-01,72874
2019-08-02,73366
2019-08-03,73055
2019-08-04,73130
2019-08-05,73265
2019-08-06,73950
2019-08-07,74597
2019-08-08,73167
2019-08-09,72418
2019-08-10,72356
2019-08-11,73111
2019-08-12,73423
2019-08-13,73829
2019-08-14,74226
2019-08-15,75310
2019-08-16,76724
2019-08-17,76724
2019-08-18,77344
2019-08-19,76518
2019-08-20,74727
2019-08-21,72421
2019-08-22,70570
2019-08-23,69985
2019-08-24,70874
2019-08-24,70874
2019-08-25,69687
2019-08-25,69687
2019-08-26,70920
2019-08-26,70920
2019-08-27,69892
2019-08-27,69892
2019-08-28,69154
2019-08-29,70220
2019-08-30,70434
2019-08-31,69725
2019-09-01,70017
2019-09-02,70017
2019-09-03,68746
2019-09-04,68593
2019-09-05,68559
2019-09-06,68769
2019-09-07,69203
2019-09-08,70899
2019-09-09,71066
2019-09-10,72249
2019-09-11,72890
2019-09-12,70696
2019-09-13,68135
2019-09-14,68255
2019-09-15,68460
2019-09-16,70033
2019-09-17,71183
2019-09-18,72085
2019-09-19,74634
2019-09-20,75377
2019-09-21,75972
2019-09-22,76493
2019-09-23,76769
2019-09-24,76769
2019-09-25,77716
2019-09-26,78621
2019-09-27,79924
2019-09-28,79046
2019-09-29,79304
2019-09-30,78883
2019-10-01,79158
2019-10-02,79939
2019-10-03,79659
2019-10-04,79157
2019-10-05,79259
2019-10-06,78765
2019-10-07,80173
2019-10-08,80799
2019-10-09,80799
2019-10-10,81758
2019-10-11,83351
2019-10-12,82405
2019-10-13,82089
2019-10-14,83201
2019-10-15,83201
2019-10-16,83766
2019-10-17,83766
2019-10-18,83914
2019-10-19,83856
2019-10-20,83609
2019-10-21,84099
2019-10-22,84693
2019-10-23,85488
2019-10-24,84723
2019-10-25,83399
2019-10-26,81862
2019-10-27,78761
2019-10-28,75748
2019-10-29,75748
2019-10-30,73330
2019-10-31,73241
2019-11-01,71299
2019-11-02,72685
2019-11-03,74328
2019-11-04,75180
2019-11-05,75180
2019-11-06,76877
2019-11-07,78277
2019-11-08,79828
2019-11-09,78983
2019-11-10,77915
2019-11-11,76169
2019-11-12,76947
2019-11-13,78148
2019-11-14,78249
2019-11-15,78901
2019-11-16,78960
2019-11-17,78960
2019-11-18,79956
2019-11-19,79994
2019-11-20,80048
2019-11-21,80048
2019-11-22,78603
2019-11-23,77597
2019-11-24,78392
2019-11-25,78109
2019-11-26,77519
2019-11-27,77519
2019-11-28,77561
2019-11-29,77537
2019-11-30,77766
2019-12-01,77776
2019-12-02,78825
2019-12-03,78988
2019-12-04,80084
2019-12-05,80084
2019-12-06,79956
2019-12-07,81010
2019-12-08,78793
2019-12-09,77450
2019-12-10,78908
2019-12-11,79102
2019-12-12,79102
2019-12-13,79603
2019-12-14,79464
2019-12-15,78530
2019-12-16,78498
2019-12-17,78587
2019-12-18,79511
2019-12-19,79914
2019-12-20,79034
2019-12-21,80569
2019-12-22,81937
2019-12-23,81896
2019-12-24,81778
2019-12-25,81986
2019-12-26,82036
2019-12-27,82751
2019-12-28,83033
2019-12-29,82683
2019-12-30,81010
2019-12-31,80953
2020-01-01,80527
2020-01-02,80057
2020-01-03,81348
2020-01-04,81735
2020-01-05,81721
2020-01-06,82550
2020-01-07,82478
2020-01-08,82478
2020-01-09,82478
2020-01-10,83574
2020-01-11,84368
2020-01-12,85496
2020-01-13,85496
2020-01-14,85607
2020-01-15,85133
2020-01-16,83516
2020-01-17,83694
2020-01-18,83359
2020-01-19,83354
2020-01-20,83436
2020-01-21,83436
2020-01-22,82263
2020-01-23,79336
2020-01-24,79945
2020-01-25,79958
2020-01-26,79961
2020-01-27,80950
2020-01-28,80344
2020-01-29,80815
2020-01-30,79751
2020-01-31,79786
2020-02-01,80634
2020-02-02,81243
2020-02-03,81284
2020-02-04,80104
2020-02-05,78519
2020-02-06,76937
2020-02-07,76006
2020-02-08,73860
2020-02-09,72368
2020-02-10,71785
2020-02-11,70683
2020-02-12,70835
2020-02-13,71477
2020-02-14,71785
2020-02-15,71575
2020-02-16,71026
2020-02-17,70124
2020-02-18,68255
2020-02-19,67483
2020-02-20,67435
2020-02-21,67435
2020-02-22,66219
2020-02-23,65615
2020-02-24,67247
2020-02-25,67637
2020-02-26,69058
2020-02-27,69353
2020-02-28,69119
2020-02-29,69119
2020-03-01,68704
2020-03-02,69320
2020-03-03,68660
2020-03-04,68660
2020-03-05,69528
2020-03-06,68756
2020-03-07,68399
2020-03-08,67808
2020-03-09,67977
2020-03-10,67409
2020-03-11,67119
2020-03-12,67309
2020-03-13,68138
2020-03-14,68217
2020-03-15,67151
2020-03-16,67395
2020-03-17,67189
2020-03-18,67199
2020-03-19,66888
2020-03-20,67373
2020-03-21,67701
2020-03-22,67800
2020-03-23,67191
2020-03-24,67071
2020-03-25,67637
2020-03-26,68267
2020-03-27,67152
2020-03-28,66582
2020-03-29,67024
2020-03-30,67345
2020-03-31,67632
2020-04-01,68310
2020-04-02,68875
2020-04-03,68875
2020-04-04,69221
2020-04-05,68088
2020-04-06,67644
2020-04-07,66368
2020-04-08,65277
2020-04-09,63818
2020-04-10,62545
2020-04-11,62673
2020-04-12,62622
2020-04-13,61807
2020-04-14,61330
2020-04-15,59266
2020-04-16,56564
2020-04-17,55015
2020-04-18,53739
2020-04-19,51573
2020-04-20,50017
2020-04-21,48464
2020-04-22,47222
2020-04-23,48207
2020-04-24,49046
2020-04-25,49443
2020-04-26,49933
2020-04-27,50696
2020-04-28,51539
2020-04-29,52074
2020-04-30,52202
2020-05-01,52685
2020-05-02,53508
2020-05-03,54202
2020-05-04,54146
2020-05-05,54798
2020-05-06,55562
2020-05-07,56321
2020-05-08,56472
2020-05-09,56994
2020-05-10,56616
2020-05-11,56905
2020-05-12,56668
2020-05-13,56874
