date_obj,White%20partyhat price
2015-12-20,33484
2015-12-21,31809
2015-12-22,30218
2015-12-23,28707
2015-12-24,27271
2015-12-25,25907
2015-12-26,24611
2015-12-27,23381
2015-12-28,22261
2015-12-29,21147
2015-12-30,20089
2015-12-31,19160
2016-01-01,18288
2016-01-02,17373
2016-01-03,16504
2016-01-04,15678
2016-01-05,14913
2016-01-06,14215
2016-01-07,13552
2016-01-08,12918
2016-01-09,12918
2016-01-10,12272
2016-01-11,11721
2016-01-12,11297
2016-01-13,11297
2016-01-14,10828
2016-01-15,10828
2016-01-16,10449
2016-01-17,10449
2016-01-18,10323
2016-01-19,10323
2016-01-20,10251
2016-01-21,10251
2016-01-22,10129
2016-01-23,10129
2016-01-24,9976
2016-01-25,9826
2016-01-26,9826
2016-01-27,10043
2016-01-28,10043
2016-01-29,10176
2016-01-30,10176
2016-01-31,10405
2016-02-01,10417
2016-02-02,10417
2016-02-03,10727
2016-02-04,10727
2016-02-05,10793
2016-02-06,10823
2016-02-07,10823
2016-02-08,10705
2016-02-09,10705
2016-02-10,11004
2016-02-11,11004
2016-02-12,11213
2016-02-13,11403
2016-02-14,11403
2016-02-15,11478
2016-02-16,11478
2016-02-17,11634
2016-02-18,11634
2016-02-19,11667
2016-02-20,11667
2016-02-21,11398
2016-02-22,11398
2016-02-23,10973
2016-02-24,10973
2016-02-25,10578
2016-02-26,10578
2016-02-27,10458
2016-02-28,10458
2016-02-29,10596
2016-03-01,10596
2016-03-02,10613
2016-03-03,10613
2016-03-04,10374
2016-03-05,10374
2016-03-06,10117
2016-03-07,10117
2016-03-08,10117
2016-03-09,10129
2016-03-10,10129
2016-03-11,10128
2016-03-12,10128
2016-03-13,10006
2016-03-14,10006
2016-03-15,9724
2016-03-16,9724
2016-03-17,9725
2016-03-18,9725
2016-03-19,9866
2016-03-20,9866
2016-03-21,9702
2016-03-22,9702
2016-03-23,9753
2016-03-24,9753
2016-03-25,9656
2016-03-26,9656
2016-03-27,9451
2016-03-28,9451
2016-03-29,9295
2016-03-30,9295
2016-03-31,9295
2016-04-01,9077
2016-04-02,9077
2016-04-03,8757
2016-04-04,8757
2016-04-05,8699
2016-04-06,8699
2016-04-07,8281
2016-04-08,8281
2016-04-09,8105
2016-04-10,8105
2016-04-11,8105
2016-04-12,8025
2016-04-13,8025
2016-04-14,8025
2016-04-15,7940
2016-04-16,7940
2016-04-17,7782
2016-04-18,7782
2016-04-19,7459
2016-04-20,7459
2016-04-21,7110
2016-04-22,7110
2016-04-23,7110
2016-04-24,7037
2016-04-25,7037
2016-04-26,6985
2016-04-27,6985
2016-04-28,6927
2016-04-29,6927
2016-04-30,6805
2016-05-01,6805
2016-05-02,6668
2016-05-03,6668
2016-05-04,6566
2016-05-05,6566
2016-05-06,6566
2016-05-07,6386
2016-05-08,6386
2016-05-09,6267
2016-05-10,6267
2016-05-11,6125
2016-05-12,6125
2016-05-13,6074
2016-05-14,6074
2016-05-15,5949
2016-05-16,5949
2016-05-17,5774
2016-05-18,5774
2016-05-19,5572
2016-05-22,5321
2016-05-23,5054
2016-05-24,5054
2016-05-25,4801
2016-05-26,4801
2016-05-27,4685
2016-05-28,4685
2016-05-29,4653
2016-05-30,4653
2016-05-31,4653
2016-06-01,4736
2016-06-02,4736
2016-06-03,4804
2016-06-04,4804
2016-06-05,4918
2016-06-06,4918
2016-06-07,5084
2016-06-08,5084
2016-06-09,5207
2016-06-10,5207
2016-06-11,5283
2016-06-12,5283
2016-06-13,5437
2016-06-14,5437
2016-06-15,5536
2016-06-16,5536
2016-06-17,5537
2016-06-18,5537
2016-06-19,5391
2016-06-20,5391
2016-06-21,5501
2016-06-22,5501
2016-06-23,5516
2016-06-24,5516
2016-06-25,5396
2016-06-26,5396
2016-06-27,5396
2016-06-28,5272
2016-06-29,5272
2016-06-30,5400
2016-07-01,5400
2016-07-02,5286
2016-07-03,5286
2016-07-04,5239
2016-07-05,5239
2016-07-06,5239
2016-07-07,5212
2016-07-08,5212
2016-07-09,5359
2016-07-10,5359
2016-07-11,5299
2016-07-12,5299
2016-07-13,5299
2016-07-14,5146
2016-07-15,5146
2016-07-16,5146
2016-07-17,4963
2016-07-18,4963
2016-07-24,4748
2016-07-25,4612
2016-07-26,4612
2016-07-27,4612
2016-07-28,4666
2016-07-29,4666
2016-07-30,4642
2016-07-31,4642
2016-08-01,4642
2016-08-02,4582
2016-08-03,4582
2016-08-04,4582
2016-08-05,4632
2016-08-06,4632
2016-08-07,4632
2016-08-08,4626
2016-08-09,4626
2016-08-10,4626
2016-08-11,4560
2016-08-12,4560
2016-08-13,4560
2016-08-14,4560
2016-08-15,4593
2016-08-16,4593
2016-08-17,4593
2016-08-18,4593
2016-08-19,4540
2016-08-20,4540
2016-08-21,4540
2016-08-22,4558
2016-08-23,4558
2016-08-24,4558
2016-08-25,4497
2016-08-26,4497
2016-08-28,4497
2016-08-31,4449
2016-09-01,4329
2016-09-02,4329
2016-09-03,4329
2016-09-04,4203
2016-09-05,4203
2016-09-06,4203
2016-09-07,4159
2016-09-08,4159
2016-09-09,4159
2016-09-10,4162
2016-09-11,4162
2016-09-12,4162
2016-09-13,4198
2016-09-14,4198
2016-09-15,4198
2016-09-16,4198
2016-09-17,4263
2016-09-18,4263
2016-09-19,4263
2016-09-20,4263
2016-09-21,4175
2016-09-22,4175
2016-09-23,4175
2016-09-24,4175
2016-09-25,4337
2016-09-26,4337
2016-09-27,4337
2016-09-28,4464
2016-09-29,4464
2016-09-30,4464
2016-10-01,4534
2016-10-02,4534
2016-10-03,4534
2016-10-04,4534
2016-10-05,4381
2016-10-06,4381
2016-10-07,4381
2016-10-08,4253
2016-10-09,4253
2016-10-10,4253
2016-10-11,4253
2016-10-12,4200
2016-10-13,4200
2016-10-14,4200
2016-10-15,4150
2016-10-16,4150
2016-10-17,4150
2016-10-18,4017
2016-10-19,4017
2016-10-20,4017
2016-10-21,3845
2016-10-22,3845
2016-10-23,3845
2016-10-24,3785
2016-10-25,3785
2016-10-26,3785
2016-10-27,3731
2016-10-28,3731
2016-10-29,3731
2016-10-30,3653
2016-10-31,3653
2016-11-01,3653
2016-11-02,3517
2016-11-03,3517
2016-11-04,3517
2016-11-05,3432
2016-11-06,3432
2016-11-07,3432
2016-11-08,3426
2016-11-09,3426
2016-11-10,3426
2016-11-11,3426
2016-11-12,3373
2016-11-13,3373
2016-11-14,3373
2016-12-08,3426
2016-12-09,3426
2016-12-10,3426
2016-12-11,3313
2016-12-12,3313
2016-12-13,3203
2016-12-14,3055
2016-12-15,3055
2016-12-16,2963
2016-12-17,2869
2016-12-18,2869
2016-12-19,2765
2016-12-20,2765
2016-12-21,2718
2016-12-22,2718
2016-12-23,2647
2016-12-24,2647
2016-12-25,2721
2016-12-26,2721
2016-12-27,2826
2016-12-28,2826
2016-12-29,2804
2016-12-30,2804
2016-12-31,2804
2017-01-01,2741
2017-01-02,2741
2017-01-03,2703
2017-01-04,2703
2017-01-05,2586
2017-01-06,2586
2017-01-07,2482
2017-01-08,2482
2017-01-09,2388
2017-01-10,2388
2017-01-11,2388
2017-01-12,2360
2017-01-13,2360
2017-01-14,2360
2017-01-15,2343
2017-01-16,2343
2017-01-17,2290
2017-01-18,2290
2017-01-19,2290
2017-01-20,2244
2017-01-21,2244
2017-01-22,2223
2017-01-27,2226
2017-01-28,2226
2017-01-29,2266
2017-01-30,2266
2017-01-31,2266
2017-02-01,2333
2017-02-02,2333
2017-02-03,2333
2017-02-04,2321
2017-02-05,2321
2017-02-06,2321
2017-02-07,2386
2017-02-08,2386
2017-02-09,2386
2017-02-10,2387
2017-02-11,2387
2017-02-12,2387
2017-02-13,2426
2017-02-14,2426
2017-02-15,2426
2017-02-16,2480
2017-02-18,2480
2017-02-19,2492
2017-02-20,2492
2017-02-21,2492
2017-02-22,2486
2017-02-23,2486
2017-02-24,2486
2017-02-25,2545
2017-02-26,2545
2017-02-27,2545
2017-02-28,2621
2017-03-01,2621
2017-03-02,2621
2017-03-03,2658
2017-03-04,2658
2017-03-05,2658
2017-03-06,2686
2017-03-07,2686
2017-03-08,2686
2017-03-09,2686
2017-03-10,2661
2017-03-11,2661
2017-03-12,2661
2017-03-13,2671
2017-03-14,2671
2017-03-15,2580
2017-03-16,2580
2017-03-17,2580
2017-03-18,2483
2017-03-19,2483
2017-03-20,2477
2017-03-21,2477
2017-03-22,2477
2017-03-23,2460
2017-03-24,2460
2017-03-25,2460
2017-03-26,2393
2017-03-27,2393
2017-03-28,2393
2017-03-29,2395
2017-03-30,2395
2017-03-31,2395
2017-04-01,2397
2017-04-02,2397
2017-04-03,2397
2017-04-04,2387
2017-04-12,2383
2017-04-13,2383
2017-04-14,2424
2017-04-15,2424
2017-04-16,2424
2017-04-17,2453
2017-04-18,2453
2017-04-19,2453
2017-04-20,2502
2017-04-21,2502
2017-04-22,2502
2017-04-23,2533
2017-04-24,2533
2017-04-25,2533
2017-04-26,2593
2017-04-27,2593
2017-04-28,2593
2017-04-29,2574
2017-04-30,2574
2017-05-01,2574
2017-05-02,2613
2017-05-03,2613
2017-05-04,2613
2017-05-05,2688
2017-05-06,2688
2017-05-07,2688
2017-05-08,2688
2017-05-09,2707
2017-05-10,2707
2017-05-11,2707
2017-05-12,2707
2017-05-13,2729
2017-05-14,2729
2017-05-15,2729
2017-05-16,2729
2017-05-17,2630
2017-05-18,2630
2017-05-19,2630
2017-05-20,2647
2017-05-21,2647
2017-05-22,2647
2017-05-23,2647
2017-05-24,2701
2017-05-25,2701
2017-05-26,2701
2017-05-27,2701
2017-05-28,2670
2017-05-29,2670
2017-05-30,2670
2017-05-31,2611
2017-06-01,2611
2017-06-02,2611
2017-06-03,2579
2017-06-06,2555
2017-06-07,2555
2017-06-08,2555
2017-06-09,2503
2017-06-10,2503
2017-06-11,2503
2017-06-12,2505
2017-06-13,2505
2017-06-14,2505
2017-06-15,2507
2017-06-16,2507
2017-06-17,2507
2017-06-18,2563
2017-06-19,2563
2017-06-20,2563
2017-06-21,2563
2017-06-22,2639
2017-06-23,2639
2017-06-24,2639
2017-06-25,2639
2017-06-26,2627
2017-06-27,2627
2017-06-28,2627
2017-06-29,2622
2017-06-30,2622
2017-07-01,2622
2017-07-02,2622
2017-07-03,2657
2017-07-04,2657
2017-07-05,2657
2017-07-06,2657
2017-07-07,2615
2017-07-08,2615
2017-07-13,2664
2017-07-14,2728
2017-07-15,2728
2017-07-16,2728
2017-07-17,2728
2017-07-18,2793
2017-07-19,2793
2017-07-20,2793
2017-07-21,2866
2017-07-22,2866
2017-07-23,2866
2017-07-24,2938
2017-07-25,2938
2017-07-26,2938
2017-07-27,2893
2017-07-28,2893
2017-07-29,2893
2017-07-30,2987
2017-07-31,2987
2017-08-01,2987
2017-08-02,2929
2017-08-03,2929
2017-08-04,2929
2017-08-05,2945
2017-08-06,2945
2017-08-09,3010
2017-08-10,3010
2017-08-11,3100
2017-08-12,3100
2017-08-13,3100
2017-08-14,3100
2017-08-15,3187
2017-08-16,3187
2017-08-17,3187
2017-08-18,3187
2017-08-19,3331
2017-08-20,3331
2017-08-21,3331
2017-08-22,3483
2017-08-23,3483
2017-08-24,3483
2017-08-25,3483
2017-08-26,3623
2017-08-27,3623
2017-08-28,3623
2017-08-29,3456
2017-08-30,3456
2017-08-31,3456
2017-09-01,3606
2017-09-02,3606
2017-09-03,3606
2017-09-04,3711
2017-09-05,3711
2017-09-06,3711
2017-09-07,3883
2017-09-08,3883
2017-09-09,3883
2017-09-10,4064
2017-09-11,4064
2017-09-12,4064
2017-09-13,4064
2017-09-14,4201
2017-09-15,4201
2017-09-16,4201
2017-09-17,4227
2017-09-18,4227
2017-09-19,4227
2017-09-20,4258
2017-09-21,4258
2017-09-22,4258
2017-09-23,4258
2017-09-24,4366
2017-09-25,4366
2017-09-26,4366
2017-09-27,4366
2017-09-28,4248
2017-09-29,4248
2017-09-30,4248
2017-10-01,4248
2017-10-02,4245
2017-10-03,4245
2017-10-04,4245
2017-10-05,4245
2017-10-06,4346
2017-10-07,4346
2017-10-08,4346
2017-10-09,4346
2017-10-10,4400
2017-10-11,4400
2017-10-12,4400
2017-10-13,4400
2017-10-14,4516
2017-10-15,4516
2017-10-16,4516
2017-10-17,4516
2017-10-18,4510
2017-10-19,4510
2017-10-20,4510
2017-10-21,4510
2017-10-22,4688
2017-10-23,4688
2017-10-24,4688
2017-10-25,4688
2017-10-26,4828
2017-10-27,4828
2017-10-28,4828
2017-10-29,4828
2017-10-30,4912
2017-10-31,4912
2017-11-01,4912
2017-11-02,4912
2017-11-03,4690
2017-11-04,4690
2017-11-05,4690
2017-11-06,4738
2017-11-07,4738
2017-11-08,4738
2017-11-09,4738
2017-11-10,4755
2017-11-11,4755
2017-11-12,4755
2017-11-13,4755
2017-11-14,4820
2017-11-15,4820
2017-11-16,4820
2017-11-17,4820
2017-11-18,4967
2017-11-19,4967
2017-11-20,4967
2017-11-21,4967
2017-11-22,4972
2017-11-23,4972
2017-11-24,4972
2017-11-25,4972
2017-11-26,4884
2017-11-27,4884
2017-11-28,4884
2017-11-29,4884
2017-11-30,4884
2017-12-01,4850
2017-12-02,4850
2017-12-03,4850
2017-12-04,4850
2017-12-05,4834
2017-12-06,4834
2017-12-07,4834
2017-12-08,4834
2017-12-09,4750
2017-12-10,4531
2017-12-11,4306
2017-12-12,4306
2017-12-13,4109
2017-12-14,4109
2017-12-15,3907
2017-12-16,3907
2017-12-17,3785
2017-12-18,3650
2017-12-19,3650
2017-12-20,3650
2017-12-21,3529
2017-12-22,3529
2017-12-23,3410
2017-12-24,3410
2017-12-25,3305
2017-12-26,3305
2017-12-27,3207
2017-12-28,3207
2017-12-29,3207
2017-12-30,3241
2017-12-31,3241
2018-01-01,3170
2018-01-02,3170
2018-01-03,3102
2018-01-04,3102
2018-01-05,3102
2018-01-06,3126
2018-01-07,3126
2018-01-08,3126
2018-01-09,3127
2018-01-10,3127
2018-01-11,3127
2018-01-12,3171
2018-01-13,3171
2018-01-14,3171
2018-01-15,3101
2018-01-16,3101
2018-01-17,3101
2018-01-18,3050
2018-01-19,3050
2018-01-20,3050
2018-01-21,3003
2018-01-22,3003
2018-01-23,3003
2018-01-24,3063
2018-01-25,3063
2018-01-26,3063
2018-01-27,3137
2018-01-28,3137
2018-01-29,3146
2018-01-30,3146
2018-02-01,3210
2018-02-02,3210
2018-02-03,3210
2018-02-04,3263
2018-02-05,3263
2018-02-06,3263
2018-02-07,3211
2018-02-08,3211
2018-02-09,3211
2018-02-10,3211
2018-02-11,3176
2018-02-12,3176
2018-02-13,3176
2018-02-14,3205
2018-02-15,3205
2018-02-16,3205
2018-02-17,3174
2018-02-18,3174
2018-02-19,3124
2018-02-20,3124
2018-02-21,3124
2018-02-22,3101
2018-02-23,3101
2018-02-24,3010
2018-02-25,3010
2018-02-26,2878
2018-02-27,2878
2018-02-28,2799
2018-03-01,2799
2018-03-02,2717
2018-03-03,2717
2018-03-04,2717
2018-03-05,2616
2018-03-06,2616
2018-03-07,2487
2018-03-08,2487
2018-03-09,2406
2018-03-10,2406
2018-03-11,2325
2018-03-12,2325
2018-03-13,2284
2018-03-14,2284
2018-03-15,2284
2018-03-16,2310
2018-03-17,2310
2018-03-18,2348
2018-03-19,2348
2018-03-20,2348
2018-03-21,2420
2018-03-23,2420
2018-03-24,2420
2018-03-26,2510
2018-03-27,2510
2018-03-28,2555
2018-03-29,2555
2018-03-30,2555
2018-03-31,2580
2018-04-01,2580
2018-04-02,2580
2018-04-03,2628
2018-04-04,2628
2018-04-05,2628
2018-04-06,2721
2018-04-08,2721
2018-04-09,2721
2018-04-10,2848
2018-04-11,2848
2018-04-12,2848
2018-04-13,2876
2018-04-14,2876
2018-04-16,2876
2018-04-17,2999
2018-04-18,2999
2018-04-19,2999
2018-04-20,2999
2018-04-21,3073
2018-04-22,3073
2018-04-23,3073
2018-04-24,3073
2018-04-25,3215
2018-04-26,3215
2018-04-27,3215
2018-04-28,3215
2018-04-29,3206
2018-04-30,3206
2018-05-02,3206
2018-05-03,3291
2018-05-04,3291
2018-05-05,3291
2018-05-06,3291
2018-05-07,3402
2018-05-08,3402
2018-05-09,3402
2018-05-10,3466
2018-05-11,3466
2018-05-12,3466
2018-05-13,3466
2018-05-14,3531
2018-05-15,3531
2018-05-16,3531
2018-05-17,3531
2018-05-18,3646
2018-05-19,3646
2018-05-20,3646
2018-05-21,3805
2018-05-22,3805
2018-05-23,3805
2018-05-24,3955
2018-05-25,3955
2018-05-26,3955
2018-05-27,3995
2018-05-28,3995
2018-05-29,3995
2018-05-30,4170
2018-05-31,4170
2018-06-01,4170
2018-06-02,4166
2018-06-03,4166
2018-06-04,4166
2018-06-05,4166
2018-06-06,4209
2018-06-07,4209
2018-06-08,4209
2018-06-09,4209
2018-06-10,4322
2018-06-11,4322
2018-06-12,4322
2018-06-13,4432
2018-06-14,4432
2018-06-15,4432
2018-06-16,4432
2018-06-17,4539
2018-06-18,4539
2018-06-19,4539
2018-06-20,4539
2018-06-21,4543
2018-06-22,4543
2018-06-23,4543
2018-06-24,4543
2018-06-25,4607
2018-06-26,4607
2018-06-27,4607
2018-06-28,4607
2018-06-29,4535
2018-06-30,4535
2018-07-01,4535
2018-07-02,4535
2018-07-03,4588
2018-07-04,4588
2018-07-05,4588
2018-07-06,4673
2018-07-07,4673
2018-07-08,4673
2018-07-09,4728
2018-07-10,4728
2018-07-11,4728
2018-07-12,4728
2018-07-13,4728
2018-07-14,4546
2018-07-15,4546
2018-07-16,4546
2018-07-17,4559
2018-07-18,4559
2018-07-19,4559
2018-07-20,4559
2018-07-21,4599
2018-07-22,4599
2018-07-23,4584
2018-07-24,4584
2018-07-25,4584
2018-07-26,4584
2018-07-27,4668
2018-07-28,4668
2018-07-29,4668
2018-07-30,4773
2018-07-31,4773
2018-08-01,4773
2018-08-02,4931
2018-08-03,4931
2018-08-04,4931
2018-08-05,5042
2018-08-06,5042
2018-08-07,5042
2018-08-08,5232
2018-08-09,5232
2018-08-10,5232
2018-08-11,5441
2018-08-12,5441
2018-08-14,5496
2018-08-16,5540
2018-08-17,5540
2018-08-18,5540
2018-08-19,5505
2018-08-20,5505
2018-08-21,5505
2018-08-22,5612
2018-08-23,5612
2018-08-24,5612
2018-08-25,5746
2018-08-26,5746
2018-08-27,5746
2018-08-28,5929
2018-08-29,5929
2018-08-30,5929
2018-08-31,6216
2018-09-01,6473
2018-09-02,6473
2018-09-03,6797
2018-09-04,7136
2018-09-05,7493
2018-09-06,7493
2018-09-07,7868
2018-09-08,8221
2018-09-09,8221
2018-09-10,8628
2018-09-11,8628
2018-09-12,9045
2018-09-13,9045
2018-09-14,9433
2018-09-15,9880
2018-09-16,9880
2018-09-17,10340
2018-09-18,10833
2018-09-19,10833
2018-09-20,11352
2018-09-21,11352
2018-09-22,11920
2018-09-23,11920
2018-09-24,12516
2018-09-25,12516
2018-09-26,13142
2018-09-27,13142
2018-09-28,13800
2018-09-29,13800
2018-09-30,14490
2018-10-02,15856
2018-10-03,16649
2018-10-04,16649
2018-10-05,17482
2018-10-06,18315
2018-10-07,18315
2018-10-08,19141
2018-10-09,19988
2018-10-10,20075
2018-10-11,20502
2018-10-12,20502
2018-10-13,19707
2018-10-14,19707
2018-10-15,19298
2018-10-16,19298
2018-10-17,19029
2018-10-18,19029
2018-10-19,18461
2018-10-20,18461
2018-10-21,18461
2018-10-22,17679
2018-10-23,17679
2018-10-24,17679
2018-10-25,17070
2018-10-26,17070
2018-10-27,16216
2018-10-28,16216
2018-10-29,15439
2018-10-30,14768
2018-10-31,14349
2018-11-01,13931
2018-11-03,14145
2018-11-04,14450
2018-11-05,14804
2018-11-06,15432
2018-11-07,15963
2018-11-08,16665
2018-11-09,17402
2018-11-10,18211
2018-11-11,18891
2018-11-12,19836
2018-11-13,20651
2018-11-14,21317
2018-11-15,22355
2018-11-16,23415
2018-11-17,24513
2018-11-18,25579
2018-11-19,24738
2018-11-20,25442
2018-11-21,26310
2018-11-22,27538
2018-11-23,27024
2018-11-24,26217
2018-11-25,24928
2018-11-26,23836
2018-11-27,22644
2018-11-28,21515
2018-11-29,20440
2018-12-01,18587
2018-12-02,17802
2018-12-03,17802
2018-12-04,16912
2018-12-05,16357
2018-12-07,15598
2018-12-09,14818
2018-12-10,14077
2018-12-11,14077
2018-12-12,13523
2018-12-13,12846
2018-12-14,12203
2018-12-15,11592
2018-12-16,11012
2018-12-17,10461
2018-12-18,9937
2018-12-19,9441
2018-12-20,8968
2018-12-21,8526
2018-12-22,8099
2018-12-23,7703
2018-12-24,7365
2018-12-25,7047
2018-12-26,6707
2018-12-27,6419
2018-12-28,6142
2018-12-29,5885
2018-12-30,5669
2018-12-31,5668
2019-01-01,5564
2019-01-02,5425
2019-01-03,5246
2019-01-04,5162
2019-01-05,5089
2019-01-06,4967
2019-01-08,4639
2019-01-10,4443
2019-01-11,4616
2019-01-12,4714
2019-01-13,4765
2019-01-14,4868
2019-01-15,5035
2019-01-16,5025
2019-01-17,5190
2019-01-18,5398
2019-01-19,5468
2019-01-20,5578
2019-01-21,5578
2019-01-22,5527
2019-01-23,5562
2019-01-24,5562
2019-01-25,5584
2019-01-26,5584
2019-01-27,5581
2019-01-28,5486
2019-01-29,5497
2019-01-30,5558
2019-01-31,5558
2019-02-01,5577
2019-02-02,5577
2019-02-03,5601
2019-02-04,5601
2019-02-05,5530
2019-02-06,5530
2019-02-07,5524
2019-02-08,5524
2019-02-09,5552
2019-02-10,5552
2019-02-11,5542
2019-02-12,5542
2019-02-13,5618
2019-02-14,5618
2019-02-15,5725
2019-02-16,5725
2019-02-17,5618
2019-02-18,5618
2019-02-19,5632
2019-02-20,5632
2019-02-21,5609
2019-02-22,5609
2019-02-23,5698
2019-02-24,5698
2019-02-25,5715
2019-02-26,5715
2019-02-27,5795
2019-02-28,5795
2019-03-01,5598
2019-03-02,5598
2019-03-03,5401
2019-03-04,5401
2019-03-05,5199
2019-03-06,5199
2019-03-07,5180
2019-03-08,5180
2019-03-09,5180
2019-03-10,5139
2019-03-11,5139
2019-03-12,5035
2019-03-13,5035
2019-03-14,5162
2019-03-15,5162
2019-03-16,5162
2019-03-17,5156
2019-03-18,5156
2019-03-19,5156
2019-03-20,5190
2019-03-21,5190
2019-03-22,5190
2019-03-23,5115
2019-03-24,5115
2019-03-25,5188
2019-03-26,5188
2019-03-27,5188
2019-03-28,5223
2019-03-29,5223
2019-03-30,5223
2019-03-31,5208
2019-04-01,5208
2019-04-02,5221
2019-04-03,5221
2019-04-04,5187
2019-04-05,5187
2019-04-06,5187
