date_obj,Ancient%20crozier price
2015-09-29,9920
2015-09-30,9836
2015-10-05,9616
2015-10-06,9801
2015-10-07,9801
2015-10-08,10195
2015-10-09,10640
2015-10-10,10640
2015-10-11,10873
2015-10-12,10892
2015-10-13,10892
2015-10-14,10849
2015-10-15,10813
2015-10-16,10813
2015-10-17,10927
2015-10-18,10927
2015-10-19,10660
2015-10-20,10999
2015-10-22,11526
2015-10-23,12028
2015-10-24,12624
2015-10-25,12907
2015-10-26,13259
2015-10-27,13259
2015-10-28,13575
2015-10-29,13575
2015-10-30,13454
2015-10-31,13454
2015-11-01,13275
2015-11-02,13275
2015-11-03,13088
2015-11-04,13088
2015-11-05,12952
2015-11-06,12952
2015-11-07,12672
2015-11-08,12672
2015-11-09,13083
2015-11-10,13083
2015-11-11,13400
2015-11-12,13400
2015-11-13,13677
2015-11-14,13677
2015-11-15,13621
2015-11-16,13621
2015-11-17,13717
2015-11-18,13717
2015-11-19,13590
2015-11-20,13590
2015-11-21,13680
2015-11-22,13420
2015-11-23,13420
2015-11-24,13425
2015-11-25,13640
2015-11-26,13640
2015-11-27,14003
2015-11-28,14343
2015-11-29,14537
2015-11-30,14717
2015-12-01,14717
2015-12-02,14663
2015-12-03,14941
2015-12-04,14941
2015-12-05,15111
2015-12-06,15790
2015-12-07,15790
2015-12-08,16310
2015-12-09,16813
2015-12-10,16813
2015-12-11,16760
2015-12-12,17472
2015-12-13,17571
2015-12-14,17571
2015-12-15,17254
2015-12-16,17318
2015-12-17,17318
2015-12-18,18033
2015-12-19,18033
2015-12-20,17877
2015-12-21,17877
2015-12-22,17663
2015-12-23,18055
2015-12-24,18055
2015-12-25,18033
2015-12-26,18033
2015-12-27,18017
2015-12-28,18163
2015-12-29,17907
2015-12-30,17681
2015-12-31,17681
2016-01-01,17525
2016-01-02,17525
2016-01-03,17083
2016-01-04,17083
2016-01-05,16671
2016-01-06,16663
2016-01-07,16757
2016-01-08,16640
2016-01-09,16640
2016-01-10,16611
2016-01-11,16466
2016-01-12,16540
2016-01-13,16540
2016-01-14,16531
2016-01-15,16629
2016-01-16,16629
2016-01-17,16608
2016-01-18,16475
2016-01-19,16475
2016-01-20,16367
2016-01-21,16367
2016-01-22,16347
2016-01-23,16089
2016-01-24,16134
2016-01-25,15792
2016-01-26,15179
2016-01-27,15123
2016-01-28,15123
2016-01-29,14969
2016-01-30,14969
2016-01-31,14817
2016-02-01,14665
2016-02-02,14665
2016-02-03,14590
2016-02-04,14590
2016-02-05,14492
2016-02-06,13916
2016-02-07,13916
2016-02-08,13434
2016-02-09,13311
2016-02-10,13075
2016-02-11,13075
2016-02-12,12751
2016-02-13,12616
2016-02-14,12616
2016-02-15,12504
2016-02-16,12339
2016-02-17,12365
2016-02-18,12329
2016-02-19,12185
2016-02-20,12364
2016-02-21,12781
2016-02-22,12781
2016-02-23,13188
2016-02-24,13333
2016-02-25,13599
2016-02-26,13599
2016-02-27,13640
2016-02-28,13810
2016-02-29,13742
2016-03-01,13691
2016-03-02,13691
2016-03-03,13564
2016-03-04,13634
2016-03-05,13828
2016-03-06,13799
2016-03-07,13906
2016-03-08,14242
2016-03-09,14440
2016-03-10,14219
2016-03-11,14314
2016-03-12,14019
2016-03-13,14019
2016-03-14,14182
2016-03-15,14176
2016-03-16,14055
2016-03-17,14016
2016-03-18,14169
2016-03-19,14350
2016-03-20,14356
2016-03-21,14356
2016-03-22,14405
2016-03-23,14285
2016-03-24,14477
2016-03-25,14447
2016-03-26,14554
2016-03-27,14554
2016-03-28,14650
2016-03-29,14753
2016-03-30,14753
2016-03-31,15243
2016-04-01,15243
2016-04-02,15296
2016-04-03,15170
2016-04-04,14964
2016-04-05,14600
2016-04-06,14462
2016-04-07,14462
2016-04-08,14506
2016-04-09,14364
2016-04-10,14056
2016-04-11,14056
2016-04-12,13979
2016-04-13,13917
2016-04-14,13627
2016-04-15,13425
2016-04-16,13425
2016-04-17,13269
2016-04-18,13138
2016-04-19,12914
2016-04-20,12699
2016-04-21,12699
2016-04-22,12526
2016-04-23,12310
2016-04-24,12321
2016-04-25,12125
2016-04-26,11887
2016-04-27,11607
2016-04-28,11227
2016-04-29,11227
2016-04-30,10799
2016-05-01,10643
2016-05-02,10594
2016-05-03,10353
2016-05-04,10338
2016-05-05,10131
2016-05-06,10131
2016-05-07,9915
2016-05-08,10008
2016-05-09,9867
2016-05-10,9917
2016-05-11,9917
2016-05-12,9646
2016-05-13,9400
2016-05-14,9446
2016-05-15,9368
2016-05-16,9368
2016-05-17,9218
2016-05-18,9122
2016-05-19,9122
2016-05-22,8755
2016-05-23,8688
2016-05-24,8516
2016-05-25,8772
2016-05-26,9111
2016-05-27,9252
2016-05-28,9252
2016-05-29,9244
2016-05-30,9244
2016-05-31,9308
2016-06-01,9476
2016-06-02,9665
2016-06-03,9665
2016-06-04,9748
2016-06-05,9748
2016-06-06,9612
2016-06-07,9612
2016-06-08,9602
2016-06-09,9391
2016-06-10,9605
2016-06-11,9885
2016-06-12,10046
2016-06-13,10046
2016-06-14,9916
2016-06-15,9970
2016-06-16,10090
2016-06-17,10097
2016-06-18,10097
2016-06-19,9709
2016-06-20,9353
2016-06-21,9092
2016-06-22,8863
2016-06-23,8625
2016-06-24,8481
2016-06-25,8304
2016-06-26,8304
2016-06-27,7956
2016-06-28,7688
2016-06-29,7337
2016-06-30,7137
2016-07-01,7141
2016-07-02,7141
2016-07-03,6857
2016-07-04,6771
2016-07-05,6869
2016-07-06,6663
2016-07-07,6741
2016-07-08,6586
2016-07-09,6437
2016-07-10,6536
2016-07-11,6590
2016-07-12,6570
2016-07-13,6721
2016-07-14,6487
2016-07-15,6162
2016-07-16,5861
2016-07-17,5687
2016-07-18,5560
2016-07-23,5446
2016-07-24,5390
2016-07-25,5337
2016-07-26,5337
2016-07-27,5358
2016-07-28,5358
2016-07-29,5428
2016-07-30,5607
2016-07-31,5607
2016-08-01,5532
2016-08-02,5486
2016-08-03,5582
2016-08-04,5582
2016-08-05,5628
2016-08-06,5588
2016-08-07,5561
2016-08-08,5561
2016-08-09,5406
2016-08-10,5393
2016-08-11,5393
2016-08-12,5212
2016-08-13,5212
2016-08-14,5142
2016-08-15,5096
2016-08-16,5122
2016-08-17,5122
2016-08-18,5129
2016-08-19,5117
2016-08-20,5076
2016-08-21,5103
2016-08-22,5040
2016-08-23,5050
2016-08-24,5050
2016-08-25,4967
2016-08-26,4967
2016-08-28,4957
2016-08-31,4991
2016-09-01,4966
2016-09-02,4966
2016-09-03,4895
2016-09-04,4905
2016-09-05,4886
2016-09-06,4971
2016-09-07,4971
2016-09-08,5046
2016-09-09,5046
2016-09-10,5026
2016-09-11,5026
2016-09-12,5020
2016-09-13,5094
2016-09-14,5094
2016-09-15,5017
2016-09-16,5017
2016-09-17,5018
2016-09-18,5018
2016-09-19,5049
2016-09-20,5049
2016-09-21,5119
2016-09-22,5247
2016-09-23,5247
2016-09-24,5358
2016-09-25,5364
2016-09-26,5364
2016-09-27,5306
2016-09-28,5306
2016-09-29,5345
2016-09-30,5420
2016-10-01,5673
2016-10-02,5673
2016-10-03,5925
2016-10-04,6101
2016-10-05,6101
2016-10-06,6391
2016-10-07,6391
2016-10-08,6690
2016-10-09,6690
2016-10-10,6888
2016-10-11,7167
2016-10-12,7167
2016-10-13,7392
2016-10-14,7739
2016-10-15,7988
2016-10-16,8262
2016-10-17,8319
2016-10-18,8319
2016-10-19,8336
2016-10-20,8336
2016-10-21,8426
2016-10-22,8426
2016-10-23,8700
2016-10-24,9087
2016-10-25,9087
2016-10-26,9329
2016-10-27,9329
2016-10-28,9665
2016-10-29,9949
2016-10-30,9949
2016-10-31,10112
2016-11-01,10112
2016-11-02,10360
2016-11-03,10360
2016-11-04,10580
2016-11-05,10580
2016-11-06,10838
2016-11-07,10838
2016-11-08,10793
2016-11-09,10793
2016-11-10,10599
2016-11-11,10599
2016-11-12,11043
2016-11-13,11043
2016-11-14,11166
2016-11-15,11166
2016-12-07,9682
2016-12-08,9683
2016-12-09,9944
2016-12-10,9944
2016-12-11,9970
2016-12-12,9825
2016-12-13,9753
2016-12-14,9752
2016-12-15,9752
2016-12-16,9599
2016-12-17,9416
2016-12-18,9416
2016-12-19,9203
2016-12-20,9037
2016-12-21,8926
2016-12-22,8926
2016-12-23,8733
2016-12-24,8733
2016-12-25,8497
2016-12-26,8497
2016-12-27,8246
2016-12-28,8195
2016-12-29,8195
2016-12-30,8038
2016-12-31,8089
2017-01-01,8317
2017-01-02,8220
2017-01-03,8325
2017-01-04,8175
2017-01-05,8175
2017-01-06,7875
2017-01-07,7676
2017-01-08,7361
2017-01-09,7308
2017-01-10,7152
2017-01-11,6939
2017-01-12,6854
2017-01-13,6854
2017-01-14,6968
2017-01-15,7107
2017-01-16,7283
2017-01-17,7551
2017-01-18,7555
2017-01-19,7555
2017-01-20,7450
2017-01-21,7443
2017-01-22,7406
2017-01-23,7302
2017-01-27,7854
2017-01-28,8198
2017-01-29,8432
2017-01-30,8681
2017-01-31,8774
2017-02-01,8971
2017-02-02,8971
2017-02-03,9250
2017-02-04,9600
2017-02-05,9979
2017-02-06,10236
2017-02-07,10369
2017-02-08,10429
2017-02-09,10429
2017-02-10,10509
2017-02-11,10959
2017-02-12,10959
2017-02-13,11071
2017-02-14,10868
2017-02-15,10868
2017-02-16,10568
2017-02-17,10568
2017-02-18,10357
2017-02-19,10010
2017-02-20,9612
2017-02-21,9338
2017-02-22,9338
2017-02-23,9116
2017-02-24,9116
2017-02-25,8773
2017-02-26,8406
2017-02-27,8052
2017-02-28,7924
2017-03-01,7865
2017-03-02,8225
2017-03-03,8225
2017-03-04,7866
2017-03-05,7866
2017-03-06,7673
2017-03-07,7842
2017-03-08,7842
2017-03-09,7848
2017-03-10,7937
2017-03-11,7822
2017-03-12,7839
2017-03-13,7620
2017-03-14,7554
2017-03-15,7571
2017-03-16,7786
2017-03-17,7934
2017-03-18,7906
2017-03-19,7548
2017-03-20,7559
2017-03-21,7518
2017-03-22,7461
2017-03-23,7541
2017-03-24,7702
2017-03-25,7702
2017-03-26,7447
2017-03-27,7489
2017-03-28,7729
2017-03-29,8005
2017-03-30,8220
2017-03-31,8276
2017-04-01,8276
2017-04-02,8131
2017-04-03,7955
2017-04-04,7804
2017-04-05,7804
2017-04-12,7185
2017-04-13,7356
2017-04-14,7188
2017-04-15,7122
2017-04-16,7326
2017-04-17,7488
2017-04-18,7755
2017-04-19,7826
2017-04-20,7826
2017-04-21,7681
2017-04-22,7681
2017-04-23,7490
2017-04-24,7321
2017-04-25,7011
2017-04-26,7011
2017-04-27,7120
2017-04-28,7476
2017-04-29,7817
2017-04-30,8109
2017-05-01,8020
2017-05-02,7873
2017-05-03,7608
2017-05-04,7513
2017-05-05,7730
2017-05-06,8033
2017-05-07,7903
2017-05-08,7774
2017-05-09,7656
2017-05-10,7922
2017-05-11,8319
2017-05-12,8687
2017-05-13,8989
2017-05-14,9052
2017-05-15,8765
2017-05-16,9014
2017-05-17,9153
2017-05-18,9334
2017-05-19,9334
2017-05-20,9375
2017-05-21,9375
2017-05-22,9122
2017-05-23,8898
2017-05-24,8774
2017-05-25,8699
2017-05-26,8542
2017-05-27,8703
2017-05-28,8895
2017-05-29,8829
2017-05-30,8875
2017-05-31,8722
2017-06-01,8546
2017-06-02,8288
2017-06-03,8288
2017-06-04,8136
2017-06-05,8115
2017-06-06,7894
2017-06-07,7569
2017-06-08,7569
2017-06-09,7464
2017-06-10,7299
2017-06-11,7077
2017-06-12,7077
2017-06-13,7258
2017-06-14,7351
2017-06-15,7351
2017-06-16,7207
2017-06-17,7207
2017-06-18,7083
2017-06-19,7083
2017-06-20,6863
2017-06-21,6863
2017-06-22,6722
2017-06-23,6722
2017-06-24,6607
2017-06-25,6332
2017-06-26,6015
2017-06-27,5830
2017-06-28,5830
2017-06-29,5608
2017-06-30,5327
2017-07-01,5327
2017-07-02,5119
2017-07-03,5073
2017-07-04,5040
2017-07-05,5040
2017-07-06,4931
2017-07-07,4931
2017-07-08,4825
2017-07-09,4680
2017-07-13,5100
2017-07-14,5281
2017-07-15,5281
2017-07-16,5540
2017-07-17,5762
2017-07-18,5923
2017-07-19,6027
2017-07-20,6135
2017-07-21,6257
2017-07-22,6016
2017-07-23,5864
2017-07-24,5864
2017-07-25,6026
2017-07-26,6307
2017-07-27,6542
2017-07-28,6494
2017-07-29,6362
2017-07-30,6175
2017-07-31,6175
2017-08-01,6310
2017-08-02,6552
2017-08-03,6840
2017-08-04,6840
2017-08-05,7053
2017-08-06,7053
2017-08-07,7336
2017-08-08,7659
2017-08-09,7918
2017-08-10,7978
2017-08-11,7978
2017-08-12,7880
2017-08-13,7880
2017-08-14,7762
2017-08-15,7571
2017-08-16,7571
2017-08-17,7517
2017-08-18,7517
2017-08-19,7703
2017-08-20,7654
2017-08-21,7654
2017-08-22,7691
2017-08-23,7674
2017-08-24,7674
2017-08-25,7799
2017-08-26,8167
2017-08-27,8378
2017-08-28,8447
2017-08-29,8447
2017-08-30,8591
2017-08-31,8836
2017-09-01,8836
2017-09-02,9239
2017-09-03,9239
2017-09-04,9299
2017-09-05,9114
2017-09-06,8904
2017-09-07,9146
2017-09-08,9146
2017-09-09,9253
2017-09-10,9033
2017-09-11,9000
2017-09-12,9000
2017-09-13,9292
2017-09-14,9294
2017-09-15,9294
2017-09-16,9357
2017-09-17,9148
2017-09-18,9148
2017-09-19,9185
2017-09-20,8961
2017-09-22,8653
2017-09-23,8653
2017-09-24,8430
2017-09-25,8267
2017-09-26,8081
2017-09-27,8081
2017-09-28,8242
2017-09-29,8085
2017-09-30,8011
2017-10-01,7730
2017-10-02,7511
2017-10-03,7511
2017-10-04,7312
2017-10-05,7549
2017-10-06,7718
2017-10-07,7904
2017-10-08,7940
2017-10-09,7921
2017-10-10,7865
2017-10-11,7865
2017-10-12,7758
2017-10-13,7853
2017-10-14,7843
2017-10-15,7843
2017-10-16,7976
2017-10-17,7976
2017-10-18,8043
2017-10-19,8191
2017-10-20,8191
2017-10-21,8244
2017-10-22,8184
2017-10-23,8259
2017-10-24,7964
2017-10-25,7758
2017-10-26,7758
2017-10-27,7653
2017-10-28,7653
2017-10-29,7526
2017-10-30,7541
2017-10-31,7825
2017-11-01,7825
2017-11-02,7840
2017-11-03,7776
2017-11-04,7801
2017-11-05,8014
2017-11-06,8014
2017-11-07,7992
2017-11-08,8058
2017-11-09,8041
2017-11-10,8041
2017-11-11,7819
2017-11-12,7710
2017-11-13,7657
2017-11-14,7657
2017-11-15,7915
2017-11-16,7834
2017-11-17,7635
2017-11-18,7635
2017-11-19,7508
2017-11-20,7309
2017-11-21,7057
2017-11-22,7057
2017-11-23,6825
2017-11-24,6825
2017-11-25,6671
2017-11-26,6529
2017-11-27,6529
2017-11-28,6367
2017-11-29,6367
2017-11-30,6183
2017-12-01,6054
2017-12-02,6054
2017-12-03,5850
2017-12-04,5850
2017-12-05,5739
2017-12-06,5549
2017-12-07,5423
2017-12-08,5423
2017-12-09,5341
2017-12-10,5397
2017-12-11,5332
2017-12-12,5254
2017-12-13,5254
2017-12-14,5143
2017-12-15,5039
2017-12-16,5039
2017-12-17,4915
2017-12-18,5043
2017-12-19,5043
2017-12-20,5158
2017-12-21,5223
2017-12-22,5392
2017-12-23,5421
2017-12-24,5421
2017-12-25,5466
2017-12-26,5457
2017-12-27,5432
2017-12-28,5432
2017-12-29,5314
2017-12-30,5244
2017-12-31,5240
2018-01-01,5167
2018-01-02,5023
2018-01-03,4972
2018-01-04,4909
2018-01-05,4773
2018-01-06,4623
2018-01-07,4460
2018-01-08,4378
2018-01-09,4308
2018-01-10,4308
2018-01-11,4251
2018-01-12,4169
2018-01-13,4067
2018-01-14,4000
2018-01-15,3849
2018-01-16,3999
2018-01-17,4121
2018-01-18,4256
2018-01-19,4256
2018-01-20,4244
2018-01-21,4246
2018-01-22,4238
2018-01-23,4113
2018-01-24,3965
2018-01-25,3804
2018-01-26,3703
2018-01-27,3662
2018-01-28,3719
2018-01-29,3859
2018-01-30,3940
2018-01-31,3999
2018-02-01,3999
2018-02-02,4015
2018-02-03,4096
2018-02-04,4176
2018-02-05,4176
2018-02-06,4285
2018-02-07,4497
2018-02-08,4497
2018-02-09,4688
2018-02-10,4688
2018-02-11,4835
2018-02-12,4831
2018-02-13,4905
2018-02-14,5039
2018-02-15,5136
2018-02-16,5119
2018-02-17,5269
2018-02-18,5397
2018-02-19,5373
2018-02-20,5254
2018-02-21,5238
2018-02-22,5238
2018-02-23,5192
2018-02-24,5192
2018-02-25,5166
2018-02-26,4990
2018-02-27,5010
2018-02-28,5010
2018-03-01,5116
2018-03-02,5257
2018-03-03,5293
2018-03-04,5293
2018-03-05,5168
2018-03-06,4979
2018-03-07,4825
2018-03-08,4780
2018-03-09,4658
2018-03-10,4497
2018-03-11,4384
2018-03-12,4190
2018-03-13,4123
2018-03-14,4013
2018-03-15,3913
2018-03-16,3913
2018-03-17,3871
2018-03-18,3951
2018-03-19,3951
2018-03-20,4076
2018-03-21,4196
2018-03-22,4196
2018-03-23,4295
2018-03-24,4377
2018-03-25,4453
2018-03-26,4513
2018-03-27,4558
2018-03-28,4558
2018-03-29,4673
2018-03-30,4645
2018-03-31,4466
2018-04-01,4347
2018-04-02,4211
2018-04-03,4319
2018-04-04,4378
2018-04-05,4378
2018-04-06,4498
2018-04-07,4498
2018-04-08,4639
2018-04-09,4773
2018-04-10,4867
2018-04-11,4897
2018-04-12,4947
2018-04-13,4947
2018-04-14,5175
2018-04-15,5224
2018-04-16,5224
2018-04-17,5416
2018-04-18,5416
2018-04-19,5568
2018-04-20,5821
2018-04-21,5867
2018-04-22,5867
2018-04-23,5945
2018-04-24,6057
2018-04-25,5943
2018-04-26,5943
2018-04-27,6120
2018-04-28,6307
2018-04-29,6254
2018-04-30,6091
2018-05-01,6043
2018-05-02,6043
2018-05-03,5983
2018-05-04,5983
2018-05-05,5825
2018-05-06,5825
2018-05-07,5613
2018-05-08,5613
2018-05-09,5638
2018-05-10,5719
2018-05-11,5825
2018-05-12,5881
2018-05-13,5881
2018-05-14,5934
2018-05-15,5956
2018-05-16,6189
2018-05-17,6361
2018-05-18,6452
2018-05-19,6523
2018-05-20,6664
2018-05-21,6588
2018-05-22,6588
2018-05-23,6699
2018-05-24,6618
2018-05-25,6728
2018-05-26,6615
2018-05-27,6615
2018-05-28,6579
2018-05-29,6439
2018-05-30,6511
2018-05-31,6480
2018-06-01,6581
2018-06-02,6431
2018-06-03,6252
2018-06-04,6185
2018-06-05,5999
2018-06-06,5882
2018-06-07,5882
2018-06-08,5734
2018-06-09,5471
2018-06-10,5421
2018-06-11,5203
2018-06-12,5021
2018-06-13,4886
2018-06-14,4711
2018-06-15,4641
2018-06-16,4487
2018-06-17,4619
2018-06-18,4752
2018-06-19,4943
2018-06-20,4943
2018-06-21,5039
2018-06-22,5259
2018-06-23,5259
2018-06-24,5487
2018-06-25,5465
2018-06-26,5439
2018-06-27,5591
2018-06-28,5630
2018-06-29,5530
2018-06-30,5526
2018-07-01,5558
2018-07-02,5739
2018-07-03,5905
2018-07-04,6031
2018-07-05,6031
2018-07-06,6004
2018-07-07,6036
2018-07-08,6105
2018-07-09,6296
2018-07-10,6336
2018-07-11,6197
2018-07-12,6179
2018-07-13,6054
2018-07-14,5949
2018-07-15,5949
2018-07-16,5816
2018-07-17,5778
2018-07-18,5729
2018-07-19,5775
2018-07-20,5686
2018-07-21,5604
2018-07-22,5523
2018-07-23,5388
2018-07-24,5252
2018-07-25,5147
2018-07-26,5037
2018-07-27,4916
2018-07-28,4766
2018-07-29,4547
2018-07-30,4444
2018-07-31,4458
2018-08-01,4458
2018-08-02,4375
2018-08-03,4317
2018-08-04,4511
2018-08-05,4687
2018-08-06,4849
2018-08-07,4979
2018-08-08,4928
2018-08-09,4928
2018-08-10,4909
2018-08-11,4882
2018-08-12,4868
2018-08-14,4864
2018-08-16,4855
2018-08-17,4795
2018-08-18,4863
2018-08-19,4842
2018-08-20,4935
2018-08-21,4966
2018-08-22,4971
2018-08-23,4960
2018-08-24,5018
2018-08-25,5139
2018-08-26,5268
2018-08-27,5307
2018-08-28,5267
2018-08-29,5389
2018-08-30,5634
2018-08-31,5874
2018-09-01,5950
2018-09-02,6089
2018-09-03,6012
2018-09-04,5837
2018-09-05,5741
2018-09-06,5741
2018-09-07,5709
2018-09-08,5624
2018-09-09,5656
2018-09-10,5650
2018-09-11,5617
2018-09-12,5529
2018-09-13,5393
2018-09-14,5450
2018-09-15,5364
2018-09-16,5329
2018-09-17,5262
2018-09-18,5343
2018-09-19,5343
2018-09-20,5386
2018-09-21,5472
2018-09-22,5534
2018-09-23,5597
2018-09-24,5557
2018-09-25,5513
2018-09-26,5455
2018-09-27,5396
2018-09-28,5184
2018-09-29,5166
2018-09-30,5104
2018-10-01,5104
2018-10-02,5199
2018-10-03,5321
2018-10-04,5321
2018-10-05,5456
2018-10-06,5579
2018-10-07,5690
2018-10-08,5776
2018-10-09,6014
2018-10-10,6315
2018-10-11,6533
2018-10-12,6819
2018-10-13,7138
2018-10-14,7485
2018-10-15,7699
2018-10-16,8067
2018-10-17,8391
2018-10-18,8624
2018-10-19,9011
2018-10-20,9011
2018-10-21,9129
2018-10-22,9216
2018-10-23,9181
2018-10-24,9190
2018-10-25,9288
2018-10-26,9463
2018-10-27,9539
2018-10-28,9477
2018-10-29,9315
2018-10-30,9375
2018-10-31,9466
2018-11-01,9834
2018-11-03,10257
2018-11-04,10568
2018-11-05,11032
2018-11-06,11560
2018-11-07,12055
2018-11-08,12518
2018-11-09,13100
2018-11-10,13483
2018-11-11,13749
2018-11-12,13966
2018-11-13,13801
2018-11-14,13536
2018-11-15,13161
2018-11-16,13035
2018-11-17,12901
2018-11-18,12892
2018-11-19,12521
2018-11-20,12096
2018-11-21,11657
2018-11-22,11276
2018-11-23,11017
2018-11-24,10817
2018-11-25,10654
2018-11-26,10456
2018-11-27,10216
2018-11-28,9943
2018-11-29,9683
2018-12-01,9283
2018-12-02,9031
2018-12-03,9093
2018-12-04,8905
2018-12-05,8717
2018-12-07,8501
2018-12-09,8156
2018-12-10,8127
2018-12-11,8333
2018-12-12,8177
2018-12-13,7914
2018-12-14,7769
2018-12-15,7741
2018-12-16,7870
2018-12-17,7719
2018-12-18,7694
2018-12-19,7633
2018-12-20,7560
2018-12-21,7445
2018-12-22,7494
2018-12-23,7538
2018-12-24,7515
2018-12-25,7548
2018-12-26,7553
2018-12-27,7493
2018-12-28,7266
2018-12-29,7267
2018-12-30,7383
2018-12-31,7353
2019-01-01,7269
2019-01-02,7281
2019-01-03,7452
2019-01-04,7479
2019-01-05,7510
2019-01-06,7518
2019-01-08,7485
2019-01-10,7389
2019-01-11,7518
2019-01-12,7548
2019-01-13,7474
2019-01-14,7718
2019-01-15,7749
2019-01-16,7812
2019-01-17,8017
2019-01-18,8184
2019-01-19,8273
2019-01-20,8515
2019-01-21,8781
2019-01-22,8881
2019-01-23,8716
2019-01-24,8572
2019-01-25,8365
2019-01-26,8226
2019-01-27,8101
2019-01-28,7956
2019-01-29,7994
2019-01-30,7973
2019-01-31,7838
2019-02-01,7720
2019-02-02,7471
2019-02-03,7395
2019-02-04,7149
2019-02-05,6960
2019-02-06,6792
2019-02-07,6591
2019-02-08,6409
2019-02-09,6259
2019-02-10,6128
2019-02-11,6070
2019-02-12,6036
2019-02-13,6011
2019-02-14,6007
2019-02-15,6016
2019-02-16,6124
2019-02-17,6127
2019-02-18,6104
2019-02-19,6142
2019-02-20,6181
2019-02-21,6174
2019-02-22,6132
2019-02-23,6267
2019-02-24,6304
2019-02-25,6414
2019-02-26,6405
2019-02-27,6305
2019-02-28,6381
2019-03-01,6481
2019-03-02,6415
2019-03-03,6506
2019-03-04,6632
2019-03-05,6724
2019-03-06,6744
2019-03-07,6834
2019-03-08,7002
2019-03-09,7104
2019-03-10,7179
2019-03-11,7358
2019-03-12,7448
2019-03-13,7556
2019-03-14,7617
2019-03-15,7707
2019-03-16,7700
2019-03-17,7640
