date_obj,Blue%20halloween%20mask price
2016-02-18,11552
2016-02-19,11552
2016-02-20,11552
2016-02-21,11270
2016-02-22,11270
2016-02-23,11270
2016-02-24,11270
2016-02-25,11086
2016-02-26,11086
2016-02-27,11086
2016-02-28,11086
2016-02-29,11340
2016-03-01,11340
2016-03-02,11340
2016-03-03,11340
2016-03-04,11665
2016-03-05,11665
2016-03-06,11665
2016-03-07,11830
2016-03-08,11830
2016-03-09,11830
2016-03-10,11830
2016-03-11,12326
2016-03-12,12326
2016-03-13,12326
2016-03-14,12326
2016-03-15,12344
2016-03-16,12344
2016-03-17,12344
2016-03-18,11762
2016-03-19,11762
2016-03-20,11762
2016-03-21,11762
2016-03-22,11678
2016-03-23,11678
2016-03-24,11678
2016-03-25,11562
2016-03-26,11562
2016-03-27,11562
2016-03-28,11597
2016-03-29,11597
2016-03-30,11597
2016-03-31,11597
2016-04-01,11569
2016-04-02,11569
2016-04-03,11569
2016-04-04,11569
2016-04-05,11539
2016-04-06,11539
2016-04-07,11539
2016-04-08,11539
2016-04-09,11468
2016-04-10,11468
2016-04-11,11468
2016-04-12,11468
2016-04-13,11299
2016-04-14,11299
2016-04-15,11299
2016-04-16,11299
2016-04-17,11161
2016-04-18,11161
2016-04-19,11161
2016-04-20,11161
2016-04-21,11154
2016-04-22,11154
2016-04-23,11154
2016-04-24,11154
2016-04-25,10991
2016-04-26,10991
2016-04-27,10991
2016-04-28,10991
2016-04-29,10784
2016-04-30,10784
2016-05-01,10784
2016-05-02,10784
2016-05-03,10764
2016-05-04,10764
2016-05-05,10764
2016-05-06,10764
2016-05-07,10858
2016-05-08,10858
2016-05-09,10858
2016-05-10,10858
2016-05-11,10575
2016-05-12,10575
2016-05-13,10575
2016-05-14,10575
2016-05-15,10551
2016-05-16,10551
2016-05-17,10551
2016-05-18,10551
2016-05-19,10769
2016-05-22,10769
2016-05-23,10647
2016-05-24,10647
2016-05-25,10647
2016-05-26,10647
2016-05-27,10707
2016-05-28,10707
2016-05-29,10707
2016-05-30,10707
2016-05-31,10629
2016-06-01,10629
2016-06-02,10629
2016-06-03,10629
2016-06-04,10725
2016-06-05,10725
2016-06-06,10725
2016-06-07,10725
2016-06-08,10826
2016-06-09,10826
2016-06-10,10826
2016-06-11,11061
2016-06-12,11061
2016-06-13,11061
2016-06-14,11177
2016-06-15,11177
2016-06-16,11177
2016-06-17,11177
2016-06-18,11265
2016-06-19,11265
2016-06-20,11265
2016-06-21,11265
2016-06-22,11108
2016-06-23,11108
2016-06-24,11108
2016-06-25,11108
2016-06-26,11072
2016-06-27,11072
2016-06-28,11072
2016-06-29,11072
2016-06-30,10685
2016-07-01,10685
2016-07-02,10685
2016-07-03,10685
2016-07-04,10418
2016-07-05,10418
2016-07-06,10418
2016-07-07,10418
2016-07-08,10026
2016-07-09,10026
2016-07-10,10026
2016-07-11,10026
2016-07-12,9640
2016-07-13,9640
2016-07-14,9640
2016-07-15,9640
2016-07-16,9640
2016-07-17,9366
2016-07-18,9366
2016-07-23,9280
2016-07-24,9280
2016-07-25,9280
2016-07-26,9280
2016-07-27,9102
2016-07-28,9102
2016-07-29,9102
2016-07-30,9102
2016-07-31,9102
2016-08-01,9002
2016-08-02,9002
2016-08-03,9002
2016-08-04,9002
2016-08-05,9002
2016-08-06,8896
2016-08-07,8896
2016-08-08,8896
2016-08-09,8896
2016-08-10,8896
2016-08-11,8949
2016-08-12,8949
2016-08-13,8949
2016-08-14,8949
2016-08-15,8949
2016-08-16,8867
2016-08-17,8867
2016-08-18,8867
2016-08-19,8867
2016-08-20,8867
2016-08-21,8930
2016-08-22,8930
2016-08-23,8930
2016-08-24,8930
2016-08-25,8930
2016-08-26,8930
2016-08-28,9081
2016-08-31,9081
2016-09-01,8877
2016-09-02,8877
2016-09-03,8877
2016-09-04,8877
2016-09-05,8877
2016-09-06,8893
2016-09-07,8893
2016-09-08,8893
2016-09-09,8893
2016-09-10,8893
2016-09-11,8893
2016-09-12,9015
2016-09-13,9015
2016-09-14,9015
2016-09-15,9015
2016-09-16,9015
2016-09-17,9015
2016-09-18,9304
2016-09-19,9304
2016-09-20,9304
2016-09-21,9304
2016-09-22,9304
2016-09-23,9636
2016-09-24,9636
2016-09-25,9636
2016-09-26,9636
2016-09-27,9636
2016-09-28,9636
2016-09-29,9959
2016-09-30,9959
2016-10-01,9959
2016-10-02,9959
2016-10-03,9959
2016-10-04,10329
2016-10-05,10329
2016-10-06,10329
2016-10-07,10329
2016-10-08,10329
2016-10-09,10660
2016-10-10,10660
2016-10-11,10660
2016-10-12,10660
2016-10-13,10660
2016-10-14,10913
2016-10-15,10913
2016-10-16,10913
2016-10-17,10913
2016-10-18,10913
2016-10-19,10982
2016-10-20,10439
2016-10-21,9917
2016-10-22,9917
2016-10-23,9421
2016-10-24,8984
2016-10-25,8984
2016-10-26,8534
2016-10-27,8534
2016-10-28,8534
2016-10-29,8107
2016-10-30,8107
2016-10-31,7701
2016-11-01,7701
2016-11-02,7340
2016-11-03,7340
2016-11-04,7340
2016-11-05,6996
2016-11-06,6996
2016-11-07,6996
2016-11-08,6646
2016-11-09,6646
2016-11-10,6646
2016-11-11,6334
2016-11-12,6334
2016-11-13,6334
2016-11-14,6041
2016-11-15,6041
2016-12-07,4947
2016-12-08,4947
2016-12-09,4947
2016-12-10,4947
2016-12-11,4918
2016-12-12,4918
2016-12-13,4918
2016-12-14,4918
2016-12-15,4873
2016-12-16,4873
2016-12-17,4873
2016-12-18,4873
2016-12-19,4873
2016-12-20,4757
2016-12-21,4757
2016-12-22,4757
2016-12-23,4757
2016-12-24,4757
2016-12-25,4691
2016-12-26,4691
2016-12-27,4691
2016-12-28,4691
2016-12-29,4691
2016-12-30,4512
2016-12-31,4512
2017-01-01,4512
2017-01-02,4512
2017-01-03,4293
2017-01-04,4293
2017-01-05,4293
2017-01-06,4293
2017-01-07,4104
2017-01-08,4104
2017-01-09,4104
2017-01-10,4086
2017-01-11,4086
2017-01-12,4086
2017-01-13,4086
2017-01-14,4091
2017-01-15,4091
2017-01-16,4091
2017-01-17,3971
2017-01-18,3971
2017-01-19,3971
2017-01-20,3971
2017-01-21,3928
2017-01-22,3928
2017-01-23,3928
2017-01-27,3987
2017-01-28,3987
2017-01-29,4004
2017-01-30,4004
2017-01-31,4004
2017-02-01,4004
2017-02-02,4014
2017-02-03,4014
2017-02-04,4014
2017-02-05,4014
2017-02-06,3948
2017-02-07,3948
2017-02-08,3948
2017-02-09,3948
2017-02-10,3848
2017-02-11,3848
2017-02-12,3848
2017-02-13,3848
2017-02-14,3857
2017-02-15,3857
2017-02-16,3857
2017-02-18,3857
2017-02-19,3809
2017-02-20,3809
2017-02-21,3809
2017-02-22,3809
2017-02-23,3809
2017-02-24,3774
2017-02-25,3774
2017-02-26,3774
2017-02-27,3774
2017-02-28,3778
2017-03-01,3778
2017-03-02,3778
2017-03-03,3778
2017-03-04,3771
2017-03-05,3771
2017-03-06,3771
2017-03-07,3771
2017-03-08,3816
2017-03-09,3816
2017-03-10,3816
2017-03-11,3816
2017-03-12,3804
2017-03-13,3804
2017-03-14,3804
2017-03-15,3804
2017-03-16,3745
2017-03-17,3745
2017-03-18,3745
2017-03-19,3745
2017-03-20,3755
2017-03-21,3755
2017-03-22,3755
2017-03-23,3755
2017-03-24,3779
2017-03-25,3779
2017-03-26,3779
2017-03-27,3779
2017-03-28,3779
2017-03-29,3828
2017-03-30,3828
2017-03-31,3828
2017-04-01,3828
2017-04-02,3785
2017-04-03,3785
2017-04-04,3785
2017-04-12,3737
2017-04-13,3737
2017-04-14,3737
2017-04-15,3800
2017-04-16,3800
2017-04-17,3800
2017-04-18,3800
2017-04-19,3828
2017-04-20,3828
2017-04-21,3828
2017-04-22,3828
2017-04-23,3828
2017-04-24,3894
2017-04-25,3894
2017-04-26,3894
2017-04-27,3894
2017-04-28,3894
2017-04-29,3921
2017-04-30,3921
2017-05-01,3921
2017-05-02,3921
2017-05-03,3921
2017-05-04,3973
2017-05-05,3973
2017-05-06,3973
2017-05-07,3973
2017-05-08,3973
2017-05-09,4019
2017-05-10,4019
2017-05-11,4019
2017-05-12,4019
2017-05-13,4019
2017-05-14,4077
2017-05-15,4077
2017-05-16,4077
2017-05-17,4077
2017-05-18,4077
2017-05-19,4077
2017-05-20,4034
2017-05-21,4034
2017-05-22,4034
2017-05-23,4034
2017-05-24,4034
2017-05-25,4034
2017-05-26,3926
2017-05-27,3926
2017-05-28,3926
2017-05-29,3926
2017-05-30,3926
2017-05-31,3779
2017-06-01,3779
2017-06-02,3779
2017-06-03,3779
2017-06-04,3779
2017-06-05,3685
2017-06-06,3685
2017-06-07,3685
2017-06-08,3685
2017-06-09,3685
2017-06-10,3591
2017-06-11,3591
2017-06-12,3591
2017-06-13,3591
2017-06-14,3591
2017-06-15,3513
2017-06-16,3513
2017-06-17,3513
2017-06-18,3513
2017-06-19,3513
2017-06-20,3520
2017-06-21,3520
2017-06-22,3520
2017-06-23,3520
2017-06-24,3520
2017-06-25,3520
2017-06-26,3486
2017-06-27,3486
2017-06-28,3486
2017-06-29,3486
2017-06-30,3486
2017-07-01,3528
2017-07-02,3528
2017-07-03,3528
2017-07-04,3528
2017-07-05,3528
2017-07-06,3580
2017-07-07,3580
2017-07-08,3580
2017-07-13,3658
2017-07-14,3658
2017-07-15,3658
2017-07-16,3658
2017-07-17,3802
2017-07-18,3802
2017-07-19,3802
2017-07-20,3802
2017-07-21,3945
2017-07-22,3945
2017-07-23,3945
2017-07-24,3945
2017-07-25,4093
2017-07-26,4093
2017-07-27,4093
2017-07-28,4093
2017-07-29,4093
2017-07-30,4208
2017-07-31,4208
2017-08-01,4208
2017-08-02,4208
2017-08-03,4208
2017-08-04,4362
2017-08-05,4362
2017-08-06,4362
2017-08-09,4537
2017-08-10,4537
2017-08-11,4537
2017-08-12,4682
2017-08-13,4682
2017-08-14,4682
2017-08-15,4682
2017-08-16,4682
2017-08-17,4830
2017-08-18,4830
2017-08-19,4830
2017-08-20,4830
2017-08-21,4830
2017-08-22,4838
2017-08-23,4838
2017-08-24,4838
2017-08-25,4838
2017-08-26,4838
2017-08-27,5007
2017-08-28,5007
2017-08-29,5007
2017-08-30,5007
2017-08-31,5007
2017-09-01,5217
2017-09-02,5217
2017-09-03,5217
2017-09-04,5217
2017-09-05,5408
2017-09-06,5408
2017-09-07,5408
2017-09-08,5408
2017-09-09,5408
2017-09-10,5647
2017-09-11,5647
2017-09-12,5647
2017-09-13,5647
2017-09-14,5647
2017-09-15,5866
2017-09-16,5866
2017-09-17,5866
2017-09-18,5866
2017-09-19,5866
2017-09-20,6147
2017-09-22,6147
2017-09-23,6147
2017-09-24,6147
2017-09-25,6364
2017-09-26,6364
2017-09-27,6364
2017-09-28,6364
2017-09-29,6364
2017-09-30,6559
2017-10-01,6559
2017-10-02,6559
2017-10-03,6559
2017-10-04,6559
2017-10-05,6559
2017-10-06,6814
2017-10-07,6814
2017-10-08,6814
2017-10-09,6814
2017-10-10,6814
2017-10-11,6814
2017-10-12,6965
2017-10-13,6965
2017-10-14,6965
2017-10-15,6965
2017-10-16,6965
2017-10-17,7186
2017-10-18,7186
2017-10-19,6943
2017-10-20,6943
2017-10-21,6596
2017-10-22,6319
2017-10-23,6319
2017-10-24,6038
2017-10-25,6038
2017-10-26,5768
2017-10-27,5768
2017-10-28,5768
2017-10-29,5560
2017-10-30,5560
2017-10-31,5361
2017-11-01,5361
2017-11-02,5361
2017-11-03,5361
2017-11-04,5132
2017-11-05,5132
2017-11-06,5132
2017-11-07,5132
2017-11-08,4973
2017-11-09,4973
2017-11-10,4973
2017-11-11,4973
2017-11-12,4774
2017-11-13,4774
2017-11-14,4774
2017-11-15,4774
2017-11-16,4641
2017-11-17,4641
2017-11-18,4641
2017-11-19,4641
2017-11-20,4641
2017-11-21,4469
2017-11-22,4469
2017-11-23,4469
2017-11-24,4469
2017-11-25,4469
2017-11-26,4315
2017-11-27,4315
2017-11-28,4315
2017-11-29,4315
2017-11-30,4315
2017-12-01,4153
2017-12-02,4153
2017-12-03,4153
2017-12-04,4153
2017-12-05,4107
2017-12-06,4107
2017-12-07,4107
2017-12-08,4107
2017-12-09,4107
2017-12-10,4040
2017-12-11,4040
2017-12-12,4040
2017-12-13,4040
2017-12-14,4040
2017-12-15,3955
2017-12-16,3955
2017-12-17,3955
2017-12-18,3955
2017-12-19,3955
2017-12-20,3794
2017-12-21,3794
2017-12-22,3794
2017-12-23,3794
2017-12-24,3794
2017-12-25,3840
2017-12-26,3840
2017-12-27,3840
2017-12-28,3840
2017-12-29,3840
2017-12-30,3953
2017-12-31,3953
2018-01-01,3953
2018-01-02,3953
2018-01-03,3953
2018-01-04,4036
2018-01-05,4036
2018-01-06,4036
2018-01-07,4036
2018-01-08,4031
2018-01-09,4031
2018-01-10,4031
2018-01-11,4031
2018-01-12,4031
2018-01-13,4002
2018-01-14,4002
2018-01-15,4002
2018-01-16,4002
2018-01-17,3903
2018-01-18,3903
2018-01-19,3903
2018-01-20,3903
2018-01-21,3903
2018-01-22,3769
2018-01-23,3769
2018-01-24,3769
2018-01-25,3769
2018-01-26,3749
2018-01-27,3749
2018-01-28,3749
2018-01-29,3749
2018-01-30,3807
2018-01-31,3807
2018-02-01,3807
2018-02-02,3807
2018-02-03,3812
2018-02-04,3812
2018-02-05,3812
2018-02-06,3812
2018-02-07,3869
2018-02-08,3869
2018-02-09,3869
2018-02-10,3869
2018-02-11,3867
2018-02-12,3867
2018-02-13,3867
2018-02-14,3867
2018-02-15,3798
2018-02-16,3798
2018-02-17,3798
2018-02-18,3798
2018-02-19,3734
2018-02-20,3734
2018-02-21,3734
2018-02-22,3734
2018-02-23,3637
2018-02-24,3637
2018-02-25,3637
2018-02-26,3458
2018-02-27,3458
2018-02-28,3458
2018-03-01,3285
2018-03-02,3285
2018-03-03,3121
2018-03-04,3121
2018-03-05,3121
2018-03-06,2964
2018-03-07,2964
2018-03-08,2821
2018-03-09,2821
2018-03-10,2690
2018-03-11,2690
2018-03-12,2563
2018-03-13,2563
2018-03-14,2444
2018-03-15,2444
2018-03-16,2444
2018-03-17,2367
2018-03-18,2367
2018-03-20,2352
2018-03-21,2352
2018-03-22,2352
2018-03-23,2352
2018-03-24,2450
2018-03-25,2450
2018-03-26,2450
2018-03-27,2450
2018-03-28,2535
2018-03-29,2535
2018-03-30,2535
2018-03-31,2535
2018-04-01,2535
2018-04-02,2627
2018-04-03,2627
2018-04-04,2627
2018-04-05,2627
2018-04-06,2729
2018-04-07,2729
2018-04-08,2729
2018-04-09,2729
2018-04-10,2729
2018-04-11,2829
2018-04-12,2829
2018-04-13,2829
2018-04-14,2829
2018-04-15,2829
2018-04-16,2957
2018-04-17,2957
2018-04-18,2957
2018-04-19,2957
2018-04-20,2957
2018-04-21,3057
2018-04-22,3057
2018-04-23,3057
2018-04-24,3057
2018-04-25,3057
2018-04-26,3057
2018-04-27,3202
2018-04-28,3202
2018-04-29,3202
2018-04-30,3202
2018-05-01,3344
2018-05-02,3344
2018-05-03,3344
2018-05-04,3344
2018-05-05,3344
2018-05-06,3344
2018-05-07,3485
2018-05-08,3485
2018-05-09,3485
2018-05-10,3485
2018-05-11,3485
2018-05-12,3547
2018-05-13,3547
2018-05-14,3547
2018-05-15,3547
2018-05-16,3547
2018-05-17,3547
2018-05-18,3595
2018-05-19,3595
2018-05-20,3595
2018-05-21,3595
2018-05-22,3595
2018-05-23,3705
2018-05-24,3705
2018-05-25,3705
2018-05-26,3705
2018-05-27,3705
2018-05-28,3822
2018-05-29,3822
2018-05-30,3822
2018-05-31,3822
2018-06-01,3822
2018-06-02,3988
2018-06-03,3988
2018-06-04,3988
2018-06-05,3988
2018-06-06,3988
2018-06-07,3963
2018-06-08,3963
2018-06-09,3963
2018-06-10,3963
2018-06-11,3963
2018-06-12,4024
2018-06-13,4024
2018-06-14,4024
2018-06-15,4024
2018-06-16,4024
2018-06-17,4146
2018-06-18,4146
2018-06-19,4146
2018-06-20,4146
2018-06-21,4146
2018-06-22,4183
2018-06-23,4183
2018-06-24,4183
2018-06-25,4183
2018-06-26,4183
2018-06-27,4183
2018-06-28,4317
2018-06-29,4317
2018-06-30,4317
2018-07-01,4317
2018-07-02,4317
2018-07-03,4355
2018-07-04,4355
2018-07-05,4355
2018-07-06,4355
2018-07-07,4355
2018-07-08,4494
2018-07-09,4494
2018-07-10,4494
2018-07-11,4494
2018-07-12,4494
2018-07-13,4494
2018-07-14,4494
2018-07-15,4494
2018-07-16,4561
2018-07-17,4561
2018-07-18,4561
2018-07-19,4561
2018-07-20,4561
2018-07-21,4735
2018-07-22,4735
2018-07-23,4735
2018-07-24,4735
2018-07-25,4872
2018-07-26,4872
2018-07-27,4872
2018-07-28,4872
2018-07-29,4949
2018-07-30,4949
2018-07-31,4949
2018-08-01,4949
2018-08-02,4998
2018-08-03,4998
2018-08-04,4998
2018-08-05,4998
2018-08-06,5013
2018-08-07,5013
2018-08-08,5013
2018-08-09,5013
2018-08-10,5151
2018-08-11,5151
2018-08-12,5151
2018-08-14,5246
2018-08-16,5246
2018-08-17,5395
2018-08-18,5395
2018-08-19,5395
2018-08-20,5395
2018-08-21,5571
2018-08-22,5571
2018-08-23,5571
2018-08-24,5571
2018-08-25,5714
2018-08-26,5714
2018-08-27,5714
2018-08-28,5714
2018-08-29,5957
2018-08-30,5957
2018-08-31,5957
2018-09-01,6226
2018-09-02,6226
2018-09-03,6521
2018-09-04,6521
2018-09-05,6843
2018-09-06,6843
2018-09-07,6843
2018-09-08,7092
2018-09-09,7092
2018-09-10,7092
2018-09-11,7425
2018-09-12,7425
2018-09-13,7425
2018-09-14,7787
2018-09-15,7787
2018-09-16,7787
2018-09-17,8161
2018-09-18,8161
2018-09-19,8161
2018-09-20,8551
2018-09-21,8551
2018-09-22,8962
2018-09-23,8962
2018-09-24,9392
2018-09-25,9392
2018-09-26,9843
2018-09-27,9843
2018-09-28,10308
2018-09-29,10308
2018-09-30,10308
2018-10-01,10802
2018-10-02,10802
2018-10-03,11341
2018-10-04,11341
2018-10-05,11341
2018-10-06,11884
2018-10-07,11884
2018-10-08,11884
2018-10-09,12455
2018-10-10,12455
2018-10-11,12864
2018-10-12,12864
2018-10-13,13297
2018-10-14,13297
2018-10-15,13297
2018-10-16,13353
2018-10-17,13353
2018-10-18,13353
2018-10-19,13138
2018-10-20,13138
2018-10-21,13138
2018-10-22,13138
2018-10-23,13223
2018-10-24,13223
2018-10-25,12643
2018-10-26,12010
2018-10-27,11409
2018-10-28,10838
2018-10-29,10296
2018-10-30,9789
2018-10-31,9331
2018-11-01,8930
2018-11-03,8339
2018-11-04,8088
2018-11-05,8021
2018-11-06,7936
2018-11-07,7941
2018-11-08,8076
2018-11-09,8307
2018-11-10,8500
2018-11-11,8758
2018-11-12,9157
2018-11-13,9592
2018-11-15,10534
2018-11-16,11011
2018-11-17,11278
2018-11-18,11781
2018-11-19,11911
2018-11-20,12363
2018-11-21,12363
2018-11-22,12640
2018-11-23,12882
2018-11-24,12861
2018-11-25,12221
2018-11-26,12221
2018-11-27,11777
2018-11-28,11364
2018-11-29,10833
2018-12-01,10428
2018-12-02,10006
2018-12-03,10006
2018-12-04,9716
2018-12-05,9471
2018-12-07,9294
2018-12-09,9104
2018-12-10,8871
2018-12-11,8871
2018-12-12,8744
2018-12-13,8625
2018-12-14,8625
2018-12-15,8441
2018-12-16,8404
2018-12-17,8404
2018-12-18,8281
2018-12-19,8281
2018-12-20,8362
2018-12-21,8362
2018-12-22,8373
2018-12-23,8373
2018-12-24,8397
2018-12-25,8397
2018-12-26,8397
2018-12-27,8511
2018-12-28,8511
2018-12-29,8341
2018-12-30,8341
2018-12-31,8079
2019-01-01,8079
2019-01-02,7819
2019-01-03,7819
2019-01-04,7886
2019-01-05,7886
2019-01-06,7810
2019-01-08,7810
2019-01-10,7856
2019-01-11,7727
2019-01-12,7727
2019-01-13,7579
2019-01-14,7579
2019-01-15,7588
2019-01-16,7588
2019-01-17,7474
2019-01-18,7474
2019-01-19,7358
2019-01-20,7358
2019-01-21,7304
2019-01-22,7304
2019-01-23,7352
2019-01-24,7352
2019-01-25,7298
2019-01-26,7298
2019-01-27,7279
2019-01-28,7279
2019-01-29,7168
2019-01-30,7168
2019-01-31,7168
2019-02-01,7155
2019-02-02,7155
2019-02-03,7155
2019-02-04,7007
2019-02-05,7007
2019-02-06,7007
2019-02-07,6663
2019-02-08,6663
2019-02-09,6663
2019-02-10,6502
2019-02-11,6502
2019-02-12,6502
2019-02-13,6526
2019-02-14,6526
2019-02-15,6526
2019-02-16,6519
2019-02-17,6519
2019-02-18,6519
2019-02-19,6387
2019-02-20,6387
2019-02-21,6387
2019-02-22,6377
2019-02-23,6377
2019-02-24,6377
2019-02-25,6423
2019-02-26,6423
2019-02-27,6423
2019-02-28,6423
2019-03-01,6423
2019-03-02,6291
2019-03-03,6291
2019-03-04,6291
2019-03-05,6094
2019-03-06,6094
2019-03-07,6094
2019-03-08,6094
2019-03-09,5978
2019-03-10,5978
2019-03-11,5978
2019-03-12,5956
2019-03-13,5956
2019-03-14,5956
2019-03-15,5956
2019-03-16,5989
2019-03-17,5989
