date_obj,Air%20battlestaff price
2015-09-01,9104
2015-09-02,9099
2015-09-03,9103
2015-09-04,9115
2015-09-05,9156
2015-09-06,9135
2015-09-07,9103
2015-09-08,9093
2015-09-09,9106
2015-09-10,9122
2015-09-11,9118
2015-09-12,9129
2015-09-13,9125
2015-09-14,9125
2015-09-15,9134
2015-09-16,9130
2015-09-17,9131
2015-09-18,9126
2015-09-19,9131
2015-09-20,9123
2015-09-21,9121
2015-09-22,9137
2015-09-23,9154
2015-09-24,9131
2015-09-25,9105
2015-09-27,9156
2015-09-28,9146
2015-09-29,9134
2015-09-30,9150
2015-10-05,9123
2015-10-06,9108
2015-10-07,9124
2015-10-08,9136
2015-10-09,9153
2015-10-10,9153
2015-10-11,9145
2015-10-12,9131
2015-10-13,9130
2015-10-14,9132
2015-10-15,9139
2015-10-16,9132
2015-10-17,9098
2015-10-18,9116
2015-10-19,9132
2015-10-20,9122
2015-10-22,9125
2015-10-23,9136
2015-10-24,9146
2015-10-25,9135
2015-10-26,9126
2015-10-27,9122
2015-10-28,9131
2015-10-29,9137
2015-10-30,9151
2015-10-31,9171
2015-11-01,9145
2015-11-02,9151
2015-11-03,9185
2015-11-04,9195
2015-11-05,9192
2015-11-06,9188
2015-11-07,9183
2015-11-08,9178
2015-11-09,9165
2015-11-10,9159
2015-11-11,9172
2015-11-12,9171
2015-11-13,9172
2015-11-14,9166
2015-11-15,9184
2015-11-16,9189
2015-11-17,9195
2015-11-18,9195
2015-11-19,9197
2015-11-20,9179
2015-11-21,9179
2015-11-22,9172
2015-11-23,9172
2015-11-24,9144
2015-11-25,9172
2015-11-26,9168
2015-11-27,9158
2015-11-28,9171
2015-11-29,9193
2015-11-30,9213
2015-12-01,9211
2015-12-02,9199
2015-12-03,9187
2015-12-04,9180
2015-12-05,9179
2015-12-06,9197
2015-12-07,9195
2015-12-08,9185
2015-12-09,9180
2015-12-10,9168
2015-12-11,9170
2015-12-12,9170
2015-12-13,9160
2015-12-14,9161
2015-12-15,9165
2015-12-16,9153
2015-12-17,9152
2015-12-18,9156
2015-12-19,9111
2015-12-20,9131
2015-12-21,9156
2015-12-22,9147
2015-12-23,9145
2015-12-24,9146
2015-12-25,9155
2015-12-26,9149
2015-12-27,9155
2015-12-28,9162
2015-12-29,9154
2015-12-30,9129
2015-12-31,9131
2016-01-01,9122
2016-01-02,9120
2016-01-03,9118
2016-01-04,9136
2016-01-05,9151
2016-01-06,9157
2016-01-07,9160
2016-01-08,9168
2016-01-09,9147
2016-01-10,9147
2016-01-11,9155
2016-01-12,9157
2016-01-13,9161
2016-01-14,9174
2016-01-15,9160
2016-01-16,9144
2016-01-17,9138
2016-01-18,9153
2016-01-19,9166
2016-01-20,9158
2016-01-21,9164
2016-01-22,9154
2016-01-23,9129
2016-01-24,9112
2016-01-25,9144
2016-01-26,9149
2016-01-27,9151
2016-01-28,9129
2016-01-29,9142
2016-01-30,9149
2016-01-31,9139
2016-02-01,9139
2016-02-02,9146
2016-02-03,9157
2016-02-04,9159
2016-02-05,9173
2016-02-06,9155
2016-02-07,9139
2016-02-08,9151
2016-02-09,9142
2016-02-10,9141
2016-02-11,9110
2016-02-12,9092
2016-02-13,9087
2016-02-14,9077
2016-02-15,9094
2016-02-16,9096
2016-02-17,9112
2016-02-18,9119
2016-02-19,9117
2016-02-20,9114
2016-02-21,9106
2016-02-22,9106
2016-02-23,9109
2016-02-24,9109
2016-02-25,9110
2016-02-26,9122
2016-02-27,9121
2016-02-28,9113
2016-02-29,9117
2016-03-01,9115
2016-03-02,9111
2016-03-03,9112
2016-03-04,9109
2016-03-05,9103
2016-03-06,9109
2016-03-07,9115
2016-03-08,9116
2016-03-09,9132
2016-03-10,9130
2016-03-11,9141
2016-03-12,9132
2016-03-13,9124
2016-03-14,9126
2016-03-15,9123
2016-03-16,9128
2016-03-17,9125
2016-03-18,9116
2016-03-19,9076
2016-03-20,9091
2016-03-21,9104
2016-03-22,9119
2016-03-23,9131
2016-03-24,9134
2016-03-25,9134
2016-03-26,9118
2016-03-27,9112
2016-03-28,9113
2016-03-29,9127
2016-03-30,9130
2016-03-31,9130
2016-04-01,9129
2016-04-02,9132
2016-04-03,9122
2016-04-04,9130
2016-04-05,9133
2016-04-06,9139
2016-04-07,9150
2016-04-08,9138
2016-04-09,9137
2016-04-10,9135
2016-04-11,9135
2016-04-12,9155
2016-04-13,9153
2016-04-14,9155
2016-04-15,9135
2016-04-16,9131
2016-04-17,9123
2016-04-18,9135
2016-04-19,9140
2016-04-20,9132
2016-04-21,9125
2016-04-22,9111
2016-04-23,9107
2016-04-24,9124
2016-04-25,9125
2016-04-26,9121
2016-04-27,9130
2016-04-28,9137
2016-04-29,9139
2016-04-30,9134
2016-05-01,9125
2016-05-02,9121
2016-05-03,9123
2016-05-04,9121
2016-05-05,9092
2016-05-06,9098
2016-05-07,9084
2016-05-08,9100
2016-05-09,9112
2016-05-10,9097
2016-05-11,9098
2016-05-12,9108
2016-05-13,9122
2016-05-14,9113
2016-05-15,9094
2016-05-16,9087
2016-05-17,9106
2016-05-18,9113
2016-05-19,9100
2016-05-22,9083
2016-05-23,9097
2016-05-24,9092
2016-05-25,9090
2016-05-26,9094
2016-05-27,9106
2016-05-28,9108
2016-05-29,9101
2016-05-30,9090
2016-05-31,9110
2016-06-01,9135
2016-06-02,9129
2016-06-03,9112
2016-06-04,9106
2016-06-05,9107
2016-06-06,9111
2016-06-07,9115
2016-06-08,9106
2016-06-09,9104
2016-06-10,9128
2016-06-11,9151
2016-06-12,9143
2016-06-13,9156
2016-06-14,9149
2016-06-15,9134
2016-06-16,9111
2016-06-17,9108
2016-06-18,9113
2016-06-19,9123
2016-06-20,9135
2016-06-21,9145
2016-06-22,9141
2016-06-23,9102
2016-06-24,9109
2016-06-25,9116
2016-06-26,9116
2016-06-27,9112
2016-06-28,9107
2016-06-29,9120
2016-06-30,9129
2016-07-01,9131
2016-07-02,9115
2016-07-03,9117
2016-07-04,9129
2016-07-05,9127
2016-07-06,9133
2016-07-07,9108
2016-07-08,9115
2016-07-09,9123
2016-07-10,9123
2016-07-11,9112
2016-07-12,9100
2016-07-13,9111
2016-07-14,9117
2016-07-15,9115
2016-07-16,9119
2016-07-17,9118
2016-07-18,9141
2016-07-23,9103
2016-07-24,9076
2016-07-25,9101
2016-07-26,9115
2016-07-27,9113
2016-07-28,9112
2016-07-29,9107
2016-07-30,9137
2016-07-31,9131
2016-08-01,9123
2016-08-02,9120
2016-08-03,9117
2016-08-04,9119
2016-08-05,9123
2016-08-06,9124
2016-08-07,9123
2016-08-08,9113
2016-08-09,9114
2016-08-10,9105
2016-08-11,9094
2016-08-12,9110
2016-08-13,9107
2016-08-14,9105
2016-08-15,9105
2016-08-16,9110
2016-08-17,9117
2016-08-18,9114
2016-08-19,9104
2016-08-20,9099
2016-08-21,9074
2016-08-22,9085
2016-08-23,9112
2016-08-24,9105
2016-08-25,9096
2016-08-26,9095
2016-08-28,9108
2016-08-31,9123
2016-09-01,9122
2016-09-02,9124
2016-09-03,9112
2016-09-04,9106
2016-09-05,9114
2016-09-06,9117
2016-09-07,9115
2016-09-08,9126
2016-09-09,9122
2016-09-10,9104
2016-09-11,9105
2016-09-12,9132
2016-09-13,9118
2016-09-14,9118
2016-09-15,9112
2016-09-16,9098
2016-09-17,9101
2016-09-18,9089
2016-09-19,9087
2016-09-20,9087
2016-09-21,9073
2016-09-22,9078
2016-09-23,9083
2016-09-24,9072
2016-09-25,9084
2016-09-26,9079
2016-09-27,9084
2016-09-28,9087
2016-09-29,9091
2016-09-30,9089
2016-10-01,9076
2016-10-02,9061
2016-10-03,9081
2016-10-04,9090
2016-10-05,9104
2016-10-06,9110
2016-10-07,9105
2016-10-08,9078
2016-10-09,9072
2016-10-10,9088
2016-10-11,9095
2016-10-12,9104
2016-10-13,9103
2016-10-14,9100
2016-10-15,9112
2016-10-16,9104
2016-10-17,9106
2016-10-18,9112
2016-10-19,9110
2016-10-20,9108
2016-10-21,9094
2016-10-22,9099
2016-10-23,9099
2016-10-24,9101
2016-10-25,9103
2016-10-26,9102
2016-10-27,9068
2016-10-28,9085
2016-10-29,9102
2016-10-30,9099
2016-10-31,9100
2016-11-01,9105
2016-11-02,9099
2016-11-03,9100
2016-11-04,9104
2016-11-05,9123
2016-11-06,9117
2016-11-07,9106
2016-11-08,9096
2016-11-09,9109
2016-11-10,9122
2016-11-11,9127
2016-11-12,9108
2016-11-13,9100
2016-11-14,9109
2016-11-15,9113
2016-12-07,9123
2016-12-08,9118
2016-12-09,9102
2016-12-10,9087
2016-12-11,9091
2016-12-12,9095
2016-12-13,9102
2016-12-14,9117
2016-12-15,9118
2016-12-16,9108
2016-12-17,9095
2016-12-18,9098
2016-12-19,9111
2016-12-20,9117
2016-12-21,9127
2016-12-22,9106
2016-12-23,9106
2016-12-24,9108
2016-12-25,9109
2016-12-26,9110
2016-12-27,9104
2016-12-28,9103
2016-12-29,9096
2016-12-30,9092
2016-12-31,9098
2017-01-01,9090
2017-01-02,9081
2017-01-03,9082
2017-01-04,9090
2017-01-05,9087
2017-01-06,9090
2017-01-07,9090
2017-01-08,9092
2017-01-09,9098
2017-01-10,9115
2017-01-11,9120
2017-01-12,9118
2017-01-13,9105
2017-01-14,9101
2017-01-15,9109
2017-01-16,9123
2017-01-17,9123
2017-01-18,9117
2017-01-19,9109
2017-01-20,9116
2017-01-21,9117
2017-01-22,9109
2017-01-23,9104
2017-01-27,9092
2017-01-28,9095
2017-01-29,9096
2017-01-30,9101
2017-01-31,9100
2017-02-01,9097
2017-02-02,9088
2017-02-03,9089
2017-02-04,9088
2017-02-05,9093
2017-02-06,9097
2017-02-07,9102
2017-02-08,9101
2017-02-09,9106
2017-02-10,9114
2017-02-11,9098
2017-02-12,9081
2017-02-13,9091
2017-02-14,9090
2017-02-15,9087
2017-02-16,9077
2017-02-17,9082
2017-02-18,9085
2017-02-19,9082
2017-02-20,9086
2017-02-21,9083
2017-02-22,9071
2017-02-23,9059
2017-02-24,9075
2017-02-25,9076
2017-02-26,9080
2017-02-27,9083
2017-02-28,9083
2017-03-01,9087
2017-03-02,9094
2017-03-03,9096
2017-03-04,9089
2017-03-05,9080
2017-03-06,9082
2017-03-07,9088
2017-03-08,9087
2017-03-09,9095
2017-03-10,9098
2017-03-11,9098
2017-03-12,9113
2017-03-13,9092
2017-03-14,9088
2017-03-15,9100
2017-03-16,9092
2017-03-17,9089
2017-03-18,9091
2017-03-19,9089
2017-03-20,9088
2017-03-21,9090
2017-03-22,9101
2017-03-23,9102
2017-03-24,9094
2017-03-25,9086
2017-03-26,9090
2017-03-27,9098
2017-03-28,9101
2017-03-29,9098
2017-03-30,9111
2017-03-31,9104
2017-04-01,9100
2017-04-02,9098
2017-04-03,9097
2017-04-04,9098
2017-04-05,9102
2017-04-12,9105
2017-04-13,9108
2017-04-14,9112
2017-04-15,9120
2017-04-16,9117
2017-04-17,9115
2017-04-18,9114
2017-04-19,9109
2017-04-20,9105
2017-04-21,9095
2017-04-22,9076
2017-04-23,9082
2017-04-24,9082
2017-04-25,9092
2017-04-26,9095
2017-04-27,9096
2017-04-28,9100
2017-04-29,9100
2017-04-30,9098
2017-05-01,9095
2017-05-02,9098
2017-05-03,9097
2017-05-04,9098
2017-05-05,9097
2017-05-06,9093
2017-05-07,9093
2017-05-08,9089
2017-05-09,9091
2017-05-10,9088
2017-05-11,9093
2017-05-12,9092
2017-05-13,9087
2017-05-14,9084
2017-05-15,9088
2017-05-16,9084
2017-05-17,9080
2017-05-18,9075
2017-05-19,9074
2017-05-20,9079
2017-05-21,9088
2017-05-22,9092
2017-05-23,9096
2017-05-24,9097
2017-05-25,9055
2017-05-26,9074
2017-05-27,9078
2017-05-28,9082
2017-05-29,9088
2017-05-30,9096
2017-05-31,9101
2017-06-01,9102
2017-06-02,9093
2017-06-03,9088
2017-06-04,9089
2017-06-05,9093
2017-06-06,9100
2017-06-07,9097
2017-06-08,9093
2017-06-09,9094
2017-06-10,9093
2017-06-11,9090
2017-06-12,9091
2017-06-13,9092
2017-06-14,9092
2017-06-15,9086
2017-06-16,9093
2017-06-17,9092
2017-06-18,9093
2017-06-19,9093
2017-06-20,9095
2017-06-21,9094
2017-06-22,9093
2017-06-23,9095
2017-06-24,9097
2017-06-25,9093
2017-06-26,9096
2017-06-27,9092
2017-06-28,9092
2017-06-29,9075
2017-06-30,9072
2017-07-01,9077
2017-07-02,9086
2017-07-03,9085
2017-07-04,9082
2017-07-05,9086
2017-07-06,9088
2017-07-07,9092
2017-07-08,9089
2017-07-09,9087
2017-07-13,9091
2017-07-14,9094
2017-07-15,9103
2017-07-16,9093
2017-07-17,9099
2017-07-18,9102
2017-07-19,9101
2017-07-20,9102
2017-07-21,9103
2017-07-22,9100
2017-07-23,9086
2017-07-24,9092
2017-07-25,9098
2017-07-26,9097
2017-07-27,9098
2017-07-28,9100
2017-07-29,9098
2017-07-30,9099
2017-07-31,9102
2017-08-01,9105
2017-08-02,9106
2017-08-03,9095
2017-08-04,9097
2017-08-05,9095
2017-08-06,9085
2017-08-07,9087
2017-08-08,9096
2017-08-09,9098
2017-08-10,9109
2017-08-11,9107
2017-08-12,9092
2017-08-13,9093
2017-08-14,9086
2017-08-15,9096
2017-08-16,9100
2017-08-17,9101
2017-08-18,9094
2017-08-19,9094
2017-08-20,9086
2017-08-21,9092
2017-08-22,9094
2017-08-23,9093
2017-08-24,9088
2017-08-25,9064
2017-08-26,9077
2017-08-27,9090
2017-08-28,9096
2017-08-29,9095
2017-08-30,9092
2017-08-31,9086
2017-09-01,9093
2017-09-02,9095
2017-09-03,9077
2017-09-04,9084
2017-09-05,9097
2017-09-06,9097
2017-09-07,9101
2017-09-08,9101
2017-09-09,9093
2017-09-10,9090
2017-09-11,9088
2017-09-12,9090
2017-09-13,9089
2017-09-14,9089
2017-09-15,9088
2017-09-16,9082
2017-09-17,9082
2017-09-18,9089
2017-09-19,9086
2017-09-20,9089
2017-09-21,9087
2017-09-22,9077
2017-09-23,9057
2017-09-24,9068
2017-09-25,9063
2017-09-26,9078
2017-09-27,9084
2017-09-28,9088
2017-09-29,9088
2017-09-30,9075
2017-10-01,9080
2017-10-02,9086
2017-10-03,9086
2017-10-04,9088
2017-10-05,9089
2017-10-06,9089
2017-10-07,9089
2017-10-08,9085
2017-10-09,9080
2017-10-10,9082
2017-10-11,9082
2017-10-12,9079
2017-10-13,9068
2017-10-14,9068
2017-10-15,9068
2017-10-16,9073
2017-10-17,9078
2017-10-18,9082
2017-10-19,9082
2017-10-20,9067
2017-10-21,9040
2017-10-22,9057
2017-10-23,9067
2017-10-24,9072
2017-10-25,9077
2017-10-26,9077
2017-10-27,9080
2017-10-28,9079
2017-10-29,9078
2017-10-30,9080
2017-10-31,9085
2017-11-01,9084
2017-11-02,9087
2017-11-03,9089
2017-11-04,9085
2017-11-05,9084
2017-11-06,9086
2017-11-07,9081
2017-11-08,9081
2017-11-09,9079
2017-11-10,9078
2017-11-11,9068
2017-11-12,9071
2017-11-13,9074
2017-11-14,9076
2017-11-15,9077
2017-11-16,9073
2017-11-17,9072
2017-11-18,9074
2017-11-19,9073
2017-11-20,9069
2017-11-21,9072
2017-11-22,9075
2017-11-23,9083
2017-11-24,9084
2017-11-25,9078
2017-11-26,9075
2017-11-27,9075
2017-11-28,9076
2017-11-29,9081
2017-11-30,9082
2017-12-01,9086
2017-12-02,9058
2017-12-03,9081
2017-12-04,9081
2017-12-05,9085
2017-12-06,9085
2017-12-07,9090
2017-12-08,9086
2017-12-09,9080
2017-12-10,9080
2017-12-11,9088
2017-12-12,9084
2017-12-13,9085
2017-12-14,9082
2017-12-15,9077
2017-12-16,9078
2017-12-17,9085
2017-12-18,9089
2017-12-19,9093
2017-12-20,9098
2017-12-21,9094
2017-12-22,9091
2017-12-23,9088
2017-12-24,9089
2017-12-25,9090
2017-12-26,9029
2017-12-27,9047
2017-12-28,9052
2017-12-29,9048
2017-12-30,9060
2017-12-31,9073
2018-01-01,9070
2018-01-02,9038
2018-01-03,9049
2018-01-04,9056
2018-01-05,9059
2018-01-06,9063
2018-01-07,9065
2018-01-08,9073
2018-01-09,9074
2018-01-10,9075
2018-01-11,9077
2018-01-12,9078
2018-01-13,9075
2018-01-14,9071
2018-01-15,9073
2018-01-16,9072
2018-01-17,9074
2018-01-18,9072
2018-01-19,9071
2018-01-20,9071
2018-01-21,9067
2018-01-22,9072
2018-01-23,9075
2018-01-24,9077
2018-01-25,9088
2018-01-26,9084
2018-01-27,9082
2018-01-28,9087
2018-01-29,9096
2018-01-30,9097
2018-01-31,9100
2018-02-01,9091
2018-02-02,9089
2018-02-03,9090
2018-02-04,9087
2018-02-05,9084
2018-02-06,9088
2018-02-07,9091
2018-02-08,9090
2018-02-09,9090
2018-02-10,9066
2018-02-11,9057
2018-02-12,9061
2018-02-13,9072
2018-02-14,9072
2018-02-15,9058
2018-02-16,9064
2018-02-17,9052
2018-02-18,9045
2018-02-19,9055
2018-02-20,9062
2018-02-21,9067
2018-02-22,9071
2018-02-23,9072
2018-02-24,9076
2018-02-25,9082
2018-02-26,9087
2018-02-27,9089
2018-02-28,9084
2018-03-01,9083
2018-03-02,9080
2018-03-03,9075
2018-03-04,9073
2018-03-05,9079
2018-03-06,9078
2018-03-07,9087
2018-03-08,9083
2018-03-09,9083
2018-03-10,9082
2018-03-11,9083
2018-03-12,9079
2018-03-13,9090
2018-03-14,9084
2018-03-15,9082
2018-03-16,9079
2018-03-17,9077
2018-03-18,9078
2018-03-19,9081
2018-03-20,9082
2018-03-22,9085
2018-03-23,9088
2018-03-24,9078
2018-03-25,9077
2018-03-26,9083
2018-03-27,9087
2018-03-28,9083
2018-03-29,9072
2018-03-30,9080
2018-03-31,9073
2018-04-01,9076
2018-04-02,9085
2018-04-03,9091
2018-04-04,9090
2018-04-05,9089
2018-04-06,9086
2018-04-07,9083
2018-04-08,9081
2018-04-09,9088
2018-04-10,9093
2018-04-11,9090
2018-04-12,9092
2018-04-13,9085
2018-04-14,9085
2018-04-15,9084
2018-04-16,9085
2018-04-17,9087
2018-04-18,9088
2018-04-19,9087
2018-04-20,9083
2018-04-21,9084
2018-04-22,9079
2018-04-23,9080
2018-04-24,9075
2018-04-25,9079
2018-04-26,9077
2018-04-27,9077
2018-04-28,9082
2018-04-29,9082
2018-04-30,9093
2018-05-01,9107
2018-05-02,9099
2018-05-03,9091
2018-05-04,9089
2018-05-05,9076
2018-05-06,9062
2018-05-07,9073
2018-05-08,9065
2018-05-09,9070
2018-05-10,9073
2018-05-11,9061
2018-05-12,9063
2018-05-13,9060
2018-05-14,9079
2018-05-15,9083
2018-05-16,9085
2018-05-17,9089
2018-05-18,9083
2018-05-19,9081
2018-05-20,9089
2018-05-21,9079
2018-05-22,9078
2018-05-23,9085
2018-05-24,9084
2018-05-25,9086
2018-05-26,9083
2018-05-27,9083
2018-05-28,9090
2018-05-29,9089
2018-05-30,9078
2018-05-31,9090
2018-06-01,9093
2018-06-02,9096
2018-06-03,9092
2018-06-04,9056
2018-06-05,9059
2018-06-06,9059
2018-06-07,9021
2018-06-08,9052
2018-06-09,9053
2018-06-10,9056
2018-06-11,9055
2018-06-12,9056
2018-06-13,9051
2018-06-14,9055
2018-06-15,9066
2018-06-16,9065
2018-06-17,9063
2018-06-18,9092
2018-06-19,9078
2018-06-20,9074
2018-06-21,9074
2018-06-22,9069
2018-06-23,9056
2018-06-24,9059
2018-06-25,9067
2018-06-26,9081
2018-06-27,9085
2018-06-28,9085
2018-06-29,9082
2018-06-30,9083
2018-07-01,9084
2018-07-02,9092
2018-07-03,9091
2018-07-04,9083
2018-07-05,9077
2018-07-06,9081
2018-07-07,9080
2018-07-08,9090
2018-07-09,9096
2018-07-10,9087
2018-07-11,9091
2018-07-12,9090
2018-07-13,9088
2018-07-14,9088
2018-07-15,9078
2018-07-16,9083
2018-07-17,9088
2018-07-18,9093
2018-07-19,9094
2018-07-20,9090
2018-07-21,9091
2018-07-22,9083
2018-07-23,9079
2018-07-24,9086
2018-07-25,9085
2018-07-26,9077
2018-07-27,9083
2018-07-28,9089
2018-07-29,9093
2018-07-30,9091
2018-07-31,9089
2018-08-01,9091
2018-08-02,9088
2018-08-03,9087
2018-08-04,9085
2018-08-05,9080
2018-08-06,9082
2018-08-07,9081
2018-08-08,9079
2018-08-09,9073
2018-08-10,9029
2018-08-11,9041
2018-08-12,9040
2018-08-14,9048
2018-08-16,9041
2018-08-17,9042
2018-08-18,9053
2018-08-19,9052
2018-08-20,9059
2018-08-21,9063
2018-08-22,9061
2018-08-23,9058
2018-08-24,9055
2018-08-25,9058
2018-08-26,9051
2018-08-27,9044
2018-08-28,9044
2018-08-29,9047
2018-08-30,9050
2018-08-31,9049
2018-09-01,9037
2018-09-02,9041
2018-09-03,9048
2018-09-04,9052
2018-09-05,9053
2018-09-06,9055
2018-09-07,9060
2018-09-08,9059
2018-09-09,9057
2018-09-10,9088
2018-09-11,9073
2018-09-12,9067
2018-09-13,9064
2018-09-14,9064
2018-09-15,9063
2018-09-16,9067
2018-09-17,9059
2018-09-18,9057
2018-09-19,9050
2018-09-20,9038
2018-09-21,9038
2018-09-22,9047
2018-09-23,9056
2018-09-24,9065
2018-09-25,9061
2018-09-26,9058
2018-09-27,9049
2018-09-28,9047
2018-09-29,9040
2018-09-30,9027
2018-10-01,9043
2018-10-02,9050
2018-10-03,9050
2018-10-04,9049
2018-10-05,9034
2018-10-06,9032
2018-10-07,9041
2018-10-08,9039
2018-10-09,9045
2018-10-10,9044
2018-10-11,9044
2018-10-12,9048
2018-10-13,9046
2018-10-14,9044
2018-10-15,9049
2018-10-16,9052
2018-10-17,9059
2018-10-18,9059
2018-10-19,9056
2018-10-20,9052
2018-10-21,9042
2018-10-22,9044
2018-10-23,9053
2018-10-24,9063
2018-10-25,9071
2018-10-26,9070
2018-10-27,9065
2018-10-28,9065
2018-10-29,9068
2018-10-30,9070
2018-10-31,9068
2018-11-01,9069
2018-11-03,9066
2018-11-04,9040
2018-11-05,9034
2018-11-06,9027
2018-11-07,9025
2018-11-08,9033
2018-11-09,9039
2018-11-10,9036
2018-11-11,9005
2018-11-12,9012
2018-11-13,9012
2018-11-14,9008
2018-11-15,8988
2018-11-16,8991
2018-11-17,8998
2018-11-18,9003
2018-11-19,9007
2018-11-20,9011
2018-11-21,9010
2018-11-22,9001
2018-11-23,9004
2018-11-24,9006
2018-11-25,9021
2018-11-26,9028
2018-11-27,9034
2018-11-28,9029
2018-11-29,9017
2018-12-01,9026
2018-12-02,9033
2018-12-03,9026
2018-12-04,9025
2018-12-05,9021
2018-12-07,9024
2018-12-09,9030
2018-12-10,9043
2018-12-11,9040
2018-12-12,9040
2018-12-13,9040
2018-12-14,9039
2018-12-15,9040
2018-12-16,9046
2018-12-17,9044
2018-12-18,9044
2018-12-19,9045
2018-12-20,9057
2018-12-21,9056
2018-12-22,9050
2018-12-23,9042
2018-12-24,9036
2018-12-25,9033
2018-12-26,9023
2018-12-27,9024
2018-12-28,9023
2018-12-29,9032
2018-12-30,9034
2018-12-31,9032
2019-01-01,8997
2019-01-02,9010
2019-01-03,9013
2019-01-04,9019
2019-01-05,9020
2019-01-06,9020
2019-01-08,9026
2019-01-10,9038
2019-01-11,9020
2019-01-12,9022
2019-01-13,9032
2019-01-14,9029
2019-01-15,9027
2019-01-16,9030
2019-01-17,9028
2019-01-18,9032
2019-01-19,9012
2019-01-20,9018
2019-01-21,9021
2019-01-22,9024
2019-01-23,9023
2019-01-24,9015
2019-01-25,9021
2019-01-26,9019
2019-01-27,9021
2019-01-28,9027
2019-01-29,9041
2019-01-30,9047
2019-01-31,9044
2019-02-01,9045
2019-02-02,9049
2019-02-03,9060
2019-02-04,9057
2019-02-05,9058
2019-02-06,9057
2019-02-07,9055
2019-02-08,9053
2019-02-09,9057
2019-02-10,9059
2019-02-11,9065
2019-02-12,9062
2019-02-13,9065
2019-02-14,9068
2019-02-15,9064
2019-02-16,9065
2019-02-17,9062
2019-02-18,9064
2019-02-19,9065
2019-02-20,9067
2019-02-21,9073
2019-02-22,9079
2019-02-23,9077
2019-02-24,9075
2019-02-25,9073
2019-02-26,9067
2019-02-27,9065
2019-02-28,9055
2019-03-01,9057
2019-03-02,9058
2019-03-03,9053
2019-03-04,9065
2019-03-05,9082
2019-03-06,9094
2019-03-07,9093
2019-03-08,9091
2019-03-09,9074
2019-03-10,9034
2019-03-11,9041
2019-03-12,9039
2019-03-13,9031
2019-03-14,9029
2019-03-15,9033
2019-03-16,9032
2019-03-17,9016
