date_obj,Armadyl%20cloak price
2015-09-10,155957
2015-09-11,153173
2015-09-12,149030
2015-09-13,145151
2015-09-14,139972
2015-09-15,134926
2015-09-16,132531
2015-09-17,129229
2015-09-18,123724
2015-09-19,120230
2015-09-20,118742
2015-09-21,115590
2015-09-22,114117
2015-09-23,115175
2015-09-24,118697
2015-09-25,122679
2015-09-27,128637
2015-09-28,130968
2015-09-29,132464
2015-09-30,134543
2015-10-05,133916
2015-10-06,133470
2015-10-07,132988
2015-10-08,132296
2015-10-09,127775
2015-10-10,127775
2015-10-11,122300
2015-10-12,116185
2015-10-13,111411
2015-10-14,109464
2015-10-15,106685
2015-10-16,103698
2015-10-17,99772
2015-10-18,98782
2015-10-19,98189
2015-10-20,98716
2015-10-22,108635
2015-10-23,113671
2015-10-24,118085
2015-10-25,118161
2015-10-26,117265
2015-10-27,117248
2015-10-28,115619
2015-10-29,114960
2015-10-30,114706
2015-10-31,115206
2015-11-01,117073
2015-11-02,119123
2015-11-03,119547
2015-11-04,119563
2015-11-05,122765
2015-11-06,126987
2015-11-07,128042
2015-11-08,131879
2015-11-09,133371
2015-11-10,135201
2015-11-11,135937
2015-11-12,136404
2015-11-13,136872
2015-11-14,140779
2015-11-15,145058
2015-11-16,148680
2015-11-17,155527
2015-11-18,162351
2015-11-19,163330
2015-11-20,158618
2015-11-21,158618
2015-11-22,155044
2015-11-23,155044
2015-11-24,155147
2015-11-25,156344
2015-11-26,159309
2015-11-27,164078
2015-11-28,166191
2015-11-29,166605
2015-11-30,165791
2015-12-01,160519
2015-12-02,160380
2015-12-03,157648
2015-12-04,153251
2015-12-05,148191
2015-12-06,144268
2015-12-07,142683
2015-12-08,142196
2015-12-09,146901
2015-12-10,154247
2015-12-11,159746
2015-12-12,160861
2015-12-13,165771
2015-12-14,170559
2015-12-15,173226
2015-12-16,174822
2015-12-17,175625
2015-12-18,176949
2015-12-19,179006
2015-12-20,176561
2015-12-21,176230
2015-12-22,175330
2015-12-23,180087
2015-12-24,180958
2015-12-25,180171
2015-12-26,181958
2015-12-27,181938
2015-12-28,179795
2015-12-29,182265
2015-12-30,179882
2015-12-31,178873
2016-01-01,177189
2016-01-02,177796
2016-01-03,177392
2016-01-04,175426
2016-01-05,169520
2016-01-06,163799
2016-01-07,159593
2016-01-08,160550
2016-01-09,164324
2016-01-10,165469
2016-01-11,162635
2016-01-12,161571
2016-01-13,159467
2016-01-14,157027
2016-01-15,156681
2016-01-16,156356
2016-01-17,155007
2016-01-18,150283
2016-01-19,145385
2016-01-20,141589
2016-01-21,136434
2016-01-22,131239
2016-01-23,125939
2016-01-24,121713
2016-01-25,119394
2016-01-26,119165
2016-01-27,117202
2016-01-28,117202
2016-01-29,115324
2016-01-30,114114
2016-01-31,111682
2016-02-01,110239
2016-02-02,107777
2016-02-03,108560
2016-02-04,110539
2016-02-05,109836
2016-02-06,108277
2016-02-07,107921
2016-02-08,106380
2016-02-09,106810
2016-02-10,109898
2016-02-11,110958
2016-02-12,112386
2016-02-13,113802
2016-02-14,110732
2016-02-15,111731
2016-02-16,111802
2016-02-17,111263
2016-02-18,108332
2016-02-19,107334
2016-02-20,107621
2016-02-21,106828
2016-02-22,104426
2016-02-23,104313
2016-02-24,104658
2016-02-25,100885
2016-02-26,97178
2016-02-27,94122
2016-02-28,91840
2016-02-29,90233
2016-03-01,88471
2016-03-02,85856
2016-03-03,87043
2016-03-04,87715
2016-03-05,86861
2016-03-06,84637
2016-03-07,81513
2016-03-08,78859
2016-03-09,77785
2016-03-10,78119
2016-03-11,78381
2016-03-12,77659
2016-03-13,76108
2016-03-14,73309
2016-03-15,70721
2016-03-16,69855
2016-03-17,69966
2016-03-18,72561
2016-03-19,75615
2016-03-20,75802
2016-03-21,75667
2016-03-22,75563
2016-03-23,76582
2016-03-24,77181
2016-03-25,77475
2016-03-26,75236
2016-03-27,74843
2016-03-28,75450
2016-03-29,74900
2016-03-30,73407
2016-03-31,71534
2016-04-01,68268
2016-04-02,66513
2016-04-03,65759
2016-04-04,64466
2016-04-05,63588
2016-04-06,64230
2016-04-07,66531
2016-04-08,69592
2016-04-09,73072
2016-04-10,76726
2016-04-11,76726
2016-04-12,79944
2016-04-13,82313
2016-04-14,84060
2016-04-15,85751
2016-04-16,86402
2016-04-17,88080
2016-04-18,88439
2016-04-19,85457
2016-04-20,83858
2016-04-21,82435
2016-04-22,79006
2016-04-23,77615
2016-04-24,76744
2016-04-25,74781
2016-04-26,75278
2016-04-27,77472
2016-04-28,80274
2016-04-29,80758
2016-04-30,81260
2016-05-01,79486
2016-05-02,78985
2016-05-03,77955
2016-05-04,77934
2016-05-05,76204
2016-05-06,74738
2016-05-07,73785
2016-05-08,73128
2016-05-09,73016
2016-05-10,71633
2016-05-11,69324
2016-05-12,69378
2016-05-13,70017
2016-05-14,70906
2016-05-15,72049
2016-05-16,73072
2016-05-17,75048
2016-05-18,75437
2016-05-19,77610
2016-05-22,79767
2016-05-23,78965
2016-05-24,79198
2016-05-25,79566
2016-05-26,78937
2016-05-27,78352
2016-05-28,76529
2016-05-29,76397
2016-05-30,76283
2016-05-31,76818
2016-06-01,77770
2016-06-02,78639
2016-06-03,78965
2016-06-04,79829
2016-06-05,79792
2016-06-06,80998
2016-06-07,82104
2016-06-08,83384
2016-06-09,83911
2016-06-10,85190
2016-06-11,89450
2016-06-12,93914
2016-06-13,98302
2016-06-14,97766
2016-06-15,100362
2016-06-16,100848
2016-06-17,100007
2016-06-18,99583
2016-06-19,95907
2016-06-20,91755
2016-06-21,88375
2016-06-22,84911
2016-06-23,83534
2016-06-24,80977
2016-06-25,82067
2016-06-26,83305
2016-06-27,83028
2016-06-28,82103
2016-06-29,82636
2016-06-30,83764
2016-07-01,85252
2016-07-02,83447
2016-07-03,85104
2016-07-04,85767
2016-07-05,86642
2016-07-06,88801
2016-07-07,90169
2016-07-08,89237
2016-07-09,87075
2016-07-10,85334
2016-07-11,82420
2016-07-12,82120
2016-07-13,82706
2016-07-14,80323
2016-07-15,77859
2016-07-16,78586
2016-07-17,78205
2016-07-18,77702
2016-07-23,72474
2016-07-24,70697
2016-07-25,69834
2016-07-26,67872
2016-07-27,64957
2016-07-28,63015
2016-07-29,60881
2016-07-30,59032
2016-07-31,57340
2016-08-01,55277
2016-08-02,53411
2016-08-03,52311
2016-08-04,51757
2016-08-05,51663
2016-08-06,52906
2016-08-07,54377
2016-08-08,56458
2016-08-09,57671
2016-08-10,58340
2016-08-11,59407
2016-08-12,59370
2016-08-13,58812
2016-08-14,56634
2016-08-15,54381
2016-08-16,52515
2016-08-17,52120
2016-08-18,50999
2016-08-19,48811
2016-08-20,47359
2016-08-21,46724
2016-08-22,46285
2016-08-23,47352
2016-08-24,45988
2016-08-25,44560
2016-08-26,44560
2016-08-28,45704
2016-08-31,52888
2016-09-01,55533
2016-09-02,57319
2016-09-03,59385
2016-09-04,61585
2016-09-05,63561
2016-09-06,64681
2016-09-07,64064
2016-09-08,64603
2016-09-09,64954
2016-09-10,63780
2016-09-11,60956
2016-09-12,58926
2016-09-13,57324
2016-09-14,56456
2016-09-15,55934
2016-09-16,55934
2016-09-17,56820
2016-09-18,59336
2016-09-19,62103
2016-09-20,65081
2016-09-21,67764
2016-09-22,71018
2016-09-23,74247
2016-09-24,74247
2016-09-25,76573
2016-09-26,75753
2016-09-27,73415
2016-09-28,72418
2016-09-29,69362
2016-09-30,68838
2016-10-01,70292
2016-10-02,71522
2016-10-03,73196
2016-10-04,74582
2016-10-05,76671
2016-10-06,78641
2016-10-07,80401
2016-10-08,80694
2016-10-09,80911
2016-10-10,77252
2016-10-11,74981
2016-10-12,71709
2016-10-13,68357
2016-10-14,66578
2016-10-15,65250
2016-10-16,64186
2016-10-17,63978
2016-10-18,64599
2016-10-19,65531
2016-10-20,67735
2016-10-21,67860
2016-10-22,66861
2016-10-23,65804
2016-10-24,64153
2016-10-25,64818
2016-10-26,62490
2016-10-27,61374
2016-10-28,61788
2016-10-29,63157
2016-10-30,62494
2016-10-31,62817
2016-11-01,62817
2016-11-02,64665
2016-11-03,64432
2016-11-04,63334
2016-11-05,62716
2016-11-06,63874
2016-11-07,66108
2016-11-08,68328
2016-11-09,70182
2016-11-10,70655
2016-11-11,70752
2016-11-12,69568
2016-11-13,69568
2016-11-14,69129
2016-11-15,68111
2016-12-07,70301
2016-12-08,68308
2016-12-09,67858
2016-12-10,69469
2016-12-11,68811
2016-12-12,67510
2016-12-13,69615
2016-12-14,70197
2016-12-15,70468
2016-12-16,69526
2016-12-17,67408
2016-12-18,65982
2016-12-19,65162
2016-12-20,67349
2016-12-21,70455
2016-12-22,71647
2016-12-23,73412
2016-12-24,76386
2016-12-25,78465
2016-12-26,79780
2016-12-27,80500
2016-12-28,82001
2016-12-29,84493
2016-12-30,87358
2016-12-31,90547
2017-01-01,91293
2017-01-02,90646
2017-01-03,88790
2017-01-04,89341
2017-01-05,88994
2017-01-06,90362
2017-01-07,87754
2017-01-08,84701
2017-01-09,82738
2017-01-10,82997
2017-01-11,83332
2017-01-12,82438
2017-01-13,81499
2017-01-14,81270
2017-01-15,81329
2017-01-16,79558
2017-01-17,78680
2017-01-18,76893
2017-01-19,75930
2017-01-20,75687
2017-01-21,75403
2017-01-22,74475
2017-01-23,74139
2017-01-27,73285
2017-01-28,73263
2017-01-29,72597
2017-01-30,71550
2017-01-31,71720
2017-02-01,69824
2017-02-02,68674
2017-02-03,68737
2017-02-04,68511
2017-02-05,67684
2017-02-06,67351
2017-02-07,66852
2017-02-08,65990
2017-02-09,66422
2017-02-10,66540
2017-02-11,67712
2017-02-12,67360
2017-02-13,68175
2017-02-14,67854
2017-02-15,67072
2017-02-16,65473
2017-02-18,64052
2017-02-19,61439
2017-02-20,59555
2017-02-21,58897
2017-02-22,58418
2017-02-23,57767
2017-02-24,57163
2017-02-25,56771
2017-02-26,55432
2017-02-27,54185
2017-02-28,52311
2017-03-01,51421
2017-03-02,49681
2017-03-03,48286
2017-03-04,47793
2017-03-05,47576
2017-03-06,46600
2017-03-07,46753
2017-03-08,46258
2017-03-09,45896
2017-03-10,45813
2017-03-11,46233
2017-03-12,47071
2017-03-13,46280
2017-03-14,45458
2017-03-15,44562
2017-03-16,44421
2017-03-17,43380
2017-03-18,43784
2017-03-19,43700
2017-03-20,43778
2017-03-21,43281
2017-03-22,42580
2017-03-23,41501
2017-03-24,40719
2017-03-25,40258
2017-03-26,39507
2017-03-27,39276
2017-03-28,38759
2017-03-29,38052
2017-03-30,37759
2017-03-31,36448
2017-04-01,36218
2017-04-02,36118
2017-04-03,35055
2017-04-04,34451
2017-04-05,33732
2017-04-12,37512
2017-04-13,38823
2017-04-14,40490
2017-04-15,41536
2017-04-16,43589
2017-04-17,45757
2017-04-18,48027
2017-04-19,49621
2017-04-20,52103
2017-04-21,54690
2017-04-22,57425
2017-04-23,59883
2017-04-24,61844
2017-04-25,60995
2017-04-26,57945
2017-04-27,55047
2017-04-28,52294
2017-04-29,49681
2017-04-30,47236
2017-05-01,44919
2017-05-02,43814
2017-05-03,43033
2017-05-04,43130
2017-05-05,42879
2017-05-06,42399
2017-05-07,42108
2017-05-08,41696
2017-05-09,40774
2017-05-10,39801
2017-05-11,39091
2017-05-12,38384
2017-05-13,38196
2017-05-14,37668
2017-05-15,36745
2017-05-16,36469
2017-05-17,36458
2017-05-18,36213
2017-05-19,35989
2017-05-20,35588
2017-05-21,35270
2017-05-22,34775
2017-05-23,34626
2017-05-24,34213
2017-05-25,33402
2017-05-26,32553
2017-05-27,31811
2017-05-28,31297
2017-05-29,30720
2017-05-30,29981
2017-05-31,29881
2017-06-01,30145
2017-06-02,29870
2017-06-03,29482
2017-06-04,29342
2017-06-05,28856
2017-06-06,28631
2017-06-07,28020
2017-06-08,27854
2017-06-09,27782
2017-06-10,27558
2017-06-11,26569
2017-06-12,26112
2017-06-13,26079
2017-06-14,26690
2017-06-15,27608
2017-06-16,27843
2017-06-17,27830
2017-06-18,27452
2017-06-19,27452
2017-06-20,27179
2017-06-21,28018
2017-06-22,28934
2017-06-23,29200
2017-06-24,29328
2017-06-25,29156
2017-06-26,29417
2017-06-27,30209
2017-06-28,30792
2017-06-29,31551
2017-06-30,31798
2017-07-01,32146
2017-07-02,32416
2017-07-03,33338
2017-07-04,34362
2017-07-05,35119
2017-07-06,35752
2017-07-07,36875
2017-07-08,38334
2017-07-09,38354
2017-07-13,39694
2017-07-14,40331
2017-07-15,40734
2017-07-16,40927
2017-07-17,42336
2017-07-18,43041
2017-07-19,43235
2017-07-20,42655
2017-07-21,42225
2017-07-22,41166
2017-07-23,39693
2017-07-24,38660
2017-07-25,37640
2017-07-26,36948
2017-07-27,37248
2017-07-28,36822
2017-07-29,36322
2017-07-30,36438
2017-07-31,36814
2017-08-01,37042
2017-08-02,36925
2017-08-03,36914
2017-08-04,37471
2017-08-05,37980
2017-08-06,37484
2017-08-07,36786
2017-08-08,37392
2017-08-09,37148
2017-08-10,37512
2017-08-11,37761
2017-08-12,38355
2017-08-13,38678
2017-08-14,38781
2017-08-15,39048
2017-08-16,38437
2017-08-17,38104
2017-08-18,38674
2017-08-19,38453
2017-08-20,38319
2017-08-21,37977
2017-08-22,38125
2017-08-23,39186
2017-08-24,40438
2017-08-25,40594
2017-08-26,41279
2017-08-27,42453
2017-08-28,42910
2017-08-29,44317
2017-08-30,45441
2017-08-31,46908
2017-09-01,47226
2017-09-02,47430
2017-09-03,46334
2017-09-04,45958
2017-09-05,44565
2017-09-06,43418
2017-09-07,43038
2017-09-08,43038
2017-09-09,43161
2017-09-10,42325
2017-09-11,41516
2017-09-12,40519
2017-09-13,39773
2017-09-14,39816
2017-09-15,39683
2017-09-16,38511
2017-09-17,37797
2017-09-18,36382
2017-09-19,34562
2017-09-20,33033
2017-09-22,32432
2017-09-23,32784
2017-09-24,33141
2017-09-25,33451
2017-09-26,33312
2017-09-27,33182
2017-09-28,34238
2017-09-29,34110
2017-09-30,34223
2017-10-01,34380
2017-10-02,34360
2017-10-03,35099
2017-10-04,35650
2017-10-05,36157
2017-10-06,36494
2017-10-07,36668
2017-10-08,36618
2017-10-09,36765
2017-10-10,36313
2017-10-11,35383
2017-10-12,35470
2017-10-13,35155
2017-10-14,35278
2017-10-15,36129
2017-10-16,35613
2017-10-17,35090
2017-10-18,34331
2017-10-19,33705
2017-10-20,33082
2017-10-21,32743
2017-10-22,33300
2017-10-23,34236
2017-10-24,34988
2017-10-25,35449
2017-10-26,35163
2017-10-27,35383
2017-10-28,35383
2017-10-29,34862
2017-10-30,33584
2017-10-31,33598
2017-11-01,34279
2017-11-02,34268
2017-11-03,35378
2017-11-04,35766
2017-11-05,37035
2017-11-06,37262
2017-11-07,37522
2017-11-08,36770
2017-11-09,35807
2017-11-10,34821
2017-11-11,34626
2017-11-12,34614
2017-11-13,34432
2017-11-14,34331
2017-11-15,33939
2017-11-16,33445
2017-11-17,33012
2017-11-18,31850
2017-11-19,31497
2017-11-20,30834
2017-11-21,30045
2017-11-22,29262
2017-11-23,28616
2017-11-24,28436
2017-11-25,28234
2017-11-26,28847
2017-11-27,29262
2017-11-28,29222
2017-11-29,29672
2017-11-30,29680
2017-12-01,29326
2017-12-02,29117
2017-12-03,28973
2017-12-04,29211
2017-12-05,30223
2017-12-06,30997
2017-12-07,31483
2017-12-08,31579
2017-12-09,31596
2017-12-10,31367
2017-12-11,32529
2017-12-12,32882
2017-12-13,32762
2017-12-14,31578
2017-12-15,31438
2017-12-16,31007
2017-12-17,30579
2017-12-18,29633
2017-12-19,28896
2017-12-20,27965
2017-12-21,27654
2017-12-22,26748
2017-12-23,26338
2017-12-24,26167
2017-12-25,25628
2017-12-26,24889
2017-12-27,24947
2017-12-28,25369
2017-12-29,24999
2017-12-30,24937
2017-12-31,24826
2018-01-01,24531
2018-01-02,24087
2018-01-03,24223
2018-01-04,23943
2018-01-05,23902
2018-01-06,23854
2018-01-07,23594
2018-01-08,23622
2018-01-09,23847
2018-01-10,23051
2018-01-11,22807
2018-01-12,23013
2018-01-13,22986
2018-01-14,22773
2018-01-15,22388
2018-01-16,22194
2018-01-17,21913
2018-01-18,21919
2018-01-19,22072
2018-01-20,22978
2018-01-21,23373
2018-01-22,24017
2018-01-23,24155
2018-01-24,24393
2018-01-25,24494
2018-01-26,24473
2018-01-27,24270
2018-01-29,22335
2018-01-30,21504
2018-01-31,20912
2018-02-01,20839
2018-02-02,20780
2018-02-03,20624
2018-02-04,20391
2018-02-05,19980
2018-02-06,19329
2018-02-07,18679
2018-02-08,18014
2018-02-09,17467
2018-02-10,17510
2018-02-11,17199
2018-02-12,17041
2018-02-13,17150
2018-02-14,17682
2018-02-15,17510
2018-02-16,17331
2018-02-17,18058
2018-02-18,18794
2018-02-19,19202
2018-02-20,19342
2018-02-21,19306
2018-02-22,19553
2018-02-23,19763
2018-02-24,19586
2018-02-25,19970
2018-02-26,19947
2018-02-27,20158
2018-02-28,19725
2018-03-01,19344
2018-03-02,19245
2018-03-03,19380
2018-03-04,18952
2018-03-05,19092
2018-03-06,19223
2018-03-07,19320
2018-03-08,19217
2018-03-09,19263
2018-03-10,19177
2018-03-11,19077
2018-03-12,18221
2018-03-13,17944
2018-03-14,17883
2018-03-15,17564
2018-03-16,17508
2018-03-17,17734
2018-03-18,17756
2018-03-20,17846
2018-03-22,17548
2018-03-23,17626
2018-03-24,17853
2018-03-25,18133
2018-03-26,18522
2018-03-27,19109
2018-03-28,19930
2018-03-29,20490
2018-03-30,20544
2018-03-31,20406
2018-04-01,20293
2018-04-02,20224
2018-04-03,20394
2018-04-04,20245
2018-04-05,19806
2018-04-06,19696
2018-04-07,19908
2018-04-08,19743
2018-04-09,19358
2018-04-10,18901
2018-04-11,19262
2018-04-12,19894
2018-04-13,20284
2018-04-14,20541
2018-04-15,20524
2018-04-16,19972
2018-04-17,20220
2018-04-18,20264
2018-04-19,20414
2018-04-20,20399
2018-04-21,20219
2018-04-22,20403
2018-04-23,20536
2018-04-24,20597
2018-04-25,20599
2018-04-26,20538
2018-04-27,21008
2018-04-28,21518
2018-04-29,20960
2018-04-30,20968
2018-05-01,20764
2018-05-02,21182
2018-05-03,20791
2018-05-04,20807
2018-05-05,19947
2018-05-06,19429
2018-05-07,19516
2018-05-08,19221
2018-05-09,19249
2018-05-10,19006
2018-05-11,18532
2018-05-12,17887
2018-05-13,17240
2018-05-14,16722
2018-05-15,16684
2018-05-16,16855
2018-05-17,17288
2018-05-18,17947
2018-05-19,18551
2018-05-20,19274
2018-05-21,19097
2018-05-22,19097
2018-05-23,19263
2018-05-24,19553
2018-05-25,19824
2018-05-26,20129
2018-05-27,20374
2018-05-28,20617
2018-05-29,20759
2018-05-30,20921
2018-05-31,20756
2018-06-01,20452
2018-06-02,19827
2018-06-03,19801
2018-06-04,19344
2018-06-05,18954
2018-06-06,18694
2018-06-07,18110
2018-06-08,17419
2018-06-09,16784
2018-06-10,16051
2018-06-11,15709
2018-06-12,15129
2018-06-13,14800
2018-06-14,14318
2018-06-15,14202
2018-06-16,14073
2018-06-17,13856
2018-06-18,14201
2018-06-19,14504
2018-06-20,14504
2018-06-21,14676
2018-06-22,15096
2018-06-23,15726
2018-06-24,15895
2018-06-25,16124
2018-06-26,16097
2018-06-27,16546
2018-06-28,16593
2018-06-29,16519
2018-06-30,16914
2018-07-01,17325
2018-07-02,17405
2018-07-03,17611
2018-07-04,17894
2018-07-05,18124
2018-07-06,18387
2018-07-07,18832
2018-07-08,19164
2018-07-09,19367
2018-07-10,19785
2018-07-11,20305
2018-07-12,20515
2018-07-13,20268
2018-07-14,20248
2018-07-15,20755
2018-07-16,21065
2018-07-17,21378
2018-07-18,21628
2018-07-19,22059
2018-07-20,22198
2018-07-21,21988
2018-07-22,21860
2018-07-23,21793
2018-07-24,22112
2018-07-25,22557
2018-07-26,22795
2018-07-27,22728
2018-07-28,22468
2018-07-29,22352
2018-07-30,22328
2018-07-31,21689
2018-08-01,21746
2018-08-02,21758
2018-08-03,21686
2018-08-04,21638
2018-08-05,21713
2018-08-06,21833
2018-08-07,22633
2018-08-08,23587
2018-08-09,24327
2018-08-10,24611
2018-08-11,24807
2018-08-12,24432
2018-08-14,23552
2018-08-16,22929
2018-08-17,23090
2018-08-18,22838
2018-08-19,22638
2018-08-20,22615
2018-08-21,21951
2018-08-22,21533
2018-08-23,20889
2018-08-24,20295
2018-08-25,19888
2018-08-26,19568
2018-08-27,19469
2018-08-28,19131
2018-08-29,18713
2018-08-30,18590
2018-08-31,18668
2018-09-01,19020
2018-09-02,18973
2018-09-03,18317
2018-09-04,18205
2018-09-05,18057
2018-09-06,18469
2018-09-07,18488
2018-09-08,18855
2018-09-09,18538
2018-09-10,18342
2018-09-11,18442
2018-09-12,18804
2018-09-13,19492
2018-09-14,19974
2018-09-15,20722
2018-09-16,21759
2018-09-17,22557
2018-09-18,23052
2018-09-19,23740
2018-09-20,24320
2018-09-21,24405
2018-09-22,24689
2018-09-23,24781
2018-09-24,24828
2018-09-25,24829
2018-09-26,25539
2018-09-27,25606
2018-09-28,24991
2018-09-29,25029
2018-09-30,24688
2018-10-01,25001
2018-10-02,24928
2018-10-03,24479
2018-10-04,24009
2018-10-05,24221
2018-10-06,24266
2018-10-07,24081
2018-10-08,23270
2018-10-09,22810
2018-10-10,22667
2018-10-11,22253
2018-10-12,22012
2018-10-13,22025
2018-10-14,22024
2018-10-15,22056
2018-10-16,22164
2018-10-17,22003
2018-10-18,22024
2018-10-19,22291
2018-10-20,22117
2018-10-21,22349
2018-10-22,22160
2018-10-23,22039
2018-10-24,21952
2018-10-25,21914
2018-10-26,22332
2018-10-27,22525
2018-10-28,22995
2018-10-29,22916
2018-10-30,23273
2018-10-31,23173
2018-11-01,23010
2018-11-03,23477
2018-11-04,24146
2018-11-05,25184
2018-11-06,26278
2018-11-07,27506
2018-11-08,28784
2018-11-09,30071
2018-11-10,31433
2018-11-11,33005
2018-11-12,34236
2018-11-13,35437
2018-11-14,36618
2018-11-15,37588
2018-11-16,39154
2018-11-17,40381
2018-11-18,42003
2018-11-19,42887
2018-11-20,42565
2018-11-21,40436
2018-11-22,38594
2018-11-23,36763
2018-11-24,36344
2018-11-25,36084
2018-11-26,36130
2018-11-27,37146
2018-11-28,37627
2018-11-29,38826
2018-12-01,41908
2018-12-02,42414
2018-12-03,41227
2018-12-04,40260
2018-12-05,39180
2018-12-07,39815
2018-12-09,42247
2018-12-10,44119
2018-12-11,46276
2018-12-12,47625
2018-12-13,48854
2018-12-14,49302
2018-12-15,50174
2018-12-16,51812
2018-12-17,52858
2018-12-18,53329
2018-12-19,52858
2018-12-20,52269
2018-12-21,50612
2018-12-22,48545
2018-12-23,46723
2018-12-24,44708
2018-12-25,43179
2018-12-26,41785
2018-12-27,40756
2018-12-28,39449
2018-12-29,37889
2018-12-30,36934
2018-12-31,35669
2019-01-01,35081
2019-01-02,33996
2019-01-03,33123
2019-01-04,33051
2019-01-05,32586
2019-01-06,31576
2019-01-08,29770
2019-01-10,29080
2019-01-11,29190
2019-01-12,29101
2019-01-13,28923
2019-01-14,28935
2019-01-15,29850
2019-01-16,31157
2019-01-17,32101
2019-01-18,32874
2019-01-19,32907
2019-01-20,33978
2019-01-21,35011
2019-01-22,34724
2019-01-23,33080
2019-01-24,31695
2019-01-25,30509
2019-01-26,30525
2019-01-27,31639
2019-01-28,32788
2019-01-29,33539
2019-01-30,33633
2019-01-31,33676
2019-02-01,33772
2019-02-02,34198
2019-02-03,34312
2019-02-04,34600
2019-02-05,34559
2019-02-06,34379
2019-02-07,34315
2019-02-08,34506
2019-02-09,34663
2019-02-10,34602
2019-02-11,34612
2019-02-12,34479
2019-02-13,34392
2019-02-14,33169
2019-02-15,32419
2019-02-16,31529
2019-02-17,31074
2019-02-18,30607
2019-02-19,30066
2019-02-20,29627
2019-02-21,28475
2019-02-22,27479
2019-02-23,26778
2019-02-24,26293
2019-02-25,25525
2019-02-26,25086
2019-02-27,24222
2019-02-28,23886
2019-03-01,23264
2019-03-02,22680
2019-03-03,22272
2019-03-04,21985
2019-03-05,21802
2019-03-06,21581
2019-03-07,21381
2019-03-08,21250
2019-03-09,20924
2019-03-10,20972
2019-03-11,20694
2019-03-12,20453
2019-03-13,20393
2019-03-14,20211
2019-03-15,20097
2019-03-16,19901
2019-03-17,19714
2019-03-18,19112
2019-03-19,18863
2019-03-20,18993
2019-03-21,18646
