date_obj,Dragon%20scimitar price
2016-04-20,70582
2016-04-21,72663
2016-04-22,72054
2016-04-23,72337
2016-04-24,71143
2016-04-25,68920
2016-04-26,67837
2016-04-27,67520
2016-04-28,68288
2016-04-29,68467
2016-04-30,68964
2016-05-01,68624
2016-05-02,67571
2016-05-03,68208
2016-05-04,69782
2016-05-05,69535
2016-05-06,68784
2016-05-07,66563
2016-05-08,65650
2016-05-09,65625
2016-05-10,66454
2016-05-11,67031
2016-05-12,67327
2016-05-13,67071
2016-05-14,67139
2016-05-15,67727
2016-05-16,67935
2016-05-17,67803
2016-05-18,67797
2016-05-19,67650
2016-05-22,67641
2016-05-23,67988
2016-05-24,68006
2016-05-25,67888
2016-05-26,67974
2016-05-27,67973
2016-05-28,67023
2016-05-29,67871
2016-05-30,67835
2016-05-31,68081
2016-06-01,69307
2016-06-02,68581
2016-06-03,68708
2016-06-04,68594
2016-06-05,68610
2016-06-06,68651
2016-06-07,68223
2016-06-08,68107
2016-06-09,67877
2016-06-10,67733
2016-06-11,67564
2016-06-12,67840
2016-06-13,67981
2016-06-14,67867
2016-06-15,68335
2016-06-16,68419
2016-06-17,68371
2016-06-18,68458
2016-06-19,68070
2016-06-20,67492
2016-06-21,67308
2016-06-22,67656
2016-06-23,68020
2016-06-24,67732
2016-06-25,68364
2016-06-26,68289
2016-06-27,67337
2016-06-28,66673
2016-06-29,67295
2016-06-30,67983
2016-07-01,67885
2016-07-02,68079
2016-07-03,68576
2016-07-04,67843
2016-07-05,67595
2016-07-06,67681
2016-07-07,67942
2016-07-08,68164
2016-07-09,67952
2016-07-10,67325
2016-07-11,66863
2016-07-12,66693
2016-07-13,67967
2016-07-14,68474
2016-07-15,68224
2016-07-16,68324
2016-07-17,68166
2016-07-18,67859
2016-07-23,67855
2016-07-24,68136
2016-07-25,67121
2016-07-26,66542
2016-07-27,67296
2016-07-28,67085
2016-07-29,68025
2016-07-30,68723
2016-07-31,68499
2016-08-01,67937
2016-08-02,68137
2016-08-03,68316
2016-08-04,68074
2016-08-05,68304
2016-08-06,68209
2016-08-07,67562
2016-08-08,67327
2016-08-09,66890
2016-08-10,66760
2016-08-11,67466
2016-08-12,67053
2016-08-13,67564
2016-08-14,67665
2016-08-15,67831
2016-08-16,67423
2016-08-17,67155
2016-08-18,66955
2016-08-19,67223
2016-08-20,67323
2016-08-21,67373
2016-08-22,67351
2016-08-23,67339
2016-08-24,67492
2016-08-25,67585
2016-08-26,67915
2016-08-28,67881
2016-08-31,68223
2016-09-01,68655
2016-09-02,68474
2016-09-03,68713
2016-09-04,68851
2016-09-05,68198
2016-09-06,68204
2016-09-07,67819
2016-09-08,68116
2016-09-09,68802
2016-09-10,68511
2016-09-11,68569
2016-09-12,68350
2016-09-13,68126
2016-09-14,68220
2016-09-15,68354
2016-09-16,68230
2016-09-17,68145
2016-09-18,68043
2016-09-19,67023
2016-09-20,66461
2016-09-21,67158
2016-09-22,67508
2016-09-23,67984
2016-09-24,67162
2016-09-25,67645
2016-09-26,68503
2016-09-27,68316
2016-09-28,67838
2016-09-29,67354
2016-09-30,67930
2016-10-01,68351
2016-10-02,68611
2016-10-03,68406
2016-10-04,67691
2016-10-05,67849
2016-10-06,68561
2016-10-07,68547
2016-10-08,67962
2016-10-09,67581
2016-10-10,67837
2016-10-11,68382
2016-10-12,68302
2016-10-13,67932
2016-10-14,68191
2016-10-15,68037
2016-10-16,68376
2016-10-17,68142
2016-10-18,67935
2016-10-19,68293
2016-10-20,69230
2016-10-21,68647
2016-10-22,68510
2016-10-23,68274
2016-10-24,68251
2016-10-25,68252
2016-10-26,68390
2016-10-27,68002
2016-10-28,67803
2016-10-29,67819
2016-10-30,67685
2016-10-31,68042
2016-11-01,68054
2016-11-02,68438
2016-11-03,68451
2016-11-04,68413
2016-11-05,68051
2016-11-06,68093
2016-11-07,67923
2016-11-08,67850
2016-11-09,68044
2016-11-10,67628
2016-11-11,67757
2016-11-12,68164
2016-11-13,67962
2016-11-14,67627
2016-11-15,67230
2016-12-07,68190
2016-12-08,68145
2016-12-09,68415
2016-12-10,68199
2016-12-11,68188
2016-12-12,67782
2016-12-13,67614
2016-12-14,67581
2016-12-15,67589
2016-12-16,67823
2016-12-17,68307
2016-12-18,68052
2016-12-19,67959
2016-12-20,68011
2016-12-21,67985
2016-12-22,68194
2016-12-23,68360
2016-12-24,68243
2016-12-25,68453
2016-12-26,68149
2016-12-27,68063
2016-12-28,68022
2016-12-29,68989
2016-12-30,68636
2016-12-31,67976
2017-01-01,67696
2017-01-02,67583
2017-01-03,67527
2017-01-04,66765
2017-01-05,65583
2017-01-06,66522
2017-01-07,67355
2017-01-08,67525
2017-01-09,67641
2017-01-10,67666
2017-01-11,67773
2017-01-12,67783
2017-01-13,67387
2017-01-14,69088
2017-01-15,68371
2017-01-16,68157
2017-01-17,67875
2017-01-18,68082
2017-01-19,68189
2017-01-20,68703
2017-01-21,68778
2017-01-22,68064
2017-01-23,68066
2017-01-27,67757
2017-01-28,68488
2017-01-29,68111
2017-01-30,67981
2017-01-31,68183
2017-02-01,68609
2017-02-02,68428
2017-02-03,68805
2017-02-04,67885
2017-02-05,68204
2017-02-06,68028
2017-02-07,68201
2017-02-08,68392
2017-02-09,68389
2017-02-10,68312
2017-02-11,67937
2017-02-12,67675
2017-02-13,67929
2017-02-14,67705
2017-02-15,68135
2017-02-16,68051
2017-02-18,67794
2017-02-19,67897
2017-02-20,67865
2017-02-21,68207
2017-02-22,68574
2017-02-23,68558
2017-02-24,69210
2017-02-25,68486
2017-02-26,68078
2017-02-27,68533
2017-02-28,68645
2017-03-01,68322
2017-03-02,68680
2017-03-03,68340
2017-03-04,68507
2017-03-05,68219
2017-03-06,68206
2017-03-07,68315
2017-03-08,69300
2017-03-09,68343
2017-03-10,68180
2017-03-11,68270
2017-03-12,68308
2017-03-13,68231
2017-03-14,68076
2017-03-15,66978
2017-03-16,66868
2017-03-17,67123
2017-03-18,67761
2017-03-19,67956
2017-03-20,67988
2017-03-21,68386
2017-03-22,68633
2017-03-23,68449
2017-03-24,68318
2017-03-25,68362
2017-03-26,68317
2017-03-27,68548
2017-03-28,68464
2017-03-29,68274
2017-03-30,68344
2017-03-31,68359
2017-04-01,68348
2017-04-02,68492
2017-04-03,68604
2017-04-04,68428
2017-04-12,69073
2017-04-13,69257
2017-04-14,68676
2017-04-15,68482
2017-04-16,68452
2017-04-17,68392
2017-04-18,68358
2017-04-19,68352
2017-04-20,67652
2017-04-21,66978
2017-04-22,66350
2017-04-23,65069
2017-04-24,64362
2017-04-25,63640
2017-04-26,63187
2017-04-27,64031
2017-04-28,65720
2017-04-29,66898
2017-04-30,66984
2017-05-01,67092
2017-05-02,67436
2017-05-03,67957
2017-05-04,67470
2017-05-05,67261
2017-05-06,67294
2017-05-07,66890
2017-05-08,67252
2017-05-09,67074
2017-05-10,67407
2017-05-11,67322
2017-05-12,67660
2017-05-13,67622
2017-05-14,67511
2017-05-15,66757
2017-05-16,67055
2017-05-17,67804
2017-05-18,68277
2017-05-19,68286
2017-05-20,67771
2017-05-21,67339
2017-05-22,67929
2017-05-23,68075
2017-05-24,68971
2017-05-25,65555
2017-05-26,62683
2017-05-27,60225
2017-05-28,59687
2017-05-29,59740
2017-05-30,59598
2017-05-31,59642
2017-06-01,59861
2017-06-02,59876
2017-06-03,59585
2017-06-04,59497
2017-06-05,59554
2017-06-06,59663
2017-06-07,59921
2017-06-08,59817
2017-06-09,59631
2017-06-10,59589
2017-06-11,59701
2017-06-12,59637
2017-06-13,59680
2017-06-14,59796
2017-06-15,60010
2017-06-16,60231
2017-06-17,59947
2017-06-18,59893
2017-06-19,59843
2017-06-20,59800
2017-06-21,59736
2017-06-22,59670
2017-06-23,59573
2017-06-24,59665
2017-06-25,59704
2017-06-26,59664
2017-06-27,59716
2017-06-28,59540
2017-06-29,59640
2017-06-30,59736
2017-07-01,59765
2017-07-02,59613
2017-07-03,59506
2017-07-04,59496
2017-07-05,59516
2017-07-06,59229
2017-07-07,59344
2017-07-08,59450
2017-07-13,59328
2017-07-14,59519
2017-07-15,59441
2017-07-16,59506
2017-07-17,59485
2017-07-18,59542
2017-07-19,59620
2017-07-20,59704
2017-07-21,60650
2017-07-22,60043
2017-07-23,59684
2017-07-24,59726
2017-07-25,59743
2017-07-26,59742
2017-07-27,59739
2017-07-28,59743
2017-07-29,59748
2017-07-30,59684
2017-07-31,59749
2017-08-01,59698
2017-08-02,59694
2017-08-03,59902
2017-08-04,61406
2017-08-05,60859
2017-08-06,60148
2017-08-09,59654
2017-08-10,59723
2017-08-11,59825
2017-08-12,59674
2017-08-13,59655
2017-08-14,59748
2017-08-15,59681
2017-08-16,59847
2017-08-17,60292
2017-08-18,60121
2017-08-19,60017
2017-08-20,59891
2017-08-21,59701
2017-08-22,59628
2017-08-23,59663
2017-08-24,60303
2017-08-25,59927
2017-08-26,59995
2017-08-27,59592
2017-08-28,59605
2017-08-29,59481
2017-08-30,59872
2017-08-31,59845
2017-09-01,59697
2017-09-03,59799
2017-09-04,59925
2017-09-05,59844
2017-09-06,59598
2017-09-07,59793
2017-09-08,59943
2017-09-09,59898
2017-09-10,59643
2017-09-11,59720
2017-09-12,59694
2017-09-13,59751
2017-09-14,60166
2017-09-15,60015
2017-09-16,59965
2017-09-17,59776
2017-09-18,59697
2017-09-19,59649
2017-09-20,59715
2017-09-21,59908
2017-09-22,59795
2017-09-23,59792
2017-09-24,59989
2017-09-25,59765
2017-09-26,59896
2017-09-27,59818
2017-09-28,59730
2017-09-29,59727
2017-09-30,59698
2017-10-01,59641
2017-10-02,59674
2017-10-03,59604
2017-10-04,59440
2017-10-05,59543
2017-10-06,59615
2017-10-07,59506
2017-10-08,59367
2017-10-09,59415
2017-10-10,59481
2017-10-11,59447
2017-10-12,59526
2017-10-13,59592
2017-10-14,59546
2017-10-15,59544
2017-10-16,59594
2017-10-17,59711
2017-10-18,59638
2017-10-19,59688
2017-10-20,59661
2017-10-21,59688
2017-10-22,59596
2017-10-23,59549
2017-10-24,59609
2017-10-25,59539
2017-10-26,59609
2017-10-27,59960
2017-10-28,60678
2017-10-29,59635
2017-10-30,59595
2017-10-31,59767
2017-11-01,59542
2017-11-02,60028
2017-11-03,61174
2017-11-04,60277
2017-11-05,59062
2017-11-06,59590
2017-11-07,59670
2017-11-08,59622
2017-11-09,59606
2017-11-10,59633
2017-11-11,59827
2017-11-12,59787
2017-11-13,59811
2017-11-14,59533
2017-11-15,59627
2017-11-16,59594
2017-11-17,59615
2017-11-18,59606
2017-11-19,59678
2017-11-20,59700
2017-11-21,59708
2017-11-22,59670
2017-11-23,59596
2017-11-24,59657
2017-11-25,59641
2017-11-26,59847
2017-11-27,59632
2017-11-28,59891
2017-11-29,59808
2017-11-30,59921
2017-12-01,59903
2017-12-02,59741
2017-12-03,59642
2017-12-04,59608
2017-12-05,59783
2017-12-06,59750
2017-12-07,59729
2017-12-08,59594
2017-12-09,59694
2017-12-10,59893
2017-12-11,59773
2017-12-12,59788
2017-12-13,59905
2017-12-14,59942
2017-12-15,59560
2017-12-16,59531
2017-12-17,59589
2017-12-18,59587
2017-12-19,59545
2017-12-20,59405
2017-12-21,59640
2017-12-22,59790
2017-12-23,59640
2017-12-24,59581
2017-12-25,59788
2017-12-26,59595
2017-12-27,59683
2017-12-28,59618
2017-12-29,59643
2017-12-30,59637
2017-12-31,59631
2018-01-01,59639
2018-01-02,59731
2018-01-03,59607
2018-01-04,59363
2018-01-05,59565
2018-01-06,59578
2018-01-07,59581
2018-01-08,59369
2018-01-09,59597
2018-01-10,59569
2018-01-11,59631
2018-01-12,59580
2018-01-13,59603
2018-01-14,59425
2018-01-15,59536
2018-01-16,59602
2018-01-17,59661
2018-01-18,59718
2018-01-19,59668
2018-01-20,59630
2018-01-21,59602
2018-01-22,59672
2018-01-23,59659
2018-01-25,59658
2018-01-26,59664
2018-01-27,59615
2018-01-28,59640
2018-01-29,59665
2018-01-30,59662
2018-01-31,59665
2018-02-01,59700
2018-02-02,59710
2018-02-03,59641
2018-02-04,59629
2018-02-05,59605
2018-02-06,59641
2018-02-07,59667
2018-02-08,59660
2018-02-09,59645
2018-02-10,59622
2018-02-11,59704
2018-02-12,59670
2018-02-13,59644
2018-02-14,59797
2018-02-15,59772
2018-02-16,59755
2018-02-17,59685
2018-02-18,59664
2018-02-19,59697
2018-02-20,59687
2018-02-21,59761
2018-02-22,59717
2018-02-23,59681
2018-02-24,59639
2018-02-25,59690
2018-02-26,59677
2018-02-27,59765
2018-02-28,59756
2018-03-01,59705
2018-03-02,59848
2018-03-03,59784
2018-03-04,59661
2018-03-05,59669
2018-03-06,60320
2018-03-07,59700
2018-03-09,59674
2018-03-10,59665
2018-03-11,59638
2018-03-12,59648
2018-03-13,59676
2018-03-14,59693
2018-03-15,59708
2018-03-16,59702
2018-03-17,59708
2018-03-18,59691
2018-03-20,59879
2018-03-21,60700
2018-03-23,60328
2018-03-24,60217
2018-03-25,59799
2018-03-26,59649
2018-03-27,59475
2018-03-28,59559
2018-03-29,59572
2018-03-30,59624
2018-03-31,59598
2018-04-01,59617
2018-04-02,59645
2018-04-03,59625
2018-04-04,59614
2018-04-05,59690
2018-04-06,59691
2018-04-07,59650
2018-04-08,59665
2018-04-09,59622
2018-04-10,59563
2018-04-11,59561
2018-04-12,59605
2018-04-13,59605
2018-04-14,59614
2018-04-15,59610
2018-04-16,59601
2018-04-17,59613
2018-04-18,59671
2018-04-19,59671
2018-04-20,60001
2018-04-21,60171
2018-04-22,59781
2018-04-23,59939
2018-04-24,59744
2018-04-25,59698
2018-04-26,59678
2018-04-27,59660
2018-04-28,59589
2018-04-29,59667
2018-04-30,59654
2018-05-01,59681
2018-05-03,59631
2018-05-04,59651
2018-05-05,59682
2018-05-07,59689
2018-05-08,59676
2018-05-09,59661
2018-05-10,59659
2018-05-11,59671
2018-05-12,59603
2018-05-13,59448
2018-05-14,59583
2018-05-15,59608
2018-05-16,59636
2018-05-17,59687
2018-05-18,59663
2018-05-19,59989
2018-05-20,59758
2018-05-21,59830
2018-05-22,59740
2018-05-23,59649
2018-05-24,59684
2018-05-25,59642
2018-05-26,59903
2018-05-27,60024
2018-05-28,59850
2018-05-29,59684
2018-05-30,59893
2018-05-31,59761
2018-06-01,59635
2018-06-02,59647
2018-06-03,59660
2018-06-04,59685
2018-06-05,59697
2018-06-06,59677
2018-06-07,59594
2018-06-08,59651
2018-06-09,59641
2018-06-10,59613
2018-06-11,59591
2018-06-12,59669
2018-06-13,59593
2018-06-14,59610
2018-06-15,59565
2018-06-16,59645
2018-06-17,59671
2018-06-18,59636
2018-06-19,59694
2018-06-20,59673
2018-06-21,59851
2018-06-22,59760
2018-06-23,59688
2018-06-24,59658
2018-06-25,59679
2018-06-26,59654
2018-06-27,59606
2018-06-28,59644
2018-06-29,59993
2018-06-30,60405
2018-07-01,59919
2018-07-02,59748
2018-07-03,59836
2018-07-04,59716
2018-07-05,60300
2018-07-06,59826
2018-07-07,59805
2018-07-08,59918
2018-07-09,59731
2018-07-10,59680
2018-07-11,59696
2018-07-12,59785
2018-07-13,59711
2018-07-14,59815
2018-07-15,59595
2018-07-16,59641
2018-07-17,59703
2018-07-18,59707
2018-07-19,59726
2018-07-20,59614
2018-07-21,59678
2018-07-22,59698
2018-07-23,59682
2018-07-24,59653
2018-07-25,59693
2018-07-26,59725
2018-07-27,59686
2018-07-28,59698
2018-07-29,59652
2018-07-30,59736
2018-07-31,59737
2018-08-01,59652
2018-08-02,59692
2018-08-03,59702
2018-08-04,59687
2018-08-05,59711
2018-08-06,59710
2018-08-07,59691
2018-08-08,59698
2018-08-09,59747
2018-08-10,59743
2018-08-11,59823
2018-08-12,60284
2018-08-14,59710
2018-08-16,59714
2018-08-17,59710
2018-08-18,59738
2018-08-19,59729
2018-08-20,59698
2018-08-21,59653
2018-08-22,59658
2018-08-23,59690
2018-08-24,59700
2018-08-25,59687
2018-08-26,59694
2018-08-27,59840
2018-08-28,59813
2018-08-29,59702
2018-08-30,59719
2018-08-31,59805
2018-09-01,59880
2018-09-02,60736
2018-09-03,60027
2018-09-04,59704
2018-09-05,59688
2018-09-06,59647
2018-09-07,59654
2018-09-08,59642
2018-09-09,59686
2018-09-10,59685
2018-09-11,59641
2018-09-12,59687
2018-09-13,59683
2018-09-14,59690
2018-09-15,59682
2018-09-16,59711
2018-09-17,59693
2018-09-18,59677
2018-09-19,59645
2018-09-20,59689
2018-09-21,59717
2018-09-22,59680
2018-09-23,59533
2018-09-24,59714
2018-09-25,59721
2018-09-26,59683
2018-09-27,59872
2018-09-28,59843
2018-09-29,59730
2018-09-30,59764
2018-10-01,59688
2018-10-02,59697
2018-10-03,59658
2018-10-04,59665
2018-10-05,59702
2018-10-06,59668
2018-10-07,59688
2018-10-08,59697
2018-10-09,59696
2018-10-10,59698
2018-10-11,59727
2018-10-12,59689
2018-10-13,59684
2018-10-14,59706
2018-10-15,59651
2018-10-16,59651
2018-10-17,59676
2018-10-18,59672
2018-10-19,59689
2018-10-20,59659
2018-10-21,59698
2018-10-22,59668
2018-10-23,59686
2018-10-24,59671
2018-10-25,59673
2018-10-26,59656
2018-10-27,59673
2018-10-28,59671
2018-10-29,59653
2018-10-30,59698
2018-10-31,59693
2018-11-01,59712
2018-11-03,59707
2018-11-04,59778
2018-11-05,59741
2018-11-06,60361
2018-11-07,60170
2018-11-08,60026
2018-11-09,59813
2018-11-10,59953
2018-11-11,59760
2018-11-12,59835
2018-11-13,59774
2018-11-14,59756
2018-11-15,59715
2018-11-16,59727
2018-11-17,59674
2018-11-18,59678
2018-11-19,59654
2018-11-20,59716
2018-11-21,59680
2018-11-22,59694
2018-11-23,59619
2018-11-24,59672
2018-11-25,59686
2018-11-26,59727
2018-11-27,59708
2018-11-28,59710
2018-11-29,59677
2018-12-01,59676
2018-12-02,59712
2018-12-03,59667
2018-12-04,59685
2018-12-05,59684
2018-12-07,59746
2018-12-09,59655
2018-12-10,59681
2018-12-11,59714
2018-12-12,59953
2018-12-13,59944
2018-12-14,59724
2018-12-15,60708
2018-12-16,60025
2018-12-17,59681
2018-12-18,59668
2018-12-19,59665
2018-12-20,59680
2018-12-21,59705
2018-12-22,59678
2018-12-23,59707
2018-12-24,59722
2018-12-25,60324
2018-12-26,59947
2018-12-27,59791
2018-12-28,59604
2018-12-29,59639
2018-12-30,59691
2018-12-31,59691
2019-01-01,59663
2019-01-02,59620
2019-01-03,59688
2019-01-04,59697
2019-01-05,59686
2019-01-06,59679
2019-01-08,59668
2019-01-10,59632
2019-01-11,59657
2019-01-12,59614
2019-01-13,59611
2019-01-14,59683
2019-01-15,59609
2019-01-16,59662
2019-01-17,59669
2019-01-18,59615
2019-01-19,59635
2019-01-20,59649
2019-01-21,59647
2019-01-22,59693
2019-01-23,59651
2019-01-24,59683
2019-01-25,59704
2019-01-26,59703
2019-01-27,59660
2019-01-28,59659
2019-01-29,59690
2019-01-30,59683
2019-01-31,59666
2019-02-01,59707
2019-02-02,59654
2019-02-03,59731
2019-02-04,59666
2019-02-05,59698
2019-02-06,59681
2019-02-07,59708
2019-02-08,59631
2019-02-09,59702
2019-02-10,59683
2019-02-11,59670
2019-02-12,59702
2019-02-13,59702
2019-02-14,59706
2019-02-15,59659
2019-02-16,59622
2019-02-17,59661
2019-02-18,59710
2019-02-19,59687
2019-02-20,59727
2019-02-21,59701
2019-02-22,59642
2019-02-23,59686
2019-02-24,59548
2019-02-25,59674
2019-02-26,59749
2019-02-27,59678
2019-02-28,59642
2019-03-01,59690
2019-03-02,59956
2019-03-03,60017
2019-03-04,59719
2019-03-05,59700
2019-03-06,59715
2019-03-07,59730
2019-03-08,59729
2019-03-09,59949
2019-03-10,60212
2019-03-11,59664
2019-03-12,59670
2019-03-13,59706
2019-03-14,59666
2019-03-15,59725
2019-03-16,59678
2019-03-17,59630
2019-03-18,59675
2019-03-19,59697
2019-03-20,59697
2019-03-21,59714
2019-03-22,59714
2019-03-23,59674
2019-03-24,59682
2019-03-25,59727
2019-03-26,59695
2019-03-27,59707
2019-03-28,59647
2019-03-29,59709
