date_obj,Green%20dragon%20mask price
2019-03-27,5951
2019-03-28,5895
2019-03-29,5666
2019-03-30,5666
2019-03-31,5744
2019-04-01,5792
2019-04-02,5943
2019-04-03,5867
2019-04-04,5807
2019-04-05,5806
2019-04-06,5802
2019-04-07,5769
2019-04-08,5871
2019-04-09,6044
2019-04-10,6117
2019-04-11,5932
2019-04-12,5873
2019-04-13,5868
2019-04-14,5799
2019-04-15,5837
2019-04-16,5829
2019-04-17,5795
2019-04-18,5719
2019-04-19,5685
2019-04-20,5676
2019-04-21,5676
2019-04-22,5660
2019-04-23,5578
2019-04-24,5644
2019-04-25,5774
2019-04-26,5755
2019-04-27,5755
2019-04-28,5795
2019-04-29,5737
2019-04-30,5661
2019-05-01,5661
2019-05-02,5665
2019-05-03,5701
2019-05-04,5655
2019-05-05,5699
2019-05-06,5797
2019-05-07,5615
2019-05-08,5641
2019-05-09,5641
2019-05-10,5792
2019-05-11,5705
2019-05-12,5763
2019-05-13,5880
2019-05-14,5718
2019-05-15,5718
2019-05-16,5788
2019-05-17,5788
2019-05-18,5885
2019-05-19,6074
2019-05-20,6065
2019-05-21,5936
2019-05-22,5767
2019-05-23,5906
2019-05-24,5906
2019-05-25,5980
2019-05-26,5952
2019-05-27,5825
2019-05-28,5803
2019-05-29,5721
2019-05-30,5722
2019-05-31,5722
2019-06-01,5775
2019-06-02,5768
2019-06-03,5689
2019-06-04,5719
2019-06-05,5592
2019-06-06,5717
2019-06-07,5875
2019-06-08,5726
2019-06-09,5800
2019-06-10,5800
2019-06-11,5774
2019-06-12,5796
2019-06-13,5787
2019-06-14,5788
2019-06-15,5788
2019-06-16,5784
2019-06-17,5808
2019-06-18,5808
2019-06-19,5856
2019-06-20,5723
2019-06-21,5741
2019-06-22,5741
2019-06-23,5802
2019-06-24,5880
2019-06-25,5998
2019-06-26,5998
2019-06-27,6008
2019-06-28,6008
2019-06-29,5808
2019-06-30,5825
2019-07-01,5825
2019-07-02,5916
2019-07-03,5849
2019-07-04,5795
2019-07-05,5636
2019-07-06,5766
2019-07-07,5629
2019-07-08,5629
2019-07-09,5670
2019-07-10,5684
2019-07-11,5702
2019-07-12,5660
2019-07-13,5660
2019-07-14,5668
2019-07-15,5668
2019-07-16,5743
2019-07-17,5699
2019-07-18,5807
2019-07-19,5807
2019-07-20,5834
2019-07-21,5898
2019-07-22,6020
2019-07-23,6129
2019-07-24,6129
2019-07-25,6142
2019-07-26,6142
2019-07-27,6146
2019-07-28,6217
2019-07-29,6130
2019-07-30,6096
2019-07-31,6092
2019-08-01,6092
2019-08-02,6154
2019-08-03,6196
2019-08-04,6196
2019-08-05,6113
2019-08-06,6113
2019-08-07,6109
2019-08-08,6109
2019-08-09,6133
2019-08-10,6215
2019-08-11,6215
2019-08-12,6313
2019-08-13,6313
2019-08-14,6341
2019-08-15,6348
2019-08-16,6347
2019-08-17,6139
2019-08-18,6080
2019-08-19,6104
2019-08-20,6104
2019-08-21,6121
2019-08-22,6315
2019-08-23,6315
2019-08-24,6284
2019-08-24,6284
2019-08-25,6284
2019-08-25,6284
2019-08-26,6130
2019-08-26,6130
2019-08-27,6130
2019-08-27,6130
2019-08-28,5975
2019-08-29,5975
2019-08-30,6009
2019-08-31,6009
2019-09-01,5904
2019-09-02,5904
2019-09-03,5891
2019-09-04,5806
2019-09-05,5760
2019-09-06,5760
2019-09-07,5777
2019-09-08,5640
2019-09-09,5640
2019-09-10,5706
2019-09-11,5869
2019-09-12,5869
2019-09-13,5787
2019-09-14,5628
2019-09-15,5536
2019-09-16,5478
2019-09-17,5631
2019-09-18,5745
2019-09-19,5745
2019-09-20,5644
2019-09-21,5687
2019-09-22,5687
2019-09-23,5628
2019-09-24,5628
2019-09-25,5717
2019-09-26,5829
2019-09-27,5829
2019-09-28,5744
2019-09-29,5744
2019-09-30,5699
2019-10-01,5616
2019-10-02,5616
2019-10-03,5561
2019-10-04,5561
2019-10-05,5478
2019-10-06,5582
2019-10-07,5582
2019-10-08,5522
2019-10-09,5522
2019-10-10,5606
2019-10-11,5606
2019-10-12,5761
2019-10-13,5786
2019-10-14,5704
2019-10-15,5704
2019-10-16,5778
2019-10-17,5778
2019-10-18,5932
2019-10-19,6056
2019-10-20,6165
2019-10-21,6165
2019-10-22,6349
2019-10-23,6349
2019-10-24,6408
2019-10-25,6246
2019-10-26,6181
2019-10-27,6181
2019-10-28,6303
2019-10-29,6303
2019-10-30,6436
2019-10-31,6625
2019-11-01,6625
2019-11-02,6599
2019-11-03,6599
2019-11-04,6694
2019-11-05,6694
2019-11-06,6688
2019-11-07,6688
2019-11-08,6597
2019-11-09,6325
2019-11-10,6101
2019-11-11,6101
2019-11-12,5995
2019-11-13,5995
2019-11-14,5877
2019-11-15,5738
2019-11-16,5674
2019-11-17,5674
2019-11-18,5782
2019-11-19,5782
2019-11-20,5945
2019-11-21,5945
2019-11-22,6080
2019-11-23,6164
2019-11-24,6164
2019-11-25,6229
2019-11-26,6340
2019-11-27,6340
2019-11-28,6169
2019-11-29,6169
2019-11-30,6032
2019-12-01,6032
2019-12-02,5839
2019-12-03,5839
2019-12-04,5698
2019-12-05,5698
2019-12-06,5770
2019-12-07,5770
2019-12-08,5636
2019-12-09,5636
2019-12-10,5486
2019-12-11,5486
2019-12-12,5460
2019-12-13,5460
2019-12-14,5576
2019-12-15,5632
2019-12-16,5632
2019-12-17,5681
2019-12-18,5681
2019-12-19,5854
2019-12-20,5854
2019-12-21,5993
2019-12-22,5893
2019-12-23,5893
2019-12-24,6038
2019-12-25,5959
2019-12-26,5959
2019-12-27,6057
2019-12-28,6100
2019-12-29,6100
2019-12-30,5980
2019-12-31,5980
2020-01-01,5738
2020-01-02,5530
2020-01-03,5530
2020-01-04,5438
2020-01-05,5461
2020-01-06,5461
2020-01-07,5498
2020-01-08,5498
2020-01-09,5545
2020-01-10,5469
2020-01-11,5502
2020-01-12,5487
2020-01-13,5487
2020-01-14,5500
2020-01-15,5564
2020-01-16,5564
2020-01-17,5543
2020-01-18,5543
2020-01-19,5563
2020-01-20,5563
2020-01-21,5550
2020-01-22,5585
2020-01-23,5634
2020-01-24,5634
2020-01-25,5654
2020-01-26,5643
2020-01-27,5643
2020-01-28,5659
2020-01-29,5560
2020-01-30,5560
2020-01-31,5641
2020-02-01,5641
2020-02-02,5706
2020-02-03,5706
2020-02-04,5687
2020-02-05,5687
2020-02-06,5693
2020-02-07,5693
2020-02-08,5707
2020-02-09,5707
2020-02-10,5733
2020-02-11,5733
2020-02-12,5755
2020-02-13,5755
2020-02-14,5770
2020-02-15,5770
2020-02-16,5698
2020-02-17,5665
2020-02-18,5612
2020-02-19,5612
2020-02-20,5592
2020-02-21,5592
2020-02-22,5503
2020-02-23,5503
2020-02-24,5603
2020-02-25,5603
2020-02-26,5590
2020-02-27,5517
2020-02-28,5466
2020-02-29,5466
2020-03-01,5401
2020-03-02,5401
2020-03-03,5232
2020-03-04,5232
2020-03-05,5164
2020-03-06,5209
2020-03-07,5209
2020-03-08,5104
2020-03-09,5222
2020-03-10,5340
2020-03-11,5340
2020-03-12,5372
2020-03-13,5372
2020-03-14,5500
2020-03-15,5500
2020-03-16,5655
2020-03-17,5708
2020-03-18,5708
2020-03-19,5672
2020-03-20,5864
2020-03-21,5860
2020-03-22,5836
2020-03-23,5863
2020-03-24,5745
2020-03-25,5719
2020-03-26,5599
2020-03-27,5609
2020-03-28,5545
2020-03-29,5636
2020-03-30,5657
2020-03-31,5719
2020-04-01,5657
2020-04-02,5496
2020-04-03,5496
2020-04-04,5342
2020-04-05,5308
2020-04-06,5364
2020-04-07,5436
2020-04-08,5471
2020-04-09,5360
2020-04-10,5360
2020-04-11,5500
2020-04-12,5528
2020-04-13,5517
2020-04-14,5531
2020-04-15,5508
2020-04-16,5508
2020-04-17,5593
2020-04-18,5564
2020-04-19,5571
2020-04-20,5616
2020-04-21,5582
2020-04-22,5544
2020-04-23,5452
2020-04-24,5388
2020-04-25,5468
2020-04-26,5549
2020-04-27,5662
2020-04-28,5579
2020-04-29,5631
2020-04-30,5599
2020-05-01,5643
2020-05-02,5592
2020-05-03,5554
2020-05-04,5495
2020-05-05,5435
2020-05-06,5487
2020-05-07,5504
2020-05-08,5568
2020-05-09,5556
2020-05-10,5430
2020-05-11,5245
2020-05-12,5350
2020-05-13,5528
