date_obj,Red%20dye price
2017-01-19,504
2017-01-20,528
2017-01-21,545
2017-01-22,562
2017-01-27,622
2017-01-28,636
2017-01-29,658
2017-01-30,674
2017-01-31,692
2017-02-01,713
2017-02-02,734
2017-02-03,749
2017-02-04,759
2017-02-05,738
2017-02-06,703
2017-02-07,708
2017-02-08,717
2017-02-09,714
2017-02-10,735
2017-02-11,728
2017-02-12,714
2017-02-13,727
2017-02-14,705
2017-02-15,669
2017-02-16,650
2017-02-18,610
2017-02-19,619
2017-02-20,612
2017-02-21,585
2017-02-22,565
2017-02-23,536
2017-02-24,513
2017-02-25,506
2017-02-26,507
2017-02-27,524
2017-02-28,541
2017-03-01,569
2017-03-02,577
2017-03-03,606
2017-03-04,630
2017-03-05,644
2017-03-06,644
2017-03-07,669
2017-03-08,665
2017-03-09,682
2017-03-10,686
2017-03-11,679
2017-03-12,695
2017-03-13,701
2017-03-14,700
2017-03-15,691
2017-03-16,685
2017-03-17,700
2017-03-18,693
2017-03-19,703
2017-03-20,717
2017-03-21,735
2017-03-22,762
2017-03-23,756
2017-03-24,758
2017-03-25,753
2017-03-26,734
2017-03-27,697
2017-03-28,662
2017-03-29,653
2017-03-30,645
2017-03-31,644
2017-04-01,643
2017-04-02,623
2017-04-03,635
2017-04-04,661
2017-04-12,747
2017-04-13,720
2017-04-14,684
2017-04-15,683
2017-04-16,656
2017-04-17,658
2017-04-18,639
2017-04-19,622
2017-04-20,607
2017-04-21,583
2017-04-22,584
2017-04-23,557
2017-04-24,536
2017-04-25,536
2017-04-26,541
2017-04-27,559
2017-04-28,576
2017-04-29,596
2017-04-30,604
2017-05-01,616
2017-05-02,620
2017-05-03,646
2017-05-04,670
2017-05-05,699
2017-05-06,714
2017-05-07,702
2017-05-08,703
2017-05-09,706
2017-05-10,730
2017-05-11,716
2017-05-12,703
2017-05-13,687
2017-05-14,687
2017-05-15,691
2017-05-16,696
2017-05-17,678
2017-05-18,653
2017-05-19,621
2017-05-20,621
2017-05-21,590
2017-05-22,564
2017-05-23,539
2017-05-24,547
2017-05-25,575
2017-05-26,587
2017-05-27,612
2017-05-28,620
2017-05-29,634
2017-05-30,602
2017-05-31,571
2017-06-01,542
2017-06-02,514
2017-06-03,492
2017-06-06,519
2017-06-07,504
2017-06-08,512
2017-06-09,513
2017-06-10,509
2017-06-11,521
2017-06-12,523
2017-06-13,522
2017-06-14,528
2017-06-15,541
2017-06-16,559
2017-06-17,579
2017-06-18,584
2017-06-19,554
2017-06-20,528
2017-06-21,522
2017-06-22,515
2017-06-23,503
2017-06-24,491
2017-06-25,487
2017-06-26,472
2017-06-27,462
2017-06-28,452
2017-06-29,443
2017-06-30,450
2017-07-01,461
2017-07-02,468
2017-07-03,467
2017-07-04,448
2017-07-05,427
2017-07-06,424
2017-07-07,422
2017-07-08,432
2017-07-13,438
2017-07-14,431
2017-07-15,433
2017-07-16,445
2017-07-17,433
2017-07-18,435
2017-07-19,448
2017-07-20,432
2017-07-21,439
2017-07-22,438
2017-07-23,444
2017-07-24,445
2017-07-25,446
2017-07-26,426
2017-07-27,410
2017-07-28,420
2017-07-29,420
2017-07-30,428
2017-07-31,426
2017-08-01,427
2017-08-02,442
2017-08-03,457
2017-08-04,466
2017-08-05,469
2017-08-06,479
2017-08-09,466
2017-08-10,470
2017-08-11,467
2017-08-12,467
2017-08-13,479
2017-08-14,493
2017-08-15,484
2017-08-16,494
2017-08-17,496
2017-08-18,503
2017-08-19,479
2017-08-20,463
2017-08-22,418
2017-08-23,406
2017-08-24,386
2017-08-25,376
2017-08-26,386
2017-08-27,384
2017-08-28,389
2017-08-29,386
2017-08-30,398
2017-08-31,404
2017-09-01,412
2017-09-02,411
2017-09-03,418
2017-09-04,419
2017-09-05,405
2017-09-06,407
2017-09-07,406
2017-09-08,400
2017-09-09,395
2017-09-10,391
2017-09-11,393
2017-09-12,376
2017-09-13,372
2017-09-14,389
2017-09-15,408
2017-09-16,413
2017-09-17,416
2017-09-19,443
2017-09-20,424
2017-09-21,415
2017-09-22,402
2017-09-23,387
2017-09-24,393
2017-09-25,407
2017-09-26,426
2017-09-27,424
2017-09-28,432
2017-09-29,420
2017-09-30,426
2017-10-01,446
2017-10-02,441
2017-10-03,429
2017-10-04,448
2017-10-05,449
2017-10-06,439
2017-10-07,438
2017-10-08,426
2017-10-09,419
2017-10-10,399
2017-10-11,410
2017-10-12,418
2017-10-13,420
2017-10-14,416
2017-10-15,396
2017-10-16,394
2017-10-17,399
2017-10-18,410
2017-10-19,429
2017-10-20,451
2017-10-21,458
2017-10-22,466
2017-10-23,470
2017-10-24,489
2017-10-25,468
2017-10-26,455
2017-10-27,462
2017-10-28,471
2017-10-29,468
2017-10-30,468
2017-10-31,473
2017-11-01,449
2017-11-02,426
2017-11-03,404
2017-11-04,389
2017-11-05,390
2017-11-06,395
2017-11-07,401
2017-11-08,414
2017-11-09,415
2017-11-10,411
2017-11-11,426
2017-11-12,434
2017-11-13,429
2017-11-14,425
2017-11-15,421
2017-11-16,439
2017-11-17,452
2017-11-18,435
2017-11-19,446
2017-11-20,436
2017-11-21,439
2017-11-22,429
2017-11-23,424
2017-11-24,416
2017-11-25,416
2017-11-26,434
2017-11-27,438
2017-11-28,439
2017-11-29,433
2017-11-30,422
2017-12-01,421
2017-12-02,443
2017-12-03,459
2017-12-04,466
2017-12-05,469
2017-12-06,466
2017-12-07,458
2017-12-08,471
2017-12-09,479
2017-12-10,484
2017-12-11,479
2017-12-12,460
2017-12-14,441
2017-12-15,429
2017-12-16,421
2017-12-17,417
2017-12-18,416
2017-12-19,411
2017-12-20,411
2017-12-21,406
2017-12-22,385
2017-12-23,379
2017-12-24,373
2017-12-25,372
2017-12-26,378
2017-12-27,385
2017-12-28,377
2017-12-29,366
2017-12-30,362
2017-12-31,353
2018-01-01,344
2018-01-02,341
2018-01-03,333
2018-01-04,328
2018-01-05,327
2018-01-06,334
2018-01-07,325
2018-01-08,330
2018-01-09,316
2018-01-10,305
2018-01-11,319
2018-01-12,327
2018-01-13,334
2018-01-14,326
2018-01-15,313
2018-01-16,321
2018-01-17,326
2018-01-18,339
2018-01-19,349
2018-01-20,363
2018-01-21,377
2018-01-22,375
2018-01-23,385
2018-01-24,388
2018-01-25,372
2018-01-26,358
2018-01-27,356
2018-01-28,361
2018-01-29,367
2018-01-31,351
2018-02-01,347
2018-02-02,334
2018-02-03,318
2018-02-04,321
2018-02-05,321
2018-02-06,327
2018-02-07,312
2018-02-08,320
2018-02-09,323
2018-02-10,317
2018-02-11,319
2018-02-12,322
2018-02-13,325
2018-02-14,339
2018-02-15,343
2018-02-16,339
2018-02-17,342
2018-02-18,345
2018-02-19,337
2018-02-20,327
2018-02-21,334
2018-02-22,339
2018-02-23,342
2018-02-24,340
2018-02-25,343
2018-02-26,340
2018-02-27,337
2018-02-28,341
2018-03-01,345
2018-03-02,342
2018-03-03,338
2018-03-04,340
2018-03-05,345
2018-03-06,346
2018-03-07,356
2018-03-08,374
2018-03-09,392
2018-03-10,403
2018-03-11,416
2018-03-12,421
2018-03-13,424
2018-03-14,413
2018-03-15,399
2018-03-16,386
2018-03-17,366
2018-03-18,347
2018-03-19,329
2018-03-20,322
2018-03-21,315
2018-03-23,291
2018-03-24,287
2018-03-26,298
2018-03-27,303
2018-03-28,291
2018-03-29,292
2018-03-30,292
2018-03-31,289
2018-04-01,299
2018-04-02,296
2018-04-03,306
2018-04-04,297
2018-04-05,298
2018-04-06,300
2018-04-08,283
2018-04-09,270
2018-04-10,256
2018-04-11,243
2018-04-12,230
2018-04-13,218
2018-04-14,209
2018-04-15,208
2018-04-16,212
2018-04-17,217
2018-04-18,216
2018-04-19,215
2018-04-20,213
2018-04-21,213
2018-04-22,205
2018-04-23,210
2018-04-24,219
2018-04-25,230
2018-04-26,230
2018-04-27,238
2018-04-28,243
2018-04-29,252
2018-04-30,257
2018-05-01,266
2018-05-02,266
2018-05-03,268
2018-05-04,278
2018-05-05,279
2018-05-06,265
2018-05-07,258
2018-05-08,251
2018-05-09,256
2018-05-10,258
2018-05-11,265
2018-05-12,273
2018-05-13,270
2018-05-14,268
2018-05-15,273
2018-05-16,286
2018-05-17,296
2018-05-18,306
2018-05-19,320
2018-05-20,331
2018-05-21,339
2018-05-22,330
2018-05-23,322
2018-05-24,305
2018-05-25,289
2018-05-26,282
2018-05-27,284
2018-05-28,272
2018-05-29,264
2018-05-30,258
2018-05-31,250
2018-06-01,261
2018-06-02,272
2018-06-03,278
2018-06-04,290
2018-06-05,298
2018-06-06,288
2018-06-07,281
2018-06-08,276
2018-06-09,264
2018-06-10,269
2018-06-11,272
2018-06-12,279
2018-06-13,269
2018-06-14,256
2018-06-15,250
2018-06-16,251
2018-06-17,240
2018-06-18,232
2018-06-19,224
2018-06-20,228
2018-06-21,226
2018-06-22,215
2018-06-23,212
2018-06-24,203
2018-06-25,192
2018-06-26,183
2018-06-27,175
2018-06-28,182
2018-06-29,191
2018-06-30,184
2018-07-01,180
2018-07-02,179
2018-07-03,178
2018-07-04,184
2018-07-05,190
2018-07-06,197
2018-07-07,204
2018-07-08,212
2018-07-09,219
2018-07-10,220
2018-07-11,218
2018-07-12,223
2018-07-13,228
2018-07-14,234
2018-07-15,233
2018-07-16,244
2018-07-17,257
2018-07-18,270
2018-07-19,284
2018-07-20,298
2018-07-21,313
2018-07-22,310
2018-07-23,316
2018-07-24,325
2018-07-25,332
2018-07-26,335
2018-07-27,338
2018-07-28,354
2018-07-29,361
2018-07-30,379
2018-07-31,393
2018-08-01,413
2018-08-02,427
2018-08-03,408
2018-08-04,417
2018-08-05,415
2018-08-06,408
2018-08-07,411
2018-08-08,398
2018-08-09,378
2018-08-10,379
2018-08-11,385
2018-08-12,388
2018-08-14,374
2018-08-16,395
2018-08-17,401
2018-08-18,411
2018-08-19,426
2018-08-20,427
2018-08-21,420
2018-08-22,425
2018-08-23,438
2018-08-24,453
2018-08-25,469
2018-08-26,491
2018-08-27,503
2018-08-28,517
2018-08-29,522
2018-08-30,522
2018-08-31,516
2018-09-01,515
2018-09-02,498
2018-09-03,488
2018-09-04,481
2018-09-05,474
2018-09-06,466
2018-09-07,467
2018-09-08,470
2018-09-09,479
2018-09-10,466
2018-09-11,459
2018-09-12,443
2018-09-13,454
2018-09-14,441
2018-09-15,452
2018-09-16,442
2018-09-17,431
2018-09-18,415
2018-09-19,396
2018-09-20,376
2018-09-21,357
2018-09-22,346
2018-09-23,350
2018-09-24,345
2018-09-25,337
2018-09-26,322
2018-09-27,305
2018-09-28,291
2018-09-29,290
2018-09-30,288
2018-10-02,294
2018-10-03,295
2018-10-04,290
2018-10-05,294
2018-10-06,301
2018-10-07,298
2018-10-08,301
2018-10-09,315
2018-10-10,308
2018-10-11,292
2018-10-12,277
2018-10-13,280
2018-10-14,278
2018-10-15,280
2018-10-16,286
2018-10-17,276
2018-10-18,278
2018-10-19,278
2018-10-20,264
2018-10-21,254
2018-10-22,255
2018-10-23,253
2018-10-24,258
2018-10-25,256
2018-10-26,255
2018-10-27,267
2018-10-28,269
2018-10-29,265
2018-10-30,251
2018-10-31,244
2018-11-01,241
2018-11-03,218
2018-11-04,226
2018-11-05,238
2018-11-06,248
2018-11-07,260
2018-11-08,272
2018-11-09,285
2018-11-10,300
2018-11-11,315
2018-11-12,329
2018-11-13,341
2018-11-14,359
2018-11-15,366
2018-11-16,372
2018-11-17,364
2018-11-18,368
2018-11-19,382
2018-11-20,392
2018-11-21,373
2018-11-22,368
2018-11-23,378
2018-11-24,391
2018-11-25,395
2018-11-26,409
2018-11-27,410
2018-11-28,420
2018-11-29,425
2018-12-01,436
2018-12-02,432
2018-12-03,430
2018-12-04,437
2018-12-05,448
2018-12-07,437
2018-12-09,414
2018-12-10,405
2018-12-11,393
2018-12-12,379
2018-12-13,372
2018-12-14,354
2018-12-15,336
2018-12-16,325
2018-12-17,315
2018-12-18,316
2018-12-19,321
2018-12-20,314
2018-12-21,317
2018-12-22,320
2018-12-23,308
2018-12-24,292
2018-12-25,277
2018-12-26,263
2018-12-27,271
2018-12-28,267
2018-12-29,279
2018-12-30,291
2018-12-31,302
2019-01-01,315
2019-01-02,325
2019-01-03,321
2019-01-04,329
2019-01-05,342
2019-01-06,333
2019-01-08,331
2019-01-10,327
2019-01-11,326
2019-01-12,309
2019-01-13,297
2019-01-14,295
2019-01-15,304
2019-01-16,316
2019-01-17,329
2019-01-18,346
2019-01-19,349
2019-01-20,358
2019-01-21,362
2019-01-22,351
2019-01-23,335
2019-01-24,324
2019-01-25,318
2019-01-26,324
2019-01-27,315
2019-01-28,323
2019-01-29,330
2019-01-30,340
2019-01-31,334
2019-02-01,331
2019-02-02,329
2019-02-03,334
2019-02-04,328
2019-02-05,323
2019-02-06,333
2019-02-07,340
2019-02-08,331
2019-02-09,324
2019-02-10,309
2019-02-11,293
2019-02-12,283
2019-02-13,291
2019-02-14,301
2019-02-15,308
2019-02-16,320
2019-02-17,304
2019-02-18,302
2019-02-19,291
2019-02-20,299
2019-02-21,302
2019-02-22,305
2019-02-23,301
2019-02-24,298
2019-02-25,290
2019-02-26,288
2019-02-27,285
2019-02-28,282
2019-03-01,280
2019-03-02,273
2019-03-03,268
2019-03-04,256
2019-03-05,263
2019-03-06,263
2019-03-07,250
2019-03-08,248
2019-03-09,248
2019-03-10,245
2019-03-11,240
2019-03-12,239
2019-03-13,238
2019-03-14,235
2019-03-15,228
2019-03-16,223
2019-03-17,220
2019-03-18,216
2019-03-19,206
2019-03-20,206
2019-03-21,207
2019-03-22,214
2019-03-23,221
2019-03-24,225
2019-03-25,231
2019-03-26,241
2019-03-27,248
2019-03-28,251
2019-03-29,251
2019-03-30,263
2019-03-31,273
2019-04-01,270
2019-04-02,277
2019-04-03,281
2019-04-04,279
2019-04-05,285
2019-04-06,283
2019-04-07,272
2019-04-08,258
2019-04-09,253
2019-04-10,245
2019-04-11,238
2019-04-12,227
2019-04-13,215
2019-04-14,204
2019-04-15,193
2019-04-16,184
2019-04-17,174
2019-04-18,179
2019-04-19,182
2019-04-20,189
2019-04-21,198
2019-04-22,200
2019-04-23,206
2019-04-24,208
2019-04-25,204
2019-04-26,214
2019-04-27,224
2019-04-28,226
2019-04-29,223
2019-04-30,229
2019-05-01,241
2019-05-02,243
2019-05-03,234
2019-05-04,222
2019-05-05,211
2019-05-06,208
2019-05-07,202
2019-05-08,201
2019-05-09,200
2019-05-10,208
2019-05-11,213
2019-05-12,221
2019-05-13,233
2019-05-14,240
2019-05-15,251
2019-05-16,260
2019-05-17,256
2019-05-18,248
2019-05-19,243
2019-05-20,249
2019-05-21,247
2019-05-22,248
2019-05-23,235
2019-05-24,237
2019-05-25,232
2019-05-26,221
2019-05-27,209
2019-05-28,205
2019-05-29,205
2019-05-30,196
2019-05-31,199
2019-06-01,197
2019-06-02,200
2019-06-03,203
2019-06-04,208
2019-06-05,211
2019-06-06,222
2019-06-07,233
2019-06-08,225
2019-06-09,226
2019-06-10,223
2019-06-11,228
2019-06-12,223
2019-06-13,226
2019-06-14,235
2019-06-15,238
2019-06-16,240
2019-06-17,238
2019-06-18,237
2019-06-19,230
2019-06-20,228
2019-06-21,230
2019-06-22,233
2019-06-23,224
2019-06-24,216
2019-06-25,212
2019-06-26,209
2019-06-27,203
2019-06-28,204
2019-06-29,199
2019-06-30,189
2019-07-01,179
2019-07-02,171
2019-07-03,163
2019-07-04,154
2019-07-05,152
2019-07-06,152
2019-07-07,152
2019-07-08,154
2019-07-09,157
2019-07-10,163
2019-07-11,172
2019-07-12,180
2019-07-13,189
2019-07-14,189
2019-07-15,179
2019-07-16,171
2019-07-17,169
2019-07-18,167
2019-07-19,169
2019-07-20,173
2019-07-21,180
2019-07-22,180
2019-07-23,175
2019-07-24,183
2019-07-25,191
2019-07-26,196
2019-07-27,204
2019-07-28,214
2019-07-29,211
2019-07-30,211
2019-07-31,216
2019-08-01,222
2019-08-02,229
2019-08-03,230
2019-08-04,225
2019-08-05,221
2019-08-06,209
2019-08-07,201
2019-08-08,199
2019-08-09,196
2019-08-10,186
2019-08-11,178
2019-08-12,177
2019-08-13,177
2019-08-14,170
2019-08-15,173
2019-08-16,178
2019-08-17,182
2019-08-18,189
2019-08-19,197
2019-08-20,206
2019-08-21,216
2019-08-22,226
2019-08-23,234
2019-08-24,243
2019-08-24,243
2019-08-25,255
2019-08-25,255
2019-08-26,266
2019-08-26,266
2019-08-27,275
2019-08-27,275
2019-08-28,273
2019-08-29,281
2019-08-30,285
2019-08-31,288
2019-09-01,290
2019-09-02,298
