date_obj,Guthix%20platelegs price
2016-07-03,41554
2016-07-04,41402
2016-07-05,41402
2016-07-06,41090
2016-07-07,41090
2016-07-08,41689
2016-07-09,41689
2016-07-10,41902
2016-07-11,41902
2016-07-12,41482
2016-07-13,41482
2016-07-14,41728
2016-07-15,41728
2016-07-16,41411
2016-07-17,41411
2016-07-18,40972
2016-07-23,40964
2016-07-24,40650
2016-07-25,40650
2016-07-26,40631
2016-07-27,40631
2016-07-28,41110
2016-07-29,41110
2016-07-30,41436
2016-07-31,41436
2016-08-01,41436
2016-08-02,41917
2016-08-03,41917
2016-08-04,42453
2016-08-05,42453
2016-08-06,42762
2016-08-07,42762
2016-08-08,43016
2016-08-09,43016
2016-08-10,43706
2016-08-11,43706
2016-08-12,43706
2016-08-13,43991
2016-08-14,43991
2016-08-15,43592
2016-08-16,43592
2016-08-17,42840
2016-08-18,42840
2016-08-19,43124
2016-08-20,43124
2016-08-21,43782
2016-08-22,43782
2016-08-23,43381
2016-08-24,43381
2016-08-25,43968
2016-08-26,43968
2016-08-28,43926
2016-08-31,44493
2016-09-01,44312
2016-09-02,44312
2016-09-03,44312
2016-09-04,44686
2016-09-05,44686
2016-09-06,45554
2016-09-07,45554
2016-09-08,45554
2016-09-09,45463
2016-09-10,45463
2016-09-11,44903
2016-09-12,44903
2016-09-13,44259
2016-09-14,44259
2016-09-15,43300
2016-09-16,43300
2016-09-17,42977
2016-09-18,42977
2016-09-19,42817
2016-09-20,42817
2016-09-21,42817
2016-09-22,42443
2016-09-23,42443
2016-09-24,42443
2016-09-25,42223
2016-09-26,42223
2016-09-27,42223
2016-09-28,42845
2016-09-29,42845
2016-09-30,43067
2016-10-01,43067
2016-10-02,43067
2016-10-03,42703
2016-10-04,42703
2016-10-05,43180
2016-10-06,43180
2016-10-07,42587
2016-10-08,42419
2016-10-09,42419
2016-10-10,42419
2016-10-11,41205
2016-10-12,41205
2016-10-13,41099
2016-10-14,41099
2016-10-15,40820
2016-10-16,40820
2016-10-17,40057
2016-10-18,40057
2016-10-19,40057
2016-10-20,40148
2016-10-21,40148
2016-10-22,40732
2016-10-23,40732
2016-10-24,41024
2016-10-25,41024
2016-10-26,40593
2016-10-27,40593
2016-10-28,40593
2016-10-29,41140
2016-10-30,41140
2016-10-31,41524
2016-11-01,41524
2016-11-02,42117
2016-11-03,42117
2016-11-04,42355
2016-11-05,42355
2016-11-06,42609
2016-11-07,42609
2016-11-08,42589
2016-11-09,42589
2016-11-10,42472
2016-11-11,42472
2016-11-12,42149
2016-11-13,42149
2016-11-14,42382
2016-11-15,42382
2016-12-07,43663
2016-12-08,43663
2016-12-09,43151
2016-12-10,43151
2016-12-11,42665
2016-12-12,42665
2016-12-13,42392
2016-12-14,42392
2016-12-15,42715
2016-12-16,42715
2016-12-17,42919
2016-12-18,42919
2016-12-19,43191
2016-12-20,43191
2016-12-21,43370
2016-12-22,43370
2016-12-23,43262
2016-12-24,43262
2016-12-25,43442
2016-12-26,43442
2016-12-27,42700
2016-12-28,42700
2016-12-29,42495
2016-12-30,42495
2016-12-31,41741
2017-01-01,41741
2017-01-02,41373
2017-01-03,41373
2017-01-04,41704
2017-01-05,41704
2017-01-06,41609
2017-01-07,41963
2017-01-08,41963
2017-01-09,41958
2017-01-10,41958
2017-01-11,41858
2017-01-12,41329
2017-01-13,41329
2017-01-14,41399
2017-01-15,41399
2017-01-16,41300
2017-01-17,41300
2017-01-18,41298
2017-01-19,41298
2017-01-20,41002
2017-01-21,41002
2017-01-22,41240
2017-01-23,41240
2017-01-27,41191
2017-01-28,41247
2017-01-29,41247
2017-01-30,41265
2017-01-31,41265
2017-02-01,40966
2017-02-02,40966
2017-02-03,40807
2017-02-04,40797
2017-02-05,40797
2017-02-06,41157
2017-02-07,41157
2017-02-08,41770
2017-02-09,41770
2017-02-10,42033
2017-02-11,42033
2017-02-12,42150
2017-02-13,42150
2017-02-14,42167
2017-02-15,42167
2017-02-16,41558
2017-02-18,41826
2017-02-19,41123
2017-02-20,41123
2017-02-21,40663
2017-02-22,40663
2017-02-23,39690
2017-02-24,39690
2017-02-25,39465
2017-02-26,39465
2017-02-27,39556
2017-02-28,39556
2017-03-01,40119
2017-03-02,40119
2017-03-03,40829
2017-03-04,40829
2017-03-05,41409
2017-03-06,41986
2017-03-07,41986
2017-03-08,42939
2017-03-09,42939
2017-03-10,42909
2017-03-11,42909
2017-03-12,42541
2017-03-13,42541
2017-03-14,42421
2017-03-15,42421
2017-03-16,42571
2017-03-17,42571
2017-03-18,42460
2017-03-19,42460
2017-03-20,42031
2017-03-21,42031
2017-03-22,41891
2017-03-23,41891
2017-03-24,41482
2017-03-25,41482
2017-03-26,41113
2017-03-27,41113
2017-03-28,40439
2017-03-29,40439
2017-03-30,40643
2017-03-31,40909
2017-04-01,40909
2017-04-02,40684
2017-04-03,41202
2017-04-04,41202
2017-04-12,40605
2017-04-13,41330
2017-04-14,41330
2017-04-15,41930
2017-04-16,42110
2017-04-17,42281
2017-04-18,42281
2017-04-19,41937
2017-04-20,41937
2017-04-21,41961
2017-04-22,41961
2017-04-23,42174
2017-04-24,42174
2017-04-25,42454
2017-04-26,42454
2017-04-27,42454
2017-04-28,42331
2017-04-29,42331
2017-04-30,42764
2017-05-01,42764
2017-05-02,42473
2017-05-03,42473
2017-05-04,42077
2017-05-05,42077
2017-05-06,42473
2017-05-07,42473
2017-05-08,42194
2017-05-09,41746
2017-05-10,41746
2017-05-11,41368
2017-05-12,41368
2017-05-13,41319
2017-05-14,41319
2017-05-15,41319
2017-05-16,41752
2017-05-17,41752
2017-05-18,41402
2017-05-19,41402
2017-05-20,40625
2017-05-21,40625
2017-05-22,41115
2017-05-23,41115
2017-05-24,40971
2017-05-25,40971
2017-05-26,41350
2017-05-27,41350
2017-05-28,40703
2017-05-29,40703
2017-05-30,39855
2017-05-31,39855
2017-06-01,40382
2017-06-02,40382
2017-06-03,40795
2017-06-04,40995
2017-06-06,40873
2017-06-07,40873
2017-06-08,40940
2017-06-09,40940
2017-06-10,40654
2017-06-11,40654
2017-06-12,40214
2017-06-13,40214
2017-06-14,39735
2017-06-15,39735
2017-06-16,40006
2017-06-17,40006
2017-06-18,40286
2017-06-19,40286
2017-06-20,40751
2017-06-21,40751
2017-06-22,41060
2017-06-23,41060
2017-06-24,40089
2017-06-25,40089
2017-06-26,39482
2017-06-27,39482
2017-06-28,38907
2017-06-29,38907
2017-06-30,38874
2017-07-01,38874
2017-07-02,38874
2017-07-03,39465
2017-07-04,39465
2017-07-05,39465
2017-07-06,39245
2017-07-07,39245
2017-07-08,39245
2017-07-13,39718
2017-07-14,39129
2017-07-15,39129
2017-07-16,39300
2017-07-17,39300
2017-07-18,39446
2017-07-19,39446
2017-07-20,39741
2017-07-21,39741
2017-07-22,40522
2017-07-23,40522
2017-07-24,41462
2017-07-25,41462
2017-07-26,41951
2017-07-27,41951
2017-07-28,41846
2017-07-29,41846
2017-07-30,41961
2017-07-31,41961
2017-08-01,42484
2017-08-02,42077
2017-08-03,42077
2017-08-04,42147
2017-08-05,41498
2017-08-06,41498
2017-08-09,41795
2017-08-10,41795
2017-08-11,40626
2017-08-12,40626
2017-08-13,39399
2017-08-14,39399
2017-08-15,39104
2017-08-16,39104
2017-08-17,39398
2017-08-18,39398
2017-08-19,39398
2017-08-20,39689
2017-08-21,39689
2017-08-22,39689
2017-08-23,39689
2017-08-24,39241
2017-08-25,39241
2017-08-26,38780
2017-08-27,38780
2017-08-28,38492
2017-08-29,38492
2017-08-30,38628
2017-08-31,38628
2017-09-01,38628
2017-09-02,38357
2017-09-03,38357
2017-09-04,38357
2017-09-05,38566
2017-09-06,38566
2017-09-07,38257
2017-09-08,38257
2017-09-09,38425
2017-09-10,38425
2017-09-11,38894
2017-09-12,38894
2017-09-13,39002
2017-09-14,39002
2017-09-15,39002
2017-09-16,39776
2017-09-17,39776
2017-09-18,40454
2017-09-19,40454
2017-09-20,40700
2017-09-21,40700
2017-09-22,40416
2017-09-23,40416
2017-09-24,40416
2017-09-25,39919
2017-09-26,39919
2017-09-27,39919
2017-09-28,40224
2017-09-29,40224
2017-09-30,40527
2017-10-01,40527
2017-10-02,40138
2017-10-03,40138
2017-10-04,40138
2017-10-05,40091
2017-10-06,40091
2017-10-07,40294
2017-10-08,40294
2017-10-09,40530
2017-10-10,40530
2017-10-11,39957
2017-10-12,39957
2017-10-13,39954
2017-10-14,39954
2017-10-15,40234
2017-10-16,40234
2017-10-17,39502
2017-10-18,39502
2017-10-19,38786
2017-10-20,38786
2017-10-21,38878
2017-10-22,38878
2017-10-23,38881
2017-10-24,38881
2017-10-25,38276
2017-10-26,38276
2017-10-27,38300
2017-10-28,38300
2017-10-29,38382
2017-10-30,38382
2017-10-31,38897
2017-11-01,38897
2017-11-02,38897
2017-11-03,39475
2017-11-04,39876
2017-11-05,39876
2017-11-06,39690
2017-11-07,39690
2017-11-08,39690
2017-11-09,39624
2017-11-10,39624
2017-11-11,39659
2017-11-12,39659
2017-11-13,39257
2017-11-14,39257
2017-11-15,39096
2017-11-16,39096
2017-11-17,38016
2017-11-18,38016
2017-11-19,38947
2017-11-20,38947
2017-11-21,39436
2017-11-22,39436
2017-11-23,38917
2017-11-24,38917
2017-11-25,39138
2017-11-26,39138
2017-11-27,39138
2017-11-28,39510
2017-11-29,39510
2017-11-30,38847
2017-12-01,38847
2017-12-02,38675
2017-12-03,38675
2017-12-04,39007
2017-12-05,39007
2017-12-06,39688
2017-12-07,39688
2017-12-08,40018
2017-12-09,40018
2017-12-10,40558
2017-12-11,40558
2017-12-12,41175
2017-12-13,41175
2017-12-14,40963
2017-12-15,40963
2017-12-16,40361
2017-12-17,40361
2017-12-18,40615
2017-12-19,40615
2017-12-20,40820
2017-12-21,40820
2017-12-22,40111
2017-12-23,40111
2017-12-24,39760
2017-12-25,39760
2017-12-26,39227
2017-12-27,39227
2017-12-28,39123
2017-12-29,39123
2017-12-30,39453
2017-12-31,39453
2018-01-01,39899
2018-01-02,39899
2018-01-03,40027
2018-01-04,40027
2018-01-05,39270
2018-01-06,39270
2018-01-07,39179
2018-01-08,39179
2018-01-09,39354
2018-01-10,39354
2018-01-11,39120
2018-01-12,39120
2018-01-13,39554
2018-01-14,39554
2018-01-15,39844
2018-01-16,39844
2018-01-17,40307
2018-01-18,40307
2018-01-19,40315
2018-01-20,40315
2018-01-21,40013
2018-01-22,40013
2018-01-23,40304
2018-01-25,39272
2018-01-26,38970
2018-01-27,38289
2018-01-28,38415
2018-01-29,38900
2018-01-30,39186
2018-01-31,39416
2018-02-01,39416
2018-02-02,39250
2018-02-03,39106
2018-02-04,39507
2018-02-05,39507
2018-02-06,39895
2018-02-07,40034
2018-02-08,40034
2018-02-09,40282
2018-02-10,40282
2018-02-11,39380
2018-02-12,39492
2018-02-13,39321
2018-02-14,39090
2018-02-15,40061
2018-02-16,41270
2018-02-17,41162
2018-02-18,41466
2018-02-19,40322
2018-02-20,40322
2018-02-21,40516
2018-02-22,40516
2018-02-23,40402
2018-02-24,40402
2018-02-25,40036
2018-02-26,39972
2018-02-27,40277
2018-02-28,40277
2018-03-01,40476
2018-03-02,40515
2018-03-03,40631
2018-03-04,40631
2018-03-05,40925
2018-03-06,41897
2018-03-07,42380
2018-03-08,42380
2018-03-09,42229
2018-03-10,42118
2018-03-11,41268
2018-03-12,39814
2018-03-13,38726
2018-03-14,38951
2018-03-15,39315
2018-03-16,39748
2018-03-17,39616
2018-03-18,40063
2018-03-19,40063
2018-03-20,39794
2018-03-21,39623
2018-03-23,39609
2018-03-24,39027
2018-03-25,38758
2018-03-26,38745
2018-03-27,39489
2018-03-28,39489
2018-03-29,39325
2018-03-30,38948
2018-03-31,39693
2018-04-01,39714
2018-04-02,38995
2018-04-03,38819
2018-04-04,38725
2018-04-05,38725
2018-04-06,38767
2018-04-07,38767
2018-04-08,39362
2018-04-09,39179
2018-04-10,39693
2018-04-11,39873
2018-04-12,39831
2018-04-13,39351
2018-04-14,39351
2018-04-15,39793
2018-04-16,39793
2018-04-17,39267
2018-04-18,39267
2018-04-19,39345
2018-04-20,39200
2018-04-21,39389
2018-04-22,39389
2018-04-23,39173
2018-04-24,40127
2018-04-25,40013
2018-04-26,40013
2018-04-27,40314
2018-04-28,39233
2018-04-29,39854
2018-04-30,39864
2018-05-01,39484
2018-05-03,39718
2018-05-04,39235
2018-05-05,39713
2018-05-06,39713
2018-05-07,39642
2018-05-08,39642
2018-05-09,40414
2018-05-10,40466
2018-05-11,40466
2018-05-12,40285
2018-05-13,40285
2018-05-14,40042
2018-05-15,40042
2018-05-16,39915
2018-05-17,40590
2018-05-18,40816
2018-05-19,40543
2018-05-20,39743
2018-05-21,39339
2018-05-22,39339
2018-05-23,39180
2018-05-24,38953
2018-05-25,39111
2018-05-26,39524
2018-05-27,39524
2018-05-28,39743
2018-05-29,40021
2018-05-30,40021
2018-05-31,40456
2018-06-01,40606
2018-06-02,39955
2018-06-03,39955
2018-06-04,40439
2018-06-05,40818
2018-06-06,40761
2018-06-07,40761
2018-06-08,40211
2018-06-09,40211
2018-06-10,39677
2018-06-11,38931
2018-06-12,39110
2018-06-13,40047
2018-06-14,39417
2018-06-15,39417
2018-06-16,39916
2018-06-17,39675
2018-06-18,40370
2018-06-19,40563
2018-06-20,40563
2018-06-21,40410
2018-06-22,40962
2018-06-23,40962
2018-06-24,41021
2018-06-25,40817
2018-06-26,40817
2018-06-27,40850
2018-06-28,40148
2018-06-29,39388
2018-06-30,39388
2018-07-01,39557
2018-07-02,39557
2018-07-03,39420
2018-07-04,39465
2018-07-05,39465
2018-07-06,39214
2018-07-07,39496
2018-07-08,39496
2018-07-09,38665
2018-07-10,38743
2018-07-11,38811
2018-07-12,38811
2018-07-13,38823
2018-07-14,38852
2018-07-15,38852
2018-07-16,38469
2018-07-17,38492
2018-07-18,38240
2018-07-19,38240
2018-07-20,38543
2018-07-21,38907
2018-07-22,39344
2018-07-23,40815
2018-07-24,40361
2018-07-25,40062
2018-07-26,39696
2018-07-27,38768
2018-07-28,38768
2018-07-29,38307
2018-07-30,38094
2018-07-31,38606
2018-08-01,38606
2018-08-02,38823
2018-08-03,38823
2018-08-04,38864
2018-08-05,39053
2018-08-06,39177
2018-08-07,38752
2018-08-08,39012
2018-08-09,39012
2018-08-10,39021
2018-08-11,39848
2018-08-12,40706
2018-08-14,40889
2018-08-16,41258
2018-08-17,40896
2018-08-18,40896
2018-08-19,40097
2018-08-20,40253
2018-08-21,40253
2018-08-22,40357
2018-08-23,40914
2018-08-24,39676
2018-08-25,39227
2018-08-26,39738
2018-08-27,39618
2018-08-28,38995
2018-08-29,39418
2018-08-30,38960
2018-08-31,39099
2018-09-01,39296
2018-09-02,40187
2018-09-03,39483
2018-09-04,39036
2018-09-05,39473
2018-09-06,39473
2018-09-07,39523
2018-09-08,39616
2018-09-09,39616
2018-09-10,40113
2018-09-11,40113
2018-09-12,39675
2018-09-13,40619
2018-09-14,40278
2018-09-15,40173
2018-09-16,40173
2018-09-17,41298
2018-09-18,41169
2018-09-19,41169
2018-09-20,41594
2018-09-21,41081
2018-09-22,40242
2018-09-23,39865
2018-09-24,40067
2018-09-25,40067
2018-09-26,40165
2018-09-27,40165
2018-09-28,39653
2018-09-29,39089
2018-09-30,39197
2018-10-01,39703
2018-10-02,40415
2018-10-03,40181
2018-10-04,40181
2018-10-05,40218
2018-10-06,40820
2018-10-07,40820
2018-10-08,41293
2018-10-09,41993
2018-10-10,41606
2018-10-11,40263
2018-10-12,40263
2018-10-13,40779
2018-10-14,40282
2018-10-15,40950
2018-10-16,41389
2018-10-17,41835
2018-10-18,41064
2018-10-19,41763
2018-10-20,41763
2018-10-21,40631
2018-10-22,39433
2018-10-23,39433
2018-10-24,39337
2018-10-25,38968
2018-10-26,38603
2018-10-27,38457
2018-10-28,39066
2018-10-29,39066
2018-10-30,39483
2018-10-31,40448
2018-11-01,41038
2018-11-03,42071
2018-11-04,43629
2018-11-05,45795
2018-11-06,47988
2018-11-07,50377
2018-11-08,52881
2018-11-09,55526
2018-11-10,58293
2018-11-11,61208
2018-11-12,64269
2018-11-13,67483
2018-11-14,70599
2018-11-15,74129
2018-11-16,77836
2018-11-17,81728
2018-11-18,85747
2018-11-19,90035
2018-11-20,94533
2018-11-21,99260
2018-11-22,103770
2018-11-23,106087
2018-11-24,107435
2018-11-25,108055
2018-11-26,106671
2018-11-27,103077
2018-11-28,98289
2018-11-29,93374
2018-12-01,84734
2018-12-02,81544
2018-12-03,78222
2018-12-04,75685
2018-12-05,74891
2018-12-07,72596
2018-12-09,74689
2018-12-10,73793
2018-12-11,72392
2018-12-12,70716
2018-12-13,69402
2018-12-14,69198
2018-12-15,69986
2018-12-16,71512
2018-12-17,71004
2018-12-18,72295
2018-12-19,73567
2018-12-20,72314
2018-12-21,69218
2018-12-22,67419
2018-12-23,65651
2018-12-24,64218
2018-12-25,62071
2018-12-26,61093
2018-12-27,60419
2018-12-28,60994
2018-12-29,60558
2018-12-30,59368
2018-12-31,58127
2019-01-01,57943
2019-01-02,57056
2019-01-03,55194
2019-01-04,53952
2019-01-05,52627
2019-01-06,51636
2019-01-08,50776
2019-01-10,47664
2019-01-11,46049
2019-01-12,45339
2019-01-13,44712
2019-01-14,44910
2019-01-15,44344
2019-01-16,44554
2019-01-17,43932
2019-01-18,44144
2019-01-19,43742
2019-01-20,43712
2019-01-22,42545
2019-01-23,42418
2019-01-24,42557
2019-01-25,42855
2019-01-26,42546
2019-01-27,41993
2019-01-28,42018
2019-01-29,42504
2019-01-30,42032
2019-01-31,43188
2019-02-01,44152
2019-02-02,44676
2019-02-03,45829
2019-02-04,45998
2019-02-05,45981
2019-02-06,46137
2019-02-07,45919
2019-02-08,45916
2019-02-09,44851
2019-02-10,44921
2019-02-11,45584
2019-02-12,45636
2019-02-13,45517
2019-02-14,45517
2019-02-15,46361
2019-02-16,46092
2019-02-17,46461
2019-02-18,46858
2019-02-19,46396
2019-02-20,44608
2019-02-21,43516
2019-02-22,42644
2019-02-23,42945
2019-02-24,42559
2019-02-25,41176
2019-02-26,41753
2019-02-27,41746
2019-02-28,40921
2019-03-01,40489
2019-03-02,40658
2019-03-03,41793
2019-03-04,42359
2019-03-05,42838
2019-03-06,43016
2019-03-07,43308
2019-03-08,43308
2019-03-09,43162
2019-03-10,42789
2019-03-11,42162
2019-03-12,42675
2019-03-13,44084
2019-03-14,44165
2019-03-15,43129
2019-03-16,43767
2019-03-17,43528
2019-03-18,43528
2019-03-19,43304
2019-03-20,43169
2019-03-21,43842
2019-03-22,43842
2019-03-23,43513
2019-03-24,43414
2019-03-25,43230
2019-03-26,42754
2019-03-27,42754
2019-03-28,42636
