date_obj,Karil's%20leatherskirt price
2015-08-26,115036
2015-08-27,112461
2015-08-28,111327
2015-08-29,110406
2015-08-30,112147
2015-08-31,111922
2015-09-01,117366
2015-09-02,121246
2015-09-03,125590
2015-09-04,131754
2015-09-05,136033
2015-09-06,133568
2015-09-07,128735
2015-09-08,125679
2015-09-09,120791
2015-09-10,116383
2015-09-11,115059
2015-09-12,116029
2015-09-13,119295
2015-09-14,122776
2015-09-15,124298
2015-09-16,123285
2015-09-17,123641
2015-09-18,123064
2015-09-19,123437
2015-09-20,123438
2015-09-21,118081
2015-09-22,121945
2015-09-23,125626
2015-09-24,126821
2015-09-25,132310
2015-09-27,137623
2015-09-28,137782
2015-09-29,132240
2015-09-30,135588
2015-10-05,123051
2015-10-06,118875
2015-10-07,117931
2015-10-08,120730
2015-10-09,125017
2015-10-10,130330
2015-10-11,136238
2015-10-12,139818
2015-10-13,141329
2015-10-14,140181
2015-10-15,142305
2015-10-16,139610
2015-10-17,136762
2015-10-18,139735
2015-10-19,140391
2015-10-20,140109
2015-10-22,151520
2015-10-23,157965
2015-10-24,165353
2015-10-25,167196
2015-10-26,173738
2015-10-27,182073
2015-10-29,197495
2015-10-30,197051
2015-10-31,206266
2015-11-01,215792
2015-11-02,225484
2015-11-03,230050
2015-11-04,229763
2015-11-05,232499
2015-11-06,227653
2015-11-07,219066
2015-11-08,210917
2015-11-09,205393
2015-11-10,195951
2015-11-11,186909
2015-11-12,179624
2015-11-13,172760
2015-11-14,166534
2015-11-15,162321
2015-11-16,158977
2015-11-17,163386
2015-11-18,168918
2015-11-19,174643
2015-11-20,178974
2015-11-21,179820
2015-11-22,185558
2015-11-23,184831
2015-11-24,188835
2015-11-25,192554
2015-11-26,193710
2015-11-27,193350
2015-11-28,197388
2015-11-29,201835
2015-11-30,206113
2015-12-01,203480
2015-12-02,196381
2015-12-03,191492
2015-12-04,190320
2015-12-05,189410
2015-12-06,195052
2015-12-07,203789
2015-12-08,213117
2015-12-09,223568
2015-12-10,234672
2015-12-11,246358
2015-12-12,258676
2015-12-13,271607
2015-12-14,282332
2015-12-15,292380
2015-12-16,305046
2015-12-17,312879
2015-12-18,328496
2015-12-19,343720
2015-12-20,360204
2015-12-21,377139
2015-12-22,395125
2015-12-23,414670
2015-12-24,415388
2015-12-25,416958
2015-12-26,411246
2015-12-27,402231
2015-12-28,387045
2015-12-29,395123
2015-12-30,383789
2015-12-31,383000
2016-01-01,394857
2016-01-02,406015
2016-01-03,417771
2016-01-04,413093
2016-01-05,404091
2016-01-06,410078
2016-01-07,398932
2016-01-08,387179
2016-01-09,389026
2016-01-10,378443
2016-01-11,379777
2016-01-12,395294
2016-01-13,393712
2016-01-14,385369
2016-01-15,380452
2016-01-16,379108
2016-01-17,375367
2016-01-18,373073
2016-01-19,370570
2016-01-20,373589
2016-01-21,374023
2016-01-22,371879
2016-01-23,369475
2016-01-24,359055
2016-01-25,354562
2016-01-26,354274
2016-01-27,364817
2016-01-28,377067
2016-01-29,381695
2016-01-30,392939
2016-01-31,404429
2016-02-01,409297
2016-02-02,396212
2016-02-03,384554
2016-02-04,372017
2016-02-05,359361
2016-02-06,348829
2016-02-07,339214
2016-02-08,343728
2016-02-09,353995
2016-02-10,362778
2016-02-11,367527
2016-02-12,374193
2016-02-13,382045
2016-02-14,381625
2016-02-15,382600
2016-02-16,385405
2016-02-17,377508
2016-02-18,365430
2016-02-19,359611
2016-02-20,364516
2016-02-21,364058
2016-02-22,360068
2016-02-23,360480
2016-02-24,357029
2016-02-25,366791
2016-02-26,375839
2016-02-27,386203
2016-02-28,395547
2016-02-29,412630
2016-03-01,426844
2016-03-02,423927
2016-03-03,408314
2016-03-04,418076
2016-03-05,416152
2016-03-06,416438
2016-03-07,418136
2016-03-08,419362
2016-03-09,416459
2016-03-10,399722
2016-03-11,397175
2016-03-12,404791
2016-03-13,409560
2016-03-14,401171
2016-03-15,389568
2016-03-16,377938
2016-03-17,365287
2016-03-18,348496
2016-03-19,356869
2016-03-20,356488
2016-03-21,345139
2016-03-22,341104
2016-03-23,347776
2016-03-24,356190
2016-03-25,361157
2016-03-26,365337
2016-03-27,369732
2016-03-28,362490
2016-03-29,353525
2016-03-30,339769
2016-03-31,331048
2016-04-01,324500
2016-04-02,322131
2016-04-03,311209
2016-04-04,317318
2016-04-05,327507
2016-04-06,318703
2016-04-07,310846
2016-04-08,309278
2016-04-09,311066
2016-04-10,310394
2016-04-11,309096
2016-04-12,311030
2016-04-13,304755
2016-04-14,299139
2016-04-15,302046
2016-04-16,306701
2016-04-17,313897
2016-04-18,313918
2016-04-19,319422
2016-04-20,319910
2016-04-21,317818
2016-04-22,317932
2016-04-23,318828
2016-04-24,316781
2016-04-25,314387
2016-04-26,310846
2016-04-27,309215
2016-04-28,309765
2016-04-29,307916
2016-04-30,308474
2016-05-01,306694
2016-05-02,305837
2016-05-03,303078
2016-05-04,301975
2016-05-05,299589
2016-05-06,298772
2016-05-07,298170
2016-05-08,301982
2016-05-09,301160
2016-05-10,294963
2016-05-11,294485
2016-05-12,291077
2016-05-13,289906
2016-05-14,291381
2016-05-15,293065
2016-05-16,284664
2016-05-17,280693
2016-05-18,280961
2016-05-19,288868
2016-05-22,294351
2016-05-23,286130
2016-05-24,281333
2016-05-25,284958
2016-05-26,290934
2016-05-27,294231
2016-05-28,294323
2016-05-29,301708
2016-05-30,309141
2016-05-31,309094
2016-06-01,303626
2016-06-02,302689
2016-06-03,299688
2016-06-04,293316
2016-06-05,298416
2016-06-06,298954
2016-06-07,294554
2016-06-08,292809
2016-06-09,286803
2016-06-10,289084
2016-06-11,291102
2016-06-12,301645
2016-06-13,308229
2016-06-14,310836
2016-06-15,305300
2016-06-16,299489
2016-06-17,302214
2016-06-18,301205
2016-06-19,299915
2016-06-20,297399
2016-06-21,295274
2016-06-22,299014
2016-06-23,300374
2016-06-24,298886
2016-06-25,298198
2016-06-26,300306
2016-06-27,300179
2016-06-28,303003
2016-06-29,303155
2016-06-30,293903
2016-07-01,297084
2016-07-02,308073
2016-07-03,317306
2016-07-04,328293
2016-07-05,331627
2016-07-06,324970
2016-07-07,309150
2016-07-08,297331
2016-07-09,294600
2016-07-10,282635
2016-07-11,282721
2016-07-12,276760
2016-07-13,273689
2016-07-14,266370
2016-07-15,261273
2016-07-16,257542
2016-07-17,257141
2016-07-18,255363
2016-07-23,235919
2016-07-24,236634
2016-07-25,241064
2016-07-26,247171
2016-07-27,251036
2016-07-28,246944
2016-07-29,240859
2016-07-30,243046
2016-07-31,240826
2016-08-01,232539
2016-08-02,232534
2016-08-03,233490
2016-08-04,226011
2016-08-05,228057
2016-08-06,218465
2016-08-07,212585
2016-08-08,208751
2016-08-09,210401
2016-08-10,205011
2016-08-11,202295
2016-08-12,194391
2016-08-13,187330
2016-08-14,190284
2016-08-15,196933
2016-08-16,202772
2016-08-17,201994
2016-08-18,204626
2016-08-19,209235
2016-08-20,206139
2016-08-21,198271
2016-08-22,193257
2016-08-23,187491
2016-08-24,189690
2016-08-25,192814
2016-08-26,194906
2016-08-28,198254
2016-08-31,190376
2016-09-01,188480
2016-09-02,187350
2016-09-03,181463
2016-09-04,174839
2016-09-05,169289
2016-09-06,166668
2016-09-07,165611
2016-09-08,165925
2016-09-09,171052
2016-09-10,176889
2016-09-11,179494
2016-09-12,177132
2016-09-13,179412
2016-09-14,179866
2016-09-15,176182
2016-09-16,179221
2016-09-17,184959
2016-09-18,193693
2016-09-19,202684
2016-09-20,212164
2016-09-21,216381
2016-09-22,207358
2016-09-23,198143
2016-09-24,188271
2016-09-25,179932
2016-09-26,180848
2016-09-27,176204
2016-09-28,173209
2016-09-29,172522
2016-09-30,173938
2016-10-01,172293
2016-10-02,172512
2016-10-03,172072
2016-10-04,173966
2016-10-05,178534
2016-10-06,179235
2016-10-07,180432
2016-10-08,184523
2016-10-09,190967
2016-10-10,194211
2016-10-11,193110
2016-10-12,194373
2016-10-13,197286
2016-10-14,203455
2016-10-15,213628
2016-10-16,223997
2016-10-17,234278
2016-10-18,244241
2016-10-19,249930
2016-10-20,250184
2016-10-21,251262
2016-10-22,261580
2016-10-23,271636
2016-10-24,282652
2016-10-25,290653
2016-10-26,304803
2016-10-27,319715
2016-10-28,335615
2016-10-29,348663
2016-10-30,356189
2016-10-31,364403
2016-11-01,370930
2016-11-02,379790
2016-11-03,379723
2016-11-04,371778
2016-11-05,365324
2016-11-06,369530
2016-11-07,365386
2016-11-08,367073
2016-11-09,355820
2016-11-10,344220
2016-11-11,339204
2016-11-12,344585
2016-11-13,337791
2016-11-14,332715
2016-12-07,287559
2016-12-08,295332
2016-12-09,307867
2016-12-10,310541
2016-12-11,307114
2016-12-12,319353
2016-12-13,326689
2016-12-14,320164
2016-12-15,318305
2016-12-16,323141
2016-12-17,333263
2016-12-18,343074
2016-12-19,352884
2016-12-20,364327
2016-12-21,372520
2016-12-22,376779
2016-12-23,394361
2016-12-24,388595
2016-12-25,384489
2016-12-26,382456
2016-12-27,389724
2016-12-28,388724
2016-12-29,384526
2016-12-30,387878
2016-12-31,384863
2017-01-01,383812
2017-01-02,391117
2017-01-03,386811
2017-01-04,381693
2017-01-05,364331
2017-01-06,346746
2017-01-07,329476
2017-01-08,313550
2017-01-09,298524
2017-01-10,285123
2017-01-11,281558
2017-01-12,282299
2017-01-13,283019
2017-01-14,284698
2017-01-15,285331
2017-01-16,283746
2017-01-17,279933
2017-01-18,277067
2017-01-19,267471
2017-01-20,262921
2017-01-21,257167
2017-01-22,257448
2017-01-27,235683
2017-01-28,236364
2017-01-29,243087
2017-01-30,245184
2017-01-31,243591
2017-02-01,242223
2017-02-02,235629
2017-02-03,232951
2017-02-04,229409
2017-02-05,233420
2017-02-06,232681
2017-02-07,231441
2017-02-08,230445
2017-02-09,231216
2017-02-10,233193
2017-02-11,235081
2017-02-12,235134
2017-02-13,232386
2017-02-14,230597
2017-02-15,226714
2017-02-16,224235
2017-02-18,229776
2017-02-19,227382
2017-02-20,223614
2017-02-21,216832
2017-02-22,210027
2017-02-23,201502
2017-02-24,193464
2017-02-25,188118
2017-02-26,185319
2017-02-27,184064
2017-02-28,185214
2017-03-01,182854
2017-03-02,180708
2017-03-03,183467
2017-03-04,182834
2017-03-05,185750
2017-03-06,192120
2017-03-07,193866
2017-03-08,194413
2017-03-09,193362
2017-03-10,186718
2017-03-11,178361
2017-03-12,172980
2017-03-13,170399
2017-03-14,174286
2017-03-15,169695
2017-03-16,167208
2017-03-17,162928
2017-03-18,164226
2017-03-19,159105
2017-03-20,154991
2017-03-21,151024
2017-03-22,151182
2017-03-23,153707
2017-03-24,159800
2017-03-25,165613
2017-03-26,170533
2017-03-27,175408
2017-03-28,179170
2017-03-29,179787
2017-03-30,182937
2017-03-31,180113
2017-04-01,182468
2017-04-02,181652
2017-04-03,182510
2017-04-04,186090
2017-04-12,195411
2017-04-13,194939
2017-04-14,192440
2017-04-15,195412
2017-04-16,199320
2017-04-17,197686
2017-04-18,198658
2017-04-19,201817
2017-04-20,204552
2017-04-21,213549
2017-04-22,218698
2017-04-23,220149
2017-04-24,213239
2017-04-25,209250
2017-04-26,205540
2017-04-27,203798
2017-04-28,198551
2017-04-29,199898
2017-04-30,196627
2017-05-01,188359
2017-05-02,180365
2017-05-03,176914
2017-05-04,180935
2017-05-05,185362
2017-05-06,189073
2017-05-07,197714
2017-05-08,207568
2017-05-09,213002
2017-05-10,203745
2017-05-11,200294
2017-05-12,196229
2017-05-13,195049
2017-05-14,190445
2017-05-15,187425
2017-05-16,186848
2017-05-17,184616
2017-05-18,185007
2017-05-19,193235
2017-05-20,202452
2017-05-21,211154
2017-05-22,221712
2017-05-23,232007
2017-05-24,241742
2017-05-25,251843
2017-05-26,250966
2017-05-27,239550
2017-05-28,229460
2017-05-29,217998
2017-05-30,207113
2017-05-31,201776
2017-06-01,204668
2017-06-02,209395
2017-06-03,209229
2017-06-04,207572
2017-06-06,204509
2017-06-07,199857
2017-06-08,194642
2017-06-09,185997
2017-06-10,182082
2017-06-11,173120
2017-06-12,164846
2017-06-13,158582
2017-06-14,160349
2017-06-15,158661
2017-06-16,159595
2017-06-17,163921
2017-06-18,162559
2017-06-19,159752
2017-06-20,159799
2017-06-21,160462
2017-06-22,156462
2017-06-23,156656
2017-06-24,155412
2017-06-25,157400
2017-06-26,154738
2017-06-27,153252
2017-06-28,147728
2017-06-29,143825
2017-06-30,143989
2017-07-01,144222
2017-07-02,147667
2017-07-03,149552
2017-07-04,155575
2017-07-05,161939
2017-07-06,169231
2017-07-07,176364
2017-07-08,184726
2017-07-13,185895
2017-07-14,192855
2017-07-15,191677
2017-07-16,195118
2017-07-17,197097
2017-07-18,195106
2017-07-19,189978
2017-07-20,186192
2017-07-21,183643
2017-07-22,182861
2017-07-23,183535
2017-07-24,179228
2017-07-25,175198
2017-07-26,172145
2017-07-27,171368
2017-07-28,168012
2017-07-29,167601
2017-07-30,169988
2017-07-31,171462
2017-08-01,175842
2017-08-02,181999
2017-08-03,179630
2017-08-04,179748
2017-08-05,178156
2017-08-06,172016
2017-08-09,154482
2017-08-10,157233
2017-08-11,161466
2017-08-12,165257
2017-08-13,164455
2017-08-14,158888
2017-08-15,158811
2017-08-17,159134
2017-08-18,154974
2017-08-19,155793
2017-08-20,156841
2017-08-21,155456
2017-08-22,154520
2017-08-23,153770
2017-08-24,154012
2017-08-25,152973
2017-08-26,154424
2017-08-27,154074
2017-08-28,151685
2017-08-29,149774
2017-08-30,151578
2017-08-31,151714
2017-09-01,153809
2017-09-02,155242
2017-09-03,153115
2017-09-04,153701
2017-09-05,154765
2017-09-06,154486
2017-09-07,154690
2017-09-08,155813
2017-09-09,157394
2017-09-10,157294
2017-09-11,157440
2017-09-12,157587
2017-09-13,157469
2017-09-14,157807
2017-09-15,159564
2017-09-16,157337
2017-09-17,161899
2017-09-19,158345
2017-09-20,158803
2017-09-21,154174
2017-09-22,151557
2017-09-23,148213
2017-09-24,149344
2017-09-25,145726
2017-09-26,146745
2017-09-27,147059
2017-09-28,144927
2017-09-29,147760
2017-09-30,146634
2017-10-01,143527
2017-10-02,140977
2017-10-03,141254
2017-10-04,137875
2017-10-05,138319
2017-10-06,140351
2017-10-07,144833
2017-10-08,141467
2017-10-09,141070
2017-10-10,145150
2017-10-11,150050
2017-10-12,157316
2017-10-13,156981
2017-10-14,155476
2017-10-15,156918
2017-10-16,155682
2017-10-17,155799
2017-10-18,156435
2017-10-19,158287
2017-10-20,155926
2017-10-21,153391
2017-10-22,150622
2017-10-23,147509
2017-10-24,147974
2017-10-25,153236
2017-10-26,156045
2017-10-27,154247
2017-10-28,155400
2017-10-29,159980
2017-10-30,165578
2017-10-31,169541
2017-11-01,178019
2017-11-02,185893
2017-11-03,188039
2017-11-04,185169
2017-11-05,179253
2017-11-06,175377
2017-11-07,173517
2017-11-08,170333
2017-11-09,168364
2017-11-10,165119
2017-11-11,165814
2017-11-12,162735
2017-11-13,160697
2017-11-14,159853
2017-11-15,154385
2017-11-16,152799
2017-11-17,152374
2017-11-18,153377
2017-11-19,154710
2017-11-20,152315
2017-11-21,149041
2017-11-22,147758
2017-11-23,148088
2017-11-24,149052
2017-11-25,148248
2017-11-26,146645
2017-11-27,146004
2017-11-28,144861
2017-11-29,145111
2017-11-30,143878
2017-12-01,143141
2017-12-02,141469
2017-12-03,142702
2017-12-04,144660
2017-12-05,141330
2017-12-06,140873
2017-12-07,138834
2017-12-08,137533
2017-12-09,134079
2017-12-10,129508
2017-12-11,131726
2017-12-12,131071
2017-12-14,129932
2017-12-15,129945
2017-12-16,131723
2017-12-17,130822
2017-12-18,128078
2017-12-19,125957
2017-12-20,126469
2017-12-21,127577
2017-12-22,127070
2017-12-23,126768
2017-12-24,129426
2017-12-25,129231
2017-12-26,130196
2017-12-27,128596
2017-12-28,130380
2017-12-29,129049
2017-12-30,134715
2017-12-31,140811
2018-01-01,146694
2018-01-02,150269
2018-01-03,144076
2018-01-04,148302
2018-01-05,148863
2018-01-06,150408
2018-01-07,156310
2018-01-08,160800
2018-01-09,167451
2018-01-10,170295
2018-01-11,166731
2018-01-12,159360
2018-01-13,155371
2018-01-14,153274
2018-01-15,151534
2018-01-16,148995
2018-01-17,151206
2018-01-18,157132
2018-01-19,155219
2018-01-20,156304
2018-01-21,153895
2018-01-22,152489
2018-01-23,151549
2018-01-25,150143
2018-01-26,149411
2018-01-27,153880
2018-01-28,158707
2018-01-29,157342
2018-01-31,147812
2018-02-01,145504
2018-02-02,148287
2018-02-03,149109
2018-02-04,147135
2018-02-05,148613
2018-02-06,152577
2018-02-07,159138
2018-02-08,154786
2018-02-09,148898
2018-02-10,147113
2018-02-11,149084
2018-02-12,146746
2018-02-13,150687
2018-02-14,151584
2018-02-15,146493
2018-02-16,145696
2018-02-17,149452
2018-02-18,152607
2018-02-19,158225
2018-02-20,156113
2018-02-21,152123
2018-02-22,151438
2018-02-23,156008
2018-02-24,162675
2018-02-25,170788
2018-02-26,174395
2018-02-27,170604
2018-02-28,176986
2018-03-01,184619
2018-03-02,193806
2018-03-03,203214
2018-03-04,207468
2018-03-05,206947
2018-03-06,202764
2018-03-07,200896
2018-03-08,198209
2018-03-09,197155
2018-03-10,195680
2018-03-11,190490
2018-03-12,188125
2018-03-13,182652
2018-03-14,180298
2018-03-15,185528
2018-03-16,186057
2018-03-17,186868
2018-03-18,189670
2018-03-19,190743
2018-03-20,196028
2018-03-21,202875
2018-03-23,205183
2018-03-24,209135
2018-03-25,211205
2018-03-26,210436
2018-03-27,212335
2018-03-28,213135
2018-03-29,216437
2018-03-30,217253
2018-03-31,220535
2018-04-01,224654
2018-04-02,227733
2018-04-03,226685
2018-04-04,225760
2018-04-05,224907
2018-04-06,218990
2018-04-07,217374
2018-04-08,215935
2018-04-09,217650
2018-04-10,217610
2018-04-11,219533
2018-04-12,219823
2018-04-13,216915
2018-04-14,212749
2018-04-15,207705
2018-04-16,199904
2018-04-17,201411
2018-04-18,199648
2018-04-19,202061
2018-04-20,198988
2018-04-21,199643
2018-04-22,201714
2018-04-23,201832
2018-04-24,201701
2018-04-25,203574
2018-04-26,205581
2018-04-27,215367
2018-04-28,225877
2018-04-29,223463
2018-04-30,229184
2018-05-01,227814
2018-05-04,230547
2018-05-05,237217
2018-05-06,233641
2018-05-07,240529
2018-05-08,247000
2018-05-09,252027
2018-05-10,251849
2018-05-11,247037
2018-05-12,255286
2018-05-13,252790
2018-05-14,254039
2018-05-15,259849
2018-05-16,256788
2018-05-17,264265
2018-05-18,261986
2018-05-19,256741
2018-05-20,250638
2018-05-21,242322
2018-05-22,242143
2018-05-23,242142
2018-05-24,242264
2018-05-25,237948
2018-05-26,241145
2018-05-27,240079
2018-05-28,240626
2018-05-29,236783
2018-05-30,234989
2018-05-31,238460
2018-06-01,235573
2018-06-02,239105
2018-06-03,233345
2018-06-04,233595
2018-06-05,236365
2018-06-06,231908
2018-06-07,220312
2018-06-08,209716
2018-06-09,199940
2018-06-10,192565
2018-06-11,184794
2018-06-12,180071
2018-06-13,173217
2018-06-14,164556
2018-06-15,156328
2018-06-16,150770
2018-06-17,151907
2018-06-18,146274
2018-06-19,150552
2018-06-20,148738
2018-06-21,148897
2018-06-22,151979
2018-06-23,148849
2018-06-24,149608
2018-06-25,149618
2018-06-26,150022
2018-06-27,151686
2018-06-28,150426
2018-06-29,150260
2018-06-30,148937
2018-07-01,148845
2018-07-02,149568
2018-07-03,149919
2018-07-04,149121
2018-07-05,151885
2018-07-06,154329
2018-07-07,155143
2018-07-08,156783
2018-07-09,157670
2018-07-10,160401
2018-07-11,164637
2018-07-12,167432
2018-07-13,170198
2018-07-14,174464
2018-07-15,177653
2018-07-16,181428
2018-07-17,176351
2018-07-18,170209
2018-07-19,172254
2018-07-20,171316
2018-07-21,168328
2018-07-22,167065
2018-07-23,163521
2018-07-24,161862
2018-07-25,157267
2018-07-26,157391
2018-07-27,155822
2018-07-28,149418
2018-07-29,147564
2018-07-30,142130
2018-07-31,136882
2018-08-01,135535
2018-08-02,135394
2018-08-03,139182
2018-08-04,140575
2018-08-05,146431
2018-08-06,149911
2018-08-07,147352
2018-08-08,144423
2018-08-09,146816
2018-08-10,151697
2018-08-11,155299
2018-08-12,155114
2018-08-14,150925
2018-08-16,144964
2018-08-17,147908
2018-08-18,149205
2018-08-19,153432
2018-08-20,152539
2018-08-21,149361
2018-08-22,146902
2018-08-23,145453
2018-08-24,147693
2018-08-25,147085
2018-08-26,149064
2018-08-27,149977
2018-08-28,151878
2018-08-29,157375
2018-08-30,152642
2018-08-31,147528
2018-09-01,145514
2018-09-02,146477
2018-09-03,149039
2018-09-04,151338
2018-09-05,152832
2018-09-06,154088
2018-09-07,149127
2018-09-08,147580
2018-09-09,145713
2018-09-10,145439
2018-09-11,145448
2018-09-12,146835
2018-09-13,147775
2018-09-14,148476
2018-09-15,148719
2018-09-16,149612
2018-09-17,150040
2018-09-18,150430
2018-09-19,150725
2018-09-20,150630
2018-09-21,149873
2018-09-22,149570
2018-09-23,153054
2018-09-24,152429
2018-09-25,153458
2018-09-26,157149
2018-09-27,158820
2018-09-28,154578
2018-09-29,148031
2018-09-30,149149
2018-10-02,159383
2018-10-03,165135
2018-10-04,165398
2018-10-05,161813
2018-10-06,162157
2018-10-07,159688
2018-10-08,155994
2018-10-09,154379
2018-10-10,153327
2018-10-11,152326
2018-10-12,152877
2018-10-13,153710
2018-10-14,155552
2018-10-15,160189
2018-10-16,167334
2018-10-17,167662
2018-10-18,173572
2018-10-19,175449
2018-10-20,173079
2018-10-21,169164
2018-10-22,163183
2018-10-23,159197
2018-10-24,156331
2018-10-25,153162
2018-10-26,154216
2018-10-27,158337
2018-10-28,161897
2018-10-29,162479
2018-10-30,160839
2018-10-31,162302
2018-11-01,159741
2018-11-03,160557
2018-11-04,161767
2018-11-05,163591
2018-11-06,163553
2018-11-07,160475
2018-11-08,161674
2018-11-09,160730
2018-11-10,163731
2018-11-11,164472
2018-11-12,162204
2018-11-13,159130
2018-11-14,154689
2018-11-15,153133
2018-11-16,154071
2018-11-17,154600
2018-11-18,155859
2018-11-19,151886
2018-11-20,147291
2018-11-21,146629
2018-11-22,146006
2018-11-23,147552
2018-11-24,146661
2018-11-25,145824
2018-11-26,147308
2018-11-27,152671
2018-11-28,155458
2018-11-29,157468
2018-12-01,167237
2018-12-02,175599
2018-12-03,184379
2018-12-04,193598
2018-12-05,203278
2018-12-07,216103
2018-12-09,217116
2018-12-10,226610
2018-12-11,235100
2018-12-12,243101
2018-12-13,244526
2018-12-14,247653
2018-12-15,259234
2018-12-16,272094
2018-12-17,280417
2018-12-18,278836
2018-12-19,276450
2018-12-20,271081
2018-12-21,263056
2018-12-22,253995
2018-12-23,249233
2018-12-24,256183
2018-12-25,253682
2018-12-26,251376
2018-12-27,250225
2018-12-28,247576
2018-12-29,250870
2018-12-30,248314
2018-12-31,242369
2019-01-01,235487
2019-01-02,228436
2019-01-03,230686
2019-01-04,229928
2019-01-05,234913
2019-01-06,246466
2019-01-08,255172
2019-01-10,255878
2019-01-11,266406
2019-01-12,279638
2019-01-13,293454
2019-01-14,308059
2019-01-15,322779
2019-01-16,319577
2019-01-17,304878
2019-01-18,294930
2019-01-19,289871
2019-01-20,280806
2019-01-21,281447
2019-01-22,285194
2019-01-23,290968
2019-01-24,291241
2019-01-25,302484
2019-01-26,317447
2019-01-27,331925
2019-01-28,317422
2019-01-29,319792
2019-01-30,320886
2019-01-31,321273
2019-02-01,321264
2019-02-02,316923
2019-02-03,312197
2019-02-04,313532
2019-02-05,309110
2019-02-06,308828
2019-02-07,304330
2019-02-08,298124
2019-02-09,292125
2019-02-10,282404
2019-02-11,277731
2019-02-12,271117
2019-02-13,268567
2019-02-14,270099
2019-02-15,265164
2019-02-16,267637
2019-02-17,266106
2019-02-18,275832
2019-02-19,275045
2019-02-20,272682
2019-02-21,268294
2019-02-22,264687
2019-02-23,260456
2019-02-24,254224
2019-02-25,254697
2019-02-26,256664
2019-02-27,255050
2019-02-28,253525
2019-03-01,244577
2019-03-02,241920
2019-03-03,233507
2019-03-04,226777
2019-03-05,217541
2019-03-06,208127
2019-03-07,203286
2019-03-08,212099
2019-03-09,215913
2019-03-10,218788
2019-03-11,219128
2019-03-12,214053
2019-03-13,207878
2019-03-14,199410
2019-03-15,196835
2019-03-16,193294
2019-03-17,188902
2019-03-18,189018
2019-03-19,196866
2019-03-20,196119
2019-03-21,191991
2019-03-22,183310
2019-03-23,178885
2019-03-24,184006
2019-03-25,180213
2019-03-26,178507
2019-03-27,174034
2019-03-28,169124
2019-03-29,166263
2019-03-30,168372
2019-03-31,176062
2019-04-01,174270
2019-04-02,166377
2019-04-03,162619
