date_obj,Adamant%20full%20helm price
2015-09-07,1932
2015-09-08,1925
2015-09-09,1910
2015-09-10,1936
2015-09-11,1909
2015-09-12,1900
2015-09-13,1903
2015-09-14,1931
2015-09-15,1920
2015-09-16,1929
2015-09-17,1937
2015-09-18,1926
2015-09-19,1922
2015-09-20,1924
2015-09-21,1931
2015-09-22,1947
2015-09-23,1965
2015-09-24,1997
2015-09-25,2003
2015-09-27,1925
2015-09-28,1921
2015-09-29,1945
2015-09-30,1946
2015-10-05,1929
2015-10-06,1920
2015-10-07,1925
2015-10-08,1958
2015-10-09,1950
2015-10-10,1919
2015-10-11,1936
2015-10-12,1948
2015-10-13,1939
2015-10-14,1939
2015-10-15,1931
2015-10-16,1950
2015-10-17,1906
2015-10-18,1917
2015-10-19,1926
2015-10-20,1934
2015-10-22,1944
2015-10-23,1945
2015-10-24,1942
2015-10-25,1922
2015-10-26,1940
2015-10-27,1946
2015-10-28,1927
2015-10-29,1918
2015-10-30,1939
2015-10-31,1940
2015-11-01,1943
2015-11-02,1939
2015-11-03,1915
2015-11-04,1931
2015-11-05,1939
2015-11-06,1937
2015-11-07,1948
2015-11-08,1957
2015-11-09,1971
2015-11-10,1982
2015-11-11,1989
2015-11-12,1987
2015-11-13,1952
2015-11-14,1924
2015-11-15,1922
2015-11-16,1946
2015-11-17,1938
2015-11-18,1962
2015-11-19,1980
2015-11-20,2009
2015-11-21,1994
2015-11-22,1993
2015-11-23,2013
2015-11-24,2015
2015-11-25,1990
2015-11-26,1982
2015-11-27,1963
2015-11-28,1968
2015-11-29,1962
2015-11-30,1963
2015-12-01,1962
2015-12-02,1990
2015-12-03,1996
2015-12-04,1951
2015-12-05,1959
2015-12-06,1974
2015-12-07,1981
2015-12-08,1975
2015-12-09,1968
2015-12-10,1975
2015-12-11,1991
2015-12-12,1987
2015-12-13,1980
2015-12-14,1975
2015-12-15,1961
2015-12-16,1947
2015-12-17,1982
2015-12-18,1991
2015-12-19,1962
2015-12-20,1958
2015-12-21,1972
2015-12-22,1972
2015-12-23,1974
2015-12-24,1956
2015-12-25,1920
2015-12-26,1929
2015-12-27,1936
2015-12-28,1957
2015-12-29,1936
2015-12-30,1937
2015-12-31,1908
2016-01-01,1924
2016-01-02,1905
2016-01-03,1891
2016-01-04,1938
2016-01-05,1960
2016-01-06,1968
2016-01-07,1980
2016-01-08,1966
2016-01-09,1987
2016-01-10,1966
2016-01-11,1947
2016-01-12,1968
2016-01-13,1965
2016-01-14,1976
2016-01-15,1972
2016-01-16,1985
2016-01-17,1941
2016-01-18,1948
2016-01-19,1970
2016-01-20,1971
2016-01-21,1984
2016-01-22,1940
2016-01-23,1929
2016-01-24,1914
2016-01-25,1922
2016-01-26,1952
2016-01-27,1953
2016-01-28,1958
2016-01-29,1967
2016-01-30,1975
2016-01-31,1955
2016-02-01,1953
2016-02-02,1936
2016-02-03,1950
2016-02-04,1937
2016-02-05,1951
2016-02-06,1957
2016-02-07,1969
2016-02-08,1969
2016-02-09,1965
2016-02-10,1948
2016-02-11,1969
2016-02-12,1958
2016-02-13,1933
2016-02-14,1963
2016-02-15,1980
2016-02-16,1988
2016-02-17,1963
2016-02-18,1957
2016-02-19,1940
2016-02-20,1942
2016-02-21,1919
2016-02-22,1970
2016-02-23,1950
2016-02-24,1953
2016-02-25,1956
2016-02-26,1937
2016-02-27,1915
2016-02-28,1921
2016-02-29,1943
2016-03-01,1933
2016-03-02,1945
2016-03-03,1954
2016-03-04,1946
2016-03-05,1961
2016-03-06,1976
2016-03-07,1914
2016-03-08,1941
2016-03-09,1960
2016-03-10,1949
2016-03-11,1971
2016-03-12,1966
2016-03-13,1943
2016-03-14,1933
2016-03-15,1953
2016-03-16,1953
2016-03-17,1937
2016-03-18,1918
2016-03-19,1930
2016-03-20,1917
2016-03-21,1932
2016-03-22,1949
2016-03-23,1960
2016-03-24,1983
2016-03-25,1960
2016-03-26,1949
2016-03-27,1938
2016-03-28,1934
2016-03-29,1936
2016-03-30,1914
2016-03-31,1921
2016-04-01,1927
2016-04-02,1926
2016-04-03,1945
2016-04-04,1934
2016-04-05,1927
2016-04-06,1948
2016-04-07,1956
2016-04-08,1983
2016-04-09,1971
2016-04-10,1947
2016-04-11,1926
2016-04-12,1933
2016-04-13,1932
2016-04-14,1937
2016-04-15,1944
2016-04-16,1939
2016-04-17,1928
2016-04-18,1935
2016-04-19,1946
2016-04-20,1942
2016-04-21,1917
2016-04-22,1933
2016-04-23,1930
2016-04-24,1916
2016-04-25,1920
2016-04-26,1913
2016-04-27,1934
2016-04-28,1930
2016-04-29,1927
2016-04-30,1935
2016-05-01,1944
2016-05-02,1961
2016-05-03,1949
2016-05-04,1928
2016-05-05,1924
2016-05-06,1938
2016-05-07,1915
2016-05-08,1918
2016-05-09,1921
2016-05-10,1917
2016-05-11,1919
2016-05-12,1902
2016-05-13,1909
2016-05-14,1909
2016-05-15,1891
2016-05-16,1897
2016-05-17,1921
2016-05-18,1933
2016-05-19,1955
2016-05-21,1937
2016-05-22,1916
2016-05-23,1899
2016-05-24,1910
2016-05-25,1924
2016-05-26,1950
2016-05-27,1958
2016-05-28,1948
2016-05-29,1919
2016-05-30,1943
2016-05-31,1954
2016-06-01,1957
2016-06-02,1936
2016-06-03,1946
2016-06-04,1937
2016-06-05,1906
2016-06-06,1895
2016-06-07,1916
2016-06-08,1922
2016-06-09,1927
2016-06-10,1925
2016-06-11,1915
2016-06-12,1911
2016-06-13,1920
2016-06-14,1948
2016-06-15,1937
2016-06-16,1950
2016-06-17,1930
2016-06-18,1965
2016-06-19,1955
2016-06-20,1958
2016-06-21,1929
2016-06-22,1968
2016-06-23,1947
2016-06-24,1933
2016-06-25,1944
2016-06-26,1898
2016-06-27,1921
2016-06-28,1960
2016-06-29,1948
2016-06-30,1939
2016-07-01,1964
2016-07-02,1980
2016-07-03,1974
2016-07-04,1967
2016-07-05,1961
2016-07-06,1957
2016-07-07,1936
2016-07-08,1946
2016-07-09,1949
2016-07-10,1938
2016-07-11,1924
2016-07-12,1919
2016-07-13,1930
2016-07-14,1961
2016-07-15,1984
2016-07-16,1964
2016-07-17,1959
2016-07-18,1954
2016-07-23,1891
2016-07-24,1908
2016-07-25,1925
2016-07-26,1882
2016-07-27,1922
2016-07-28,1935
2016-07-29,1957
2016-07-30,1961
2016-07-31,1964
2016-08-01,1962
2016-08-02,1953
2016-08-03,1960
2016-08-04,1966
2016-08-05,1958
2016-08-06,1936
2016-08-07,1938
2016-08-08,1950
2016-08-09,1942
2016-08-10,1939
2016-08-11,1942
2016-08-12,1949
2016-08-13,1934
2016-08-14,1937
2016-08-15,1905
2016-08-16,1919
2016-08-17,1929
2016-08-18,1937
2016-08-19,1944
2016-08-20,1944
2016-08-21,1944
2016-08-22,1931
2016-08-23,1937
2016-08-24,1953
2016-08-25,1970
2016-08-26,1967
2016-08-28,1967
2016-08-31,1934
2016-09-01,1949
2016-09-02,1980
2016-09-03,1953
2016-09-04,1969
2016-09-05,1944
2016-09-06,1942
2016-09-07,1941
2016-09-08,1933
2016-09-09,1956
2016-09-10,1940
2016-09-11,1948
2016-09-12,1954
2016-09-13,1958
2016-09-14,1942
2016-09-15,1926
2016-09-16,1911
2016-09-17,1916
2016-09-18,1917
2016-09-19,1924
2016-09-20,1912
2016-09-21,1898
2016-09-22,1911
2016-09-23,1923
2016-09-24,1917
2016-09-25,1908
2016-09-26,1936
2016-09-27,1929
2016-09-28,1911
2016-09-29,1890
2016-09-30,1894
2016-10-01,1891
2016-10-02,1904
2016-10-03,1920
2016-10-04,1928
2016-10-05,1939
2016-10-06,1939
2016-10-07,1929
2016-10-08,1934
2016-10-09,1927
2016-10-10,1905
2016-10-11,1912
2016-10-12,1927
2016-10-13,1928
2016-10-14,1919
2016-10-15,1905
2016-10-16,1912
2016-10-17,1932
2016-10-18,1937
2016-10-19,1933
2016-10-20,1921
2016-10-21,1931
2016-10-22,1952
2016-10-23,1951
2016-10-24,1957
2016-10-25,1950
2016-10-26,1947
2016-10-27,1944
2016-10-28,1949
2016-10-29,1949
2016-10-30,1928
2016-10-31,1927
2016-11-01,1935
2016-11-02,1956
2016-11-03,1949
2016-11-04,1937
2016-11-05,1950
2016-11-06,1939
2016-11-07,1943
2016-11-08,1935
2016-11-09,1936
2016-11-10,1954
2016-11-11,1958
2016-11-12,1951
2016-11-13,1962
2016-11-14,1955
2016-11-15,1947
2016-12-07,1957
2016-12-08,1961
2016-12-09,1943
2016-12-10,1929
2016-12-11,1922
2016-12-12,1931
2016-12-13,1937
2016-12-14,1939
2016-12-15,1944
2016-12-16,1950
2016-12-17,1941
2016-12-18,1903
2016-12-19,1928
2016-12-20,1929
2016-12-21,1933
2016-12-22,1954
2016-12-23,1939
2016-12-24,1931
2016-12-25,1929
2016-12-26,1940
2016-12-27,1935
2016-12-28,1921
2016-12-29,1920
2016-12-30,1908
2016-12-31,1911
2017-01-01,1902
2017-01-02,1902
2017-01-03,1913
2017-01-04,1908
2017-01-05,1905
2017-01-06,1913
2017-01-07,1911
2017-01-08,1911
2017-01-09,1925
2017-01-10,1929
2017-01-11,1928
2017-01-12,1960
2017-01-13,1931
2017-01-14,1929
2017-01-15,1922
2017-01-16,1918
2017-01-17,1924
2017-01-18,1927
2017-01-19,1941
2017-01-20,1952
2017-01-21,1925
2017-01-22,1922
2017-01-23,1922
2017-01-27,1944
2017-01-28,1926
2017-01-29,1918
2017-01-30,1916
2017-01-31,1924
2017-02-01,1933
2017-02-02,1922
2017-02-03,1921
2017-02-04,1927
2017-02-05,1919
2017-02-06,1931
2017-02-07,1943
2017-02-08,1929
2017-02-09,1927
2017-02-10,1941
2017-02-11,1918
2017-02-12,1919
2017-02-13,1922
2017-02-14,1928
2017-02-15,1915
2017-02-16,1917
2017-02-17,1924
2017-02-18,1915
2017-02-19,1906
2017-02-20,1925
2017-02-21,1931
2017-02-22,1932
2017-02-23,1924
2017-02-24,1912
2017-02-25,1913
2017-02-26,1897
2017-02-27,1915
2017-02-28,1921
2017-03-01,1933
2017-03-02,1948
2017-03-03,1926
2017-03-04,1909
2017-03-05,1910
2017-03-06,1912
2017-03-07,1914
2017-03-08,1914
2017-03-09,1916
2017-03-10,1908
2017-03-11,1921
2017-03-12,1920
2017-03-13,1901
2017-03-14,1928
2017-03-15,1924
2017-03-16,1930
2017-03-17,1930
2017-03-18,1914
2017-03-19,1902
2017-03-20,1911
2017-03-21,1926
2017-03-22,1918
2017-03-23,1926
2017-03-24,1928
2017-03-25,1908
2017-03-26,1904
2017-03-27,1921
2017-03-28,1907
2017-03-29,1922
2017-03-30,1911
2017-03-31,1917
2017-04-01,1916
2017-04-02,1909
2017-04-03,1924
2017-04-04,1934
2017-04-05,1935
2017-04-12,1944
2017-04-13,1928
2017-04-14,1931
2017-04-15,1925
2017-04-16,1917
2017-04-17,1912
2017-04-18,1922
2017-04-19,1923
2017-04-20,1936
2017-04-21,1939
2017-04-22,1930
2017-04-23,1906
2017-04-24,1917
2017-04-25,1922
2017-04-26,1930
2017-04-27,1941
2017-04-28,1948
2017-04-29,1940
2017-04-30,1943
2017-05-01,1956
2017-05-02,1951
2017-05-03,1953
2017-05-04,1953
2017-05-05,1944
2017-05-06,1942
2017-05-07,1923
2017-05-08,1930
2017-05-09,1943
2017-05-10,1933
2017-05-11,1920
2017-05-12,1928
2017-05-13,1929
2017-05-14,1917
2017-05-15,1922
2017-05-16,1920
2017-05-17,1939
2017-05-18,1938
2017-05-19,1932
2017-05-20,1934
2017-05-21,1942
2017-05-22,1938
2017-05-23,1927
2017-05-24,1935
2017-05-25,1935
2017-05-26,1916
2017-05-27,1904
2017-05-28,1907
2017-05-29,1905
2017-05-30,1913
2017-05-31,1921
2017-06-01,1921
2017-06-02,1919
2017-06-03,1927
2017-06-04,1902
2017-06-05,1908
2017-06-06,1905
2017-06-07,1925
2017-06-08,1917
2017-06-09,1912
2017-06-10,1920
2017-06-11,1907
2017-06-12,1910
2017-06-13,1929
2017-06-14,1933
2017-06-15,1910
2017-06-16,1917
2017-06-17,1914
2017-06-18,1917
2017-06-19,1933
2017-06-20,1925
2017-06-21,1933
2017-06-22,1915
2017-06-23,1918
2017-06-24,1914
2017-06-25,1916
2017-06-26,1916
2017-06-27,1921
2017-06-28,1924
2017-06-29,1919
2017-06-30,1917
2017-07-01,1929
2017-07-02,1931
2017-07-03,1907
2017-07-04,1909
2017-07-05,1915
2017-07-06,1917
2017-07-07,1917
2017-07-08,1908
2017-07-09,1908
2017-07-13,1916
2017-07-14,1912
2017-07-15,1919
2017-07-16,1908
2017-07-17,1914
2017-07-18,1925
2017-07-19,1928
2017-07-20,1928
2017-07-21,1930
2017-07-22,1928
2017-07-23,1930
2017-07-24,1936
2017-07-25,1932
2017-07-26,1940
2017-07-27,1946
2017-07-28,1938
2017-07-29,1900
2017-07-30,1930
2017-07-31,1933
2017-08-01,1915
2017-08-02,1918
2017-08-03,1922
2017-08-04,1921
2017-08-05,1932
2017-08-06,1923
2017-08-07,1923
2017-08-08,1912
2017-08-09,1928
2017-08-10,1912
2017-08-11,1918
2017-08-12,1923
2017-08-13,1920
2017-08-14,1915
2017-08-15,1915
2017-08-16,1913
2017-08-17,1915
2017-08-18,1892
2017-08-19,1902
2017-08-20,1922
2017-08-21,1927
2017-08-22,1924
2017-08-23,1926
2017-08-24,1924
2017-08-25,1913
2017-08-26,1914
2017-08-27,1921
2017-08-28,1916
2017-08-29,1937
2017-08-30,1930
2017-08-31,1922
2017-09-01,1926
2017-09-02,1914
2017-09-03,1935
2017-09-04,1940
2017-09-05,1937
2017-09-06,1942
2017-09-07,1941
2017-09-08,1914
2017-09-09,1924
2017-09-10,1940
2017-09-11,1932
2017-09-12,1918
2017-09-13,1924
2017-09-14,1921
2017-09-15,1902
2017-09-16,1909
2017-09-17,1921
2017-09-18,1937
2017-09-19,1927
2017-09-20,1932
2017-09-21,1885
2017-09-22,1920
2017-09-23,1910
2017-09-24,1891
2017-09-25,1893
2017-09-26,1906
2017-09-27,1914
2017-09-28,1918
2017-09-29,1917
2017-09-30,1920
2017-10-01,1917
2017-10-02,1915
2017-10-03,1903
2017-10-04,1909
2017-10-05,1913
2017-10-06,1905
2017-10-07,1906
2017-10-08,1907
2017-10-09,1916
2017-10-10,1917
2017-10-11,1920
2017-10-12,1909
2017-10-13,1908
2017-10-14,1905
2017-10-15,1924
2017-10-16,1917
2017-10-17,1907
2017-10-18,1927
2017-10-19,1938
2017-10-20,1944
2017-10-21,1942
2017-10-22,1910
2017-10-23,1911
2017-10-24,1899
2017-10-25,1902
2017-10-26,1896
2017-10-27,1886
2017-10-28,1902
2017-10-29,1900
2017-10-30,1907
2017-10-31,1908
2017-11-01,1899
2017-11-02,1896
2017-11-03,1885
2017-11-04,1891
2017-11-05,1904
2017-11-06,1909
2017-11-07,1912
2017-11-08,1923
2017-11-09,1921
2017-11-10,1906
2017-11-11,1917
2017-11-12,1931
2017-11-13,1929
2017-11-14,1919
2017-11-15,1907
2017-11-16,1907
2017-11-17,1906
2017-11-18,1906
2017-11-19,1910
2017-11-20,1908
2017-11-21,1899
2017-11-22,1881
2017-11-23,1895
2017-11-24,1913
2017-11-25,1913
2017-11-26,1896
2017-11-27,1915
2017-11-28,1917
2017-11-29,1911
2017-11-30,1914
2017-12-01,1911
2017-12-02,1907
2017-12-03,1900
2017-12-04,1910
2017-12-05,1910
2017-12-06,1903
2017-12-07,1903
2017-12-08,1884
2017-12-09,1895
2017-12-10,1895
2017-12-11,1890
2017-12-12,1901
2017-12-13,1896
2017-12-14,1912
2017-12-15,1906
2017-12-16,1887
2017-12-17,1909
2017-12-18,1914
2017-12-19,1916
2017-12-20,1900
2017-12-21,1905
2017-12-22,1886
2017-12-23,1889
2017-12-24,1877
2017-12-25,1885
2017-12-26,1883
2017-12-27,1880
2017-12-28,1873
2017-12-29,1869
2017-12-30,1865
2017-12-31,1888
2018-01-01,1883
2018-01-02,1896
2018-01-03,1893
2018-01-04,1858
2018-01-05,1859
2018-01-06,1873
2018-01-07,1887
2018-01-08,1892
2018-01-09,1900
2018-01-10,1907
2018-01-11,1914
2018-01-12,1905
2018-01-13,1887
2018-01-14,1881
2018-01-15,1891
2018-01-16,1879
2018-01-17,1889
2018-01-18,1899
2018-01-19,1885
2018-01-20,1894
2018-01-21,1889
2018-01-22,1898
2018-01-23,1898
2018-01-24,1885
2018-01-25,1897
2018-01-26,1889
2018-01-27,1913
2018-01-28,1887
2018-01-29,1892
2018-01-30,1904
2018-01-31,1903
2018-02-01,1911
2018-02-02,1913
2018-02-03,1890
2018-02-04,1893
2018-02-05,1911
2018-02-06,1901
2018-02-07,1906
2018-02-08,1907
2018-02-09,1911
2018-02-10,1909
2018-02-11,1906
2018-02-12,1892
2018-02-13,1885
2018-02-14,1914
2018-02-15,1908
2018-02-16,1908
2018-02-17,1916
2018-02-18,1906
2018-02-19,1904
2018-02-20,1896
2018-02-21,1898
2018-02-22,1919
2018-02-23,1912
2018-02-24,1896
2018-02-25,1912
2018-02-26,1905
2018-02-27,1906
2018-02-28,1903
2018-03-01,1901
2018-03-02,1902
2018-03-03,1908
2018-03-04,1898
2018-03-05,1892
2018-03-06,1898
2018-03-07,1901
2018-03-08,1893
2018-03-09,1899
2018-03-10,1912
2018-03-11,1902
2018-03-12,1915
2018-03-13,1907
2018-03-14,1905
2018-03-15,1900
2018-03-16,1891
2018-03-17,1896
2018-03-18,1904
2018-03-19,1905
2018-03-20,1918
2018-03-21,1915
2018-03-22,1901
2018-03-23,1915
2018-03-24,1896
2018-03-25,1894
2018-03-26,1862
2018-03-27,1897
2018-03-28,1902
2018-03-29,1899
2018-03-30,1909
2018-03-31,1907
2018-04-01,1892
2018-04-02,1898
2018-04-03,1905
2018-04-04,1904
2018-04-05,1912
2018-04-06,1908
2018-04-07,1917
2018-04-08,1908
2018-04-09,1904
2018-04-10,1912
2018-04-11,1919
2018-04-12,1913
2018-04-13,1900
2018-04-14,1883
2018-04-15,1884
2018-04-16,1912
2018-04-17,1914
2018-04-18,1907
2018-04-19,1907
2018-04-20,1909
2018-04-21,1904
2018-04-22,1903
2018-04-23,1900
2018-04-24,1895
2018-04-25,1897
2018-04-26,1921
2018-04-27,1902
2018-04-28,1901
2018-04-29,1892
2018-04-30,1899
2018-05-01,1912
2018-05-02,1902
2018-05-03,1908
2018-05-04,1916
2018-05-05,1894
2018-05-06,1891
2018-05-07,1890
2018-05-08,1905
2018-05-09,1918
2018-05-10,1915
2018-05-11,1905
2018-05-12,1912
2018-05-13,1947
2018-05-14,1929
2018-05-15,1914
2018-05-16,1903
2018-05-17,1921
2018-05-18,1898
2018-05-19,1913
2018-05-20,1910
2018-05-21,1914
2018-05-22,1914
2018-05-23,1913
2018-05-24,1896
2018-05-25,1925
2018-05-26,1915
2018-05-27,1894
2018-05-28,1904
2018-05-29,1894
2018-05-30,1917
2018-05-31,1917
2018-06-01,1923
2018-06-02,1914
2018-06-03,1910
2018-06-04,1926
2018-06-05,1907
2018-06-06,1915
2018-06-07,1907
2018-06-08,1901
2018-06-09,1892
2018-06-10,1886
2018-06-11,1904
2018-06-12,1909
2018-06-13,1896
2018-06-14,1881
2018-06-15,1882
2018-06-16,1878
2018-06-17,1894
2018-06-18,1902
2018-06-19,1890
2018-06-20,1881
2018-06-21,1892
2018-06-22,1901
2018-06-23,1894
2018-06-24,1902
2018-06-25,1890
2018-06-26,1906
2018-06-27,1910
2018-06-28,1889
2018-06-29,1894
2018-06-30,1883
2018-07-01,1892
2018-07-02,1883
2018-07-03,1904
2018-07-04,1898
2018-07-05,1908
2018-07-06,1915
2018-07-07,1914
2018-07-08,1923
2018-07-09,1895
2018-07-10,1886
2018-07-11,1896
2018-07-12,1913
2018-07-13,1908
2018-07-14,1885
2018-07-15,1883
2018-07-16,1891
2018-07-17,1883
2018-07-18,1878
2018-07-19,1902
2018-07-20,1909
2018-07-21,1890
2018-07-22,1902
2018-07-23,1896
2018-07-24,1883
2018-07-25,1896
2018-07-26,1889
2018-07-27,1887
2018-07-28,1870
2018-07-29,1908
2018-07-30,1922
2018-07-31,1905
2018-08-01,1920
2018-08-02,1908
2018-08-03,1896
2018-08-04,1896
2018-08-05,1890
2018-08-06,1891
2018-08-07,1895
2018-08-08,1884
2018-08-09,1874
2018-08-10,1864
2018-08-11,1852
2018-08-12,1852
2018-08-14,1844
2018-08-16,1864
2018-08-17,1863
2018-08-18,1857
2018-08-19,1862
2018-08-20,1876
2018-08-21,1892
2018-08-22,1887
2018-08-23,1879
2018-08-24,1860
2018-08-25,1869
2018-08-26,1867
2018-08-27,1865
2018-08-28,1859
2018-08-29,1862
2018-08-30,1873
2018-08-31,1866
2018-09-01,1866
2018-09-02,1848
2018-09-03,1858
2018-09-04,1883
2018-09-05,1860
2018-09-06,1846
2018-09-07,1851
2018-09-08,1870
2018-09-09,1878
2018-09-10,1900
2018-09-11,1889
2018-09-12,1876
2018-09-13,1897
2018-09-14,1901
2018-09-15,1881
2018-09-16,1867
2018-09-17,1891
2018-09-18,1881
2018-09-19,1881
2018-09-20,1883
2018-09-21,1889
2018-09-22,1880
2018-09-23,1874
2018-09-24,1878
2018-09-25,1864
2018-09-26,1852
2018-09-27,1881
2018-09-28,1871
2018-09-29,1853
2018-09-30,1855
2018-10-01,1848
2018-10-02,1852
2018-10-03,1858
2018-10-04,1861
2018-10-05,1879
2018-10-06,1862
2018-10-07,1846
2018-10-08,1838
2018-10-09,1854
2018-10-10,1868
2018-10-11,1857
2018-10-12,1854
2018-10-13,1841
2018-10-14,1853
2018-10-15,1852
2018-10-16,1841
2018-10-17,1849
2018-10-18,1874
2018-10-19,1855
2018-10-20,1872
2018-10-21,1875
2018-10-22,1861
2018-10-23,1875
2018-10-24,1874
2018-10-25,1894
2018-10-26,1893
2018-10-27,1874
2018-10-28,1887
2018-10-29,1867
2018-10-30,1889
2018-10-31,1888
2018-11-01,1886
2018-11-03,1887
2018-11-04,1891
2018-11-05,1876
2018-11-06,1876
2018-11-07,1871
2018-11-08,1874
2018-11-09,1877
2018-11-10,1860
2018-11-11,1849
2018-11-12,1835
2018-11-13,1845
2018-11-14,1831
2018-11-15,1842
2018-11-16,1848
2018-11-17,1835
2018-11-18,1844
2018-11-19,1858
2018-11-20,1835
2018-11-21,1819
2018-11-22,1826
2018-11-23,1778
2018-11-24,1826
2018-11-25,1848
2018-11-26,1847
2018-11-27,1855
2018-11-28,1835
2018-11-29,1829
2018-12-01,1862
2018-12-02,1853
2018-12-03,1846
2018-12-04,1854
2018-12-05,1856
2018-12-07,1846
2018-12-09,1865
2018-12-10,1879
2018-12-11,1862
2018-12-12,1865
2018-12-13,1876
2018-12-14,1885
2018-12-15,1876
2018-12-16,1869
2018-12-17,1866
2018-12-18,1856
2018-12-19,1863
2018-12-20,1875
2018-12-21,1874
2018-12-22,1878
2018-12-23,1873
2018-12-24,1871
2018-12-25,1866
2018-12-26,1836
2018-12-27,1851
2018-12-28,1851
2018-12-29,1851
2018-12-30,1848
2018-12-31,1868
2019-01-01,1852
2019-01-02,1833
2019-01-03,1832
2019-01-04,1844
2019-01-05,1841
2019-01-06,1839
2019-01-08,1849
2019-01-10,1845
2019-01-11,1865
2019-01-12,1871
2019-01-13,1859
2019-01-14,1863
2019-01-15,1865
2019-01-16,1867
2019-01-17,1856
2019-01-18,1861
2019-01-19,1867
2019-01-20,1857
2019-01-21,1850
2019-01-22,1856
2019-01-23,1855
2019-01-24,1855
2019-01-25,1843
2019-01-26,1844
2019-01-27,1860
2019-01-28,1858
2019-01-29,1875
2019-01-30,1864
2019-01-31,1867
2019-02-01,1865
2019-02-02,1864
2019-02-03,1870
2019-02-04,1878
2019-02-05,1890
2019-02-06,1880
2019-02-07,1871
2019-02-08,1878
2019-02-09,1893
2019-02-10,1873
2019-02-11,1897
2019-02-12,1887
2019-02-13,1905
2019-02-14,1930
2019-02-15,1910
2019-02-16,1888
2019-02-17,1884
2019-02-18,1887
2019-02-19,1880
2019-02-20,1900
2019-02-21,1903
2019-02-22,1890
2019-02-23,1882
2019-02-24,1894
2019-02-25,1888
2019-02-26,1885
2019-02-27,1901
2019-02-28,1907
2019-03-01,1886
2019-03-02,1900
2019-03-03,1896
2019-03-04,1905
2019-03-05,1912
2019-03-06,1906
2019-03-07,1921
2019-03-08,1910
2019-03-09,1893
2019-03-10,1879
2019-03-11,1894
2019-03-12,1879
2019-03-13,1850
2019-03-14,1886
2019-03-15,1887
