date_obj,Limestone price
2019-08-26,145
2019-08-27,141
2019-08-27,141
2019-08-28,140
2019-08-29,147
2019-08-30,155
2019-08-31,155
2019-09-01,163
2019-09-02,163
2019-09-03,161
2019-09-04,152
2019-09-05,144
2019-09-06,137
2019-09-07,130
2019-09-08,123
2019-09-09,117
2019-09-10,111
2019-09-11,105
2019-09-12,99
2019-09-13,94
2019-09-14,91
2019-09-15,91
2019-09-16,87
2019-09-17,85
2019-09-18,81
2019-09-19,85
2019-09-20,82
2019-09-21,81
2019-09-22,84
2019-09-23,85
2019-09-24,85
2019-09-25,88
2019-09-26,90
2019-09-27,92
2019-09-28,94
2019-09-29,96
2019-09-30,98
2019-10-01,99
2019-10-02,100
2019-10-03,102
2019-10-04,104
2019-10-05,106
2019-10-06,106
2019-10-07,109
2019-10-08,111
2019-10-09,111
2019-10-10,110
2019-10-11,111
2019-10-12,116
2019-10-13,119
2019-10-14,115
2019-10-15,109
2019-10-16,103
2019-10-17,98
2019-10-18,93
2019-10-19,92
2019-10-20,93
2019-10-21,95
2019-10-22,96
2019-10-23,94
2019-10-24,90
2019-10-25,87
2019-10-26,86
2019-10-27,84
2019-10-28,83
2019-10-29,83
2019-10-30,82
2019-10-31,78
2019-11-01,76
2019-11-02,78
2019-11-03,81
2019-11-04,80
2019-11-05,80
2019-11-06,81
2019-11-07,86
2019-11-08,86
2019-11-09,89
2019-11-10,89
2019-11-11,92
2019-11-12,92
2019-11-13,97
2019-11-14,101
2019-11-15,104
2019-11-16,108
2019-11-17,108
2019-11-18,106
2019-11-19,102
2019-11-20,98
2019-11-21,98
2019-11-22,94
2019-11-23,90
2019-11-24,86
2019-11-25,83
2019-11-26,88
2019-11-27,88
2019-11-28,88
2019-11-29,84
2019-11-30,87
2019-12-01,85
2019-12-02,87
2019-12-03,87
2019-12-04,87
2019-12-05,87
2019-12-06,92
2019-12-07,96
2019-12-08,98
2019-12-09,100
2019-12-10,97
2019-12-11,94
2019-12-12,91
2019-12-13,92
2019-12-14,92
2019-12-15,97
2019-12-16,101
2019-12-17,107
2019-12-18,113
2019-12-19,119
2019-12-20,125
2019-12-21,132
2019-12-22,139
2019-12-23,146
2019-12-24,146
2019-12-25,147
2019-12-26,143
2019-12-27,143
2019-12-28,139
2019-12-29,140
2019-12-30,139
2019-12-31,141
2020-01-01,147
2020-01-02,151
2020-01-03,151
2020-01-04,150
2020-01-05,143
2020-01-06,138
2020-01-07,141
2020-01-08,141
2020-01-09,141
2020-01-10,141
2020-01-11,141
2020-01-12,141
2020-01-13,141
2020-01-14,134
2020-01-15,130
2020-01-16,127
2020-01-17,127
2020-01-18,121
2020-01-19,126
2020-01-20,133
2020-01-21,140
2020-01-22,147
2020-01-23,155
2020-01-24,163
2020-01-25,172
2020-01-26,181
2020-01-27,191
2020-01-28,201
2020-01-29,212
2020-01-30,223
2020-01-31,235
2020-02-01,247
2020-02-02,260
2020-02-03,273
2020-02-04,287
2020-02-05,272
2020-02-06,258
2020-02-07,245
2020-02-08,232
2020-02-09,220
2020-02-10,209
2020-02-11,198
2020-02-12,188
2020-02-13,178
2020-02-14,169
2020-02-15,160
2020-02-16,152
2020-02-17,144
2020-02-18,138
2020-02-19,143
2020-02-20,144
2020-02-21,143
2020-02-22,142
2020-02-23,135
2020-02-24,133
2020-02-25,133
2020-02-26,127
2020-02-27,132
2020-02-28,136
2020-02-29,136
2020-03-01,132
2020-03-02,135
2020-03-03,133
2020-03-04,140
2020-03-05,147
2020-03-06,155
2020-03-07,163
2020-03-08,172
2020-03-09,181
2020-03-10,189
2020-03-11,191
2020-03-12,192
2020-03-13,194
2020-03-14,189
2020-03-15,183
2020-03-16,177
2020-03-17,174
2020-03-18,176
2020-03-19,170
2020-03-20,167
2020-03-21,165
2020-03-22,171
2020-03-23,180
2020-03-24,189
2020-03-25,199
2020-03-26,209
2020-03-27,217
2020-03-28,206
2020-03-29,195
2020-03-30,191
2020-03-31,189
2020-04-01,185
2020-04-02,178
2020-04-03,176
2020-04-04,178
2020-04-05,183
2020-04-06,189
2020-04-07,192
2020-04-08,194
2020-04-09,191
2020-04-10,186
2020-04-11,196
2020-04-12,204
2020-04-13,206
2020-04-14,195
2020-04-15,185
2020-04-16,179
2020-04-17,171
2020-04-18,171
2020-04-19,169
2020-04-20,168
2020-04-21,174
2020-04-22,179
2020-04-23,184
2020-04-24,187
2020-04-25,187
2020-04-26,186
2020-04-27,176
2020-04-28,167
2020-04-29,158
2020-04-30,150
2020-05-01,142
2020-05-02,134
2020-05-03,139
2020-05-04,142
2020-05-05,143
2020-05-06,135
2020-05-07,128
2020-05-08,121
2020-05-09,119
2020-05-10,117
2020-05-11,112
2020-05-12,117
2020-05-13,119
