date_obj,Iron%20platelegs%20(g) price
2019-03-31,49069
2019-04-01,49789
2019-04-02,50529
2019-04-03,50935
2019-04-04,52485
2019-04-05,52947
2019-04-06,52947
2019-04-07,54288
2019-04-08,55550
2019-04-09,56411
2019-04-10,57418
2019-04-11,56754
2019-04-12,55390
2019-04-13,53502
2019-04-14,52245
2019-04-15,51535
2019-04-16,51774
2019-04-17,51894
2019-04-18,51015
2019-04-19,49455
2019-04-20,48537
2019-04-21,47505
2019-04-22,47453
2019-04-23,46846
2019-04-24,46109
2019-04-25,45676
2019-04-26,45066
2019-04-27,44820
2019-04-28,44112
2019-04-29,43795
2019-04-30,43187
2019-05-01,42732
2019-05-02,43023
2019-05-03,43067
2019-05-04,43292
2019-05-05,44150
2019-05-06,45103
2019-05-07,45983
2019-05-08,47009
2019-05-09,48473
2019-05-10,49574
2019-05-11,51209
2019-05-12,52609
2019-05-13,53592
2019-05-14,54085
2019-05-15,54085
2019-05-16,53885
2019-05-17,53885
2019-05-18,54324
2019-05-19,54403
2019-05-20,53910
2019-05-21,53910
2019-05-22,54606
2019-05-23,55111
2019-05-24,55470
2019-05-25,55969
2019-05-26,56841
2019-05-27,58357
2019-05-28,59129
2019-05-29,60213
2019-05-30,61441
2019-05-31,61441
2019-06-01,62970
2019-06-02,64480
2019-06-03,66706
2019-06-04,68505
2019-06-05,70805
2019-06-06,72259
2019-06-07,74342
2019-06-08,76633
2019-06-09,76887
2019-06-10,76887
2019-06-11,76183
2019-06-12,77053
2019-06-13,76641
2019-06-14,76629
2019-06-15,76629
2019-06-16,79823
2019-06-17,82532
2019-06-18,82532
2019-06-19,83462
2019-06-20,82345
2019-06-21,80056
2019-06-22,79355
2019-06-23,77795
2019-06-24,77795
2019-06-25,76709
2019-06-26,75910
2019-06-27,77508
2019-06-28,77508
2019-06-29,77250
2019-06-30,78278
2019-07-01,78278
2019-07-02,78129
2019-07-03,76801
2019-07-04,76801
2019-07-05,76622
2019-07-06,76863
2019-07-07,75068
2019-07-08,75746
2019-07-09,75262
2019-07-10,75519
2019-07-11,73381
2019-07-12,74522
2019-07-13,74522
2019-07-14,74113
2019-07-15,74113
2019-07-16,75415
2019-07-17,75124
2019-07-18,75124
2019-07-19,73364
2019-07-20,73364
2019-07-21,73889
2019-07-22,73889
2019-07-23,74169
2019-07-24,74169
2019-07-25,73890
2019-07-26,73890
2019-07-27,72252
2019-07-28,72252
2019-07-29,70633
2019-07-30,67945
2019-07-31,65585
2019-08-01,65585
2019-08-02,64444
2019-08-03,62098
2019-08-04,61968
2019-08-05,62650
2019-08-06,62650
2019-08-07,62248
2019-08-08,62248
2019-08-09,60253
2019-08-10,58292
2019-08-11,58292
2019-08-12,55927
2019-08-13,55064
2019-08-14,53380
2019-08-15,52346
2019-08-16,51298
2019-08-17,51298
2019-08-18,49783
2019-08-19,49260
2019-08-20,49260
2019-08-21,49993
2019-08-22,48206
2019-08-23,48206
2019-08-24,48105
2019-08-24,48105
2019-08-25,48105
2019-08-25,48105
2019-08-26,46876
2019-08-26,46876
2019-08-27,46876
2019-08-27,46876
2019-08-28,45774
2019-08-29,45774
2019-08-30,44176
2019-08-31,44176
2019-09-01,44169
2019-09-02,44169
2019-09-03,43777
2019-09-04,45589
2019-09-05,45589
2019-09-06,47869
2019-09-07,49309
2019-09-08,48441
2019-09-09,48441
2019-09-10,47979
2019-09-11,48558
2019-09-12,48558
2019-09-13,49224
2019-09-14,49765
2019-09-15,50617
2019-09-16,51470
2019-09-17,52480
2019-09-18,53903
2019-09-19,53903
2019-09-20,54968
2019-09-21,56828
2019-09-22,58677
2019-09-23,59450
2019-09-24,59450
2019-09-25,58638
2019-09-26,58413
2019-09-27,58413
2019-09-28,59198
2019-09-29,59198
2019-09-30,58863
2019-10-01,59329
2019-10-02,59329
2019-10-03,60515
2019-10-04,60515
2019-10-05,61139
2019-10-06,60861
2019-10-07,60861
2019-10-08,59259
2019-10-09,59259
2019-10-10,58686
2019-10-11,58686
2019-10-12,55925
2019-10-13,54419
2019-10-14,53136
2019-10-15,53136
2019-10-16,52305
2019-10-17,52305
2019-10-18,51725
2019-10-19,50158
2019-10-20,50158
2019-10-21,50043
2019-10-22,50043
2019-10-23,50622
2019-10-24,50622
2019-10-25,50055
2019-10-26,50470
2019-10-27,50470
2019-10-28,50733
2019-10-29,50733
2019-10-30,50034
2019-10-31,50034
2019-11-01,49540
2019-11-02,48348
2019-11-03,48172
2019-11-04,46664
2019-11-05,46664
2019-11-06,44330
2019-11-07,44330
2019-11-08,42609
2019-11-09,42609
2019-11-10,41190
2019-11-11,40582
2019-11-12,40582
2019-11-13,40550
2019-11-14,40550
2019-11-15,40792
2019-11-16,40348
2019-11-17,40348
2019-11-18,39919
2019-11-19,39919
2019-11-20,40210
2019-11-21,40210
2019-11-22,40756
2019-11-23,39536
2019-11-24,39536
2019-11-25,40107
2019-11-26,39684
2019-11-27,39684
2019-11-28,39337
2019-11-29,39337
2019-11-30,39011
2019-12-01,39011
2019-12-02,38609
2019-12-03,38378
2019-12-04,39578
2019-12-05,39578
2019-12-06,40638
2019-12-07,41431
2019-12-08,41431
2019-12-09,42324
2019-12-10,43525
2019-12-11,44086
2019-12-12,44086
2019-12-13,44428
2019-12-14,44428
2019-12-15,44716
2019-12-16,45622
2019-12-17,45622
2019-12-18,45622
2019-12-19,46469
2019-12-20,47151
2019-12-21,48682
2019-12-22,49884
2019-12-23,49884
2019-12-24,50509
2019-12-25,50785
2019-12-26,50785
2019-12-27,51999
2019-12-28,51497
2019-12-29,51497
2019-12-30,52553
2019-12-31,52553
2020-01-01,52520
2020-01-02,52797
2020-01-03,52797
2020-01-04,53417
2020-01-05,54550
2020-01-06,54550
2020-01-07,55359
2020-01-08,55359
2020-01-09,56228
2020-01-10,56820
2020-01-11,57391
2020-01-12,58659
2020-01-13,58659
2020-01-14,60133
2020-01-15,60081
2020-01-16,61132
2020-01-17,62657
2020-01-18,62657
2020-01-19,64572
2020-01-20,64572
2020-01-21,67276
2020-01-22,68500
2020-01-23,69286
2020-01-24,70399
2020-01-25,70399
2020-01-26,70414
2020-01-27,71255
2020-01-28,71255
2020-01-29,71924
2020-01-30,71924
2020-01-31,72055
2020-02-01,71309
2020-02-02,72712
2020-02-03,72712
2020-02-04,73873
2020-02-05,73873
2020-02-06,73968
2020-02-07,73968
2020-02-08,72483
2020-02-09,70972
2020-02-10,71825
2020-02-11,71825
2020-02-12,71460
2020-02-13,71460
2020-02-14,72672
2020-02-15,72672
2020-02-16,71946
2020-02-17,71361
2020-02-18,70533
2020-02-19,70533
2020-02-20,70135
2020-02-21,70135
2020-02-22,67705
2020-02-23,67705
2020-02-24,65827
2020-02-25,64190
2020-02-26,64624
2020-02-27,64624
2020-02-28,63443
2020-02-29,63443
2020-03-01,62473
2020-03-02,61861
2020-03-03,62469
2020-03-04,62469
2020-03-05,62314
2020-03-06,63241
2020-03-07,63241
2020-03-08,63649
2020-03-09,62232
2020-03-10,62544
2020-03-11,62544
2020-03-12,61826
2020-03-13,61826
2020-03-14,61331
2020-03-15,61331
2020-03-16,62104
2020-03-17,62104
2020-03-18,61507
2020-03-19,60087
2020-03-20,59107
2020-03-21,59295
2020-03-22,59446
2020-03-23,59049
2020-03-24,59497
2020-03-25,60211
2020-03-26,60656
2020-03-27,60611
2020-03-28,60367
2020-03-29,60180
2020-03-30,58607
2020-03-31,58338
2020-04-01,57434
2020-04-02,57919
2020-04-03,57919
2020-04-04,57667
2020-04-05,57754
2020-04-06,57625
2020-04-07,58395
2020-04-08,58315
2020-04-09,58719
2020-04-10,58719
2020-04-11,57650
2020-04-12,57242
2020-04-13,56189
2020-04-14,55975
2020-04-15,55800
2020-04-16,55800
2020-04-17,55095
2020-04-18,55276
2020-04-19,53997
2020-04-20,52087
2020-04-21,51319
2020-04-22,52135
2020-04-23,51706
2020-04-24,50794
2020-04-25,51011
2020-04-26,50320
2020-04-27,49693
2020-04-28,49145
2020-04-29,49892
2020-04-30,48342
2020-05-01,48342
2020-05-02,46279
2020-05-03,45096
2020-05-04,44126
2020-05-05,44910
2020-05-06,45044
2020-05-07,44655
2020-05-08,44655
2020-05-09,45039
2020-05-10,45045
2020-05-11,45045
2020-05-12,44232
2020-05-13,42508
