date_obj,Studded%20body%20(g) price
2017-02-01,20775
2017-02-02,20775
2017-02-03,20632
2017-02-04,19695
2017-02-05,19807
2017-02-06,19936
2017-02-07,19699
2017-02-08,19494
2017-02-09,19494
2017-02-10,19195
2017-02-11,19211
2017-02-12,19211
2017-02-13,19459
2017-02-14,19049
2017-02-15,19049
2017-02-16,18709
2017-02-18,18642
2017-02-19,18799
2017-02-20,18799
2017-02-21,18617
2017-02-22,18617
2017-02-23,18775
2017-02-24,18775
2017-02-25,18491
2017-02-26,18794
2017-02-27,19333
2017-02-28,19660
2017-03-01,19468
2017-03-02,20100
2017-03-03,20155
2017-03-04,19686
2017-03-05,19686
2017-03-06,19165
2017-03-07,19103
2017-03-08,19103
2017-03-09,18920
2017-03-10,18578
2017-03-11,18509
2017-03-12,18405
2017-03-13,18179
2017-03-14,18372
2017-03-15,18696
2017-03-16,19189
2017-03-17,18998
2017-03-18,18998
2017-03-19,18931
2017-03-20,18909
2017-03-21,19067
2017-03-22,18717
2017-03-23,18207
2017-03-24,18027
2017-03-25,18027
2017-03-26,17875
2017-03-27,17487
2017-03-28,17634
2017-03-29,17743
2017-03-30,18025
2017-03-31,17790
2017-04-01,17932
2017-04-02,18025
2017-04-03,17451
2017-04-04,17347
2017-04-12,17268
2017-04-13,17703
2017-04-14,17703
2017-04-15,17385
2017-04-16,17347
2017-04-17,17435
2017-04-18,17626
2017-04-19,17736
2017-04-20,17828
2017-04-21,18671
2017-04-22,18671
2017-04-23,18939
2017-04-24,19021
2017-04-25,18817
2017-04-26,18817
2017-04-27,18640
2017-04-28,19093
2017-04-29,19153
2017-04-30,19153
2017-05-01,19039
2017-05-02,18542
2017-05-03,18374
2017-05-04,17996
2017-05-05,17687
2017-05-06,17339
2017-05-07,16901
2017-05-08,16901
2017-05-09,16740
2017-05-10,16740
2017-05-11,16773
2017-05-12,16554
2017-05-13,16771
2017-05-14,16818
2017-05-15,16818
2017-05-16,16511
2017-05-17,16511
2017-05-18,16608
2017-05-19,16608
2017-05-20,16791
2017-05-21,16791
2017-05-22,17201
2017-05-23,17694
2017-05-24,17862
2017-05-25,17862
2017-05-26,17995
2017-05-27,17402
2017-05-28,17402
2017-05-29,17032
2017-05-30,17032
2017-05-31,16710
2017-06-01,16541
2017-06-02,16490
2017-06-03,16490
2017-06-06,18342
2017-06-07,18173
2017-06-08,18173
2017-06-09,18086
2017-06-10,18391
2017-06-11,18391
2017-06-12,18863
2017-06-13,18853
2017-06-14,19255
2017-06-15,19255
2017-06-16,19357
2017-06-17,19357
2017-06-18,18976
2017-06-19,18976
2017-06-20,19043
2017-06-21,18839
2017-06-22,18839
2017-06-23,19141
2017-06-24,19045
2017-06-25,19571
2017-06-26,19982
2017-06-27,19771
2017-06-28,19771
2017-06-29,19362
2017-06-30,19098
2017-07-01,19098
2017-07-02,19221
2017-07-03,19503
2017-07-04,20305
2017-07-05,20305
2017-07-06,20895
2017-07-07,20895
2017-07-08,20817
2017-07-13,20571
2017-07-14,20269
2017-07-15,20269
2017-07-16,20522
2017-07-17,20259
2017-07-18,20361
2017-07-19,20361
2017-07-20,20709
2017-07-21,20908
2017-07-22,20496
2017-07-23,20286
2017-07-24,20286
2017-07-25,20379
2017-07-26,20105
2017-07-27,20022
2017-07-28,20167
2017-07-29,20167
2017-07-30,20044
2017-07-31,20044
2017-08-01,20086
2017-08-02,21064
2017-08-03,21064
2017-08-04,21917
2017-08-05,22699
2017-08-06,22699
2017-08-09,26016
2017-08-10,27097
2017-08-11,27295
2017-08-12,27295
2017-08-13,27689
2017-08-14,27689
2017-08-15,28461
2017-08-16,29348
2017-08-17,29654
2017-08-18,29654
2017-08-19,29133
2017-08-20,28987
2017-08-21,29068
2017-08-22,28049
2017-08-23,28049
2017-08-24,27199
2017-08-25,27199
2017-08-26,26311
2017-08-27,25694
2017-08-28,25694
2017-08-29,25199
2017-08-30,24509
2017-08-31,24978
2017-09-01,24978
2017-09-02,24990
2017-09-03,24990
2017-09-04,25170
2017-09-05,24827
2017-09-06,23973
2017-09-07,23059
2017-09-08,23059
2017-09-09,22519
2017-09-10,21950
2017-09-11,21902
2017-09-12,21902
2017-09-13,21701
2017-09-14,21376
2017-09-15,21376
2017-09-16,20934
2017-09-17,20759
2017-09-19,20544
2017-09-20,19887
2017-09-21,20080
2017-09-22,19855
2017-09-23,19855
2017-09-24,19810
2017-09-25,20414
2017-09-26,20754
2017-09-27,20754
2017-09-28,20341
2017-09-29,20145
2017-09-30,20125
2017-10-01,20329
2017-10-02,21000
2017-10-03,21000
2017-10-04,21588
2017-10-05,22465
2017-10-06,23391
2017-10-07,24485
2017-10-08,25595
2017-10-09,26757
2017-10-10,28078
2017-10-11,28078
2017-10-12,29398
2017-10-13,30773
2017-10-14,32139
2017-10-15,32139
2017-10-16,33669
2017-10-17,33669
2017-10-18,34841
2017-10-19,34841
2017-10-20,36216
2017-10-21,36216
2017-10-22,36768
2017-10-23,37925
2017-10-24,38537
2017-10-25,38346
2017-10-26,38346
2017-10-27,36804
2017-10-28,36804
2017-10-29,34985
2017-10-30,33861
2017-10-31,32906
2017-11-01,32906
2017-11-02,31653
2017-11-03,31653
2017-11-04,32004
2017-11-05,32004
2017-11-06,31576
2017-11-07,31576
2017-11-08,30506
2017-11-09,30449
2017-11-10,30449
2017-11-11,30898
2017-11-12,30414
2017-11-13,30414
2017-11-14,30136
2017-11-15,30136
2017-11-16,29782
2017-11-17,29570
2017-11-18,29570
2017-11-19,29331
2017-11-20,29331
2017-11-21,29400
2017-11-22,29400
2017-11-23,28943
2017-11-24,29175
2017-11-25,30339
2017-11-26,31064
2017-11-27,31064
2017-11-28,32528
2017-11-29,32528
2017-11-30,34113
2017-12-01,35418
2017-12-02,35418
2017-12-03,36450
2017-12-04,36450
2017-12-05,36841
2017-12-06,36771
2017-12-07,36341
2017-12-08,36341
2017-12-09,35798
2017-12-10,34285
2017-12-11,34011
2017-12-12,34011
2017-12-13,33097
2017-12-14,33097
2017-12-15,31935
2017-12-16,31935
2017-12-17,31078
2017-12-18,30428
2017-12-19,30428
2017-12-20,30259
2017-12-21,29731
2017-12-22,29731
2017-12-23,29362
2017-12-24,29362
2017-12-25,29107
2017-12-26,28822
2017-12-27,28945
2017-12-28,28945
2017-12-29,28415
2017-12-30,27347
2017-12-31,27347
2018-01-01,27261
2018-01-02,26329
2018-01-03,25449
2018-01-04,24609
2018-01-05,23568
2018-01-06,22882
2018-01-07,22900
2018-01-08,22691
2018-01-09,22381
2018-01-10,22359
2018-01-11,22126
2018-01-12,21954
2018-01-13,21907
2018-01-14,21614
2018-01-15,21231
2018-01-16,20838
2018-01-17,20559
2018-01-18,20376
2018-01-19,20376
2018-01-20,20689
2018-01-21,21249
2018-01-22,21916
2018-01-23,22459
2018-01-24,22993
2018-01-25,22993
2018-01-26,23515
2018-01-27,23675
2018-01-28,23767
2018-01-29,23728
2018-01-30,23277
2018-02-01,23035
2018-02-02,22730
2018-02-03,23347
2018-02-04,23443
2018-02-05,23443
2018-02-06,23341
2018-02-07,23373
2018-02-08,23373
2018-02-09,22962
2018-02-10,22962
2018-02-11,22780
2018-02-12,22698
2018-02-13,22698
2018-02-14,22662
2018-02-15,22425
2018-02-16,22391
2018-02-17,22205
2018-02-18,22205
2018-02-19,23010
2018-02-20,23010
2018-02-21,23288
2018-02-22,23010
2018-02-23,23022
2018-02-24,23022
2018-02-25,22933
2018-02-26,22668
2018-02-27,21916
2018-02-28,21798
2018-03-01,21222
2018-03-02,21660
2018-03-03,21767
2018-03-04,21767
2018-03-05,22229
2018-03-06,22491
2018-03-07,22983
2018-03-08,23711
2018-03-09,24037
2018-03-10,24319
2018-03-11,24298
2018-03-12,24778
2018-03-13,24471
2018-03-14,24070
2018-03-15,24070
2018-03-16,23504
2018-03-17,23452
2018-03-18,22937
2018-03-19,22937
2018-03-20,22944
2018-03-21,22944
2018-03-23,22017
2018-03-24,21698
2018-03-26,23650
2018-03-27,24833
2018-03-28,24833
2018-03-29,25955
2018-03-30,27253
2018-03-31,28228
2018-04-01,27571
2018-04-02,27120
2018-04-03,27105
2018-04-04,25817
2018-04-05,25817
2018-04-06,25181
2018-04-08,25126
2018-04-09,24825
2018-04-10,24092
2018-04-11,23744
2018-04-12,22843
2018-04-13,22843
2018-04-14,22420
2018-04-16,22148
2018-04-17,22128
2018-04-18,22128
2018-04-19,21968
2018-04-20,22053
2018-04-21,22521
2018-04-22,22521
2018-04-23,21675
2018-04-24,21675
2018-04-25,21331
2018-04-26,21331
2018-04-27,21241
2018-04-28,21473
2018-04-29,22085
2018-04-30,21805
2018-05-02,21751
2018-05-03,21725
2018-05-04,21725
2018-05-05,22166
2018-05-06,22166
2018-05-08,22761
2018-05-09,23875
2018-05-10,24813
2018-05-11,24813
2018-05-12,25432
2018-05-13,25432
2018-05-14,26666
2018-05-15,26666
2018-05-16,27918
2018-05-17,29099
2018-05-18,29229
2018-05-19,30009
2018-05-20,30009
2018-05-21,30122
2018-05-22,30122
2018-05-23,30101
2018-05-24,30101
2018-05-25,30363
2018-05-26,30650
2018-05-27,30650
2018-05-28,30243
2018-05-29,31235
2018-05-30,30280
2018-05-31,30242
2018-06-01,31457
2018-06-02,31003
2018-06-03,31003
2018-06-04,30822
2018-06-05,30285
2018-06-06,30171
2018-06-07,30171
2018-06-08,29366
2018-06-09,29366
2018-06-10,28903
2018-06-11,28903
2018-06-12,28850
2018-06-13,29431
2018-06-14,30254
2018-06-15,30254
2018-06-16,29794
2018-06-17,28557
2018-06-18,28005
2018-06-19,28212
2018-06-20,28212
2018-06-21,29201
2018-06-22,29963
2018-06-23,29963
2018-06-24,29858
2018-06-25,30007
2018-06-26,30007
2018-06-27,29723
2018-06-28,29930
2018-06-29,29397
2018-06-30,29245
2018-07-01,29258
2018-07-02,29258
2018-07-03,29743
2018-07-04,30591
2018-07-05,30591
2018-07-06,30138
2018-07-07,30138
2018-07-08,29688
2018-07-09,29701
2018-07-10,29882
2018-07-11,29647
2018-07-12,29647
2018-07-13,30351
2018-07-14,30870
2018-07-15,30870
2018-07-16,30486
2018-07-17,30216
2018-07-18,29627
2018-07-19,29940
2018-07-20,29719
2018-07-21,29774
2018-07-22,29438
2018-07-23,28636
2018-07-24,27837
2018-07-25,26851
2018-07-26,26560
2018-07-27,25580
2018-07-28,25580
2018-07-29,25470
2018-07-30,25172
2018-07-31,24426
2018-08-01,24426
2018-08-02,23451
2018-08-03,23270
2018-08-04,22790
2018-08-05,23579
2018-08-06,24145
2018-08-07,24945
2018-08-08,25555
2018-08-09,25555
2018-08-10,26324
2018-08-11,26510
2018-08-12,26928
2018-08-14,28158
2018-08-16,28408
2018-08-17,28708
2018-08-18,28956
2018-08-19,29473
2018-08-20,29697
2018-08-21,29983
2018-08-22,30728
2018-08-23,29876
2018-08-24,29956
2018-08-25,29541
2018-08-26,29527
2018-08-27,30087
2018-08-28,31334
2018-08-29,31722
2018-08-30,32445
2018-08-31,32837
2018-09-01,34099
2018-09-02,35166
2018-09-03,36737
2018-09-04,38574
2018-09-05,40371
2018-09-06,40371
2018-09-07,41515
2018-09-08,42163
2018-09-09,43568
2018-09-10,43600
2018-09-11,43600
2018-09-12,42934
2018-09-13,43143
2018-09-14,42787
2018-09-15,42746
2018-09-16,43494
2018-09-17,44733
2018-09-18,45877
2018-09-19,46123
2018-09-20,46470
2018-09-21,46470
2018-09-22,47796
2018-09-23,49117
2018-09-24,49691
2018-09-25,49691
2018-09-26,51007
2018-09-27,51007
2018-09-28,51466
2018-09-29,52777
2018-09-30,53805
2018-10-02,56103
2018-10-03,57027
2018-10-04,57027
2018-10-05,57456
2018-10-06,57046
2018-10-07,57046
2018-10-08,55011
2018-10-09,53014
2018-10-10,51655
2018-10-11,49808
2018-10-12,49808
2018-10-13,49044
2018-10-14,48154
2018-10-15,46633
2018-10-16,46152
2018-10-17,45476
2018-10-18,44494
2018-10-19,43778
2018-10-20,43778
2018-10-21,43300
2018-10-22,42237
2018-10-23,42237
2018-10-24,40245
2018-10-25,39087
2018-10-26,38536
2018-10-27,39036
2018-10-28,38215
2018-10-29,38215
2018-10-30,37134
2018-10-31,37132
2018-11-01,38830
2018-11-03,42320
2018-11-04,44405
2018-11-05,46626
2018-11-06,48958
2018-11-07,51406
2018-11-08,53950
2018-11-09,56648
2018-11-10,59481
2018-11-11,62456
2018-11-12,65579
2018-11-13,68832
2018-11-14,72274
2018-11-15,74704
2018-11-16,77278
2018-11-17,80007
2018-11-18,82364
2018-11-19,82979
2018-11-20,85291
2018-11-21,85476
2018-11-22,84280
2018-11-23,83145
2018-11-24,84195
2018-11-25,85565
2018-11-26,85849
2018-11-27,87017
2018-11-28,85393
2018-11-29,84908
2018-12-01,83261
2018-12-02,83283
2018-12-03,84100
2018-12-04,82880
2018-12-05,80886
2018-12-07,76861
2018-12-09,73464
2018-12-10,71388
2018-12-11,70441
2018-12-12,69989
2018-12-13,68574
2018-12-14,67729
2018-12-15,67561
2018-12-16,67851
2018-12-17,66706
2018-12-18,65816
2018-12-19,65330
2018-12-20,65104
2018-12-21,64928
2018-12-22,63108
2018-12-23,61979
2018-12-24,61695
2018-12-25,61927
2018-12-26,61060
2018-12-27,61607
2018-12-28,61518
2018-12-29,62379
2018-12-30,62187
2018-12-31,62459
2019-01-01,62116
2019-01-02,61553
2019-01-03,61129
2019-01-04,59405
2019-01-05,57448
2019-01-06,55642
2019-01-08,54228
2019-01-10,53910
2019-01-11,52650
2019-01-12,51674
2019-01-13,50478
2019-01-14,49135
2019-01-15,47845
2019-01-16,46549
2019-01-17,45456
2019-01-18,44258
2019-01-19,42761
2019-01-20,41671
2019-01-21,40669
2019-01-22,39787
2019-01-23,38691
2019-01-24,38075
2019-01-25,37949
2019-01-26,38627
2019-01-27,39006
2019-01-28,39253
2019-01-29,39549
2019-01-30,40193
2019-01-31,41131
2019-02-01,41192
2019-02-02,41027
2019-02-03,40435
2019-02-04,39994
2019-02-05,39665
2019-02-06,39323
2019-02-07,39257
2019-02-08,39356
2019-02-09,39222
2019-02-10,38814
2019-02-11,38464
2019-02-12,38049
2019-02-13,38264
2019-02-14,38264
2019-02-15,38875
2019-02-16,39505
2019-02-17,39785
2019-02-18,41130
2019-02-19,43099
2019-02-20,43885
2019-02-21,43125
2019-02-22,41897
2019-02-23,41187
2019-02-24,40354
2019-02-25,39754
2019-02-26,39298
2019-02-27,39117
2019-02-28,39514
2019-03-01,39484
2019-03-02,38823
2019-03-03,38412
2019-03-04,39175
2019-03-05,39349
2019-03-06,39837
2019-03-07,39433
2019-03-08,39433
2019-03-09,38985
2019-03-10,39047
2019-03-11,38743
2019-03-12,38909
2019-03-13,38909
2019-03-14,40023
2019-03-15,41007
2019-03-16,40570
2019-03-17,40817
2019-03-18,40817
2019-03-19,40525
2019-03-20,40208
2019-03-21,40014
2019-03-22,39770
2019-03-23,39519
2019-03-24,40466
2019-03-25,41270
2019-03-26,42530
2019-03-27,42530
2019-03-28,44354
2019-03-29,45598
2019-03-30,45598
2019-03-31,46119
2019-04-01,46764
2019-04-02,47636
2019-04-03,48434
2019-04-04,48549
2019-04-05,48328
2019-04-06,48328
2019-04-07,48013
