date_obj,Coconut price
2015-08-17,943
2015-08-18,991
2015-08-19,1021
2015-08-20,1044
2015-08-21,1097
2015-08-22,1132
2015-08-23,1102
2015-08-24,1059
2015-08-25,1031
2015-08-26,1043
2015-08-27,1015
2015-08-28,980
2015-08-29,952
2015-08-30,912
2015-08-31,879
2015-09-01,871
2015-09-02,879
2015-09-03,885
2015-09-04,893
2015-09-05,867
2015-09-06,879
2015-09-07,847
2015-09-08,846
2015-09-09,833
2015-09-10,861
2015-09-11,852
2015-09-12,841
2015-09-13,855
2015-09-14,881
2015-09-15,902
2015-09-16,863
2015-09-17,852
2015-09-18,837
2015-09-19,815
2015-09-20,779
2015-09-21,772
2015-09-22,765
2015-09-23,770
2015-09-24,756
2015-09-25,755
2015-09-27,784
2015-09-28,800
2015-09-29,831
2015-09-30,854
2015-10-05,860
2015-10-06,891
2015-10-07,936
2015-10-08,977
2015-10-09,952
2015-10-10,921
2015-10-11,891
2015-10-12,889
2015-10-13,894
2015-10-14,895
2015-10-15,939
2015-10-16,976
2015-10-17,1025
2015-10-18,1041
2015-10-19,1068
2015-10-20,1111
2015-10-22,1200
2015-10-23,1150
2015-10-24,1092
2015-10-25,1066
2015-10-26,1019
2015-10-27,980
2015-10-29,893
2015-10-30,854
2015-10-31,855
2015-11-01,894
2015-11-02,930
2015-11-03,921
2015-11-04,933
2015-11-05,943
2015-11-06,946
2015-11-07,943
2015-11-08,947
2015-11-09,932
2015-11-10,977
2015-11-11,1012
2015-11-12,1039
2015-11-13,1091
2015-11-14,1128
2015-11-15,1084
2015-11-16,1062
2015-11-17,1099
2015-11-18,1152
2015-11-19,1195
2015-11-20,1232
2015-11-21,1232
2015-11-22,1261
2015-11-23,1261
2015-11-24,1291
2015-11-25,1282
2015-11-26,1219
2015-11-27,1184
2015-11-28,1168
2015-11-29,1178
2015-11-30,1185
2015-12-01,1204
2015-12-02,1229
2015-12-03,1218
2015-12-04,1201
2015-12-05,1164
2015-12-06,1131
2015-12-07,1108
2015-12-08,1067
2015-12-09,1058
2015-12-10,1033
2015-12-11,1000
2015-12-12,957
2015-12-13,971
2015-12-14,974
2015-12-15,1005
2015-12-16,1027
2015-12-17,1013
2015-12-18,1000
2015-12-19,1034
2015-12-20,1009
2015-12-21,991
2015-12-22,978
2015-12-23,1017
2015-12-24,1044
2015-12-25,1029
2015-12-26,1018
2015-12-27,986
2015-12-28,1002
2015-12-29,997
2015-12-30,1019
2015-12-31,1019
2016-01-01,1011
2016-01-02,998
2016-01-03,1016
2016-01-04,990
2016-01-05,963
2016-01-06,965
2016-01-07,993
2016-01-08,1018
2016-01-09,1014
2016-01-10,1028
2016-01-11,1033
2016-01-12,1026
2016-01-13,1055
2016-01-14,1094
2016-01-15,1050
2016-01-16,1014
2016-01-17,988
2016-01-18,955
2016-01-19,951
2016-01-20,966
2016-01-21,977
2016-01-22,974
2016-01-23,961
2016-01-24,959
2016-01-25,940
2016-01-26,964
2016-01-27,962
2016-01-28,983
2016-01-29,972
2016-01-30,945
2016-01-31,951
2016-02-01,948
2016-02-02,943
2016-02-03,945
2016-02-04,955
2016-02-05,975
2016-02-06,959
2016-02-07,954
2016-02-08,941
2016-02-09,951
2016-02-10,946
2016-02-11,933
2016-02-12,926
2016-02-13,953
2016-02-14,948
2016-02-15,959
2016-02-16,956
2016-02-17,957
2016-02-18,938
2016-02-19,922
2016-02-20,916
2016-02-21,910
2016-02-22,908
2016-02-23,900
2016-02-24,898
2016-02-25,863
2016-02-26,833
2016-02-27,811
2016-02-28,836
2016-02-29,862
2016-03-01,889
2016-03-02,892
2016-03-03,873
2016-03-04,855
2016-03-05,851
2016-03-06,841
2016-03-07,825
2016-03-08,817
2016-03-09,830
2016-03-10,850
2016-03-11,879
2016-03-12,896
2016-03-13,891
2016-03-14,876
2016-03-15,877
2016-03-16,862
2016-03-17,860
2016-03-18,850
2016-03-19,831
2016-03-20,822
2016-03-21,813
2016-03-22,804
2016-03-23,804
2016-03-24,787
2016-03-25,802
2016-03-26,809
2016-03-27,809
2016-03-28,824
2016-03-29,822
2016-03-30,800
2016-03-31,779
2016-04-01,805
2016-04-02,818
2016-04-03,795
2016-04-04,806
2016-04-05,798
2016-04-06,812
2016-04-07,834
2016-04-08,822
2016-04-09,805
2016-04-10,798
2016-04-11,798
2016-04-12,793
2016-04-13,795
2016-04-14,796
2016-04-15,812
2016-04-16,815
2016-04-17,835
2016-04-18,816
2016-04-19,796
2016-04-20,804
2016-04-21,797
2016-04-22,796
2016-04-23,798
2016-04-24,787
2016-04-25,773
2016-04-26,757
2016-04-27,771
2016-04-28,801
2016-04-29,802
2016-04-30,804
2016-05-01,810
2016-05-02,803
2016-05-03,799
2016-05-04,792
2016-05-05,783
2016-05-06,783
2016-05-07,781
2016-05-08,744
2016-05-09,761
2016-05-10,769
2016-05-11,763
2016-05-12,757
2016-05-13,729
2016-05-14,726
2016-05-15,739
2016-05-16,745
2016-05-17,756
2016-05-18,764
2016-05-19,759
2016-05-22,776
2016-05-23,760
2016-05-24,748
2016-05-25,752
2016-05-26,764
2016-05-27,782
2016-05-28,771
2016-05-29,794
2016-05-30,810
2016-05-31,801
2016-06-01,804
2016-06-02,813
2016-06-03,814
2016-06-04,814
2016-06-05,819
2016-06-06,826
2016-06-07,821
2016-06-08,830
2016-06-09,845
2016-06-10,823
2016-06-11,822
2016-06-12,855
2016-06-13,897
2016-06-14,941
2016-06-15,989
2016-06-16,1039
2016-06-17,1091
2016-06-18,1146
2016-06-19,1125
2016-06-20,1070
2016-06-21,1016
2016-06-22,1025
2016-06-23,1065
2016-06-24,1052
2016-06-25,1046
2016-06-26,1045
2016-06-27,1045
2016-06-28,1055
2016-06-29,1046
2016-06-30,1029
2016-07-01,986
2016-07-02,948
2016-07-03,926
2016-07-04,956
2016-07-05,964
2016-07-06,976
2016-07-07,960
2016-07-08,993
2016-07-09,994
2016-07-10,966
2016-07-11,953
2016-07-12,961
2016-07-13,993
2016-07-14,1007
2016-07-15,1008
2016-07-16,1057
2016-07-17,1089
2016-07-18,1116
2016-07-23,998
2016-07-24,979
2016-07-25,979
2016-07-26,963
2016-07-27,986
2016-07-28,996
2016-07-29,997
2016-07-30,1014
2016-07-31,1014
2016-08-01,1021
2016-08-02,1020
2016-08-03,1045
2016-08-04,1058
2016-08-05,1035
2016-08-06,1059
2016-08-07,1062
2016-08-08,1071
2016-08-09,1072
2016-08-10,1068
2016-08-11,1064
2016-08-12,1048
2016-08-13,1035
2016-08-14,1023
2016-08-15,1002
2016-08-16,991
2016-08-17,997
2016-08-18,1004
2016-08-19,989
2016-08-20,1001
2016-08-21,1033
2016-08-22,1023
2016-08-23,988
2016-08-24,974
2016-08-25,952
2016-08-26,926
2016-08-28,889
2016-08-31,822
2016-09-01,864
2016-09-02,908
2016-09-03,910
2016-09-04,929
2016-09-05,920
2016-09-06,907
2016-09-07,888
2016-09-08,871
2016-09-09,880
2016-09-10,908
2016-09-11,912
2016-09-12,955
2016-09-13,1002
2016-09-14,1053
2016-09-15,1106
2016-09-16,1152
2016-09-17,1158
2016-09-18,1101
2016-09-19,1052
2016-09-20,999
2016-09-21,955
2016-09-22,956
2016-09-23,915
2016-09-24,882
2016-09-25,839
2016-09-26,800
2016-09-27,827
2016-09-28,844
2016-09-29,855
2016-09-30,840
2016-10-01,820
2016-10-02,828
2016-10-03,828
2016-10-04,839
2016-10-05,827
2016-10-06,805
2016-10-07,767
2016-10-08,730
2016-10-09,701
2016-10-10,693
2016-10-11,687
2016-10-12,703
2016-10-13,720
2016-10-14,740
2016-10-15,720
2016-10-16,689
2016-10-17,673
2016-10-18,644
2016-10-19,611
2016-10-20,583
2016-10-21,586
2016-10-22,578
2016-10-23,562
2016-10-24,550
2016-10-25,547
2016-10-26,556
2016-10-27,548
2016-10-28,531
2016-10-29,507
2016-10-30,486
2016-10-31,474
2016-11-01,477
2016-11-02,472
2016-11-03,483
2016-11-04,489
2016-11-05,481
2016-11-06,498
2016-11-07,490
2016-11-08,482
2016-11-09,477
2016-11-10,458
2016-11-11,436
2016-11-12,440
2016-11-13,441
2016-11-14,439
2016-11-15,447
2016-12-07,462
2016-12-08,479
2016-12-09,455
2016-12-10,434
2016-12-11,418
2016-12-12,411
2016-12-13,425
2016-12-14,428
2016-12-15,426
2016-12-16,423
2016-12-17,422
2016-12-18,435
2016-12-19,449
2016-12-20,446
2016-12-21,442
2016-12-22,424
2016-12-23,421
2016-12-24,413
2016-12-25,405
2016-12-26,407
2016-12-27,409
2016-12-28,412
2016-12-29,409
2016-12-30,398
2016-12-31,394
2017-01-01,392
2017-01-02,401
2017-01-03,411
2017-01-04,400
2017-01-05,384
2017-01-06,364
2017-01-07,360
2017-01-08,370
2017-01-09,371
2017-01-10,371
2017-01-11,356
2017-01-12,368
2017-01-13,371
2017-01-14,360
2017-01-15,358
2017-01-16,361
2017-01-17,374
2017-01-18,387
2017-01-19,400
2017-01-20,402
2017-01-21,412
2017-01-22,400
2017-01-23,400
2017-01-27,408
2017-01-28,411
2017-01-29,418
2017-01-30,433
2017-01-31,454
2017-02-01,477
2017-02-02,501
2017-02-03,527
2017-02-04,547
2017-02-05,558
2017-02-06,574
2017-02-07,570
2017-02-08,545
2017-02-09,521
2017-02-10,502
2017-02-11,477
2017-02-12,453
2017-02-13,439
2017-02-14,453
2017-02-15,473
2017-02-16,486
2017-02-18,482
2017-02-19,473
2017-02-20,482
2017-02-21,506
2017-02-22,530
2017-02-23,539
2017-02-24,529
2017-02-25,521
2017-02-26,495
2017-02-27,490
2017-02-28,482
2017-03-01,470
2017-03-02,468
2017-03-03,468
2017-03-04,463
2017-03-05,462
2017-03-06,464
2017-03-07,462
2017-03-08,459
2017-03-09,460
2017-03-10,444
2017-03-11,454
2017-03-12,451
2017-03-13,438
2017-03-14,437
2017-03-15,431
2017-03-16,424
2017-03-17,422
2017-03-18,421
2017-03-19,419
2017-03-20,425
2017-03-21,437
2017-03-22,433
2017-03-23,436
2017-03-24,432
2017-03-25,435
2017-03-26,427
2017-03-27,423
2017-03-28,421
2017-03-29,433
2017-03-30,427
2017-03-31,419
2017-04-01,421
2017-04-02,424
2017-04-03,427
2017-04-04,435
2017-04-12,433
2017-04-13,435
2017-04-14,428
2017-04-15,428
2017-04-16,433
2017-04-17,436
2017-04-18,436
2017-04-19,431
2017-04-20,435
2017-04-21,434
2017-04-22,432
2017-04-23,429
2017-04-24,429
2017-04-25,430
2017-04-26,423
2017-04-27,427
2017-04-28,429
2017-04-29,435
2017-04-30,435
2017-05-01,432
2017-05-02,434
2017-05-03,431
2017-05-04,427
2017-05-05,428
2017-05-06,425
2017-05-07,422
2017-05-08,410
2017-05-09,404
2017-05-10,404
2017-05-11,402
2017-05-12,400
2017-05-13,411
2017-05-14,421
2017-05-15,421
2017-05-16,421
2017-05-17,423
2017-05-18,420
2017-05-19,419
2017-05-20,426
2017-05-21,422
2017-05-22,429
2017-05-23,432
2017-05-24,442
2017-05-25,441
2017-05-26,460
2017-05-27,483
2017-05-28,500
2017-05-29,508
2017-05-30,507
2017-05-31,485
2017-06-01,467
2017-06-02,445
2017-06-03,429
2017-06-04,425
2017-06-05,440
2017-06-06,451
2017-06-07,448
2017-06-08,446
2017-06-09,443
2017-06-10,434
2017-06-11,433
2017-06-12,428
2017-06-13,421
2017-06-14,425
2017-06-15,434
2017-06-16,431
2017-06-17,429
2017-06-18,425
2017-06-19,421
2017-06-20,417
2017-06-21,405
2017-06-22,402
2017-06-23,397
2017-06-24,387
2017-06-25,375
2017-06-26,358
2017-06-27,346
2017-06-28,354
2017-06-29,370
2017-06-30,372
2017-07-01,357
2017-07-02,344
2017-07-03,327
2017-07-04,311
2017-07-05,305
2017-07-06,303
2017-07-07,316
2017-07-08,326
2017-07-13,322
2017-07-14,325
2017-07-15,315
2017-07-16,321
2017-07-17,331
2017-07-18,323
2017-07-19,318
2017-07-20,314
2017-07-21,314
2017-07-22,307
2017-07-23,309
2017-07-24,305
2017-07-25,302
2017-07-26,299
2017-07-27,294
2017-07-28,285
2017-07-29,286
2017-07-30,279
2017-07-31,274
2017-08-01,273
2017-08-02,266
2017-08-03,264
2017-08-04,260
2017-08-05,250
2017-08-06,240
2017-08-09,246
2017-08-10,243
2017-08-11,233
2017-08-12,225
2017-08-13,224
2017-08-14,224
2017-08-15,229
2017-08-16,237
2017-08-17,246
2017-08-18,245
2017-08-19,242
2017-08-20,247
2017-08-21,241
2017-08-22,247
2017-08-23,246
2017-08-24,245
2017-08-25,245
2017-08-26,238
2017-08-27,243
2017-08-28,246
2017-08-29,248
2017-08-30,251
2017-08-31,247
2017-09-01,243
2017-09-03,226
2017-09-04,216
2017-09-05,212
2017-09-06,215
2017-09-07,212
2017-09-08,210
2017-09-09,219
2017-09-10,221
2017-09-11,212
2017-09-12,204
2017-09-13,208
2017-09-14,203
2017-09-15,198
2017-09-16,198
2017-09-17,205
2017-09-18,209
2017-09-19,212
2017-09-20,217
2017-09-21,210
2017-09-22,199
2017-09-23,194
2017-09-24,194
2017-09-25,185
2017-09-26,178
2017-09-27,171
2017-09-28,170
2017-09-29,172
2017-09-30,167
2017-10-01,161
2017-10-02,156
2017-10-03,152
2017-10-04,154
2017-10-05,158
2017-10-06,162
2017-10-07,165
2017-10-08,161
2017-10-09,156
2017-10-10,151
2017-10-11,148
2017-10-12,145
2017-10-13,141
2017-10-14,138
2017-10-15,139
2017-10-16,141
2017-10-17,142
2017-10-18,141
2017-10-19,135
2017-10-20,133
2017-10-21,130
2017-10-22,127
2017-10-23,122
2017-10-24,119
2017-10-25,117
2017-10-26,116
2017-10-27,120
2017-10-28,126
2017-10-29,124
2017-10-30,120
2017-10-31,118
2017-11-01,118
2017-11-02,115
2017-11-03,113
2017-11-04,111
2017-11-05,113
2017-11-06,112
2017-11-07,113
2017-11-08,115
2017-11-09,121
2017-11-10,126
2017-11-11,129
2017-11-12,132
2017-11-13,139
2017-11-14,144
2017-11-15,151
2017-11-16,159
2017-11-17,167
2017-11-18,176
2017-11-19,180
2017-11-20,184
2017-11-21,189
2017-11-22,188
2017-11-23,183
2017-11-24,174
2017-11-25,171
2017-11-26,163
2017-11-27,158
2017-11-28,155
2017-11-29,161
2017-11-30,169
2017-12-01,169
2017-12-02,176
2017-12-03,174
2017-12-04,166
2017-12-05,158
2017-12-06,153
2017-12-07,149
2017-12-08,145
2017-12-09,147
2017-12-10,153
2017-12-11,152
2017-12-12,148
2017-12-13,144
2017-12-14,144
2017-12-15,144
2017-12-16,143
2017-12-17,141
2017-12-18,138
2017-12-19,135
2017-12-20,131
2017-12-21,131
2017-12-22,127
2017-12-23,122
2017-12-24,120
2017-12-25,118
2017-12-26,116
2017-12-27,113
2017-12-28,108
2017-12-29,102
2017-12-30,97
2017-12-31,97
2018-01-01,99
2018-01-02,101
2018-01-03,98
2018-01-04,98
2018-01-05,98
2018-01-06,102
2018-01-07,101
2018-01-08,105
2018-01-09,107
2018-01-10,106
2018-01-11,101
2018-01-12,102
2018-01-13,101
2018-01-14,99
2018-01-15,101
2018-01-16,103
2018-01-17,106
2018-01-18,109
2018-01-19,110
2018-01-20,110
2018-01-21,109
2018-01-22,112
2018-01-23,115
2018-01-24,121
2018-01-25,127
2018-01-26,125
2018-01-27,122
2018-01-28,126
2018-01-29,127
2018-01-30,122
2018-01-31,119
2018-02-01,120
2018-02-02,118
2018-02-03,115
2018-02-04,110
2018-02-05,108
2018-02-06,104
2018-02-07,106
2018-02-08,104
2018-02-09,105
2018-02-10,104
2018-02-11,106
2018-02-12,108
2018-02-13,114
2018-02-14,117
2018-02-15,123
2018-02-16,124
2018-02-17,124
2018-02-18,118
2018-02-19,117
2018-02-20,115
2018-02-21,114
2018-02-22,112
2018-02-23,112
2018-02-24,112
2018-02-25,115
2018-02-26,114
2018-02-27,116
2018-02-28,116
2018-03-01,116
2018-03-02,119
2018-03-03,121
2018-03-04,123
2018-03-05,126
2018-03-06,124
2018-03-07,124
2018-03-08,125
2018-03-09,120
2018-03-10,117
2018-03-11,117
2018-03-12,116
2018-03-13,115
2018-03-14,117
2018-03-15,118
2018-03-16,116
2018-03-17,116
2018-03-18,115
2018-03-20,120
2018-03-21,123
2018-03-23,136
2018-03-24,143
2018-03-25,151
2018-03-26,159
2018-03-27,166
2018-03-28,169
2018-03-29,177
2018-03-30,184
2018-03-31,192
2018-04-02,192
2018-04-03,185
2018-04-04,178
2018-04-05,172
2018-04-06,174
2018-04-07,183
2018-04-08,191
2018-04-09,201
2018-04-10,212
2018-04-11,218
2018-04-12,229
2018-04-13,238
2018-04-14,240
2018-04-15,248
2018-04-16,249
2018-04-17,251
2018-04-18,250
2018-04-19,247
2018-04-20,242
2018-04-21,233
2018-04-22,225
2018-04-23,216
2018-04-24,207
2018-04-25,201
2018-04-26,198
2018-04-27,199
2018-04-28,199
2018-04-29,193
2018-04-30,186
2018-05-01,180
2018-05-03,169
2018-05-04,165
2018-05-05,158
2018-05-07,153
2018-05-08,150
2018-05-09,146
2018-05-10,151
2018-05-11,158
2018-05-12,166
2018-05-13,175
2018-05-14,184
2018-05-15,191
2018-05-16,197
2018-05-17,193
2018-05-18,185
2018-05-19,179
2018-05-20,175
2018-05-21,167
2018-05-22,164
2018-05-23,159
2018-05-24,153
2018-05-25,152
2018-05-26,152
2018-05-27,154
2018-05-28,156
2018-05-29,156
2018-05-30,155
2018-05-31,152
2018-06-01,154
2018-06-02,151
2018-06-03,145
2018-06-04,148
2018-06-05,151
2018-06-06,154
2018-06-07,149
2018-06-08,147
2018-06-09,146
2018-06-10,148
2018-06-11,149
2018-06-12,154
2018-06-13,152
2018-06-14,156
2018-06-15,162
2018-06-16,166
2018-06-17,167
2018-06-18,173
2018-06-19,180
2018-06-20,188
2018-06-21,197
2018-06-22,204
2018-06-23,204
2018-06-24,213
2018-06-25,224
2018-06-26,235
2018-06-27,238
2018-06-28,238
2018-06-29,239
2018-06-30,232
2018-07-01,229
2018-07-02,224
2018-07-03,218
2018-07-04,220
2018-07-05,215
2018-07-06,215
2018-07-07,214
2018-07-08,212
2018-07-09,211
2018-07-10,212
2018-07-11,214
2018-07-12,207
2018-07-13,212
2018-07-14,216
2018-07-15,214
2018-07-16,220
2018-07-17,227
2018-07-18,235
2018-07-19,241
2018-07-20,241
2018-07-21,241
2018-07-22,236
2018-07-23,238
2018-07-24,242
2018-07-25,242
2018-07-26,237
2018-07-27,235
2018-07-28,231
2018-07-29,228
2018-07-30,234
2018-07-31,237
2018-08-01,233
2018-08-02,235
2018-08-03,237
2018-08-04,237
2018-08-05,232
2018-08-06,225
2018-08-07,233
2018-08-08,242
2018-08-09,251
2018-08-10,263
2018-08-11,277
2018-08-12,291
2018-08-14,319
2018-08-16,339
2018-08-17,348
2018-08-18,347
2018-08-19,349
2018-08-20,356
2018-08-21,369
2018-08-22,382
2018-08-23,386
2018-08-24,406
2018-08-25,426
2018-08-26,444
2018-08-27,425
2018-08-28,428
2018-08-29,427
2018-08-30,429
2018-08-31,425
2018-09-01,431
2018-09-02,429
2018-09-03,431
2018-09-04,419
2018-09-05,405
2018-09-06,399
2018-09-07,398
2018-09-08,400
2018-09-09,394
2018-09-10,383
2018-09-11,378
2018-09-12,365
2018-09-13,357
2018-09-14,342
2018-09-15,338
2018-09-16,341
2018-09-17,349
2018-09-18,336
2018-09-19,339
2018-09-20,341
2018-09-21,342
2018-09-22,354
2018-09-23,348
2018-09-24,349
2018-09-25,350
2018-09-26,347
2018-09-27,350
2018-09-28,347
2018-09-29,341
2018-09-30,340
2018-10-01,344
2018-10-02,339
2018-10-03,342
2018-10-04,347
2018-10-05,341
2018-10-06,347
2018-10-07,345
2018-10-08,350
2018-10-09,350
2018-10-10,356
2018-10-11,359
2018-10-12,362
2018-10-13,364
2018-10-14,364
2018-10-15,369
2018-10-16,370
2018-10-17,375
2018-10-18,369
2018-10-19,364
2018-10-20,367
2018-10-21,365
2018-10-22,365
2018-10-23,364
2018-10-24,368
2018-10-25,387
2018-10-26,404
2018-10-27,413
2018-10-28,420
2018-10-29,441
2018-10-30,458
2018-10-31,461
2018-11-01,463
2018-11-03,474
2018-11-04,458
2018-11-05,447
2018-11-06,438
2018-11-07,438
2018-11-08,433
2018-11-09,432
2018-11-10,431
2018-11-11,431
2018-11-12,436
2018-11-13,442
2018-11-14,437
2018-11-15,435
2018-11-16,430
2018-11-17,414
2018-11-18,404
2018-11-19,387
2018-11-20,380
2018-11-21,390
2018-11-22,407
2018-11-23,422
2018-11-24,421
2018-11-25,413
2018-11-26,417
2018-11-27,435
2018-11-28,455
2018-11-29,478
2018-12-01,525
2018-12-02,529
2018-12-03,536
2018-12-04,530
2018-12-05,517
2018-12-07,470
2018-12-09,428
2018-12-10,410
2018-12-11,410
2018-12-12,420
2018-12-13,423
2018-12-14,411
2018-12-15,406
2018-12-16,399
2018-12-17,392
2018-12-18,376
2018-12-19,366
2018-12-20,360
2018-12-21,356
2018-12-22,347
2018-12-23,337
2018-12-24,331
2018-12-25,325
2018-12-26,320
2018-12-27,313
2018-12-28,309
2018-12-29,302
2018-12-30,289
2018-12-31,282
2019-01-01,282
2019-01-02,297
2019-01-03,312
2019-01-04,328
2019-01-05,345
2019-01-06,363
2019-01-08,402
2019-01-10,445
2019-01-11,467
2019-01-12,491
2019-01-13,516
2019-01-14,542
2019-01-15,570
2019-01-16,599
2019-01-17,629
2019-01-18,661
2019-01-19,695
2019-01-20,730
2019-01-21,767
2019-01-22,806
2019-01-23,847
2019-01-24,890
2019-01-25,935
2019-01-26,982
2019-01-27,1032
2019-01-28,1084
2019-01-29,1139
2019-01-30,1196
2019-01-31,1256
2019-02-01,1319
2019-02-02,1385
2019-02-03,1455
2019-02-04,1511
2019-02-05,1546
2019-02-06,1541
2019-02-07,1536
2019-02-08,1585
2019-02-09,1547
2019-02-10,1526
2019-02-11,1518
2019-02-12,1502
2019-02-13,1469
2019-02-14,1444
2019-02-15,1372
2019-02-16,1303
2019-02-17,1244
2019-02-18,1185
2019-02-19,1194
2019-02-20,1221
2019-02-21,1266
2019-02-22,1330
2019-02-23,1397
2019-02-24,1461
2019-02-25,1534
2019-02-26,1574
2019-02-27,1617
2019-02-28,1618
2019-03-01,1544
2019-03-02,1471
2019-03-03,1420
2019-03-04,1368
2019-03-05,1367
2019-03-06,1377
2019-03-07,1433
2019-03-08,1470
2019-03-09,1533
2019-03-10,1608
2019-03-11,1658
2019-03-12,1663
2019-03-13,1656
2019-03-14,1674
2019-03-15,1614
2019-03-16,1547
2019-03-17,1470
2019-03-18,1454
2019-03-19,1450
2019-03-20,1444
2019-03-21,1427
2019-03-22,1397
2019-03-23,1373
2019-03-24,1367
2019-03-25,1360
2019-03-26,1355
2019-03-27,1391
2019-03-28,1455
2019-03-29,1522
2019-03-30,1566
2019-03-31,1549
2019-04-01,1530
2019-04-02,1521
2019-04-03,1535
2019-04-04,1515
2019-04-05,1459
2019-04-06,1398
2019-04-07,1383
2019-04-08,1368
2019-04-09,1372
2019-04-10,1410
2019-04-11,1461
2019-04-12,1452
2019-04-13,1429
2019-04-14,1396
2019-04-15,1382
2019-04-16,1398
2019-04-17,1405
2019-04-18,1393
2019-04-19,1364
2019-04-20,1356
2019-04-21,1328
2019-04-22,1310
2019-04-23,1305
2019-04-24,1284
2019-04-25,1291
2019-04-26,1280
2019-04-27,1253
2019-04-28,1244
2019-04-29,1233
2019-04-30,1225
2019-05-01,1235
2019-05-02,1284
2019-05-03,1333
2019-05-04,1339
2019-05-05,1339
2019-05-06,1350
2019-05-07,1337
2019-05-08,1322
2019-05-09,1329
2019-05-10,1382
2019-05-11,1378
2019-05-12,1432
2019-05-13,1405
2019-05-14,1391
2019-05-15,1387
2019-05-16,1364
2019-05-17,1299
2019-05-18,1251
2019-05-19,1253
2019-05-20,1245
2019-05-21,1233
2019-05-22,1264
2019-05-23,1307
2019-05-24,1284
2019-05-25,1254
2019-05-26,1261
2019-05-27,1280
2019-05-28,1269
2019-05-29,1281
2019-05-30,1304
2019-05-31,1303
2019-06-01,1346
2019-06-02,1318
2019-06-03,1295
2019-06-04,1281
2019-06-05,1290
2019-06-06,1274
2019-06-07,1286
2019-06-08,1323
2019-06-09,1349
2019-06-10,1363
2019-06-11,1402
2019-06-12,1378
2019-06-13,1358
2019-06-14,1325
2019-06-15,1319
2019-06-16,1315
2019-06-17,1337
2019-06-18,1346
2019-06-19,1323
2019-06-20,1340
2019-06-21,1324
2019-06-22,1322
2019-06-23,1342
2019-06-24,1297
2019-06-25,1281
2019-06-26,1257
2019-06-27,1208
2019-06-28,1209
2019-06-29,1195
2019-06-30,1211
2019-07-01,1213
2019-07-02,1246
2019-07-03,1305
2019-07-04,1359
2019-07-05,1373
2019-07-06,1367
2019-07-07,1419
2019-07-08,1490
2019-07-09,1508
2019-07-10,1525
2019-07-11,1515
2019-07-12,1516
2019-07-13,1444
2019-07-14,1398
2019-07-15,1407
2019-07-16,1400
2019-07-17,1410
2019-07-18,1410
2019-07-19,1425
2019-07-20,1478
2019-07-21,1448
2019-07-22,1508
2019-07-23,1547
2019-07-24,1625
2019-07-25,1707
2019-07-26,1738
2019-07-27,1703
