date_obj,Blue%20headband price
2016-01-09,28914
2016-01-10,28505
2016-01-11,28478
2016-01-12,28085
2016-01-13,28085
2016-01-14,27518
2016-01-15,27373
2016-01-16,27373
2016-01-17,27153
2016-01-18,27188
2016-01-19,27188
2016-01-20,27024
2016-01-21,27024
2016-01-22,26612
2016-01-23,26612
2016-01-24,26721
2016-01-25,26580
2016-01-26,26580
2016-01-27,26337
2016-01-28,26337
2016-01-29,26205
2016-01-30,26205
2016-01-31,25699
2016-02-01,25294
2016-02-02,25294
2016-02-03,24621
2016-02-04,24621
2016-02-05,23971
2016-02-06,23216
2016-02-07,22249
2016-02-08,22283
2016-02-09,22283
2016-02-10,21963
2016-02-11,21963
2016-02-12,21600
2016-02-13,20903
2016-02-14,20903
2016-02-15,20304
2016-02-16,20304
2016-02-17,20212
2016-02-18,20212
2016-02-19,20098
2016-02-20,20342
2016-02-21,19995
2016-02-22,19995
2016-02-23,19990
2016-02-24,20521
2016-02-25,21021
2016-02-26,21021
2016-02-27,21657
2016-02-28,22467
2016-02-29,23070
2016-03-01,23371
2016-03-02,23767
2016-03-03,23930
2016-03-04,24137
2016-03-05,24389
2016-03-06,23913
2016-03-07,23913
2016-03-08,23922
2016-03-09,24451
2016-03-10,24744
2016-03-11,24744
2016-03-12,24734
2016-03-13,24734
2016-03-14,24538
2016-03-15,24566
2016-03-16,24191
2016-03-17,24267
2016-03-18,24369
2016-03-19,24912
2016-03-20,24564
2016-03-21,25139
2016-03-22,25338
2016-03-23,25373
2016-03-24,25542
2016-03-25,25259
2016-03-26,25588
2016-03-27,25588
2016-03-28,25494
2016-03-29,25786
2016-03-30,25786
2016-03-31,25633
2016-04-01,25671
2016-04-02,25906
2016-04-03,26566
2016-04-04,26692
2016-04-05,27343
2016-04-06,26669
2016-04-07,27064
2016-04-08,27380
2016-04-09,27604
2016-04-10,28252
2016-04-11,28252
2016-04-12,27414
2016-04-13,27349
2016-04-14,26998
2016-04-15,27450
2016-04-16,27469
2016-04-17,26972
2016-04-18,26535
2016-04-19,26549
2016-04-20,26455
2016-04-21,26455
2016-04-22,25579
2016-04-23,24376
2016-04-24,23157
2016-04-25,22171
2016-04-26,21239
2016-04-27,20391
2016-04-28,20120
2016-04-29,20120
2016-04-30,19551
2016-05-01,18976
2016-05-02,18365
2016-05-03,18120
2016-05-04,17664
2016-05-05,17313
2016-05-06,17313
2016-05-07,17097
2016-05-08,17097
2016-05-09,16819
2016-05-10,16569
2016-05-11,16569
2016-05-12,16178
2016-05-13,15599
2016-05-14,15599
2016-05-15,15377
2016-05-16,15377
2016-05-17,15102
2016-05-18,15086
2016-05-19,15086
2016-05-22,15315
2016-05-23,15163
2016-05-24,14655
2016-05-25,14655
2016-05-26,14515
2016-05-27,14673
2016-05-28,14673
2016-05-29,14621
2016-05-30,14621
2016-05-31,14760
2016-06-01,14640
2016-06-02,14876
2016-06-03,15192
2016-06-04,15544
2016-06-05,15929
2016-06-06,16107
2016-06-07,16107
2016-06-08,16200
2016-06-09,16468
2016-06-10,16753
2016-06-11,17056
2016-06-12,17187
2016-06-13,17471
2016-06-14,17379
2016-06-15,17262
2016-06-16,17500
2016-06-17,17586
2016-06-18,17768
2016-06-19,17509
2016-06-20,17878
2016-06-21,18072
2016-06-22,17861
2016-06-23,17472
2016-06-24,17506
2016-06-25,17557
2016-06-26,17557
2016-06-27,17438
2016-06-28,17614
2016-06-29,17486
2016-06-30,17458
2016-07-01,17159
2016-07-02,17159
2016-07-03,17118
2016-07-04,16995
2016-07-05,16995
2016-07-06,16424
2016-07-07,15748
2016-07-08,15190
2016-07-09,14983
2016-07-10,14258
2016-07-11,13545
2016-07-12,13545
2016-07-13,12880
2016-07-14,12236
2016-07-15,11679
2016-07-16,11099
2016-07-17,11099
2016-07-18,10625
2016-07-23,9706
2016-07-24,9501
2016-07-25,9501
2016-07-26,9480
2016-07-27,9480
2016-07-28,9160
2016-07-29,9022
2016-07-30,8931
2016-07-31,8931
2016-08-01,8639
2016-08-02,8470
2016-08-03,8470
2016-08-04,8262
2016-08-05,8262
2016-08-06,8022
2016-08-07,7919
2016-08-08,7919
2016-08-09,7648
2016-08-10,7648
2016-08-11,7402
2016-08-12,7402
2016-08-13,7305
2016-08-14,7305
2016-08-15,7098
2016-08-16,7098
2016-08-17,7151
2016-08-18,7151
2016-08-19,7039
2016-08-20,6910
2016-08-21,6910
2016-08-22,6770
2016-08-23,6661
2016-08-24,6661
2016-08-25,6687
2016-08-26,6687
2016-08-28,6851
2016-08-31,6644
2016-09-01,6773
2016-09-02,6773
2016-09-03,6568
2016-09-04,6509
2016-09-05,6530
2016-09-06,6596
2016-09-07,6596
2016-09-08,6492
2016-09-09,6492
2016-09-10,6338
2016-09-11,6338
2016-09-12,6299
2016-09-13,6299
2016-09-14,6243
2016-09-15,6330
2016-09-16,6330
2016-09-17,6338
2016-09-18,6338
2016-09-19,6426
2016-09-20,6426
2016-09-21,6572
2016-09-22,6682
2016-09-23,6861
2016-09-24,6861
2016-09-25,7048
2016-09-26,7048
2016-09-27,6986
2016-09-28,6986
2016-09-29,6928
2016-09-30,6987
2016-10-01,6867
2016-10-02,6867
2016-10-03,6835
2016-10-04,6891
2016-10-05,6891
2016-10-06,6857
2016-10-07,6857
2016-10-08,6772
2016-10-09,6772
2016-10-10,6625
2016-10-11,6625
2016-10-12,6549
2016-10-13,6549
2016-10-14,6445
2016-10-15,6445
2016-10-16,6427
2016-10-17,6210
2016-10-18,6210
2016-10-19,6053
2016-10-20,6053
2016-10-21,5978
2016-10-22,5978
2016-10-23,6014
2016-10-24,6248
2016-10-25,6248
2016-10-26,6407
2016-10-27,6407
2016-10-28,6586
2016-10-29,6732
2016-10-30,6732
2016-10-31,6544
2016-11-01,6544
2016-11-02,6682
2016-11-03,6682
2016-11-04,6739
2016-11-05,6739
2016-11-06,6873
2016-11-07,6873
2016-11-08,6810
2016-11-09,6810
2016-11-10,6804
2016-11-11,6804
2016-11-12,6857
2016-11-13,6857
2016-11-14,6972
2016-11-15,7041
2016-12-07,7914
2016-12-08,7921
2016-12-09,7928
2016-12-10,7928
2016-12-11,7847
2016-12-12,7889
2016-12-13,7895
2016-12-14,8105
2016-12-15,8105
2016-12-16,8062
2016-12-17,8134
2016-12-18,8134
2016-12-19,8181
2016-12-20,8169
2016-12-21,8169
2016-12-22,8039
2016-12-23,7962
2016-12-24,7962
2016-12-25,7865
2016-12-26,7865
2016-12-27,7755
2016-12-28,7882
2016-12-29,7856
2016-12-30,7852
2016-12-31,7917
2017-01-01,7976
2017-01-02,7776
2017-01-03,7776
2017-01-04,7605
2017-01-05,7605
2017-01-06,7360
2017-01-07,7222
2017-01-08,7241
2017-01-09,7091
2017-01-10,7091
2017-01-11,6936
2017-01-12,6859
2017-01-13,6859
2017-01-14,6806
2017-01-15,6862
2017-01-16,7057
2017-01-17,6888
2017-01-18,6874
2017-01-19,6874
2017-01-20,6766
2017-01-21,6751
2017-01-22,6751
2017-01-23,6680
2017-01-27,6554
2017-01-28,6529
2017-01-29,6490
2017-01-30,6490
2017-01-31,6470
2017-02-01,6490
2017-02-02,6490
2017-02-03,6418
2017-02-04,6325
2017-02-05,6175
2017-02-06,5925
2017-02-07,5925
2017-02-08,5852
2017-02-09,5852
2017-02-10,5803
2017-02-11,5736
2017-02-12,5736
2017-02-13,5586
2017-02-14,5514
2017-02-15,5514
2017-02-16,5609
2017-02-18,5519
2017-02-19,5444
2017-02-20,5532
2017-02-21,5487
2017-02-22,5487
2017-02-23,5384
2017-02-24,5384
2017-02-25,5381
2017-02-26,5407
2017-02-27,5391
2017-02-28,5324
2017-03-01,5230
2017-03-02,5296
2017-03-03,5296
2017-03-04,5173
2017-03-05,5173
2017-03-06,5098
2017-03-07,5051
2017-03-08,5051
2017-03-09,5049
2017-03-10,5175
2017-03-11,5190
2017-03-12,5115
2017-03-13,5113
2017-03-14,5027
2017-03-15,5027
2017-03-16,4908
2017-03-17,4908
2017-03-18,4762
2017-03-19,4636
2017-03-20,4468
2017-03-21,4453
2017-03-22,4417
2017-03-23,4397
2017-03-24,4408
2017-03-25,4408
2017-03-26,4328
2017-03-27,4301
2017-03-28,4301
2017-03-29,4454
2017-03-30,4454
2017-03-31,4629
2017-04-01,4740
2017-04-02,4740
2017-04-03,4789
2017-04-04,4789
2017-04-12,4182
2017-04-13,4054
2017-04-14,4054
2017-04-15,4035
2017-04-16,4028
2017-04-17,3953
2017-04-18,3953
2017-04-19,3900
2017-04-20,3900
2017-04-21,3857
2017-04-22,3857
2017-04-23,3760
2017-04-24,3760
2017-04-25,3767
2017-04-26,3767
2017-04-27,3751
2017-04-28,3751
2017-04-29,3794
2017-04-30,3794
2017-05-01,3916
2017-05-02,3820
2017-05-03,3820
2017-05-04,3783
2017-05-05,3699
2017-05-06,3699
2017-05-07,3636
2017-05-08,3636
2017-05-09,3610
2017-05-10,3610
2017-05-11,3597
2017-05-12,3538
2017-05-13,3541
2017-05-14,3541
2017-05-15,3483
2017-05-16,3316
2017-05-17,3316
2017-05-18,3259
2017-05-19,3259
2017-05-20,3168
2017-05-21,3168
2017-05-22,3064
2017-05-23,3064
2017-05-24,2922
2017-05-25,2922
2017-05-26,2821
2017-05-27,2754
2017-05-28,2754
2017-05-29,2754
2017-05-30,2754
2017-05-31,2801
2017-06-01,2795
2017-06-02,2795
2017-06-03,2701
2017-06-04,2731
2017-06-05,2731
2017-06-06,2594
2017-06-07,2466
2017-06-08,2466
2017-06-09,2394
2017-06-10,2423
2017-06-11,2434
2017-06-12,2434
2017-06-13,2440
2017-06-14,2474
2017-06-15,2474
2017-06-16,2434
2017-06-17,2434
2017-06-18,2392
2017-06-19,2392
2017-06-20,2373
2017-06-21,2373
2017-06-22,2372
2017-06-23,2372
2017-06-24,2341
2017-06-25,2332
2017-06-26,2316
2017-06-27,2335
2017-06-28,2335
2017-06-29,2306
2017-06-30,2326
2017-07-01,2326
2017-07-02,2390
2017-07-03,2393
2017-07-04,2446
2017-07-05,2446
2017-07-06,2429
2017-07-07,2429
2017-07-08,2521
2017-07-13,2787
2017-07-14,2873
2017-07-15,2873
2017-07-16,2951
2017-07-17,3069
2017-07-18,3138
2017-07-19,3260
2017-07-20,3404
2017-07-21,3480
2017-07-22,3537
2017-07-23,3595
2017-07-24,3595
2017-07-25,3689
2017-07-26,3833
2017-07-27,3888
2017-07-28,3888
2017-07-29,3941
2017-07-30,4010
2017-07-31,4010
2017-08-01,4019
2017-08-02,4047
2017-08-03,4047
2017-08-04,4027
2017-08-05,3973
2017-08-06,3973
2017-08-09,3957
2017-08-10,3947
2017-08-11,3947
2017-08-12,3955
2017-08-13,3955
2017-08-14,3958
2017-08-15,4040
2017-08-16,4075
2017-08-17,4115
2017-08-18,4115
2017-08-19,4176
2017-08-20,4234
2017-08-21,4240
2017-08-22,4164
2017-08-23,4164
2017-08-24,4156
2017-08-25,4156
2017-08-26,4059
2017-08-27,4059
2017-08-28,3946
2017-08-29,3946
2017-08-30,3914
2017-08-31,3914
2017-09-01,4031
2017-09-02,4020
2017-09-03,4020
2017-09-04,3934
2017-09-05,3870
2017-09-06,3870
2017-09-07,3945
2017-09-08,3945
2017-09-09,4057
2017-09-10,4077
2017-09-11,4072
2017-09-12,4072
2017-09-13,3970
2017-09-14,3920
2017-09-15,3920
2017-09-16,3894
2017-09-17,3762
2017-09-18,3703
2017-09-19,3703
2017-09-20,3568
2017-09-22,3515
2017-09-23,3515
2017-09-24,3460
2017-09-25,3411
2017-09-26,3411
2017-09-27,3351
2017-09-28,3449
2017-09-29,3477
2017-09-30,3477
2017-10-01,3461
2017-10-02,3416
2017-10-03,3416
2017-10-04,3259
2017-10-05,3259
2017-10-06,3229
2017-10-07,3112
2017-10-08,3112
2017-10-09,3083
2017-10-10,3030
2017-10-11,3030
2017-10-12,2982
2017-10-13,2997
2017-10-14,2970
2017-10-15,2970
2017-10-16,2925
2017-10-17,2925
2017-10-18,2892
2017-10-19,2925
2017-10-20,2925
2017-10-21,2851
2017-10-22,2896
2017-10-23,2931
2017-10-24,2920
2017-10-25,2825
2017-10-26,2825
2017-10-27,2827
2017-10-28,2827
2017-10-29,2839
2017-10-30,2839
2017-10-31,2772
2017-11-01,2772
2017-11-02,2726
2017-11-03,2726
2017-11-04,2671
2017-11-05,2671
2017-11-06,2644
2017-11-07,2644
2017-11-08,2599
2017-11-09,2573
2017-11-10,2573
2017-11-11,2627
2017-11-12,2695
2017-11-13,2695
2017-11-14,2687
2017-11-15,2687
2017-11-16,2635
2017-11-17,2635
2017-11-18,2617
2017-11-19,2626
2017-11-20,2616
2017-11-21,2553
2017-11-22,2553
2017-11-23,2464
2017-11-24,2464
2017-11-25,2430
2017-11-26,2419
2017-11-27,2419
2017-11-28,2400
2017-11-29,2400
2017-11-30,2353
2017-12-01,2313
2017-12-02,2313
2017-12-03,2343
2017-12-04,2343
2017-12-05,2322
2017-12-06,2322
2017-12-07,2251
2017-12-08,2251
2017-12-09,2277
2017-12-10,2256
2017-12-11,2256
2017-12-12,2195
2017-12-13,2195
2017-12-14,2177
2017-12-15,2134
2017-12-16,2119
2017-12-17,2119
2017-12-18,2083
2017-12-19,2083
2017-12-20,2083
2017-12-21,2044
2017-12-22,2044
2017-12-23,2028
2017-12-24,2028
2017-12-25,2043
2017-12-26,2048
2017-12-27,2100
2017-12-28,2100
2017-12-29,2108
2017-12-30,2061
2017-12-31,2061
2018-01-01,1976
2018-01-02,1925
2018-01-03,1872
2018-01-04,1872
2018-01-05,1816
2018-01-06,1743
2018-01-07,1659
2018-01-08,1633
2018-01-09,1620
2018-01-10,1620
2018-01-11,1545
2018-01-12,1493
2018-01-13,1512
2018-01-14,1516
2018-01-15,1539
2018-01-16,1573
2018-01-17,1605
2018-01-18,1601
2018-01-19,1601
2018-01-20,1587
2018-01-21,1566
2018-01-22,1548
2018-01-23,1516
2018-01-24,1488
2018-01-25,1488
2018-01-26,1441
2018-01-27,1426
2018-01-28,1393
2018-01-29,1352
2018-01-30,1351
2018-01-31,1322
2018-02-01,1322
2018-02-02,1257
2018-02-03,1217
2018-02-04,1184
2018-02-05,1184
2018-02-06,1145
2018-02-07,1155
2018-02-08,1155
2018-02-09,1182
2018-02-10,1182
2018-02-11,1193
2018-02-12,1181
2018-02-13,1181
2018-02-14,1166
2018-02-15,1179
2018-02-16,1179
2018-02-17,1190
2018-02-18,1169
2018-02-19,1184
2018-02-20,1184
2018-02-21,1201
2018-02-22,1201
2018-02-23,1206
2018-02-24,1206
2018-02-25,1218
2018-02-26,1220
2018-02-27,1209
2018-02-28,1209
2018-03-01,1225
2018-03-02,1267
2018-03-03,1301
2018-03-04,1301
2018-03-05,1308
2018-03-06,1332
2018-03-07,1346
2018-03-08,1388
2018-03-09,1437
2018-03-10,1435
2018-03-11,1425
2018-03-12,1432
2018-03-13,1432
2018-03-14,1404
2018-03-15,1384
2018-03-16,1384
2018-03-17,1337
2018-03-18,1337
2018-03-20,1364
2018-03-21,1364
2018-03-22,1374
2018-03-23,1374
2018-03-24,1335
2018-03-25,1300
2018-03-26,1300
2018-03-27,1305
2018-03-28,1305
2018-03-29,1369
2018-03-30,1369
2018-03-31,1422
2018-04-01,1422
2018-04-02,1463
2018-04-03,1498
2018-04-04,1541
2018-04-05,1541
2018-04-06,1590
2018-04-07,1590
2018-04-08,1592
2018-04-09,1576
2018-04-10,1576
2018-04-11,1561
2018-04-12,1508
2018-04-13,1508
2018-04-14,1497
2018-04-15,1465
2018-04-16,1465
2018-04-17,1460
2018-04-18,1460
2018-04-19,1420
2018-04-20,1420
2018-04-21,1412
2018-04-22,1412
2018-04-23,1448
2018-04-24,1448
2018-04-25,1474
2018-04-26,1474
2018-04-27,1458
2018-04-28,1499
2018-04-29,1559
2018-04-30,1611
2018-05-01,1675
2018-05-02,1675
2018-05-03,1727
2018-05-04,1727
2018-05-05,1746
2018-05-06,1746
2018-05-07,1721
2018-05-08,1721
2018-05-09,1723
2018-05-10,1742
2018-05-11,1742
2018-05-12,1777
2018-05-13,1777
2018-05-14,1847
2018-05-15,1847
2018-05-16,1915
2018-05-17,1965
2018-05-18,2017
2018-05-19,2043
2018-05-20,2103
2018-05-21,2169
2018-05-22,2169
2018-05-23,2204
2018-05-24,2204
2018-05-25,2275
2018-05-26,2353
2018-05-27,2353
2018-05-28,2369
2018-05-29,2364
2018-05-30,2391
2018-05-31,2418
2018-06-01,2447
2018-06-02,2478
2018-06-03,2478
2018-06-04,2523
2018-06-05,2490
2018-06-06,2539
2018-06-07,2539
2018-06-08,2655
2018-06-09,2781
2018-06-10,2808
2018-06-11,2848
2018-06-12,2895
2018-06-13,2916
2018-06-14,2978
2018-06-15,3038
2018-06-16,3087
2018-06-17,3088
2018-06-18,2984
2018-06-19,2886
2018-06-20,2886
2018-06-21,2752
2018-06-22,2634
2018-06-23,2634
2018-06-24,2569
2018-06-25,2510
2018-06-26,2453
2018-06-27,2453
2018-06-28,2540
2018-06-29,2598
2018-06-30,2662
2018-07-01,2573
2018-07-02,2573
2018-07-03,2556
2018-07-04,2571
2018-07-05,2571
2018-07-06,2584
2018-07-07,2590
2018-07-08,2572
2018-07-09,2535
2018-07-10,2520
2018-07-11,2475
2018-07-12,2544
2018-07-13,2490
2018-07-14,2367
2018-07-15,2266
2018-07-16,2212
2018-07-17,2170
2018-07-18,2165
2018-07-19,2205
2018-07-20,2145
2018-07-21,2138
2018-07-22,2079
2018-07-23,2034
2018-07-24,2067
2018-07-25,2060
2018-07-26,1994
2018-07-27,1921
2018-07-28,1830
2018-07-29,1773
2018-07-30,1752
2018-07-31,1770
2018-08-01,1770
2018-08-02,1737
2018-08-03,1764
2018-08-04,1753
2018-08-05,1775
2018-08-06,1781
2018-08-07,1758
2018-08-08,1738
2018-08-09,1698
2018-08-10,1705
2018-08-11,1724
2018-08-12,1701
2018-08-14,1579
2018-08-16,1567
2018-08-17,1572
2018-08-18,1511
2018-08-19,1519
2018-08-20,1530
2018-08-21,1552
2018-08-22,1557
2018-08-23,1530
2018-08-24,1512
2018-08-25,1447
2018-08-26,1447
2018-08-27,1435
2018-08-28,1405
2018-08-29,1436
2018-08-30,1436
2018-08-31,1418
2018-09-01,1460
2018-09-02,1444
2018-09-03,1452
2018-09-04,1440
2018-09-05,1417
2018-09-06,1417
2018-09-07,1385
2018-09-08,1383
2018-09-09,1385
2018-09-10,1383
2018-09-11,1383
2018-09-12,1379
2018-09-13,1403
2018-09-14,1450
2018-09-15,1478
2018-09-16,1478
2018-09-17,1512
2018-09-18,1578
2018-09-19,1578
2018-09-20,1657
2018-09-21,1738
2018-09-22,1824
2018-09-23,1916
2018-09-24,1998
2018-09-25,1998
2018-09-26,2096
2018-09-27,2096
2018-09-28,2195
2018-09-29,2271
2018-09-30,2312
2018-10-01,2425
2018-10-02,2537
2018-10-03,2631
2018-10-04,2631
2018-10-05,2736
2018-10-06,2846
2018-10-07,2846
2018-10-08,2920
2018-10-09,2906
2018-10-10,2869
2018-10-11,2980
2018-10-12,2980
2018-10-13,3090
2018-10-14,3229
2018-10-15,3336
2018-10-16,3407
2018-10-17,3435
2018-10-18,3559
2018-10-19,3696
2018-10-20,3696
2018-10-21,3723
2018-10-22,3824
2018-10-23,3913
2018-10-24,3967
2018-10-25,4048
2018-10-26,4067
2018-10-27,3985
2018-10-28,3879
2018-10-29,3879
2018-10-30,3855
2018-10-31,3912
2018-11-01,4078
2018-11-03,4035
2018-11-04,4057
2018-11-05,3953
2018-11-06,3929
2018-11-07,3869
2018-11-08,3910
2018-11-09,3954
2018-11-10,3873
2018-11-11,3873
2018-11-12,3873
2018-11-13,3758
2018-11-15,3976
2018-11-16,4004
2018-11-17,4082
2018-11-18,3938
2018-11-19,3942
2018-11-20,3927
2018-11-21,4051
2018-11-22,4024
2018-11-23,4061
2018-11-24,4096
2018-11-25,4115
2018-11-26,4000
2018-11-27,3962
2018-11-28,3909
2018-11-29,3873
2018-12-01,3791
2018-12-02,3794
2018-12-03,3793
2018-12-04,3847
2018-12-05,3859
2018-12-07,3832
2018-12-09,3767
2018-12-10,3771
2018-12-11,3861
2018-12-12,3910
2018-12-13,3920
2018-12-14,3836
2018-12-15,3751
2018-12-16,3673
2018-12-17,3577
2018-12-18,3519
2018-12-19,3399
2018-12-20,3285
2018-12-21,3199
2018-12-22,3136
2018-12-23,3059
2018-12-24,2979
2018-12-25,2991
2018-12-26,2909
2018-12-27,2904
2018-12-28,2819
2018-12-29,2791
2018-12-30,2769
2018-12-31,2734
2019-01-01,2741
2019-01-02,2706
2019-01-03,2676
2019-01-04,2683
2019-01-05,2686
2019-01-06,2634
2019-01-08,2612
2019-01-10,2593
2019-01-11,2554
2019-01-12,2560
2019-01-13,2575
2019-01-14,2554
2019-01-15,2526
2019-01-16,2544
2019-01-17,2537
2019-01-18,2546
2019-01-19,2557
2019-01-20,2478
2019-01-21,2505
2019-01-22,2527
2019-01-23,2621
2019-01-24,2618
2019-01-25,2551
2019-01-26,2608
2019-01-27,2583
2019-01-28,2607
2019-01-29,2595
2019-01-30,2595
2019-01-31,2581
2019-02-01,2615
2019-02-02,2566
2019-02-03,2530
2019-02-04,2530
2019-02-05,2522
2019-02-06,2398
2019-02-07,2325
2019-02-08,2256
2019-02-09,2208
2019-02-10,2141
2019-02-11,2100
2019-02-12,2037
2019-02-13,2003
2019-02-14,2003
2019-02-15,1978
2019-02-16,1944
2019-02-17,1929
2019-02-18,1973
2019-02-19,1963
2019-02-20,1931
2019-02-21,1977
2019-02-22,2005
2019-02-23,2035
2019-02-24,2052
2019-02-25,2048
2019-02-26,2070
2019-02-27,2022
2019-02-28,1954
2019-03-01,1989
2019-03-02,1983
2019-03-03,2015
2019-03-04,2024
2019-03-05,2032
2019-03-06,2001
2019-03-07,1996
2019-03-08,2053
2019-03-09,2061
2019-03-10,2017
2019-03-11,1998
2019-03-12,2008
2019-03-13,1989
2019-03-14,1947
2019-03-15,1963
2019-03-16,1929
2019-03-17,1997
2019-03-18,2037
2019-03-19,2055
2019-03-20,2079
2019-03-21,2169
2019-03-22,2264
2019-03-23,2290
2019-03-24,2322
2019-03-25,2374
2019-03-26,2398
