date_obj,Dragonstone%20bracelet price
2015-09-06,26226
2015-09-07,26226
2015-09-08,26873
2015-09-09,26873
2015-09-10,26873
2015-09-11,26873
2015-09-12,26873
2015-09-13,27395
2015-09-14,27395
2015-09-15,27395
2015-09-16,27395
2015-09-17,27395
2015-09-18,27395
2015-09-19,26652
2015-09-20,26652
2015-09-21,26652
2015-09-22,26652
2015-09-23,26652
2015-09-24,26652
2015-09-25,26724
2015-09-27,26724
2015-09-28,26724
2015-09-29,26724
2015-09-30,25941
2015-10-05,25941
2015-10-06,26391
2015-10-07,26391
2015-10-08,26391
2015-10-09,26391
2015-10-10,26391
2015-10-11,26391
2015-10-12,25977
2015-10-13,25977
2015-10-14,25977
2015-10-15,25977
2015-10-16,25977
2015-10-17,25977
2015-10-18,25180
2015-10-19,25180
2015-10-20,25180
2015-10-22,25180
2015-10-23,25944
2015-10-24,25944
2015-10-25,25944
2015-10-26,25944
2015-10-27,25944
2015-10-29,26980
2015-10-30,26980
2015-10-31,26980
2015-11-01,26980
2015-11-02,26980
2015-11-03,27397
2015-11-04,27397
2015-11-05,27397
2015-11-06,27397
2015-11-07,27397
2015-11-08,27397
2015-11-09,27874
2015-11-10,27874
2015-11-11,27874
2015-11-12,27874
2015-11-13,27874
2015-11-14,27874
2015-11-15,27987
2015-11-16,27987
2015-11-17,27987
2015-11-18,27987
2015-11-19,27987
2015-11-20,27987
2015-11-21,27987
2015-11-22,27624
2015-11-23,27624
2015-11-24,27624
2015-11-25,27624
2015-11-26,27624
2015-11-27,27624
2015-11-28,27217
2015-11-29,27217
2015-11-30,27217
2015-12-01,27217
2015-12-02,27217
2015-12-03,27513
2015-12-04,27513
2015-12-05,27513
2015-12-06,27513
2015-12-07,27513
2015-12-08,27513
2015-12-09,27613
2015-12-10,27613
2015-12-11,27613
2015-12-12,27613
2015-12-13,27613
2015-12-14,27613
2015-12-15,27907
2015-12-16,27907
2015-12-17,27907
2015-12-18,27907
2015-12-19,27907
2015-12-20,27686
2015-12-21,27686
2015-12-22,27686
2015-12-23,27686
2015-12-24,27686
2015-12-25,27985
2015-12-26,27985
2015-12-27,27985
2015-12-28,27985
2015-12-29,28290
2015-12-30,28290
2015-12-31,28290
2016-01-01,28290
2016-01-02,28290
2016-01-03,28316
2016-01-04,28316
2016-01-05,28316
2016-01-06,28316
2016-01-07,29244
2016-01-08,29244
2016-01-09,29244
2016-01-10,29244
2016-01-11,29244
2016-01-12,30238
2016-01-13,30238
2016-01-14,30238
2016-01-15,30238
2016-01-16,30834
2016-01-17,30834
2016-01-18,30834
2016-01-19,30834
2016-01-20,30820
2016-01-21,30820
2016-01-22,30820
2016-01-23,30820
2016-01-24,30820
2016-01-25,30125
2016-01-26,30125
2016-01-27,30125
2016-01-28,30125
2016-01-29,29501
2016-01-30,29501
2016-01-31,29501
2016-02-01,29501
2016-02-02,29313
2016-02-03,29313
2016-02-04,29313
2016-02-05,29313
2016-02-06,28577
2016-02-07,28577
2016-02-08,28577
2016-02-09,28577
2016-02-10,28893
2016-02-11,28893
2016-02-12,28893
2016-02-13,28893
2016-02-14,29010
2016-02-15,29010
2016-02-16,29010
2016-02-17,29010
2016-02-18,29043
2016-02-19,29043
2016-02-20,29043
2016-02-21,29043
2016-02-22,28607
2016-02-23,28607
2016-02-24,28607
2016-02-25,28337
2016-02-26,28337
2016-02-27,28337
2016-02-28,28337
2016-02-29,28645
2016-03-01,28645
2016-03-02,28645
2016-03-03,28645
2016-03-04,29176
2016-03-05,29176
2016-03-06,29176
2016-03-07,29176
2016-03-08,29325
2016-03-09,29325
2016-03-10,29325
2016-03-11,29325
2016-03-12,29156
2016-03-13,29156
2016-03-14,29156
2016-03-15,29156
2016-03-16,29519
2016-03-17,29519
2016-03-18,29519
2016-03-19,29519
2016-03-20,28560
2016-03-21,28560
2016-03-22,28560
2016-03-23,28560
2016-03-24,29589
2016-03-25,29589
2016-03-26,29589
2016-03-27,29650
2016-03-28,29650
2016-03-29,29650
2016-03-30,29650
2016-03-31,30165
2016-04-01,30165
2016-04-02,30165
2016-04-04,30016
2016-04-05,30016
2016-04-06,30016
2016-04-07,30016
2016-04-08,29948
2016-04-09,29948
2016-04-10,29948
2016-04-11,29948
2016-04-12,30164
2016-04-13,30164
2016-04-14,30164
2016-04-15,30164
2016-04-16,30814
2016-04-17,30814
2016-04-18,30814
2016-04-19,32114
2016-04-20,32114
2016-04-21,32114
2016-04-22,32114
2016-04-23,31835
2016-04-24,31835
2016-04-25,31835
2016-04-26,31447
2016-04-27,31447
2016-04-28,31447
2016-04-29,31447
2016-04-30,30713
2016-05-01,30713
2016-05-02,30713
2016-05-03,31576
2016-05-04,31576
2016-05-05,31576
2016-05-06,31576
2016-05-07,31068
2016-05-08,31068
2016-05-09,31068
2016-05-10,29705
2016-05-11,29705
2016-05-12,29705
2016-05-13,28414
2016-05-14,28414
2016-05-15,28414
2016-05-16,27588
2016-05-17,27588
2016-05-18,27588
2016-05-19,28354
2016-05-22,28756
2016-05-23,28756
2016-05-24,28756
2016-05-25,28946
2016-05-26,28946
2016-05-27,28946
2016-05-28,28067
2016-05-29,28067
2016-05-30,28067
2016-05-31,26720
2016-06-01,26720
2016-06-02,26720
2016-06-03,26956
2016-06-04,26956
2016-06-05,26956
2016-06-06,27237
2016-06-07,27237
2016-06-08,27237
2016-06-09,27237
2016-06-10,26747
2016-06-11,26747
2016-06-12,26747
2016-06-13,26747
2016-06-14,27023
2016-06-15,27023
2016-06-16,27023
2016-06-17,27270
2016-06-18,27270
2016-06-19,27270
2016-06-20,27332
2016-06-21,27332
2016-06-22,27332
2016-06-23,27001
2016-06-24,27001
2016-06-25,27001
2016-06-26,27615
2016-06-27,27615
2016-06-28,27615
2016-06-29,27615
2016-06-30,28595
2016-07-01,28595
2016-07-02,28595
2016-07-03,28918
2016-07-04,28918
2016-07-05,28918
2016-07-06,29921
2016-07-07,29921
2016-07-08,29921
2016-07-09,29295
2016-07-10,29295
2016-07-11,29295
2016-07-12,28155
2016-07-13,28155
2016-07-14,28155
2016-07-15,28155
2016-07-16,27078
2016-07-17,27078
2016-07-18,27078
2016-07-23,26918
2016-07-24,26456
2016-07-25,26456
2016-07-26,26456
2016-07-27,26456
2016-07-28,26651
2016-07-29,26651
2016-07-30,26651
2016-07-31,26651
2016-08-01,27341
2016-08-02,27341
2016-08-03,27341
2016-08-04,28150
2016-08-05,28150
2016-08-06,28150
2016-08-07,28150
2016-08-08,28854
2016-08-09,28854
2016-08-10,28854
2016-08-11,28854
2016-08-12,28441
2016-08-13,28441
2016-08-14,28441
2016-08-15,28441
2016-08-16,28357
2016-08-17,28357
2016-08-18,28357
2016-08-19,28357
2016-08-20,27494
2016-08-21,27494
2016-08-22,27494
2016-08-23,27494
2016-08-24,26725
2016-08-25,26725
2016-08-26,26725
2016-08-28,26824
2016-08-31,26824
2016-09-01,26077
2016-09-02,26077
2016-09-03,26077
2016-09-04,26077
2016-09-05,25323
2016-09-06,25323
2016-09-07,25323
2016-09-08,25323
2016-09-09,25323
2016-09-10,25729
2016-09-11,25729
2016-09-12,25729
2016-09-13,25729
2016-09-14,25729
2016-09-15,25224
2016-09-16,25224
2016-09-17,25224
2016-09-18,25224
2016-09-19,25224
2016-09-20,25141
2016-09-21,25141
2016-09-22,25141
2016-09-23,25141
2016-09-24,25141
2016-09-25,24488
2016-09-26,24488
2016-09-27,24488
2016-09-28,24488
2016-09-29,24488
2016-09-30,23816
2016-10-01,23816
2016-10-02,23816
2016-10-03,23816
2016-10-04,23816
2016-10-05,23001
2016-10-06,23001
2016-10-07,23001
2016-10-08,23001
2016-10-09,23001
2016-10-10,22430
2016-10-11,22430
2016-10-12,22430
2016-10-13,22430
2016-10-14,22430
2016-10-15,21715
2016-10-16,21715
2016-10-17,21715
2016-10-18,21715
2016-10-19,21352
2016-10-20,21352
2016-10-21,21352
2016-10-22,21352
2016-10-23,20589
2016-10-24,20589
2016-10-25,20589
2016-10-26,20589
2016-10-27,20080
2016-10-28,20080
2016-10-29,20080
2016-10-30,20080
2016-10-31,19894
2016-11-01,19894
2016-11-02,19894
2016-11-03,19894
2016-11-04,20129
2016-11-05,20129
2016-11-06,20129
2016-11-07,20129
2016-11-08,19315
2016-11-09,19315
2016-11-10,19315
2016-11-11,19315
2016-11-12,19404
2016-11-13,19404
2016-11-14,19404
2016-11-15,19404
2016-12-07,19778
2016-12-08,19778
2016-12-09,20019
2016-12-10,20019
2016-12-11,20019
2016-12-12,20019
2016-12-13,19409
2016-12-14,19409
2016-12-15,19409
2016-12-16,19409
2016-12-17,18812
2016-12-18,18812
2016-12-19,18812
2016-12-20,18812
2016-12-21,18657
2016-12-22,18657
2016-12-23,18657
2016-12-24,18657
2016-12-25,18986
2016-12-26,18986
2016-12-27,18986
2016-12-28,18986
2016-12-29,18894
2016-12-30,18894
2016-12-31,18894
2017-01-01,18894
2017-01-02,18413
2017-01-03,18413
2017-01-04,18413
2017-01-05,18343
2017-01-06,18343
2017-01-07,18343
2017-01-08,18315
2017-01-09,18315
2017-01-10,18315
2017-01-11,18140
2017-01-12,18140
2017-01-13,18140
2017-01-14,17609
2017-01-15,17609
2017-01-16,17609
2017-01-17,17129
2017-01-18,17129
2017-01-19,17129
2017-01-20,17129
2017-01-21,16955
2017-01-22,16955
2017-01-23,16955
2017-01-27,17088
2017-01-28,17088
2017-01-29,17088
2017-01-30,17263
2017-01-31,17263
2017-02-01,17263
2017-02-02,17137
2017-02-03,17137
2017-02-04,17137
2017-02-05,16803
2017-02-06,16803
2017-02-07,16803
2017-02-08,16877
2017-02-09,16877
2017-02-10,16877
2017-02-11,17178
2017-02-12,17178
2017-02-13,17178
2017-02-14,16798
2017-02-15,16798
2017-02-16,16798
2017-02-18,17078
2017-02-19,17078
2017-02-20,17078
2017-02-21,16440
2017-02-22,16440
2017-02-23,16440
2017-02-24,16440
2017-02-25,16392
2017-02-26,16392
2017-02-27,16392
2017-02-28,16598
2017-03-01,16598
2017-03-02,16598
2017-03-03,16598
2017-03-04,16253
2017-03-05,16253
2017-03-06,16253
2017-03-07,15852
2017-03-08,15852
2017-03-09,15852
2017-03-10,15947
2017-03-11,15947
2017-03-12,15947
2017-03-13,15983
2017-03-14,15983
2017-03-15,15983
2017-03-16,16207
2017-03-17,16207
2017-03-18,16207
2017-03-19,16207
2017-03-20,15821
2017-03-21,15821
2017-03-22,15821
2017-03-23,15754
2017-03-24,15754
2017-03-25,15754
2017-03-26,15754
2017-03-27,15823
2017-03-28,15823
2017-03-29,15823
2017-03-30,15950
2017-03-31,15950
2017-04-01,15950
2017-04-02,15950
2017-04-03,15845
2017-04-04,15845
2017-04-12,15922
2017-04-13,16578
2017-04-14,16578
2017-04-15,16578
2017-04-16,16450
2017-04-17,16450
2017-04-18,16450
2017-04-19,16427
2017-04-20,16427
2017-04-21,16427
2017-04-22,16427
2017-04-23,16391
2017-04-24,16391
2017-04-25,16391
2017-04-26,16840
2017-04-27,16840
2017-04-28,16840
2017-04-29,16827
2017-04-30,16827
2017-05-01,16827
2017-05-02,16875
2017-05-03,16875
2017-05-04,16985
2017-05-05,16985
2017-05-06,16985
2017-05-07,16676
2017-05-08,16676
2017-05-09,16676
2017-05-10,16854
2017-05-11,16854
2017-05-12,16854
2017-05-13,16581
2017-05-14,16581
2017-05-15,16581
2017-05-16,16581
2017-05-17,16255
2017-05-18,16255
2017-05-19,16255
2017-05-20,16057
2017-05-21,16057
2017-05-22,16057
2017-05-23,16057
2017-05-24,16228
2017-05-25,16228
2017-05-26,16228
2017-05-27,16228
2017-05-28,16215
2017-05-29,16215
2017-05-30,16215
2017-05-31,16139
2017-06-01,16139
2017-06-02,16139
2017-06-03,16139
2017-06-04,15883
2017-06-05,15883
2017-06-06,15883
2017-06-07,15186
2017-06-08,15186
2017-06-09,15186
2017-06-10,15186
2017-06-11,15039
2017-06-12,15039
2017-06-13,15039
2017-06-14,14586
2017-06-15,14586
2017-06-16,14586
2017-06-17,14586
2017-06-18,14490
2017-06-19,14490
2017-06-20,14490
2017-06-21,14655
2017-06-22,14655
2017-06-23,14655
2017-06-24,14655
2017-06-25,14992
2017-06-26,14992
2017-06-27,14992
2017-06-28,15155
2017-06-29,15155
2017-06-30,15155
2017-07-01,15155
2017-07-02,15335
2017-07-03,15335
2017-07-04,15335
2017-07-05,15335
2017-07-06,15939
2017-07-07,15939
2017-07-08,15939
2017-07-13,17044
2017-07-14,17044
2017-07-15,17329
2017-07-16,17329
2017-07-17,17737
2017-07-18,17737
2017-07-19,17737
2017-07-20,17640
2017-07-21,17640
2017-07-22,17640
2017-07-23,17732
2017-07-24,17732
2017-07-25,17732
2017-07-26,17422
2017-07-27,17422
2017-07-28,17422
2017-07-29,16988
2017-07-30,16988
2017-07-31,16988
2017-08-01,16941
2017-08-02,16941
2017-08-03,16733
2017-08-04,16733
2017-08-05,17125
2017-08-06,17125
2017-08-09,17687
2017-08-10,17541
2017-08-11,17541
2017-08-12,17541
2017-08-13,17108
2017-08-14,17108
2017-08-15,17108
2017-08-16,17533
2017-08-17,17533
2017-08-18,17533
2017-08-19,17293
2017-08-20,17293
2017-08-21,17293
2017-08-22,17248
2017-08-23,17248
2017-08-24,17248
2017-08-25,17713
2017-08-26,17713
2017-08-27,18019
2017-08-28,18019
2017-08-29,18019
2017-08-30,17622
2017-08-31,17622
2017-09-01,17622
2017-09-03,18112
2017-09-04,18112
2017-09-05,18481
2017-09-06,18481
2017-09-07,18481
2017-09-08,18114
2017-09-09,18114
2017-09-10,18016
2017-09-11,18016
2017-09-12,18016
2017-09-13,18217
2017-09-14,18217
2017-09-15,18217
2017-09-16,18227
2017-09-17,18227
2017-09-18,18385
2017-09-19,18385
2017-09-20,18235
2017-09-21,18235
2017-09-22,18235
2017-09-23,17878
2017-09-24,17878
2017-09-25,17878
2017-09-26,17720
2017-09-27,17720
2017-09-28,17720
2017-09-29,17943
2017-09-30,17943
2017-10-01,17943
2017-10-02,18283
2017-10-03,18283
2017-10-04,18283
2017-10-05,18844
2017-10-06,18844
2017-10-07,18844
2017-10-08,19488
2017-10-09,19488
2017-10-10,20117
2017-10-11,20117
2017-10-12,20117
2017-10-13,20476
2017-10-14,20476
2017-10-15,20476
2017-10-16,20929
2017-10-17,20929
2017-10-18,20929
2017-10-19,20818
2017-10-20,20818
2017-10-21,20818
2017-10-22,19994
2017-10-23,19994
2017-10-24,19994
2017-10-25,19399
2017-10-26,19399
2017-10-27,19399
2017-10-28,19536
2017-10-29,19536
2017-10-30,19680
2017-10-31,19680
2017-11-01,19680
2017-11-02,19445
2017-11-03,19445
2017-11-04,18667
2017-11-05,18667
2017-11-06,18667
2017-11-07,18888
2017-11-08,18888
2017-11-09,18888
2017-11-10,18773
2017-11-11,18773
2017-11-12,18773
2017-11-13,19400
2017-11-14,19400
2017-11-15,19400
2017-11-16,19475
2017-11-17,19475
2017-11-18,19475
2017-11-19,19711
2017-11-20,19711
2017-11-21,19266
2017-11-22,19266
2017-11-23,19266
2017-11-24,18365
2017-11-25,18365
2017-11-26,18066
2017-11-27,18066
2017-11-28,18066
2017-11-29,17550
2017-11-30,17550
2017-12-01,18196
2017-12-02,18196
2017-12-03,18196
2017-12-04,18995
2017-12-05,18995
2017-12-06,18952
2017-12-07,18952
2017-12-08,18952
2017-12-09,19113
2017-12-10,19113
2017-12-11,19186
2017-12-12,19186
2017-12-13,19186
2017-12-14,19263
2017-12-15,19263
2017-12-16,19263
2017-12-17,18878
2017-12-18,18878
2017-12-19,18724
2017-12-20,18724
2017-12-21,18061
2017-12-22,18061
2017-12-23,18061
2017-12-24,18018
2017-12-25,18018
2017-12-26,18018
2017-12-27,17939
2017-12-28,17939
2017-12-29,17939
2017-12-30,17904
2017-12-31,17904
2018-01-01,17904
2018-01-02,18481
2018-01-03,18481
2018-01-04,18481
2018-01-05,18430
2018-01-06,18430
2018-01-07,17890
2018-01-08,17890
2018-01-09,17744
2018-01-10,17744
2018-01-11,17158
2018-01-12,17158
2018-01-13,17479
2018-01-14,17479
2018-01-15,16924
2018-01-16,16924
2018-01-17,16345
2018-01-18,16345
2018-01-19,16345
2018-01-20,15927
2018-01-21,15927
2018-01-22,15897
2018-01-23,15897
2018-01-25,15822
2018-01-26,15393
2018-01-27,15369
2018-01-28,15319
2018-01-29,15187
2018-01-30,15111
2018-01-31,15111
2018-02-01,15336
2018-02-02,15336
2018-02-03,14863
2018-02-04,14863
2018-02-05,14974
2018-02-06,14949
2018-02-07,14775
2018-02-08,14775
2018-02-09,14981
2018-02-10,14981
2018-02-11,14567
2018-02-12,13920
2018-02-13,13920
2018-02-14,13781
2018-02-15,13781
2018-02-16,13924
2018-02-17,13595
2018-02-18,13595
2018-02-19,13641
2018-02-20,13641
2018-02-21,13511
2018-02-22,13511
2018-02-23,14044
2018-02-24,14044
2018-02-25,14073
2018-02-26,14073
2018-02-27,13629
2018-02-28,13629
2018-03-01,13227
2018-03-02,13249
2018-03-03,13023
2018-03-04,13023
2018-03-05,12799
2018-03-06,12799
2018-03-07,12772
2018-03-09,12755
2018-03-10,12755
2018-03-11,12866
2018-03-12,13124
2018-03-13,13124
2018-03-14,12692
2018-03-15,12692
2018-03-16,12843
2018-03-17,12598
2018-03-18,12598
2018-03-20,12118
2018-03-21,12118
2018-03-23,11856
2018-03-24,12293
2018-03-25,12478
2018-03-26,12478
2018-03-27,12227
2018-03-28,12227
2018-03-29,12163
2018-03-30,12163
2018-03-31,12006
2018-04-01,12006
2018-04-02,11905
2018-04-03,11929
2018-04-04,11958
2018-04-05,11958
2018-04-06,11872
2018-04-07,11872
2018-04-08,11896
2018-04-09,11892
2018-04-10,11892
2018-04-11,11881
2018-04-12,11888
2018-04-13,11888
2018-04-14,11874
2018-04-15,11912
2018-04-16,11912
2018-04-17,11874
2018-04-18,11874
2018-04-19,11801
2018-04-20,11801
2018-04-21,11819
2018-04-22,11819
2018-04-23,11849
2018-04-24,11849
2018-04-25,11830
2018-04-26,11830
2018-04-27,11825
2018-04-28,11835
2018-04-29,11854
2018-04-30,11944
2018-05-01,12117
2018-05-03,12028
2018-05-04,12028
2018-05-05,11990
2018-05-07,11874
2018-05-08,11874
2018-05-09,11865
2018-05-10,11842
2018-05-11,11842
2018-05-12,11729
2018-05-13,11729
2018-05-14,11825
2018-05-15,11825
2018-05-16,11879
2018-05-17,11879
2018-05-18,11943
2018-05-19,11962
2018-05-20,11962
2018-05-21,12145
2018-05-22,12145
2018-05-23,12082
2018-05-24,12082
2018-05-25,12129
2018-05-26,12057
2018-05-27,12057
2018-05-28,12111
2018-05-29,12144
2018-05-30,12144
2018-05-31,12161
2018-06-01,12161
2018-06-02,12001
2018-06-03,12001
2018-06-04,11965
2018-06-05,11795
2018-06-06,11668
2018-06-07,11668
2018-06-08,11694
2018-06-09,11694
2018-06-10,11724
2018-06-11,11724
2018-06-12,11779
2018-06-13,11791
2018-06-14,11873
2018-06-15,11873
2018-06-16,11774
2018-06-17,11683
2018-06-18,11734
2018-06-19,11781
2018-06-20,11781
2018-06-21,11791
2018-06-22,11744
2018-06-23,11744
2018-06-24,11772
2018-06-25,11787
2018-06-26,11787
2018-06-27,11954
2018-06-28,11844
2018-06-29,11845
2018-06-30,11845
2018-07-01,11839
2018-07-02,11839
2018-07-03,11817
2018-07-04,11817
2018-07-05,11827
2018-07-06,11867
2018-07-07,11867
2018-07-08,11868
2018-07-09,11871
2018-07-10,11893
2018-07-11,11846
2018-07-12,11846
2018-07-13,11863
2018-07-14,11957
2018-07-15,11957
2018-07-16,11918
2018-07-17,11901
2018-07-18,11901
2018-07-19,11871
2018-07-20,11836
2018-07-21,11779
2018-07-22,11929
2018-07-23,11960
2018-07-24,11960
2018-07-25,11998
2018-07-26,11972
2018-07-27,12033
2018-07-28,12033
2018-07-29,11920
2018-07-30,11765
2018-07-31,11828
2018-08-01,11828
2018-08-02,11809
2018-08-03,11809
2018-08-04,11797
2018-08-05,11884
2018-08-06,11882
2018-08-07,11880
2018-08-08,11839
2018-08-09,11839
2018-08-10,11754
2018-08-11,11744
2018-08-12,11737
2018-08-14,11806
2018-08-16,11829
2018-08-17,11899
2018-08-18,11899
2018-08-19,11893
2018-08-20,11879
2018-08-21,11879
2018-08-22,11845
2018-08-23,11845
2018-08-24,11735
2018-08-25,11907
2018-08-26,11907
2018-08-27,11970
2018-08-28,11952
2018-08-29,11952
2018-08-30,11865
2018-08-31,11903
2018-09-01,11923
2018-09-02,11923
2018-09-03,11935
2018-09-04,11926
2018-09-05,11894
2018-09-06,11894
2018-09-07,11906
2018-09-08,11989
2018-09-09,11989
2018-09-10,12042
2018-09-11,12042
2018-09-12,12043
2018-09-13,11967
2018-09-14,11951
2018-09-15,11926
2018-09-16,11926
2018-09-17,11990
2018-09-18,12030
2018-09-19,12030
2018-09-20,11957
2018-09-21,11957
2018-09-22,11959
2018-09-23,12027
2018-09-24,12127
2018-09-25,12127
2018-09-26,12058
2018-09-27,12058
2018-09-28,11925
2018-09-29,11925
2018-09-30,11876
2018-10-01,11941
2018-10-02,11941
2018-10-03,11931
2018-10-04,11931
2018-10-05,12222
2018-10-06,12046
2018-10-07,12046
2018-10-08,11965
2018-10-09,11908
2018-10-10,11943
2018-10-11,11985
2018-10-12,11985
2018-10-13,12145
2018-10-14,12138
2018-10-15,12098
2018-10-16,12098
2018-10-17,12005
2018-10-18,11999
2018-10-19,12127
2018-10-20,12127
2018-10-21,12038
2018-10-22,12011
2018-10-23,12011
2018-10-24,12031
2018-10-25,12084
2018-10-26,12026
2018-10-27,11956
2018-10-28,11898
2018-10-29,11898
2018-10-30,11884
2018-10-31,11867
2018-11-01,11879
2018-11-03,11847
2018-11-04,11804
2018-11-05,11935
2018-11-06,12078
2018-11-07,12078
2018-11-08,12025
2018-11-09,12024
2018-11-10,11937
2018-11-11,11973
2018-11-12,11950
2018-11-13,11978
2018-11-14,11978
2018-11-15,11993
2018-11-16,11946
2018-11-17,11907
2018-11-18,11980
2018-11-19,12009
2018-11-20,11951
2018-11-21,11967
2018-11-22,12047
2018-11-23,12183
2018-11-24,12127
2018-11-25,12240
2018-11-26,12240
2018-11-27,12329
2018-11-28,12141
2018-11-29,12040
2018-12-01,12078
2018-12-02,12043
2018-12-03,12043
2018-12-04,12044
2018-12-05,12000
2018-12-07,12156
2018-12-09,12165
2018-12-10,12141
2018-12-11,12007
2018-12-12,12136
2018-12-13,12029
2018-12-14,12120
2018-12-15,12155
2018-12-16,12160
2018-12-17,12160
2018-12-18,12093
2018-12-19,11906
2018-12-20,11974
2018-12-21,11975
2018-12-22,12021
2018-12-23,12112
2018-12-24,11950
2018-12-25,11921
2018-12-26,11989
2018-12-27,11970
2018-12-28,11915
2018-12-29,11928
2018-12-30,11905
2018-12-31,11975
2019-01-01,11990
2019-01-02,11930
2019-01-03,12039
2019-01-04,12063
2019-01-05,12082
2019-01-06,12080
2019-01-08,12156
2019-01-10,12103
2019-01-11,12034
2019-01-12,12069
2019-01-13,12059
2019-01-14,12154
2019-01-15,12115
2019-01-16,11951
2019-01-17,12001
2019-01-18,12051
2019-01-19,12108
2019-01-20,12084
2019-01-21,12100
2019-01-22,12110
2019-01-23,12081
2019-01-24,12101
2019-01-25,12131
2019-01-26,12123
2019-01-27,12199
2019-01-28,12138
2019-01-29,12099
2019-01-30,12089
2019-01-31,12215
2019-02-01,12215
2019-02-02,12121
2019-02-03,12194
2019-02-04,12194
2019-02-05,12230
2019-02-06,12230
2019-02-07,12187
2019-02-08,12097
2019-02-09,12088
2019-02-10,12107
2019-02-11,12091
2019-02-12,12056
2019-02-13,12064
2019-02-14,12064
2019-02-15,12109
2019-02-16,12074
2019-02-17,12084
2019-02-18,12102
2019-02-19,12111
2019-02-20,12195
2019-02-21,12344
2019-02-22,12178
2019-02-23,12173
2019-02-24,12181
2019-02-25,12154
2019-02-26,12197
2019-02-27,12281
2019-02-28,12219
2019-03-01,12203
2019-03-02,12165
2019-03-03,12177
2019-03-04,12270
2019-03-05,12307
2019-03-06,12366
2019-03-07,12138
2019-03-08,12138
2019-03-09,12139
2019-03-10,12234
2019-03-11,12223
2019-03-12,12236
2019-03-13,12236
2019-03-14,12258
2019-03-15,12238
2019-03-16,12230
2019-03-17,12237
2019-03-18,12237
2019-03-19,12256
2019-03-20,12228
2019-03-21,12298
2019-03-22,12316
2019-03-23,12265
2019-03-24,12270
2019-03-25,12279
2019-03-26,12229
2019-03-27,12229
2019-03-28,12232
2019-03-29,12161
2019-03-30,12161
