date_obj,Blue%20skirt%20(g) price
2016-01-21,42445
2016-01-22,41635
2016-01-23,41062
2016-01-24,40465
2016-01-25,40012
2016-01-26,40189
2016-01-27,39797
2016-01-28,39797
2016-01-29,38340
2016-01-30,38340
2016-01-31,36842
2016-02-01,35624
2016-02-02,35262
2016-02-03,34521
2016-02-04,34251
2016-02-05,33743
2016-02-06,33061
2016-02-07,32675
2016-02-08,31618
2016-02-09,31327
2016-02-10,30716
2016-02-11,30383
2016-02-12,29785
2016-02-13,29562
2016-02-14,29562
2016-02-15,29395
2016-02-16,29388
2016-02-17,29211
2016-02-18,29323
2016-02-19,29471
2016-02-20,29519
2016-02-21,29313
2016-02-22,29313
2016-02-23,29919
2016-02-24,30271
2016-02-25,30189
2016-02-26,30189
2016-02-27,30649
2016-02-28,31897
2016-02-29,32993
2016-03-01,34178
2016-03-02,35670
2016-03-03,36845
2016-03-04,38051
2016-03-05,39475
2016-03-06,40701
2016-03-07,40953
2016-03-08,40848
2016-03-09,40773
2016-03-10,40658
2016-03-11,40332
2016-03-12,40219
2016-03-13,39988
2016-03-14,39532
2016-03-15,39781
2016-03-16,39837
2016-03-17,39961
2016-03-18,40193
2016-03-19,40392
2016-03-20,39956
2016-03-21,39839
2016-03-22,39031
2016-03-23,38837
2016-03-24,39111
2016-03-25,38706
2016-03-26,38996
2016-03-27,38213
2016-03-28,38036
2016-03-29,38869
2016-03-30,38869
2016-03-31,38721
2016-04-01,38818
2016-04-02,39771
2016-04-03,40272
2016-04-04,41531
2016-04-05,41460
2016-04-06,41602
2016-04-07,43075
2016-04-08,43876
2016-04-09,43930
2016-04-10,43605
2016-04-11,43605
2016-04-12,43384
2016-04-13,43694
2016-04-14,43139
2016-04-15,43171
2016-04-16,42849
2016-04-17,42342
2016-04-18,42422
2016-04-19,42153
2016-04-20,42366
2016-04-21,42282
2016-04-22,42282
2016-04-23,42224
2016-04-24,42050
2016-04-25,42045
2016-04-26,42234
2016-04-27,41765
2016-04-28,41820
2016-04-29,41820
2016-04-30,41879
2016-05-01,41781
2016-05-02,41526
2016-05-03,41648
2016-05-04,41648
2016-05-05,41804
2016-05-06,41804
2016-05-07,42575
2016-05-08,43661
2016-05-09,44678
2016-05-10,44767
2016-05-11,44767
2016-05-12,44804
2016-05-13,44914
2016-05-14,44816
2016-05-15,44385
2016-05-16,44109
2016-05-17,44040
2016-05-18,43881
2016-05-19,44369
2016-05-22,43718
2016-05-23,43897
2016-05-24,43795
2016-05-25,43618
2016-05-26,43386
2016-05-27,43191
2016-05-28,43191
2016-05-29,43338
2016-05-30,43338
2016-05-31,43817
2016-06-01,44356
2016-06-02,44479
2016-06-03,44630
2016-06-04,44423
2016-06-05,44423
2016-06-06,44550
2016-06-07,44550
2016-06-08,44248
2016-06-09,44368
2016-06-10,44110
2016-06-11,44185
2016-06-12,44264
2016-06-13,43837
2016-06-14,43891
2016-06-15,44013
2016-06-16,44131
2016-06-17,43898
2016-06-18,43898
2016-06-19,43269
2016-06-20,42869
2016-06-21,42809
2016-06-22,42773
2016-06-23,42525
2016-06-24,42358
2016-06-25,41171
2016-06-26,40748
2016-06-27,40787
2016-06-28,40321
2016-06-29,39969
2016-06-30,39902
2016-07-01,39995
2016-07-02,39995
2016-07-03,40161
2016-07-04,39946
2016-07-05,38813
2016-07-06,38211
2016-07-07,37432
2016-07-08,36948
2016-07-09,36894
2016-07-10,36638
2016-07-11,36195
2016-07-12,35809
2016-07-13,35141
2016-07-14,34706
2016-07-15,34093
2016-07-16,33579
2016-07-17,32631
2016-07-18,32322
2016-07-23,32143
2016-07-24,32693
2016-07-25,32547
2016-07-26,32448
2016-07-27,33095
2016-07-28,33037
2016-07-29,33158
2016-07-30,33167
2016-07-31,33167
2016-08-01,32963
2016-08-02,32887
2016-08-03,32669
2016-08-04,32729
2016-08-05,32292
2016-08-06,32541
2016-08-07,32809
2016-08-08,32809
2016-08-09,32919
2016-08-10,32507
2016-08-11,32507
2016-08-12,32228
2016-08-13,33116
2016-08-14,33388
2016-08-15,33557
2016-08-16,33741
2016-08-17,33103
2016-08-18,33109
2016-08-19,33191
2016-08-20,32941
2016-08-21,32556
2016-08-22,32290
2016-08-23,32290
2016-08-24,32201
2016-08-25,32341
2016-08-26,32341
2016-08-28,32947
2016-08-31,35813
2016-09-01,36333
2016-09-02,36333
2016-09-03,36214
2016-09-04,35782
2016-09-05,36416
2016-09-06,37358
2016-09-07,36892
2016-09-08,36353
2016-09-09,34841
2016-09-10,34250
2016-09-11,34250
2016-09-12,34495
2016-09-13,34334
2016-09-14,34320
2016-09-15,34397
2016-09-16,34397
2016-09-17,34626
2016-09-18,34250
2016-09-19,34702
2016-09-20,35357
2016-09-21,36051
2016-09-22,36876
2016-09-23,37143
2016-09-24,37143
2016-09-25,37577
2016-09-26,38340
2016-09-27,39475
2016-09-28,41078
2016-09-29,42010
2016-09-30,42576
2016-10-01,44512
2016-10-02,44512
2016-10-03,45918
2016-10-04,47541
2016-10-05,49607
2016-10-06,51508
2016-10-07,51508
2016-10-08,52073
2016-10-09,52698
2016-10-10,54389
2016-10-11,56779
2016-10-12,56779
2016-10-13,58864
2016-10-14,59591
2016-10-15,58044
2016-10-16,56818
2016-10-17,56563
2016-10-18,56563
2016-10-19,54980
2016-10-20,53126
2016-10-21,53085
2016-10-22,53085
2016-10-23,52388
2016-10-24,52036
2016-10-25,52036
2016-10-26,51691
2016-10-27,51691
2016-10-28,51196
2016-10-29,49537
2016-10-30,49289
2016-10-31,48160
2016-11-01,48160
2016-11-02,47382
2016-11-03,47382
2016-11-04,46831
2016-11-05,46831
2016-11-06,46443
2016-11-07,46232
2016-11-08,45781
2016-11-09,46344
2016-11-10,45676
2016-11-11,45676
2016-11-12,45441
2016-11-13,45441
2016-11-14,45258
2016-11-15,44860
2016-12-07,36015
2016-12-08,36521
2016-12-09,36890
2016-12-10,36890
2016-12-11,37680
2016-12-12,38167
2016-12-13,38579
2016-12-14,40142
2016-12-15,40142
2016-12-16,40462
2016-12-17,40192
2016-12-18,40192
2016-12-19,40378
2016-12-20,40137
2016-12-21,40136
2016-12-22,40136
2016-12-23,41334
2016-12-24,42067
2016-12-25,42580
2016-12-26,42594
2016-12-27,42612
2016-12-28,42409
2016-12-29,42689
2016-12-30,42709
2016-12-31,42985
2017-01-01,43009
2017-01-02,42677
2017-01-03,42677
2017-01-04,41995
2017-01-05,41995
2017-01-06,41604
2017-01-07,41571
2017-01-08,42852
2017-01-09,43523
2017-01-10,43321
2017-01-11,42557
2017-01-12,41436
2017-01-13,41436
2017-01-14,41023
2017-01-15,40409
2017-01-16,40306
2017-01-17,41200
2017-01-18,42191
2017-01-19,43109
2017-01-20,44255
2017-01-21,45133
2017-01-22,45825
2017-01-23,46340
2017-01-27,48812
2017-01-28,47983
2017-01-29,48088
2017-01-30,48088
2017-01-31,47774
2017-02-01,48033
2017-02-02,47821
2017-02-03,47498
2017-02-04,46535
2017-02-05,46045
2017-02-06,45825
2017-02-07,45790
2017-02-08,46193
2017-02-09,46193
2017-02-10,46509
2017-02-11,46850
2017-02-12,46850
2017-02-13,46022
2017-02-14,44818
2017-02-15,43630
2017-02-16,42958
2017-02-18,42753
2017-02-19,41743
2017-02-20,41373
2017-02-21,41040
2017-02-22,40671
2017-02-23,40811
2017-02-24,40811
2017-02-25,40947
2017-02-26,40947
2017-02-27,40121
2017-02-28,40300
2017-03-01,39806
2017-03-02,39498
2017-03-03,38957
2017-03-04,38626
2017-03-05,38359
2017-03-06,37889
2017-03-07,37695
2017-03-08,37805
2017-03-09,37418
2017-03-10,37320
2017-03-11,37163
2017-03-12,36945
2017-03-13,36932
2017-03-14,37284
2017-03-15,37133
2017-03-16,37715
2017-03-17,37329
2017-03-18,37592
2017-03-19,37749
2017-03-20,37306
2017-03-21,37063
2017-03-22,37162
2017-03-23,37475
2017-03-24,37377
2017-03-25,37377
2017-03-26,37124
2017-03-27,37526
2017-03-28,37575
2017-03-29,37804
2017-03-30,37883
2017-03-31,37905
2017-04-01,37964
2017-04-02,38099
2017-04-03,37968
2017-04-04,37760
2017-04-12,37696
2017-04-13,37983
2017-04-14,38438
2017-04-15,37955
2017-04-16,37907
2017-04-17,38495
2017-04-18,38735
2017-04-19,38704
2017-04-20,38040
2017-04-21,37339
2017-04-22,37320
2017-04-23,36870
2017-04-24,36827
2017-04-25,36487
2017-04-26,36487
2017-04-27,36324
2017-04-28,36443
2017-04-29,37172
2017-04-30,36895
2017-05-01,36895
2017-05-02,36512
2017-05-03,36568
2017-05-04,36630
2017-05-05,35278
2017-05-06,35307
2017-05-07,34748
2017-05-08,34758
2017-05-09,34355
2017-05-10,33969
2017-05-11,33969
2017-05-12,33960
2017-05-13,33867
2017-05-14,33231
2017-05-15,32853
2017-05-16,33149
2017-05-17,33149
2017-05-18,33611
2017-05-19,33611
2017-05-20,33531
2017-05-21,33531
2017-05-22,33131
2017-05-23,33308
2017-05-24,33853
2017-05-25,33844
2017-05-26,33976
2017-05-27,34112
2017-05-28,34138
2017-05-29,34473
2017-05-30,33896
2017-05-31,33725
2017-06-01,34253
2017-06-02,34412
2017-06-03,34412
2017-06-04,33935
2017-06-05,34110
2017-06-06,33932
2017-06-07,34068
2017-06-08,34068
2017-06-09,33671
2017-06-10,33282
2017-06-11,33385
2017-06-12,33822
2017-06-13,33650
2017-06-14,33864
2017-06-15,33759
2017-06-16,33978
2017-06-17,34137
2017-06-18,33883
2017-06-19,33883
2017-06-20,33673
2017-06-21,33737
2017-06-22,33737
2017-06-23,33676
2017-06-24,33996
2017-06-25,33613
2017-06-26,33575
2017-06-27,33724
2017-06-28,33918
2017-06-29,33637
2017-06-30,33327
2017-07-01,33327
2017-07-02,33751
2017-07-03,34066
2017-07-04,34038
2017-07-05,34038
2017-07-06,34400
2017-07-07,34400
2017-07-08,34586
2017-07-13,34857
2017-07-14,35164
2017-07-15,35164
2017-07-16,35338
2017-07-17,35507
2017-07-18,35620
2017-07-19,35896
2017-07-20,35863
2017-07-21,35652
2017-07-22,35585
2017-07-23,36184
2017-07-24,36696
2017-07-25,36341
2017-07-26,36460
2017-07-27,35998
2017-07-28,36292
2017-07-29,36292
2017-07-30,36537
2017-07-31,36537
2017-08-01,36310
2017-08-02,36049
2017-08-03,35961
2017-08-04,35961
2017-08-05,35341
2017-08-06,34360
2017-08-09,32342
2017-08-10,32357
2017-08-11,32708
2017-08-12,32309
2017-08-13,32573
2017-08-14,32558
2017-08-15,32906
2017-08-16,32922
2017-08-17,32987
2017-08-18,32987
2017-08-19,32983
2017-08-20,32874
2017-08-21,33212
2017-08-22,33548
2017-08-23,33394
2017-08-24,33126
2017-08-25,32817
2017-08-26,32916
2017-08-27,33030
2017-08-28,32913
2017-08-29,32913
2017-08-30,32836
2017-08-31,32836
2017-09-01,32975
2017-09-02,32890
2017-09-03,32890
2017-09-04,32958
2017-09-05,32375
2017-09-06,32422
2017-09-07,32901
2017-09-08,32901
2017-09-09,32981
2017-09-10,33079
2017-09-11,33712
2017-09-12,33712
2017-09-13,33342
2017-09-14,33739
2017-09-15,33739
2017-09-16,34321
2017-09-17,34279
2017-09-18,35191
2017-09-19,34234
2017-09-20,35157
2017-09-22,37067
2017-09-23,37067
2017-09-24,36470
2017-09-25,35607
2017-09-26,36088
2017-09-27,36745
2017-09-28,36643
2017-09-29,37473
2017-09-30,37695
2017-10-01,37911
2017-10-02,38765
2017-10-03,38765
2017-10-04,38754
2017-10-05,37873
2017-10-06,37509
2017-10-07,38599
2017-10-08,37958
2017-10-09,37521
2017-10-10,38002
2017-10-11,38002
2017-10-12,38117
2017-10-13,38187
2017-10-14,38579
2017-10-15,38579
2017-10-16,38069
2017-10-17,38069
2017-10-18,37495
2017-10-19,38277
2017-10-20,38277
2017-10-21,38335
2017-10-22,38239
2017-10-23,38325
2017-10-24,37614
2017-10-25,37083
2017-10-26,37083
2017-10-27,36937
2017-10-28,36937
2017-10-29,36854
2017-10-30,36649
2017-10-31,35791
2017-11-01,35791
2017-11-02,35422
2017-11-03,34298
2017-11-04,33225
2017-11-05,33111
2017-11-06,33065
2017-11-07,33065
2017-11-08,32994
2017-11-09,32982
2017-11-10,32982
2017-11-11,33304
2017-11-12,33269
2017-11-13,33313
2017-11-14,33313
2017-11-15,34644
2017-11-16,35964
2017-11-17,37653
2017-11-18,37653
2017-11-19,36459
2017-11-20,36496
2017-11-21,36836
2017-11-22,37625
2017-11-23,37595
2017-11-24,37595
2017-11-25,38360
2017-11-26,39319
2017-11-27,39319
2017-11-28,39456
2017-11-29,38094
2017-11-30,38094
2017-12-01,38429
2017-12-02,38429
2017-12-03,38551
2017-12-04,38551
2017-12-05,39379
2017-12-06,39236
2017-12-07,38646
2017-12-08,38646
2017-12-09,38198
2017-12-10,38003
2017-12-11,38206
2017-12-12,38567
2017-12-13,39562
2017-12-14,39552
2017-12-15,39953
2017-12-16,39953
2017-12-17,39716
2017-12-18,40258
2017-12-19,40258
2017-12-20,40722
2017-12-21,41402
2017-12-22,41676
2017-12-23,40835
2017-12-24,40794
2017-12-25,41313
2017-12-26,41410
2017-12-27,40881
2017-12-28,40881
2017-12-29,40677
2017-12-30,40353
2017-12-31,40353
2018-01-01,40225
2018-01-02,39493
2018-01-03,39619
2018-01-04,39583
2018-01-05,39388
2018-01-06,38195
2018-01-07,38195
2018-01-08,37924
2018-01-09,37214
2018-01-10,37247
2018-01-11,36970
2018-01-12,36583
2018-01-13,36658
2018-01-14,36883
2018-01-15,36522
2018-01-16,38052
2018-01-17,38195
2018-01-18,38920
2018-01-19,38920
2018-01-20,39258
2018-01-21,39394
2018-01-22,40137
2018-01-23,40666
2018-01-24,41229
2018-01-25,41051
2018-01-26,41311
2018-01-27,41626
2018-01-28,40684
2018-01-29,40513
2018-01-30,39936
2018-01-31,40307
2018-02-01,40388
2018-02-02,40396
2018-02-03,40191
2018-02-04,40015
2018-02-05,40333
2018-02-06,40250
2018-02-07,40074
2018-02-08,40074
2018-02-09,39688
2018-02-10,39688
2018-02-11,39386
2018-02-12,39501
2018-02-13,39536
2018-02-14,39045
2018-02-15,39059
2018-02-16,38686
2018-02-17,38699
2018-02-18,38838
2018-02-19,38583
2018-02-20,38203
2018-02-21,38183
2018-02-22,37678
2018-02-23,37358
2018-02-24,37358
2018-02-25,36861
2018-02-26,36965
2018-02-27,36349
2018-02-28,36349
2018-03-01,36402
2018-03-02,36622
2018-03-03,36376
2018-03-04,36376
2018-03-05,35978
2018-03-06,35708
2018-03-07,34996
2018-03-08,34802
2018-03-09,34693
2018-03-10,34788
2018-03-11,34756
2018-03-12,35082
2018-03-13,34459
2018-03-14,33788
2018-03-15,33788
2018-03-16,33541
2018-03-17,33064
2018-03-18,32664
2018-03-20,32329
2018-03-21,32068
2018-03-22,32068
2018-03-23,31993
2018-03-24,31765
2018-03-25,31335
2018-03-26,31335
2018-03-27,31066
2018-03-28,31066
2018-03-29,30782
2018-03-30,29758
2018-03-31,29738
2018-04-01,29744
2018-04-02,30099
2018-04-03,30271
2018-04-04,31020
2018-04-05,31020
2018-04-06,30887
2018-04-07,30887
2018-04-08,31937
2018-04-09,33219
2018-04-10,32964
2018-04-11,33584
2018-04-12,34780
2018-04-13,34780
2018-04-14,36519
2018-04-15,37751
2018-04-16,37751
2018-04-17,38931
2018-04-18,38931
2018-04-19,40615
2018-04-20,42582
2018-04-21,44592
2018-04-22,46705
2018-04-23,48790
2018-04-24,48790
2018-04-25,51225
2018-04-26,51225
2018-04-27,52924
2018-04-28,53454
2018-04-29,53751
2018-04-30,52593
2018-05-01,52053
2018-05-02,52053
2018-05-03,51606
2018-05-04,51606
2018-05-05,50690
2018-05-06,50690
2018-05-07,48851
2018-05-08,48851
2018-05-09,48412
2018-05-10,49125
2018-05-11,49096
2018-05-12,47824
2018-05-13,47824
2018-05-14,45677
2018-05-15,44086
2018-05-16,43315
2018-05-17,43315
2018-05-18,44113
2018-05-19,44723
2018-05-20,44789
2018-05-21,45013
2018-05-22,45013
2018-05-23,44338
2018-05-24,43309
2018-05-25,43309
2018-05-26,43623
2018-05-27,43623
2018-05-28,43218
2018-05-29,42748
2018-05-30,42253
2018-05-31,41749
2018-06-01,41512
2018-06-02,40708
2018-06-03,40708
2018-06-04,40606
2018-06-05,40533
2018-06-06,40420
2018-06-07,40420
2018-06-08,40115
2018-06-09,40115
2018-06-10,40258
2018-06-11,40258
2018-06-12,39812
2018-06-13,39730
2018-06-14,39664
2018-06-15,39664
2018-06-16,39576
2018-06-17,39128
2018-06-18,38460
2018-06-19,38717
2018-06-20,38717
2018-06-21,38142
2018-06-22,37624
2018-06-23,37624
2018-06-24,37025
2018-06-25,36272
2018-06-26,36758
2018-06-27,36405
2018-06-28,36441
2018-06-29,36547
2018-06-30,36729
2018-07-01,36568
2018-07-02,36568
2018-07-03,36655
2018-07-04,36814
2018-07-05,36814
2018-07-06,36860
2018-07-07,37428
2018-07-08,36593
2018-07-09,36075
2018-07-10,35990
2018-07-11,35925
2018-07-12,35595
2018-07-13,35612
2018-07-14,35153
2018-07-15,35153
2018-07-16,34969
2018-07-17,34198
2018-07-18,34394
2018-07-19,34670
2018-07-20,35429
2018-07-21,35978
2018-07-22,36978
2018-07-23,37328
2018-07-24,37190
2018-07-25,36838
2018-07-26,36817
2018-07-27,37258
2018-07-28,37258
2018-07-29,37084
2018-07-30,37072
2018-07-31,36966
2018-08-01,36966
2018-08-02,36397
2018-08-03,36326
2018-08-04,35995
2018-08-05,36426
2018-08-06,36793
2018-08-07,36963
2018-08-08,36923
2018-08-09,36923
2018-08-10,37104
2018-08-11,37362
2018-08-12,36919
2018-08-14,37531
2018-08-16,37182
2018-08-17,37586
2018-08-18,38497
2018-08-19,40130
2018-08-20,40503
2018-08-21,40503
2018-08-22,40318
2018-08-23,40272
2018-08-24,39932
2018-08-25,41027
2018-08-26,41048
2018-08-27,40660
2018-08-28,39692
2018-08-29,38792
2018-08-30,36955
2018-08-31,35935
2018-09-01,35880
2018-09-02,35357
2018-09-03,35374
2018-09-04,35901
2018-09-05,36759
2018-09-06,36759
2018-09-07,37234
2018-09-08,37005
2018-09-09,37694
2018-09-10,38148
2018-09-11,38148
2018-09-12,38691
2018-09-13,38547
2018-09-14,38259
2018-09-15,38904
2018-09-16,39914
2018-09-17,41515
2018-09-18,43176
2018-09-19,44890
2018-09-20,46168
2018-09-21,48017
2018-09-22,50106
2018-09-23,52346
2018-09-24,54964
2018-09-25,57589
2018-09-26,60469
2018-09-27,63384
2018-09-28,66504
2018-09-29,69504
2018-09-30,69930
2018-10-01,73275
2018-10-02,76705
2018-10-03,80117
2018-10-04,80117
2018-10-05,82476
2018-10-06,84515
2018-10-07,88049
2018-10-08,91792
2018-10-09,94871
2018-10-10,94517
2018-10-11,94246
2018-10-12,94246
2018-10-13,93318
2018-10-14,91965
2018-10-15,92302
2018-10-16,91944
2018-10-17,92727
2018-10-18,93685
2018-10-19,94175
2018-10-20,94175
2018-10-21,89466
2018-10-22,86440
2018-10-23,83451
2018-10-24,81517
2018-10-25,78972
2018-10-26,75715
2018-10-27,71929
2018-10-28,68869
2018-10-29,68869
2018-10-30,66550
2018-10-31,66424
2018-11-01,67212
2018-11-03,71342
2018-11-04,73192
2018-11-05,76758
2018-11-06,80395
2018-11-07,84415
2018-11-08,88108
2018-11-09,92508
2018-11-10,96703
2018-11-11,101476
2018-11-12,106550
2018-11-13,108087
2018-11-15,103064
2018-11-16,103423
2018-11-17,103950
2018-11-18,105274
2018-11-19,108969
2018-11-20,108006
2018-11-21,104126
2018-11-22,103114
2018-11-23,99799
2018-11-24,96520
2018-11-25,93026
2018-11-26,89718
2018-11-27,86855
2018-11-28,83700
2018-11-29,79805
2018-12-01,73326
2018-12-02,70755
2018-12-03,68629
2018-12-04,66355
2018-12-05,63680
2018-12-07,59467
2018-12-09,55901
2018-12-10,55372
2018-12-11,55091
2018-12-12,54085
2018-12-13,52831
2018-12-14,51913
2018-12-15,51187
2018-12-16,50621
2018-12-17,50728
2018-12-18,50018
2018-12-19,50218
2018-12-20,51646
2018-12-21,52778
2018-12-22,53596
2018-12-23,54390
2018-12-24,55645
2018-12-25,55910
2018-12-26,56502
2018-12-27,56757
2018-12-28,57624
2018-12-29,58126
2018-12-30,55637
2018-12-31,55350
2019-01-01,55538
2019-01-02,55163
2019-01-03,55178
2019-01-04,54663
2019-01-05,54137
2019-01-06,53585
2019-01-08,53845
2019-01-10,53089
2019-01-11,52703
2019-01-12,51699
2019-01-13,50890
2019-01-14,50401
2019-01-15,49722
2019-01-16,48946
2019-01-17,48680
2019-01-18,49575
2019-01-19,49677
2019-01-20,49808
2019-01-21,49329
2019-01-22,49058
2019-01-23,48268
2019-01-24,47390
2019-01-25,46656
2019-01-26,46211
2019-01-27,45879
2019-01-28,45499
2019-01-29,45622
2019-01-30,45608
2019-01-31,45099
2019-02-01,44497
2019-02-02,43719
2019-02-03,43509
2019-02-04,43947
2019-02-05,43837
2019-02-06,43259
2019-02-07,43225
2019-02-08,42476
2019-02-09,42956
2019-02-10,44626
2019-02-11,46107
2019-02-12,48057
2019-02-13,49354
2019-02-14,49354
2019-02-15,50473
2019-02-16,49380
2019-02-17,49400
2019-02-18,48894
2019-02-19,47831
2019-02-20,47644
2019-02-21,47359
2019-02-22,46975
2019-02-23,46674
2019-02-24,45560
2019-02-25,44263
2019-02-26,43080
2019-02-27,42964
2019-02-28,42774
2019-03-01,41364
2019-03-02,40570
2019-03-03,40425
2019-03-04,41125
2019-03-05,41479
2019-03-06,41068
2019-03-07,40749
2019-03-08,40749
2019-03-09,40645
2019-03-10,40144
2019-03-11,40387
2019-03-12,40517
2019-03-13,40517
2019-03-14,39335
2019-03-15,38750
2019-03-16,39853
2019-03-17,39921
2019-03-18,39921
2019-03-19,40595
2019-03-20,40819
2019-03-21,40328
2019-03-22,40237
2019-03-23,39941
2019-03-24,39935
2019-03-25,39540
