date_obj,Guthix%20kiteshield price
2019-03-27,37833
2019-03-28,38247
2019-03-29,37300
2019-03-30,37300
2019-03-31,37047
2019-04-01,38061
2019-04-02,38812
2019-04-03,39169
2019-04-04,39362
2019-04-05,39331
2019-04-06,39507
2019-04-07,39403
2019-04-08,39764
2019-04-09,39360
2019-04-10,40442
2019-04-11,40425
2019-04-12,40395
2019-04-13,39252
2019-04-14,38227
2019-04-15,37594
2019-04-16,36989
2019-04-17,36554
2019-04-18,37294
2019-04-19,37564
2019-04-20,37965
2019-04-21,37582
2019-04-22,38089
2019-04-23,36889
2019-04-24,36865
2019-04-25,35709
2019-04-26,35054
2019-04-27,34359
2019-04-28,34992
2019-04-29,35570
2019-04-30,35937
2019-05-01,35793
2019-05-02,35957
2019-05-03,36338
2019-05-04,36057
2019-05-05,36600
2019-05-06,36637
2019-05-07,36278
2019-05-08,36827
2019-05-09,37369
2019-05-10,37754
2019-05-11,37140
2019-05-12,36263
2019-05-13,36321
2019-05-14,36260
2019-05-15,36008
2019-05-16,35647
2019-05-17,36422
2019-05-18,36564
2019-05-19,36681
2019-05-20,37231
2019-05-21,37521
2019-05-22,37384
2019-05-23,37592
2019-05-24,37441
2019-05-25,37154
2019-05-26,36483
2019-05-27,36946
2019-05-28,36814
2019-05-29,37176
2019-05-30,37560
2019-05-31,38186
2019-06-01,38027
2019-06-02,38021
2019-06-03,37365
2019-06-04,37302
2019-06-05,37245
2019-06-06,37671
2019-06-07,38074
2019-06-08,37537
2019-06-09,37115
2019-06-10,37115
2019-06-11,36576
2019-06-12,37205
2019-06-13,37982
2019-06-14,38197
2019-06-15,38661
2019-06-16,38771
2019-06-17,39460
2019-06-18,39121
2019-06-19,38412
2019-06-20,38067
2019-06-21,38303
2019-06-22,37631
2019-06-23,36957
2019-06-24,36477
2019-06-25,36158
2019-06-26,36184
2019-06-27,36764
2019-06-28,36764
2019-06-29,37014
2019-06-30,37097
2019-07-01,36955
2019-07-02,36873
2019-07-03,36541
2019-07-04,35998
2019-07-05,35827
2019-07-06,35016
2019-07-07,35239
2019-07-08,35549
2019-07-09,35032
2019-07-10,35102
2019-07-11,34377
2019-07-12,34047
2019-07-13,34047
2019-07-14,33255
2019-07-15,32397
2019-07-16,32746
2019-07-17,33344
2019-07-18,33338
2019-07-19,33926
2019-07-20,35051
2019-07-21,35848
2019-07-22,36383
2019-07-23,36786
2019-07-24,36761
2019-07-25,36620
2019-07-26,35496
2019-07-27,35310
2019-07-28,35210
2019-07-29,35343
2019-07-30,35034
2019-07-31,35323
2019-08-01,35560
2019-08-02,35278
2019-08-03,35264
2019-08-04,35455
2019-08-05,35184
2019-08-06,36055
2019-08-07,36982
2019-08-08,36982
2019-08-09,38161
2019-08-10,37971
2019-08-11,37198
2019-08-12,36159
2019-08-13,36277
2019-08-14,35698
2019-08-15,36034
2019-08-16,36489
2019-08-17,36489
2019-08-18,36917
2019-08-19,37389
2019-08-20,37844
2019-08-21,37936
2019-08-22,37721
2019-08-23,36594
2019-08-24,36888
2019-08-24,36888
2019-08-25,36708
2019-08-25,36708
2019-08-26,36779
2019-08-26,36779
2019-08-27,36938
2019-08-27,36938
2019-08-28,37393
2019-08-29,37829
2019-08-30,36953
2019-08-31,36953
2019-09-01,37392
2019-09-02,37392
2019-09-03,37827
2019-09-04,38248
2019-09-05,38248
2019-09-06,37835
2019-09-07,38012
2019-09-08,38653
2019-09-09,38653
2019-09-10,38568
2019-09-11,38640
2019-09-12,39249
2019-09-13,39542
2019-09-14,39628
2019-09-15,38958
2019-09-16,38266
2019-09-17,38709
2019-09-18,38621
2019-09-19,39109
2019-09-20,39109
2019-09-21,38757
2019-09-22,38710
2019-09-23,38697
2019-09-24,38697
2019-09-25,38292
2019-09-26,38243
2019-09-27,38243
2019-09-28,37837
2019-09-29,37837
2019-09-30,37597
2019-10-01,37823
2019-10-02,37756
2019-10-03,38357
2019-10-04,37450
2019-10-05,36890
2019-10-06,37056
2019-10-07,36358
2019-10-08,36242
2019-10-09,36242
2019-10-10,36399
2019-10-11,36537
2019-10-12,36890
2019-10-13,37040
2019-10-14,36895
2019-10-15,36576
2019-10-16,36865
2019-10-17,37154
2019-10-18,36012
2019-10-19,36021
2019-10-20,35927
2019-10-21,35755
2019-10-22,35047
2019-10-23,34568
2019-10-24,34679
2019-10-25,34628
2019-10-26,35104
2019-10-27,35108
2019-10-28,35090
2019-10-29,35090
2019-10-30,35272
2019-10-31,35426
2019-11-01,35004
2019-11-02,34676
2019-11-03,34609
2019-11-04,34436
2019-11-05,34436
2019-11-06,34398
2019-11-07,34107
2019-11-08,33991
2019-11-09,33219
2019-11-10,33196
2019-11-11,33087
2019-11-12,32743
2019-11-13,33256
2019-11-14,33872
2019-11-15,34364
2019-11-16,34767
2019-11-17,34767
2019-11-18,35036
2019-11-19,35013
2019-11-20,35242
2019-11-21,35242
2019-11-22,35829
2019-11-23,36094
2019-11-24,36088
2019-11-25,36568
2019-11-26,36872
2019-11-27,36872
2019-11-28,36863
2019-11-29,36863
2019-11-30,36500
2019-12-01,36501
2019-12-02,36508
2019-12-03,36429
2019-12-04,36288
2019-12-05,36288
2019-12-06,36134
2019-12-07,36179
2019-12-08,36179
2019-12-09,36249
2019-12-10,36199
2019-12-11,36299
2019-12-12,36299
2019-12-13,36094
2019-12-14,36028
2019-12-15,35792
2019-12-16,35582
2019-12-17,35698
2019-12-18,35698
2019-12-19,35967
2019-12-20,36390
2019-12-21,36769
2019-12-22,36776
2019-12-23,37001
2019-12-24,37466
2019-12-25,37401
2019-12-26,37240
2019-12-27,36578
2019-12-28,36670
2019-12-29,36670
2019-12-30,36720
2019-12-31,36703
2020-01-01,35528
2020-01-02,34870
2020-01-03,34376
2020-01-04,34976
2020-01-05,35296
2020-01-06,35049
2020-01-07,35591
2020-01-08,35591
2020-01-09,35633
2020-01-10,35404
2020-01-11,35771
2020-01-12,35153
2020-01-13,35153
2020-01-14,34891
2020-01-15,34501
2020-01-16,34597
2020-01-17,34929
2020-01-18,34971
2020-01-19,35362
2020-01-20,35529
2020-01-21,35529
2020-01-22,35887
2020-01-23,36230
2020-01-24,36314
2020-01-25,36194
2020-01-26,36312
2020-01-27,35965
2020-01-28,35715
2020-01-29,35819
2020-01-30,35221
2020-01-31,35693
2020-02-01,35469
2020-02-02,35431
2020-02-03,35175
2020-02-04,35059
2020-02-05,35101
2020-02-06,34423
2020-02-07,33796
2020-02-08,33387
2020-02-09,33766
2020-02-10,33890
2020-02-11,33760
2020-02-12,34174
2020-02-13,34174
2020-02-14,33950
2020-02-15,32665
2020-02-16,32465
2020-02-17,32905
2020-02-18,33570
2020-02-19,33882
2020-02-20,34157
2020-02-21,34157
2020-02-22,34131
2020-02-23,34209
2020-02-24,34504
2020-02-25,34564
2020-02-26,34200
2020-02-27,34175
2020-02-28,33902
2020-02-29,33902
2020-03-01,33389
2020-03-02,34004
2020-03-03,34322
2020-03-04,34322
2020-03-05,34448
2020-03-06,35128
2020-03-07,35670
2020-03-08,36146
2020-03-09,36459
2020-03-10,35710
2020-03-11,35922
2020-03-12,36345
2020-03-13,36438
2020-03-14,36558
2020-03-15,36598
2020-03-16,36651
2020-03-17,35551
2020-03-18,34568
2020-03-19,34472
2020-03-20,34808
2020-03-21,34687
2020-03-22,35461
2020-03-23,35248
2020-03-24,35790
2020-03-25,36240
2020-03-26,36696
2020-03-27,36077
2020-03-28,35575
2020-03-29,35173
2020-03-30,35727
2020-03-31,36244
2020-04-01,36237
2020-04-02,36002
2020-04-03,36002
2020-04-04,35225
2020-04-05,34694
2020-04-06,34699
2020-04-07,34131
2020-04-08,33635
2020-04-09,34093
2020-04-10,34386
2020-04-11,34010
2020-04-12,33967
2020-04-13,34218
2020-04-14,34569
2020-04-15,34405
2020-04-16,34051
2020-04-17,34734
2020-04-18,34077
2020-04-19,34060
2020-04-20,34187
2020-04-21,33770
2020-04-22,33655
2020-04-23,34059
2020-04-24,34828
2020-04-25,35191
2020-04-26,35616
2020-04-27,36153
2020-04-28,36372
2020-04-29,35895
2020-04-30,35251
2020-05-01,34611
2020-05-02,34812
2020-05-03,34663
2020-05-04,34483
2020-05-05,34989
2020-05-06,35120
2020-05-07,35438
2020-05-08,35126
2020-05-09,34752
2020-05-10,34561
2020-05-11,33543
2020-05-12,32850
2020-05-13,32872
