date_obj,Zamorakian%20spear price
2018-11-27,11842166
2018-11-28,11830425
2018-11-29,11942668
2018-12-01,13054199
2018-12-02,13706909
2018-12-03,14065188
2018-12-04,14590774
2018-12-05,15154307
2018-12-07,16707625
2018-12-09,18069808
2018-12-10,17311649
2018-12-11,16652195
2018-12-13,15259073
2018-12-14,15939611
2018-12-15,15680052
2018-12-16,15699320
2018-12-17,15415675
2018-12-18,15652033
2018-12-19,15981668
2018-12-20,16488105
2018-12-21,17312511
2018-12-22,17681113
2018-12-23,17860479
2018-12-24,17652717
2018-12-25,17089098
2018-12-26,16747447
2018-12-27,16384321
2018-12-28,16489116
2018-12-29,16605129
2018-12-30,17009701
2018-12-31,17118906
2019-01-01,17683200
2019-01-02,18361870
2019-01-03,18832121
2019-01-04,19572992
2019-01-05,19629801
2019-01-06,18913786
2019-01-08,17118804
2019-01-10,15526001
2019-01-11,14749700
2019-01-12,14012215
2019-01-13,13311604
2019-01-14,12646023
2019-01-15,12013721
2019-01-16,11413034
2019-01-17,11149204
2019-01-18,11492373
2019-01-19,11782865
2019-01-20,12275385
2019-01-22,13177580
2019-01-23,13502241
2019-01-24,13997458
2019-01-25,13495123
2019-01-26,13207837
2019-01-27,13026026
2019-01-28,12911238
2019-01-29,12998368
2019-01-30,13393207
2019-01-31,13620204
2019-02-01,14122215
2019-02-02,14678803
2019-02-03,14785112
2019-02-04,14772274
2019-02-05,14585579
2019-02-06,14407062
2019-02-07,14344151
2019-02-08,14539818
2019-02-09,15074496
2019-02-10,14981803
2019-02-11,14797620
2019-02-12,14837926
2019-02-13,14961467
2019-02-14,15573781
2019-02-15,15325586
2019-02-16,15256815
2019-02-17,15213369
2019-02-18,15034800
2019-02-19,14766013
2019-02-20,14655254
2019-02-21,14656075
2019-02-22,14470508
2019-02-23,14782705
2019-02-24,14629160
2019-02-25,14566068
2019-02-26,14384630
2019-02-27,14513088
2019-02-28,14277347
2019-03-01,14405603
2019-03-02,14433450
2019-03-03,14601788
2019-03-04,14788349
2019-03-05,14752208
2019-03-06,14809415
2019-03-07,14896886
2019-03-08,15450149
2019-03-09,15320401
2019-03-10,15319822
2019-03-11,15215547
2019-03-12,14931648
2019-03-13,14765237
2019-03-14,14612911
2019-03-15,14536601
2019-03-16,14777127
2019-03-17,14581172
2019-03-18,14646288
2019-03-19,14548069
2019-03-20,14374579
2019-03-21,14327770
2019-03-22,14551364
2019-03-23,14692040
2019-03-24,14533864
2019-03-25,14417145
2019-03-26,14374602
2019-03-27,14512435
2019-03-28,14519273
2019-03-29,14583118
2019-03-30,14583177
2019-03-31,14615540
2019-04-01,14475750
2019-04-02,14539175
2019-04-03,14480178
2019-04-04,14500890
2019-04-05,14513046
2019-04-06,14697649
2019-04-07,14705155
2019-04-08,14687816
2019-04-09,14703107
2019-04-10,14685118
2019-04-11,14705025
2019-04-12,14667226
2019-04-13,14612131
2019-04-14,14839239
2019-04-15,14685885
2019-04-16,14555675
2019-04-17,14547122
2019-04-18,14428308
2019-04-19,14435429
2019-04-20,14410424
2019-04-21,14506752
2019-04-22,14404170
2019-04-23,14497333
2019-04-24,14503575
2019-04-25,14590097
2019-04-26,14637783
2019-04-27,14632555
2019-04-28,15098320
2019-04-29,15135714
2019-04-30,15013774
2019-05-01,14915429
2019-05-02,14827331
2019-05-03,14865786
2019-05-04,15064065
2019-05-05,15038810
2019-05-06,14903416
2019-05-07,14833936
2019-05-08,14743798
2019-05-09,14636113
2019-05-10,14600329
2019-05-11,14551986
2019-05-12,14538324
2019-05-13,14572264
2019-05-14,14529286
2019-05-15,14424679
2019-05-16,14340188
2019-05-17,14461837
2019-05-18,14550245
2019-05-19,14756666
2019-05-20,14855757
2019-05-21,14843499
2019-05-22,14779182
2019-05-23,14776694
2019-05-24,14666104
2019-05-25,14724067
2019-05-26,14870445
2019-05-27,14868708
2019-05-28,14772538
2019-05-29,14788781
2019-05-30,14886909
2019-05-31,14984991
2019-06-01,14953767
2019-06-02,14843125
2019-06-03,14786159
2019-06-04,14646916
2019-06-05,14498498
2019-06-06,14510942
2019-06-07,14596941
2019-06-08,14671881
2019-06-09,14712362
2019-06-10,14681470
2019-06-11,14494688
2019-06-12,14337376
2019-06-13,14234664
2019-06-14,14299102
2019-06-15,14409668
2019-06-16,14273039
2019-06-17,14127314
2019-06-18,14096824
2019-06-19,14132012
2019-06-20,13751049
2019-06-21,13649067
2019-06-22,13720658
2019-06-23,13468324
2019-06-24,13067803
2019-06-25,13151859
2019-06-26,13127579
2019-06-27,13468882
2019-06-28,13915786
2019-06-29,14285621
2019-06-30,14609515
2019-07-01,14485059
2019-07-02,14457735
2019-07-03,14518083
2019-07-04,14479744
2019-07-05,14520127
2019-07-06,14611025
2019-07-07,14569256
2019-07-08,14419622
2019-07-09,14295822
2019-07-10,14224035
2019-07-11,14105043
2019-07-12,14176284
2019-07-13,14053426
2019-07-14,14212432
2019-07-15,14061346
2019-07-16,14044909
2019-07-17,14143464
2019-07-18,14066701
2019-07-19,14014483
2019-07-20,14073172
2019-07-21,14053640
2019-07-22,13970771
2019-07-23,13889518
2019-07-24,13617241
2019-07-25,13329052
2019-07-26,13286001
2019-07-27,13039386
2019-07-28,13045844
2019-07-29,12916080
2019-07-30,12951404
2019-07-31,13151931
2019-08-01,13290285
2019-08-02,13409987
2019-08-03,13600429
2019-08-04,13771661
2019-08-05,13820217
2019-08-06,14026426
2019-08-07,13874604
2019-08-08,13752039
2019-08-09,14026151
2019-08-10,13939796
2019-08-11,13868028
2019-08-12,13840537
2019-08-13,13845014
2019-08-14,13763862
2019-08-15,13767339
2019-08-16,13844372
2019-08-17,14064398
2019-08-18,14032350
2019-08-19,13977895
2019-08-20,13841911
2019-08-21,13806248
2019-08-22,13713870
2019-08-23,13772497
2019-08-24,13912701
2019-08-24,13912701
2019-08-25,13917483
2019-08-25,13917483
2019-08-26,13880155
2019-08-26,13880155
2019-08-27,13810523
2019-08-27,13810523
2019-08-28,13783967
2019-08-29,13755641
2019-08-30,13753861
2019-08-31,13675436
2019-09-01,13753143
2019-09-02,13777585
2019-09-03,13723297
2019-09-04,13654885
2019-09-05,13556371
2019-09-06,13601508
2019-09-07,13623845
2019-09-08,13901524
2019-09-09,13781213
2019-09-10,13694484
2019-09-11,13555685
2019-09-12,13414868
2019-09-13,13397964
2019-09-14,13614760
2019-09-15,13800419
2019-09-16,13722800
2019-09-17,13632259
2019-09-18,13536849
2019-09-19,13553805
2019-09-20,13605836
2019-09-21,13733191
2019-09-22,13629320
2019-09-23,13528699
2019-09-24,13450348
2019-09-25,13393316
2019-09-26,13603928
2019-09-27,14127286
2019-09-28,14613099
2019-09-29,14856150
2019-09-30,14525918
2019-10-01,14306801
2019-10-02,14316683
2019-10-03,14235194
2019-10-04,14326410
2019-10-05,14389389
2019-10-06,14351551
2019-10-07,14495997
2019-10-08,14285236
2019-10-09,14381520
2019-10-10,14335175
2019-10-11,14844584
2019-10-12,14891616
2019-10-13,15142207
2019-10-14,15023329
2019-10-15,15242361
2019-10-16,15016707
2019-10-17,14807963
2019-10-18,14698340
2019-10-19,14809795
2019-10-20,14805764
2019-10-21,14689678
2019-10-22,14634688
2019-10-23,14683477
2019-10-24,14626888
2019-10-25,14531687
2019-10-26,14624492
2019-10-27,14531010
2019-10-28,14429154
2019-10-29,14457844
2019-10-30,14382254
2019-10-31,14262841
2019-11-01,14196509
2019-11-02,14180717
2019-11-03,14389514
2019-11-04,14302831
2019-11-05,14231813
2019-11-06,14254670
2019-11-07,14287680
2019-11-08,14128129
2019-11-09,14169218
2019-11-10,14269027
2019-11-11,14295268
2019-11-12,14184112
2019-11-13,14119930
2019-11-14,13990046
2019-11-15,13851824
2019-11-16,13836771
2019-11-17,13708191
2019-11-18,13690320
2019-11-19,13728150
2019-11-20,13663481
2019-11-21,13661811
2019-11-22,13623282
2019-11-23,13732432
2019-11-24,13862523
2019-11-25,13764903
2019-11-26,13734841
2019-11-27,13815671
2019-11-28,13810792
2019-11-29,13828361
2019-11-30,14132798
2019-12-01,14309255
2019-12-02,14545851
2019-12-03,14633884
2019-12-04,14461140
2019-12-05,14408799
2019-12-06,14335964
2019-12-07,14351437
2019-12-08,14633834
2019-12-09,14770650
2019-12-10,14493936
2019-12-11,14428605
2019-12-12,14364126
2019-12-13,14343581
2019-12-14,14906736
2019-12-15,15111507
2019-12-16,14854996
2019-12-17,14821902
2019-12-18,14723532
2019-12-19,14801801
2019-12-20,15091940
2019-12-21,15158185
2019-12-22,15239918
2019-12-23,15015268
2019-12-24,14971927
2019-12-25,14916359
2019-12-26,15102121
2019-12-27,15267586
2019-12-28,15490061
2019-12-29,15495420
2019-12-30,15832982
2019-12-31,15715403
2020-01-01,16119035
2020-01-02,16247743
2020-01-03,16341951
2020-01-04,16145925
2020-01-05,15993040
2020-01-06,15650861
2020-01-07,15561272
2020-01-08,15601390
2020-01-09,15520047
2020-01-10,15680722
2020-01-11,16234259
2020-01-12,16459397
2020-01-13,16427767
2020-01-14,16118738
2020-01-15,15919543
2020-01-16,15705607
2020-01-17,15748291
2020-01-18,15865979
2020-01-19,15763109
2020-01-20,15545626
2020-01-21,15616896
2020-01-22,15681622
2020-01-23,15655672
2020-01-24,15725036
2020-01-25,16126407
2020-01-26,16302076
2020-01-27,16449106
2020-01-28,16390072
2020-01-29,16236181
2020-01-30,16183788
2020-01-31,16168983
2020-02-01,16324169
2020-02-02,16341896
2020-02-03,15953766
2020-02-04,15964931
2020-02-05,15914460
2020-02-06,16408136
2020-02-07,16965434
2020-02-08,16439601
2020-02-09,16252772
2020-02-10,15742602
2020-02-11,15172068
2020-02-12,14761028
2020-02-13,14492927
2020-02-14,14298644
2020-02-15,14408192
2020-02-16,14396320
2020-02-17,14503223
2020-02-18,14477812
2020-02-19,14376308
2020-02-20,14347419
2020-02-21,14301302
2020-02-22,14330679
2020-02-23,14365345
2020-02-24,14293081
2020-02-25,14266746
2020-02-26,14127496
2020-02-27,14329278
2020-02-28,14748681
2020-02-29,15036490
2020-03-01,15475098
2020-03-02,15537944
2020-03-03,15428553
2020-03-04,15369368
2020-03-05,15315336
2020-03-06,15524965
2020-03-07,15634280
2020-03-08,15637499
2020-03-09,15502278
2020-03-10,15449892
2020-03-11,15366308
2020-03-12,15263108
2020-03-13,15439888
2020-03-14,15395803
2020-03-15,15293353
2020-03-16,15018177
2020-03-17,15068680
2020-03-18,14861769
2020-03-19,14897114
2020-03-20,15042425
2020-03-21,15378172
2020-03-22,15438628
2020-03-23,15388730
2020-03-24,15334963
2020-03-25,15649801
2020-03-26,15603610
2020-03-27,15997292
2020-03-28,16448237
2020-03-29,16356236
2020-03-30,16245698
2020-03-31,16216073
2020-04-01,16371028
2020-04-02,16499994
2020-04-03,16756901
2020-04-04,16856581
2020-04-05,16701280
2020-04-06,16504219
2020-04-07,16256114
2020-04-08,16116624
2020-04-09,16037329
2020-04-10,16085587
2020-04-11,16118294
2020-04-12,15869472
2020-04-13,15768069
2020-04-14,15666235
2020-04-15,15441424
2020-04-16,15379218
2020-04-17,15354324
2020-04-18,15361559
2020-04-19,15282793
2020-04-20,15088969
2020-04-21,14946405
2020-04-22,14769184
2020-04-23,14720085
2020-04-24,14671287
2020-04-25,14906420
2020-04-26,14999386
2020-04-27,14950027
2020-04-28,15142820
2020-04-29,15230168
2020-04-30,15320762
2020-05-01,15350891
2020-05-02,15615531
2020-05-03,15727596
2020-05-04,15532533
2020-05-05,15492323
2020-05-06,15435607
2020-05-07,15361289
2020-05-08,15378215
2020-05-09,15278294
2020-05-10,15244648
2020-05-11,15210686
2020-05-12,15149171
2020-05-13,15196080
