date_obj,Steel%20kiteshield price
2019-09-04,298
2019-09-05,294
2019-09-06,296
2019-09-07,299
2019-09-08,300
2019-09-09,300
2019-09-10,291
2019-09-11,298
2019-09-12,303
2019-09-13,299
2019-09-14,298
2019-09-15,291
2019-09-16,298
2019-09-17,300
2019-09-18,296
2019-09-19,292
2019-09-20,300
2019-09-21,299
2019-09-22,288
2019-09-23,288
2019-09-24,285
2019-09-25,281
2019-09-26,278
2019-09-27,278
2019-09-28,274
2019-09-29,266
2019-09-30,261
2019-10-01,271
2019-10-02,274
2019-10-03,281
2019-10-04,290
2019-10-05,288
2019-10-06,287
2019-10-07,288
2019-10-08,288
2019-10-09,290
2019-10-10,283
2019-10-11,275
2019-10-12,275
2019-10-13,268
2019-10-14,266
2019-10-15,264
2019-10-16,263
2019-10-17,268
2019-10-18,265
2019-10-19,266
2019-10-20,270
2019-10-21,268
2019-10-22,268
2019-10-23,269
2019-10-24,270
2019-10-25,263
2019-10-26,261
2019-10-27,267
2019-10-28,269
2019-10-29,268
2019-10-30,265
2019-10-31,258
2019-11-01,247
2019-11-02,249
2019-11-03,255
2019-11-04,258
2019-11-05,259
2019-11-06,258
2019-11-07,257
2019-11-08,251
2019-11-09,245
2019-11-10,250
2019-11-11,252
2019-11-12,253
2019-11-13,255
2019-11-14,258
2019-11-15,259
2019-11-16,261
2019-11-17,254
2019-11-18,260
2019-11-19,258
2019-11-20,261
2019-11-21,266
2019-11-22,261
2019-11-23,266
2019-11-24,269
2019-11-25,266
2019-11-26,266
2019-11-27,268
2019-11-28,273
2019-11-29,270
2019-11-30,268
2019-12-01,257
2019-12-02,264
2019-12-03,262
2019-12-04,264
2019-12-05,257
2019-12-06,257
2019-12-07,258
2019-12-08,260
2019-12-09,267
2019-12-10,266
2019-12-11,264
2019-12-12,257
2019-12-13,261
2019-12-14,263
2019-12-15,269
2019-12-16,268
2019-12-17,270
2019-12-18,273
2019-12-19,269
2019-12-20,270
2019-12-21,274
2019-12-22,275
2019-12-23,274
2019-12-24,275
2019-12-25,273
2019-12-26,269
2019-12-27,273
2019-12-28,276
2019-12-29,274
2019-12-30,274
2019-12-31,277
2020-01-01,279
2020-01-02,272
2020-01-03,275
2020-01-04,269
2020-01-05,261
2020-01-06,256
2020-01-07,252
2020-01-08,253
2020-01-09,254
2020-01-10,252
2020-01-11,254
2020-01-12,256
2020-01-13,251
2020-01-14,258
2020-01-15,260
2020-01-16,265
2020-01-17,263
2020-01-18,260
2020-01-19,262
2020-01-20,263
2020-01-21,263
2020-01-22,260
2020-01-23,250
2020-01-24,254
2020-01-25,258
2020-01-26,256
2020-01-27,257
2020-01-28,248
2020-01-29,244
2020-01-30,247
2020-01-31,252
2020-02-01,256
2020-02-02,262
2020-02-03,261
2020-02-04,266
2020-02-05,265
2020-02-06,268
2020-02-07,270
2020-02-08,268
2020-02-09,264
2020-02-10,256
2020-02-11,249
2020-02-12,249
2020-02-13,249
2020-02-14,253
2020-02-15,250
2020-02-16,245
2020-02-17,243
2020-02-18,241
2020-02-19,237
2020-02-20,238
2020-02-21,241
2020-02-22,241
2020-02-23,239
2020-02-24,238
2020-02-25,232
2020-02-26,231
2020-02-27,234
2020-02-28,237
2020-02-29,241
2020-03-01,245
2020-03-02,245
2020-03-03,248
2020-03-04,253
2020-03-05,252
2020-03-06,254
2020-03-07,257
2020-03-08,256
2020-03-09,256
2020-03-10,256
2020-03-11,254
2020-03-12,259
2020-03-13,260
2020-03-14,262
2020-03-15,254
2020-03-16,251
2020-03-17,253
2020-03-18,253
2020-03-19,249
2020-03-20,244
2020-03-21,242
2020-03-22,241
2020-03-23,241
2020-03-24,244
2020-03-25,245
2020-03-26,245
2020-03-27,245
2020-03-28,236
2020-03-29,235
2020-03-30,235
2020-03-31,236
2020-04-01,239
2020-04-02,233
2020-04-03,227
2020-04-04,227
2020-04-05,222
2020-04-06,223
2020-04-07,222
2020-04-08,223
2020-04-09,219
2020-04-10,215
2020-04-11,214
2020-04-12,216
2020-04-13,218
2020-04-14,221
2020-04-15,226
2020-04-16,225
2020-04-17,227
2020-04-18,232
2020-04-19,235
2020-04-20,234
2020-04-21,233
2020-04-22,236
2020-04-23,236
2020-04-24,238
2020-04-25,235
2020-04-26,237
2020-04-27,242
2020-04-28,243
2020-04-29,244
2020-04-30,248
2020-05-01,248
2020-05-02,248
2020-05-03,253
2020-05-04,256
2020-05-05,257
2020-05-06,258
2020-05-07,262
2020-05-08,259
2020-05-09,264
2020-05-10,261
2020-05-11,267
2020-05-12,263
2020-05-13,265
