date_obj,Saradomin%20cloak price
2019-04-07,70627
2019-04-08,71435
2019-04-09,72352
2019-04-10,72770
2019-04-11,70887
2019-04-12,67877
2019-04-13,64483
2019-04-14,61258
2019-04-15,58195
2019-04-16,55285
2019-04-17,52520
2019-04-18,49894
2019-04-19,47428
2019-04-20,45353
2019-04-21,43282
2019-04-22,41897
2019-04-23,40407
2019-04-24,38916
2019-04-25,37512
2019-04-26,35682
2019-04-27,34277
2019-04-28,33664
2019-04-29,33426
2019-04-30,33783
2019-05-01,33821
2019-05-02,33948
2019-05-03,33826
2019-05-04,33267
2019-05-05,33261
2019-05-06,32866
2019-05-07,32741
2019-05-08,32773
2019-05-09,32896
2019-05-10,32925
2019-05-11,33683
2019-05-12,34194
2019-05-13,34345
2019-05-14,34893
2019-05-15,35272
2019-05-16,36055
2019-05-17,36729
2019-05-18,37524
2019-05-19,37519
2019-05-20,37623
2019-05-21,37988
2019-05-22,39627
2019-05-23,40234
2019-05-24,41470
2019-05-25,43099
2019-05-26,43368
2019-05-27,43568
2019-05-28,43379
2019-05-29,42531
2019-05-30,42648
2019-05-31,42280
2019-06-01,42091
2019-06-02,41761
2019-06-03,41748
2019-06-04,42075
2019-06-05,43223
2019-06-06,43892
2019-06-07,43472
2019-06-08,42668
2019-06-09,43837
2019-06-10,45999
2019-06-11,46267
2019-06-12,45449
2019-06-13,44894
2019-06-14,45193
2019-06-15,45878
2019-06-16,45969
2019-06-17,45515
2019-06-18,45607
2019-06-19,46036
2019-06-20,46931
2019-06-21,46774
2019-06-22,46668
2019-06-23,46455
2019-06-24,46094
2019-06-25,46808
2019-06-26,46841
2019-06-27,46900
2019-06-28,45420
2019-06-29,44797
2019-06-30,44661
2019-07-01,43835
2019-07-02,43463
2019-07-03,43252
2019-07-04,42512
2019-07-05,41910
2019-07-06,41769
2019-07-07,41913
2019-07-08,41973
2019-07-09,42242
2019-07-10,43256
2019-07-11,44538
2019-07-12,43994
2019-07-13,43928
2019-07-14,43689
2019-07-15,43770
2019-07-16,44071
2019-07-17,45525
2019-07-18,47054
2019-07-19,49204
2019-07-20,50865
2019-07-21,51994
2019-07-22,52280
2019-07-23,53069
2019-07-24,54499
2019-07-25,55955
2019-07-26,56938
2019-07-27,58606
2019-07-28,61431
2019-07-29,63034
2019-07-30,63484
2019-07-31,63004
2019-08-01,61186
2019-08-02,59462
2019-08-03,56870
2019-08-04,55151
2019-08-05,53513
2019-08-06,51696
2019-08-07,50212
2019-08-08,48410
2019-08-09,46710
2019-08-10,45469
2019-08-11,44126
2019-08-12,43157
2019-08-13,42407
2019-08-14,42082
2019-08-15,41553
2019-08-16,40796
2019-08-17,40536
2019-08-18,40207
2019-08-19,39018
2019-08-20,38340
2019-08-21,37888
2019-08-22,37514
2019-08-23,37015
2019-08-24,37350
2019-08-24,37350
2019-08-25,37503
2019-08-25,37503
2019-08-26,37462
2019-08-26,37462
2019-08-27,36836
2019-08-27,36836
2019-08-28,37896
2019-08-29,39267
2019-08-30,38556
2019-08-31,37922
2019-09-01,36896
2019-09-02,36061
2019-09-03,34918
2019-09-04,34128
2019-09-05,34059
2019-09-06,33628
2019-09-07,33764
2019-09-08,34694
2019-09-09,36196
2019-09-10,37791
2019-09-11,38115
2019-09-12,38657
2019-09-13,40008
2019-09-14,40513
2019-09-15,40173
2019-09-16,39714
2019-09-17,39464
2019-09-18,38637
2019-09-19,38376
2019-09-20,39211
2019-09-21,40164
2019-09-22,40654
2019-09-23,40598
2019-09-24,39951
2019-09-25,39583
2019-09-26,39077
2019-09-27,39042
2019-09-28,39237
2019-09-29,39338
2019-09-30,39264
2019-10-01,39014
2019-10-02,38155
2019-10-03,37726
2019-10-04,37617
2019-10-05,37146
2019-10-06,36747
2019-10-07,36274
2019-10-08,36045
2019-10-09,35963
2019-10-10,36531
2019-10-11,36208
2019-10-12,36391
2019-10-13,36624
2019-10-14,36452
2019-10-15,35788
2019-10-16,34755
2019-10-17,34420
2019-10-18,33760
2019-10-19,33593
2019-10-20,33107
2019-10-21,32899
2019-10-22,32593
2019-10-23,32819
2019-10-24,33019
2019-10-25,32366
2019-10-26,32346
2019-10-27,31801
2019-10-28,31107
2019-10-29,30787
2019-10-30,30629
2019-10-31,30679
2019-11-01,30802
2019-11-02,30287
2019-11-03,30477
2019-11-04,30478
2019-11-05,30561
2019-11-06,31231
2019-11-07,31680
2019-11-08,32355
2019-11-09,32953
2019-11-10,34147
2019-11-11,35131
2019-11-12,34498
2019-11-13,33710
2019-11-14,32810
2019-11-15,31844
2019-11-16,31851
2019-11-17,32055
2019-11-18,32056
2019-11-19,31895
2019-11-20,32530
2019-11-21,33510
2019-11-22,34102
2019-11-23,35337
2019-11-24,35721
2019-11-25,35822
2019-11-26,35773
2019-11-27,36271
2019-11-28,36987
2019-11-29,37315
2019-11-30,37939
2019-12-01,37987
2019-12-02,37812
2019-12-03,38639
2019-12-04,39017
2019-12-05,39666
2019-12-06,39834
2019-12-07,40976
2019-12-08,41949
2019-12-09,43385
2019-12-10,44607
2019-12-11,44190
2019-12-12,44378
2019-12-13,44775
2019-12-14,43649
2019-12-15,42562
2019-12-16,41420
2019-12-17,41021
2019-12-18,41607
2019-12-19,41010
2019-12-20,40652
2019-12-21,39965
2019-12-22,39934
2019-12-23,40265
2019-12-24,40451
2019-12-25,41982
2019-12-26,42559
2019-12-27,42976
2019-12-28,43836
2019-12-29,45180
2019-12-30,45476
2019-12-31,45669
2020-01-01,47165
2020-01-02,47895
2020-01-03,49972
2020-01-04,50183
2020-01-05,49687
2020-01-06,50428
2020-01-07,49973
2020-01-08,50601
2020-01-09,51175
2020-01-10,51305
2020-01-11,51354
2020-01-12,51568
2020-01-13,52160
2020-01-14,52075
2020-01-15,51459
2020-01-16,51160
2020-01-17,50250
2020-01-18,48827
2020-01-19,48802
2020-01-20,48948
2020-01-21,49023
2020-01-22,48862
2020-01-23,48483
2020-01-24,48493
2020-01-25,48284
2020-01-26,48042
2020-01-27,47219
2020-01-28,47119
2020-01-29,46823
2020-01-30,46621
2020-01-31,45434
2020-02-01,44142
2020-02-02,43226
2020-02-03,43160
2020-02-04,42187
2020-02-05,41211
2020-02-06,40441
2020-02-07,40138
2020-02-08,39893
2020-02-09,39967
2020-02-10,39788
2020-02-11,39619
2020-02-12,39774
2020-02-13,39908
2020-02-14,39338
2020-02-15,38786
2020-02-16,38083
2020-02-17,37391
2020-02-18,37143
2020-02-19,36696
2020-02-20,36359
2020-02-21,35417
2020-02-22,35162
2020-02-23,34936
2020-02-24,35591
2020-02-25,36238
2020-02-26,37955
2020-02-27,39530
2020-02-28,41104
2020-02-29,43160
2020-03-01,44995
2020-03-02,45960
2020-03-03,46132
2020-03-04,45152
2020-03-05,44828
2020-03-06,44342
2020-03-07,44564
2020-03-08,44442
2020-03-09,45495
2020-03-10,46098
2020-03-11,45075
2020-03-12,44856
2020-03-13,44681
2020-03-14,44512
2020-03-15,44940
2020-03-16,45220
2020-03-17,45233
2020-03-18,45391
2020-03-19,45650
2020-03-20,45640
2020-03-21,45497
2020-03-22,45536
2020-03-23,45524
2020-03-24,45356
2020-03-25,45409
2020-03-26,45767
2020-03-27,45354
2020-03-28,45210
2020-03-29,44843
2020-03-30,44306
2020-03-31,43819
2020-04-01,43129
2020-04-02,42834
2020-04-03,42790
2020-04-04,42581
2020-04-05,42347
2020-04-06,42113
2020-04-07,41924
2020-04-08,42154
2020-04-09,41686
2020-04-10,41590
2020-04-11,41754
2020-04-12,41631
2020-04-13,41563
2020-04-14,41470
2020-04-15,41389
2020-04-16,41407
2020-04-17,41789
2020-04-18,42029
2020-04-19,41992
2020-04-20,42061
2020-04-21,41793
2020-04-22,42092
2020-04-23,42129
2020-04-24,41858
2020-04-25,41871
2020-04-26,41953
2020-04-27,41953
2020-04-28,41948
2020-04-29,41968
2020-04-30,41524
2020-05-01,40956
2020-05-02,40563
2020-05-03,39819
2020-05-04,39657
2020-05-05,40005
2020-05-06,40639
2020-05-07,40979
2020-05-08,41189
2020-05-09,41811
2020-05-10,42962
2020-05-11,43522
2020-05-12,45056
2020-05-13,46503
